EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,Travels,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,LongMidRangeFGM,SecondChanceFtPoints,Fg3aBlocked,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,HeaveAttempts,LongMidRangeAssists,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Loose Ball Fouls Drawn,on,Offensive Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,6009.0,100,6,199,198,89.0,97.0,29.0,397,12.0,15.0,2.0,2.0,4.0,4.0,1.0,6.0,1.0,2.0,5.0,1.0,3.0,4.0,8.0,1.0,1.0,1.0,2.0,13.0,22.0,6.0,13.0,3.0,47.0,231,2.0,4.0,1.0,1.0,7.0,4.0,6.0,2.0,5.0,3.0,17.0,16.0,10.0,15.0,3.0,4.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,4.0,7.0,5.0,12.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,6.0,8.0,5.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,17.0,87.0,0.6153846153846154,0.7272727272727273,0.8333333333333334,0.46153846153846156,1.0,0.4,0.46153846153846156,0.5909090909090909,0.5,0.6666666666666666,0.6285714285714286,0.7,0.6363636363636364,0.6351351351351351,0.7,0.6538461538461539,0.37142857142857144,18.34061135371179,0.8,0.06666666666666667,0.05555555555555555,0.07894736842105263,0.05,0.07142857142857142,0.05319148936170213,0.05555555555555555,0.16666666666666666,0.03225806451612903,0.1111111111111111,0.045454545454545456,0.045454545454545456,0.125,0.10714285714285714,0.0625,0.3333333333333333,0.42857142857142855,0.8,0.8,0.5833333333333334,0.17142857142857143,0.16666666666666666,0.16666666666666666,1.0,0.02857142857142857,0.14285714285714285,0.4,0.4,0.5,0.22857142857142856,0.5,0.5,1.0,0.4,1.0,0.2,1.0,1.0,0.36363636363636365,1.0,0.2727272727272727,0.3333333333333333,0.18181818181818182,0.5,0.8,0.5,0.6304000000000001,0.5298,0.6382818181818183,0.05405405405405406,0.08333333333333333,0.14893617021276595,0.3617021276595745,3.686363636363637,25.24615384615385,0.4472361809045226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626166,1610612755,Cameron Payne,Cameron Payne,1626166,PHI,3308.0,55,8,107,102,24.0,39.0,15.0,209,,1.0,,,,1.0,2.0,3.0,1.0,,1.0,,1.0,8.0,16.0,1.0,2.0,3.0,5.0,2.0,5.0,8.0,17.0,,28.0,108,,,1.0,2.0,3.0,,2.0,3.0,6.0,,9.0,,4.0,15.0,9.0,,16.0,8.0,2.0,4.0,6.0,2.0,,16.0,,,3.0,1.0,6.0,,6.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,,,1.0,9.0,1.0,1.0,,,4.0,1.0,3.0,4.0,3.0,,9.0,24.0,,,0.625,0.47058823529411764,0.5,0.5,0.47058823529411764,0.4,,,0.6363636363636364,0.75,0.5625,0.6363636363636364,0.75,0.5625,0.7727272727272727,20.0,0.3333333333333333,0.02564102564102564,,0.125,,0.06349206349206349,,,,,,0.05555555555555555,,,0.058823529411764705,,0.75,0.045454545454545456,,,,0.13636363636363635,0.6666666666666666,1.0,,0.045454545454545456,0.045454545454545456,,,,0.7272727272727273,0.5,0.5,0.625,,,1.0,0.5,1.0,0.125,,0.125,,0.625,0.6,0.8181818181818182,0.5,0.510875,0.5268,0.5008375,,,0.10714285714285714,0.32142857142857145,9.180000000000001,26.81764705882353,0.22429906542056074,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627741,1610612755,Buddy Hield,Buddy Hield,1627741,PHI,2322.0,39,-14,75,71,15.0,13.0,19.0,146,1.0,3.0,1.0,2.0,,1.0,,,1.0,,2.0,,1.0,3.0,4.0,,,,1.0,1.0,4.0,3.0,6.0,,11.0,95,1.0,2.0,,1.0,2.0,,1.0,,2.0,,,2.0,,9.0,,,4.0,3.0,,2.0,2.0,2.0,,6.0,2.0,,,2.0,3.0,2.0,5.0,,,,,1.0,1.0,1.0,,2.0,,,1.0,4.0,,,,,1.0,1.0,,1.0,1.0,,,14.0,1.0,1.0,1.0,0.5,,,0.5,0.25,0.5,,0.55,0.3333333333333333,,0.55,0.3333333333333333,,0.6,12.121212121212121,0.5,0.07692307692307693,,,0.09090909090909091,0.05714285714285714,0.03773584905660377,,,0.11764705882352941,,0.09090909090909091,0.1111111111111111,,,,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.1,0.2,,,,0.4,0.75,0.75,1.0,0.6666666666666666,0.5,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.9,0.75,0.56323,0.597625,0.5019166666666667,,,0.18181818181818182,,5.6000000000000005,24.983333333333334,0.2,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201587,1610612755,Nicolas Batum,Nicolas Batum,201587,PHI,10170.0,170,-18,332,325,103.0,138.0,48.0,657,2.0,6.0,2.0,5.0,,,,,1.0,3.0,11.0,,4.0,6.0,11.0,,1.0,3.0,4.0,3.0,7.0,9.0,22.0,5.0,38.0,385,2.0,5.0,,2.0,5.0,1.0,1.0,3.0,8.0,3.0,14.0,2.0,4.0,27.0,,4.0,11.0,6.0,3.0,5.0,8.0,3.0,3.0,21.0,1.0,8.0,9.0,12.0,26.0,9.0,35.0,,1.0,1.0,,3.0,3.0,2.0,,5.0,3.0,2.0,6.0,13.0,5.0,,8.0,2.0,5.0,2.0,2.0,5.0,1.0,,14.0,101.0,0.3333333333333333,1.0,1.0,0.4090909090909091,,0.375,0.4090909090909091,0.42857142857142855,0.4,1.0,0.5689655172413793,0.2857142857142857,0.6111111111111112,0.5757575757575758,0.3125,0.6363636363636364,0.7586206896551724,9.87012987012987,0.6,0.11009174311926606,0.08791208791208792,0.14285714285714285,0.013513513513513514,0.12209302325581395,0.05454545454545454,0.10344827586206896,,0.017857142857142856,,0.07317073170731707,0.1276595744680851,0.14285714285714285,0.20454545454545456,,0.2,0.20689655172413793,0.3333333333333333,0.4,,,,,,0.034482758620689655,0.3793103448275862,0.2727272727272727,0.3,1.0,0.3793103448275862,0.5454545454545454,0.5454545454545454,1.0,0.7142857142857143,0.4,0.14285714285714285,,,,,0.4444444444444444,,0.4444444444444444,0.75,0.9655172413793104,0.5454545454545454,0.5588655172413793,0.58026,0.5442555555555556,0.06451612903225806,0.2222222222222222,0.13157894736842105,0.3684210526315789,3.2285714285714286,24.604545454545452,0.3102409638554217,1.0,2.0,,5.0,2.0,,1.0,0.14285714285714285,,0.4166666666666667,,1.0,,,0.14285714285714285,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.045454545454545456,0.16666666666666666,0.09090909090909091,0.11363636363636363,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,7823.0,130,18,257,249,77.0,111.0,33.0,506,5.0,16.0,1.0,4.0,2.0,6.0,5.0,14.0,20.0,,2.0,,1.0,6.0,19.0,1.0,1.0,2.0,8.0,20.0,50.0,6.0,21.0,41.0,99.0,288,3.0,10.0,1.0,2.0,14.0,3.0,12.0,2.0,9.0,16.0,28.0,18.0,22.0,18.0,,4.0,18.0,6.0,8.0,10.0,18.0,8.0,6.0,46.0,4.0,8.0,8.0,12.0,21.0,12.0,33.0,4.0,4.0,2.0,2.0,4.0,1.0,8.0,3.0,12.0,1.0,1.0,7.0,14.0,32.0,,51.0,22.0,7.0,6.0,1.0,7.0,3.0,,28.0,76.0,0.45,0.5,1.0,0.2857142857142857,0.5,0.2222222222222222,0.3,0.4,0.3,0.25,0.4084507042253521,0.375,0.2857142857142857,0.5210526315789473,0.4666666666666667,0.4666666666666667,0.29577464788732394,36.51877133105802,0.3333333333333333,0.15,0.13333333333333333,0.15384615384615385,0.07407407407407407,0.15151515151515152,0.10526315789473684,0.05555555555555555,0.14285714285714285,0.023255813953488372,0.2727272727272727,0.1724137931034483,0.16666666666666666,0.06666666666666667,0.1891891891891892,0.12121212121212122,0.42857142857142855,0.22535211267605634,0.3125,0.45454545454545453,0.4,0.19718309859154928,0.35714285714285715,0.35714285714285715,0.2,0.28169014084507044,0.028169014084507043,,,,0.2676056338028169,0.3157894736842105,0.3333333333333333,1.0,0.3333333333333333,0.25,0.08333333333333333,1.0,1.0,0.2857142857142857,0.3333333333333333,0.047619047619047616,,0.38095238095238093,0.25,0.5211267605633803,0.3333333333333333,0.48901357142857144,0.4716055555555555,0.47637,0.25,0.3142857142857143,0.1414141414141414,0.2828282828282828,9.708,27.833333333333332,0.29961089494163423,7.0,2.0,,1.0,2.0,1.0,1.0,0.14,,0.1111111111111111,0.06666666666666667,1.0,1.0,,0.08333333333333333,10.0,5.0,1.0,1.0,3.0,,3.0,0.047619047619047616,0.3125,,0.17857142857142858,0.5,0.5555555555555556,0.6,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.1,0.05263157894736842,0.045454545454545456,,,,,True,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,8767.0,146,-28,288,279,95.0,119.0,41.0,567,15.0,34.0,,,5.0,11.0,5.0,12.0,6.0,2.0,3.0,,1.0,9.0,27.0,,1.0,4.0,11.0,24.0,52.0,11.0,30.0,20.0,101.0,343,1.0,1.0,,2.0,5.0,7.0,16.0,4.0,12.0,12.0,38.0,12.0,36.0,15.0,18.0,,27.0,9.0,8.0,10.0,18.0,7.0,4.0,46.0,,,7.0,10.0,18.0,,18.0,,2.0,1.0,1.0,9.0,4.0,3.0,5.0,12.0,1.0,4.0,3.0,6.0,17.0,,23.0,7.0,1.0,,,2.0,2.0,,34.0,93.0,0.25,0.25,0.45454545454545453,0.36666666666666664,,0.3333333333333333,0.36666666666666664,0.46153846153846156,1.0,0.4375,0.49390243902439024,0.3333333333333333,0.4642857142857143,0.5489130434782609,0.5,0.5588235294117647,0.36585365853658536,30.838323353293415,0.75,0.11494252873563218,,0.14285714285714285,,0.125,,,,,,0.08823529411764706,0.08823529411764706,0.21052631578947367,0.11428571428571428,,1.0,0.4146341463414634,0.4411764705882353,0.5357142857142857,0.13333333333333333,0.14634146341463414,0.4166666666666667,0.45454545454545453,0.2,0.07317073170731707,0.036585365853658534,0.6666666666666666,0.6666666666666666,1.0,0.32926829268292684,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,0.39285714285714285,0.45454545454545453,0.03571428571428571,,0.39285714285714285,0.36363636363636365,0.7804878048780488,0.3333333333333333,0.563075,0.4128,0.5594803571428572,0.09302325581395349,0.125,0.04950495049504951,0.37623762376237624,5.365384615384615,26.560000000000002,0.3298611111111111,7.0,3.0,1.0,1.0,,,3.0,0.1346153846153846,0.08333333333333333,0.09090909090909091,0.21428571428571427,1.0,3.0,,0.3333333333333333,4.0,3.0,,,6.0,1.0,3.0,,0.17647058823529413,,,0.6666666666666666,0.6666666666666666,0.75,,3.0,,,3.0,1.0,,,,0.03333333333333333,1.0,1.0,1.0,,True,,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,2248.0,37,-33,69,71,22.0,24.0,15.0,140,4.0,6.0,3.0,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,4.0,8.0,,,1.0,9.0,90,3.0,4.0,,,6.0,1.0,1.0,,,,2.0,2.0,6.0,,,4.0,,,2.0,,2.0,,,4.0,1.0,7.0,,7.0,7.0,8.0,15.0,,,,,,,2.0,,2.0,,,1.0,7.0,2.0,,2.0,1.0,3.0,2.0,1.0,3.0,1.0,,2.0,22.0,0.25,0.5,,,,,,0.5,0.75,1.0,0.5,0.75,1.0,0.5,0.75,1.0,,12.790697674418604,,0.25,0.22580645161290322,,0.05263157894736842,0.18421052631578946,0.16,0.36363636363636365,,0.08333333333333333,,0.16666666666666666,0.3,0.3333333333333333,,,0.3333333333333333,0.75,0.6666666666666666,0.8,0.25,0.125,,,,0.125,,,,,,,,,1.0,0.75,,,,1.0,1.0,,,,,0.75,,0.605775,0.6778500000000001,0.8257,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,4.6625,,0.3188405797101449,2.0,,,,,,3.0,0.25,,,,,1.0,,,,,,1.0,,,,,0.16666666666666666,,0.1875,,,,,2.0,,1.0,,,,1.0,,,,,,,True,,,,
200768,1610612755,Kyle Lowry,Kyle Lowry,200768,PHI,4084.0,68,-2,136,133,51.0,66.0,11.0,269,,,,,,,,,2.0,1.0,1.0,,,1.0,9.0,,,1.0,5.0,1.0,2.0,2.0,10.0,5.0,13.0,152,,,,,2.0,1.0,2.0,1.0,5.0,5.0,10.0,,2.0,6.0,,,8.0,1.0,1.0,4.0,5.0,3.0,,14.0,1.0,,4.0,2.0,6.0,1.0,7.0,1.0,2.0,2.0,,3.0,3.0,,,3.0,,1.0,6.0,10.0,7.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,,,10.0,51.0,,,1.0,0.2,,0.2,0.2222222222222222,0.5,,0.5,0.3333333333333333,,0.35714285714285715,0.40625,0.5,0.45454545454545453,0.8333333333333334,13.013698630136986,1.0,0.046511627906976744,,0.11764705882352941,0.04,0.07792207792207792,0.019230769230769232,,,0.05263157894736842,,,0.07142857142857142,,0.08333333333333333,0.14285714285714285,,,,,,,,,,0.16666666666666666,0.08333333333333333,1.0,1.0,1.0,0.75,0.1111111111111111,0.1111111111111111,1.0,,,,,,,,,,0.7142857142857143,0.2,0.8333333333333334,0.125,0.49522272727272726,,0.44503333333333334,0.07692307692307693,0.3333333333333333,0.15384615384615385,0.7692307692307693,22.3,27.73,0.375,,1.0,,,,,1.0,,,,0.2,,,,,1.0,2.0,,,3.0,,3.0,,,,,0.5,0.5,,1.0,1.0,,,,,,,,,,,,1.0,True,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,5826.0,97,-29,188,187,36.0,74.0,28.0,375,2.0,4.0,,,,,1.0,8.0,3.0,3.0,5.0,,,,1.0,,1.0,,,4.0,15.0,3.0,6.0,4.0,21.0,224,,2.0,,1.0,2.0,,,,,2.0,2.0,4.0,4.0,9.0,,,1.0,,2.0,2.0,4.0,2.0,1.0,10.0,5.0,1.0,5.0,11.0,17.0,6.0,23.0,1.0,1.0,,1.0,,,2.0,,2.0,,,1.0,6.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,34.0,0.5,0.5,1.0,0.5,,,0.5,0.26666666666666666,,,0.40476190476190477,,,0.45652173913043476,0.25,1.0,0.2857142857142857,11.467889908256879,,0.16417910447761194,0.0196078431372549,0.14705882352941177,0.11627906976744186,0.15841584158415842,0.06382978723404255,,,0.15625,,0.125,0.18181818181818182,0.2,0.13636363636363635,0.07692307692307693,0.5,0.19047619047619047,0.5,0.5,1.0,0.38095238095238093,0.125,0.125,,0.14285714285714285,0.23809523809523808,0.6,0.6,1.0,0.047619047619047616,,,,,,0.3333333333333333,,,,,,,,,0.47619047619047616,,0.5194428571428572,0.5616,,0.045454545454545456,0.0625,0.09523809523809523,0.09523809523809523,8.62,23.7,0.19148936170212766,,,,1.0,,,2.0,,,0.25,0.16666666666666666,,,,,1.0,2.0,,,1.0,,1.0,,,,0.037037037037037035,0.3333333333333333,0.3333333333333333,,,1.0,2.0,,,,,,,,,,,,True,,,,
1629001,1610612755,De'Anthony Melton,De'Anthony Melton,1629001,PHI,293.0,5,2,9,10,3.0,9.0,1.0,19,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,9,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,20.0,,,,0.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.467475,,,,,,,,26.45,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,
