EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,NonShootingFoulsDrawn,SecondChanceFg3Pct,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,LongMidRangeAssists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,Travels,on,DefensiveGoaltends,Charge Fouls Drawn,BlockedCorner3,PenaltyCorner3FGM,PenaltyCorner3Accuracy
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,2227.0,37,12,72,76,30,20,10,148,4.0,6.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,8.0,12.0,16.0,73,1.0,1.0,2.0,4.0,5.0,8.0,4.0,12.0,6.0,6.0,4.0,2.0,18.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,8.0,30,1.0,0.25,0.25,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,20.238095238095237,0.6,0.125,0.06666666666666667,0.05555555555555555,0.0967741935483871,0.027777777777777776,0.07142857142857142,0.3333333333333333,0.25,0.5,0.6666666666666666,0.6666666666666666,0.5,0.4166666666666667,0.8,0.8,0.08333333333333333,1.0,1.0,0.6,0.6666666666666666,0.5,0.5613750000000001,0.7762,0.61654,0.08333333333333333,0.08333333333333333,0.125,0.5,5.949999999999999,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,5526.0,92,-26,186,190,67,67,21,376,3.0,6.0,3.0,4.0,2.0,2.0,1.0,3.0,,4.0,9.0,28.0,206,3.0,4.0,6.0,3.0,4.0,9.0,2.0,6.0,1.0,2.0,1.0,,5.0,1.0,5.0,3.0,9.0,7.0,16.0,4.0,3.0,1.0,,1.0,1.0,2.0,1.0,6.0,,3.0,2.0,,1.0,9.0,64,1.0,0.25,1.0,0.4444444444444444,0.75,0.75,0.5,0.6,0.5,0.5185185185185185,0.6,0.5,13.615023474178404,0.5,0.06666666666666667,0.1724137931034483,0.02040816326530612,0.10810810810810811,0.07,0.027777777777777776,0.05263157894736842,0.2,0.23076923076923078,0.5,0.75,,0.11538461538461539,0.3333333333333333,0.3333333333333333,,0.8,0.75,0.2222222222222222,1.0,0.8846153846153846,0.5884807692307692,0.6866,0.5621666666666667,0.037037037037037035,0.1,0.21428571428571427,0.32142857142857145,5.055555555555555,0.3602150537634409,5.0,13.0,1.0,3.0,1.0,4.0,1.0,2.0,6.0,17.0,2.0,1.0,1.0,5.0,18.0,6.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,6.0,3.0,1.0,0.35294117647058826,0.2,0.35294117647058826,0.6538461538461539,0.2222222222222222,0.3333333333333333,0.2,0.11764705882352941,0.2,0.1111111111111111,0.05,0.16666666666666666,0.16666666666666666,0.5,1.0,0.5,0.38461538461538464,0.38461538461538464,1.0,0.15384615384615385,0.25,0.25,1.0,0.2,0.3333333333333333,0.2222222222222222,0.5,0.25,23.88235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,9355.0,156,34,310,316,90,78,37,626,9.0,13.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,11.0,20.0,43.0,310,4.0,5.0,14.0,2.0,6.0,11.0,14.0,8.0,1.0,6.0,1.0,,13.0,3.0,15.0,15.0,33.0,9.0,42.0,5.0,4.0,,,3.0,,3.0,2.0,16.0,1.0,12.0,9.0,1.0,4.0,9.0,87,5.0,0.6363636363636364,0.7777777777777778,0.55,0.8,0.3333333333333333,0.47435897435897434,0.6875,0.25,0.5,0.7,0.3235294117647059,12.95774647887324,,0.17647058823529413,0.23076923076923078,0.039473684210526314,0.2,0.05161290322580645,0.05,0.21875,0.4444444444444444,0.3333333333333333,0.6923076923076923,0.9,0.6666666666666666,0.10256410256410256,0.25,0.25,0.07692307692307693,0.625,0.8,0.2857142857142857,0.5,0.8205128205128205,0.5729935897435897,0.55385,0.5560642857142857,0.09523809523809523,0.17391304347826086,0.32558139534883723,0.2558139534883721,5.37,0.2903225806451613,1.0,7.0,2.0,2.0,4.0,12.0,1.0,6.0,5.0,19.0,6.0,3.0,1.0,8.0,15.0,4.0,12.0,4.0,3.0,5.0,2.0,5.0,3.0,1.0,,,5.0,,2.0,,4.0,3.0,1.0,4.0,3.0,1.0,0.2631578947368421,0.125,0.2631578947368421,0.48717948717948717,0.15,0.23076923076923078,0.42857142857142855,0.06329113924050633,0.08108108108108109,0.0625,0.21212121212121213,0.05,0.19642857142857142,0.75,,0.1794871794871795,0.14285714285714285,0.14285714285714285,1.0,0.3076923076923077,0.3333333333333333,0.3333333333333333,1.0,0.25,0.14285714285714285,0.42857142857142855,0.16666666666666666,0.3333333333333333,25.07894736842105,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.038461538461538464,0.05,0.3333333333333333,0.3333333333333333,1.0,0.25,0.125,1.0,1.0,,,,,,,,,,,,,,True,,,,,
1630591,1610612753,Jalen Suggs,Jalen Suggs,1630591,ORL,13925.0,232,26,461,468,152,127,62,929,13.0,21.0,1.0,2.0,4.0,7.0,3.0,8.0,5.0,19.0,34.0,103.0,471,1.0,2.0,15.0,5.0,10.0,30.0,26.0,12.0,9.0,23.0,7.0,2.0,55.0,5.0,20.0,4.0,25.0,11.0,36.0,9.0,5.0,13.0,8.0,7.0,5.0,20.0,8.0,18.0,2.0,27.0,30.0,4.0,10.0,29.0,149,4.0,0.6842105263157895,0.7222222222222222,0.5588235294117647,0.5,0.5,0.4878048780487805,0.4,0.38,0.5478723404255319,0.5,0.46875,21.348314606741575,0.65,0.03333333333333333,0.21739130434782608,0.04310344827586207,0.11320754716981132,0.046218487394957986,0.04597701149425287,0.022727272727272728,0.21052631578947367,0.25609756097560976,0.6190476190476191,0.7647058823529411,0.6153846153846154,0.0975609756097561,0.375,0.375,0.06097560975609756,0.2,0.5,0.28,0.5714285714285714,0.8414634146341463,0.5534384146341463,0.45709,0.5451020000000001,0.1348314606741573,0.25,0.14563106796116504,0.2912621359223301,5.708823529411764,0.3297180043383948,1.0,6.0,1.0,,13.0,42.0,3.0,15.0,14.0,48.0,23.0,8.0,3.0,15.0,36.0,2.0,42.0,13.0,4.0,14.0,9.0,6.0,1.0,4.0,,1.0,7.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,0.8571428571428571,0.2916666666666667,0.2,0.2916666666666667,0.5853658536585366,0.11764705882352941,0.19047619047619047,0.1,0.04918032786885246,0.03571428571428571,0.047619047619047616,0.038461538461538464,0.041666666666666664,0.2191780821917808,0.3333333333333333,0.6666666666666666,0.07317073170731707,0.16666666666666666,0.16666666666666666,1.0,0.5121951219512195,0.30952380952380953,0.30952380952380953,0.8461538461538461,0.1,,0.6,0.2,0.30952380952380953,26.733333333333338,3.0,2.0,7.0,2.0,7.0,11.0,4.0,,2.0,4.0,,5.0,0.25,,0.06666666666666667,0.044444444444444446,0.6,0.6,1.0,,0.7,0.2857142857142857,0.5,6.0,1.0,1.0,2.0,4.0,0.034482758620689655,0.04081632653061224,,,,,,,True,,,,,
204060,1610612753,Joe Ingles,Joe Ingles,204060,ORL,614.0,10,11,21,20,11,6,3,41,,2.0,,1.0,,,,,,,2.0,3.0,25,,1.0,,,,,,,1.0,3.0,1.0,,7.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,11,,,,,,,0.5,,,0.5,,,12.0,,,,,,0.14285714285714285,,,,0.6666666666666666,,,,,,,,1.0,,,,1.0,0.59705,0.587,,,,,,1.0,0.5238095238095238,,,,,1.0,1.0,,,1.0,1.0,,,,,3.0,,1.0,1.0,,2.0,2.0,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,25.9,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629021,1610612753,Moritz Wagner,Moritz Wagner,1629021,ORL,2133.0,36,13,69,67,40,22,13,136,4.0,5.0,,,2.0,2.0,1.0,1.0,,5.0,6.0,17.0,69,,,1.0,2.0,2.0,7.0,6.0,4.0,,,,,,1.0,2.0,2.0,4.0,2.0,6.0,3.0,3.0,,,1.0,,1.0,,8.0,,4.0,5.0,1.0,2.0,7.0,40,,0.6,0.6,0.8333333333333334,,1.0,0.8125,,1.0,0.85,0.5,0.875,13.253012048192772,,0.13333333333333333,0.13333333333333333,0.0625,0.13333333333333333,0.058823529411764705,0.08333333333333333,0.2,0.1111111111111111,0.625,0.8,0.8,0.75,0.125,1.0,1.0,,,,1.0,1.0,0.875,0.689775,,0.7946,0.2222222222222222,0.2857142857142857,0.058823529411764705,0.4117647058823529,1.9000000000000001,0.5797101449275363,,1.0,,,1.0,1.0,,,1.0,2.0,4.0,,,,3.0,,1.0,1.0,,,,1.0,,,,,4.0,,2.0,,1.0,1.0,,1.0,,1.0,0.5,,0.5,0.25,,,,0.05555555555555555,,,0.1111111111111111,,0.16666666666666666,,,0.125,,,,0.125,1.0,1.0,1.0,,,,,1.0,24.4,,,,,1.0,3.0,,,,,,1.0,,,0.1,,,,,,,,,,,,,1.0,,,1.0,,,,,,True,,,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,12705.0,212,25,421,428,129,107,56,849,15.0,30.0,2.0,3.0,3.0,7.0,6.0,21.0,5.0,24.0,56.0,99.0,426,3.0,5.0,10.0,3.0,13.0,17.0,12.0,36.0,13.0,27.0,11.0,2.0,67.0,4.0,13.0,20.0,34.0,8.0,42.0,5.0,2.0,2.0,,2.0,2.0,4.0,1.0,19.0,1.0,27.0,37.0,3.0,17.0,17.0,126,2.0,0.25,0.25,0.42857142857142855,0.6,0.23076923076923078,0.4024390243902439,0.6,0.24,0.494949494949495,0.8333333333333334,0.30357142857142855,20.98765432098765,0.5,0.18018018018018017,0.14942528735632185,0.03669724770642202,0.16666666666666666,0.03619909502262444,0.0375,0.21052631578947367,0.1111111111111111,0.36585365853658536,0.5,0.5769230769230769,0.4,0.25609756097560976,0.2857142857142857,0.375,0.06097560975609756,0.6,0.6666666666666666,0.28,0.42857142857142855,0.6829268292682927,0.5337091463414634,0.543275,0.5380199999999999,0.17708333333333334,0.24285714285714285,0.10101010101010101,0.1717171717171717,5.5410714285714295,0.30641330166270786,2.0,4.0,,2.0,4.0,22.0,2.0,10.0,6.0,26.0,33.0,,2.0,12.0,15.0,,22.0,4.0,9.0,14.0,10.0,4.0,1.0,3.0,,1.0,9.0,,1.0,,5.0,5.0,,6.0,6.0,0.8333333333333334,0.23076923076923078,0.16666666666666666,0.23076923076923078,0.3170731707317073,0.16071428571428573,0.13333333333333333,0.1111111111111111,0.03571428571428571,0.061224489795918366,,0.1,0.30434782608695654,0.15942028985507245,1.0,,0.04878048780487805,0.5,0.5,1.0,0.2682926829268293,0.18181818181818182,0.18181818181818182,0.75,,0.08,0.4,0.2,0.18181818181818182,27.00769230769231,3.0,,,,4.0,5.0,,,3.0,,,3.0,,,0.022727272727272728,0.06976744186046512,0.6,0.6,,0.5,,,,3.0,4.0,,,2.0,0.034482758620689655,,1.0,1.0,1.0,1.0,0.23809523809523808,,True,,,,,
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,13188.0,220,22,437,443,140,114,59,880,15.0,32.0,2.0,5.0,7.0,13.0,12.0,30.0,27.0,42.0,89.0,161.0,443,2.0,7.0,15.0,13.0,31.0,60.0,32.0,52.0,16.0,25.0,12.0,4.0,66.0,5.0,9.0,25.0,36.0,12.0,48.0,7.0,3.0,19.0,7.0,7.0,12.0,26.0,9.0,11.0,1.0,28.0,38.0,4.0,17.0,58.0,137,,0.38095238095238093,0.4,0.47191011235955055,0.2857142857142857,0.41935483870967744,0.5238095238095238,0.38235294117647056,0.5108695652173914,0.5629370629370629,0.4166666666666667,0.5660377358490566,33.39920948616601,0.7307692307692307,0.21739130434782608,0.10227272727272728,0.045871559633027525,0.16748768472906403,0.048672566371681415,0.06097560975609756,0.17073170731707318,,0.25396825396825395,0.46875,0.6,0.6,0.23809523809523808,0.4,0.42857142857142855,0.21428571428571427,0.29411764705882354,0.4,0.2826086956521739,0.5384615384615384,0.5476190476190477,0.5246869047619048,0.5367318181818181,0.5336510869565217,0.1223021582733813,0.16666666666666666,0.09316770186335403,0.37267080745341613,9.213483146067416,0.32036613272311215,1.0,2.0,,,15.0,35.0,7.0,15.0,16.0,37.0,29.0,10.0,7.0,15.0,39.0,4.0,35.0,15.0,9.0,9.0,8.0,6.0,2.0,4.0,2.0,5.0,6.0,2.0,,,3.0,2.0,1.0,3.0,2.0,0.8125,0.43243243243243246,0.4666666666666667,0.43243243243243246,0.29365079365079366,0.10112359550561797,0.21875,0.2222222222222222,0.05128205128205128,0.09259259259259259,0.05263157894736842,0.22,0.2916666666666667,0.1267605633802817,0.6666666666666666,0.4166666666666667,0.015873015873015872,0.5,0.5,1.0,0.2777777777777778,0.42857142857142855,0.42857142857142855,0.8,,,0.32608695652173914,0.4666666666666667,0.42857142857142855,26.635135135135137,15.0,3.0,10.0,3.0,2.0,13.0,,1.0,6.0,2.0,1.0,4.0,0.3,0.09090909090909091,,0.1016949152542373,0.5555555555555556,0.5555555555555556,0.13333333333333333,,0.5882352941176471,0.3,0.6666666666666666,9.0,1.0,,,3.0,,,,,,,0.06666666666666667,1.0,True,,,,,
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,1341.0,22,6,42,43,27,12,9,85,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,,3.0,6.0,8.0,45,1.0,1.0,4.0,1.0,2.0,4.0,,6.0,,1.0,,,2.0,1.0,2.0,2.0,4.0,2.0,6.0,,,,,1.0,,1.0,1.0,7.0,,2.0,2.0,,1.0,4.0,27,3.0,,,0.5,1.0,0.5,0.42857142857142855,1.0,0.3333333333333333,0.5,1.0,0.5,17.307692307692307,,0.16666666666666666,0.25,0.1111111111111111,0.2,0.1111111111111111,0.125,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.3333333333333333,1.0,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.6666666666666666,0.5,0.5714285714285714,0.5409071428571429,,0.6684833333333332,0.125,0.14285714285714285,0.5,0.5,5.95,0.6428571428571429,,,,,,1.0,,1.0,,1.0,2.0,,,1.0,,2.0,1.0,,2.0,1.0,,1.0,,,,,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,0.14285714285714285,0.3333333333333333,0.6666666666666666,,0.1111111111111111,,,0.2,,0.2,1.0,,,,,,0.14285714285714285,,,,,,0.3333333333333333,,,27.0,,,,,2.0,2.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,
203914,1610612753,Gary Harris,Gary Harris,203914,ORL,8611.0,144,7,286,289,74,82,40,575,1.0,4.0,,1.0,,,,,2.0,1.0,6.0,19.0,287,,1.0,6.0,,,8.0,2.0,,1.0,4.0,,1.0,9.0,2.0,3.0,2.0,6.0,4.0,10.0,7.0,4.0,1.0,,1.0,1.0,2.0,,18.0,1.0,2.0,2.0,,,8.0,74,3.0,1.0,1.0,0.16666666666666666,,,0.34,0.6,0.6,0.36538461538461536,0.6,0.6666666666666666,8.433734939759036,0.5,0.025974025974025976,0.05263157894736842,0.025974025974025976,0.03731343283582089,0.025806451612903226,,0.038461538461538464,,0.16,0.25,0.5,1.0,,,,0.08,0.2,,,,0.92,0.553578,0.53948,0.52638,,,0.3157894736842105,0.42105263157894735,8.299999999999999,0.25874125874125875,1.0,7.0,1.0,,4.0,12.0,2.0,5.0,5.0,19.0,2.0,4.0,2.0,5.0,15.0,,12.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,,1.0,5.0,1.0,,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.2631578947368421,0.4,0.2631578947368421,0.76,0.3333333333333333,0.5,0.2,0.02564102564102564,0.025,,0.03225806451612903,,0.06382978723404255,0.6666666666666666,,0.28,0.14285714285714285,0.14285714285714285,1.0,0.48,0.3333333333333333,0.3333333333333333,1.0,0.2,,1.0,0.4,0.3333333333333333,25.142105263157895,,2.0,3.0,2.0,,2.0,,,2.0,,,1.0,0.5,,0.037037037037037035,0.11764705882352941,,,,,0.6,0.6666666666666666,1.0,,,,,1.0,0.09090909090909091,,,,1.0,1.0,,,True,,,,,
