EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,LongMidRangeFGM,HeaveAttempts,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,12028.0,200,47.0,373,373,83,91,45,746,17.0,25.0,2.0,4.0,4.0,4.0,4.0,10.0,2.0,4.0,8.0,2.0,4.0,4.0,13.0,1.0,1.0,21.0,37.0,8.0,21.0,7.0,73.0,432,2.0,5.0,4.0,4.0,6.0,3.0,5.0,2.0,19.0,28.0,14.0,21.0,3.0,4.0,13.0,4.0,8.0,6.0,6.0,5.0,1.0,12.0,4.0,5.0,8.0,5.0,2.0,15.0,9.0,24.0,1.0,11.0,3.0,8.0,5.0,3.0,3.0,1.0,2.0,1.0,8.0,1.0,1.0,15.0,23.0,1.0,10.0,1.0,1.0,8.0,4.0,5.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,19.0,82,1.0,0.6666666666666666,0.7368421052631579,0.875,0.38095238095238093,0.6,0.38095238095238093,0.5675675675675675,0.4,0.6666666666666666,0.5689655172413793,0.4,0.7727272727272727,0.5887096774193549,0.4,0.7916666666666666,0.3620689655172414,0.21621621621621623,0.24,0.2,16.6270783847981,0.625,0.125,0.04310344827586207,0.056818181818181816,0.0963855421686747,0.05263157894736842,0.06532663316582915,0.054878048780487805,0.02702702702702703,0.06451612903225806,0.1,0.046153846153846156,0.09090909090909091,0.02564102564102564,0.04,0.07407407407407407,0.09090909090909091,0.11764705882352941,0.047619047619047616,0.3333333333333333,0.43103448275862066,0.68,0.8947368421052632,0.5882352941176471,0.1724137931034483,0.4,0.5,1.0,0.034482758620689655,0.13793103448275862,0.5,0.5,0.75,0.22413793103448276,0.3076923076923077,0.3076923076923077,1.0,0.8,0.5,0.36363636363636365,1.0,0.36363636363636365,0.5,0.09090909090909091,1.0,0.7931034482758621,0.3076923076923077,0.6084939655172414,0.576625,0.6356636363636364,0.06451612903225806,0.0975609756097561,0.0547945205479452,0.2602739726027397,3.6864864864864857,25.114285714285714,0.2225201072386059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626166,1610612755,Cameron Payne,Cameron Payne,1626166,PHI,2645.0,44,,83,79,14,28,12,162,,2.0,,,,,2.0,2.0,1.0,,,,,7.0,15.0,2.0,4.0,2.0,5.0,7.0,15.0,,25.0,93,,,3.0,,1.0,2.0,4.0,,6.0,,4.0,15.0,6.0,,15.0,7.0,1.0,1.0,4.0,,,11.0,,,3.0,1.0,,4.0,,4.0,,,,,,,1.0,,,1.0,1.0,,,,6.0,,1.0,1.0,,,,2.0,,,,2.0,2.0,2.0,,6.0,14,1.0,,,0.7142857142857143,0.4666666666666667,0.5,0.4666666666666667,0.4,,,0.625,0.75,0.6,0.625,0.75,0.6,0.75,0.2,0.5,,21.42857142857143,,,0.034482758620689655,,0.17647058823529413,,0.08695652173913043,,,,,,,0.07142857142857142,,,0.08333333333333333,0.4,,1.0,0.1,,,,0.1,1.0,1.0,,0.05,,,,,0.75,0.4666666666666667,0.4666666666666667,0.7142857142857143,,,,,,,0.8,0.5,0.85,0.4666666666666667,0.5125824999999999,0.5268,0.46709999999999996,,,0.12,0.24,8.48,27.013333333333332,0.1686746987951807,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627741,1610612755,Buddy Hield,Buddy Hield,1627741,PHI,1770.0,30,21.0,58,54,15,7,11,112,,,,,,,,,,2.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,,,6.0,8.0,2.0,20.0,54,,,,,,2.0,2.0,2.0,8.0,,,18.0,,,6.0,4.0,,,1.0,,,3.0,1.0,,,2.0,1.0,3.0,1.0,4.0,,,,,1.0,1.0,,,,,1.0,,,,2.0,,1.0,,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,8.0,15,,,,1.0,0.75,1.0,0.75,,,,1.125,,1.5,1.1111111111111112,,1.3333333333333333,1.0,,,,13.88888888888889,1.0,1.0,0.1,,,0.07692307692307693,0.0625,0.03125,,,,0.07692307692307693,,0.125,0.25,,,,,1.0,,,,,,,,,,0.25,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,0.5,1.0,0.5,1.0,1.0,0.6666666666666666,0.5646375,,0.57405,0.1111111111111111,1.0,,0.4,,25.0625,0.25862068965517243,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201587,1610612755,Nicolas Batum,Nicolas Batum,201587,PHI,7823.0,130,18.0,257,249,77,111,33,506,2.0,5.0,2.0,4.0,,,,,,3.0,9.0,,3.0,3.0,5.0,1.0,2.0,2.0,5.0,6.0,14.0,3.0,25.0,288,2.0,4.0,5.0,,,1.0,5.0,1.0,4.0,,4.0,18.0,,4.0,5.0,3.0,1.0,3.0,8.0,3.0,,21.0,1.0,7.0,6.0,8.0,5.0,19.0,8.0,27.0,,1.0,1.0,,1.0,1.0,2.0,,,,3.0,1.0,1.0,4.0,9.0,,4.0,,,6.0,2.0,3.0,,,1.0,2.0,3.0,1.0,,4.0,76,1.0,,,1.0,0.42857142857142855,0.2,0.42857142857142855,0.4,0.5,,0.5789473684210527,0.4,0.3,0.5681818181818182,0.4166666666666667,0.3333333333333333,0.7368421052631579,0.2,0.2,,8.532423208191126,0.3333333333333333,0.5555555555555556,0.1,0.11666666666666667,0.11538461538461539,0.018518518518518517,0.10606060606060606,0.07017543859649122,0.17857142857142858,0.1111111111111111,,0.023255813953488372,,0.06896551724137931,0.1388888888888889,0.06666666666666667,0.16216216216216217,,,0.3333333333333333,0.2631578947368421,0.4,0.5,,,,,,,0.47368421052631576,0.3333333333333333,0.375,1.0,0.2631578947368421,0.6,0.6,1.0,0.8,0.5,,,0.6,,0.4,0.5,1.0,0.6,0.5684078947368421,0.5817666666666667,0.5636700000000001,0.09523809523809523,0.2857142857142857,0.2,0.16,0.36,24.02857142857143,0.29961089494163423,,,,1.0,5.0,3.0,2.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.07142857142857142,0.1111111111111111,0.2,,,,,,,,,,,,,,,,,,,,,True
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,14897.0,248,46.0,466,460,97,127,56,926,15.0,30.0,4.0,9.0,3.0,7.0,9.0,27.0,37.0,,2.0,,1.0,13.0,37.0,2.0,10.0,46.0,94.0,13.0,39.0,67.0,198.0,536,8.0,17.0,30.0,4.0,14.0,2.0,11.0,16.0,30.0,52.0,40.0,39.0,,6.0,35.0,13.0,13.0,18.0,34.0,13.0,3.0,84.0,5.0,14.0,17.0,28.0,1.0,46.0,19.0,65.0,6.0,7.0,3.0,4.0,8.0,3.0,17.0,1.0,5.0,1.0,25.0,1.0,3.0,8.0,20.0,1.0,54.0,,,78.0,38.0,9.0,,,7.0,2.0,9.0,4.0,,30.0,96,2.0,0.5652173913043478,0.6046511627906976,1.0,0.3333333333333333,0.18181818181818182,0.35135135135135137,0.48936170212765956,0.47058823529411764,0.2857142857142857,0.4924812030075188,0.4523809523809524,0.28,0.5892857142857143,0.5555555555555556,0.4411764705882353,0.2932330827067669,0.13829787234042554,0.26666666666666666,0.07407407407407407,36.48393194706994,0.32,0.0625,0.1917808219178082,0.12727272727272726,0.16346153846153846,0.05,0.18,0.09047619047619047,0.18,0.05405405405405406,0.13043478260869565,0.023809523809523808,0.1875,0.22448979591836735,0.16666666666666666,0.1935483870967742,0.19753086419753085,0.043478260869565216,0.11320754716981132,0.4444444444444444,0.22556390977443608,0.5,0.6818181818181818,0.5333333333333333,0.20300751879699247,0.3333333333333333,0.36,0.3333333333333333,0.2781954887218045,0.015037593984962405,,,,0.2781954887218045,0.35135135135135137,0.37142857142857144,1.0,0.42857142857142855,0.4444444444444444,0.28,0.42857142857142855,0.04,,0.4,0.2,0.518796992481203,0.37142857142857144,0.5057248091603055,0.5035533333333333,0.4916326086956521,0.23636363636363636,0.304,0.15151515151515152,0.15151515151515152,9.501063829787235,27.75128205128205,0.20815450643776823,1.0,3.0,1.0,4.0,16.0,14.0,2.0,2.0,0.25,0.14285714285714285,0.3333333333333333,1.0,1.0,11.0,2.0,9.0,3.0,3.0,0.05128205128205128,,0.047619047619047616,22.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0,0.08108108108108109,0.05405405405405406,0.5945945945945946,0.6470588235294118,0.6818181818181818,0.25,0.025,,,,,,True
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,13431.0,224,38.0,420,413,89,111,48,833,26.0,44.0,,,6.0,10.0,5.0,9.0,7.0,4.0,6.0,,1.0,16.0,39.0,3.0,8.0,36.0,60.0,20.0,45.0,21.0,153.0,491,,1.0,9.0,8.0,12.0,3.0,9.0,10.0,35.0,24.0,48.0,39.0,21.0,,39.0,16.0,6.0,20.0,41.0,9.0,7.0,103.0,1.0,,9.0,18.0,1.0,28.0,1.0,29.0,,4.0,4.0,,7.0,4.0,3.0,2.0,3.0,,10.0,,4.0,7.0,13.0,,17.0,,1.0,22.0,8.0,1.0,1.0,1.0,,,2.0,2.0,,33.0,88,3.0,0.3333333333333333,0.3333333333333333,0.65,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.6,,0.6666666666666666,0.6285714285714286,0.6,0.5952380952380952,0.6710526315789473,0.6428571428571429,0.6730769230769231,0.42857142857142855,0.1,0.11363636363636363,0.1111111111111111,25.894736842105264,0.7,0.06666666666666667,0.14285714285714285,,0.10227272727272728,0.011494252873563218,0.1261682242990654,0.005376344086021506,,,,0.013888888888888888,,0.11904761904761904,0.12727272727272726,0.20689655172413793,0.08450704225352113,0.17647058823529413,,1.0,0.41904761904761906,0.5909090909090909,0.6666666666666666,0.3076923076923077,0.08571428571428572,0.5555555555555556,0.625,,0.06666666666666667,0.05714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.37142857142857144,0.41025641025641024,0.41025641025641024,0.5625,,,0.47619047619047616,0.6,0.047619047619047616,,0.38095238095238093,0.375,0.8476190476190476,0.41025641025641024,0.5813947619047619,0.485825,0.6018309523809523,0.08256880733944955,0.125,0.058823529411764705,0.22875816993464052,4.89,26.404444444444444,0.2119047619047619,1.0,2.0,2.0,4.0,21.0,13.0,8.0,4.0,0.5,0.4,0.5,1.0,2.0,3.0,,,5.0,3.0,,,0.4,5.0,,,1.0,,4.0,1.0,,,,0.7142857142857143,0.7142857142857143,0.8,,0.022222222222222223,1.0,1.0,1.0,0.5,1.0,True
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,11244.0,187,33.0,343,343,46,74,43,686,11.0,14.0,1.0,1.0,,,1.0,9.0,3.0,6.0,8.0,,,,7.0,,1.0,13.0,26.0,6.0,15.0,2.0,46.0,401,1.0,4.0,5.0,,,,1.0,2.0,2.0,18.0,8.0,18.0,,2.0,7.0,,2.0,2.0,7.0,,2.0,19.0,5.0,2.0,9.0,17.0,1.0,27.0,7.0,34.0,,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,4.0,8.0,,1.0,,,2.0,,2.0,,,,2.0,2.0,1.0,,2.0,45,2.0,0.6923076923076923,0.75,1.0,0.4,,0.4,0.5,0.25,,0.5365853658536586,0.35714285714285715,,0.5476190476190477,0.35714285714285715,0.5,0.36585365853658536,0.07692307692307693,0.07142857142857142,0.1111111111111111,11.224489795918368,0.5,0.1111111111111111,0.15178571428571427,0.024096385542168676,0.1111111111111111,0.06578947368421052,0.13471502590673576,0.0440251572327044,0.025,0.03571428571428571,,0.078125,,0.08823529411764706,0.16981132075471697,0.2,0.125,0.058823529411764705,,0.5,0.34146341463414637,0.7857142857142857,0.8461538461538461,0.8181818181818182,0.21951219512195122,0.1111111111111111,0.125,,0.07317073170731707,0.1951219512195122,0.75,0.75,1.0,0.17073170731707318,,,,0.14285714285714285,1.0,,,,,1.0,,0.7073170731707317,,0.5735719512195122,0.5220666666666666,0.564,,,0.10869565217391304,0.043478260869565216,5.6269230769230765,24.759999999999998,0.13411078717201166,,1.0,1.0,3.0,5.0,3.0,2.0,,0.3333333333333333,0.14285714285714285,,,2.0,,,,1.0,1.0,,,0.2857142857142857,1.0,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,0.5,1.0,True
200768,1610612755,Kyle Lowry,Kyle Lowry,200768,PHI,10215.0,170,28.0,316,314,56,72,31,630,2.0,3.0,,1.0,,,,2.0,3.0,4.0,5.0,1.0,1.0,4.0,17.0,2.0,6.0,3.0,8.0,8.0,22.0,12.0,42.0,368,,1.0,2.0,1.0,3.0,3.0,7.0,5.0,16.0,2.0,4.0,24.0,,,17.0,4.0,1.0,11.0,24.0,6.0,5.0,61.0,4.0,2.0,8.0,5.0,2.0,15.0,6.0,21.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,,,,4.0,,1.0,10.0,23.0,3.0,13.0,1.0,1.0,15.0,2.0,3.0,,,2.0,1.0,3.0,,,16.0,56,1.0,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.42857142857142855,0.36363636363636365,0.375,,0.3333333333333333,0.5,,0.55,0.5833333333333334,0.25,0.5714285714285714,0.7333333333333333,0.125,0.3333333333333333,,11.428571428571429,0.75,0.18181818181818182,0.05319148936170213,0.029850746268656716,0.09876543209876543,0.058823529411764705,0.07428571428571429,0.044444444444444446,,0.037037037037037035,0.07692307692307693,0.06896551724137931,,0.07692307692307693,0.05555555555555555,,0.07936507936507936,0.16666666666666666,0.17647058823529413,,0.1,0.6666666666666666,1.0,0.5,0.06666666666666667,,,,0.1,0.16666666666666666,0.8,0.8,1.0,0.5666666666666667,0.23529411764705882,0.23529411764705882,1.0,0.5,,,,0.1,1.0,0.6,0.3333333333333333,0.8333333333333334,0.23529411764705882,0.53217,0.563025,0.442385,0.12121212121212122,0.2222222222222222,0.047619047619047616,0.38095238095238093,9.3875,25.681818181818183,0.17721518987341772,,1.0,,1.0,13.0,7.0,6.0,,,0.5,,,,2.0,,1.0,3.0,3.0,,,,1.0,,,,1.0,1.0,2.0,,,,0.3333333333333333,0.3333333333333333,,,0.08333333333333333,,,,,,True
1629001,1610612755,De'Anthony Melton,De'Anthony Melton,1629001,PHI,432.0,7,-1.0,14,15,8,14,1,29,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,17,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,1.0,,,,13.333333333333334,,,,,0.5,,0.1111111111111111,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.467475,,,,,,,,26.45,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,1391.0,23,-24.0,45,48,27,22,8,93,1.0,2.0,,,,,,2.0,,,,,,1.0,2.0,,1.0,1.0,4.0,1.0,2.0,1.0,6.0,64,,1.0,3.0,,2.0,,1.0,1.0,1.0,2.0,,3.0,,,2.0,1.0,,3.0,4.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,3.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,26,,1.0,1.0,1.0,0.5,,0.5,0.25,,,0.4166666666666667,0.75,,0.42857142857142855,0.75,0.125,0.3333333333333333,,,,12.727272727272727,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,0.3333333333333333,,0.6666666666666666,0.5,0.584925,0.4033,0.46721666666666667,0.2857142857142857,0.4,0.5,0.16666666666666666,3.775,26.65,0.6,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,False
