EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,SecondChanceFtPoints,PtsPutbacks,HeaveMakes,HeaveAttempts,Corner3Assists,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyArc3Accuracy,PtsUnassisted3s,Charge Fouls,Transition Take Fouls,Blocked3s,BlockedCorner3,OffensiveGoaltends,Fg3aBlocked,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,LongMidRangePctBlocked,BlockedArc3
1628384,1610612752,OG Anunoby,OG Anunoby,1628384,NYK,12867.0,214.0,-26.0,405.0,406,86.0,66,48.0,811,13.0,23.0,2.0,3.0,3.0,6.0,2.0,9.0,6.0,10.0,4.0,9.0,3.0,1.0,1.0,4.0,15.0,2.0,6.0,1.0,21.0,42.0,8.0,24.0,6.0,72.0,512.0,2.0,5.0,2.0,9.0,10.0,3.0,7.0,1.0,2.0,2.0,11.0,26.0,16.0,24.0,15.0,4.0,3.0,5.0,3.0,8.0,3.0,3.0,2.0,19.0,1.0,1.0,18.0,12.0,3.0,33.0,2.0,35.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,5.0,10.0,9.0,1.0,9.0,1.0,4.0,1.0,7.0,4.0,3.0,7.0,6.0,11.0,84.0,1.0,1.0,0.6190476190476191,0.6190476190476191,1.0,0.3333333333333333,0.2222222222222222,0.5,0.3333333333333333,0.5,0.4,0.42857142857142855,0.5,0.35714285714285715,0.5,0.5142857142857142,0.35714285714285715,0.55,0.36363636363636365,0.07142857142857142,0.043478260869565216,0.2222222222222222,16.163793103448278,0.6,0.42857142857142855,0.12,0.008620689655172414,0.225,0.012345679012345678,0.16666666666666666,0.01015228426395939,0.020833333333333332,0.015625,0.061224489795918366,0.11764705882352941,0.29411764705882354,0.2463768115942029,0.09090909090909091,0.029411764705882353,0.8571428571428571,0.3484848484848485,0.5652173913043478,0.5909090909090909,0.5384615384615384,0.13636363636363635,0.2222222222222222,0.2857142857142857,1.0,0.15151515151515152,0.6,0.6,0.6666666666666666,0.13636363636363635,0.4444444444444444,0.4444444444444444,1.0,0.22727272727272727,0.26666666666666666,0.26666666666666666,1.0,0.21428571428571427,0.6666666666666666,0.5,0.21428571428571427,0.42857142857142855,0.3333333333333333,1.0,0.6666666666666666,0.5,0.1111111111111111,1.0,0.1111111111111111,0.7121212121212122,0.26666666666666666,0.5814045454545456,0.5123800000000001,0.6061777777777777,0.057971014492753624,0.08888888888888889,0.1388888888888889,0.1527777777777778,7.0476190476190474,24.95,0.2123456790123457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628392,1610612752,Isaiah Hartenstein,Isaiah Hartenstein,1628392,NYK,23256.0,388.0,-71.0,718.0,722,139.0,119,103.0,1440,21.0,35.0,10.0,16.0,1.0,5.0,19.0,31.0,4.0,8.0,,,,,,1.0,2.0,,,2.0,44.0,74.0,1.0,2.0,19.0,110.0,942.0,11.0,19.0,,,26.0,4.0,9.0,1.0,2.0,6.0,17.0,68.0,20.0,3.0,-1.0,,5.0,29.0,17.0,46.0,13.0,18.0,7.0,109.0,19.0,29.0,20.0,30.0,3.0,53.0,49.0,102.0,1.0,4.0,2.0,2.0,10.0,9.0,1.0,2.0,,19.0,2.0,28.0,41.0,18.0,6.0,22.0,,9.0,2.0,12.0,8.0,3.0,12.0,6.0,17.0,136.0,,2.0,0.7727272727272727,0.9444444444444444,1.0,0.5,,0.5,,0.5945945945945946,0.5789473684210527,0.4444444444444444,0.5986842105263158,0.5789473684210527,0.5,0.632183908045977,0.6190476190476191,0.6071428571428571,0.02631578947368421,0.06756756756756757,0.14285714285714285,,12.559241706161139,0.5263157894736842,0.2,0.16483516483516483,0.1336405529953917,0.136986301369863,0.12751677852348994,0.1524390243902439,0.13114754098360656,0.11627906976744186,0.10526315789473684,0.16091954022988506,0.17647058823529413,0.14814814814814814,0.15517241379310345,0.06666666666666667,0.04,0.5,0.4605263157894737,0.6,0.7,0.5714285714285714,0.40789473684210525,0.6129032258064516,0.6129032258064516,1.0,0.10526315789473684,0.5,0.5,0.75,,,,,0.02631578947368421,0.5,0.5,1.0,0.8421052631578947,0.625,0.2,,,,,0.45454545454545453,0.2,,,0.18181818181818182,0.4868421052631579,,0.5372986486486486,0.5926071428571429,0.5608,0.10588235294117647,0.10843373493975904,0.23636363636363636,0.15454545454545454,6.3500000000000005,51.25,0.1935933147632312,1.0,4.0,16.0,1.0,2.0,4.0,4.0,1.0,4.0,8.0,1.0,3.0,6.0,3.0,2.0,1.0,2.0,0.0625,0.14130434782608695,0.15384615384615385,0.2,0.5,,,,,,,,,,,,,,,,,,True,,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,20524.0,342.0,-68.0,634.0,634,118.0,107,91.0,1268,22.0,41.0,6.0,7.0,3.0,6.0,4.0,13.0,1.0,3.0,1.0,7.0,1.0,,2.0,10.0,25.0,3.0,5.0,4.0,27.0,57.0,11.0,32.0,16.0,103.0,828.0,6.0,9.0,3.0,6.0,23.0,6.0,10.0,3.0,6.0,4.0,25.0,32.0,22.0,30.0,25.0,10.0,9.0,16.0,14.0,30.0,10.0,8.0,7.0,74.0,6.0,11.0,25.0,34.0,1.0,60.0,19.0,79.0,2.0,4.0,2.0,2.0,9.0,11.0,2.0,3.0,,20.0,3.0,8.0,25.0,24.0,1.0,23.0,5.0,13.0,1.0,6.0,3.0,2.0,7.0,5.0,25.0,115.0,5.0,1.0,0.5925925925925926,0.6666666666666666,0.9090909090909091,0.34375,0.5,0.5,0.34375,0.47368421052631576,0.6666666666666666,0.6,0.4887640449438202,0.7,0.65625,0.5255102040816326,0.6764705882352942,0.625,0.3595505617977528,0.15789473684210525,0.17073170731707318,0.15384615384615385,15.838926174496644,0.45,0.07692307692307693,0.21794871794871795,0.05851063829787234,0.19230769230769232,0.04316546762589928,0.2062937062937063,0.05198776758409786,0.05333333333333334,0.037383177570093455,0.16883116883116883,0.23214285714285715,0.34782608695652173,0.19047619047619047,0.2,0.047619047619047616,0.7142857142857143,0.4606741573033708,0.5365853658536586,0.6470588235294118,0.5454545454545454,0.14606741573033707,0.3076923076923077,0.36363636363636365,0.75,0.033707865168539325,0.3333333333333333,0.3333333333333333,1.0,0.07865168539325842,0.14285714285714285,0.14285714285714285,1.0,0.2808988764044944,0.4,0.4,0.9,0.4666666666666667,0.8571428571428571,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.6,1.0,0.375,0.5,0.125,,0.25,0.8202247191011236,0.4,0.589985393258427,0.5746,0.560890625,0.13402061855670103,0.2,0.22330097087378642,0.24271844660194175,3.864912280701754,25.184375,0.1861198738170347,3.0,2.0,6.0,,,4.0,1.0,2.0,3.0,6.0,3.0,2.0,3.0,1.0,,1.0,,0.125,0.08974358974358974,,0.0625,0.75,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,
1628973,1610612752,Jalen Brunson,Jalen Brunson,1628973,NYK,20410.0,340.0,-27.0,630.0,630,122.0,111,94.0,1260,29.0,47.0,2.0,3.0,3.0,10.0,36.0,84.0,16.0,36.0,3.0,8.0,2.0,2.0,4.0,19.0,55.0,4.0,7.0,9.0,81.0,167.0,22.0,63.0,55.0,283.0,796.0,7.0,17.0,4.0,9.0,31.0,15.0,32.0,9.0,13.0,24.0,81.0,28.0,134.0,33.0,55.0,19.0,8.0,34.0,30.0,64.0,26.0,18.0,12.0,158.0,2.0,4.0,17.0,6.0,3.0,26.0,6.0,32.0,2.0,5.0,3.0,2.0,14.0,11.0,1.0,5.0,1.0,25.0,6.0,7.0,19.0,66.0,1.0,71.0,12.0,28.0,8.0,1.0,1.0,,1.0,1.0,77.0,119.0,3.0,6.0,0.1728395061728395,0.1728395061728395,0.5,0.3492063492063492,0.4444444444444444,0.6923076923076923,0.3492063492063492,0.48502994011976047,0.4117647058823529,0.46875,0.4956521739130435,0.5,0.6333333333333333,0.546875,0.5740740740740741,0.6810344827586207,0.27391304347826084,0.04790419161676647,0.06382978723404255,0.05952380952380952,37.61713520749665,0.56,0.21428571428571427,0.037037037037037035,0.020942408376963352,0.12781954887218044,0.015151515151515152,0.07796610169491526,0.018575851393188854,0.0136986301369863,0.00980392156862745,0.05128205128205128,0.03333333333333333,,0.11818181818181818,0.17391304347826086,0.01694915254237288,1.0,0.20434782608695654,0.6170212765957447,0.6590909090909091,0.3103448275862069,0.3652173913043478,0.42857142857142855,0.45569620253164556,0.1111111111111111,0.1565217391304348,0.4444444444444444,0.4444444444444444,0.0625,0.034782608695652174,0.375,0.375,0.6666666666666666,0.2391304347826087,0.34545454545454546,0.35185185185185186,0.47368421052631576,0.11538461538461539,0.6666666666666666,0.5,0.07692307692307693,0.2692307692307692,0.5714285714285714,0.5,0.2222222222222222,0.3,0.08888888888888889,0.5,0.2,0.4782608695652174,0.34545454545454546,0.5072302173913044,0.4856260869565218,0.4976444444444445,0.12096774193548387,0.15300546448087432,0.10954063604240283,0.2862190812720848,8.867065868263472,25.796825396825394,0.19365079365079366,7.0,5.0,,,,4.0,4.0,,4.0,9.0,2.0,4.0,,2.0,2.0,,,,0.03614457831325301,,0.03333333333333333,0.7777777777777778,33.0,1.0,1.0,,,,1.0,5.0,3.0,2.0,0.015873015873015872,0.01818181818181818,0.03076923076923077,,,,,True,,
1628978,1610612752,Donte DiVincenzo,Donte DiVincenzo,1628978,NYK,20171.0,336.0,-67.0,627.0,629,109.0,97,89.0,1256,18.0,36.0,4.0,9.0,1.0,4.0,4.0,16.0,2.0,5.0,7.0,13.0,3.0,,1.0,29.0,65.0,4.0,9.0,11.0,24.0,57.0,36.0,78.0,16.0,172.0,822.0,4.0,9.0,6.0,12.0,26.0,1.0,7.0,6.0,12.0,6.0,26.0,28.0,20.0,90.0,65.0,29.0,6.0,18.0,8.0,26.0,7.0,13.0,2.0,60.0,4.0,5.0,14.0,12.0,,26.0,9.0,35.0,3.0,9.0,5.0,4.0,7.0,3.0,,3.0,2.0,10.0,,6.0,22.0,19.0,,18.0,3.0,7.0,2.0,10.0,6.0,4.0,10.0,5.0,24.0,107.0,4.0,1.0,0.5833333333333334,0.7,0.8333333333333334,0.46153846153846156,0.5,0.5,0.46153846153846156,0.42105263157894735,0.4444444444444444,0.14285714285714285,0.5777777777777777,0.6190476190476191,0.5263157894736842,0.6063829787234043,0.6190476190476191,0.5909090909090909,0.5777777777777777,0.10526315789473684,0.1111111111111111,0.125,20.460704607046072,0.7,,0.07547169811320754,0.026455026455026454,0.112,0.031007751937984496,0.09154929577464789,0.02830188679245283,0.02564102564102564,0.029411764705882353,0.08,0.10344827586206896,,0.09090909090909091,0.19230769230769232,0.045454545454545456,0.5,0.26666666666666666,0.5,0.5625,0.5555555555555556,0.11851851851851852,0.25,0.2857142857142857,0.75,0.037037037037037035,0.4,0.4,0.5,0.0962962962962963,0.5384615384615384,0.5833333333333334,0.8571428571428571,0.48148148148148145,0.4461538461538462,0.453125,0.8275862068965517,0.42857142857142855,0.4444444444444444,,0.14285714285714285,0.42857142857142855,0.4444444444444444,1.0,0.21052631578947367,0.25,0.05263157894736842,,0.5789473684210527,0.8444444444444444,0.4461538461538462,0.5613837037037037,0.585596875,0.500271052631579,0.050359712230215826,0.11475409836065574,0.1511627906976744,0.1511627906976744,4.847368421052632,25.824358974358972,0.17384370015948963,6.0,,8.0,,,1.0,3.0,,,4.0,,,,1.0,3.0,,2.0,,0.0379746835443038,,0.037037037037037035,0.5454545454545454,18.0,,,,,,2.0,1.0,1.0,,0.02564102564102564,0.015384615384615385,,2.0,0.07692307692307693,0.6666666666666666,0.5,True,,
1630173,1610612752,Precious Achiuwa,Precious Achiuwa,1630173,NYK,4860.0,81.0,-30.0,147.0,148,25.0,17,23.0,295,8.0,11.0,4.0,5.0,2.0,3.0,,2.0,,,,2.0,,,1.0,,,,,,8.0,13.0,,2.0,3.0,19.0,214.0,4.0,5.0,,,9.0,2.0,3.0,,1.0,1.0,5.0,10.0,6.0,,,,3.0,,,,,,,,2.0,8.0,3.0,4.0,1.0,8.0,10.0,18.0,,2.0,2.0,,1.0,,,,,1.0,,6.0,9.0,7.0,,7.0,1.0,4.0,,5.0,5.0,,5.0,3.0,5.0,23.0,1.0,,0.625,0.8333333333333334,,,,,,0.6153846153846154,0.8,0.6666666666666666,0.5333333333333333,0.8,0.5,0.5277777777777778,0.75,0.625,0.13333333333333333,0.23076923076923078,0.2727272727272727,,10.795454545454545,1.0,0.125,0.11428571428571428,0.16326530612244897,0.08571428571428572,0.08,0.1,0.13513513513513514,0.25,0.1,,0.125,0.5,0.13043478260869565,,,0.6,0.7333333333333333,0.7272727272727273,1.0,0.625,0.13333333333333333,,,,,,,,0.13333333333333333,,,,,,,,1.0,0.8,0.25,,,,,0.75,0.6666666666666666,0.25,,,0.8666666666666667,,0.629,0.557975,0.622125,0.2222222222222222,0.25,0.47368421052631576,0.2631578947368421,2.6538461538461537,22.5,0.17006802721088435,,1.0,4.0,,,,,,,1.0,,,2.0,,,,,,0.13043478260869565,0.1,,,,,,,,,,,,,,,,,,,,True,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,9754.0,163.0,-49.0,295.0,301,59.0,46,45.0,596,9.0,13.0,,2.0,1.0,1.0,1.0,2.0,1.0,5.0,,8.0,,,2.0,14.0,25.0,1.0,1.0,5.0,11.0,20.0,14.0,33.0,4.0,68.0,409.0,,3.0,1.0,1.0,3.0,1.0,1.0,4.0,7.0,,14.0,12.0,10.0,36.0,25.0,14.0,2.0,3.0,6.0,9.0,3.0,1.0,2.0,24.0,2.0,1.0,3.0,6.0,,9.0,3.0,12.0,,3.0,2.0,1.0,4.0,2.0,2.0,,,6.0,1.0,8.0,12.0,4.0,,4.0,,2.0,,1.0,,1.0,1.0,1.0,14.0,59.0,1.0,,0.5454545454545454,0.5454545454545454,0.8571428571428571,0.42424242424242425,1.0,0.5714285714285714,0.42424242424242425,0.55,,1.0,0.6037735849056604,0.375,0.875,0.6181818181818182,0.375,0.875,0.6226415094339622,0.1,0.15384615384615385,,17.681159420289855,0.6666666666666666,,0.0759493670886076,0.011235955056179775,0.05357142857142857,0.030303030303030304,0.06666666666666667,0.01935483870967742,0.02631578947368421,0.043478260869565216,0.08108108108108109,0.1,,0.06818181818181818,,,1.0,0.24528301886792453,0.6923076923076923,0.8181818181818182,0.5555555555555556,0.03773584905660377,0.5,0.5,,0.09433962264150944,0.2,0.2,1.0,0.1509433962264151,,,,0.4716981132075472,0.56,0.56,0.8571428571428571,0.5,,,,0.25,1.0,1.0,0.125,1.0,0.25,,0.625,0.8679245283018868,0.56,0.5673528301886792,0.6851333333333333,0.5276249999999999,0.03636363636363636,0.09090909090909091,0.04411764705882353,0.20588235294117646,6.35,25.03030303030303,0.2,4.0,,,,,3.0,,,,4.0,,2.0,1.0,,1.0,,,,,,,0.8,6.0,,,,,,1.0,,,,0.030303030303030304,,,,0.125,,,True,,
202711,1610612752,Bojan Bogdanovic,Bojan Bogdanovic,202711,NYK,386.0,6.0,,11.0,13,6.0,5,3.0,24,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,2.0,,3.0,16.0,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,6.0,,,,,1.0,0.5,,,0.5,,,,0.75,,,0.75,,,1.0,,,,13.333333333333334,,,0.25,,,0.5,0.14285714285714285,0.14285714285714285,,1.0,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.5574,,,,,,,,25.4,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202692,1610612752,Alec Burks,Alec Burks,202692,NYK,4034.0,67.0,-17.0,123.0,125,31.0,25,19.0,248,3.0,3.0,,,,,2.0,4.0,1.0,3.0,3.0,6.0,,1.0,1.0,4.0,9.0,1.0,2.0,3.0,6.0,10.0,7.0,15.0,8.0,41.0,171.0,,1.0,1.0,2.0,3.0,,2.0,3.0,4.0,2.0,11.0,8.0,4.0,18.0,9.0,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,,4.0,6.0,,10.0,,10.0,,,,,,,,,,,,,3.0,8.0,,10.0,2.0,5.0,1.0,1.0,,1.0,1.0,1.0,11.0,31.0,,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.4666666666666667,0.5,0.75,0.4666666666666667,0.6,,,0.66,0.5,0.75,0.7068965517241379,0.5,0.7857142857142857,0.6,0.1,,0.25,19.863013698630137,,,0.18181818181818182,,0.18181818181818182,,0.18181818181818182,,,,0.26666666666666666,0.125,,0.16666666666666666,0.2,,1.0,0.12,1.0,1.0,0.3333333333333333,0.16,0.5,0.6666666666666666,1.0,0.12,0.3333333333333333,0.3333333333333333,1.0,0.24,0.5,0.5,1.0,0.36,0.4444444444444444,0.4444444444444444,0.75,,,,,0.6666666666666666,0.5,1.0,,,0.16666666666666666,1.0,0.5,0.72,0.4444444444444444,0.5532699999999999,0.4089,0.5178583333333333,0.17857142857142858,0.38461538461538464,0.07317073170731707,0.2682926829268293,9.970000000000002,24.8,0.25203252032520324,2.0,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,3.0,,,,,,,,,,,,,,,,,True,,
1629003,1610612752,Shake Milton,Shake Milton,1629003,NYK,9.0,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
