EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,Charge Fouls Drawn,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffensiveGoaltends,HeaveAttempts,Defensive 3 Seconds Violations,Transition Take Fouls Drawn,on,HeaveMakes
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,36419.0,607,82,1168,1171,217,172.0,120.0,2339,76.0,104,6.0,10.0,12.0,16.0,36.0,77.0,7.0,21.0,10.0,25.0,1.0,4.0,3.0,5.0,18.0,65.0,3.0,10.0,6.0,12.0,119,202,28.0,90.0,54.0,376,1295,10.0,22.0,4.0,14.0,7.0,39.0,19.0,40.0,9.0,17.0,15.0,80.0,130.0,108.0,63.0,21.0,8.0,65.0,18.0,14.0,1.0,23.0,27.0,50.0,19.0,8.0,15.0,5.0,3.0,127.0,13.0,4.0,1.0,36.0,39.0,4.0,79,18.0,97,3.0,20.0,7.0,13.0,22.0,3.0,10.0,23.0,5.0,12.0,2.0,3.0,45.0,6.0,8.0,13.0,43.0,2.0,5.0,8.0,78.0,5.0,6.0,82.0,4.0,35.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,8.0,7.0,80.0,211,3.0,5.0,0.5462184873949579,0.5652173913043478,0.75,0.3111111111111111,0.2857142857142857,0.5294117647058824,0.3111111111111111,0.5891089108910891,0.45454545454545453,0.475,0.5513698630136986,0.4444444444444444,0.5701754385964912,0.5696969696969697,0.4875,0.5970149253731343,0.3082191780821918,0.011111111111111112,0.06930693069306931,0.057692307692307696,0.1038961038961039,0.015384615384615385,28.625954198473284,0.4888888888888889,0.2857142857142857,0.0625,0.13,0.01702127659574468,0.13846153846153847,0.041401273885350316,0.13392857142857142,0.030965391621129327,0.025974025974025976,0.018018018018018018,0.04184100418410042,0.04,0.19480519480519481,0.06748466257668712,0.21666666666666667,0.14084507042253522,0.1276595744680851,0.023255813953488372,0.875,0.3561643835616438,0.7307692307692307,0.7755102040816326,0.6578947368421053,0.2636986301369863,0.4675324675324675,0.5217391304347826,0.2777777777777778,0.07191780821917808,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.08561643835616438,0.4,0.4,0.9,0.2226027397260274,0.27692307692307694,0.28125,0.6666666666666666,0.2777777777777778,0.6,0.16666666666666666,0.1111111111111111,0.25,1.0,0.2777777777777778,0.3,1.0,0.2807017543859649,0.75,0.08771929824561403,0.6,0.21052631578947367,0.5,0.6643835616438356,0.27692307692307694,0.5462044520547944,0.49973333333333336,0.5422078947368422,0.11384615384615385,0.15021459227467812,0.021739130434782608,0.10372340425531915,0.2127659574468085,5.886633663366336,25.778888888888893,0.1857876712328767,,,,,,,,,,,,True,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,35505.0,592,68,1140,1138,219,180.0,123.0,2278,60.0,86,7.0,11.0,13.0,18.0,14.0,49.0,12.0,41.0,1.0,9.0,,,,,28.0,96.0,2.0,7.0,7.0,23.0,86,176,29.0,105.0,94.0,353,1264,9.0,19.0,2.0,7.0,7.0,31.0,15.0,33.0,7.0,23.0,34.0,85.0,90.0,82.0,51.0,36.0,8.0,96.0,28.0,11.0,1.0,44.0,43.0,87.0,31.0,12.0,32.0,7.0,5.0,217.0,6.0,8.0,,58.0,61.0,4.0,123,14.0,137,4.0,16.0,10.0,6.0,24.0,6.0,12.0,16.0,2.0,12.0,,2.0,40.0,3.0,4.0,12.0,47.0,,4.0,6.0,82.0,6.0,1.0,106.0,16.0,50.0,1.0,8.0,12.0,,,5.0,7.0,12.0,8.0,79.0,213,4.0,3.0,0.5232558139534884,0.5487804878048781,0.5862068965517241,0.2761904761904762,0.2857142857142857,0.30434782608695654,0.2761904761904762,0.48863636363636365,0.47368421052631576,0.45454545454545453,0.4608540925266904,0.46153846153846156,0.45535714285714285,0.5416666666666666,0.5535714285714286,0.5902777777777778,0.3736654804270463,0.009523809523809525,0.0625,0.05813953488372093,0.12244897959183673,0.010416666666666666,28.193146417445483,0.6,0.26666666666666666,,0.20962199312714777,0.034334763948497854,0.22568093385214008,0.01948051948051948,0.21715328467153286,0.025878003696857672,0.07246376811594203,0.02702702702702703,0.016877637130801686,0.028169014084507043,0.1625,0.19078947368421054,0.3220338983050847,0.21951219512195122,0.25,0.02666666666666667,0.6666666666666666,0.30604982206405695,0.6976744186046512,0.7407407407407407,0.6,0.17437722419928825,0.2857142857142857,0.32558139534883723,0.42857142857142855,0.14590747330960854,0.2926829268292683,0.2926829268292683,0.25,0.03202846975088968,0.1111111111111111,0.1111111111111111,1.0,0.3416370106761566,0.2916666666666667,0.29473684210526313,0.5714285714285714,0.4230769230769231,0.6363636363636364,0.5714285714285714,,,,0.2692307692307692,0.2857142857142857,1.0,0.32142857142857145,0.7222222222222222,,,0.4107142857142857,0.30434782608695654,0.6797153024911032,0.2916666666666667,0.5290925266903914,0.5093090909090908,0.5007705357142856,0.16139240506329114,0.23809523809523808,0.009433962264150943,0.08781869688385269,0.24079320113314448,7.253977272727273,26.181904761904764,0.19210526315789472,3.0,,,,,,,,,,,True,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,40560.0,676,67,1298,1304,247,192.0,139.0,2602,22.0,29,3.0,5.0,2.0,3.0,16.0,36.0,6.0,15.0,8.0,30.0,,4.0,1.0,4.0,57.0,131.0,4.0,10.0,6.0,23.0,44,80,65.0,161.0,35.0,318,1439,5.0,8.0,4.0,14.0,5.0,27.0,4.0,11.0,7.0,27.0,10.0,39.0,40.0,48.0,159.0,36.0,6.0,131.0,57.0,3.0,1.0,55.0,22.0,77.0,18.0,4.0,39.0,12.0,4.0,176.0,9.0,8.0,2.0,30.0,30.0,2.0,62,19.0,81,3.0,18.0,8.0,10.0,12.0,2.0,9.0,4.0,1.0,3.0,,1.0,16.0,,2.0,22.0,44.0,,1.0,,43.0,1.0,4.0,38.0,1.0,12.0,2.0,4.0,20.0,3.0,2.0,9.0,10.0,23.0,17.0,37.0,241,2.0,3.0,0.45454545454545453,0.4878048780487805,0.8153846153846154,0.40372670807453415,0.2857142857142857,0.25925925925925924,0.40372670807453415,0.55,0.625,0.36363636363636365,0.5871369294605809,0.5,0.3815789473684211,0.6143410852713178,0.5625,0.45348837209302323,0.6680497925311203,0.006211180124223602,0.0375,0.06896551724137931,,0.007633587786259542,18.741450068399455,0.75,0.1111111111111111,0.10526315789473684,0.08875739644970414,0.029197080291970802,0.10416666666666667,0.025787965616045846,0.09584664536741214,0.027287319422150885,0.047619047619047616,0.007751937984496124,0.02247191011235955,0.036585365853658534,0.09090909090909091,0.07650273224043716,0.11940298507462686,0.10256410256410256,0.1111111111111111,0.024,0.7391304347826086,0.12033195020746888,0.7586206896551724,0.8148148148148148,0.45454545454545453,0.14937759336099585,0.4444444444444444,0.4444444444444444,0.4375,0.06224066390041494,0.4,0.42857142857142855,0.5,0.12448132780082988,0.26666666666666666,0.26666666666666666,1.0,0.5435684647302904,0.4351145038167939,0.43846153846153846,0.7894736842105263,0.22727272727272727,0.6,,0.18181818181818182,,,0.45454545454545453,0.4,1.0,0.07894736842105263,0.6666666666666666,0.10526315789473684,0.25,0.6052631578947368,0.2608695652173913,0.7883817427385892,0.4351145038167939,0.5272095435684647,0.5298708333333333,0.4863434210526317,0.05511811023622047,0.13186813186813187,0.012269938650306749,0.08490566037735849,0.12264150943396226,7.621249999999999,26.046583850931675,0.19029275808936827,1.0,2.0,1.0,1.0,1.0,0.06666666666666667,0.04918032786885246,,,,,True,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,4546.0,76,-10,148,150,32,10.0,20.0,298,9.0,14,4.0,8.0,,1.0,,,,,,,,,,,,,,,,,9,14,,,8.0,26,172,4.0,8.0,,,1.0,9.0,,1.0,,,7.0,7.0,10.0,8.0,,,8.0,,,2.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,5.0,9.0,,6.0,6.0,,12,14.0,26,1.0,,,,2.0,,2.0,2.0,,,,,4.0,,1.0,5.0,5.0,,,,7.0,,,9.0,,3.0,,2.0,3.0,,,1.0,2.0,3.0,2.0,7.0,32,,2.0,0.5555555555555556,1.0,,,,,,0.6428571428571429,0.5,,0.6428571428571429,0.5,,0.6842105263157895,0.5,0.7,,,0.14285714285714285,0.14285714285714285,,,13.529411764705882,0.5,,,0.17647058823529413,0.21951219512195122,0.17647058823529413,0.15151515151515152,0.17647058823529413,0.1891891891891892,0.3076923076923077,0.25,0.19230769230769232,,0.16666666666666666,0.21052631578947367,0.1111111111111111,0.13793103448275862,0.4,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,0.75,0.5555555555555556,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,1.0,,,,,,1.0,,0.6936928571428572,0.5664833333333333,0.5132,0.17647058823529413,0.17647058823529413,,0.34615384615384615,0.2692307692307692,0.9357142857142856,,0.21621621621621623,,,,,,,0.08333333333333333,2.0,,,,True,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,10015.0,167,-47,319,328,55,33.0,35.0,647,2.0,4,,,1.0,1.0,2.0,6.0,,4.0,4.0,8.0,,,1.0,1.0,3.0,14.0,,,1.0,2.0,4,14,7.0,22.0,4.0,33,383,1.0,2.0,,,,2.0,2.0,3.0,2.0,3.0,2.0,12.0,2.0,6.0,15.0,6.0,,13.0,3.0,,,7.0,8.0,15.0,6.0,2.0,6.0,1.0,,38.0,6.0,,,6.0,6.0,,12,6.0,18,,2.0,,2.0,1.0,,1.0,6.0,2.0,,3.0,,7.0,1.0,1.0,2.0,10.0,,1.0,1.0,6.0,1.0,,4.0,,1.0,,1.0,,,,,,,,12.0,54,1.0,1.0,0.25,0.25,0.7142857142857143,0.3181818181818182,,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,0.4027777777777778,0.5,0.8333333333333334,0.4342105263157895,0.5,0.8571428571428571,0.6111111111111112,,,,,,12.465373961218837,0.14285714285714285,,,0.075,,0.09090909090909091,0.06896551724137931,0.0821917808219178,0.03614457831325301,,,0.06153846153846154,0.09090909090909091,,0.0625,0.2,0.07142857142857142,0.2,,,0.1111111111111111,0.5,0.5,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.3888888888888889,0.21428571428571427,0.21428571428571427,0.3333333333333333,,,,,,,,,,0.16666666666666666,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,0.7222222222222222,0.23076923076923078,0.51017,,0.50716,0.02702702702702703,0.06666666666666667,,0.06060606060606061,0.36363636363636365,9.664285714285715,28.759090909090904,0.1724137931034483,,,,,,,,,1.0,1.0,,True,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,6887.0,115,-8,221,222,64,39.0,29.0,443,1.0,1,,,,,,,2.0,2.0,1.0,5.0,,2.0,,2.0,3.0,10.0,1.0,2.0,1.0,3.0,3,3,4.0,15.0,4.0,22,252,,,1.0,4.0,,3.0,,,1.0,5.0,4.0,7.0,6.0,,12.0,,,10.0,3.0,,,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,4.0,,,8.0,4.0,1.0,13,4.0,17,,2.0,2.0,,1.0,,1.0,,,,,,1.0,,,4.0,10.0,,,,2.0,,,4.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,7.0,64,,1.0,1.0,1.0,1.0,0.26666666666666666,0.25,0.2,0.26666666666666666,1.0,,,0.5,0.375,0.3,0.55,0.375,0.5,0.8333333333333334,,,,,,8.23529411764706,1.0,0.3333333333333333,,0.06666666666666667,,0.21621621621621623,0.06896551724137931,0.12371134020618557,0.03636363636363636,,,0.06382978723404255,0.09090909090909091,0.09090909090909091,0.06976744186046512,,0.21212121212121213,0.25,,1.0,0.05555555555555555,1.0,1.0,1.0,,,,,0.1111111111111111,1.0,1.0,1.0,0.2777777777777778,0.2,0.2,1.0,0.5555555555555556,0.3,0.3,1.0,,,,0.5,,,0.5,0.5,1.0,,,0.4,,0.6,0.3333333333333333,0.8888888888888888,0.3,0.5548444444444445,0.573675,0.55113,0.05263157894736842,0.25,,0.13636363636363635,0.3181818181818182,10.666666666666666,25.22666666666667,0.2895927601809955,,,,,,,,,,,,True,
201950,1610612738,Jrue Holiday,Jrue Holiday,201950,BOS,31071.0,518,67,996,1004,195,157.0,107.0,2000,32.0,42,4.0,7.0,6.0,11.0,10.0,29.0,2.0,2.0,7.0,19.0,2.0,2.0,1.0,3.0,16.0,43.0,1.0,4.0,2.0,7.0,44,73,23.0,62.0,16.0,173,1098,6.0,9.0,3.0,6.0,,21.0,8.0,14.0,3.0,10.0,7.0,32.0,56.0,32.0,39.0,30.0,4.0,42.0,16.0,1.0,,37.0,25.0,62.0,19.0,6.0,29.0,5.0,3.0,149.0,15.0,11.0,,31.0,30.0,1.0,62,26.0,88,2.0,17.0,10.0,7.0,9.0,5.0,5.0,11.0,1.0,4.0,1.0,1.0,20.0,4.0,5.0,16.0,28.0,,2.0,1.0,22.0,1.0,5.0,16.0,2.0,7.0,,2.0,8.0,,,2.0,6.0,8.0,7.0,28.0,189,2.0,,0.6363636363636364,0.6666666666666666,0.5652173913043478,0.3709677419354839,0.5,0.3,0.3770491803278688,0.6027397260273972,0.6666666666666666,0.5714285714285714,0.5814814814814815,0.7,0.5208333333333334,0.6091549295774648,0.7,0.5925925925925926,0.45925925925925926,,0.0136986301369863,,0.034482758620689655,,14.425645592163846,0.45,0.08333333333333333,,0.11494252873563218,0.05116279069767442,0.13777777777777778,0.05555555555555555,0.12551440329218108,0.05360824742268041,0.06153846153846154,0.02912621359223301,0.05970149253731343,0.043478260869565216,0.10810810810810811,0.15151515151515152,0.03636363636363636,0.14606741573033707,0.10638297872340426,0.03125,0.875,0.3111111111111111,0.7619047619047619,0.7619047619047619,0.65625,0.21481481481481482,0.3448275862068966,0.35714285714285715,0.6,0.014814814814814815,1.0,1.0,0.5,0.14074074074074075,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.31851851851851853,0.37209302325581395,0.37209302325581395,0.4375,0.4666666666666667,0.5714285714285714,0.5,0.13333333333333333,1.0,0.5,0.26666666666666666,0.25,,0.4583333333333333,0.5454545454545454,0.125,0.3333333333333333,0.2916666666666667,0.2857142857142857,0.7703703703703704,0.38095238095238093,0.549635447761194,0.5413375,0.5555166666666667,0.05,0.08974358974358974,,0.12138728323699421,0.18497109826589594,4.506849315068493,25.73064516129032,0.19578313253012047,,1.0,,,,,0.0851063829787234,,1.0,1.0,1.0,True,
1629052,1610612738,Oshae Brissett,Oshae Brissett,1629052,BOS,720.0,12,16,23,24,9,3.0,,47,1.0,1,,,1.0,1.0,,,,,,,,,,,,,,,,,1,1,,,,2,23,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2,,2,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,2.0,9,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,4.3478260869565215,,,,0.2857142857142857,,,,0.14285714285714285,,,,,,,0.5,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,0.7562,,0.7562,,,,,1.0,1.5,,0.391304347826087,,,,,,,,,,,,True,
1630214,1610612738,Xavier Tillman,Xavier Tillman,1630214,BOS,2036.0,34,4,62,63,14,5.0,9.0,125,1.0,2,,,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,2,4,1.0,1.0,1.0,8,67,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,5.0,2.0,2.0,3.0,,,,,1.0,,2.0,,2.0,,,1.0,1.0,,4.0,2.0,1.0,,,2.0,,2,3.0,5,,1.0,1.0,,1.0,,,1.0,,1.0,,,2.0,,,4.0,5.0,,,1.0,4.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,5.0,14,,,0.5,0.5,1.0,1.0,,1.0,1.0,0.5,0.5,1.0,0.7,0.5,1.25,0.8,0.5,1.25,0.2,,0.25,,0.5,,9.45945945945946,0.5,,,0.08333333333333333,0.1,,0.09090909090909091,0.0625,0.09375,,0.14285714285714285,0.05555555555555555,0.25,0.16666666666666666,0.07142857142857142,,,,,1.0,0.4,0.5,0.5,,0.4,0.5,1.0,1.0,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,1.0,,,0.6,,0.5584800000000001,0.5247,0.5613,0.2,0.25,,0.25,0.625,3.6,22.7,0.22580645161290322,,,,,,,,,,,,True,
201143,1610612738,Al Horford,Al Horford,201143,BOS,26796.0,447,67,854,860,148,137.0,86.0,1714,18.0,22,2.0,5.0,2.0,3.0,3.0,8.0,1.0,2.0,10.0,28.0,,2.0,2.0,4.0,16.0,45.0,,3.0,,6.0,22,32,26.0,73.0,4.0,126,937,2.0,7.0,,5.0,3.0,7.0,3.0,5.0,2.0,10.0,1.0,13.0,36.0,8.0,78.0,,2.0,44.0,16.0,,,18.0,15.0,33.0,8.0,7.0,14.0,3.0,1.0,81.0,15.0,11.0,,25.0,47.0,1.0,73,26.0,99,5.0,14.0,6.0,8.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,11.0,24.0,,7.0,3.0,9.0,2.0,,6.0,,2.0,,1.0,10.0,4.0,2.0,5.0,4.0,14.0,11.0,13.0,143,1.0,1.0,0.8181818181818182,0.8571428571428571,1.0,0.3561643835616438,,0.2,0.3611111111111111,0.6875,0.2857142857142857,0.6,0.580952380952381,0.16666666666666666,0.4,0.5833333333333334,0.25,0.40625,0.6952380952380952,,,,,,12.31732776617954,0.3,0.09090909090909091,,0.2088888888888889,0.06470588235294118,0.13157894736842105,0.06329113924050633,0.17349397590361446,0.06388206388206388,0.05263157894736842,0.0958904109589041,0.07262569832402235,0.034482758620689655,0.19696969696969696,0.2608695652173913,0.09090909090909091,0.1437908496732026,0.08108108108108109,0.08928571428571429,0.7857142857142857,0.20952380952380953,0.8181818181818182,0.8181818181818182,0.8333333333333334,0.0761904761904762,0.375,0.375,0.6666666666666666,0.01904761904761905,0.5,0.5,1.0,0.26666666666666666,0.35714285714285715,0.35714285714285715,1.0,0.42857142857142855,0.35555555555555557,0.35555555555555557,1.0,0.4166666666666667,0.4,0.5,0.16666666666666666,,,0.25,,,0.2,0.6666666666666666,0.26666666666666666,0.5,0.4,,0.9047619047619048,0.36363636363636365,0.5530144230769231,0.4837714285714286,0.48824642857142864,0.018691588785046728,0.058823529411764705,,0.05555555555555555,0.10317460317460317,4.268749999999999,25.402739726027395,0.17330210772833723,,,2.0,1.0,2.0,,0.025,,1.0,,,True,
