EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,BadPassSteals,Travels,Offensive Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3PctAssisted,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Accuracy,SecondChanceTurnovers,SecondChanceFtPoints,Charge Fouls Drawn,OffensiveGoaltends,OffLongMidRangeReboundPct,HeaveAttempts,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Blocked3s,BlockedArc3,on,SecondChanceArc3FGM,HeaveMakes,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,BlockedLongMidRange,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,8631.0,144,-7,265,263,59.0,64.0,27.0,528,10.0,21.0,1.0,1.0,2.0,6.0,9.0,20.0,4.0,16.0,1.0,4.0,1.0,1.0,2.0,6.0,14.0,1.0,1.0,2.0,23.0,57.0,7.0,18.0,14.0,81.0,292,1.0,1.0,1.0,2.0,5.0,7.0,14.0,1.0,4.0,3.0,20.0,16.0,30.0,3.0,18.0,2.0,14.0,6.0,4.0,1.0,15.0,6.0,21.0,1.0,5.0,11.0,2.0,2.0,48.0,2.0,3.0,7.0,8.0,15.0,5.0,20.0,2.0,1.0,1.0,7.0,3.0,4.0,5.0,1.0,3.0,12.0,3.0,4.0,11.0,1.0,1.0,18.0,1.0,15.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,20.0,59.0,1.0,0.34782608695652173,0.36363636363636365,0.14285714285714285,0.3888888888888889,0.5,0.25,0.3888888888888889,0.40350877192982454,1.0,0.5,0.44666666666666666,0.8333333333333334,0.4722222222222222,0.5,0.8333333333333334,0.5263157894736842,0.24,0.05555555555555555,0.07017543859649122,0.14285714285714285,0.0625,0.07142857142857142,31.20805369127517,0.5833333333333334,0.12307692307692308,0.04,0.12280701754385964,0.03333333333333333,0.12295081967213115,0.037037037037037035,0.08,0.03125,0.022222222222222223,0.06666666666666667,0.21739130434782608,0.08108108108108109,0.17073170731707318,0.05,1.0,0.28,0.47619047619047616,0.5555555555555556,0.4,0.26666666666666666,0.45,0.45,0.3333333333333333,0.21333333333333335,0.25,0.26666666666666666,0.25,0.05333333333333334,0.25,0.25,0.18666666666666668,0.42857142857142855,0.46153846153846156,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.5,0.52,0.42857142857142855,0.5170373333333335,0.5795,0.5427888888888889,0.1,0.11290322580645161,0.05555555555555555,0.06172839506172839,0.24691358024691357,8.494736842105263,24.827777777777776,0.22264150943396227,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,6163.0,103,5,194,187,28.0,30.0,20.0,381,7.0,7.0,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,4.0,,1.0,,4.0,19.0,1.0,,3.0,10.0,12.0,5.0,23.0,3.0,38.0,205,2.0,2.0,,2.0,4.0,2.0,3.0,,3.0,,4.0,14.0,6.0,15.0,,4.0,19.0,4.0,1.0,,2.0,1.0,3.0,,1.0,2.0,,,7.0,1.0,2.0,9.0,7.0,19.0,3.0,22.0,,3.0,1.0,3.0,,2.0,2.0,1.0,1.0,5.0,,4.0,9.0,,,4.0,,4.0,,,2.0,,,2.0,1.0,2.0,2.0,4.0,28.0,,0.7,0.875,1.0,0.21739130434782608,,,0.21739130434782608,0.8333333333333334,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5135135135135135,0.5,0.3333333333333333,0.6571428571428571,,0.08333333333333333,,,,19.266055045871557,0.6,0.14583333333333334,0.037037037037037035,0.25,0.02127659574468085,0.19047619047619047,0.0297029702970297,0.09090909090909091,,0.02702702702702703,,0.125,0.14285714285714285,0.30434782608695654,,1.0,0.2,1.0,1.0,0.5714285714285714,0.05714285714285714,,,,0.08571428571428572,1.0,1.0,1.0,0.11428571428571428,0.25,0.25,0.5428571428571428,0.21052631578947367,0.21052631578947367,1.0,0.5,1.0,0.25,,0.25,0.3333333333333333,1.0,,0.5,,0.8571428571428571,0.21052631578947367,0.5666199999999999,0.6868000000000001,0.623925,0.05405405405405406,0.14285714285714285,,0.10526315789473684,0.10526315789473684,6.958333333333333,25.08260869565217,0.14432989690721648,3.0,2.0,1.0,1.0,1.0,0.5,0.75,0.25,0.15384615384615385,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,12255.0,204,8,383,386,98.0,113.0,36.0,769,16.0,28.0,1.0,6.0,,4.0,3.0,7.0,,1.0,1.0,5.0,,,2.0,3.0,13.0,1.0,,3.0,19.0,36.0,4.0,18.0,11.0,61.0,394,2.0,8.0,,1.0,4.0,1.0,5.0,1.0,5.0,1.0,6.0,30.0,8.0,12.0,,2.0,13.0,3.0,7.0,1.0,5.0,4.0,9.0,3.0,1.0,1.0,,4.0,22.0,4.0,5.0,9.0,10.0,23.0,9.0,32.0,2.0,2.0,1.0,,,,1.0,,,1.0,,13.0,18.0,1.0,,10.0,,16.0,2.0,,9.0,,,5.0,3.0,5.0,2.0,6.0,98.0,,0.7894736842105263,0.8333333333333334,1.0,0.2222222222222222,,0.2,0.2222222222222222,0.5277777777777778,0.25,0.2,0.46296296296296297,0.2222222222222222,0.25,0.5,0.2,0.2727272727272727,0.3333333333333333,0.05555555555555555,0.19444444444444445,0.17857142857142858,,0.07692307692307693,14.588235294117647,,0.10101010101010101,0.047619047619047616,0.10588235294117647,0.046511627906976744,0.10326086956521739,0.04712041884816754,0.07894736842105263,0.046511627906976744,0.031746031746031744,0.08695652173913043,0.058823529411764705,0.09433962264150944,0.10344827586206896,0.08695652173913043,0.4,0.5185185185185185,0.5714285714285714,0.6956521739130435,0.75,0.12962962962962962,0.42857142857142855,0.6,1.0,0.018518518518518517,,,,0.09259259259259259,0.2,0.2,0.24074074074074073,0.23076923076923078,0.25,1.0,0.6666666666666666,0.16666666666666666,,,0.1111111111111111,0.4,,0.2,0.3,,0.8518518518518519,0.23076923076923078,0.5827796296296296,0.5382666666666667,0.50451,0.14754098360655737,0.20930232558139536,,0.06557377049180328,0.09836065573770492,3.744444444444445,24.95555555555556,0.2558746736292428,4.0,1.0,,,2.0,0.2857142857142857,0.4444444444444444,0.25,0.1111111111111111,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,
1631212,1610612743,Peyton Watson,Peyton Watson,1631212,DEN,3490.0,58,-11,111,115,22.0,21.0,14.0,226,1.0,3.0,,,,,1.0,5.0,1.0,1.0,1.0,4.0,,,2.0,,3.0,,,1.0,3.0,9.0,1.0,7.0,2.0,11.0,114,1.0,1.0,,,2.0,1.0,1.0,1.0,3.0,,5.0,4.0,2.0,3.0,,,3.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,4.0,3.0,7.0,1.0,8.0,,,,1.0,,1.0,2.0,,,3.0,2.0,2.0,6.0,,1.0,2.0,,2.0,,,1.0,,,4.0,1.0,4.0,3.0,5.0,22.0,,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.0,1.0,0.28125,1.0,0.625,0.3235294117647059,1.0,0.625,0.4375,,0.1111111111111111,0.3333333333333333,,,15.625,0.3333333333333333,0.08571428571428572,0.027777777777777776,0.16666666666666666,,0.11864406779661017,0.014925373134328358,,0.07142857142857142,,,,0.10526315789473684,0.17647058823529413,,0.75,0.1875,0.3333333333333333,0.5,1.0,0.3125,0.2,0.2,,0.0625,1.0,1.0,1.0,0.25,0.25,0.25,0.1875,,,,,,,,,,,0.5,0.25,,0.625,,0.53545625,0.437,0.527675,0.058823529411764705,0.1,,0.18181818181818182,0.45454545454545453,6.066666666666666,24.414285714285718,0.1981981981981982,,,1.0,,3.0,,,0.2,0.14285714285714285,1.0,1.0,,,0.5,1.0,,,,,,,,,,,True,,,,,,,,,
201599,1610612743,DeAndre Jordan,DeAndre Jordan,201599,DEN,596.0,10,-9,19,19,,,2.0,38,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,26,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,2.0,3.0,,,2.0,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,9.523809523809524,,0.3333333333333333,,0.2,,0.25,,,,,,,0.3333333333333333,0.2,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7201,,,0.5,0.5,,,,1.7,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,7207.0,120,3,217,224,60.0,75.0,20.0,441,11.0,15.0,2.0,3.0,2.0,2.0,2.0,7.0,3.0,3.0,,1.0,,,,1.0,3.0,1.0,,,16.0,25.0,1.0,4.0,6.0,41.0,232,2.0,4.0,,1.0,8.0,2.0,3.0,,,2.0,6.0,20.0,12.0,3.0,,4.0,3.0,1.0,1.0,,8.0,7.0,15.0,6.0,1.0,5.0,2.0,1.0,37.0,3.0,6.0,7.0,7.0,15.0,9.0,24.0,2.0,6.0,4.0,,1.0,,3.0,,,3.0,1.0,5.0,10.0,,,9.0,,7.0,1.0,,4.0,,,3.0,1.0,3.0,1.0,6.0,60.0,,0.625,0.7142857142857143,1.0,0.25,,,0.25,0.64,0.5,0.6666666666666666,0.603448275862069,0.4,0.6666666666666666,0.640625,0.5714285714285714,0.75,0.13793103448275862,,0.04,0.06666666666666667,,,14.644351464435145,,0.12280701754385964,0.10714285714285714,0.14,0.06818181818181818,0.1308411214953271,0.09,0.05263157894736842,0.13043478260869565,0.09090909090909091,,0.043478260869565216,0.14285714285714285,0.11764705882352941,0.18181818181818182,0.3333333333333333,0.5172413793103449,0.7333333333333333,0.7857142857142857,0.6363636363636364,0.2413793103448276,0.2857142857142857,0.2857142857142857,0.5,0.10344827586206896,1.0,1.0,0.6666666666666666,0.034482758620689655,,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6666666666666666,,,0.2,0.6666666666666666,1.0,,,,0.6551724137931034,0.3333333333333333,0.5640051724137931,0.573,0.6598666666666667,0.125,0.14285714285714285,,0.1951219512195122,0.14634146341463414,4.896,24.775,0.2764976958525346,1.0,2.0,,1.0,2.0,,0.14285714285714285,0.3333333333333333,0.1875,,,,1.0,,1.0,4.0,2.0,2.0,0.14285714285714285,,,,,,,True,,,,,,,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,8029.0,134,20,254,255,90.0,102.0,21.0,509,16.0,20.0,3.0,4.0,5.0,7.0,15.0,27.0,3.0,8.0,,,,,,2.0,17.0,,,6.0,34.0,55.0,2.0,17.0,24.0,98.0,256,4.0,5.0,,,13.0,11.0,17.0,,6.0,14.0,36.0,36.0,32.0,3.0,3.0,6.0,15.0,2.0,4.0,,20.0,8.0,28.0,6.0,2.0,13.0,6.0,1.0,64.0,5.0,4.0,13.0,22.0,35.0,9.0,44.0,3.0,4.0,2.0,6.0,,3.0,4.0,,3.0,10.0,3.0,1.0,6.0,,1.0,24.0,,25.0,6.0,,12.0,,3.0,4.0,4.0,4.0,2.0,36.0,90.0,3.0,0.5294117647058824,0.5806451612903226,0.5,0.11764705882352941,,,0.13333333333333333,0.6181818181818182,0.8,0.6470588235294118,0.5138888888888888,0.8,0.4782608695652174,0.5987654320987654,0.9285714285714286,0.603448275862069,0.2361111111111111,,0.07272727272727272,0.1,0.125,,32.5,0.6,0.3492063492063492,0.0625,0.22413793103448276,0.09090909090909091,0.2892561983471074,0.07563025210084033,0.043478260869565216,0.08,0.10810810810810811,0.05555555555555555,0.2,0.5,0.2222222222222222,0.10344827586206896,0.5,0.2777777777777778,0.8,0.8888888888888888,0.6875,0.375,0.5555555555555556,0.5769230769230769,0.3333333333333333,0.1111111111111111,0.375,0.42857142857142855,0.6666666666666666,,,,0.2361111111111111,0.11764705882352941,0.11764705882352941,0.5,0.8,0.75,,,,0.30434782608695654,0.7142857142857143,,0.2608695652173913,,0.5138888888888888,0.13333333333333333,0.4825528571428572,0.5644999999999999,0.4748238095238094,0.15384615384615385,0.19672131147540983,,0.1326530612244898,0.3673469387755102,7.2745454545454535,30.205882352941185,0.3543307086614173,,2.0,3.0,1.0,,0.037037037037037035,,0.1111111111111111,0.22727272727272727,,,,,,1.0,5.0,,,0.0625,2.0,1.0,0.3333333333333333,,,,True,,,,,,,,,
203200,1610612743,Justin Holiday,Justin Holiday,203200,DEN,5983.0,100,21,187,192,40.0,45.0,19.0,379,,,,,,,,2.0,,1.0,3.0,9.0,,1.0,2.0,2.0,8.0,2.0,,,,3.0,5.0,17.0,1.0,16.0,174,,,,3.0,,,2.0,1.0,2.0,,3.0,,,15.0,,,8.0,2.0,2.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,,5.0,7.0,12.0,1.0,13.0,,2.0,1.0,1.0,,1.0,2.0,,,3.0,1.0,4.0,9.0,,,4.0,,2.0,,,1.0,,,,,,,3.0,40.0,,,,1.0,0.29411764705882354,,0.5,0.29411764705882354,,,,0.375,,0.375,0.38095238095238093,,0.375,0.85,,0.6666666666666666,,,,11.483253588516748,0.3333333333333333,0.12727272727272726,,0.125,0.021739130434782608,0.12631578947368421,0.01020408163265306,,,0.030303030303030304,,0.21052631578947367,0.07142857142857142,0.10344827586206896,,,,,,,0.1,,,,0.05,,,,0.45,0.3333333333333333,0.3333333333333333,0.4,0.25,0.25,1.0,,,0.3333333333333333,,0.6666666666666666,,,0.5,,,0.85,0.25,0.5475925,0.588,0.48767499999999997,0.047619047619047616,0.25,,,0.1875,8.033333333333333,24.252941176470593,0.21390374331550802,,1.0,,1.0,,1.0,,0.125,0.18181818181818182,1.0,1.0,2.0,1.0,0.5,,,1.0,,,,,,1.0,,,True,,,,,,,,,
202704,1610612743,Reggie Jackson,Reggie Jackson,202704,DEN,3948.0,66,9,128,129,39.0,45.0,11.0,257,1.0,6.0,,,,2.0,3.0,4.0,2.0,5.0,,,,,,5.0,8.0,,1.0,3.0,6.0,15.0,5.0,8.0,2.0,29.0,116,,,,,,3.0,5.0,1.0,3.0,2.0,11.0,4.0,8.0,12.0,3.0,,7.0,5.0,2.0,,6.0,1.0,7.0,1.0,,5.0,1.0,,15.0,,1.0,1.0,5.0,6.0,1.0,7.0,,,,2.0,,1.0,3.0,1.0,1.0,5.0,2.0,5.0,8.0,,1.0,4.0,,2.0,,,,,1.0,,,1.0,,11.0,39.0,1.0,0.3333333333333333,0.3333333333333333,0.8,0.625,,0.3333333333333333,0.7142857142857143,0.4,,0.6,0.5869565217391305,,0.5625,0.6041666666666666,,0.6111111111111112,0.34782608695652173,,0.13333333333333333,0.3333333333333333,,,20.863309352517987,0.4,0.13513513513513514,0.029411764705882353,0.03333333333333333,,0.08955223880597014,0.015873015873015872,0.07142857142857142,,,,0.07692307692307693,0.125,0.05555555555555555,,,0.2608695652173913,0.16666666666666666,0.25,1.0,0.17391304347826086,0.75,0.75,0.3333333333333333,0.21739130434782608,0.4,0.4,,,,,0.34782608695652173,0.625,0.625,0.8,,,,,,0.25,,,0.375,0.3333333333333333,0.6086956521739131,0.7142857142857143,0.5062227272727273,,0.47929285714285713,,,,,0.3793103448275862,8.806666666666667,30.175,0.3046875,,,,,,,,0.25,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,True,,,,,,,,,
203484,1610612743,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DEN,4893.0,82,5,154,158,54.0,68.0,10.0,312,,,,,,,1.0,3.0,1.0,3.0,4.0,7.0,,,2.0,2.0,7.0,2.0,,1.0,2.0,6.0,6.0,14.0,1.0,23.0,157,,,,2.0,,1.0,2.0,,3.0,1.0,3.0,4.0,,18.0,,,7.0,2.0,1.0,,7.0,,7.0,,,3.0,2.0,2.0,14.0,,,11.0,2.0,13.0,,13.0,,6.0,1.0,2.0,,2.0,,,,2.0,1.0,4.0,9.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,3.0,54.0,,1.0,1.0,1.0,0.42857142857142855,,,0.42857142857142855,0.3333333333333333,,0.5,0.55,,0.2,0.55,,0.2,0.7,,0.16666666666666666,,,,13.333333333333334,1.0,0.06060606060606061,,0.275,,0.1780821917808219,,,,,,0.09090909090909091,,0.20689655172413793,,1.0,,,,,0.15,0.3333333333333333,0.5,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,0.35,0.5714285714285714,0.5714285714285714,0.35,0.2857142857142857,0.2857142857142857,1.0,,,,,1.0,,,0.4,0.2,,0.7,0.2857142857142857,0.52305,0.550125,0.50578,,,,,0.13043478260869565,14.083333333333334,24.228571428571428,0.35064935064935066,,5.0,,1.0,,0.3333333333333333,,0.3333333333333333,0.45454545454545453,1.0,,,2.0,,,,,,,,1.0,,,,,True,,,,,,,,,
