EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,BadPassSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG3A,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,BlockedLongMidRange,LongMidRangePctAssisted,SecondChanceFtPoints,Loose Ball Fouls,on,SecondChanceTurnovers,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
1626204,1610612740,Larry Nance Jr.,Larry Nance Jr.,1626204,NOP,1854.0,31,-7.0,59,57,20.0,20.0,10.0,116,4.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,2.0,15.0,57,3.0,4.0,6.0,2.0,4.0,6.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,7.0,9.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,20.0,0.4,0.6666666666666666,1.0,0.3333333333333333,0.5,0.8333333333333334,0.75,0.7222222222222222,0.75,0.75,0.75,0.3333333333333333,16.901408450704228,0.5,1.0,0.3333333333333333,0.29411764705882354,0.14285714285714285,0.2,0.23076923076923078,0.24324324324324326,0.4,0.25,0.25,0.23076923076923078,0.14285714285714285,0.5,0.25,0.25,0.18181818181818182,0.5,0.5555555555555556,0.8,0.8,0.25,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,0.75,0.5,0.5,0.8888888888888888,0.58484375,0.65525,0.39105,0.2,0.2857142857142857,0.4,2.1166666666666663,34.23333333333333,0.3389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,1593.0,27,-11.0,51,53,15.0,18.0,5.0,104,1.0,2.0,,,,,,,,1.0,1.0,2.0,6.0,1.0,1.0,6.0,13.0,49,,,,1.0,2.0,2.0,,,,,,3.0,4.0,,7.0,,7.0,,1.0,,,,2.0,2.0,1.0,1.0,2.0,,7.0,,6.0,,2.0,15.0,0.5,0.5,,1.0,1.0,0.3333333333333333,,0.5,,0.65,,0.14285714285714285,21.428571428571427,,,0.4,,0.21428571428571427,,0.2916666666666667,,,,,,,0.5,0.5,0.25,0.2727272727272727,,0.2857142857142857,0.5,1.0,1.0,,,,,,,,,0.14285714285714285,,,,0.2,0.42857142857142855,0.46402142857142853,,0.40954999999999997,0.2222222222222222,0.25,,12.333333333333334,26.9,0.29411764705882354,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.25,0.5,0.5833333333333334,0.16666666666666666,0.5,0.5714285714285714,0.25,0.25,1.0,1.0,0.2,1.0,1.0,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,2654.0,44,-19.0,82,84,17.0,23.0,12.0,166,3.0,5.0,,,1.0,5.0,2.0,6.0,1.0,2.0,,4.0,11.0,3.0,8.0,2.0,19.0,96,,,,1.0,4.0,4.0,9.0,,,,,3.0,,,3.0,,3.0,,,,,,1.0,1.0,,1.0,5.0,,2.0,,2.0,,1.0,17.0,0.5,0.5,1.0,0.375,0.375,0.36363636363636365,,0.4473684210526316,,0.475,,0.42105263157894735,21.649484536082475,,,,,0.16666666666666666,,0.09375,,,,,,,,,,0.07692307692307693,,0.2631578947368421,0.6,0.6,0.6666666666666666,0.2631578947368421,0.2,0.25,,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.10526315789473684,,,0.3333333333333333,,0.6842105263157895,0.5396236842105264,0.58005,0.5974499999999999,0.05,0.08333333333333333,,6.827272727272727,24.0,0.2073170731707317,2.0,,1.0,1.0,,1.0,2.0,,,2.0,,2.0,1.0,1.0,2.0,1.0,3.0,,,7.0,,,,,2.0,,,0.5,0.3333333333333333,0.3333333333333333,0.09090909090909091,,0.05263157894736842,,,0.5,0.5,0.6666666666666666,,0.5,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630530,1610612740,Trey Murphy III,Trey Murphy III,1630530,NOP,2367.0,39,-17.0,75,74,12.0,13.0,14.0,149,2.0,3.0,,1.0,,3.0,,,,9.0,1.0,2.0,6.0,2.0,9.0,,10.0,84,,3.0,6.0,1.0,4.0,,6.0,,1.0,1.0,1.0,3.0,2.0,,5.0,2.0,7.0,,,,,,1.0,1.0,,1.0,3.0,,3.0,,,,,12.0,1.0,1.0,1.0,0.2222222222222222,0.25,0.3333333333333333,,0.3333333333333333,0.6,0.3333333333333333,0.6,0.6,17.204301075268816,,,0.16666666666666666,0.043478260869565216,0.17647058823529413,0.03571428571428571,0.1724137931034483,0.0392156862745098,0.2,,,0.06666666666666667,,,,0.5,0.07692307692307693,,0.2,0.6666666666666666,0.6666666666666666,1.0,0.2,,,,,,,,0.6,0.2,,,1.0,0.8,0.5672035714285715,0.5905999999999999,,,,0.6,4.783333333333333,28.78888888888889,0.16,,,,2.0,,,,,,,,8.0,2.0,1.0,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,0.2222222222222222,0.2222222222222222,,,0.25,,,,2.0,,,,1.0,1.0,,1.0,,0.3333333333333333,0.5,,1.0,,,2.0,2.0,2.0,1.0,1.0,0.4,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
1630631,1610612740,Jose Alvarado,Jose Alvarado,1630631,NOP,3698.0,62,-21.0,118,117,29.0,30.0,17.0,235,1.0,1.0,,,1.0,5.0,,5.0,,9.0,1.0,2.0,6.0,1.0,14.0,,7.0,126,,,,1.0,2.0,2.0,3.0,,,,,4.0,,,4.0,,4.0,,5.0,4.0,3.0,2.0,1.0,4.0,,1.0,3.0,1.0,2.0,,,,,29.0,0.5,0.5,1.0,0.07142857142857142,0.07142857142857142,0.3333333333333333,,0.175,,0.175,,0.7,17.266187050359715,0.75,,,,0.15384615384615385,,0.08888888888888889,,,,,,,,,,0.2,,0.05,1.0,1.0,1.0,0.25,0.2,0.25,,0.25,,,,0.45,,,,0.25,0.75,0.5147675000000002,,0.43818749999999995,,,,5.883333333333333,25.63571428571429,0.2457627118644068,,,,1.0,,1.0,3.0,,,2.0,,9.0,1.0,1.0,5.0,4.0,9.0,2.0,2.0,22.0,1.0,,,,2.0,,,0.3333333333333333,0.25,0.25,0.16666666666666666,,,,,0.1111111111111111,0.1111111111111111,,,0.1111111111111111,0.2857142857142857,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,0.2,,1.0,1.0,,,,,,1.0,,,,,1.0,2.0,1.0,,,,,True,,,,,,,,,,,,,,,,,
203468,1610612740,CJ McCollum,CJ McCollum,203468,NOP,2004.0,33,-13.0,64,59,10.0,7.0,12.0,123,,1.0,,,2.0,6.0,1.0,3.0,,5.0,,5.0,11.0,2.0,8.0,,16.0,78,,,,,6.0,4.0,6.0,,,1.0,,1.0,1.0,,2.0,1.0,3.0,,1.0,,,,3.0,3.0,2.0,,3.0,1.0,,,,,,10.0,0.6,0.6,1.0,0.25,0.25,0.45454545454545453,,0.42105263157894735,,0.42105263157894735,,0.42105263157894735,27.5,,,0.09090909090909091,,0.08333333333333333,0.05263157894736842,0.08695652173913043,0.02564102564102564,,,,0.08333333333333333,,,0.5,,0.1111111111111111,,0.05263157894736842,,,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,,,,,0.47368421052631576,0.5027157894736842,0.51405,0.39375,,,,11.818181818181818,24.599999999999998,0.15625,,3.0,4.0,1.0,,2.0,2.0,,,4.0,,5.0,1.0,,1.0,2.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,,4.0,,,1.0,1.0,1.0,,,0.21052631578947367,0.75,0.75,0.2,0.2,,,0.2,0.25,,2.0,2.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,0.6666666666666666,,,True,,,,,,,,,,,,,,,,,
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,1293.0,22,-2.0,42,39,8.0,2.0,6.0,81,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,3.0,,2.0,4.0,6.0,40,,1.0,2.0,1.0,2.0,,,,,2.0,,2.0,,,2.0,2.0,4.0,,,,,,,,,,1.0,,2.0,,4.0,,2.0,8.0,1.0,1.0,,,,0.3333333333333333,,0.2,,0.42857142857142855,0.3333333333333333,0.4,14.285714285714286,,,,,0.15384615384615385,0.14285714285714285,0.1,0.08695652173913043,,,,0.1,0.25,,,,0.1,,0.4,0.5,0.5,1.0,0.2,,,,0.2,,,,0.2,,,,1.0,0.8,0.58734,,0.5493,0.2857142857142857,0.4,0.3333333333333333,3.733333333333333,23.75,0.19047619047619047,,,,,,,,,,,,1.0,,,3.0,,3.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,2.0,1.0,True,,,,,,,,,,,,,,,,,
1630700,1610612740,Dyson Daniels,Dyson Daniels,1630700,NOP,659.0,11,-1.0,22,22,12.0,12.0,1.0,44,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,2.0,3.0,,1.0,,4.0,20,,,,1.0,,4.0,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,12.0,,,,,,0.6666666666666666,,0.5,,0.5,,0.25,21.73913043478261,1.0,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,,0.5,0.5,0.5,,,,,,0.25,,,,0.3333333333333333,0.5,0.5415625000000001,,0.6002500000000001,,,,5.766666666666666,24.3,0.5454545454545454,1.0,,,,,2.0,2.0,,,4.0,,1.0,,,,,,,,,2.0,,,,4.0,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
202685,1610612740,Jonas Valanciunas,Jonas Valanciunas,202685,NOP,1278.0,21,-18.0,39,41,,,6.0,80,1.0,3.0,,1.0,2.0,3.0,,,,,,3.0,6.0,,,7.0,13.0,56,1.0,2.0,4.0,,2.0,4.0,,,,1.0,4.0,1.0,1.0,,2.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,,5.0,,8.0,,4.0,,0.3333333333333333,0.3333333333333333,,,,0.5,0.5,0.5,0.5,0.65,0.6666666666666666,,25.531914893617024,0.5,,0.2,0.3333333333333333,0.1111111111111111,0.09090909090909091,0.14285714285714285,0.21739130434782608,0.25,0.2857142857142857,1.0,,0.2,,,0.5,,0.5,0.5,0.3333333333333333,0.5,,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.5,,,,0.5,0.5023666666666666,0.5845,,0.4,0.4,0.3076923076923077,4.9,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,5.0,,1.0,,,,,,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,2.0,,True,,,,,,,,,,,,,,,,,
1630526,1610612740,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,1630526,NOP,317.0,5,-1.0,10,9,2.0,2.0,1.0,19,1.0,2.0,,,,,,,,,,1.0,2.0,,,,2.0,9,,,,,2.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,,2.0,1.0,1.0,,,,0.5,,0.5,,0.3333333333333333,,,27.272727272727273,,,,,,0.3333333333333333,,0.16666666666666666,,,,0.3333333333333333,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,1.0,0.7067,,,,,,2.05,,0.2,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
