EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGM,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,Travels,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyFG2M,PtsUnassisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,PenaltyFg2Pct,DefCorner3ReboundPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LiveBallTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,DefLongMidRangeReboundPct,Corner3Assists,ShootingFouls,ShortMidRangePctAssisted,on,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Charge Fouls Drawn,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffensiveGoaltends,HeaveMakes,Defensive 3 Seconds Violations,Transition Take Fouls Drawn
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629004,1610612738,Svi Mykhailiuk,Svi Mykhailiuk,1629004,BOS,997.0,17.0,-3.0,30.0,30.0,8.0,2.0,2.0,60.0,1.0,6.0,1.0,1.0,6.0,3.0,30.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.25,1.0,24.242424242424242,0.2857142857142857,0.16666666666666666,0.15384615384615385,0.07692307692307693,0.16666666666666666,0.3333333333333333,0.2,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.508725,0.48345,26.5,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629052,1610612738,Oshae Brissett,Oshae Brissett,1629052,BOS,1159.0,19.0,-1.0,37.0,37.0,13.0,2.0,3.0,74.0,2.0,2.0,2.0,2.0,2.0,12.0,33.0,2.0,6.0,2.0,2.0,,,,,,1.0,3.0,2.0,5.0,1.0,,,,1.0,1.0,,,,2.0,13.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.25,24.390243902439025,0.1,,0.15789473684210525,0.1111111111111111,,0.14285714285714285,0.25,0.25,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.48086875,0.4591166666666666,25.9,0.35135135135135137,1.0,2.0,1.0,4.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.18181818181818182,0.25,0.5,0.16666666666666666,0.25,0.5,0.5,1.0,0.5,0.25,0.25,1.0,0.4799,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.5,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,1024.0,17.0,3.0,32.0,32.0,6.0,2.0,3.0,64.0,1.0,2.0,,1.0,2.0,10.0,31.0,,,2.0,1.0,2.0,4.0,1.0,10.0,,2.0,2.0,,2.0,,,,,,,,,,1.0,6.0,,0.5,0.5,0.5,0.5,0.2222222222222222,27.77777777777778,0.25,,0.13333333333333333,,,0.2,,0.2222222222222222,0.5,0.5,,,0.5555555555555556,0.5,0.5112722222222222,0.7677,26.05,0.1875,3.0,3.0,,2.0,,3.0,7.0,1.0,1.0,2.0,2.0,2.0,,4.0,,6.0,,,,,2.0,1.0,4.0,,,,0.42857142857142855,0.5,0.5,1.0,0.5,1.0,,,,,,0.3333333333333333,1.0,1.0,,0.2222222222222222,,,,0.6204,0.1,0.125,0.2,0.4,9.071428571428571,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.2222222222222222,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630531,1610612738,Jaden Springer,Jaden Springer,1630531,BOS,1322.0,22.0,4.0,42.0,42.0,13.0,2.0,3.0,84.0,,,,,,4.0,37.0,,,,,,1.0,,3.0,,3.0,3.0,,3.0,,,,,1.0,2.0,,1.0,,2.0,13.0,,,,0.6666666666666666,0.6666666666666666,,10.869565217391305,0.2727272727272727,,0.14285714285714285,,,0.25,,,,,,,1.0,,0.5494666666666667,,,0.30952380952380953,2.0,3.0,,,,2.0,3.0,,,,,,,,,4.0,,,,1.0,,,,,,,0.6666666666666666,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,2.733333333333333,,,,,,,,1.0,1.0,,,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,213.0,4.0,-5.0,7.0,6.0,,,,13.0,,,,,,,9.0,,,,,,1.0,,3.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,14.285714285714285,,,0.3333333333333333,,,,,,,,,,,,0.3572,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,13.2,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,163.0,3.0,5.0,5.0,5.0,,,,10.0,1.0,1.0,,2.0,2.0,6.0,4.0,,6.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.5,1.5,1.0,40.0,1.0,,0.5,,,1.0,,0.5,1.0,1.0,1.0,,1.0,1.0,0.519675,,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629674,1610612738,Neemias Queta,Neemias Queta,1629674,BOS,623.0,10.0,8.0,22.0,22.0,12.0,,1.0,44.0,,,,,,2.0,13.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,12.0,,,,0.5,0.5,,8.695652173913043,,,0.07142857142857142,,,,,,,,,,0.5,,0.6234500000000001,0.3804,,0.5454545454545454,1.0,1.0,,1.0,,1.0,2.0,,,,,1.0,,,2.0,,,,1.0,,,,,1.0,1.0,,0.5,,,,,,0.14285714285714285,,,,0.2,0.5,1.0,1.0,1.0,0.5,,,,,,,,,3.3000000000000003,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641775,1610612738,Jordan Walsh,Jordan Walsh,1641775,BOS,679.0,11.0,6.0,23.0,24.0,13.0,2.0,1.0,47.0,,1.0,1.0,,1.0,2.0,15.0,1.0,,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,13.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.5,,,0.14285714285714285,,,,,0.3333333333333333,,,,0.5,0.6666666666666666,,0.4530166666666666,0.520325,28.0,0.5652173913043478,1.0,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,,2.0,,2.0,,,2.0,,,,2.0,,,,0.5,,,0.5,,0.5,0.2857142857142857,,,,0.2,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3184,,,,1.0,5.75,,,1.0,1.0,,1.0,,,,,1.0,,,,,0.5,1.0,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630214,1610612738,Xavier Tillman,Xavier Tillman,1630214,BOS,426.0,7.0,3.0,12.0,12.0,,,2.0,24.0,,,,,,2.0,13.0,,,,,,1.0,,3.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,6.666666666666667,,,0.25,,,,,,,,,,,,0.3407,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,0.5,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
