EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,LostBallTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,PenaltyTurnovers,OffFTReboundPct,OffCorner3ReboundPct,Offensive Fouls Drawn,Transition Take Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,DefensiveGoaltends,BlockedShortMidRange,on
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,8072.0,135,-39.0,267,267,95.0,72.0,21.0,534,9.0,17.0,1.0,1.0,3.0,5.0,5.0,8.0,3.0,7.0,1.0,7.0,17.0,1.0,2.0,17.0,32.0,7.0,18.0,28.0,83.0,332.0,1.0,2.0,2.0,4.0,6.0,13.0,1.0,2.0,15.0,30.0,18.0,16.0,12.0,9.0,2.0,17.0,7.0,5.0,11.0,9.0,20.0,6.0,3.0,9.0,2.0,49.0,1.0,7.0,2.0,9.0,1.0,10.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,6.0,3.0,7.0,3.0,13.0,1.0,2.0,1.0,22.0,3.0,29.0,1.0,1.0,9.0,6.0,1.0,30.0,95.0,2.0,5.0,0.5294117647058824,0.5625,0.5714285714285714,0.3888888888888889,0.5,0.3888888888888889,0.53125,0.5,0.46153846153846156,0.55,0.5,0.5,0.640625,0.6666666666666666,0.6590909090909091,0.36,0.15625,0.23529411764705882,0.125,24.22145328719723,0.14285714285714285,0.03389830508474576,0.12727272727272726,0.02127659574468085,0.07894736842105263,0.008620689655172414,0.02631578947368421,0.038461538461538464,0.04,0.15789473684210525,0.058823529411764705,0.047619047619047616,0.34,0.5294117647058824,0.6923076923076923,0.2222222222222222,0.16,0.625,0.7142857142857143,0.8,0.14,0.42857142857142855,0.42857142857142855,1.0,0.02,0.34,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.5,1.0,0.3333333333333333,0.6,0.13333333333333333,0.5,0.7,0.4117647058823529,0.546632,0.3989,0.52267,0.15517241379310345,0.225,0.04819277108433735,0.3614457831325301,7.86875,25.65555555555556,0.35580524344569286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626220,1610612756,Royce O'Neale,Royce O'Neale,1626220,PHX,4581.0,76,-38.0,148,152,48.0,51.0,16.0,300,,3.0,,1.0,,2.0,1.0,1.0,,,2.0,4.0,11.0,1.0,3.0,1.0,4.0,5.0,13.0,,17.0,193.0,,1.0,,3.0,,2.0,2.0,4.0,,6.0,2.0,,15.0,,,10.0,4.0,,2.0,1.0,3.0,1.0,,,1.0,7.0,1.0,4.0,4.0,9.0,2.0,11.0,,1.0,1.0,,2.0,,,,,2.0,4.0,8.0,,1.0,,1.0,,,,,,,,6.0,48.0,2.0,,1.0,1.0,1.0,0.38461538461538464,0.5,0.4166666666666667,0.25,,,0.5,0.75,0.5,0.5,0.75,0.5,0.7647058823529411,,,,11.44578313253012,1.0,0.13333333333333333,0.10256410256410256,0.030303030303030304,0.11594202898550725,0.028169014084507043,0.041666666666666664,0.06666666666666667,0.16666666666666666,0.0967741935483871,0.125,,0.17647058823529413,,,,0.058823529411764705,1.0,1.0,1.0,,,,,0.11764705882352941,0.6470588235294118,0.36363636363636365,0.36363636363636365,1.0,0.5,,0.3333333333333333,,0.5,0.3333333333333333,0.9411764705882353,0.4,0.532159375,0.58605,0.6029199999999999,,,0.17647058823529413,0.35294117647058826,3.625,27.407692307692304,0.32432432432432434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.02631578947368421,0.125,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1628960,1610612756,Grayson Allen,Grayson Allen,1628960,PHX,2394.0,40,,77,78,15.0,10.0,6.0,155,,,,,,,,,,,1.0,,4.0,,1.0,,,1.0,5.0,4.0,7.0,86.0,,,2.0,2.0,,,,1.0,4.0,4.0,,,3.0,,,4.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,3.0,3.0,6.0,2.0,8.0,,1.0,,1.0,2.0,,1.0,1.0,,3.0,1.0,4.0,,,1.0,3.0,,4.0,,,1.0,1.0,,4.0,15.0,,1.0,,,1.0,0.2,,0.2,,,,0.3,,,0.5,1.0,0.6666666666666666,1.0,,,,11.764705882352942,0.6666666666666666,0.13636363636363635,0.16666666666666666,0.08333333333333333,0.15,0.03125,,0.14285714285714285,0.14285714285714285,0.21428571428571427,,,,,,,,,,,,,,,0.2,0.8,,,,,,,,1.0,,1.0,,0.55428,,0.55365,0.16666666666666666,1.0,0.2857142857142857,0.5714285714285714,,24.96,0.19480519480519481,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True
201142,1610612756,Kevin Durant,Kevin Durant,201142,PHX,8233.0,137,-63.0,268,269,93.0,75.0,20.0,537,7.0,12.0,,,3.0,3.0,9.0,18.0,8.0,16.0,4.0,3.0,8.0,1.0,3.0,24.0,46.0,5.0,12.0,22.0,85.0,356.0,,1.0,,,7.0,10.0,1.0,3.0,15.0,32.0,14.0,34.0,12.0,3.0,,8.0,3.0,,8.0,3.0,11.0,3.0,,5.0,2.0,25.0,1.0,10.0,9.0,20.0,1.0,21.0,,2.0,2.0,,5.0,,3.0,3.0,3.0,8.0,4.0,5.0,,,,23.0,,27.0,2.0,,11.0,4.0,,32.0,93.0,1.0,3.0,0.2916666666666667,0.2916666666666667,0.8,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5217391304347826,,0.7,0.5431034482758621,,0.6538461538461539,0.5985915492957746,,0.7272727272727273,0.20689655172413793,,,,26.98961937716263,0.625,0.15,0.17857142857142858,0.02040816326530612,0.16379310344827586,0.008695652173913044,0.02631578947368421,0.2,0.07692307692307693,0.15384615384615385,0.23529411764705882,,0.20689655172413793,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.3103448275862069,0.5,0.5,0.2222222222222222,0.27586206896551724,0.5,0.5,0.125,0.06896551724137931,0.13793103448275862,0.375,0.375,0.6666666666666666,,,0.23076923076923078,1.0,0.23076923076923078,0.3333333333333333,0.41379310344827586,0.375,0.5173362068965517,0.5099,0.5442192307692307,0.16417910447761194,0.2,,0.3764705882352941,10.393478260869564,25.49166666666667,0.34701492537313433,2.0,,,,,,,,1.0,,1.0,2.0,,,0.25,,,0.2222222222222222,0.5,0.5,1.0,,,,,,,4.0,,,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True
203078,1610612756,Bradley Beal,Bradley Beal,203078,PHX,9250.0,154,-51.0,302,303,101.0,84.0,25.0,605,11.0,17.0,3.0,4.0,2.0,4.0,4.0,13.0,1.0,6.0,8.0,7.0,15.0,5.0,9.0,16.0,36.0,10.0,23.0,4.0,66.0,383.0,3.0,5.0,2.0,11.0,3.0,9.0,6.0,11.0,,24.0,12.0,20.0,21.0,9.0,4.0,15.0,7.0,1.0,11.0,7.0,18.0,6.0,1.0,6.0,3.0,43.0,1.0,2.0,3.0,5.0,6.0,11.0,3.0,3.0,,3.0,8.0,,6.0,5.0,2.0,13.0,9.0,15.0,,1.0,1.0,6.0,,5.0,1.0,,3.0,,,24.0,101.0,3.0,,0.375,0.42857142857142855,0.7,0.43478260869565216,0.5454545454545454,0.43478260869565216,0.4444444444444444,0.6,0.3333333333333333,0.5254237288135594,0.6428571428571429,0.6,0.5409836065573771,0.6875,0.6,0.3898305084745763,0.027777777777777776,,0.07692307692307693,22.424242424242426,0.6153846153846154,0.04411764705882353,0.030303030303030304,0.019230769230769232,0.03731343283582089,0.03816793893129771,,,0.06666666666666667,0.02040816326530612,0.058823529411764705,0.09375,0.288135593220339,0.6470588235294118,0.6470588235294118,0.45454545454545453,0.22033898305084745,0.3076923076923077,0.3333333333333333,0.25,0.1016949152542373,0.16666666666666666,0.16666666666666666,,0.13559322033898305,0.2542372881355932,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.75,0.2,0.5,0.45,0.5555555555555556,0.6779661016949152,0.4666666666666667,0.5381889830508475,0.5287499999999999,0.5322799999999999,0.04918032786885246,0.07894736842105263,0.16666666666666666,0.36363636363636365,6.786111111111111,25.073913043478257,0.3344370860927152,3.0,1.0,2.0,,,1.0,2.0,,2.0,4.0,,2.0,,0.5,,0.05063291139240506,0.058823529411764705,0.1111111111111111,0.375,0.375,1.0,,,,0.1,0.5,1.0,6.0,0.14285714285714285,0.08333333333333333,2.0,,1.0,1.0,,1.0,,,1.0,2.0,2.0,0.03125,0.06666666666666667,0.2857142857142857,0.5,1.0,,,,,,,,True
1629006,1610612756,Josh Okogie,Josh Okogie,1629006,PHX,719.0,12,2.0,23,22,16.0,13.0,1.0,45,2.0,2.0,,,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,10.0,30.0,,,,,1.0,1.0,1.0,2.0,2.0,7.0,4.0,,3.0,,,2.0,1.0,,,1.0,1.0,,1.0,,,3.0,,,2.0,2.0,,2.0,,,,,,,,1.0,,1.0,1.0,5.0,,,1.0,2.0,,4.0,,,2.0,,,7.0,16.0,1.0,,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,1.0,0.875,,0.8333333333333334,0.8333333333333334,,0.875,0.5,,,,29.166666666666668,,0.2857142857142857,,,0.2222222222222222,,,,0.3333333333333333,,,,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,0.5,0.5,1.0,,,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.5,0.632225,,0.5668333333333333,0.3333333333333333,0.5,,0.7,1.15,27.35,0.6956521739130435,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201569,1610612756,Eric Gordon,Eric Gordon,201569,PHX,5301.0,88,-20.0,175,174,77.0,65.0,14.0,349,2.0,5.0,1.0,1.0,1.0,3.0,,3.0,,,2.0,5.0,9.0,2.0,4.0,2.0,8.0,5.0,11.0,7.0,26.0,227.0,1.0,2.0,,2.0,1.0,3.0,2.0,6.0,3.0,11.0,2.0,2.0,12.0,3.0,,9.0,5.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,,12.0,,4.0,1.0,5.0,1.0,6.0,1.0,5.0,3.0,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,4.0,,,,9.0,1.0,8.0,,,2.0,2.0,,11.0,77.0,,2.0,0.5,0.5,0.8,0.45454545454545453,0.3333333333333333,0.45454545454545453,0.25,0.5,0.3333333333333333,0.5,0.5,0.4444444444444444,0.5652173913043478,0.5,0.5,0.5789473684210527,0.125,0.2,,14.0625,0.5,0.03225806451612903,0.09302325581395349,,0.06756756756756757,0.015151515151515152,,0.08333333333333333,,0.12121212121212122,,0.09090909090909091,0.2631578947368421,0.4,0.5,0.5,0.15789473684210525,,,,,,,,0.10526315789473684,0.47368421052631576,0.5555555555555556,0.5555555555555556,0.8,0.5,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.8421052631578947,0.5555555555555556,0.5767763157894737,0.60565,0.6032444444444445,0.09523809523809523,0.2,0.07692307692307693,0.4230769230769231,5.3375,26.563636363636363,0.44,,,2.0,,,,,,,1.0,,,,,,0.023809523809523808,,,,,,,,,0.2222222222222222,,,2.0,,,,,,,,1.0,,,,,,,0.0625,,,,1.0,1.0,1.0,1.0,,,,True
1629234,1610612756,Drew Eubanks,Drew Eubanks,1629234,PHX,1395.0,23,-5.0,51,48,32.0,19.0,3.0,99,5.0,6.0,1.0,1.0,4.0,4.0,,2.0,,,,,,,,5.0,8.0,,,,10.0,56.0,1.0,1.0,,2.0,4.0,5.0,,,,8.0,10.0,,,,,,,1.0,,,,,,,,,,2.0,1.0,3.0,,3.0,,2.0,,2.0,,1.0,,1.0,,1.0,2.0,4.0,,1.0,,1.0,,,,,,,,8.0,32.0,1.0,,1.0,1.0,,,,,0.625,1.0,0.8,0.625,1.0,0.8,0.625,1.0,0.8,,0.125,,0.5,16.666666666666664,,0.09090909090909091,0.2222222222222222,,0.15,,,,,,0.4,,0.75,0.8333333333333334,0.8333333333333334,1.0,0.25,,,,,,,,,,,,,1.0,1.0,0.8,1.0,,,0.75,,0.621825,0.3948,0.6346400000000001,,,0.2,0.8,3.6625,,0.6274509803921569,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,True
203994,1610612756,Jusuf Nurkic,Jusuf Nurkic,203994,PHX,5723.0,95,-37.0,182,186,28.0,31.0,18.0,368,9.0,15.0,2.0,4.0,,1.0,2.0,6.0,,1.0,,,2.0,,,11.0,22.0,,2.0,4.0,26.0,230.0,3.0,5.0,3.0,9.0,,1.0,,,,,20.0,2.0,,,2.0,2.0,,,6.0,2.0,8.0,1.0,1.0,5.0,1.0,18.0,4.0,8.0,10.0,18.0,11.0,29.0,4.0,6.0,6.0,,4.0,2.0,3.0,2.0,,6.0,10.0,13.0,,,,9.0,2.0,8.0,,,4.0,,1.0,,28.0,,,0.9090909090909091,1.0,,,,,0.5,0.6,,0.4583333333333333,0.5,,0.4642857142857143,0.5,,0.08333333333333333,,,,16.748768472906406,0.6666666666666666,0.20408163265306123,0.20512820512820512,0.11764705882352941,0.20454545454545456,0.125,0.1111111111111111,0.2727272727272727,0.17391304347826086,0.15625,0.42857142857142855,0.3076923076923077,0.625,0.6,0.6,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5,0.041666666666666664,,,,,0.08333333333333333,,,,0.6666666666666666,0.5,1.0,,,,0.7083333333333334,,0.5878375,0.5589299999999999,0.5065,0.14285714285714285,0.15384615384615385,0.34615384615384615,,4.0681818181818175,24.95,0.15384615384615385,,,,,1.0,,1.0,,,7.0,,1.0,,,,0.12962962962962962,,,,,,0.16666666666666666,,,,,,,,0.14285714285714285,,,6.0,3.0,,6.0,4.0,0.6666666666666666,,,,0.2631578947368421,0.08695652173913043,,,,,,,1.0,,,3.0,True
1629626,1610612756,Bol Bol,Bol Bol,1629626,PHX,400.0,7,1.0,13,12,,,1.0,25,1.0,1.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,2.0,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,14.285714285714285,,,0.3333333333333333,,0.2,,,,,0.3333333333333333,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.62445,,,,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
