EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,FoulsDrawn,Offensive Fouls Drawn,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,on,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BlockedCorner3,DefensiveGoaltends,FTOffRebounds,Travels,Transition Take Fouls,OffFTReboundPct,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,377.0,6.0,7.0,14,12,6,6,2.0,26,1.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,6,6.25,1.0,0.4325,11.1,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630568,1610612750,Luka Garza,Luka Garza,1630568,MIN,405.0,7.0,7.0,15,13,7,7,2.0,28,1.0,5.0,11.0,,1.0,,3.0,,,7,29.41176470588235,0.2,0.61034,3.34,0.4666666666666667,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.6666666666666666,0.8,1.0,0.5,0.8,1.0,0.5,0.8,1.0,0.5,0.2,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8,0.75,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,0.8,0.6284,0.60215,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631111,1610612750,Wendell Moore Jr.,Wendell Moore Jr.,1631111,MIN,405.0,7.0,7.0,15,13,7,7,2.0,28,1.0,2.0,11.0,,,,,2.0,2.0,7,23.52941176470588,0.25,0.5117625,5.15,0.4666666666666667,1.0,1.0,,,1.0,1.0,1.0,2.0,7.0,,,,1.0,1.0,2.0,,4.0,,,,,,,1.0,2.0,,,1.0,,1.0,0.875,,1.0,0.875,,1.0,,,,,,0.25,1.0,1.0,,1.0,1.0,,,1.0,1.0,0.75,,0.8592,,0.2857142857142857,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.16666666666666666,1.0,0.5,0.5,0.5,0.5,27.6,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631159,1610612750,Leonard Miller,Leonard Miller,1631159,MIN,405.0,7.0,7.0,15,13,7,7,2.0,28,,,11.0,,,,,,,7,5.88235294117647,,0.5238,,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,1.0,,0.5238,,,,1.0,,1.0,,1.0,,1.0,3.0,,,1.0,0.5,0.3333333333333333,,1.0,,,,24.9,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631169,1610612750,Josh Minott,Josh Minott,1631169,MIN,405.0,7.0,7.0,15,13,7,7,2.0,28,1.0,1.0,11.0,1.0,1.0,1.0,2.0,,,7,17.64705882352941,0.3333333333333333,0.45811666666666667,5.9,0.4666666666666667,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,0.5,,1.5,0.5,,1.5,,,,,,,,,,,,,,,,0.6666666666666666,,0.48195,,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,0.5,0.5,0.6666666666666666,,,,0.6666666666666666,0.5,0.5,0.5,25.7,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,28.0,,,1,1,1,1,,2,,,,,,,,,,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,31307.0,522.0,18.0,1003,993,249,221,118.0,1996,69.0,149.0,1138.0,32.0,42.0,27.0,94.0,21.0,55.0,247,25.21891418563923,0.2974137931034483,0.5349640692640694,5.489932885906041,0.24825523429710866,45.0,69.0,16.0,25.0,10.0,15.0,28.0,78.0,305.0,20.0,40.0,48.0,14.0,25.0,64.0,102.0,54.0,22.0,19.0,10.0,3.0,23.0,35.0,144.0,64.0,0.6538461538461539,0.7611940298507462,0.5234899328859061,0.5,0.56,0.5301724137931034,0.4673913043478261,0.5104166666666666,0.578544061302682,0.4897959183673469,0.5714285714285714,0.12751677852348994,0.07246376811594203,0.08518518518518518,0.07231404958677685,0.078125,0.2974137931034483,0.6521739130434783,0.703125,0.6222222222222222,0.4057971014492754,0.5,0.5434782608695652,0.64,0.3125,0.6666666666666666,0.6551724137931034,0.5373567567567568,0.5417893617021277,0.15737704918032788,0.2098360655737705,23.0,62.0,30.0,83.0,,61.0,23.0,55.0,109.0,0.3614457831325301,0.36585365853658536,0.3577586206896552,0.2140077821011673,0.2210065645514223,0.25316455696202533,0.2672413793103448,0.3709677419354839,0.3770491803278688,0.3770491803278688,26.262650602409636,17.0,23.0,12.0,46.0,8.0,0.42105263157894735,0.23,0.056074766355140186,0.055944055944055944,0.1721311475409836,0.21818181818181817,0.3541666666666667,5.0,7.0,90.0,60.0,2.0,1.0,0.30434782608695654,1.0,0.29411764705882354,False,5.0,11.0,7.0,21.0,2.0,2.0,6.0,1.0,4.0,59.0,1.0,6.0,5.0,15.0,1.0,2.0,7.0,3.0,2.0,8.0,12.0,7.0,5.0,13.0,2.0,9.0,14.0,1.0,4.0,27.0,1.0,11.0,3.0,5.0,5.0,1.0,1.0,69.0,8.0,3.0,31.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,6.0,0.16666666666666666,0.024096385542168676,0.18840579710144928,0.09090909090909091,0.047619047619047616,0.016129032258064516,0.48148148148148145,0.09174311926605505,0.09090909090909091,0.056338028169014086,0.25,0.23448275862068965,0.07920792079207921,0.3333333333333333,0.7142857142857143,0.04741379310344827,0.45454545454545453,0.5,0.6,0.09051724137931035,0.3333333333333333,0.35,1.0,0.25,0.043478260869565216,0.08695652173913043,0.25,1.0,0.125,0.3333333333333333,0.12156862745098039,0.18023255813953487,,,,,,,,,,,,,,,,,
1628420,1610612750,Monte Morris,Monte Morris,1628420,MIN,4004.0,67.0,2.0,137,137,50,61,16.0,274,5.0,16.0,127.0,7.0,9.0,3.0,20.0,3.0,6.0,50,19.745222929936304,0.16666666666666666,0.51125,11.04375,0.36496350364963503,3.0,4.0,,,2.0,2.0,3.0,8.0,21.0,,,,3.0,7.0,8.0,10.0,6.0,,,2.0,2.0,1.0,1.0,6.0,8.0,0.625,0.625,0.5,,0.42857142857142855,0.31666666666666665,,0.25,0.3387096774193548,,0.3076923076923077,,,0.030303030303030304,0.014084507042253521,,0.13333333333333333,0.75,0.75,0.6666666666666666,0.6,0.6,,,0.16666666666666666,1.0,0.6,,0.5143875,,0.38095238095238093,1.0,10.0,1.0,14.0,,10.0,1.0,3.0,5.0,0.07142857142857142,0.07142857142857142,0.4666666666666667,0.07692307692307693,0.0847457627118644,,0.3333333333333333,0.1,0.1,0.1,24.77142857142857,4.0,5.0,,2.0,,,0.1,,,0.11764705882352941,0.16666666666666666,0.3333333333333333,,,3.0,3.0,,1.0,,1.0,,False,2.0,7.0,,4.0,,,1.0,,,2.0,,,,2.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,0.07142857142857142,,,0.1111111111111111,0.07142857142857142,0.05,,0.3333333333333333,0.23333333333333334,0.2857142857142857,0.2857142857142857,1.0,0.13333333333333333,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,22623.0,377.0,8.0,736,739,273,278,85.0,1475,9.0,31.0,840.0,25.0,37.0,16.0,86.0,16.0,24.0,273,15.669856459330145,0.08035714285714286,0.5525709821428572,6.245161290322581,0.37092391304347827,10.0,17.0,1.0,2.0,5.0,8.0,4.0,17.0,116.0,2.0,3.0,10.0,9.0,16.0,52.0,18.0,16.0,2.0,4.0,12.0,8.0,1.0,5.0,28.0,52.0,0.5294117647058824,0.5625,0.5483870967741935,0.6666666666666666,0.5625,0.4732142857142857,0.5555555555555556,0.5232558139534884,0.5,0.5555555555555556,0.5652173913043478,0.12903225806451613,0.11764705882352941,0.005747126436781609,0.01483679525222552,0.013333333333333334,0.15178571428571427,0.5882352941176471,0.6666666666666666,0.6,0.4444444444444444,0.5,0.2222222222222222,0.5,0.18604651162790697,0.625,0.875,0.5276625,0.5259069767441861,0.08620689655172414,0.4482758620689655,11.0,47.0,24.0,81.0,6.0,47.0,11.0,14.0,23.0,0.2962962962962963,0.2962962962962963,0.7232142857142857,0.07608695652173914,0.07516339869281045,0.09333333333333334,0.41964285714285715,0.23404255319148937,0.24444444444444444,0.23404255319148937,24.723456790123453,16.0,27.0,4.0,9.0,,,0.07377049180327869,0.024539877300613498,0.03636363636363636,0.056338028169014086,0.0625,0.37209302325581395,4.0,9.0,66.0,14.0,4.0,0.9166666666666666,0.3333333333333333,0.8181818181818182,0.25,False,3.0,5.0,13.0,34.0,2.0,5.0,11.0,,4.0,10.0,2.0,6.0,,7.0,,2.0,4.0,8.0,1.0,,10.0,8.0,2.0,10.0,2.0,7.0,5.0,1.0,3.0,15.0,2.0,7.0,,1.0,1.0,,,10.0,2.0,,4.0,2.0,6.0,3.0,7.0,5.0,,4.0,2.0,0.3333333333333333,0.024691358024691357,0.1111111111111111,0.2,,0.0425531914893617,0.6666666666666666,,,,0.07894736842105263,0.07777777777777778,,0.7142857142857143,0.5,0.044642857142857144,0.6,0.75,0.3333333333333333,0.30357142857142855,0.38235294117647056,0.38235294117647056,1.0,,0.2222222222222222,0.4444444444444444,,,0.2558139534883721,0.45454545454545453,0.03508771929824561,0.12121212121212122,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,21638.0,361.0,-23.0,694,695,249,241,77.0,1389,30.0,73.0,812.0,4.0,16.0,2.0,44.0,19.0,32.0,248,21.794871794871796,0.2112676056338028,0.552018309859155,4.1,0.35878962536023057,28.0,42.0,5.0,5.0,7.0,13.0,12.0,40.0,177.0,5.0,6.0,15.0,12.0,25.0,45.0,58.0,22.0,8.0,4.0,12.0,6.0,3.0,9.0,59.0,45.0,0.725,0.8055555555555556,0.547945205479452,0.8333333333333334,0.48,0.545774647887324,0.65,0.4186046511627907,0.5673076923076923,0.6818181818181818,0.46875,0.0547945205479452,0.07142857142857142,0.019736842105263157,0.028481012658227847,0.013513513513513514,0.29577464788732394,0.6666666666666666,0.717948717948718,0.75,0.4,0.41379310344827586,0.5,1.0,0.3023255813953488,0.5384615384615384,0.7816901408450704,0.52745,0.5254127906976744,0.0847457627118644,0.2542372881355932,17.0,43.0,25.0,69.0,,43.0,17.0,29.0,50.0,0.36231884057971014,0.36231884057971014,0.4859154929577465,0.17682926829268292,0.1598639455782313,0.0847457627118644,0.3028169014084507,0.3953488372093023,0.3953488372093023,0.3953488372093023,24.921739130434787,10.0,18.0,6.0,18.0,3.0,0.15789473684210525,0.13846153846153847,0.036585365853658534,0.02830188679245283,0.22857142857142856,0.21052631578947367,0.23255813953488372,2.0,4.0,75.0,28.0,2.0,1.0,0.2222222222222222,1.0,0.2,False,,1.0,8.0,26.0,,2.0,8.0,1.0,4.0,22.0,1.0,4.0,2.0,9.0,,,6.0,2.0,,2.0,8.0,2.0,6.0,11.0,1.0,4.0,3.0,,7.0,14.0,1.0,3.0,1.0,1.0,,,2.0,31.0,3.0,,17.0,,10.0,5.0,12.0,6.0,,4.0,,0.25,,0.03333333333333333,,,,0.7857142857142857,0.03125,,0.05172413793103448,0.22857142857142856,0.10869565217391304,0.027777777777777776,0.5,0.6666666666666666,0.007042253521126761,,,,0.18309859154929578,0.3076923076923077,0.3076923076923077,1.0,0.2,,0.4,0.25,1.0,0.18604651162790697,0.25,0.10897435897435898,0.19540229885057472,,2.0,1.0,5.0,,,1.0,1.0,2.0,,,,,,,,
