EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,ShootingFouls,DefFTReboundPct,PenaltyArc3FGA,PtsAssisted3s,Fg3aBlocked,AtRimAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,OffensiveGoaltends,Assisted3sPct,FG3APctBlocked,Corner3PctBlocked,Arc3PctAssisted,PenaltyArc3Frequency,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,PtsPutbacks,Corner3Assists,LostBallSteals,BadPassTurnovers,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,BlockedAtRim,Charge Fouls Drawn,on,SecondChanceCorner3FGA,SecondChanceFtPoints,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,OffFTReboundPct,Arc3PctBlocked,SecondChanceAtRimPctAssisted,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,2592.0,43,13.0,86,85,33.0,37.0,9.0,171,6.0,10.0,1.0,2.0,2.0,7.0,13.0,1.0,6.0,1.0,1.0,1.0,2.0,14.0,29.0,1.0,3.0,8.0,39.0,75,1.0,3.0,2.0,5.0,9.0,1.0,3.0,13.0,4.0,24.0,3.0,2.0,1.0,2.0,4.0,3.0,7.0,3.0,3.0,1.0,17.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,10.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,13.0,33.0,1.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.4827586206896552,0.3333333333333333,0.5555555555555556,0.484375,0.3333333333333333,0.5,0.5131578947368421,0.3333333333333333,0.5416666666666666,0.09375,0.06896551724137931,0.1,0.16666666666666666,42.5531914893617,0.5,0.15789473684210525,0.038461538461538464,0.08695652173913043,0.11904761904761904,0.023255813953488372,0.14285714285714285,0.2,0.25,0.14285714285714285,0.3125,0.6,0.6666666666666666,0.16666666666666666,0.40625,0.5384615384615384,0.5384615384615384,0.14285714285714285,0.1875,0.16666666666666666,0.2,0.03125,0.0625,0.5,0.5,0.3333333333333333,0.2,1.0,0.1,0.40625,0.5,0.5129718750000001,0.4422333333333333,0.48373499999999997,0.13513513513513514,0.14705882352941177,0.05128205128205128,0.3333333333333333,8.055172413793104,24.76666666666667,0.38372093023255816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,514.0,9,-5.0,14,16,,9.0,2.0,30,1.0,1.0,,,,,,,,2.0,,,,1.0,1.0,,2.0,,2.0,19,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,3.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.6666666666666666,,,,18.75,,0.25,,0.3333333333333333,0.2857142857142857,,,1.0,,0.5,0.3333333333333333,1.0,1.0,1.0,,,,,,,,0.6666666666666666,,,,,,,,1.0,,0.6376666666666667,,,,,,,1.3,22.6,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,1493.0,25,1.0,51,49,22.0,24.0,6.0,100,,,,,,,1.0,,,1.0,,2.0,6.0,,1.0,2.0,7.0,2.0,8.0,45,,,,,,3.0,2.0,2.0,,,,6.0,2.0,,1.0,1.0,2.0,1.0,,,5.0,1.0,2.0,,2.0,1.0,3.0,,2.0,,2.0,2.0,2.0,,,2.0,,2.0,,1.0,,,,2.0,22.0,1.0,,,0.2857142857142857,0.2857142857142857,,,,0.375,,,0.4444444444444444,,0.25,0.875,,,,19.29824561403509,,,0.07692307692307693,0.125,0.08,0.038461538461538464,0.25,,,0.18181818181818182,,,,,0.125,,,,,,,0.125,0.75,0.3333333333333333,0.3333333333333333,,,,,0.875,0.3333333333333333,0.54929375,,0.56475,,,,0.25,7.2,24.82857142857143,0.43137254901960786,,1.0,,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,2161.0,36,22.0,74,72,26.0,33.0,7.0,146,,,,,,,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,4.0,6.0,,14.0,56,,,3.0,1.0,1.0,3.0,,8.0,2.0,,,5.0,3.0,,1.0,,1.0,,1.0,,2.0,,4.0,2.0,6.0,,6.0,,,,,,3.0,,,3.0,2.0,,,,,,,8.0,26.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,1.0,0.7777777777777778,1.5,1.0,0.7777777777777778,1.5,1.0,0.6666666666666666,,,,11.25,,0.125,,0.19047619047619047,0.16216216216216217,,,,,0.07692307692307693,,,,,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,0.1111111111111111,0.5555555555555556,0.6,0.6,,,,0.25,0.6666666666666666,0.6,0.4614777777777779,0.41115,0.4672625,,,0.21428571428571427,0.5714285714285714,13.799999999999999,26.216666666666665,0.35135135135135137,,3.0,,2.0,12.0,,,1.0,1.0,,,,1.0,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.4,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202330,1610612760,Gordon Hayward,Gordon Hayward,202330,OKC,2755.0,46,16.0,92,90,33.0,37.0,9.0,182,,1.0,1.0,,,,1.0,,1.0,,,,,,3.0,,,,,80,,1.0,,,1.0,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,,8.0,1.0,8.0,4.0,12.0,1.0,13.0,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,33.0,,,,,,,,,,,,,,,,,,,3.0,,0.2,0.037037037037037035,0.32,0.26666666666666666,0.022727272727272728,,0.3333333333333333,,0.3125,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,1.0,,,,0.3333333333333333,,0.49756666666666666,0.5955,0.4316,,,,,8.033333333333333,,0.358695652173913,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631114,1610612760,Jalen Williams,Jalen Williams,1631114,OKC,730.0,12,16.0,25,24,9.0,8.0,2.0,49,1.0,3.0,1.0,,1.0,1.0,2.0,,,,,2.0,4.0,2.0,5.0,2.0,4.0,,10.0,18,1.0,1.0,2.0,1.0,2.0,,,2.0,2.0,2.0,,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,10.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,2.0,9.0,,0.5,1.0,0.5,0.5,0.4,1.0,0.5,0.5555555555555556,1.0,0.5,0.5555555555555556,1.0,0.5,0.4444444444444444,0.4,0.3333333333333333,,34.48275862068966,1.0,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.23076923076923078,0.1,,0.25,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,,0.2222222222222222,0.5,1.0,1.0,,,,,0.4444444444444444,0.5,0.5,1.0,0.5,,,0.7777777777777778,0.5,0.5653444444444444,0.8016,0.49605,,,0.2,0.2,3.44,25.549999999999997,0.36,,,,,6.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,1209.0,20,13.0,39,40,9.0,12.0,3.0,79,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,3.0,35,1.0,1.0,2.0,,,,,,,2.0,,,,,2.0,1.0,3.0,1.0,,1.0,7.0,1.0,,1.0,1.0,2.0,3.0,,,,,,1.0,,,1.0,,2.0,1.0,,,,,,9.0,,,,,,1.0,1.0,,0.5,1.0,,0.5,1.0,,0.5,,,,7.317073170731708,,0.09090909090909091,0.07142857142857142,,0.05,0.1111111111111111,,,0.2,,0.5,1.0,1.0,,,,,,,,,0.5,,,,1.0,,,,1.0,,0.6205499999999999,0.6261,,0.3333333333333333,0.5,0.6666666666666666,,1.2,23.1,0.23076923076923078,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,1.0,2.0,,,,,1.0,1.0,0.25,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631096,1610612760,Chet Holmgren,Chet Holmgren,1631096,OKC,1003.0,17,7.0,35,30,18.0,16.0,4.0,65,2.0,2.0,,,,2.0,3.0,,1.0,,,,1.0,4.0,6.0,,1.0,3.0,11.0,33,,,,1.0,1.0,1.0,2.0,4.0,8.0,,,1.0,,,1.0,,1.0,,,,2.0,,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,,2.0,,4.0,2.0,,3.0,,3.0,4.0,18.0,,1.0,1.0,,,0.6666666666666666,,1.0,0.5714285714285714,,0.5,0.6111111111111112,,0.6666666666666666,0.14285714285714285,,,,27.77777777777778,1.0,0.16666666666666666,,0.125,0.14285714285714285,,,,,0.3333333333333333,0.2857142857142857,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,,0.14285714285714285,,,,,,,0.42857142857142855,,0.5315928571428572,,0.412675,0.2222222222222222,0.25,,0.36363636363636365,8.200000000000001,27.0,0.5142857142857142,,1.0,,1.0,,,1.0,,,,,,,,,,0.5,,,,1.0,,,1.0,,,,0.5,,,,,,1.0,,,,,2.0,,0.6666666666666666,,,,,,,,,,,3.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631119,1610612760,Jaylin Williams,Jaylin Williams,1631119,OKC,974.0,16,-5.0,32,34,12.0,9.0,2.0,66,,1.0,,,,1.0,2.0,1.0,1.0,,,1.0,3.0,2.0,4.0,1.0,3.0,,7.0,29,,,,,,,,,4.0,,,3.0,1.0,1.0,,,,,,,,,4.0,1.0,6.0,,6.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,12.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,0.5,,,0.5,,,0.42857142857142855,0.25,1.0,,22.857142857142858,,0.16666666666666666,,0.36363636363636365,0.29411764705882354,,,,0.25,0.375,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,0.5714285714285714,0.3333333333333333,0.4953571428571429,,,,,,,9.375,25.7,0.375,1.0,,1.0,,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,344.0,6,2.0,12,10,3.0,,1.0,22,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,10,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.333333333333334,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.4669,0.4669,0.4669,,,1.0,1.0,4.1,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
