EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG2A,FG3M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg2ptShotDistance,FoulsDrawn,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SecondChanceTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,Charge Fouls Drawn,BlockedAtRim,DefensiveGoaltends,SecondChanceAtRimPctAssisted,Transition Take Fouls Drawn,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Blocked3s,BlockedArc3
1626220,1610612756,Royce O'Neale,Royce O'Neale,1626220,PHX,28.0,1,1,1,1.0,2,1.0,1.0,1.0,1.0,1.0,1,1.0,100.0,1.0,1.0,1.0,0.44535,0.44535,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612756,Bol Bol,Bol Bol,1629626,PHX,165.0,4,4,3,4.0,8,,,,,,3,,,,,,,,,0.75,3.0,5.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629642,1610612756,Nassir Little,Nassir Little,1629642,PHX,165.0,4,4,3,4.0,8,2.0,2.0,2.0,2.0,2.0,3,0.6666666666666666,75.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3555333333333333,0.3555333333333333,27.75,0.75,3.0,5.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,5.0,0.5,0.5,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,0.5,0.5,0.5,0.5,1.0,11.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631223,1610612756,David Roddy,David Roddy,1631223,PHX,165.0,4,4,3,4.0,8,,,,,,3,,,,,,,,,0.75,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201569,1610612756,Eric Gordon,Eric Gordon,201569,PHX,28.0,1,1,1,1.0,2,,,,,,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629006,1610612756,Josh Okogie,Josh Okogie,1629006,PHX,137.0,3,3,2,3.0,6,,,,,,2,,,,,,,,,0.6666666666666666,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629234,1610612756,Drew Eubanks,Drew Eubanks,1629234,PHX,137.0,3,3,2,3.0,6,,,,,,2,,33.333333333333336,,,,0.4254,,,0.6666666666666666,2.0,5.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.1,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,9954.0,327,329,123,103.0,656,19.0,3.0,20.0,3.0,19.0,123,0.3076923076923077,26.836158192090394,0.2923076923076923,0.14285714285714285,0.6615384615384615,0.5548792307692307,0.5240642857142858,25.685000000000002,0.3761467889908257,166.0,-46.0,7.0,12.0,13.0,0.1044776119402985,0.08163265306122448,0.13333333333333333,0.045454545454545456,7.0,13.0,7.0,1.0,25.0,45.0,7.0,110.0,8.0,18.0,1.0,42.0,30.0,9.0,7.0,42.0,0.35,0.3333333333333333,0.35,0.5555555555555556,0.4444444444444444,0.5461538461538461,0.4523809523809524,0.6411764705882353,0.640625,0.2,0.5384615384615384,0.6363636363636364,0.3684210526315789,0.3684210526315789,0.3333333333333333,0.3684210526315789,0.38181818181818183,7.608888888888888,29.0,False,26.0,14.0,23.0,1.0,1.0,4.0,7.0,4.0,9.0,1.0,39.0,411.0,1.0,2.0,4.0,6.0,23.0,20.0,12.0,2.0,7.0,14.0,10.0,24.0,7.0,3.0,12.0,2.0,58.0,1.0,5.0,1.0,1.0,7.0,5.0,2.0,4.0,2.0,2.0,7.0,3.0,2.0,11.0,1.0,5.0,18.0,1.0,2.0,1.0,4.0,41.0,1.0,1.0,12.0,9.0,1.0,1.0,1.0,1.0,3.0,8.0,0.4,0.4166666666666667,0.5714285714285714,0.5,0.5,0.75,0.15555555555555556,0.21739130434782608,0.15384615384615385,0.36363636363636365,0.0625,0.017543859649122806,0.007352941176470588,0.022222222222222223,0.09302325581395349,0.03571428571428571,0.038461538461538464,0.35384615384615387,0.6086956521739131,0.7777777777777778,0.21428571428571427,0.5714285714285714,0.13846153846153847,0.4444444444444444,0.4444444444444444,0.75,0.015384615384615385,0.5714285714285714,0.5,1.0,0.3333333333333333,0.5714285714285714,0.3989,0.15789473684210525,0.21428571428571427,0.05454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220,1610612756,Royce O'Neale,Royce O'Neale,1626220,PHX,6240.0,201,209,74,81.0,410,15.0,6.0,17.0,7.0,14.0,74,0.8095238095238095,10.31390134529148,0.7142857142857143,0.6666666666666666,0.9523809523809523,0.5244275,0.5558125,27.2235294117647,0.3681592039800995,104.0,-46.0,6.0,14.0,19.0,0.12,0.125,0.08108108108108109,0.23076923076923078,1.0,1.0,5.0,2.0,1.0,4.0,6.0,20.0,,2.0,3.0,9.0,,,5.0,9.0,0.35294117647058826,0.42857142857142855,0.375,0.25,,0.47619047619047616,0.5,0.47619047619047616,0.5,0.047619047619047616,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.45,3.625,2.0,False,20.0,,3.0,,1.0,,2.0,,,2.0,,263.0,,1.0,,3.0,,2.0,18.0,,,2.0,2.0,4.0,2.0,,,1.0,10.0,4.0,6.0,5.0,,1.0,1.0,,2.0,,,,,2.0,2.0,,5.0,11.0,,1.0,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,0.5,0.5,,,,1.0,0.13043478260869565,0.09523809523809523,0.056179775280898875,0.12903225806451613,0.10344827586206896,0.15384615384615385,,0.14285714285714285,,,,1.0,,,,,0.09523809523809523,1.0,0.3333333333333333,,0.2222222222222222,,0.52725,,,0.15,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.4,0.02127659574468085,0.1,0.25,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,
1628960,1610612756,Grayson Allen,Grayson Allen,1628960,PHX,2559.0,81,84,18,10.0,165,4.0,1.0,5.0,1.0,4.0,18,1.0,11.235955056179774,0.8,1.0,1.0,0.55428,0.55365,24.96,0.2222222222222222,43.0,-3.0,3.0,6.0,8.0,0.16666666666666666,0.14634146341463414,0.21428571428571427,,,,,,,,1.0,7.0,,,,4.0,,,,4.0,0.2,,0.2,,,0.3,,0.5,0.6666666666666666,,,,,,,,0.5714285714285714,,3.0,False,6.0,,,,,,,,,1.0,4.0,95.0,,,2.0,2.0,4.0,,3.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,3.0,2.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,3.0,1.0,1.0,4.0,,,1.0,,4.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,0.6666666666666666,0.13043478260869565,0.08333333333333333,0.03125,,0.125,0.14285714285714285,,,,,,,,,,,0.2,,,,,,,0.16666666666666666,1.0,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,
