EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,Charge Fouls Drawn,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,Arc3Assists,OffThreePtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,HeaveAttempts,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,FTOffRebounds,LostBallTurnovers,2pt And 1 Free Throw Trips,AtRimPctBlocked,OffFTReboundPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceTurnovers,Travels,Charge Fouls,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations
1627745,1610612739,Damian Jones,Damian Jones,1627745,CLE,130.0,2.0,-3.0,5.0,5,5,1.0,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627777,1610612739,Georges Niang,Georges Niang,1627777,CLE,1716.0,29.0,-19.0,52.0,53,15,7.0,105,60,4.0,2.0,1.0,1.0,4.0,2.0,1.0,7.0,2.0,1.0,6.0,9.0,4.0,6.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,0.16666666666666666,0.06666666666666667,0.17647058823529413,0.6,29.508196721311474,0.5,0.07692307692307693,0.0625,0.14285714285714285,0.1111111111111111,0.03125,0.14285714285714285,0.14285714285714285,0.18181818181818182,0.07692307692307693,0.13333333333333333,0.26666666666666666,0.25,0.25,0.13333333333333333,0.4666666666666667,0.25,0.25,0.5,0.7333333333333333,0.49894999999999995,0.5181166666666667,0.4184,0.11764705882352941,0.25,7.316666666666667,25.599999999999998,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,3082.0,51.0,-23.0,93.0,95,45,10.0,188,106,29.0,,,,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,4.0,,1.0,1.0,,8.0,5.0,6.0,2.0,1.0,13.0,1.0,2.0,2.0,,4.0,1.0,5.0,,,,,,,,3.0,2.0,1.0,,29.0,,0.15,0.18181818181818182,0.9,9.523809523809524,,0.10526315789473684,0.038461538461538464,0.08,0.09090909090909091,0.017857142857142856,0.08333333333333333,,0.1,,,0.1,,,0.1,0.8,,1.0,,0.9,0.511655,,0.48866666666666664,,,13.3,27.18888888888889,0.3118279569892473,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.2,0.2,0.125,0.125,1.0,0.6666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,5226.0,87.0,-32.0,165.0,166,69,18.0,331,189,42.0,7.0,5.0,4.0,9.0,,,,,7.0,16.0,,1.0,15.0,5.0,,3.0,4.0,,7.0,10.0,3.0,1.0,23.0,7.0,5.0,5.0,,10.0,10.0,20.0,1.0,1.0,,2.0,,2.0,5.0,9.0,4.0,2.0,,42.0,0.4375,0.4375,0.4411764705882353,,10.16042780748663,,0.14285714285714285,0.16666666666666666,0.11627906976744186,0.1282051282051282,0.1111111111111111,,0.25,0.12121212121212122,0.16666666666666666,0.4375,0.5625,0.4444444444444444,0.5714285714285714,,,1.0,,,0.4375,0.5224625,0.65056,0.5214,,,4.5625,,0.2545454545454545,,,,,,,3.0,,3.0,,1.0,,,,0.08333333333333333,,,,,,,3.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,10.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,1.0,1.0,0.7142857142857143,0.8333333333333334,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4166666666666667,0.375,0.125,0.2222222222222222,0.0625,0.3333333333333333,0.15384615384615385,0.04878048780487805,0.14285714285714285,0.1,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.75,0.4,0.5,0.6666666666666666,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202694,1610612739,Marcus Morris Sr.,Marcus Morris Sr.,202694,CLE,2950.0,49.0,-12.0,95.0,97,51,9.0,192,101,30.0,2.0,,2.0,3.0,3.0,,7.0,1.0,6.0,12.0,10.0,,18.0,1.0,1.0,4.0,8.0,6.0,1.0,1.0,,,2.0,1.0,6.0,3.0,2.0,11.0,1.0,12.0,,1.0,1.0,1.0,,2.0,3.0,5.0,2.0,,,30.0,0.5,0.4090909090909091,0.4090909090909091,0.45454545454545453,22.641509433962263,0.6666666666666666,0.15,0.038461538461538464,0.23076923076923078,0.1956521739130435,0.019230769230769232,0.1,0.2727272727272727,0.15789473684210525,,0.09090909090909091,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.13636363636363635,0.3181818181818182,,,0.5,0.5454545454545454,0.48398095238095235,0.4171,0.5230666666666667,,,12.216666666666667,27.97,0.3157894736842105,1.0,2.0,2.0,3.0,6.0,1.0,,,1.0,,,1.0,0.2,0.2222222222222222,,,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,0.16666666666666666,1.0,,1.0,1.0,,2.0,2.0,,7.0,4.0,,,,,,,1.0,,1.0,,,,,,,,7.0,,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,0.42857142857142855,,0.5,0.5,,,,,0.14285714285714285,0.1111111111111111,0.3888888888888889,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.5,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,4138.0,69.0,-26.0,130.0,128,58,14.0,258,156,37.0,6.0,2.0,4.0,6.0,1.0,,7.0,1.0,8.0,16.0,8.0,6.0,25.0,3.0,1.0,7.0,12.0,7.0,3.0,4.0,1.0,,9.0,,7.0,4.0,1.0,12.0,2.0,14.0,1.0,2.0,,3.0,2.0,4.0,1.0,3.0,8.0,11.0,5.0,37.0,0.5,0.3958333333333333,0.43103448275862066,0.3333333333333333,22.14765100671141,0.2,0.17391304347826086,,0.21212121212121213,0.19642857142857142,0.013513513513513514,,0.09090909090909091,0.28,0.07142857142857142,0.25,0.25,0.6666666666666666,0.6666666666666666,0.041666666666666664,0.2916666666666667,0.5,,0.25,0.5833333333333334,0.5246708333333333,0.54175,0.5626222222222221,0.17857142857142858,0.25,9.21875,26.0375,0.2846153846153846,1.0,2.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,,0.125,0.125,0.125,0.5,0.14285714285714285,0.14285714285714285,,0.2222222222222222,0.14285714285714285,4.0,1.0,5.0,1.0,,2.0,5.0,3.0,16.0,4.0,,1.0,1.0,1.0,2.0,,2.0,,1.0,,3.0,1.0,2.0,3.0,,,16.0,,1.0,0.25,0.25,0.3333333333333333,0.7142857142857143,0.25,0.7222222222222222,0.25,0.8,0.0625,,0.02631578947368421,,,0.03125,,,,0.6666666666666666,0.8,,0.5,0.5,,0.5555555555555556,0.08,0.64,4.0,,4.0,,,,1.0,,1.0,,,0.5,0.25,0.16666666666666666,,,,,,,0.8,,,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,,,,,,,,True,,,,,,,,,,,,,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,2233.0,37.0,-13.0,73.0,73,24,7.0,146,88,17.0,8.0,1.0,5.0,6.0,,,10.0,,13.0,19.0,10.0,4.0,45.0,2.0,,6.0,16.0,9.0,1.0,1.0,1.0,,2.0,,1.0,3.0,,4.0,,4.0,,,,,,4.0,1.0,1.0,4.0,6.0,2.0,17.0,0.6842105263157895,0.7068965517241379,0.7258064516129032,0.3448275862068966,42.16867469879518,,0.21428571428571427,,0.05,0.11764705882352941,,,,0.058823529411764705,,0.27586206896551724,0.20689655172413793,0.8333333333333334,1.0,,0.3448275862068966,0.5,,,0.6206896551724138,0.4874464285714285,0.8646,0.5297062499999999,0.0967741935483871,0.1,8.268421052631577,29.23,0.2328767123287671,5.0,3.0,5.0,3.0,3.0,5.0,,,,,,0.2,0.5,0.5555555555555556,0.25,0.5,0.5,0.5,0.2,0.3333333333333333,0.5555555555555556,6.0,1.0,4.0,1.0,,2.0,3.0,,9.0,10.0,,1.0,,,,,1.0,,,,,,,,,,9.0,,,0.38461538461538464,0.38461538461538464,0.5,0.5,0.5,0.5,0.5,0.5,0.05263157894736842,0.16666666666666666,,,,,,,,0.75,0.75,0.3333333333333333,0.4,1.0,1.0,0.4444444444444444,0.044444444444444446,0.2,2.0,2.0,5.0,,,,1.0,1.0,4.0,1.0,,0.3333333333333333,1.0,0.1724137931034483,0.4,0.4,0.5,,,,0.5,,,1.0,12.0,,3.0,1.0,,,0.3333333333333333,1.0,0.09090909090909091,,,,,,True,,,,,,,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,2813.0,47.0,-20.0,92.0,89,25,13.0,181,100,24.0,4.0,,3.0,5.0,2.0,1.0,10.0,1.0,7.0,12.0,12.0,4.0,27.0,,2.0,1.0,10.0,10.0,,4.0,,,12.0,,4.0,1.0,,5.0,,5.0,,1.0,1.0,,,2.0,1.0,3.0,4.0,4.0,2.0,24.0,0.5833333333333334,0.4791666666666667,0.5192307692307693,0.5,26.923076923076923,,0.05263157894736842,,0.16,0.11363636363636363,,,,0.10526315789473684,,0.16666666666666666,0.20833333333333334,0.6,0.6,0.08333333333333333,0.4166666666666667,,0.5,0.5,0.6666666666666666,0.49995833333333345,0.4479,0.5413600000000001,0.07692307692307693,0.14285714285714285,7.741666666666667,26.375,0.2608695652173913,3.0,3.0,3.0,4.0,6.0,3.0,4.0,1.0,,,,0.6666666666666666,0.25,0.25,0.1111111111111111,,0.3,0.3,0.6666666666666666,0.6,0.3,3.0,,,,,3.0,,,6.0,4.0,,,3.0,,,,1.0,,,,,,,,,,6.0,1.0,,0.2857142857142857,0.2857142857142857,,,0.75,0.6,0.75,0.6,,,,,,,,0.3333333333333333,,0.75,0.75,0.3333333333333333,0.3333333333333333,,,,0.1111111111111111,0.2222222222222222,,1.0,3.0,,,1.0,2.0,,2.0,2.0,,0.5,1.0,0.125,0.3333333333333333,0.3333333333333333,,,,,,0.2,,2.0,3.0,,,,,,0.6666666666666666,,,1.0,1.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,
1629622,1610612739,Max Strus,Max Strus,1629622,CLE,2123.0,35.0,-12.0,67.0,68,23,6.0,135,89,7.0,3.0,,,,1.0,,5.0,,2.0,3.0,6.0,,13.0,,,,,5.0,,,,,,1.0,2.0,2.0,,4.0,1.0,5.0,,1.0,,1.0,1.0,1.0,2.0,6.0,2.0,,,7.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.6666666666666666,13.333333333333334,,0.125,0.125,0.13333333333333333,0.12903225806451613,0.03571428571428571,,0.16666666666666666,,,0.3333333333333333,,,,0.1111111111111111,0.5555555555555556,,,,1.0,0.6033388888888889,,0.54525,,,1.2333333333333334,25.21666666666667,0.1044776119402985,2.0,1.0,3.0,1.0,9.0,2.0,,,,,,1.0,0.5,0.5,0.125,,0.4,0.4,1.0,1.0,0.4,2.0,,,,,,,,3.0,4.0,,,,,1.0,,,,,,,,,,,,3.0,2.0,,1.0,1.0,,,,1.5,,1.5,,,,,0.25,,,0.5,,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.23076923076923078,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,1542.0,26.0,1.0,46.0,49,25,4.0,95,44,14.0,3.0,,,,,,3.0,1.0,1.0,3.0,3.0,2.0,4.0,,1.0,,,2.0,,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,3.0,2.0,,14.0,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.5,15.384615384615383,,,,0.07692307692307693,0.03571428571428571,,,,0.1111111111111111,,0.5,,,,,0.5,,,1.0,1.0,0.56901,0.50475,,,,2.3000000000000003,33.266666666666666,0.30434782608695654,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,2.0,2.0,2.0,,2.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,0.5,0.6666666666666666,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,0.5,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,
