EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,OpponentPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,Fouls,TwoPtShootingFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,AtRimAssists,DefTwoPtRebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,on,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,Fg2aBlocked,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,StepOutOfBoundsTurnovers,LongMidRangeAssists,FTOffRebounds,Transition Take Fouls,Offensive Fouls Drawn,OffFTReboundPct,PtsUnassisted3s,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Travels,Corner3PctBlocked,SecondChanceCorner3Accuracy,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceCorner3PctAssisted,OffensiveGoaltends
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,74.0,1.0,1,2,2.0,2,2.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1.0,0.25,0.25,1.0,66.66666666666667,1.0,1.0,1.0,0.47865,0.47865,1.0,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,580.0,10.0,3,20,20.0,15,15.0,2.0,40,,,,,,,,,,,,,,15,,,,,4.545454545454546,,,,,,,,0.75,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630527,1610612746,Brandon Boston Jr.,Brandon Boston Jr.,1630527,LAC,580.0,10.0,3,20,20.0,15,15.0,2.0,40,,,,1.0,5.0,,,2.0,,1.0,2.0,,2.0,15,,0.5,0.5,,22.727272727272727,,,0.5,0.535875,0.65445,0.4,,0.75,24.0,1.0,,1.0,2.0,,,,,,0.2,0.1111111111111111,0.25,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.14285714285714285,1.0,0.5,0.5,0.5,0.5,0.25,0.25,1.0,1.0,1.0,0.5,0.2,0.2,0.2,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630538,1610612746,Bones Hyland,Bones Hyland,1630538,LAC,580.0,10.0,3,20,20.0,15,15.0,2.0,40,5.0,4.0,5.0,2.0,9.0,4.0,2.0,9.0,5.0,1.0,2.0,,9.0,15,,0.5625,0.6428571428571429,0.7142857142857143,36.36363636363637,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.46742857142857147,0.45888333333333337,1.0,26.580000000000002,0.75,24.0,,,1.0,1.0,,,,,,,0.1111111111111111,,,,,,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,4.0,2.0,3.0,1.0,8.0,,,,,,1.0,1.0,1.0,0.5,0.5833333333333334,,,,,,,,,0.14285714285714285,0.14285714285714285,1.0,1.0,,,0.125,0.3333333333333333,,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.2,0.25,0.5,1.0,1.0,0.2,0.2,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641738,1610612746,Kobe Brown,Kobe Brown,1641738,LAC,580.0,10.0,3,20,20.0,15,15.0,2.0,40,,,,,,,,,,,,,,15,,,,,,,,,,,,,0.75,24.0,1.0,,1.0,2.0,,,,,,0.2,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628464,1610612746,Daniel Theis,Daniel Theis,1628464,LAC,264.0,4.0,2,9,8.0,9,7.0,,17,1.0,1.0,1.0,,3.0,1.0,,3.0,1.0,,,,3.0,9,,1.5,1.5,1.0,11.11111111111111,1.0,1.0,1.0,0.48105,0.48105,1.0,26.9,1.0,12.0,1.0,,1.0,1.0,,,,,,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612746,P.J. Tucker,P.J. Tucker,200782,LAC,75.0,1.0,-4,2,3.0,2,,,5,,,1.0,,3.0,1.0,,3.0,,,,,3.0,2,,1.5,1.5,1.0,50.0,,,1.0,0.5832,0.5832,1.0,23.9,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612746,Mason Plumlee,Mason Plumlee,203486,LAC,167.0,3.0,4,7,7.0,2,6.0,1.0,14,,,,2.0,6.0,,2.0,4.0,,1.0,2.0,,4.0,2,,1.0,1.0,,37.5,,,0.5,0.58325,0.7278,0.6666666666666666,,0.2857142857142857,5.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.5,1.0,1.0,0.5,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,3.3,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,10649.0,177.0,-23,345,339.0,131,126.0,47.0,684,22.0,9.0,28.0,11.0,76.0,10.0,5.0,29.0,22.0,11.0,13.0,1.0,29.0,128,1.0,0.5757575757575758,0.6041666666666666,0.4666666666666667,18.25,0.36666666666666664,0.4090909090909091,0.7,0.5284000000000001,0.525090909090909,0.3815789473684211,25.36428571428572,0.37971014492753624,402.0,8.0,,14.0,17.0,2.0,1.0,7.0,0.2857142857142857,,0.09876543209876543,0.09333333333333334,0.1016949152542373,4.0,14.0,1.0,7.0,15.0,2.0,3.0,13.0,32.0,3.0,8.0,3.0,12.0,6.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,9.0,20.0,4.0,0.40625,0.25,0.5416666666666666,0.5454545454545454,0.5714285714285714,0.031914893617021274,0.018292682926829267,0.02702702702702703,0.03125,0.23333333333333334,0.2857142857142857,0.2857142857142857,0.25,0.05,0.6666666666666666,0.6666666666666666,0.3181818181818182,0.14285714285714285,0.07692307692307693,0.1111111111111111,0.10526315789473684,6.809374999999999,7.0,11.0,1.0,5.0,13.0,2.0,6.0,39.0,11.0,1.0,,,6.0,1.0,0.4642857142857143,0.6,0.4642857142857143,0.08695652173913043,0.047619047619047616,0.4666666666666667,0.5384615384615384,0.5,0.5,1.0,0.16666666666666666,0.5555555555555556,0.5,,,,0.09090909090909091,2.0,6.0,1.0,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.045454545454545456,1.0,20.0,0.7692307692307693,0.7692307692307693,0.75,False,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.5,0.25,0.4166666666666667,0.0625,0.13333333333333333,0.045454545454545456,0.030303030303030304,0.26666666666666666,0.7142857142857143,1.0,0.5,0.16666666666666666,1.0,1.0,0.5158750000000001,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,11509.0,192.0,-8,362,357.0,92,75.0,44.0,719,,,,13.0,97.0,,2.0,20.0,,23.0,20.0,1.0,20.0,91,1.0,0.6139240506329114,0.625,,21.026894865525673,,,0.5285714285714286,0.5427671428571428,0.6144214285714286,0.20618556701030927,,0.2541436464088398,406.0,21.0,2.0,38.0,56.0,3.0,3.0,8.0,0.375,0.16666666666666666,0.22105263157894736,0.2033898305084746,0.2,24.0,37.0,6.0,10.0,31.0,,2.0,42.0,70.0,1.0,23.0,9.0,14.0,26.0,2.0,6.0,1.0,14.0,12.0,18.0,5.0,13.0,21.0,11.0,0.6,0.6428571428571429,0.6,0.6428571428571429,0.6764705882352942,0.12121212121212122,0.10465116279069768,0.044444444444444446,0.22727272727272727,0.5285714285714286,0.6486486486486487,0.7058823529411765,0.44285714285714284,0.02857142857142857,,,0.7142857142857143,0.6,0.14102564102564102,0.14102564102564102,0.23711340206185566,4.025714285714286,18.0,,,,,,,,,4.0,1.0,2.0,15.0,,,,,0.18292682926829268,0.25,0.5806451612903226,0.6206896551724138,,,,,,,6.0,0.0821917808219178,0.06382978723404255,0.3,,,,,,,,,,,58.0,0.6904761904761905,0.8529411764705882,0.5833333333333334,False,12.0,,,11.0,15.0,,5.0,2.0,5.0,5.0,,5.0,,1.0,2.0,,,3.0,,,,0.7333333333333333,0.7333333333333333,0.07142857142857142,0.06451612903225806,0.2564102564102564,0.14,0.25,0.8333333333333334,,0.8,,,,0.5794333333333334,,8.0,16.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.08108108108108109,0.11538461538461539,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,
