EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Technical Free Throw Trips,Defensive 3 Seconds Violations,Travels,BlockedLongMidRange,on,Charge Fouls Drawn,BlockedCorner3,FTOffRebounds,Transition Take Fouls,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,12717.0,212.0,-22.0,415,416,164.0,151,50.0,831,19.0,31.0,6.0,12.0,8.0,12.0,12.0,29.0,2.0,4.0,7.0,1.0,1.0,8.0,17.0,1.0,4.0,9.0,31.0,62.0,12.0,24.0,26.0,124.0,492.0,8.0,18.0,1.0,16.0,12.0,21.0,5.0,10.0,15.0,54.0,40.0,22.0,36.0,4.0,1.0,16.0,8.0,10.0,1.0,11.0,3.0,14.0,3.0,10.0,1.0,31.0,3.0,9.0,14.0,24.0,6.0,44.0,12.0,56.0,4.0,5.0,4.0,1.0,8.0,1.0,5.0,6.0,3.0,14.0,7.0,8.0,22.0,2.0,2.0,2.0,28.0,1.0,2.0,30.0,2.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,54.0,164.0,3.0,6.0,0.6451612903225806,0.6896551724137931,1.0,0.5,0.5,0.5217391304347826,0.5,0.4444444444444444,0.5714285714285714,0.5697674418604651,0.42105263157894735,0.6290322580645161,0.62,0.42105263157894735,0.6923076923076923,0.27906976744186046,0.041666666666666664,0.16129032258064516,0.0967741935483871,0.20689655172413793,0.5,0.14285714285714285,24.1014799154334,0.5714285714285714,0.6,0.22641509433962265,0.08108108108108109,0.208955223880597,0.03260869565217391,0.21965317919075145,0.059113300492610835,0.0851063829787234,0.07692307692307693,0.08333333333333333,0.03278688524590164,0.03225806451612903,0.2631578947368421,0.23255813953488372,0.16,0.22448979591836735,0.16666666666666666,0.13333333333333333,1.0,0.36046511627906974,0.6129032258064516,0.6785714285714286,0.6842105263157895,0.3372093023255814,0.41379310344827586,0.5217391304347826,0.5833333333333334,0.023255813953488372,0.08139534883720931,0.5714285714285714,0.6666666666666666,1.0,0.19767441860465115,0.47058823529411764,0.47058823529411764,1.0,0.631578947368421,0.5,0.5,0.05263157894736842,0.3870967741935484,0.6666666666666666,0.03225806451612903,1.0,0.2903225806451613,0.4444444444444444,0.6395348837209303,0.5,0.5418488235294119,0.5651714285714285,0.5433666666666668,0.10638297872340426,0.14285714285714285,0.12903225806451613,0.43548387096774194,5.1096774193548375,27.137499999999992,0.39518072289156625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628420,1610612750,Monte Morris,Monte Morris,1628420,MIN,2105.0,35.0,-3.0,74,74,20.0,36,8.0,148,2.0,3.0,,,1.0,1.0,2.0,3.0,1.0,,1.0,,,,7.0,,,2.0,4.0,7.0,,8.0,,8.0,66.0,,,,,1.0,2.0,,2.0,,2.0,4.0,4.0,,,,7.0,,,,2.0,,2.0,,,1.0,4.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,1.0,1.0,,,2.0,20.0,1.0,,0.5,0.5,,,,,0.5714285714285714,,0.5,0.26666666666666666,,0.25,0.26666666666666666,,0.25,0.5333333333333333,,,,,,,17.441860465116278,,,0.04,0.047619047619047616,,,0.030303030303030304,0.024390243902439025,0.09090909090909091,,,,,,0.08333333333333333,,,,0.1,,0.2,0.6666666666666666,0.6666666666666666,0.5,0.2,0.6666666666666666,0.6666666666666666,0.5,0.06666666666666667,0.06666666666666667,,,,0.4666666666666667,,,,,,,,0.25,1.0,,,0.5,,0.7333333333333333,,0.5215633333333334,,0.504825,,,,0.25,7.985714285714287,25.175,0.2702702702702703,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,22651.0,378.0,8.0,737,740,274.0,279,85.0,1477,10.0,17.0,1.0,2.0,5.0,8.0,4.0,9.0,5.0,13.0,34.0,5.0,11.0,11.0,47.0,4.0,4.0,16.0,17.0,31.0,24.0,81.0,10.0,116.0,840.0,2.0,3.0,6.0,10.0,9.0,16.0,9.0,27.0,7.0,52.0,18.0,16.0,66.0,2.0,,47.0,11.0,4.0,2.0,25.0,12.0,37.0,8.0,16.0,1.0,86.0,4.0,1.0,9.0,14.0,,23.0,5.0,28.0,,10.0,8.0,2.0,10.0,2.0,7.0,5.0,3.0,15.0,7.0,16.0,24.0,,1.0,1.0,14.0,,4.0,10.0,2.0,4.0,2.0,6.0,3.0,7.0,5.0,,52.0,274.0,4.0,2.0,0.5294117647058824,0.5625,0.9166666666666666,0.2962962962962963,0.3333333333333333,0.2962962962962963,0.5483870967741935,0.6666666666666666,0.5625,0.4732142857142857,0.5555555555555556,0.5232558139534884,0.5,0.5555555555555556,0.5652173913043478,0.7232142857142857,0.024691358024691357,0.12903225806451613,0.11764705882352941,0.1111111111111111,0.2,,15.651135005973718,0.6666666666666666,,0.07608695652173914,0.005747126436781609,0.07317073170731707,0.024539877300613498,0.0749185667752443,0.01483679525222552,,0.013333333333333334,,0.03636363636363636,,0.09333333333333334,0.056338028169014086,0.07894736842105263,0.07692307692307693,0.0625,,0.7142857142857143,0.15178571428571427,0.5882352941176471,0.6666666666666666,0.6,0.08035714285714286,0.4444444444444444,0.5,0.5,0.044642857142857144,0.30357142857142855,0.38235294117647056,0.38235294117647056,1.0,0.41964285714285715,0.23404255319148937,0.24444444444444444,0.8181818181818182,0.2222222222222222,0.5,,0.4444444444444444,0.18604651162790697,0.625,0.2558139534883721,0.45454545454545453,0.37209302325581395,0.25,0.875,0.23404255319148937,0.5525709821428572,0.5276625,0.5259069767441861,0.03508771929824561,0.12121212121212122,0.08620689655172414,0.4482758620689655,6.245161290322581,24.723456790123453,0.37177747625508817,8.0,3.0,2.0,2.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,0.0425531914893617,0.6,0.75,0.3333333333333333,0.2222222222222222,1.0,1.0,,,,,,,,,,,True,,,,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,15134.0,252.0,-18.0,491,489,182.0,189,48.0,980,14.0,27.0,2.0,2.0,1.0,6.0,9.0,22.0,,5.0,17.0,1.0,6.0,13.0,30.0,3.0,2.0,7.0,23.0,49.0,18.0,47.0,16.0,116.0,557.0,2.0,3.0,3.0,7.0,4.0,15.0,3.0,13.0,7.0,24.0,38.0,8.0,54.0,2.0,,30.0,13.0,4.0,,3.0,5.0,8.0,3.0,1.0,,21.0,3.0,1.0,14.0,21.0,2.0,37.0,4.0,41.0,1.0,5.0,1.0,4.0,9.0,,3.0,2.0,6.0,11.0,3.0,15.0,24.0,1.0,1.0,,21.0,2.0,2.0,20.0,2.0,11.0,,4.0,3.0,5.0,1.0,,24.0,182.0,4.0,,0.8260869565217391,0.8636363636363636,1.0,0.3829787234042553,0.23076923076923078,0.3829787234042553,0.46938775510204084,0.6666666666666666,0.26666666666666666,0.5208333333333334,0.5833333333333334,0.30357142857142855,0.5523809523809524,0.5833333333333334,0.375,0.4895833333333333,,0.08163265306122448,0.1111111111111111,0.045454545454545456,,,21.36279926335175,0.8181818181818182,0.14285714285714285,0.17355371900826447,0.009259259259259259,0.16279069767441862,0.02586206896551724,0.16908212560386474,0.017857142857142856,0.02,,,0.013157894736842105,0.05,0.1,0.2222222222222222,0.23076923076923078,0.11666666666666667,0.2692307692307692,0.0196078431372549,0.2,0.28125,0.5185185185185185,0.5833333333333334,0.9285714285714286,0.22916666666666666,0.4090909090909091,0.42857142857142855,0.6666666666666666,,0.17708333333333334,0.29411764705882354,0.29411764705882354,1.0,0.3125,0.43333333333333335,0.43333333333333335,1.0,0.3333333333333333,1.0,0.5,0.5,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.16666666666666666,0.25,0.2857142857142857,0.7708333333333334,0.43333333333333335,0.5423385416666667,0.5076666666666667,0.5134696428571429,0.10476190476190476,0.1896551724137931,0.0603448275862069,0.20689655172413793,4.277551020408163,25.046808510638304,0.37067209775967414,2.0,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,1.0,1.0,2.0,0.3333333333333333,1.0,,,,,,True,,,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,17544.0,292.0,28.0,579,580,247.0,257,63.0,1159,29.0,46.0,2.0,5.0,13.0,19.0,10.0,25.0,25.0,,3.0,,1.0,22.0,47.0,5.0,7.0,17.0,51.0,96.0,22.0,50.0,47.0,215.0,643.0,5.0,9.0,5.0,15.0,22.0,39.0,7.0,18.0,32.0,97.0,22.0,80.0,18.0,,1.0,46.0,22.0,5.0,,26.0,23.0,49.0,10.0,15.0,,121.0,4.0,6.0,23.0,19.0,2.0,44.0,10.0,54.0,2.0,11.0,6.0,5.0,13.0,2.0,7.0,9.0,6.0,22.0,6.0,4.0,19.0,2.0,,3.0,35.0,1.0,,57.0,2.0,21.0,8.0,5.0,3.0,5.0,3.0,,97.0,247.0,2.0,8.0,0.21568627450980393,0.21568627450980393,0.2727272727272727,0.44,0.3888888888888889,0.4489795918367347,0.53125,0.5555555555555556,0.5641025641025641,0.5753424657534246,0.4642857142857143,0.5701754385964912,0.6184971098265896,0.5,0.6298701298701299,0.3424657534246575,,0.052083333333333336,0.06521739130434782,0.08,,,29.862174578866767,0.5909090909090909,0.11764705882352941,0.13013698630136986,0.044444444444444446,0.25,0.030534351145038167,0.17647058823529413,0.03759398496240601,0.04838709677419355,0.05555555555555555,,0.03529411764705882,0.021739130434782608,0.0847457627118644,0.125,0.22580645161290322,0.2727272727272727,0.19230769230769232,0.03125,0.6,0.3150684931506849,0.6304347826086957,0.6744186046511628,0.3448275862068966,0.17123287671232876,0.4,0.43478260869565216,,0.17123287671232876,0.02054794520547945,,,,0.3219178082191781,0.46808510638297873,0.46808510638297873,0.2727272727272727,0.35714285714285715,0.4,1.0,0.35714285714285715,0.3333333333333333,0.6842105263157895,0.017543859649122806,,0.2982456140350877,0.4117647058823529,0.6575342465753424,0.4782608695652174,0.5561120689655173,0.5029444444444444,0.5576223214285715,0.12727272727272726,0.1826086956521739,0.06976744186046512,0.4511627906976744,7.85625,26.519999999999996,0.4265975820379965,11.0,12.0,,,1.0,48.0,13.0,2.0,1.0,,,2.0,0.2,,0.48,0.48,0.08333333333333333,,,,1.0,,,0.2,1.0,2.0,1.0,,,,True,,,,,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,12854.0,214.0,41.0,412,420,145.0,126,49.0,832,21.0,32.0,3.0,7.0,8.0,14.0,4.0,8.0,,,,,,,,,,,25.0,40.0,,,33.0,83.0,475.0,3.0,8.0,,15.0,10.0,17.0,,,6.0,26.0,42.0,8.0,,6.0,,,,3.0,,5.0,6.0,11.0,6.0,4.0,,28.0,8.0,9.0,13.0,22.0,3.0,38.0,17.0,55.0,,5.0,4.0,1.0,5.0,1.0,2.0,4.0,3.0,9.0,3.0,11.0,21.0,,2.0,1.0,33.0,4.0,,43.0,5.0,21.0,2.0,8.0,4.0,8.0,5.0,,26.0,145.0,3.0,2.0,0.84,0.9545454545454546,,,,,0.625,0.375,0.5882352941176471,0.625,0.375,0.5882352941176471,0.7155172413793104,0.5769230769230769,0.65,,,0.075,0.0625,0.125,,,14.135021097046414,0.5555555555555556,0.3,0.21153846153846154,0.09782608695652174,0.18571428571428572,0.10126582278481013,0.20114942528735633,0.09941520467836257,0.11627906976744186,0.1,,0.0847457627118644,0.15,0.09302325581395349,0.3076923076923077,0.2727272727272727,0.16981132075471697,0.23529411764705882,,0.625,0.8,0.65625,0.7,0.8571428571428571,0.2,0.5,0.5714285714285714,0.75,,,,,,,,,,0.875,0.42857142857142855,,,0.8235294117647058,0.5714285714285714,,,,,0.8,,0.6285725,0.5611200000000001,0.6285588235294117,0.375,0.375,0.18072289156626506,0.3132530120481928,3.0874999999999995,,0.35194174757281554,1.0,,,,,,,2.0,1.0,,,4.0,,,,,,,,,,,,,,9.0,,1.0,,,True,,,,,,,
1630183,1610612750,Jaden McDaniels,Jaden McDaniels,1630183,MIN,12416.0,207.0,1.0,401,410,145.0,124,53.0,811,16.0,24.0,7.0,10.0,5.0,7.0,8.0,16.0,1.0,3.0,10.0,,2.0,3.0,10.0,,,2.0,24.0,41.0,6.0,20.0,12.0,78.0,474.0,8.0,11.0,1.0,19.0,7.0,11.0,,4.0,7.0,21.0,30.0,18.0,18.0,14.0,,10.0,3.0,4.0,,3.0,3.0,6.0,1.0,2.0,,15.0,4.0,10.0,6.0,11.0,2.0,19.0,14.0,33.0,3.0,9.0,8.0,1.0,4.0,,2.0,4.0,2.0,8.0,,6.0,22.0,2.0,,1.0,16.0,,2.0,16.0,2.0,8.0,1.0,9.0,4.0,10.0,6.0,,21.0,145.0,5.0,1.0,0.625,0.8823529411764706,1.0,0.3,,0.3,0.5853658536585366,0.7272727272727273,0.6363636363636364,0.5409836065573771,0.6666666666666666,0.4666666666666667,0.5735294117647058,0.7307692307692307,0.5833333333333334,0.32786885245901637,,0.0975609756097561,0.125,0.0625,,,16.414686825053995,0.5,0.25,0.10185185185185185,0.10416666666666667,0.08695652173913043,0.044444444444444446,0.096045197740113,0.07526881720430108,0.11363636363636363,0.10526315789473684,0.07142857142857142,0.03225806451612903,0.07142857142857142,0.16326530612244897,0.04878048780487805,0.05555555555555555,0.07547169811320754,0.125,0.11538461538461539,0.6,0.39344262295081966,0.6666666666666666,0.7619047619047619,0.5,0.26229508196721313,0.5,0.5333333333333333,0.875,0.01639344262295082,0.16393442622950818,0.3,0.3,1.0,0.16393442622950818,0.3,0.3,1.0,0.8333333333333334,0.7,,,0.4666666666666667,0.7142857142857143,0.13333333333333333,,0.13333333333333333,,0.7213114754098361,0.3,0.5638745901639344,0.56256,0.5394333333333333,0.11940298507462686,0.1702127659574468,0.24358974358974358,0.2692307692307692,4.778048780487806,24.545,0.36159600997506236,1.0,,,1.0,,,2.0,,2.0,1.0,1.0,4.0,,,,,,0.08333333333333333,,,,,1.0,,,3.0,,,1.0,1.0,True,,,,,,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,9247.0,154.0,14.0,295,292,91.0,103,37.0,587,4.0,11.0,,1.0,1.0,5.0,6.0,11.0,2.0,3.0,7.0,1.0,2.0,9.0,25.0,1.0,1.0,7.0,10.0,24.0,12.0,32.0,11.0,67.0,332.0,,2.0,3.0,11.0,1.0,8.0,2.0,9.0,6.0,14.0,8.0,12.0,18.0,,,25.0,9.0,4.0,,22.0,10.0,32.0,7.0,12.0,,74.0,4.0,1.0,8.0,5.0,,13.0,5.0,18.0,1.0,9.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,14.0,,1.0,1.0,10.0,,1.0,12.0,,3.0,2.0,2.0,,2.0,1.0,,14.0,91.0,3.0,2.0,0.4,0.4,0.5,0.375,0.2222222222222222,0.375,0.4166666666666667,,0.125,0.5,0.9,0.23529411764705882,0.5409836065573771,0.9166666666666666,0.35,0.5714285714285714,,0.16666666666666666,0.2727272727272727,0.09090909090909091,,,19.526627218934912,0.6,,0.06666666666666667,0.014925373134328358,0.1568627450980392,0.05970149253731343,0.10317460317460317,0.03731343283582089,,,0.2,0.08163265306122448,,0.038461538461538464,0.0625,0.11764705882352941,0.1794871794871795,0.08333333333333333,0.034482758620689655,0.5,0.19642857142857142,0.36363636363636365,0.5,0.25,0.19642857142857142,0.5454545454545454,0.6,0.5,0.03571428571428571,0.125,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.44642857142857145,0.36,0.36,0.4444444444444444,0.2,,,0.2,0.29411764705882354,0.2,0.11764705882352941,0.5,0.4117647058823529,0.14285714285714285,0.7678571428571429,0.36,0.5474249999999999,0.4669,0.5593735294117647,0.05084745762711865,0.1111111111111111,0.16417910447761194,0.208955223880597,5.8625,25.475,0.30847457627118646,10.0,,2.0,2.0,3.0,18.0,3.0,,1.0,,,2.0,1.0,,,,,0.4,1.0,0.5,1.0,,,1.0,1.0,2.0,2.0,,,,True,,,,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,8136.0,136.0,-27.0,263,266,94.0,119,32.0,529,4.0,8.0,2.0,5.0,2.0,4.0,9.0,17.0,4.0,1.0,2.0,,,,1.0,,,,14.0,29.0,1.0,3.0,8.0,39.0,318.0,3.0,6.0,,8.0,4.0,8.0,,,3.0,11.0,20.0,8.0,3.0,4.0,,1.0,,1.0,,15.0,9.0,24.0,5.0,11.0,1.0,57.0,6.0,6.0,5.0,10.0,2.0,17.0,12.0,29.0,2.0,6.0,5.0,1.0,5.0,1.0,2.0,3.0,3.0,8.0,3.0,6.0,14.0,,1.0,,8.0,1.0,1.0,10.0,,3.0,2.0,1.0,1.0,2.0,2.0,,11.0,94.0,2.0,2.0,0.7142857142857143,0.8333333333333334,1.0,0.3333333333333333,,0.3333333333333333,0.4827586206896552,0.5,0.5,0.484375,0.5,0.5,0.527027027027027,0.5714285714285714,0.55,0.09375,,0.034482758620689655,0.125,,,,15.0,0.625,0.3333333333333333,0.2222222222222222,0.09090909090909091,0.11363636363636363,0.10909090909090909,0.16853932584269662,0.09917355371900827,0.07407407407407407,0.12903225806451613,,0.14705882352941177,0.047619047619047616,0.2727272727272727,0.3076923076923077,,0.12121212121212122,0.09090909090909091,0.125,1.0,0.25,0.5,0.5714285714285714,0.25,0.53125,0.5294117647058824,0.5294117647058824,0.8888888888888888,0.125,0.0625,0.5,0.5,1.0,0.03125,,,,0.8333333333333334,0.4,,,0.5,0.5,,,,,0.34375,,0.49482968749999995,0.512725,0.49613750000000006,0.08571428571428572,0.09375,0.20512820512820512,0.28205128205128205,7.6448275862068975,24.0,0.3574144486692015,3.0,1.0,,,,,4.0,,1.0,1.0,1.0,,,,0.25,0.25,1.0,,,,,,,,,2.0,,,2.0,,True,,,,,,,
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,213.0,4.0,9.0,8,6,4.0,5,,14,,,,,,,,,1.0,,2.0,,2.0,,,,,,1.0,1.0,,2.0,,2.0,3.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.6666666666666666,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,1.0,,,,0.6666666666666666,,0.5302000000000001,,0.61545,,,,,15.3,22.5,0.5,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,
