EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockingFouls,Charge Fouls Drawn,DefensiveGoaltends,3SecondViolations,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffensiveGoaltends,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,on
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,52434.0,874,193,1671,1672,749,732.0,214.0,3343,45.0,72.0,1.0,3.0,24.0,41.0,44.0,84.0,64.0,127.0,2.0,12.0,5.0,1.0,8.0,30.0,83.0,3.0,9.0,13.0,39.0,153.0,283,32.0,95.0,155.0,557.0,1767,11.0,26.0,3.0,14.0,15.0,46.0,73.0,142.0,14.0,47.0,140.0,328.0,46.0,260.0,39.0,57.0,4.0,1.0,82.0,30.0,7.0,167.0,56.0,223.0,36.0,20.0,110.0,22.0,35.0,502.0,13.0,6.0,1.0,20.0,57.0,4.0,81.0,20.0,101.0,4.0,53.0,32.0,21.0,39.0,6.0,26.0,23.0,5.0,13.0,1.0,62.0,5.0,23.0,17.0,63.0,1.0,1.0,1.0,8.0,145.0,1.0,6.0,7.0,173.0,3.0,9.0,26.0,58.0,4.0,3.0,1.0,4.0,2.0,1.0,306.0,730,20.0,45.0,0.1503267973856209,0.152317880794702,0.40625,0.3368421052631579,0.21428571428571427,0.2978723404255319,0.3404255319148936,0.5406360424028268,0.4230769230769231,0.5140845070422535,0.5317460317460317,0.3875,0.4973544973544973,0.5969498910675382,0.4791666666666667,0.6117424242424242,0.25132275132275134,0.024734982332155476,0.05555555555555555,0.03571428571428571,26.92905230450544,0.6290322580645161,0.057971014492753624,0.012987012987012988,0.11198428290766209,0.01293103448275862,0.08968609865470852,0.048327137546468404,0.1051912568306011,0.02592087312414734,0.026490066225165563,0.014814814814814815,0.05357142857142857,0.039603960396039604,0.09316770186335403,0.11320754716981132,0.12698412698412698,0.09259259259259259,0.08196721311475409,0.022727272727272728,0.5,0.19047619047619047,0.625,0.6617647058823529,0.15555555555555556,0.2222222222222222,0.5238095238095238,0.5432098765432098,0.13636363636363635,0.335978835978836,0.5039370078740157,0.5039370078740157,0.15625,0.031746031746031744,0.16666666666666666,0.16666666666666666,0.5,0.21957671957671956,0.3614457831325301,0.3614457831325301,0.4,0.075,0.3333333333333333,0.125,0.225,0.3333333333333333,0.3333333333333333,0.21693121693121692,0.5853658536585366,0.042328042328042326,0.125,0.20634920634920634,0.3333333333333333,0.4417989417989418,0.36585365853658536,0.4535688829787234,0.42053958333333336,0.4472417112299465,0.06483790523690773,0.08496732026143791,0.08258527827648116,0.5888689407540395,11.023321554770316,26.582105263157892,0.44823459006582883,,,,,,,,,,,,,,,,,,,,,,,,True
101142,1610612746,Ronny Turiaf,Ronny Turiaf,101142,LAC,34960.0,583,82,1125,1114,217,273.0,150.0,2239,40.0,64.0,8.0,13.0,3.0,5.0,2.0,16.0,,1.0,,,,,,,,,,,,42.0,81,,,15.0,99.0,1055,8.0,15.0,,,1.0,17.0,3.0,8.0,,,4.0,10.0,68.0,16.0,,,10.0,,,,16.0,22.0,8.0,30.0,8.0,,17.0,2.0,3.0,68.0,7.0,29.0,1.0,29.0,56.0,8.0,93.0,37.0,130.0,1.0,16.0,8.0,8.0,11.0,2.0,8.0,10.0,2.0,3.0,,21.0,3.0,2.0,31.0,68.0,,,6.0,3.0,47.0,6.0,6.0,1.0,49.0,4.0,,23.0,4.0,32.0,24.0,8.0,32.0,22.0,,10.0,217,6.0,3.0,0.8095238095238095,0.918918918918919,,,,,,0.5185185185185185,0.5333333333333333,0.375,0.5185185185185185,0.5333333333333333,0.375,0.47596153846153844,0.40476190476190477,0.38461538461538464,,0.19753086419753085,0.140625,0.4375,9.545804464973056,0.5238095238095238,0.19047619047619047,0.027777777777777776,0.1382716049382716,0.07859078590785908,0.1638418079096045,0.04895104895104895,0.14604810996563575,0.0703125,0.06153846153846154,0.08888888888888889,0.03296703296703297,0.07692307692307693,0.12025316455696203,0.1484375,0.15126050420168066,0.15714285714285714,0.1891891891891892,0.043478260869565216,0.6875,0.7901234567901234,0.625,0.7272727272727273,0.825,0.19753086419753085,0.125,0.2222222222222222,0.5,0.012345679012345678,,,,,,,,,,,,0.8666666666666667,0.6153846153846154,,,,,0.625,0.6,,,,,0.7901234567901234,,0.5546567901234568,0.5783571428571428,0.482825,0.23,0.23,0.1717171717171717,0.10101010101010101,2.8604938271604934,,0.1928888888888889,4.0,1.0,1.0,3.0,0.087248322147651,0.25,,,,,,,,,,,,,,,,,,True
1497,1610612746,Chauncey Billups,Chauncey Billups,1497,LAC,4645.0,77,-18,140,145,31,45.0,13.0,285,1.0,2.0,,1.0,,,,2.0,3.0,4.0,1.0,2.0,,,,2.0,9.0,,2.0,,2.0,4.0,8,3.0,11.0,11.0,28.0,170,,1.0,,2.0,,,,1.0,,2.0,6.0,6.0,4.0,4.0,6.0,3.0,,,9.0,2.0,,11.0,1.0,12.0,1.0,,10.0,,1.0,25.0,1.0,,,4.0,4.0,1.0,9.0,1.0,10.0,,3.0,3.0,,4.0,1.0,3.0,1.0,,1.0,,5.0,,1.0,3.0,4.0,,,,,10.0,,,,11.0,,,2.0,2.0,,,,,,,2.0,26,,,0.5,0.5,0.6666666666666666,0.2727272727272727,,,0.2727272727272727,0.5,,,0.4473684210526316,,,0.5833333333333334,,0.5,0.5789473684210527,,,,18.471337579617835,0.8,0.25,,0.09523809523809523,,0.16,0.041666666666666664,0.11940298507462686,0.01694915254237288,,,0.06666666666666667,,,0.1,0.13333333333333333,0.2,,,,0.10526315789473684,0.5,0.5,,0.10526315789473684,,,,0.21052631578947367,0.75,0.75,0.6666666666666666,0.10526315789473684,0.5,0.5,1.0,0.47368421052631576,0.2222222222222222,0.25,0.5,0.3333333333333333,,,0.6666666666666666,,,,,,,0.6666666666666666,,0.6842105263157895,0.2222222222222222,0.49001052631578956,0.6005,0.4138,0.13636363636363635,0.2,,0.21428571428571427,12.937499999999998,25.727272727272727,0.22142857142857142,,,,,,,1.0,1.0,0.09090909090909091,0.1111111111111111,0.08333333333333333,,,,,,,,,,,,,True
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,57587.0,960,152,1836,1820,815,764.0,232.0,3656,141.0,183.0,15.0,26.0,56.0,70.0,34.0,90.0,27.0,86.0,1.0,5.0,,1.0,3.0,2.0,9.0,,1.0,,3.0,202.0,359,3.0,14.0,116.0,529.0,1942,23.0,42.0,,1.0,21.0,67.0,79.0,137.0,1.0,6.0,77.0,238.0,278.0,126.0,9.0,,18.0,,9.0,2.0,19.0,50.0,47.0,97.0,25.0,22.0,31.0,5.0,14.0,241.0,18.0,39.0,5.0,47.0,102.0,26.0,175.0,62.0,237.0,14.0,43.0,28.0,15.0,35.0,5.0,21.0,34.0,2.0,14.0,4.0,69.0,5.0,31.0,38.0,103.0,5.0,,15.0,11.0,173.0,16.0,5.0,2.0,182.0,26.0,,72.0,33.0,19.0,14.0,4.0,19.0,9.0,4.0,238.0,798,18.0,24.0,0.6881188118811881,0.7202072538860104,1.0,0.21428571428571427,,0.16666666666666666,0.21428571428571427,0.5626740947075209,0.5476190476190477,0.5766423357664233,0.5536193029490617,0.5348837209302325,0.5629370629370629,0.5851769911504425,0.5982142857142857,0.6134020618556701,0.03753351206434316,0.052924791086350974,0.03825136612021858,0.13333333333333333,24.558893657606106,0.5072463768115942,0.4,0.056818181818181816,0.18149466192170818,0.07662082514734773,0.18951612903225806,0.06593406593406594,0.18395061728395062,0.07289002557544758,0.15286624203821655,0.07096774193548387,0.024096385542168676,0.1308411214953271,0.11931818181818182,0.21839080459770116,0.2028301886792453,0.21978021978021978,0.10606060606060606,0.10071942446043165,0.47368421052631576,0.4906166219839142,0.7704918032786885,0.8011363636363636,0.7588652482269503,0.24128686327077747,0.37777777777777777,0.4358974358974359,0.4411764705882353,0.23056300268096513,0.313953488372093,0.313953488372093,0.6296296296296297,0.013404825737265416,0.2,0.2,1.0,0.024128686327077747,0.2222222222222222,0.2222222222222222,1.0,0.6046511627906976,0.5769230769230769,,0.023255813953488372,,,0.48951048951048953,0.8,0.02097902097902098,0.3333333333333333,0.02097902097902098,,0.5281501340482574,0.2222222222222222,0.4996246648793567,0.506267741935484,0.5083730769230769,0.1718377088305489,0.17777777777777778,0.1266540642722117,0.4499054820415879,7.259610027855152,25.378571428571426,0.44389978213507625,3.0,4.0,1.0,4.0,0.02030456852791878,0.2,,,,,,1.0,2.0,,,,,,,,,,,True
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,123471.0,2058,287,3928,3918,1255,1296.0,512.0,7846,161.0,243.0,37.0,63.0,43.0,68.0,20.0,58.0,20.0,49.0,49.0,142.0,18.0,21.0,47.0,62.0,183.0,6.0,16.0,14.0,52.0,201.0,350,111.0,325.0,87.0,822.0,3990,42.0,79.0,16.0,34.0,12.0,144.0,51.0,93.0,35.0,99.0,29.0,236.0,302.0,100.0,312.0,21.0,60.0,,183.0,62.0,33.0,88.0,35.0,123.0,24.0,11.0,66.0,9.0,13.0,281.0,27.0,76.0,8.0,64.0,155.0,36.0,255.0,111.0,366.0,16.0,82.0,45.0,37.0,52.0,13.0,38.0,38.0,6.0,14.0,7.0,90.0,7.0,20.0,126.0,233.0,2.0,,10.0,4.0,93.0,8.0,9.0,2.0,117.0,9.0,,52.0,10.0,56.0,28.0,21.0,63.0,38.0,3.0,235.0,1236,30.0,6.0,0.7512437810945274,0.8830409356725146,0.9369369369369369,0.3415384615384615,0.47058823529411764,0.35353535353535354,0.3415384615384615,0.5742857142857143,0.5316455696202531,0.5483870967741935,0.5444444444444444,0.584070796460177,0.5390625,0.5637860082304527,0.6,0.5592417061611374,0.48148148148148145,0.09428571428571429,0.102880658436214,0.10344827586206896,18.055248618784532,0.5777777777777777,0.24324324324324326,0.05263157894736842,0.12052877138413685,0.06370494551550712,0.11169284467713787,0.04736842105263158,0.1178052716514255,0.058423142370958595,0.07107843137254902,0.0658682634730539,0.05234159779614325,0.03864734299516908,0.09216589861751152,0.10804020100502512,0.15859030837004406,0.10416666666666667,0.1347517730496454,0.05,0.6031746031746031,0.36,0.6625514403292181,0.7385321100917431,0.7515527950310559,0.08592592592592592,0.3448275862068966,0.38461538461538464,0.6,0.0725925925925926,0.40816326530612246,0.425531914893617,0.9,0.21037037037037037,0.34507042253521125,0.3475177304964539,0.9183673469387755,0.27111111111111114,0.33879781420765026,0.33879781420765026,0.9516129032258065,0.5575221238938053,0.5873015873015873,0.1592920353982301,0.1415929203539823,0.375,1.0,0.3541666666666667,0.6323529411764706,0.24479166666666666,0.44680851063829785,0.2708333333333333,0.2692307692307692,0.8414814814814815,0.33879781420765026,0.5475611111111113,0.5334860465116279,0.5367703125,0.0737134909596662,0.13231552162849872,0.17518248175182483,0.2871046228710462,5.134000000000001,24.847692307692316,0.3195010183299389,1.0,,,,0.05543237250554324,0.16216216216216217,1.0,1.0,0.003076923076923077,,0.003067484662576687,7.0,1.0,10.0,3.0,7.0,6.0,1.0,0.04081632653061224,0.007042253521126761,0.5555555555555556,0.8,,True
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,77177.0,1286,209,2444,2455,664,648.0,321.0,4899,72.0,126.0,26.0,52.0,13.0,23.0,15.0,54.0,20.0,48.0,2.0,15.0,3.0,1.0,6.0,14.0,57.0,,3.0,6.0,16.0,107.0,228,16.0,72.0,16.0,278.0,2433,33.0,69.0,1.0,6.0,1.0,70.0,21.0,43.0,7.0,22.0,7.0,70.0,140.0,74.0,45.0,3.0,44.0,1.0,56.0,14.0,16.0,80.0,34.0,114.0,19.0,15.0,52.0,15.0,13.0,262.0,24.0,68.0,5.0,92.0,181.0,22.0,295.0,97.0,392.0,15.0,53.0,29.0,24.0,29.0,8.0,23.0,33.0,1.0,6.0,6.0,62.0,5.0,11.0,79.0,170.0,4.0,,6.0,7.0,50.0,3.0,11.0,1.0,35.0,8.0,,19.0,3.0,48.0,35.0,13.0,48.0,27.0,2.0,70.0,656,13.0,3.0,0.6542056074766355,0.8235294117647058,0.9375,0.2222222222222222,0.16666666666666666,0.3181818181818182,0.22535211267605634,0.4692982456140351,0.4782608695652174,0.4883720930232558,0.43666666666666665,0.46,0.4846153846153846,0.4426751592356688,0.4605263157894737,0.5,0.24,0.07017543859649122,0.07142857142857142,0.12962962962962962,13.309734513274336,0.46774193548387094,0.25,0.06097560975609756,0.22428748451053285,0.08808290155440414,0.2440318302387268,0.0664819944598338,0.23057432432432431,0.08120035304501325,0.10218978102189781,0.09302325581395349,0.06550218340611354,0.06818181818181818,0.23103448275862068,0.21810699588477367,0.22262773722627738,0.23843416370106763,0.2604166666666667,0.0967741935483871,0.5625,0.42,0.5714285714285714,0.6153846153846154,0.625,0.18,0.2777777777777778,0.3191489361702128,0.3333333333333333,0.16,0.4166666666666667,0.4166666666666667,1.0,0.05,0.13333333333333333,0.13333333333333333,1.0,0.19,0.24561403508771928,0.25,0.9285714285714286,0.6933333333333334,0.5,0.04,0.04,,,0.35384615384615387,0.5652173913043478,0.09230769230769231,0.16666666666666666,0.24615384615384617,0.375,0.66,0.25,0.5010142140468228,0.5311809523809523,0.4875199999999999,0.06109324758842444,0.0794979079497908,0.2517985611510791,0.2517985611510791,6.63859649122807,26.218055555555555,0.27168576104746317,9.0,1.0,,3.0,0.0706713780918728,0.07692307692307693,1.0,,0.013888888888888888,0.017543859649122806,,,1.0,1.0,1.0,,,,,,0.3333333333333333,1.0,,True
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,65506.0,1092,116,2082,2087,518,595.0,281.0,4169,111.0,193.0,23.0,35.0,22.0,38.0,29.0,73.0,28.0,89.0,7.0,15.0,2.0,4.0,7.0,14.0,38.0,2.0,4.0,4.0,15.0,168.0,355,21.0,53.0,73.0,472.0,2062,28.0,50.0,3.0,6.0,10.0,75.0,33.0,70.0,8.0,22.0,24.0,114.0,112.0,224.0,54.0,9.0,30.0,2.0,36.0,14.0,27.0,116.0,42.0,158.0,27.0,15.0,74.0,20.0,22.0,358.0,12.0,42.0,1.0,30.0,69.0,4.0,103.0,55.0,158.0,10.0,76.0,45.0,31.0,56.0,20.0,38.0,49.0,7.0,18.0,7.0,105.0,5.0,21.0,34.0,80.0,6.0,,2.0,4.0,94.0,3.0,4.0,5.0,92.0,12.0,,41.0,11.0,39.0,24.0,11.0,41.0,28.0,,113.0,514,7.0,9.0,0.3333333333333333,0.3660130718954248,0.8571428571428571,0.39622641509433965,0.5,0.36363636363636365,0.4117647058823529,0.4732394366197183,0.56,0.4714285714285714,0.4889705882352941,0.5803571428571429,0.4891304347826087,0.5267857142857143,0.625,0.5277777777777778,0.12990196078431374,0.07605633802816901,0.09844559585492228,0.1095890410958904,22.977481234361967,0.5333333333333333,0.058823529411764705,0.015151515151515152,0.09556786703601108,0.06354009077155824,0.09615384615384616,0.0425531914893617,0.09574468085106383,0.05726405090137858,0.08368200836820083,0.04395604395604396,0.01675977653631285,0.08737864077669903,0.08661417322834646,0.05726872246696035,0.14107883817427386,0.08438818565400844,0.13333333333333333,0.0546448087431694,0.6829268292682927,0.4730392156862745,0.5751295336787565,0.6379310344827587,0.38738738738738737,0.17892156862745098,0.3972602739726027,0.4461538461538462,0.20689655172413793,0.2181372549019608,0.3146067415730337,0.3146067415730337,0.25,0.03676470588235294,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.09313725490196079,0.3684210526315789,0.3783783783783784,0.8571428571428571,0.625,0.6571428571428571,0.03571428571428571,0.07142857142857142,0.5,1.0,0.41304347826086957,0.5789473684210527,0.07608695652173914,0.5714285714285714,0.16304347826086957,0.26666666666666666,0.6029411764705882,0.3888888888888889,0.510851724137931,0.5161760416666666,0.5169866666666667,0.09382151029748284,0.10677083333333333,0.15889830508474576,0.24152542372881355,7.498591549295776,26.36603773584906,0.24879923150816521,,1.0,1.0,,0.058333333333333334,0.08695652173913043,1.0,,0.018867924528301886,0.02631578947368421,,4.0,,1.0,2.0,2.0,2.0,,,,0.5,1.0,,True
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,97851.0,1631,292,3126,3089,965,906.0,401.0,6215,58.0,98.0,6.0,10.0,13.0,25.0,67.0,136.0,107.0,259.0,34.0,105.0,8.0,10.0,34.0,69.0,186.0,5.0,11.0,22.0,54.0,232.0,493,103.0,291.0,164.0,937.0,3113,23.0,44.0,7.0,19.0,8.0,75.0,45.0,110.0,32.0,88.0,67.0,253.0,178.0,286.0,273.0,36.0,10.0,4.0,182.0,69.0,25.0,125.0,27.0,152.0,13.0,14.0,94.0,18.0,13.0,331.0,4.0,13.0,,32.0,41.0,4.0,77.0,17.0,94.0,5.0,59.0,41.0,18.0,69.0,16.0,39.0,46.0,5.0,30.0,6.0,115.0,7.0,31.0,21.0,43.0,,,3.0,3.0,154.0,,9.0,6.0,185.0,14.0,15.0,62.0,26.0,6.0,3.0,2.0,8.0,3.0,,247.0,957,3.0,18.0,0.38362068965517243,0.3920704845814978,0.883495145631068,0.3539518900343643,0.3684210526315789,0.36363636363636365,0.3588850174216028,0.47058823529411764,0.5227272727272727,0.4090909090909091,0.492984693877551,0.5317460317460317,0.4696969696969697,0.5383720930232558,0.5692307692307692,0.5363247863247863,0.3711734693877551,0.05070993914807302,0.07142857142857142,0.10294117647058823,27.115812917594653,0.6,0.034482758620689655,,0.03953712632594021,0.013933547695605574,0.07174887892376682,0.008791208791208791,0.049224544841537425,0.012247838616714697,0.021875,0.011278195488721804,0.006779661016949152,0.0125,0.03305785123966942,0.037037037037037035,0.04857142857142857,0.06784660766961652,0.08411214953271028,0.012165450121654502,0.375,0.125,0.5918367346938775,0.6373626373626373,0.4482758620689655,0.17346938775510204,0.49264705882352944,0.5491803278688525,0.3880597014925373,0.33035714285714285,0.41312741312741313,0.4196078431372549,0.34579439252336447,0.13392857142857142,0.3238095238095238,0.3269230769230769,1.0,0.2372448979591837,0.3709677419354839,0.372972972972973,0.8260869565217391,0.15873015873015872,0.6,0.12698412698412698,0.1746031746031746,0.45454545454545453,0.8,0.12626262626262627,0.52,0.1717171717171717,0.29411764705882354,0.2727272727272727,0.4074074074074074,0.4961734693877551,0.3791208791208791,0.4744360718870346,0.46267021276595754,0.47002331606217623,0.0803357314148681,0.11460258780036968,0.08004268943436499,0.2700106723585913,12.521501014198787,25.504467353951892,0.3087012156110045,1.0,,,,0.008645533141210375,0.3333333333333333,2.0,5.0,0.006872852233676976,0.005376344086021506,0.017064846416382253,1.0,,2.0,9.0,2.0,2.0,,0.015444015444015444,0.009523809523809525,0.25,1.0,3.0,True
2406,1610612746,Caron Butler,Caron Butler,2406,LAC,11576.0,193,3,392,390,210,218.0,50.0,782,6.0,13.0,2.0,4.0,3.0,5.0,4.0,8.0,6.0,16.0,5.0,10.0,,2.0,4.0,7.0,22.0,,2.0,2.0,10.0,16.0,37,12.0,32.0,7.0,75.0,433,2.0,5.0,,2.0,4.0,8.0,8.0,15.0,4.0,14.0,,28.0,22.0,10.0,33.0,3.0,2.0,,22.0,7.0,3.0,1.0,4.0,5.0,3.0,1.0,,,1.0,14.0,1.0,6.0,1.0,5.0,17.0,4.0,26.0,8.0,34.0,,3.0,2.0,1.0,4.0,,3.0,5.0,2.0,1.0,2.0,9.0,,7.0,9.0,17.0,,1.0,1.0,1.0,8.0,1.0,1.0,,9.0,,,4.0,,3.0,,3.0,3.0,2.0,,28.0,206,3.0,,0.6875,0.7333333333333333,0.9166666666666666,0.375,,0.2857142857142857,0.375,0.43243243243243246,0.4,0.5333333333333333,0.4927536231884058,0.2857142857142857,0.4827586206896552,0.5136986301369864,0.4444444444444444,0.4827586206896552,0.463768115942029,0.08108108108108109,0.23076923076923078,,18.061674008810574,0.4444444444444444,0.16666666666666666,0.047619047619047616,0.17346938775510204,0.05309734513274336,0.10204081632653061,0.01639344262295082,0.14965986394557823,0.040229885057471264,0.06976744186046512,0.037037037037037035,0.025,,0.2692307692307692,0.12121212121212122,0.15384615384615385,0.10810810810810811,0.08333333333333333,,0.6666666666666666,0.18840579710144928,0.46153846153846156,0.6,0.6666666666666666,0.11594202898550725,0.5,0.5,0.75,0.2318840579710145,0.375,0.375,0.6666666666666666,0.14492753623188406,0.5,0.5,1.0,0.3188405797101449,0.3181818181818182,0.3333333333333333,0.8571428571428571,0.5714285714285714,0.5,,0.2857142857142857,,,0.1724137931034483,0.6,0.13793103448275862,0.5,0.3448275862068966,0.2,0.6521739130434783,0.3181818181818182,0.48300652173913045,0.5006625,0.46083103448275853,0.0684931506849315,0.0975609756097561,0.10666666666666667,0.37333333333333335,11.118918918918919,25.134374999999995,0.5357142857142857,1.0,,,,0.046511627906976744,0.5,1.0,1.0,0.03125,0.045454545454545456,0.03125,,,,,,,,,,,,1.0,True
255,1610612746,Grant Hill,Grant Hill,255,LAC,18099.0,302,32,569,561,113,148.0,72.0,1130,14.0,21.0,1.0,3.0,,1.0,5.0,16.0,7.0,32.0,2.0,5.0,1.0,1.0,1.0,,1.0,,,,1.0,26.0,69,2.0,6.0,10.0,68.0,570,2.0,5.0,,1.0,2.0,6.0,3.0,9.0,1.0,2.0,3.0,12.0,38.0,14.0,6.0,,,,1.0,,7.0,14.0,8.0,22.0,6.0,2.0,5.0,4.0,5.0,52.0,1.0,4.0,,11.0,17.0,,28.0,5.0,33.0,1.0,8.0,5.0,3.0,6.0,1.0,,5.0,,6.0,2.0,11.0,1.0,,13.0,30.0,1.0,,3.0,,17.0,,1.0,1.0,14.0,,,6.0,1.0,4.0,4.0,,4.0,3.0,,12.0,112,1.0,1.0,0.7307692307692307,0.7307692307692307,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.37681159420289856,0.4,0.3333333333333333,0.38666666666666666,0.3333333333333333,0.4090909090909091,0.4146341463414634,0.375,0.46153846153846156,0.08,0.10144927536231885,0.047619047619047616,0.3125,13.984962406015036,0.5454545454545454,,,0.08900523560209424,0.018867924528301886,0.10679611650485436,0.013888888888888888,0.09523809523809523,0.017605633802816902,0.025,0.02127659574468085,0.023255813953488372,,0.125,0.03773584905660377,0.09090909090909091,0.12,0.07142857142857142,0.02631578947368421,0.75,0.28,0.6666666666666666,0.7,0.7857142857142857,0.21333333333333335,0.3125,0.45454545454545453,0.6,0.4266666666666667,0.21875,0.22580645161290322,0.7142857142857143,0.06666666666666667,0.4,0.4,1.0,0.013333333333333334,,,,0.5,0.3333333333333333,0.16666666666666666,,,,0.09090909090909091,,0.09090909090909091,1.0,0.09090909090909091,,0.36,,0.47852066666666665,0.5114666666666667,0.41453181818181817,0.07407407407407407,0.08,0.08823529411764706,0.17647058823529413,10.315942028985509,23.483333333333334,0.19859402460456943,,4.0,,,0.011764705882352941,1.0,,,,,,,,,1.0,,,,0.03125,,,,,True
