EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,DefTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,Fg2aBlocked,AtRimAssists,Steals,BadPassSteals,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,2pt And 1 Free Throw Trips,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PtsAssisted3s,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockedAtRim,Assisted3sPct,LongMidRangePctBlocked,SelfORebPct,Arc3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceTurnovers,on,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls,BlockingFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Corner3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,HeaveAttempts,FTOffRebounds,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Arc3PctBlocked,Clear Path Fouls
1905,1610612750,Andrei Kirilenko,Andrei Kirilenko,1905,MIN,39.0,1,2,1,1,1,1,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612750,J.J. Barea,J.J. Barea,200826,MIN,714.0,12,-9,24,26,10,1,50,10,0.4166666666666667,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,9.0,30.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,0.5,0.6666666666666666,38.46153846153846,1.0,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,0.5614583333333333,0.52425,0.14285714285714285,0.3333333333333333,0.3333333333333333,3.85,24.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201880,1610612750,Greg Stiemsma,Greg Stiemsma,201880,MIN,1262.0,21,-22,42,46,10,11,88,10,0.23809523809523808,5.0,,,,,,,6.0,,,2.0,6.0,51.0,1.0,,,4.0,,,,,,,,,,,3.0,3.0,1.0,,1.0,2.0,,3.0,2.0,,,4.0,,,,0.3333333333333333,1.0,0.42857142857142855,1.0,,18.75,0.5,,0.1111111111111111,,,,,,,,,,,0.4068,0.3891,,,0.6666666666666666,18.366666666666667,,2.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2222222222222222,0.3333333333333333,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201967,1610612750,Dante Cunningham,Dante Cunningham,201967,MIN,226.0,4,3,8,8,1,8,16,1,0.125,1.0,,,,,,,2.0,,,,2.0,8.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.5,1.0,0.5,1.0,,22.22222222222222,,,,,,,,,,,,,,0.40290000000000004,0.3766,,,1.0,20.15,,1.0,2.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202351,1610612750,Lazar Hayward,Lazar Hayward,202351,MIN,1864.0,31,-26,62,67,23,26,129,23,0.3709677419354839,6.0,3.0,1.0,,4.0,,1.0,6.0,,4.0,6.0,10.0,76.0,4.0,,1.0,8.0,,4.0,,3.0,,3.0,,1.0,6.0,1.0,4.0,4.0,,,,,,3.0,6.0,,3.0,8.0,,,,0.2,0.4,0.38461538461538464,0.5714285714285714,0.4,18.84057971014493,,0.09090909090909091,0.14814814814814814,0.1111111111111111,0.3,0.1,0.4,,,0.2,,0.7,,0.5212199999999999,0.5473399999999999,0.23076923076923078,0.3333333333333333,0.8,8.333333333333334,24.525,,2.0,2.0,1.0,,,2.0,4.0,2.0,3.0,,,2.0,3.0,,,,,,,,,,,,0.5,0.5,0.3333333333333333,0.5,,,0.1875,,0.25,,0.2,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,1.0,0.4,1.0,0.4133,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,1610612750,Lou Amundson,Lou Amundson,200811,MIN,1280.0,21,-17,40,44,13,22,84,13,0.325,4.0,4.0,3.0,,,,,9.0,,,,6.0,49.0,1.0,,,,,,,,,,,,,1.0,1.0,5.0,1.0,1.0,,1.0,,2.0,3.0,,2.0,,,,,0.3333333333333333,,0.3,,,25.0,1.0,0.16666666666666666,0.05555555555555555,,0.4444444444444444,0.3333333333333333,,,,,,0.4444444444444444,,0.5303666666666667,0.3375,0.2,0.2,,6.3,,,2.0,3.0,1.0,,,,,6.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,0.2222222222222222,,,,,3.0,,,,,2.0,,,,0.2222222222222222,0.25,0.3333333333333333,,0.75,1.0,1.0,,,,0.4239,2.0,2.0,4.0,1.0,0.11764705882352941,0.5,0.19047619047619047,0.5,0.08333333333333333,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202682,1610612750,Derrick Williams,Derrick Williams,202682,MIN,1825.0,30,-28,61,66,22,25,127,22,0.36065573770491804,6.0,4.0,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,12.0,76.0,2.0,1.0,1.0,7.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,5.0,7.0,,,,1.0,,2.0,2.0,,1.0,7.0,1.0,1.0,1.0,0.6875,1.1666666666666667,0.6666666666666666,1.1666666666666667,0.125,14.705882352941176,,0.1,0.2,0.125,0.5,,0.125,1.0,1.0,0.3333333333333333,1.0,0.625,1.0,0.57439375,0.71265,0.1111111111111111,0.125,0.5833333333333334,8.214285714285714,24.3,1.0,3.0,4.0,1.0,,,2.0,,6.0,4.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,0.75,0.75,0.5714285714285714,1.0,,,0.26666666666666666,0.75,0.125,,0.375,0.3333333333333333,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,,1.0,,0.2857142857142857,,,,0.75,0.75,0.6666666666666666,1.0,0.6666666666666666,1.0,,1.0,1.0,2.0,,0.045454545454545456,0.125,0.06666666666666667,0.25,,0.125,,3.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201937,1610612750,Ricky Rubio,Ricky Rubio,201937,MIN,864.0,14,-8,31,32,15,6,63,15,0.4838709677419355,3.0,,,,,,,1.0,,,,,32.0,1.0,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,5.555555555555555,1.0,0.14285714285714285,0.08333333333333333,,,,,,,,,,,0.3698,0.3698,,,,15.8,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203144,1610612750,Alexey Shved,Alexey Shved,203144,MIN,979.0,16,-17,33,35,13,25,68,13,0.3939393939393939,2.0,1.0,,1.0,3.0,,1.0,2.0,1.0,3.0,,5.0,44.0,1.0,,1.0,,,3.0,1.0,2.0,,2.0,,,4.0,,2.0,2.0,3.0,3.0,,6.0,2.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,0.6,30.555555555555557,0.5,,0.16666666666666666,,0.2,,0.6,0.3333333333333333,0.3333333333333333,0.5,,0.8,0.3333333333333333,0.5457,0.4262,,,,12.0,25.400000000000002,,1.0,1.0,,,,,,,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,0.5,,,,0.25,,0.6666666666666666,,0.2,,,,,1.0,,,,2.0,1.0,2.0,1.0,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612750,Luke Ridnour,Luke Ridnour,2557,MIN,267.0,4,-8,8,10,7,5,18,7,0.875,1.0,,,,,,,,,,,,14.0,,,,,,,,1.0,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,12.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
