EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Arc3Assists,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,11387.0,190,-25.0,380,378,52,52,47,758,8.0,20.0,2.0,7.0,1.0,4.0,2.0,8.0,7.0,23.0,1.0,2.0,3.0,14.0,2.0,2.0,17.0,51,4.0,16.0,4.0,50.0,402,2.0,9.0,2.0,1.0,5.0,2.0,9.0,2.0,2.0,6.0,22.0,12.0,12.0,4.0,14.0,3.0,5.0,8.0,1.0,9.0,1.0,3.0,3.0,2.0,19.0,3.0,12.0,5.0,22,3.0,30,15.0,45,1.0,6.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,8.0,1.0,14.0,1.0,1.0,13.0,3.0,2.0,10.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,6.0,52,1.0,0.6470588235294118,0.7333333333333333,1.0,0.25,0.25,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3432835820895522,0.1818181818181818,0.1818181818181818,0.3472222222222222,0.2083333333333333,0.2307692307692307,0.2388059701492537,0.0980392156862745,0.2,0.0434782608695652,17.660550458715594,0.4,0.3,0.1818181818181818,0.0827586206896551,0.1428571428571428,0.0612244897959183,0.173076923076923,0.0773195876288659,0.0727272727272727,0.1515151515151515,0.0526315789473684,0.0294117647058823,0.1333333333333333,0.2580645161290322,0.054054054054054,0.2264150943396226,0.125,0.1818181818181818,0.025,0.75,0.2985074626865671,0.4,0.5,0.75,0.1194029850746268,0.25,0.25,0.5,0.3432835820895522,0.3043478260869565,0.3181818181818182,0.5714285714285714,0.0298507462686567,0.5,0.5,1.0,0.208955223880597,0.2142857142857142,0.2142857142857142,1.0,0.6363636363636364,0.2857142857142857,0.1818181818181818,0.3636363636363636,0.25,0.1818181818181818,0.5373134328358209,0.2142857142857142,0.5206179104477611,0.5522888888888888,0.5187045454545455,0.056338028169014,0.0727272727272727,0.1,0.12,9.449019607843136,25.19375,0.1368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101145,1610612749,Monta Ellis,Monta Ellis,101145,MIL,15257.0,254,-36.0,511,505,69,77,65,1016,18.0,33.0,,,3.0,4.0,7.0,18.0,20.0,49.0,4.0,7.0,3.0,12.0,,4.0,45.0,100,7.0,19.0,15.0,126.0,543,1.0,3.0,,1.0,3.0,7.0,11.0,4.0,2.0,19.0,46.0,44.0,18.0,,10.0,2.0,1.0,27.0,11.0,38.0,5.0,16.0,8.0,3.0,87.0,,2.0,4.0,13,1.0,18,2.0,20,1.0,9.0,5.0,4.0,16.0,5.0,12.0,6.0,1.0,22.0,8.0,,12.0,,,24.0,,1.0,21.0,10.0,1.0,,,,,,19.0,69,1.0,0.5111111111111111,0.5111111111111111,0.8571428571428571,0.3684210526315789,0.3333333333333333,0.45,0.3333333333333333,0.6363636363636364,0.4663865546218487,0.3333333333333333,0.5666666666666667,0.4883720930232558,0.375,0.59375,0.1596638655462184,0.01,0.0303030303030303,,25.811965811965813,0.7272727272727273,0.0833333333333333,0.0773809523809523,0.0101522842639593,0.0833333333333333,,0.0787037037037037,0.0079365079365079,0.0140845070422535,0.0204081632653061,,,,0.0888888888888888,0.0576923076923076,0.0845070422535211,0.0625,0.125,0.0158730158730158,,0.2773109243697479,0.5454545454545454,0.5625,0.5555555555555556,0.1512605042016806,0.3888888888888889,0.3888888888888889,0.2857142857142857,0.4117647058823529,0.4081632653061224,0.4081632653061224,0.55,0.0588235294117647,0.5714285714285714,0.5714285714285714,1.0,0.1008403361344537,0.25,0.25,0.6666666666666666,,,,0.2666666666666666,0.75,0.2666666666666666,0.4369747899159664,0.2,0.5143203389830509,0.4246,0.4881214285714285,0.078125,0.091743119266055,0.0238095238095238,0.1507936507936507,10.751,25.77894736842105,0.1350293542074364,1.0,1.0,3.0,1.0,1.0,6.0,4.0,2.0,2.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,502.0,8,,17,15,6,2,2,32,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1,,,,2.0,15,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,5.0,,,0.2857142857142857,,,,0.2,,,,,,,,0.5,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,0.724,,0.724,,,,1.0,0.4,,0.3529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,15878.0,265,-35.0,529,526,53,78,65,1055,14.0,29.0,,,3.0,4.0,11.0,24.0,17.0,35.0,2.0,5.0,9.0,26.0,3.0,2.0,42.0,88,11.0,31.0,14.0,131.0,562,2.0,2.0,4.0,2.0,9.0,5.0,10.0,2.0,,10.0,22.0,62.0,18.0,2.0,26.0,9.0,8.0,39.0,12.0,51.0,7.0,25.0,2.0,12.0,114.0,1.0,3.0,5.0,10,1.0,16,4.0,20,2.0,22.0,13.0,9.0,11.0,1.0,5.0,7.0,1.0,18.0,5.0,,13.0,,,18.0,,1.0,18.0,8.0,,1.0,,,1.0,,10.0,53,,0.2619047619047619,0.2682926829268293,0.5454545454545454,0.3548387096774194,0.3548387096774194,0.4772727272727273,1.0,0.5,0.4915966386554621,0.5833333333333334,0.4166666666666667,0.5118110236220472,0.6428571428571429,0.4166666666666667,0.2605042016806723,0.0909090909090909,0.1724137931034483,,24.046434494195687,0.6111111111111112,0.0714285714285714,0.0555555555555555,0.0144230769230769,0.0943396226415094,0.0185185185185185,0.0643776824034334,0.015267175572519,,0.0185185185185185,0.025,0.0256410256410256,,0.0185185185185185,0.0384615384615384,0.0945945945945946,0.0833333333333333,0.1176470588235294,0.0344827586206896,,0.2436974789915966,0.4827586206896552,0.5833333333333334,0.3571428571428571,0.2016806722689075,0.4583333333333333,0.5238095238095238,0.1818181818181818,0.2941176470588235,0.4857142857142857,0.4857142857142857,0.2352941176470588,0.042016806722689,0.4,0.4,1.0,0.2184873949579832,0.3461538461538461,0.3461538461538461,0.4444444444444444,,,0.5,0.3333333333333333,0.75,0.1666666666666666,0.5042016806722689,0.3461538461538461,0.5092130252100839,0.5192699999999999,0.52835,0.0708661417322834,0.0833333333333333,0.0687022900763358,0.0763358778625954,9.7875,25.39677419354838,0.1001890359168242,,,15.0,,,5.0,6.0,1.0,,,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.125,0.1666666666666666,0.3333333333333333,1.0,0.032258064516129,,,,,,,,,,,,,,,,True,,,,,,,,
202699,1610612749,Tobias Harris,Tobias Harris,202699,MIL,19477.0,325,-37.0,654,646,132,142,89,1300,25.0,44.0,8.0,15.0,6.0,14.0,14.0,37.0,7.0,13.0,5.0,14.0,2.0,7.0,,2.0,46.0,94,7.0,21.0,23.0,136.0,675,11.0,21.0,1.0,1.0,26.0,11.0,28.0,3.0,6.0,28.0,56.0,36.0,21.0,8.0,7.0,2.0,9.0,12.0,1.0,13.0,,8.0,1.0,3.0,27.0,3.0,14.0,8.0,28,4.0,40,17.0,57,1.0,8.0,1.0,7.0,8.0,2.0,5.0,10.0,2.0,18.0,17.0,,31.0,1.0,,18.0,,,26.0,11.0,2.0,7.0,5.0,1.0,7.0,4.0,28.0,132,2.0,0.6086956521739131,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.4893617021276595,0.5238095238095238,0.3928571428571428,0.4913043478260869,0.5681818181818182,0.3548387096774194,0.53125,0.5652173913043478,0.4117647058823529,0.1826086956521739,0.0957446808510638,0.1363636363636363,,19.185282522996054,0.4444444444444444,0.1818181818181818,0.1320754716981132,0.0526315789473684,0.125,0.0428571428571428,0.1304347826086956,0.050595238095238,0.075268817204301,0.0454545454545454,0.0373831775700934,0.06,,0.1304347826086956,0.1896551724137931,0.0941176470588235,0.119047619047619,0.1363636363636363,0.0188679245283018,0.5714285714285714,0.3826086956521739,0.5681818181818182,0.6578947368421053,0.64,0.3217391304347826,0.3783783783783784,0.4117647058823529,0.5,0.1130434782608695,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.1217391304347826,0.3571428571428571,0.3571428571428571,1.0,0.0608695652173913,0.2857142857142857,0.2857142857142857,1.0,0.6818181818181818,0.5333333333333333,,0.4516129032258064,0.4285714285714285,0.064516129032258,0.5652173913043478,0.2857142857142857,0.5271465217391306,0.5453749999999999,0.5035048387096774,0.0873015873015873,0.1047619047619047,0.1911764705882352,0.2058823529411764,6.439361702127658,24.43333333333333,0.2018348623853211,,,,,,1.0,3.0,2.0,1.0,,,,1.0,,1.0,2.0,2.0,2.0,,,,,1.0,2.0,1.0,0.081081081081081,0.0454545454545454,,,,1.0,1.0,1.0,2.0,0.375,1.0,1.0,0.032258064516129,,,,,,,,True,,,,,,,,
2757,1610612749,Beno Udrih,Beno Udrih,2757,MIL,2958.0,49,2.0,99,99,43,39,14,198,1.0,1.0,,,,,,,2.0,10.0,2.0,2.0,,2.0,1.0,1.0,3.0,11,2.0,4.0,4.0,16.0,89,,1.0,2.0,,3.0,,4.0,1.0,1.0,1.0,4.0,2.0,6.0,,2.0,,,6.0,1.0,7.0,,3.0,1.0,2.0,15.0,,1.0,2.0,3,1.0,6,1.0,7,,,,,3.0,2.0,2.0,3.0,1.0,6.0,4.0,,6.0,,,4.0,,,6.0,2.0,1.0,,,,,,1.0,43,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.2727272727272727,,,0.4,0.5,,0.4444444444444444,0.5,0.0833333333333333,0.2666666666666666,,,,20.16806722689076,0.5,0.1666666666666666,0.0833333333333333,0.0238095238095238,0.1333333333333333,,0.0980392156862745,0.0185185185185185,0.0769230769230769,,,,,0.1875,,,0.2,,,,0.0666666666666666,1.0,1.0,1.0,,,,,0.6666666666666666,0.2,0.2,0.5,0.1333333333333333,1.0,1.0,1.0,0.1333333333333333,,,,,,0.3333333333333333,,,0.2,0.3333333333333333,,0.4581466666666667,0.4963,0.4312,0.1176470588235294,0.1538461538461538,0.1875,0.0625,15.336363636363636,24.1,0.4343434343434343,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,2.0,0.5,,0.3333333333333333,,,,1.0,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,
202327,1610612749,Ekpe Udoh,Ekpe Udoh,202327,MIL,2651.0,44,9.0,92,90,19,36,7,182,1.0,1.0,,,,,1.0,2.0,1.0,2.0,,,,,,,3.0,5,,,5.0,11.0,71,,,,,,,,,2.0,2.0,2.0,4.0,,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,1.0,3,2.0,6,,6,,2.0,,2.0,,,,1.0,,1.0,1.0,,2.0,,,3.0,,,6.0,2.0,1.0,,,,,,2.0,19,1.0,0.3333333333333333,0.3333333333333333,,,,0.6,,,0.6,,,0.6875,,1.0,,,,,9.090909090909092,,0.25,0.088235294117647,,0.0625,,0.08,,,,,,,0.0714285714285714,0.25,,,0.1666666666666666,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,,0.4,0.5,0.5,,,,,,,,,,,,,,,,0.2,,0.38722,,,0.2857142857142857,0.2857142857142857,,0.1818181818181818,9.66,,0.2065217391304347,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
202336,1610612749,Larry Sanders,Larry Sanders,202336,MIL,3249.0,54,-29.0,105,102,12,27,15,207,5.0,8.0,1.0,2.0,,1.0,,2.0,,1.0,,,,,,,5.0,11,,,,10.0,120,1.0,3.0,,,2.0,,1.0,,,,8.0,2.0,,2.0,,,2.0,,,,,,,,,1.0,2.0,1.0,10,,11,4.0,15,,4.0,4.0,,2.0,,1.0,1.0,,3.0,8.0,,13.0,,,,,,,,,5.0,4.0,,5.0,5.0,,12,,0.8,1.0,,,,0.4545454545454545,0.3333333333333333,,0.4545454545454545,0.3333333333333333,,0.4545454545454545,0.3333333333333333,,,0.1818181818181818,0.125,,11.764705882352942,0.6666666666666666,,0.2777777777777778,0.0476190476190476,0.1666666666666666,0.0714285714285714,0.2619047619047619,0.0535714285714285,0.0909090909090909,0.1111111111111111,,0.0769230769230769,,0.4285714285714285,0.1428571428571428,0.2,1.0,,,1.0,0.7272727272727273,0.625,0.7142857142857143,0.8,0.1818181818181818,,,,0.0909090909090909,,,,,,,,,,,,0.6666666666666666,0.5,,1.0,,,0.7272727272727273,,0.5513272727272727,0.4388999999999999,0.7335,,,0.2,,4.054545454545455,,0.1142857142857142,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,0.5,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,True,,,,,,,,
203089,1610612749,John Henson,John Henson,203089,MIL,5406.0,90,-15.0,180,176,68,74,36,356,11.0,17.0,8.0,11.0,4.0,8.0,4.0,7.0,2.0,13.0,,,,,,,17.0,37,,,4.0,38.0,179,10.0,16.0,,2.0,22.0,5.0,15.0,,1.0,11.0,14.0,20.0,,14.0,,,,4.0,,4.0,,1.0,,3.0,8.0,1.0,15.0,4.0,11,3.0,18,16.0,34,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,,6.0,3.0,1.0,9.0,,,9.0,,2.0,10.0,3.0,3.0,5.0,5.0,,5.0,3.0,11.0,68,3.0,0.4117647058823529,0.7,,,,0.4594594594594595,0.625,0.3333333333333333,0.4594594594594595,0.625,0.3333333333333333,0.4634146341463415,0.6470588235294118,0.3055555555555556,,,,,21.076233183856505,0.6666666666666666,0.375,0.22,0.15625,0.1904761904761904,0.0714285714285714,0.2112676056338028,0.1454545454545454,0.2222222222222222,0.2083333333333333,0.0888888888888888,0.1,,0.0952380952380952,0.2222222222222222,0.35,0.1538461538461538,0.25,0.05,0.6,0.4594594594594595,0.6470588235294118,0.6470588235294118,0.3636363636363636,0.1891891891891892,0.5714285714285714,0.5714285714285714,0.5,0.3513513513513513,0.1538461538461538,0.1538461538461538,0.5,,,,,,,,,0.6875,0.7272727272727273,,0.5333333333333333,0.5,,0.4594594594594595,,0.5162081081081081,0.56710625,0.53882,0.0789473684210526,0.0789473684210526,0.5789473684210527,0.2894736842105263,7.832432432432435,,0.3777777777777777,,,,,,,3.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,2.0,0.125,,,,,,1.0,,,,,True,,,,,,,,
203117,1610612749,Doron Lamb,Doron Lamb,203117,MIL,1926.0,32,-18.0,69,67,45,36,10,136,2.0,5.0,,2.0,2.0,5.0,2.0,3.0,,6.0,,2.0,1.0,2.0,,1.0,4.0,14,1.0,4.0,,11.0,82,,2.0,1.0,,,2.0,9.0,3.0,,7.0,6.0,2.0,3.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,,7.0,,1.0,1.0,1,,2,1.0,3,,2.0,1.0,1.0,,1.0,,1.0,,1.0,2.0,,3.0,,,3.0,,1.0,2.0,,1.0,,,,,,7.0,45,1.0,0.75,0.75,1.0,0.25,0.25,0.2857142857142857,,0.2222222222222222,0.3055555555555556,,0.2916666666666667,0.2894736842105263,,0.2692307692307692,0.2222222222222222,0.0714285714285714,0.2,,24.09638554216868,,,0.0666666666666666,0.0344827586206896,0.3333333333333333,,0.1111111111111111,0.0277777777777777,,,0.0833333333333333,,,0.0909090909090909,,,1.0,,,,0.2777777777777778,0.4,0.5,0.5,0.1666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,0.1111111111111111,,,,0.1111111111111111,0.5,0.5,1.0,0.6666666666666666,,,0.4166666666666667,0.4,0.0833333333333333,0.5,0.5,0.5236833333333333,0.66795,0.5762791666666667,,,,0.6363636363636364,9.757142857142856,25.025,0.6521739130434783,1.0,1.0,,,,,,1.0,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,2.0,,,,,,0.1666666666666666,,,,,,,,True,,,,,,,,
