EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,HeaveAttempts,Corner3PctBlocked,on,BlockedCorner3
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,35899.0,598.0,-43.0,1173.0,1184.0,384.0,284.0,130.0,2357.0,68.0,103.0,14.0,26.0,22.0,38.0,10.0,29.0,7.0,17.0,12.0,29.0,1.0,7.0,13.0,23.0,62.0,2.0,4.0,9.0,19.0,85.0,149.0,35.0,91.0,43.0,318.0,1313.0,14.0,31.0,2.0,5.0,12.0,46.0,26.0,50.0,16.0,32.0,20.0,120.0,142.0,28.0,105.0,20.0,62.0,23.0,11.0,13.0,5.0,18.0,3.0,2.0,4.0,4.0,5.0,41.0,11.0,30.0,2.0,16.0,65.0,9.0,90.0,43.0,133.0,11.0,5.0,4.0,1.0,12.0,8.0,5.0,4.0,2.0,17.0,4.0,26.0,1.0,40.0,1.0,1.0,2.0,1.0,50.0,1.0,10.0,60.0,9.0,1.0,27.0,1.0,7.0,6.0,6.0,6.0,2.0,1.0,1.0,120.0,383.0,2.0,7.0,0.8352941176470589,0.9466666666666667,1.0,0.38461538461538464,0.4,0.5,0.38461538461538464,0.5704697986577181,0.45161290322580644,0.52,0.5729166666666666,0.4722222222222222,0.6097560975609756,0.6,0.5609756097560976,0.6451612903225806,0.37916666666666665,0.0738255033557047,0.06796116504854369,0.13793103448275862,21.13943028485757,0.7058823529411765,0.28125,0.043478260869565216,0.16624040920716113,0.08620689655172414,0.09580838323353294,0.05583756345177665,0.14516129032258066,0.07522935779816514,0.13385826771653545,0.06315789473684211,0.05555555555555555,0.05405405405405406,0.061224489795918366,0.15789473684210525,0.19658119658119658,0.14893617021276595,0.11570247933884298,0.043478260869565216,0.102803738317757,0.3333333333333333,0.42916666666666664,0.6601941747572816,0.7083333333333334,0.8235294117647058,0.12083333333333333,0.3448275862068966,0.4,0.8,0.07083333333333333,0.4117647058823529,0.4117647058823529,1.0,0.12083333333333333,0.41379310344827586,0.41379310344827586,1.0,0.25833333333333336,0.3709677419354839,0.3709677419354839,1.0,0.7222222222222222,0.5384615384615384,0.21428571428571427,0.027777777777777776,0.1111111111111111,0.5,1.0,0.4634146341463415,0.5789473684210527,0.15853658536585366,0.5384615384615384,0.23170731707317074,0.47368421052631576,0.8083333333333333,0.3709677419354839,0.538228661087866,0.5608586206896551,0.5428536585365854,0.10852713178294573,0.16167664670658682,0.01098901098901099,0.14465408805031446,0.37735849056603776,5.0624161073825515,24.846153846153847,0.3273657289002558,,,,,,,,,,,,,,,,,,,,,,,,True,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,42799.0,713.0,-101.0,1386.0,1398.0,273.0,174.0,168.0,2784.0,36.0,72.0,11.0,19.0,5.0,12.0,5.0,27.0,8.0,32.0,15.0,42.0,3.0,1.0,10.0,24.0,69.0,1.0,4.0,2.0,9.0,49.0,131.0,39.0,111.0,21.0,236.0,1542.0,13.0,29.0,2.0,7.0,5.0,37.0,7.0,24.0,3.0,19.0,6.0,29.0,36.0,62.0,105.0,12.0,69.0,24.0,20.0,19.0,10.0,29.0,8.0,2.0,12.0,3.0,4.0,68.0,10.0,19.0,,14.0,43.0,6.0,63.0,29.0,92.0,6.0,43.0,27.0,16.0,12.0,7.0,13.0,5.0,3.0,25.0,2.0,24.0,,60.0,2.0,,2.0,3.0,33.0,1.0,5.0,33.0,3.0,,15.0,,3.0,11.0,7.0,12.0,4.0,,,29.0,273.0,,3.0,0.3673469387755102,0.4186046511627907,0.8974358974358975,0.35135135135135137,0.2857142857142857,0.15789473684210525,0.35135135135135137,0.37404580152671757,0.4482758620689655,0.2916666666666667,0.44421487603305787,0.4444444444444444,0.26744186046511625,0.4591439688715953,0.47435897435897434,0.3020833333333333,0.45867768595041325,0.15267175572519084,0.2222222222222222,0.1111111111111111,17.780580075662044,0.48,0.18181818181818182,,0.08253358925143954,0.04241071428571429,0.0875,0.04975124378109453,0.08370044052863436,0.04468412942989214,0.04938271604938271,0.046511627906976744,0.03184713375796178,0.0392156862745098,0.08333333333333333,0.050955414012738856,0.07792207792207792,0.10952380952380952,0.09322033898305085,0.07142857142857142,0.046875,0.3333333333333333,0.2975206611570248,0.5,0.6428571428571429,0.2777777777777778,0.1115702479338843,0.18518518518518517,0.20833333333333334,0.6,0.1322314049586777,0.25,0.25806451612903225,0.625,0.17355371900826447,0.35714285714285715,0.35714285714285715,1.0,0.28512396694214875,0.34782608695652173,0.34782608695652173,0.8333333333333334,0.5277777777777778,0.5789473684210527,0.18181818181818182,0.08333333333333333,0.1111111111111111,0.25,,0.27906976744186046,0.4166666666666667,0.23255813953488372,0.1,0.20930232558139536,0.2222222222222222,0.756198347107438,0.34782608695652173,0.5391390041493775,0.5476854166666667,0.4866848837209302,0.05905511811023622,0.1048951048951049,,0.15677966101694915,0.1228813559322034,7.522900763358779,24.809009009009007,0.19696969696969696,1.0,12.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,0.03125,0.3333333333333333,1.0,,,,,,,,,,,True,
201947,1610612747,Earl Clark,Earl Clark,201947,LAL,81779.0,1363.0,-83.0,2674.0,2684.0,753.0,522.0,300.0,5358.0,77.0,127.0,26.0,40.0,17.0,35.0,11.0,33.0,47.0,122.0,10.0,26.0,3.0,3.0,5.0,25.0,78.0,2.0,8.0,7.0,25.0,135.0,282.0,35.0,104.0,51.0,426.0,2911.0,28.0,54.0,4.0,11.0,7.0,75.0,33.0,69.0,10.0,30.0,14.0,110.0,204.0,66.0,105.0,36.0,78.0,25.0,29.0,32.0,33.0,65.0,20.0,13.0,27.0,3.0,2.0,163.0,24.0,55.0,3.0,49.0,176.0,18.0,243.0,82.0,325.0,7.0,36.0,22.0,14.0,40.0,27.0,22.0,13.0,5.0,62.0,12.0,55.0,2.0,102.0,4.0,,2.0,1.0,53.0,,5.0,74.0,8.0,,37.0,,4.0,42.0,28.0,44.0,25.0,,,110.0,748.0,8.0,4.0,0.7555555555555555,0.8717948717948718,1.0,0.33653846153846156,0.36363636363636365,0.3333333333333333,0.33653846153846156,0.4787234042553192,0.5185185185185185,0.4782608695652174,0.48575129533678757,0.5230769230769231,0.48484848484848486,0.5083532219570406,0.5357142857142857,0.5,0.2694300518134715,0.10283687943262411,0.16535433070866143,0.24242424242424243,15.874587458745875,0.6451612903225806,0.2535211267605634,0.026785714285714284,0.18144329896907216,0.0684931506849315,0.1436950146627566,0.060759493670886074,0.17162471395881007,0.0659432387312187,0.0959409594095941,0.07456140350877193,0.039473684210526314,0.057432432432432436,0.0707070707070707,0.15527950310559005,0.16363636363636364,0.21715817694369974,0.15261044176706828,0.11956521739130435,0.038461538461538464,0.5681818181818182,0.3290155440414508,0.6062992125984252,0.7264150943396226,0.6363636363636364,0.08549222797927461,0.3333333333333333,0.44,0.8181818181818182,0.3160621761658031,0.38524590163934425,0.38524590163934425,0.9361702127659575,0.06735751295336788,0.38461538461538464,0.38461538461538464,1.0,0.20207253886010362,0.32051282051282054,0.3246753246753247,1.0,0.6153846153846154,0.65,0.11538461538461539,0.046153846153846156,0.12307692307692308,0.25,1.0,0.35353535353535354,0.4857142857142857,0.050505050505050504,0.6,0.25252525252525254,0.28,0.5984455958549223,0.32051282051282054,0.5128842857142857,0.5436062500000001,0.5077719387755102,0.0891566265060241,0.1189710610932476,,0.176056338028169,0.25821596244131456,9.738652482269499,25.274999999999995,0.28160059835452506,2.0,,3.0,5.0,18.0,2.0,2.0,2.0,2.0,11.0,,0.6666666666666666,1.0,1.0,1.0,3.0,7.0,2.0,0.009615384615384616,0.01282051282051282,,,,True,
201975,1610612747,Jodie Meeks,Jodie Meeks,201975,LAL,27637.0,461.0,15.0,899.0,905.0,258.0,186.0,94.0,1804.0,12.0,26.0,1.0,2.0,3.0,8.0,2.0,5.0,4.0,13.0,7.0,15.0,,,3.0,24.0,56.0,1.0,1.0,6.0,15.0,18.0,44.0,31.0,71.0,23.0,152.0,958.0,2.0,4.0,1.0,1.0,,7.0,5.0,14.0,6.0,18.0,4.0,32.0,22.0,14.0,78.0,2.0,56.0,24.0,5.0,13.0,4.0,17.0,2.0,2.0,7.0,1.0,5.0,38.0,3.0,4.0,,9.0,26.0,2.0,37.0,7.0,44.0,1.0,17.0,9.0,8.0,6.0,5.0,7.0,1.0,2.0,13.0,2.0,13.0,,24.0,,,,,16.0,,,28.0,1.0,,7.0,1.0,2.0,,,,,,,32.0,256.0,2.0,1.0,0.6111111111111112,0.6470588235294118,0.8387096774193549,0.43661971830985913,1.0,0.3333333333333333,0.43661971830985913,0.4090909090909091,0.5,0.35714285714285715,0.5608695652173913,0.7,0.4375,0.5846774193548387,0.7,0.47058823529411764,0.6173913043478261,0.11363636363636363,0.11538461538461539,0.2,13.438735177865613,0.46153846153846156,0.08,,0.07854984894259819,0.01486988847583643,0.07563025210084033,0.022058823529411766,0.07777777777777778,0.01728395061728395,0.02247191011235955,0.024096385542168676,,0.018518518518518517,0.03571428571428571,0.056451612903225805,0.09090909090909091,0.09259259259259259,0.09523809523809523,0.02857142857142857,0.017241379310344827,,0.22608695652173913,0.46153846153846156,0.5217391304347826,0.5,0.043478260869565216,0.4,0.5,0.5,0.11304347826086956,0.3076923076923077,0.3333333333333333,1.0,0.13043478260869565,0.4666666666666667,0.4666666666666667,1.0,0.48695652173913045,0.42857142857142855,0.43636363636363634,0.7916666666666666,0.4,0.5,,,0.2,1.0,1.0,0.25,0.375,0.09375,,0.46875,0.4,0.8434782608695652,0.42857142857142855,0.5511660869565218,0.4928666666666666,0.53259375,0.06557377049180328,0.14,0.013888888888888888,0.046052631578947366,0.21052631578947367,7.493181818181819,24.905633802816904,0.28698553948832034,,15.0,1.0,1.0,3.0,3.0,,,,,0.07692307692307693,,,1.0,3.0,,,,0.014084507042253521,0.017857142857142856,8.0,,,True,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,29808.0,497.0,29.0,954.0,978.0,324.0,237.0,96.0,1932.0,10.0,17.0,,,2.0,2.0,2.0,14.0,9.0,19.0,13.0,30.0,2.0,6.0,15.0,22.0,49.0,1.0,5.0,4.0,17.0,21.0,50.0,35.0,79.0,7.0,154.0,1050.0,,,2.0,7.0,,6.0,3.0,4.0,10.0,32.0,2.0,38.0,12.0,30.0,93.0,,44.0,22.0,5.0,59.0,26.0,85.0,20.0,6.0,30.0,6.0,23.0,196.0,5.0,3.0,,13.0,32.0,3.0,48.0,8.0,56.0,,11.0,5.0,6.0,23.0,14.0,7.0,9.0,,30.0,1.0,16.0,1.0,34.0,,,1.0,,21.0,1.0,2.0,12.0,,,2.0,2.0,1.0,4.0,2.0,4.0,3.0,,,38.0,321.0,4.0,1.0,0.2857142857142857,0.2857142857142857,0.8857142857142857,0.4430379746835443,0.2857142857142857,0.3125,0.47297297297297297,0.42,,0.75,0.5697674418604651,0.42857142857142855,0.5,0.5746268656716418,0.42857142857142855,0.5,0.6124031007751938,0.1,0.058823529411764705,0.2857142857142857,15.298507462686567,0.7666666666666667,0.0967741935483871,,0.08648648648648649,0.011904761904761904,0.11504424778761062,0.034013605442176874,0.09316770186335403,0.020050125313283207,,0.014084507042253521,0.02040816326530612,0.018018018018018018,0.08333333333333333,0.08391608391608392,0.05714285714285714,0.11475409836065574,0.10465116279069768,0.14814814814814814,,0.75,0.13178294573643412,0.5882352941176471,0.625,0.3,0.10852713178294573,0.14285714285714285,0.2,,0.14728682170542637,0.47368421052631576,0.47368421052631576,0.3333333333333333,0.23255813953488372,0.43333333333333335,0.4482758620689655,1.0,0.3798449612403101,0.4489795918367347,0.4489795918367347,0.8181818181818182,,,,0.2857142857142857,0.7142857142857143,0.2,1.0,0.05555555555555555,1.0,0.4166666666666667,0.4,0.4722222222222222,0.23529411764705882,0.7441860465116279,0.5,0.5152369918699187,0.5429999999999999,0.52595,0.03007518796992481,0.038461538461538464,0.024691358024691357,0.03896103896103896,0.24675324675324675,9.72,27.601265822784814,0.33962264150943394,1.0,12.0,4.0,2.0,10.0,7.0,,,,2.0,,0.5,1.0,1.0,,,,,0.012658227848101266,,,5.0,0.03333333333333333,True,
2768,1610612747,Chris Duhon,Chris Duhon,2768,LAL,9095.0,152.0,-33.0,312.0,303.0,100.0,80.0,32.0,615.0,1.0,3.0,,,,2.0,,1.0,,2.0,,4.0,,,2.0,4.0,12.0,,1.0,1.0,2.0,1.0,6.0,4.0,16.0,2.0,16.0,320.0,,,,1.0,,,,3.0,1.0,4.0,,3.0,,2.0,12.0,,12.0,4.0,2.0,17.0,10.0,27.0,7.0,3.0,7.0,3.0,7.0,64.0,,,1.0,4.0,4.0,,8.0,1.0,9.0,,3.0,1.0,2.0,10.0,6.0,4.0,4.0,1.0,14.0,1.0,7.0,,11.0,,,,,4.0,1.0,,4.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,3.0,100.0,3.0,,,,1.0,0.25,,0.25,0.25,0.16666666666666666,,,0.3181818181818182,,0.21428571428571427,0.32608695652173914,,0.21428571428571427,0.7272727272727273,0.3333333333333333,0.6666666666666666,,10.632183908045977,0.7142857142857143,,0.058823529411764705,0.036036036036036036,,0.10256410256410256,,0.05333333333333334,,,,,,,0.023255813953488372,0.034482758620689655,0.05128205128205128,0.07407407407407407,0.16666666666666666,,1.0,0.13636363636363635,0.3333333333333333,1.0,,0.045454545454545456,,,,0.09090909090909091,,,,0.18181818181818182,,,,0.5454545454545454,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,,,0.2857142857142857,,0.2857142857142857,,0.2857142857142857,0.5,0.8636363636363636,0.3333333333333333,0.5103000000000001,0.5523,0.5055857142857142,0.08695652173913043,0.2857142857142857,,,0.1875,9.916666666666666,25.700000000000003,0.32051282051282054,,,2.0,,4.0,,,,,,,,,,,,,,,,1.0,,,True,
959,1610612747,Steve Nash,Steve Nash,959,LAL,44419.0,740.0,-80.0,1461.0,1462.0,348.0,210.0,173.0,2923.0,24.0,34.0,3.0,4.0,6.0,7.0,26.0,57.0,43.0,74.0,2.0,6.0,1.0,,1.0,25.0,55.0,3.0,6.0,6.0,10.0,93.0,165.0,27.0,61.0,48.0,315.0,1614.0,7.0,14.0,3.0,7.0,,23.0,18.0,29.0,6.0,11.0,23.0,77.0,36.0,150.0,69.0,,55.0,25.0,5.0,118.0,32.0,150.0,23.0,9.0,75.0,17.0,26.0,332.0,4.0,7.0,,15.0,39.0,1.0,55.0,11.0,66.0,2.0,10.0,6.0,4.0,45.0,36.0,14.0,9.0,,59.0,2.0,15.0,5.0,33.0,,,3.0,1.0,54.0,1.0,,52.0,,,7.0,,11.0,2.0,1.0,2.0,2.0,,,77.0,346.0,1.0,11.0,0.1935483870967742,0.1935483870967742,0.8518518518518519,0.4426229508196721,0.42857142857142855,0.5454545454545454,0.4426229508196721,0.5636363636363636,0.5,0.6206896551724138,0.5907079646017699,0.5476190476190477,0.675,0.6147540983606558,0.5476190476190477,0.7254901960784313,0.26991150442477874,0.030303030303030304,0.058823529411764705,0.03508771929824561,18.231046931407942,0.7627118644067796,0.03225806451612903,,0.07632093933463796,0.014644351464435146,0.08333333333333333,0.020202020202020204,0.07814761215629522,0.016272189349112426,0.03067484662576687,0.007246376811594203,0.005649717514124294,0.0273972602739726,,0.057971014492753624,0.060810810810810814,0.09777777777777778,0.09848484848484848,0.041666666666666664,0.019801980198019802,1.0,0.1504424778761062,0.7058823529411765,0.75,0.2916666666666667,0.252212389380531,0.45614035087719296,0.4727272727272727,0.19230769230769232,0.3274336283185841,0.581081081081081,0.589041095890411,0.13953488372093023,0.02654867256637168,0.3333333333333333,0.3333333333333333,1.0,0.24336283185840707,0.45454545454545453,0.45454545454545453,0.84,0.19047619047619047,0.75,0.3333333333333333,0.047619047619047616,0.2857142857142857,0.5,1.0,0.175,0.8571428571428571,0.025,,0.25,0.6,0.42035398230088494,0.45454545454545453,0.48363451327433626,0.5104210526315789,0.49134874999999995,0.030042918454935622,0.040697674418604654,,0.07301587301587302,0.24444444444444444,11.421212121212122,25.355737704918035,0.23819301848049282,,12.0,8.0,3.0,17.0,4.0,3.0,,,,0.013513513513513514,,,,1.0,1.0,,,,,16.0,,,True,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,42788.0,713.0,14.0,1393.0,1391.0,274.0,171.0,156.0,2784.0,112.0,163.0,27.0,42.0,16.0,24.0,20.0,60.0,3.0,5.0,,,,,,,1.0,,,,1.0,135.0,228.0,,1.0,74.0,344.0,1481.0,30.0,47.0,,,8.0,68.0,18.0,31.0,,1.0,27.0,63.0,194.0,76.0,,42.0,1.0,,17.0,14.0,11.0,25.0,10.0,1.0,11.0,1.0,2.0,61.0,21.0,37.0,1.0,39.0,117.0,7.0,163.0,59.0,222.0,6.0,22.0,10.0,12.0,22.0,9.0,47.0,13.0,5.0,69.0,4.0,32.0,1.0,76.0,3.0,,9.0,17.0,161.0,,17.0,171.0,16.0,,70.0,,24.0,43.0,25.0,43.0,26.0,7.0,5.0,63.0,269.0,3.0,12.0,0.7185185185185186,0.8508771929824561,,,,,,0.5921052631578947,0.6382978723404256,0.5806451612903226,0.5895196506550219,0.6382978723404256,0.5625,0.5602605863192183,0.5964912280701754,0.5080645161290323,0.004366812227074236,0.07456140350877193,0.06134969325153374,0.11666666666666667,23.764258555133082,0.3188405797101449,0.28,0.014285714285714285,0.2158671586715867,0.09511568123393316,0.22674418604651161,0.10396039603960396,0.2184873949579832,0.09813874788494077,0.1171875,0.07079646017699115,0.0945945945945946,0.1032258064516129,0.10638297872340426,0.21341463414634146,0.24161073825503357,0.20087336244541484,0.2230769230769231,0.23809523809523808,0.07894736842105263,0.6046511627906976,0.7117903930131004,0.6871165644171779,0.7320261437908496,0.7410714285714286,0.26200873362445415,0.3333333333333333,0.37735849056603776,0.55,0.021834061135371178,0.6,0.6,1.0,,,,,0.004366812227074236,,,,0.8936170212765957,0.6428571428571429,0.25925925925925924,,,,,0.75,0.6666666666666666,,,0.03125,,0.7161572052401747,,0.5442244541484715,0.5760566666666666,0.574734375,0.24734982332155478,0.24822695035460993,,0.19767441860465115,0.18313953488372092,3.27982456140351,27.2,0.19669777458722182,,,4.0,2.0,10.0,2.0,4.0,,,16.0,,,,,4.0,2.0,12.0,3.0,,,,,,True,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,58482.0,975.0,-39.0,1920.0,1918.0,594.0,393.0,216.0,3838.0,80.0,127.0,9.0,12.0,25.0,41.0,44.0,89.0,63.0,165.0,5.0,13.0,2.0,1.0,5.0,27.0,103.0,,3.0,8.0,35.0,187.0,381.0,32.0,116.0,149.0,619.0,2119.0,18.0,38.0,,5.0,4.0,40.0,63.0,123.0,9.0,40.0,81.0,234.0,76.0,298.0,63.0,4.0,101.0,27.0,25.0,115.0,59.0,174.0,45.0,14.0,78.0,19.0,18.0,407.0,5.0,11.0,,40.0,79.0,4.0,123.0,16.0,139.0,3.0,38.0,23.0,15.0,59.0,41.0,42.0,18.0,6.0,101.0,7.0,22.0,1.0,51.0,3.0,,3.0,6.0,151.0,3.0,1.0,175.0,17.0,1.0,67.0,2.0,26.0,7.0,5.0,8.0,8.0,1.0,,226.0,589.0,2.0,18.0,0.20320855614973263,0.20540540540540542,0.65625,0.27586206896551724,,0.225,0.2807017543859649,0.49081364829396323,0.47368421052631576,0.5121951219512195,0.47283702213279677,0.4186046511627907,0.46932515337423314,0.5374564459930313,0.45454545454545453,0.5679611650485437,0.23340040241448692,0.06561679790026247,0.13385826771653545,0.06741573033707865,30.960036747818098,0.5841584158415841,0.08163265306122448,,0.11600587371512482,0.019400352733686066,0.16326530612244897,0.018315018315018316,0.1285097192224622,0.01904761904761905,0.03125,0.0064516129032258064,0.01818181818181818,0.005128205128205128,0.05128205128205128,0.09090909090909091,0.12169312169312169,0.1323529411764706,0.16111111111111112,0.16923076923076924,0.012345679012345678,1.0,0.25553319919517103,0.6299212598425197,0.7272727272727273,0.2875,0.1790744466800805,0.4943820224719101,0.5301204819277109,0.11363636363636363,0.3319919517102616,0.38181818181818183,0.38650306748466257,0.15873015873015872,0.026156941649899398,0.38461538461538464,0.38461538461538464,0.6,0.20724346076458752,0.2621359223300971,0.2647058823529412,0.6666666666666666,0.27906976744186046,0.75,0.4444444444444444,0.046511627906976744,0.06976744186046512,,,0.25153374233128833,0.6097560975609756,0.03067484662576687,0.2,0.2147239263803681,0.22857142857142856,0.48893360160965793,0.26732673267326734,0.48671113360323887,0.4636666666666667,0.4754229813664595,0.1259124087591241,0.1554524361948956,0.017094017094017096,0.06462035541195477,0.3780290791599354,10.645931758530185,25.918965517241382,0.309375,,33.0,9.0,9.0,34.0,4.0,10.0,1.0,1.0,2.0,0.012121212121212121,,,1.0,4.0,,,,0.008620689655172414,0.009708737864077669,2.0,2.0,,True,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,5430.0,90.0,-43.0,177.0,183.0,81.0,78.0,23.0,360.0,5.0,10.0,1.0,1.0,3.0,5.0,,2.0,3.0,8.0,,3.0,,,2.0,3.0,9.0,,,1.0,5.0,8.0,20.0,3.0,12.0,2.0,27.0,188.0,1.0,2.0,,,,2.0,5.0,9.0,1.0,7.0,,13.0,10.0,6.0,9.0,,8.0,3.0,2.0,5.0,2.0,7.0,2.0,,,1.0,4.0,16.0,1.0,1.0,,2.0,3.0,,5.0,2.0,7.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,8.0,,5.0,1.0,12.0,,,,2.0,3.0,1.0,,3.0,,,1.0,,1.0,,,,,,,13.0,81.0,2.0,,0.625,0.625,1.0,0.25,,0.14285714285714285,0.2727272727272727,0.4,0.5,0.5555555555555556,0.390625,0.5,0.40625,0.39705882352941174,0.5,0.40625,0.375,0.1,0.2,,20.19704433497537,0.625,,,0.04918032786885246,0.018867924528301886,0.06666666666666667,0.029411764705882353,0.054945054945054944,0.022988505747126436,,,0.037037037037037035,0.041666666666666664,,0.047619047619047616,0.1,,0.08695652173913043,,0.05555555555555555,,0.3125,0.5,0.625,0.6,0.0625,,,,0.25,0.375,0.375,0.6666666666666666,0.09375,,,,0.28125,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,,,,,0.3125,0.6,0.125,,0.3125,0.2,0.6875,0.375,0.5328790322580645,0.4469,0.55307,0.030303030303030304,0.047619047619047616,,0.07407407407407407,0.48148148148148145,9.235,28.675,0.4576271186440678,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,True,
