EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,3SecondViolations,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,on
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,41256.0,688,177,1355,1304,476.0,526.0,137.0,2659,36.0,63.0,9.0,12.0,15.0,27.0,21.0,41.0,16.0,45.0,7.0,23.0,3.0,1.0,5.0,38.0,95.0,1.0,3.0,13.0,34.0,73.0,149.0,45.0,118.0,66.0,347.0,1345,11.0,14.0,1.0,6.0,7.0,32.0,29.0,57.0,14.0,39.0,30.0,130.0,36.0,110.0,84.0,51.0,14.0,1.0,94.0,38.0,8.0,46.0,17.0,63.0,15.0,2.0,17.0,17.0,12.0,143.0,4.0,17.0,15.0,58.0,12.0,85.0,21.0,106.0,3.0,20.0,15.0,5.0,19.0,5.0,16.0,17.0,3.0,3.0,3.0,36.0,3.0,8.0,42.0,7.0,71.0,1.0,2.0,5.0,79.0,5.0,5.0,6.0,1.0,78.0,5.0,32.0,1.0,8.0,10.0,1.0,1.0,3.0,1.0,6.0,11.0,7.0,128.0,469.0,5.0,6.0,0.2465753424657534,0.2727272727272727,0.6222222222222222,0.3813559322033898,0.16666666666666666,0.358974358974359,0.38461538461538464,0.4899328859060403,0.7857142857142857,0.5087719298245614,0.5262172284644194,0.625,0.5208333333333334,0.5726072607260726,0.6956521739130435,0.5803571428571429,0.4419475655430712,0.053691275167785234,0.1111111111111111,0.024390243902439025,22.524916943521593,0.5277777777777778,0.2,0.13647058823529412,0.038288288288288286,0.0847457627118644,0.024096385542168676,0.1212624584717608,0.03442622950819672,0.04201680672268908,0.027210884353741496,0.0449438202247191,0.030534351145038167,0.11304347826086956,0.13138686131386862,0.15606936416184972,0.09166666666666666,0.07017543859649122,0.022388059701492536,0.6363636363636364,0.23595505617977527,0.5714285714285714,0.6428571428571429,0.25,0.15355805243445692,0.5121951219512195,0.525,0.09523809523809523,0.16853932584269662,0.35555555555555557,0.35555555555555557,0.4375,0.08614232209737828,0.30434782608695654,0.30434782608695654,0.7142857142857143,0.35580524344569286,0.4,0.4,0.6052631578947368,0.6,0.75,0.1111111111111111,0.15,0.15,0.3333333333333333,0.28125,0.5555555555555556,0.052083333333333336,0.2,0.3541666666666667,0.38235294117647056,0.6779026217228464,0.40425531914893614,0.493568984962406,0.5550264705882353,0.46393789473684205,0.11186440677966102,0.18181818181818182,0.008403361344537815,0.09221902017291066,0.3746397694524496,8.8744966442953,25.152542372881356,0.35129151291512917,,,,,,,,,,,,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,99702.0,1662,56,3223,3190,657.0,754.0,293.0,6413,39.0,62.0,9.0,15.0,6.0,9.0,63.0,149.0,176.0,360.0,2.0,5.0,2.0,2.0,3.0,63.0,152.0,10.0,14.0,12.0,31.0,278.0,571.0,65.0,157.0,166.0,917.0,3403,16.0,46.0,12.0,16.0,18.0,86.0,49.0,100.0,14.0,34.0,72.0,212.0,326.0,230.0,192.0,3.0,18.0,,152.0,63.0,18.0,103.0,29.0,132.0,17.0,12.0,57.0,23.0,23.0,293.0,10.0,26.0,72.0,223.0,31.0,326.0,37.0,363.0,6.0,38.0,25.0,13.0,48.0,10.0,20.0,22.0,2.0,28.0,4.0,70.0,5.0,17.0,59.0,1.0,93.0,1.0,4.0,5.0,207.0,,27.0,14.0,2.0,193.0,13.0,55.0,7.0,34.0,37.0,,,29.0,1.0,7.0,37.0,27.0,210.0,650.0,10.0,33.0,0.5863309352517986,0.6059479553903345,0.9846153846153847,0.4140127388535032,0.75,0.4117647058823529,0.4140127388535032,0.4868651488616462,0.34782608695652173,0.49,0.5157967032967034,0.5483870967741935,0.5223880597014925,0.5611866501854141,0.6,0.6057142857142858,0.21565934065934067,0.03152364273204904,0.0967741935483871,0.04697986577181208,24.73965662820152,0.6857142857142857,0.2980769230769231,0.20534069981583794,0.023614895549500452,0.17433414043583534,0.02564102564102564,0.19679786524349566,0.02414486921529175,0.038869257950530034,0.0213903743315508,0.015765765765765764,0.023728813559322035,0.21052631578947367,0.23547400611620795,0.17587939698492464,0.18181818181818182,0.15748031496062992,0.01639344262295082,0.7297297297297297,0.08516483516483517,0.6290322580645161,0.6964285714285714,0.5897435897435898,0.20467032967032966,0.4228187919463087,0.44366197183098594,0.3333333333333333,0.4945054945054945,0.4888888888888889,0.49577464788732395,0.6761363636363636,0.006868131868131868,0.4,0.4,1.0,0.2087912087912088,0.4144736842105263,0.4144736842105263,0.9841269841269841,0.24193548387096775,0.6,,0.03225806451612903,0.22580645161290322,0.7142857142857143,0.06716417910447761,0.6666666666666666,0.022388059701492536,0.6666666666666666,0.23134328358208955,0.3870967741935484,0.3008241758241758,0.4144736842105263,0.4518252747252745,0.4779893617021277,0.4361955223880596,0.08,0.08972267536704731,0.043209876543209874,0.09378407851690294,0.2311886586695747,13.86497373029772,25.035668789808913,0.20384734719205708,2.0,1.0,2.0,11.0,1.0,0.013888888888888888,0.018518518518518517,0.031578947368421054,1.0,1.0,0.9,,,,,,,,,,True
1882,1610612742,Elton Brand,Elton Brand,1882,DAL,35268.0,588,7,1126,1117,302.0,343.0,111.0,2243,31.0,56.0,11.0,23.0,5.0,14.0,38.0,75.0,18.0,43.0,,,,,,,,,,,,87.0,174.0,,,26.0,200.0,1208,16.0,36.0,,,7.0,39.0,13.0,31.0,,,7.0,33.0,122.0,52.0,,,24.0,,,,7.0,7.0,11.0,18.0,7.0,4.0,5.0,,2.0,47.0,8.0,43.0,27.0,63.0,10.0,100.0,52.0,152.0,7.0,17.0,6.0,11.0,7.0,2.0,4.0,8.0,1.0,3.0,1.0,15.0,4.0,3.0,50.0,2.0,84.0,1.0,11.0,2.0,32.0,1.0,3.0,1.0,,38.0,4.0,19.0,,2.0,27.0,,,16.0,3.0,8.0,27.0,16.0,33.0,301.0,13.0,2.0,0.7011494252873564,0.8133333333333334,,,,,,0.5,0.4444444444444444,0.41935483870967744,0.5,0.4444444444444444,0.41935483870967744,0.5235602094240838,0.4875,0.4714285714285714,,0.040229885057471264,0.10714285714285714,0.013333333333333334,16.466826538768984,0.4666666666666667,0.24390243902439024,0.17746478873239438,0.11139896373056994,0.17419354838709677,0.058823529411764705,0.17647058823529413,0.09770114942528736,0.22,0.11363636363636363,0.03896103896103896,0.056074766355140186,0.14130434782608695,0.20175438596491227,0.18120805369127516,0.16326530612244897,0.19298245614035087,0.08860759493670886,0.5925925925925926,0.3218390804597701,0.5535714285714286,0.62,0.6774193548387096,0.43103448275862066,0.5066666666666667,0.5135135135135135,0.6052631578947368,0.2471264367816092,0.4186046511627907,0.4186046511627907,0.9444444444444444,,,,,,,,,0.6388888888888888,0.4782608695652174,0.09090909090909091,,,,0.45161290322580644,0.35714285714285715,,,,,0.3218390804597701,,0.47165172413793105,0.5392709677419354,0.5097064516129032,0.10052910052910052,0.10052910052910052,,0.195,0.165,8.648275862068964,,0.2682060390763766,,1.0,,,1.0,,0.043478260869565216,0.06896551724137931,,,,1.0,,,,,,,,,True
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,40761.0,679,-86,1312,1298,157.0,177.0,121.0,2610,55.0,81.0,8.0,23.0,4.0,10.0,41.0,93.0,3.0,7.0,7.0,25.0,,2.0,3.0,4.0,11.0,,,,1.0,99.0,181.0,11.0,36.0,25.0,256.0,1424,16.0,37.0,,,2.0,34.0,11.0,21.0,2.0,4.0,8.0,36.0,148.0,50.0,33.0,,12.0,,11.0,4.0,8.0,34.0,20.0,54.0,16.0,4.0,13.0,4.0,17.0,128.0,11.0,28.0,24.0,66.0,4.0,94.0,39.0,133.0,3.0,33.0,27.0,6.0,16.0,4.0,12.0,11.0,1.0,4.0,2.0,27.0,,1.0,19.0,1.0,33.0,1.0,1.0,,22.0,,2.0,,1.0,30.0,2.0,13.0,,3.0,13.0,,,4.0,2.0,7.0,13.0,9.0,34.0,154.0,1.0,2.0,0.7474747474747475,0.7956989247311828,1.0,0.3055555555555556,,0.5,0.3055555555555556,0.5469613259668509,0.43243243243243246,0.5238095238095238,0.532258064516129,0.43243243243243246,0.56,0.5541125541125541,0.4473684210526316,0.6206896551724138,0.16589861751152074,0.04419889502762431,0.06172839506172839,0.03225806451612903,17.805383022774325,0.5925925925925926,0.12903225806451613,0.1437908496732026,0.058212058212058215,0.15286624203821655,0.07096774193548387,0.1461038961038961,0.06132075471698113,0.09565217391304348,0.056818181818181816,0.03684210526315789,0.09345794392523364,0.08571428571428572,0.1935483870967742,0.16875,0.1487603305785124,0.16666666666666666,0.030303030303030304,0.6923076923076923,0.37327188940092165,0.6790123456790124,0.7236842105263158,0.7818181818181819,0.42857142857142855,0.44086021505376344,0.45555555555555555,0.6829268292682927,0.03225806451612903,0.42857142857142855,0.42857142857142855,1.0,0.1152073732718894,0.28,0.28,1.0,0.05069124423963134,0.36363636363636365,0.36363636363636365,1.0,0.6216216216216216,0.34782608695652173,0.25,,,,0.4,0.4,0.12,0.6666666666666666,0.04,,0.5391705069124424,0.36363636363636365,0.5261426267281106,0.5301965517241378,0.5289,0.05701754385964912,0.06770833333333333,,0.1328125,0.140625,5.592265193370166,23.63888888888889,0.11966463414634146,,,,,,,,0.020833333333333332,,,,,1.0,,,,,,,,True
201564,1610612742,O.J. Mayo,O.J. Mayo,201564,DAL,70750.0,1179,-55,2299,2274,432.0,524.0,205.0,4573,49.0,86.0,1.0,5.0,13.0,23.0,26.0,58.0,52.0,115.0,10.0,28.0,2.0,3.0,5.0,32.0,93.0,2.0,8.0,5.0,17.0,127.0,259.0,42.0,121.0,52.0,432.0,2472,3.0,10.0,2.0,10.0,3.0,15.0,22.0,48.0,8.0,22.0,24.0,92.0,98.0,156.0,108.0,18.0,,,93.0,32.0,12.0,117.0,32.0,149.0,23.0,9.0,44.0,31.0,42.0,330.0,2.0,7.0,35.0,66.0,1.0,102.0,9.0,111.0,5.0,38.0,24.0,14.0,53.0,11.0,30.0,27.0,3.0,23.0,3.0,80.0,5.0,19.0,44.0,2.0,80.0,4.0,2.0,2.0,64.0,1.0,,5.0,1.0,67.0,6.0,23.0,3.0,9.0,9.0,,,6.0,,3.0,9.0,6.0,91.0,426.0,11.0,7.0,0.3858267716535433,0.3858267716535433,0.8571428571428571,0.34710743801652894,0.2,0.36363636363636365,0.34710743801652894,0.49034749034749037,0.3,0.4583333333333333,0.5,0.3,0.4857142857142857,0.5281173594132029,0.35714285714285715,0.5476190476190477,0.31842105263157894,0.04633204633204633,0.08139534883720931,0.034482758620689655,19.26569285432294,0.6625,0.013513513513513514,0.08627450980392157,0.008610086100861008,0.12280701754385964,0.007407407407407408,0.09619047619047619,0.008310249307479225,0.019230769230769232,0.01079136690647482,,,0.06666666666666667,0.04072398190045249,0.14233576642335766,0.11386138613861387,0.14457831325301204,0.025906735751295335,0.6666666666666666,0.22631578947368422,0.5697674418604651,0.620253164556962,0.40816326530612246,0.15263157894736842,0.4482758620689655,0.4642857142857143,0.2692307692307692,0.3026315789473684,0.45217391304347826,0.4642857142857143,0.4230769230769231,0.07368421052631578,0.35714285714285715,0.35714285714285715,0.9,0.24473684210526317,0.34408602150537637,0.35555555555555557,0.84375,0.25,0.2,,0.1,0.4,0.25,0.32857142857142857,0.5652173913043478,0.07142857142857142,0.6,0.24285714285714285,0.29411764705882354,0.5447368421052632,0.34408602150537637,0.5087651315789474,0.47835312500000005,0.482345,0.065,0.08333333333333333,0.024193548387096774,0.034722222222222224,0.21296296296296297,10.887258687258687,24.646280991735534,0.1879077859939104,,,,,1.0,0.02608695652173913,,0.028169014084507043,,,1.0,,2.0,3.0,0.024793388429752067,0.03225806451612903,,,,,True
201954,1610612742,Darren Collison,Darren Collison,201954,DAL,53827.0,897,18,1762,1738,368.0,436.0,166.0,3500,58.0,98.0,1.0,3.0,14.0,22.0,23.0,59.0,33.0,83.0,9.0,20.0,,2.0,5.0,10.0,29.0,,1.0,3.0,8.0,114.0,240.0,19.0,49.0,81.0,366.0,1871,7.0,17.0,,1.0,3.0,17.0,25.0,57.0,5.0,13.0,30.0,95.0,74.0,154.0,48.0,9.0,4.0,1.0,28.0,10.0,24.0,117.0,49.0,166.0,36.0,13.0,48.0,20.0,49.0,381.0,5.0,13.0,20.0,48.0,1.0,69.0,18.0,87.0,3.0,32.0,15.0,17.0,35.0,6.0,22.0,15.0,5.0,13.0,3.0,50.0,4.0,11.0,22.0,6.0,45.0,1.0,,,82.0,2.0,1.0,1.0,4.0,90.0,10.0,34.0,,15.0,1.0,1.0,1.0,,1.0,,2.0,2.0,93.0,365.0,1.0,12.0,0.32456140350877194,0.33035714285714285,0.8421052631578947,0.3877551020408163,,0.38461538461538464,0.3958333333333333,0.475,0.4117647058823529,0.43859649122807015,0.4930795847750865,0.3888888888888889,0.4642857142857143,0.5548780487804879,0.42105263157894735,0.5465116279069767,0.1695501730103806,0.1,0.1836734693877551,0.0847457627118644,19.293756397134086,0.7,0.01639344262295082,0.07907742998352553,0.0210016155088853,0.09302325581395349,0.024271844660194174,0.0827250608272506,0.02181818181818182,0.005917159763313609,0.028169014084507043,0.02531645569620253,0.03205128205128205,0.09644670050761421,0.037037037037037035,0.09954751131221719,0.08904109589041095,0.10144927536231885,0.024390243902439025,1.0,0.3391003460207612,0.5918367346938775,0.725,0.39655172413793105,0.2041522491349481,0.3898305084745763,0.42592592592592593,0.08695652173913043,0.28719723183391005,0.39759036144578314,0.4024390243902439,0.36363636363636365,0.06920415224913495,0.45,0.47368421052631576,1.0,0.10034602076124567,0.3448275862068966,0.3448275862068966,0.7,0.16666666666666666,0.3333333333333333,,,0.05555555555555555,,0.3142857142857143,0.6363636363636364,0.07142857142857142,0.4,0.11428571428571428,0.375,0.5086505190311419,0.35714285714285715,0.4997463541666667,0.41374285714285713,0.4761927536231884,0.10862619808306709,0.12878787878787878,,0.04644808743169399,0.25956284153005466,9.113333333333335,25.36530612244898,0.20885357548240635,,,,2.0,2.0,0.012048192771084338,,,,,,,,1.0,0.02040816326530612,,1.0,0.05,,,True
2229,1610612742,Mike James,Mike James,2229,DAL,38985.0,650,79,1242,1227,226.0,219.0,111.0,2469,17.0,33.0,,1.0,3.0,7.0,15.0,42.0,10.0,33.0,13.0,35.0,1.0,,1.0,25.0,56.0,,2.0,3.0,9.0,42.0,108.0,38.0,91.0,15.0,213.0,1282,1.0,3.0,,3.0,3.0,5.0,7.0,20.0,3.0,10.0,10.0,33.0,12.0,72.0,105.0,9.0,,,56.0,25.0,8.0,77.0,32.0,109.0,23.0,9.0,21.0,16.0,40.0,250.0,2.0,5.0,17.0,26.0,3.0,46.0,7.0,53.0,4.0,19.0,14.0,5.0,27.0,9.0,23.0,17.0,,4.0,2.0,44.0,1.0,8.0,21.0,,68.0,,4.0,1.0,25.0,,1.0,3.0,,20.0,,7.0,,3.0,2.0,,,2.0,,,2.0,2.0,33.0,221.0,4.0,3.0,0.14285714285714285,0.14285714285714285,0.9210526315789473,0.4175824175824176,,0.3,0.4175824175824176,0.3888888888888889,0.3333333333333333,0.35,0.49748743718592964,0.16666666666666666,0.38333333333333336,0.5095693779904307,0.3125,0.44594594594594594,0.457286432160804,0.07407407407407407,0.12121212121212122,0.07142857142857142,18.534798534798533,0.6136363636363636,0.08823529411764706,0.06326034063260341,0.012437810945273632,0.1,0.012195121951219513,0.07401032702237521,0.012367491166077738,,0.022900763358778626,0.011049723756906077,,0.08333333333333333,0.02586206896551724,0.0728476821192053,0.08333333333333333,0.14,0.037037037037037035,1.0,0.1658291457286432,0.5151515151515151,0.5862068965517241,0.17647058823529413,0.21105527638190955,0.35714285714285715,0.38461538461538464,0.06666666666666667,0.1658291457286432,0.30303030303030304,0.3125,0.2,0.17587939698492464,0.37142857142857144,0.37142857142857144,0.9230769230769231,0.2814070351758794,0.44642857142857145,0.45454545454545453,0.92,0.16666666666666666,,,0.16666666666666666,0.3333333333333333,,0.23333333333333334,0.42857142857142855,0.03333333333333333,,0.3,0.3333333333333333,0.6231155778894473,0.44642857142857145,0.5033819796954315,0.5218333333333333,0.4692571428571429,0.03398058252427184,0.06086956521739131,,0.023474178403755867,0.15492957746478872,9.162037037037038,24.738461538461536,0.1819645732689211,,,,,,0.030303030303030304,,0.046511627906976744,,,,,3.0,1.0,0.01098901098901099,0.017857142857142856,,,,,True
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,11486.0,191,14,370,372,93.0,111.0,29.0,742,9.0,18.0,,,1.0,3.0,5.0,14.0,4.0,14.0,5.0,5.0,,1.0,1.0,4.0,14.0,1.0,2.0,1.0,4.0,18.0,46.0,9.0,19.0,13.0,76.0,384,,1.0,1.0,2.0,,3.0,3.0,10.0,2.0,5.0,6.0,18.0,10.0,26.0,27.0,,,,14.0,4.0,2.0,20.0,9.0,29.0,6.0,3.0,9.0,3.0,8.0,67.0,,2.0,4.0,12.0,2.0,18.0,2.0,20.0,2.0,4.0,3.0,1.0,10.0,,6.0,5.0,1.0,4.0,1.0,15.0,,3.0,11.0,,22.0,,,2.0,13.0,,,,,15.0,1.0,5.0,,3.0,2.0,,,1.0,,1.0,2.0,,16.0,92.0,3.0,2.0,0.2777777777777778,0.2777777777777778,1.0,0.47368421052631576,0.5,0.4,0.47368421052631576,0.391304347826087,,0.3,0.4846153846153846,0.5,0.4,0.5277777777777778,0.5,0.5,0.2923076923076923,0.043478260869565216,0.1111111111111111,,21.75,0.6666666666666666,0.125,0.09917355371900827,0.01680672268907563,0.08,,0.0935672514619883,0.012578616352201259,0.03225806451612903,0.025,,,0.06451612903225806,0.11363636363636363,0.10869565217391304,0.06666666666666667,0.1,0.058823529411764705,,0.27692307692307694,0.5,0.5625,0.5555555555555556,0.2153846153846154,0.35714285714285715,0.35714285714285715,,0.2153846153846154,0.2857142857142857,0.2857142857142857,,0.07692307692307693,1.0,1.0,1.0,0.2153846153846154,0.2857142857142857,0.2857142857142857,1.0,,,,,0.6666666666666666,0.5,0.2,0.3333333333333333,0.06666666666666667,1.0,0.26666666666666666,0.25,0.5692307692307692,0.2857142857142857,0.49185546875,0.42419999999999997,0.4697,0.07246376811594203,0.1,,0.039473684210526314,0.23684210526315788,9.067391304347826,25.9,0.25135135135135134,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,True
202346,1610612742,Dominique Jones,Dominique Jones,202346,DAL,1065.0,18,-8,36,35,11.0,19.0,2.0,71,2.0,4.0,,,1.0,2.0,,2.0,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,6.0,1.0,1.0,1.0,8.0,46,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,2.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,6.0,11.0,,,0.5,0.5,,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,,0.625,0.5,0.5,0.6,0.14285714285714285,0.16666666666666666,0.25,,23.684210526315788,1.0,,,0.1,,,,0.06666666666666667,0.2,,,,,,,,,0.3333333333333333,1.0,0.5714285714285714,0.5,0.6666666666666666,0.5,0.2857142857142857,,,,,,,,,,,,0.14285714285714285,1.0,1.0,,,,,,,,0.5,0.5,,,0.25,1.0,0.7142857142857143,1.0,0.46304999999999996,,0.4056875,0.125,0.14285714285714285,,0.125,0.75,3.483333333333333,24.8,0.3055555555555556,,,,,,,,,,,,,,,,,,,,,True
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,34208.0,570,56,1085,1096,183.0,211.0,92.0,2181,23.0,33.0,2.0,5.0,4.0,7.0,,3.0,8.0,25.0,13.0,21.0,,3.0,4.0,10.0,45.0,2.0,8.0,1.0,6.0,31.0,61.0,23.0,66.0,15.0,146.0,1143,2.0,5.0,2.0,8.0,2.0,12.0,4.0,10.0,4.0,10.0,3.0,23.0,40.0,22.0,66.0,3.0,4.0,2.0,43.0,10.0,7.0,31.0,12.0,43.0,9.0,3.0,13.0,5.0,13.0,98.0,7.0,9.0,18.0,42.0,3.0,63.0,16.0,79.0,1.0,25.0,16.0,9.0,12.0,2.0,9.0,8.0,1.0,3.0,1.0,20.0,1.0,2.0,18.0,,46.0,3.0,2.0,1.0,22.0,1.0,4.0,2.0,4.0,22.0,2.0,11.0,,1.0,6.0,,,5.0,,1.0,6.0,1.0,23.0,183.0,2.0,1.0,0.6451612903225806,0.6896551724137931,0.9565217391304348,0.3484848484848485,0.25,0.4,0.359375,0.5081967213114754,0.4,0.4,0.515748031496063,0.38461538461538464,0.5,0.5328467153284672,0.42857142857142855,0.5227272727272727,0.5196850393700787,0.11475409836065574,0.15151515151515152,0.3333333333333333,13.215488215488215,0.6,0.09375,0.11229946524064172,0.026470588235294117,0.12244897959183673,0.04861111111111111,0.11516314779270634,0.03305785123966942,0.021052631578947368,0.02586206896551724,0.031007751937984496,0.05172413793103448,0.07751937984496124,0.102803738317757,0.15217391304347827,0.10638297872340426,0.1509433962264151,0.016666666666666666,0.16666666666666666,0.25984251968503935,0.696969696969697,0.8214285714285714,0.6521739130434783,0.023622047244094488,,,,0.1968503937007874,0.32,0.3333333333333333,0.625,0.16535433070866143,0.6190476190476191,0.65,1.0,0.3543307086614173,0.2222222222222222,0.2222222222222222,0.9,0.38461538461538464,0.4,,,0.6153846153846154,0.25,0.35,0.5714285714285714,0.2,0.75,0.3,0.16666666666666666,0.7795275590551181,0.23255813953488372,0.5447912,0.5454666666666667,0.555128947368421,0.08088235294117647,0.15714285714285714,,0.0821917808219178,0.15753424657534246,9.186885245901639,25.257575757575754,0.16866359447004609,,,,,,0.04,,0.03571428571428571,,,1.0,,,1.0,0.015151515151515152,,,0.047619047619047616,,,True
