EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,AtRimAssists,LongMidRangeAssists,FTOffRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,on,HeaveAttempts,3pt And 1 Free Throw Trips,HeaveMakes,BlockedCorner3,Corner3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,9780.0,163,-55,300,308,62,91.0,45.0,608,4.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,15.0,2.0,5.0,1.0,6.0,15.0,1.0,2.0,1.0,12.0,25,8.0,20.0,1.0,49.0,356,1.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,18.0,6.0,24.0,15.0,6.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,13.0,1.0,1.0,6.0,10.0,1.0,17.0,2.0,19.0,1.0,7.0,4.0,3.0,2.0,3.0,4.0,2.0,6.0,1.0,2.0,11.0,19.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,5.0,3.0,10.0,6.0,3.0,59,0.75,0.75,1.0,0.4,0.3333333333333333,0.4,0.48,0.5,0.5,0.5333333333333333,0.5,0.3333333333333333,0.5333333333333333,0.5,0.3333333333333333,0.4444444444444444,0.04,0.1428571428571428,14.285714285714286,0.3333333333333333,0.125,0.1075268817204301,0.0092592592592592,0.1016949152542373,0.0212765957446808,0.1052631578947368,0.0129032258064516,0.0212765957446808,0.0256410256410256,0.0967741935483871,0.125,0.1,0.0681818181818181,0.2,0.0416666666666666,0.6,0.1555555555555555,0.5714285714285714,0.6666666666666666,0.75,0.0666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.4,0.4,0.8333333333333334,0.1111111111111111,0.4,0.4,1.0,0.3333333333333333,0.4,0.4,1.0,0.2,1.0,0.2,0.4,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6,0.4,0.5010922222222223,0.496125,0.4501666666666666,0.1020408163265306,0.0612244897959183,12.636,24.99,0.2066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101236,1610612758,Chuck Hayes,Chuck Hayes,101236,SAC,25229.0,420,4,790,798,155,161.0,124.0,1588,22.0,40.0,12.0,22.0,1.0,2.0,9.0,26.0,1.0,2.0,,,,,,,,,32.0,68,,,11.0,75.0,856,14.0,29.0,,,30.0,2.0,6.0,,2.0,6.0,36.0,28.0,,,,8.0,34.0,12.0,46.0,9.0,3.0,2.0,104.0,12.0,33.0,19.0,27.0,8.0,54.0,46.0,100.0,5.0,13.0,8.0,5.0,9.0,1.0,3.0,4.0,12.0,1.0,,25.0,36.0,,14.0,17.0,,5.0,,,2.0,3.0,5.0,2.0,6.0,151,0.5625,0.72,,,,,0.4705882352941176,0.4827586206896552,0.3333333333333333,0.4705882352941176,0.4827586206896552,0.3333333333333333,0.4934210526315789,0.4838709677419355,0.3333333333333333,,0.1176470588235294,0.175,9.312169312169312,0.75,0.4444444444444444,0.10546875,0.1174377224199288,0.1417910447761194,0.1043478260869565,0.1179487179487179,0.1136363636363636,0.1261261261261261,0.1276595744680851,0.09375,0.1195652173913043,0.1,0.1555555555555555,0.1136363636363636,0.1785714285714285,0.4,0.5882352941176471,0.55,0.6666666666666666,0.5454545454545454,0.3823529411764705,0.3461538461538461,0.36,0.5555555555555556,0.0294117647058823,0.5,0.5,1.0,,,,,,,,,0.7586206896551724,0.5454545454545454,,,,,0.3333333333333333,0.5,,0.5882352941176471,,0.4872499999999999,0.520816,0.4236666666666667,0.4,0.08,4.345588235294116,,0.1962025316455696,2.0,14.0,25.0,7.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,0.0384615384615384,0.0416666666666666,0.1111111111111111,0.1125,0.1666666666666666,0.0945945945945946,0.0945945945945946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201166,1610612758,Aaron Brooks,Aaron Brooks,201166,SAC,16839.0,281,-101,529,529,138,126.0,88.0,1058,15.0,25.0,1.0,4.0,5.0,8.0,8.0,19.0,13.0,25.0,4.0,8.0,,8.0,25.0,,4.0,9.0,36.0,69,12.0,33.0,19.0,127.0,634,2.0,7.0,,4.0,5.0,9.0,18.0,11.0,7.0,40.0,8.0,64.0,18.0,25.0,8.0,12.0,22.0,5.0,27.0,4.0,1.0,3.0,59.0,1.0,3.0,10.0,10.0,,20.0,4.0,24.0,,10.0,4.0,6.0,12.0,3.0,8.0,6.0,20.0,,7.0,15.0,33.0,2.0,19.0,23.0,1.0,1.0,,,1.0,,1.0,1.0,40.0,138,0.1111111111111111,0.1142857142857142,0.5,0.3636363636363636,,0.3636363636363636,0.5217391304347826,0.2857142857142857,0.5,0.5294117647058824,0.1818181818181818,0.5689655172413793,0.5625,0.2083333333333333,0.6060606060606061,0.3235294117647059,0.1739130434782608,0.24,20.59282371294852,0.6,,0.0632911392405063,0.0145631067961165,0.1111111111111111,0.0131578947368421,0.0806451612903225,0.0141843971631205,0.0106382978723404,0.0175438596491228,0.0754716981132075,0.0545454545454545,0.06,0.0491803278688524,0.2413793103448276,,1.0,0.2450980392156862,0.6,0.7894736842105263,0.1333333333333333,0.1862745098039215,0.4210526315789473,0.5333333333333333,0.25,0.2450980392156862,0.52,0.5652173913043478,,0.0784313725490196,0.5,0.5,1.0,0.2450980392156862,0.32,0.3333333333333333,0.25,0.3636363636363636,0.25,,0.3636363636363636,,,0.2758620689655172,0.625,0.3103448275862069,0.5686274509803921,0.32,0.4895740196078432,0.4903863636363636,0.4918913793103448,0.0393700787401574,0.3149606299212598,9.657971014492755,25.372727272727268,0.2608695652173913,1.0,2.0,16.0,3.0,,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,4.0,3.0,4.0,0.2105263157894736,,,0.0307692307692307,,0.074074074074074,0.1066666666666666,2.0,2.0,3.0,5.0,18.0,1.0,1.0,1.0,2.0,0.4545454545454545,0.0303030303030303,0.08,0.04,0.0689655172413793,1.0,0.3333333333333333,,,,,,,,,,,,,,True,,,,,
201936,1610612758,Tyreke Evans,Tyreke Evans,201936,SAC,13526.0,225,5,428,432,144,170.0,56.0,860,25.0,46.0,3.0,5.0,12.0,19.0,3.0,10.0,7.0,23.0,4.0,5.0,,1.0,6.0,,1.0,2.0,35.0,79,5.0,11.0,27.0,112.0,458,3.0,7.0,,1.0,6.0,15.0,29.0,3.0,11.0,44.0,12.0,58.0,15.0,6.0,1.0,6.0,15.0,7.0,22.0,4.0,3.0,5.0,51.0,,9.0,11.0,21.0,2.0,34.0,9.0,43.0,3.0,11.0,7.0,4.0,9.0,3.0,14.0,4.0,23.0,2.0,6.0,6.0,21.0,2.0,24.0,33.0,,1.0,,,1.0,,1.0,1.0,43.0,143,0.1714285714285714,0.1764705882352941,1.0,0.4545454545454545,,0.4545454545454545,0.4430379746835443,0.4285714285714285,0.5172413793103449,0.4722222222222222,0.375,0.515625,0.5384615384615384,0.375,0.5789473684210527,0.1222222222222222,0.0759493670886076,0.0869565217391304,25.50200803212851,0.391304347826087,0.1666666666666666,0.1478873239436619,0.0569620253164556,0.1692307692307692,,0.1545893719806763,0.0454545454545454,0.0847457627118644,,0.1304347826086956,0.1860465116279069,0.1320754716981132,0.1818181818181818,0.1428571428571428,0.0697674418604651,1.0,0.5111111111111111,0.5434782608695652,0.5952380952380952,0.2,0.1111111111111111,0.3,0.375,,0.2555555555555555,0.3043478260869565,0.3043478260869565,0.1428571428571428,0.0555555555555555,0.8,0.8,1.0,0.0666666666666666,0.1666666666666666,0.1666666666666666,1.0,0.625,0.6,,0.125,,,0.59375,0.631578947368421,0.0625,0.6333333333333333,0.1666666666666666,0.5059155555555553,0.4694,0.5313093750000001,0.0535714285714285,0.3928571428571428,7.812658227848102,24.41818181818182,0.3364485981308411,,2.0,7.0,3.0,,5.0,1.0,,,1.0,,,4.0,14.0,3.0,5.0,1.0,0.2,,0.0465116279069767,0.0357142857142857,0.3333333333333333,0.1485148514851485,0.1573033707865168,1.0,1.0,,1.0,,,,5.0,1.0,0.3333333333333333,,,,0.03125,1.0,,1.0,1.0,2.0,0.0833333333333333,,,,,,,,,,True,,,,,
203080,1610612758,Thomas Robinson,Thomas Robinson,203080,SAC,48536.0,809,-142,1538,1553,426,443.0,233.0,3091,74.0,152.0,25.0,60.0,20.0,38.0,13.0,42.0,16.0,49.0,,,,,,,,,103.0,243,,,41.0,247.0,1731,28.0,76.0,,,64.0,28.0,61.0,,15.0,71.0,104.0,102.0,,,,24.0,24.0,12.0,36.0,6.0,6.0,5.0,84.0,21.0,69.0,41.0,95.0,10.0,146.0,92.0,238.0,11.0,25.0,10.0,15.0,25.0,4.0,40.0,13.0,65.0,5.0,9.0,42.0,95.0,8.0,70.0,71.0,,21.0,,,13.0,7.0,21.0,13.0,71.0,421,0.5048543689320388,0.6265060240963856,,,,,0.4238683127572016,0.3684210526315789,0.4590163934426229,0.4238683127572016,0.3684210526315789,0.4590163934426229,0.447463768115942,0.3764705882352941,0.4863013698630137,,0.0987654320987654,0.1184210526315789,18.684931506849317,0.3846153846153846,0.2325581395348837,0.1983298538622129,0.1208406304728546,0.1659919028340081,0.1019417475728155,0.18732782369146,0.1158301158301158,0.125,0.1055900621118012,0.2013888888888889,0.1878787878787878,0.2058823529411764,0.1728395061728395,0.1529411764705882,0.0964912280701754,0.6190476190476191,0.6255144032921811,0.4868421052631579,0.5522388059701493,0.5540540540540541,0.1728395061728395,0.3095238095238095,0.3611111111111111,0.3076923076923077,0.2016460905349794,0.3265306122448979,0.3265306122448979,0.4375,,,,,,,,,0.7894736842105263,0.4166666666666667,,,,,0.6229508196721312,0.5263157894736842,,0.6255144032921811,,0.5221341563786008,0.5517950819672132,0.5197344262295082,0.2591093117408907,0.2874493927125506,5.778600823045266,,0.2769830949284785,8.0,40.0,19.0,,2.0,12.0,6.0,8.0,9.0,1.0,9.0,3.0,5.0,35.0,3.0,8.0,3.0,0.1428571428571428,0.048780487804878,0.1715976331360946,0.0698924731182795,0.12,0.1282051282051282,0.1282051282051282,,,,,,,3.0,5.0,1.0,,,,,,,,,,,,1.0,4.0,4.0,0.0888888888888888,,,,,,True,,,,,
201977,1610612758,Marcus Thornton,Marcus Thornton,201977,SAC,26533.0,442,-88,836,830,175,201.0,133.0,1666,33.0,51.0,6.0,11.0,6.0,8.0,7.0,26.0,8.0,35.0,9.0,24.0,3.0,24.0,77.0,4.0,4.0,15.0,48.0,112,33.0,101.0,31.0,226.0,944,9.0,20.0,5.0,7.0,33.0,7.0,17.0,16.0,14.0,37.0,58.0,38.0,84.0,77.0,24.0,9.0,13.0,4.0,17.0,4.0,,1.0,38.0,6.0,10.0,10.0,22.0,1.0,33.0,16.0,49.0,2.0,20.0,11.0,9.0,12.0,,5.0,7.0,17.0,1.0,2.0,11.0,31.0,,34.0,36.0,1.0,1.0,,,,1.0,1.0,1.0,33.0,173,0.6041666666666666,0.6590909090909091,0.8484848484848485,0.3267326732673267,0.7142857142857143,0.3267326732673267,0.4285714285714285,0.45,0.4117647058823529,0.4577464788732394,0.6111111111111112,0.3484848484848485,0.4956140350877193,0.6111111111111112,0.4512195121951219,0.4741784037558685,0.0803571428571428,0.0980392156862745,24.573721163490468,0.7058823529411765,0.0454545454545454,0.0856031128404669,0.031055900621118,0.081967213114754,0.048,0.0844327176781002,0.0357941834451901,0.0353982300884955,0.0404040404040404,0.0389610389610389,0.0681818181818181,0.1413043478260869,0.1058823529411764,0.027027027027027,0.016260162601626,1.0,0.2394366197183098,0.6470588235294118,0.717391304347826,0.696969696969697,0.1220657276995305,0.2692307692307692,0.3043478260869565,0.2857142857142857,0.1643192488262911,0.2285714285714285,0.2352941176470588,0.5,0.1126760563380281,0.375,0.375,1.0,0.3615023474178404,0.3116883116883117,0.3116883116883117,0.7916666666666666,0.4074074074074074,0.5454545454545454,0.1111111111111111,0.1481481481481481,1.0,0.5,0.2424242424242424,0.75,0.4545454545454545,0.7136150234741784,0.3116883116883117,0.5233913145539907,0.5414075,0.5145939393939395,0.1460176991150442,0.163716814159292,8.733035714285716,24.94356435643565,0.2093301435406698,,8.0,11.0,1.0,,5.0,1.0,,2.0,,2.0,1.0,5.0,16.0,4.0,5.0,2.0,0.1153846153846153,,0.02,0.036697247706422,0.5,0.0714285714285714,0.1300813008130081,,1.0,3.0,3.0,15.0,,,2.0,2.0,0.1875,,0.0285714285714285,,0.0303030303030303,,0.2,1.0,,,,,,,0.0769230769230769,1.0,1.0,0.3333333333333333,1.0,,True,,,,,
2422,1610612758,John Salmons,John Salmons,2422,SAC,14103.0,235,-24,443,446,164,170.0,61.0,889,5.0,7.0,,1.0,1.0,2.0,8.0,15.0,13.0,25.0,2.0,8.0,2.0,1.0,9.0,,2.0,1.0,26.0,47,3.0,17.0,16.0,77.0,506,,3.0,,4.0,3.0,8.0,16.0,3.0,10.0,26.0,24.0,28.0,9.0,9.0,1.0,3.0,16.0,4.0,20.0,2.0,2.0,3.0,44.0,,3.0,5.0,9.0,1.0,15.0,3.0,18.0,,5.0,3.0,2.0,4.0,2.0,4.0,3.0,8.0,,1.0,5.0,8.0,,17.0,21.0,,2.0,,,1.0,,2.0,,26.0,162,0.4615384615384615,0.4615384615384615,1.0,0.1764705882352941,,0.1764705882352941,0.5531914893617021,,0.5,0.4765625,,0.4210526315789473,0.5202702702702703,0.1666666666666666,0.52,0.265625,0.0638297872340425,0.2857142857142857,15.769230769230768,0.5,0.0909090909090909,0.0592105263157894,0.0181818181818181,0.0806451612903225,,0.0654205607476635,0.0142857142857142,,,0.0208333333333333,0.1304347826086956,0.0344827586206896,0.1219512195121951,,,,0.109375,0.7142857142857143,1.0,0.8,0.234375,0.5333333333333333,0.5714285714285714,0.5,0.390625,0.52,0.52,0.3076923076923077,0.125,0.25,0.25,1.0,0.140625,0.1111111111111111,0.1111111111111111,1.0,0.1428571428571428,,0.2857142857142857,0.2857142857142857,,,0.1052631578947368,0.5,0.0526315789473684,0.375,0.1111111111111111,0.4591578124999999,0.5229900000000001,0.4316315789473684,0.0389610389610389,0.3376623376623376,11.782978723404252,24.788235294117648,0.3702031602708803,3.0,,9.0,4.0,,1.0,,1.0,,,,2.0,1.0,9.0,2.0,,2.0,0.0666666666666666,,0.0222222222222222,0.037037037037037,,0.125,0.1636363636363636,,2.0,,,,,1.0,,,,,,,0.1052631578947368,,,,,,,1.0,,,,,,,,,True,,,,,
202738,1610612758,Isaiah Thomas,Isaiah Thomas,202738,SAC,19384.0,323,12,629,642,207,192.0,84.0,1271,25.0,33.0,5.0,7.0,8.0,13.0,8.0,26.0,8.0,17.0,3.0,12.0,1.0,16.0,45.0,1.0,5.0,21.0,41.0,76,19.0,57.0,45.0,184.0,659,5.0,10.0,1.0,6.0,16.0,11.0,25.0,27.0,25.0,77.0,34.0,48.0,51.0,45.0,16.0,9.0,31.0,17.0,48.0,16.0,1.0,7.0,113.0,,3.0,10.0,19.0,2.0,31.0,3.0,34.0,,8.0,6.0,2.0,17.0,2.0,7.0,5.0,24.0,,10.0,9.0,22.0,2.0,48.0,54.0,1.0,,,,,,,,77.0,204,0.4146341463414634,0.4146341463414634,0.8947368421052632,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.5394736842105263,0.5,0.44,0.5225563909774437,0.40625,0.5,0.5859872611464968,0.4444444444444444,0.5923076923076923,0.4285714285714285,0.1184210526315789,0.0303030303030303,24.559023066485757,0.7083333333333334,0.0952380952380952,0.0945273631840796,0.014018691588785,0.1111111111111111,,0.0996563573883161,0.01,0.0136986301369863,,0.074074074074074,0.1,0.1038961038961039,0.1228070175438596,0.0909090909090909,,,0.2481203007518796,0.7575757575757576,0.78125,0.48,0.1954887218045112,0.3076923076923077,0.4444444444444444,0.25,0.1278195488721804,0.4705882352941176,0.4705882352941176,0.375,0.0902255639097744,0.25,0.25,1.0,0.3383458646616541,0.3555555555555555,0.3555555555555555,0.875,0.4375,0.7142857142857143,0.0625,0.3125,0.2,1.0,0.25,0.6153846153846154,0.4038461538461538,0.6766917293233082,0.3555555555555555,0.5082670454545454,0.602225,0.5209205882352941,0.0869565217391304,0.4184782608695652,7.381578947368422,25.191228070175445,0.3290937996820349,3.0,,17.0,7.0,,12.0,1.0,1.0,,,,3.0,4.0,21.0,6.0,,6.0,0.3076923076923077,,0.0277777777777777,,0.6,0.1456953642384106,0.2258064516129032,3.0,6.0,7.0,10.0,6.0,,1.0,1.0,1.0,0.3703703703703703,,,,0.1153846153846153,0.5,0.3333333333333333,,1.0,,0.0172413793103448,,,,,,1.0,,,,True,,,,,
201949,1610612758,James Johnson,James Johnson,201949,SAC,17866.0,298,-82,565,579,143,158.0,93.0,1144,27.0,43.0,8.0,11.0,4.0,6.0,8.0,18.0,7.0,27.0,,1.0,,,2.0,,,,42.0,88,,3.0,11.0,95.0,645,9.0,14.0,,,18.0,7.0,15.0,,5.0,19.0,32.0,52.0,,2.0,,9.0,9.0,4.0,13.0,2.0,2.0,1.0,30.0,2.0,13.0,13.0,20.0,1.0,34.0,16.0,50.0,1.0,12.0,6.0,6.0,7.0,2.0,9.0,2.0,16.0,2.0,3.0,20.0,32.0,1.0,17.0,18.0,,22.0,,,11.0,6.0,22.0,13.0,19.0,143,0.3809523809523809,0.4324324324324324,,,,,0.4772727272727273,0.6428571428571429,0.4666666666666667,0.4615384615384615,0.6428571428571429,0.4666666666666667,0.4896907216494845,0.6428571428571429,0.5277777777777778,0.0329670329670329,0.1022727272727272,0.1627906976744186,16.74074074074074,0.4375,0.05,0.1162790697674418,0.0604651162790697,0.1444444444444444,0.0277777777777777,0.1259541984732824,0.0522648083623693,0.08,0.0178571428571428,0.0588235294117647,0.1666666666666666,0.1147540983606557,0.1785714285714285,0.088235294117647,0.0256410256410256,0.5909090909090909,0.4725274725274725,0.627906976744186,0.75,0.4814814814814814,0.1978021978021978,0.4444444444444444,0.5,0.25,0.2967032967032967,0.2592592592592592,0.2592592592592592,0.1428571428571428,0.0109890109890109,,,,0.0219780219780219,,,,0.7857142857142857,0.7272727272727273,,,,,0.4,0.6666666666666666,,0.5054945054945055,,0.4863192307692308,0.4805538461538461,0.4639400000000001,0.1894736842105263,0.2,8.18409090909091,24.7,0.2530973451327433,,10.0,5.0,3.0,1.0,5.0,1.0,3.0,,,1.0,,6.0,11.0,1.0,4.0,1.0,0.1111111111111111,0.0526315789473684,0.081081081081081,0.0151515151515151,,0.1145833333333333,0.1182795698924731,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,5.0,1.0,,0.0625,,,,,,True,,,,,
202690,1610612758,Jimmer Fredette,Jimmer Fredette,202690,SAC,23921.0,399,-87,759,774,199,198.0,121.0,1533,14.0,29.0,1.0,2.0,4.0,7.0,15.0,49.0,11.0,25.0,3.0,7.0,,21.0,54.0,3.0,6.0,16.0,40.0,103,24.0,61.0,38.0,190.0,868,3.0,9.0,3.0,6.0,20.0,11.0,24.0,18.0,20.0,63.0,26.0,54.0,45.0,54.0,21.0,14.0,25.0,10.0,35.0,6.0,4.0,3.0,80.0,4.0,10.0,13.0,12.0,1.0,26.0,14.0,40.0,4.0,10.0,9.0,1.0,12.0,3.0,17.0,5.0,29.0,3.0,7.0,11.0,19.0,2.0,31.0,43.0,2.0,1.0,,,,1.0,1.0,,59.0,195,0.325,0.3333333333333333,0.625,0.3934426229508196,0.5,0.3934426229508196,0.3883495145631068,0.3333333333333333,0.4583333333333333,0.4634146341463415,0.5,0.5119047619047619,0.5164835164835165,0.5882352941176471,0.6078431372549019,0.3719512195121951,0.1359223300970873,0.1379310344827586,23.0939226519337,0.4137931034482758,0.04,0.050632911392405,0.0354609929078014,0.0984848484848484,0.036036036036036,0.067750677506775,0.0356234096692111,0.0188679245283018,0.0465116279069767,0.0441176470588235,0.0219780219780219,0.0897435897435897,0.0602409638554216,0.1632653061224489,0.0476190476190476,,0.1768292682926829,0.4827586206896552,0.56,0.5,0.298780487804878,0.3061224489795918,0.375,0.3333333333333333,0.1524390243902439,0.44,0.4583333333333333,0.0909090909090909,0.0426829268292682,0.4285714285714285,0.4285714285714285,1.0,0.3292682926829268,0.3888888888888889,0.3962264150943396,0.5714285714285714,0.1333333333333333,0.5,,0.4,0.5,1.0,0.1666666666666666,0.5714285714285714,0.3809523809523809,0.5487804878048781,0.3888888888888889,0.493245731707317,0.4866666666666666,0.4844749999999999,0.1052631578947368,0.331578947368421,8.75339805825243,25.24754098360656,0.2621870882740448,5.0,2.0,16.0,6.0,,7.0,1.0,6.0,,,,1.0,4.0,16.0,5.0,,1.0,0.1836734693877551,,0.064516129032258,0.0240963855421686,,0.096045197740113,0.1391304347826087,,2.0,7.0,7.0,27.0,1.0,,2.0,,0.3888888888888889,0.0163934426229508,0.04,0.0185185185185185,0.0476190476190476,,0.4375,2.0,1.0,,0.0161290322580645,,,,,,,,,,True,,,,,
