EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Arc3Assists,AtRimAssists,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,PtsUnassisted3s,ShortMidRangeAssists,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,BlockingFoulsDrawn,Corner3PctBlocked,on,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,BlockingFouls,Clear Path Fouls,OffensiveGoaltends
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,9426.0,157,-25,286,289,112,117,24.0,575,3.0,6.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,11.0,6.0,17.0,1.0,2.0,2.0,4.0,7.0,14.0,1.0,2.0,4.0,7.0,23,13.0,31.0,12.0,65.0,311,1.0,1.0,1.0,3.0,5.0,2.0,12.0,4.0,8.0,5.0,21.0,8.0,6.0,39.0,2.0,14.0,7.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,5.0,17.0,3.0,25,2.0,27,3.0,3.0,5.0,3.0,1.0,2.0,6.0,2.0,1.0,6.0,12.0,1.0,1.0,14.0,1.0,20.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,21.0,111,1.0,3.0,0.5714285714285714,0.6666666666666666,1.0,0.41935483870967744,0.3333333333333333,0.5,0.41935483870967744,0.30434782608695654,1.0,0.16666666666666666,0.49074074074074076,0.625,0.4,0.5158730158730159,0.625,0.42,0.5740740740740741,0.08695652173913043,0.16666666666666666,0.16666666666666666,22.044728434504794,0.8333333333333334,0.5,0.14655172413793102,0.015625,0.15625,0.017241379310344827,0.14864864864864866,0.01639344262295082,0.05263157894736842,0.02857142857142857,0.13513513513513514,0.175,0.1282051282051282,0.18181818181818182,0.1,0.25,0.1111111111111111,0.5,0.6,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.2,1.0,0.2037037037037037,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3148148148148148,0.35294117647058826,0.35294117647058826,1.0,0.25925925925925924,0.5,0.5,1.0,0.25,1.0,0.5,0.5,1.0,0.25,0.15,0.3333333333333333,0.2,0.5,0.2,0.5,0.6851851851851852,0.5,0.5080546296296297,0.593275,0.48624999999999996,0.1,0.14814814814814814,0.06060606060606061,0.07692307692307693,0.3230769230769231,11.504347826086958,24.158064516129038,0.3916083916083916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,33972.0,566,28,1059,1064,401,396,104.0,2123,23.0,31.0,9.0,12.0,10.0,11.0,12.0,37.0,,,,,,,,,,,,,,35.0,68,,,17.0,87.0,1125,12.0,18.0,,,29.0,17.0,27.0,,,7.0,41.0,48.0,22.0,,20.0,,,5.0,3.0,10.0,13.0,5.0,1.0,36.0,21.0,22.0,20.0,45.0,5.0,70,45.0,115,13.0,9.0,7.0,3.0,15.0,4.0,22.0,6.0,7.0,20.0,49.0,8.0,8.0,27.0,2.0,28.0,14.0,,1.0,42.0,25.0,42.0,25.0,41.0,400,10.0,,0.6857142857142857,0.96,,,,,,0.5147058823529411,0.6666666666666666,0.6296296296296297,0.5147058823529411,0.6666666666666666,0.6296296296296297,0.5370370370370371,0.6590909090909091,0.640625,,0.07352941176470588,0.03225806451612903,0.10810810810810811,8.743633276740239,0.3181818181818182,0.17857142857142858,0.11568123393316196,0.07801418439716312,0.15384615384615385,0.11290322580645161,0.1252408477842004,0.09188034188034189,0.08653846153846154,0.1282051282051282,0.11538461538461539,0.11627906976744186,0.11538461538461539,0.16666666666666666,0.11764705882352941,0.5952380952380952,0.45588235294117646,0.7419354838709677,0.7666666666666667,0.6521739130434783,0.5441176470588235,0.32432432432432434,0.36363636363636365,0.75,,,,,,,,,,,,,0.6666666666666666,0.75,,,,,0.4074074074074074,0.9090909090909091,,,,,0.45588235294117646,,0.5052617647058824,0.523523076923077,0.5042259259259259,0.175,0.175,,0.3333333333333333,0.47126436781609193,5.286764705882352,,0.37865911237016053,5.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,17.0,2.0,1.0,0.06451612903225806,0.05970149253731343,0.08108108108108109,0.08695652173913043,0.07407407407407407,0.1111111111111111,,,,,,,,,,,,,,,,,,True,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,11816.0,197,49,363,367,132,91,31.0,730,6.0,8.0,,,2.0,2.0,3.0,13.0,,4.0,7.0,9.0,,,3.0,3.0,7.0,24.0,3.0,2.0,4.0,9.0,25,14.0,33.0,11.0,71.0,370,,,1.0,3.0,3.0,4.0,9.0,5.0,7.0,6.0,29.0,2.0,16.0,33.0,,24.0,7.0,4.0,17.0,11.0,28.0,3.0,8.0,67.0,,2.0,7.0,11.0,,18,2.0,20,11.0,10.0,9.0,8.0,7.0,1.0,16.0,,5.0,5.0,20.0,1.0,1.0,13.0,,14.0,2.0,,4.0,,,,,29.0,132,3.0,3.0,0.1111111111111111,0.1111111111111111,0.7857142857142857,0.42424242424242425,0.3333333333333333,0.7142857142857143,0.42424242424242425,0.36,,0.4444444444444444,0.5172413793103449,0.5,0.71875,0.546875,0.5,0.725,0.5689655172413793,0.16,0.25,0.15384615384615385,19.554455445544555,0.5625,,0.08270676691729323,0.02197802197802198,0.14,,0.09836065573770492,0.013422818791946308,0.02702702702702703,,0.043478260869565216,0.06976744186046512,0.13636363636363635,0.14705882352941177,0.125,,0.13793103448275862,0.75,1.0,0.16666666666666666,0.22413793103448276,0.23076923076923078,0.2727272727272727,,0.06896551724137931,,,,0.15517241379310345,0.7777777777777778,0.7777777777777778,1.0,0.41379310344827586,0.2916666666666667,0.2916666666666667,0.5714285714285714,,,,,,1.0,0.125,1.0,0.1875,1.0,0.25,0.5,0.7068965517241379,0.2916666666666667,0.512305172413793,0.49235,0.476,0.03333333333333333,0.07407407407407407,,0.04225352112676056,0.4084507042253521,7.784000000000001,25.221212121212123,0.36363636363636365,,8.0,5.0,,,1.0,3.0,2.0,,,1.0,2.0,,,,,,,0.029411764705882353,,,,1.0,9.0,4.0,2.0,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,19893.0,332,-28,625,624,252,258,64.0,1249,14.0,27.0,,2.0,4.0,12.0,3.0,15.0,12.0,33.0,3.0,12.0,,,2.0,4.0,4.0,11.0,,2.0,5.0,29.0,75,7.0,23.0,13.0,92.0,672,,4.0,,,,11.0,31.0,4.0,9.0,9.0,43.0,24.0,34.0,18.0,,10.0,4.0,5.0,19.0,11.0,30.0,3.0,2.0,71.0,1.0,1.0,7.0,24.0,,31,3.0,34,9.0,4.0,14.0,8.0,11.0,6.0,25.0,2.0,10.0,17.0,30.0,1.0,1.0,17.0,2.0,23.0,7.0,,5.0,1.0,,2.0,1.0,43.0,251,2.0,3.0,0.41379310344827586,0.41379310344827586,0.8571428571428571,0.30434782608695654,,0.4444444444444444,0.3181818181818182,0.38666666666666666,,0.3548387096774194,0.4030612244897959,,0.425,0.42201834862385323,,0.4387755102040816,0.23469387755102042,0.06666666666666667,0.1111111111111111,0.13333333333333333,19.336219336219337,0.56,,0.1038961038961039,0.005952380952380952,0.09859154929577464,0.009009009009009009,0.10264900662251655,0.007168458781362007,,,0.057971014492753624,0.10843373493975904,0.13924050632911392,0.10714285714285714,0.06666666666666667,0.5,0.2755102040816326,0.5185185185185185,0.5833333333333334,0.14285714285714285,0.15306122448979592,0.2,0.23076923076923078,1.0,0.336734693877551,0.36363636363636365,0.36363636363636365,0.5833333333333334,0.12244897959183673,0.25,0.25,1.0,0.11224489795918367,0.36363636363636365,0.4,0.75,0.5,,,,,,0.3,0.3333333333333333,0.1,0.5,0.125,0.4,0.5102040816326531,0.4,0.49591082474226805,0.5646500000000001,0.48529102564102555,0.0673076923076923,0.08641975308641975,,,0.4673913043478261,10.322666666666667,25.426086956521736,0.4032,,8.0,10.0,1.0,,5.0,2.0,2.0,1.0,2.0,,,1.0,,,,0.047619047619047616,0.025,,0.023809523809523808,,,,3.0,7.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.043478260869565216,0.09090909090909091,,,,True,,,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,13479.0,225,13,433,432,144,136,52.0,865,3.0,3.0,,,1.0,1.0,,1.0,2.0,5.0,7.0,17.0,2.0,2.0,2.0,5.0,15.0,32.0,4.0,5.0,10.0,5.0,9,22.0,49.0,,76.0,454,,1.0,5.0,6.0,15.0,1.0,3.0,7.0,15.0,,23.0,6.0,4.0,66.0,,32.0,15.0,1.0,15.0,13.0,28.0,6.0,3.0,69.0,1.0,2.0,9.0,28.0,2.0,39,4.0,43,5.0,5.0,11.0,6.0,2.0,5.0,13.0,,1.0,12.0,17.0,,,3.0,,,,,,,,,,23.0,144,1.0,,0.6,0.6,1.0,0.4489795918367347,0.8333333333333334,0.4666666666666667,0.4489795918367347,0.5555555555555556,,0.3333333333333333,0.6551724137931034,1.0714285714285714,0.6388888888888888,0.6551724137931034,1.0714285714285714,0.6388888888888888,0.8448275862068966,0.1111111111111111,,,14.549180327868854,0.8461538461538461,0.15384615384615385,0.1590909090909091,0.017391304347826087,0.2,0.011494252873563218,0.167420814479638,0.01485148514851485,,0.017857142857142856,0.11666666666666667,0.17543859649122806,0.1864406779661017,0.2413793103448276,0.125,,0.05172413793103448,1.0,1.0,0.3333333333333333,0.017241379310344827,,,,0.08620689655172414,0.4,0.5,1.0,0.29310344827586204,0.4117647058823529,0.4117647058823529,1.0,0.5517241379310345,0.46875,0.46875,1.0,,,0.2857142857142857,1.0,1.0,0.5714285714285714,0.05555555555555555,1.0,0.2777777777777778,0.4,0.5555555555555556,0.5,0.896551724137931,0.46875,0.5358594827586206,0.5364,0.5194666666666667,,,,0.19736842105263158,0.3026315789473684,12.733333333333333,24.8,0.3325635103926097,,7.0,9.0,1.0,,,1.0,,1.0,,,,,,,,0.07142857142857142,,0.04878048780487805,,,,3.0,,3.0,,0.75,1.0,,,,,,,,,0.2,,,True,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,21119.0,352,45,662,660,281,266,65.0,1322,54.0,71.0,9.0,11.0,26.0,29.0,28.0,56.0,20.0,52.0,2.0,4.0,1.0,2.0,2.0,2.0,8.0,25.0,4.0,4.0,12.0,102.0,179,10.0,29.0,59.0,293.0,700,14.0,20.0,2.0,6.0,41.0,47.0,78.0,6.0,14.0,27.0,139.0,66.0,138.0,12.0,8.0,25.0,8.0,6.0,23.0,33.0,56.0,18.0,6.0,145.0,2.0,12.0,22.0,45.0,5.0,72,14.0,86,13.0,10.0,20.0,13.0,9.0,7.0,29.0,,14.0,7.0,18.0,3.0,4.0,70.0,1.0,70.0,34.0,,7.0,4.0,1.0,4.0,1.0,139.0,281,4.0,5.0,0.3235294117647059,0.336734693877551,0.4,0.3448275862068966,0.3333333333333333,0.42857142857142855,0.3448275862068966,0.5698324022346368,0.7,0.6025641025641025,0.5625,0.6538461538461539,0.6086956521739131,0.6181434599156118,0.7068965517241379,0.6556603773584906,0.13942307692307693,0.0335195530726257,0.028169014084507043,0.07142857142857142,35.945945945945944,0.6896551724137931,0.29411764705882354,0.19823788546255505,0.06349206349206349,0.24719101123595505,0.017857142857142856,0.2120253164556962,0.046511627906976744,0.06756756756756757,0.014084507042253521,0.16455696202531644,0.2054794520547945,0.22666666666666666,0.23529411764705882,0.2857142857142857,0.25,0.34134615384615385,0.7605633802816901,0.782608695652174,0.4444444444444444,0.2692307692307692,0.5,0.5384615384615384,0.17857142857142858,0.25,0.38461538461538464,0.38461538461538464,0.2,0.019230769230769232,0.5,0.5,,0.1201923076923077,0.32,0.32,0.5,0.4230769230769231,0.8181818181818182,0.07692307692307693,0.5,,0.15384615384615385,0.31521739130434784,0.896551724137931,0.021739130434782608,1.0,0.13043478260869565,0.3333333333333333,0.4807692307692308,0.32,0.4931379807692308,0.5372684210526315,0.4794266304347826,0.14782608695652175,0.1691542288557214,,0.13993174061433447,0.47440273037542663,8.65418994413408,25.110344827586204,0.4244712990936556,7.0,15.0,15.0,,7.0,3.0,1.0,1.0,,1.0,,,12.0,3.0,,,,0.13333333333333333,0.014285714285714285,0.024390243902439025,0.08139534883720931,0.2222222222222222,1.0,18.0,2.0,,0.25,1.0,,,,,,,,,,,,True,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,4696.0,78,-2,151,151,103,103,13.0,302,,,,,,,1.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,2.0,3.0,4.0,17.0,,3.0,11.0,2.0,3,8.0,23.0,2.0,30.0,140,,,1.0,1.0,3.0,2.0,3.0,5.0,14.0,2.0,21.0,4.0,,21.0,,17.0,4.0,,,4.0,4.0,1.0,,12.0,,,3.0,3.0,,6,,6,,,1.0,,,1.0,1.0,,1.0,2.0,5.0,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,21.0,102,,1.0,1.0,1.0,0.875,0.34782608695652173,1.0,0.35714285714285715,0.34782608695652173,0.6666666666666666,,0.6666666666666666,0.5384615384615384,1.5,0.5588235294117647,0.5555555555555556,1.5,0.5833333333333334,0.8846153846153846,,,,16.96969696969697,1.0,,0.043478260869565216,,0.17647058823529413,,0.06976744186046512,,,,0.043478260869565216,0.05,0.038461538461538464,0.09090909090909091,0.3333333333333333,1.0,,,,,0.038461538461538464,1.0,1.0,1.0,0.07692307692307693,0.5,0.5,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.6538461538461539,0.23529411764705882,0.23529411764705882,0.75,,,1.0,1.0,1.0,,,,0.17647058823529413,0.6666666666666666,0.6470588235294118,0.2727272727272727,0.8846153846153846,0.23529411764705882,0.5073307692307693,,0.4925058823529412,,,,0.1,0.7,17.233333333333334,25.295652173913048,0.6821192052980133,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,True,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,15125.0,252,12,472,471,154,144,45.0,943,1.0,2.0,,,,,,1.0,,2.0,13.0,33.0,1.0,1.0,1.0,9.0,9.0,28.0,4.0,2.0,7.0,1.0,5,22.0,61.0,9.0,77.0,505,,,3.0,5.0,9.0,,1.0,3.0,16.0,4.0,13.0,,2.0,66.0,,28.0,9.0,1.0,7.0,3.0,10.0,1.0,1.0,23.0,2.0,1.0,3.0,12.0,2.0,17,5.0,22,6.0,3.0,4.0,3.0,,1.0,4.0,,1.0,22.0,31.0,2.0,,7.0,1.0,9.0,1.0,1.0,2.0,6.0,2.0,6.0,3.0,13.0,154,3.0,2.0,,,1.0,0.36065573770491804,0.6,0.1875,0.36065573770491804,0.2,,,0.5151515151515151,0.9,0.2647058823529412,0.55,0.9,0.34210526315789475,0.9242424242424242,0.2,0.5,,14.149139579349903,1.0,0.16666666666666666,0.07453416149068323,0.007407407407407408,0.047619047619047616,0.023529411764705882,0.06696428571428571,0.013636363636363636,0.02,0.041666666666666664,0.05555555555555555,0.14,0.03508771929824561,0.041666666666666664,0.06666666666666667,0.5,0.030303030303030304,0.5,1.0,,0.015151515151515152,,,,0.030303030303030304,,,,0.5,0.3939393939393939,0.3939393939393939,1.0,0.42424242424242425,0.32142857142857145,0.3333333333333333,1.0,,,0.2,1.0,1.0,0.8,,,0.5294117647058824,0.1111111111111111,0.4117647058823529,0.2857142857142857,0.9545454545454546,0.32142857142857145,0.5398022727272728,0.42472499999999996,0.5054,0.029411764705882353,0.16666666666666666,0.016129032258064516,0.11688311688311688,0.16883116883116883,10.540000000000001,24.649180327868848,0.326271186440678,,2.0,4.0,2.0,1.0,3.0,,,,,1.0,,,4.0,,,0.2222222222222222,,,,0.02564102564102564,,2.0,,2.0,,0.5,1.0,,1.0,,,,,0.01639344262295082,0.03571428571428571,,,,True,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,10270.0,171,24,317,331,98,97,32.0,648,26.0,36.0,3.0,4.0,8.0,11.0,9.0,18.0,9.0,25.0,,,,,,,4.0,7.0,,1.0,2.0,44.0,79,4.0,7.0,33.0,133.0,353,4.0,6.0,,,11.0,12.0,24.0,1.0,2.0,10.0,37.0,26.0,62.0,3.0,2.0,7.0,4.0,2.0,17.0,5.0,22.0,2.0,3.0,49.0,3.0,5.0,8.0,14.0,,22,9.0,31,12.0,8.0,10.0,5.0,2.0,5.0,12.0,1.0,,6.0,11.0,,,29.0,,43.0,18.0,1.0,3.0,2.0,,2.0,,37.0,98,1.0,1.0,0.29545454545454547,0.3023255813953488,0.25,0.5714285714285714,,0.5,0.5714285714285714,0.5569620253164557,0.6666666666666666,0.5,0.5813953488372093,0.6666666666666666,0.5192307692307693,0.6273584905660378,0.7857142857142857,0.5606060606060606,0.08139534883720931,0.02531645569620253,0.027777777777777776,0.05555555555555555,33.333333333333336,0.8333333333333334,,0.1320754716981132,0.05263157894736842,0.21052631578947367,0.06818181818181818,0.1527777777777778,0.05755395683453238,0.06451612903225806,0.07407407407407407,0.17391304347826086,0.08823529411764706,0.11538461538461539,0.21428571428571427,0.2,,0.4186046511627907,0.7222222222222222,0.7428571428571429,0.4230769230769231,0.20930232558139536,0.5,0.5294117647058824,0.1111111111111111,0.29069767441860467,0.36,0.36,0.1111111111111111,,,,,0.08139534883720931,0.5714285714285714,0.5714285714285714,0.25,0.6666666666666666,0.75,,,,,0.4230769230769231,0.7272727272727273,,,0.07692307692307693,0.5,0.5,0.5714285714285714,0.5249087209302326,0.55512,0.563651923076923,0.18446601941747573,0.18947368421052632,0.125,0.08270676691729323,0.2781954887218045,8.778481012658228,25.61428571428571,0.30914826498422715,3.0,3.0,12.0,1.0,2.0,4.0,1.0,1.0,,,,,2.0,2.0,,,0.1,0.125,,0.058823529411764705,0.05555555555555555,0.3333333333333333,,9.0,2.0,,,,,,,,,,,,,1.0,,True,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,20651.0,344,-2,637,636,216,253,60.0,1273,15.0,23.0,1.0,1.0,4.0,5.0,4.0,11.0,6.0,23.0,9.0,23.0,1.0,3.0,3.0,10.0,11.0,33.0,1.0,3.0,10.0,25.0,57,20.0,56.0,26.0,136.0,682,2.0,6.0,1.0,4.0,7.0,7.0,11.0,6.0,20.0,9.0,41.0,20.0,30.0,60.0,,33.0,11.0,4.0,15.0,10.0,25.0,7.0,2.0,60.0,2.0,8.0,11.0,20.0,1.0,32,10.0,42,12.0,10.0,11.0,7.0,6.0,4.0,17.0,,5.0,10.0,19.0,2.0,3.0,26.0,,27.0,10.0,,,2.0,1.0,2.0,2.0,41.0,215,4.0,,0.4,0.4,1.0,0.35714285714285715,0.25,0.3,0.35714285714285715,0.43859649122807015,0.3333333333333333,0.6363636363636364,0.48672566371681414,0.35,0.5161290322580645,0.5252100840336135,0.35,0.5735294117647058,0.49557522123893805,0.07017543859649122,0.08695652173913043,0.09090909090909091,19.236209335219236,0.6470588235294118,0.058823529411764705,0.09216589861751152,0.045714285714285714,0.1375,0.01652892561983471,0.10437710437710437,0.033783783783783786,0.029411764705882353,,0.0684931506849315,0.10294117647058823,0.10526315789473684,0.14285714285714285,0.11764705882352941,1.0,0.20353982300884957,0.6521739130434783,0.7142857142857143,0.4,0.09734513274336283,0.36363636363636365,0.4,,0.20353982300884957,0.2608695652173913,0.2727272727272727,0.6666666666666666,0.20353982300884957,0.391304347826087,0.4090909090909091,1.0,0.2920353982300885,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,0.3,0.3333333333333333,1.0,0.1,0.16129032258064516,0.8,0.3225806451612903,0.3,0.3225806451612903,0.3,0.6991150442477876,0.3333333333333333,0.5300615044247788,0.4895625,0.5248258064516129,0.08403361344537816,0.15873015873015872,,0.051470588235294115,0.3014705882352941,9.396491228070174,24.266071428571426,0.3390894819466248,,3.0,10.0,,2.0,2.0,2.0,,1.0,,1.0,,4.0,1.0,,,,0.05128205128205128,0.058823529411764705,0.044444444444444446,0.03225806451612903,,,,3.0,11.0,,,,1.0,,,,,0.017857142857142856,,0.043478260869565216,,0.043478260869565216,True,,,,,
