EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGM,Fg3aBlocked,BlockingFouls,Technical Free Throw Trips,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,on,3pt And 1 Free Throw Trips,Clear Path Fouls
101130,1610612737,Johan Petro,Johan Petro,101130,ATL,6858.0,114,23,220,214,47.0,48.0,23.0,434,13.0,16.0,2.0,3.0,2.0,3.0,4.0,8.0,2.0,8.0,19.0,32.0,3.0,41.0,206,2.0,4.0,4.0,4.0,8.0,8.0,32.0,6.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,5.0,3.0,6.0,16.0,3.0,25.0,8.0,33.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,7.0,7.0,13.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,8.0,47.0,1.0,0.8421052631578947,0.9411764705882353,0.59375,0.5,0.5,0.59375,0.5,0.5,0.6212121212121212,0.5,0.5,0.03125,0.0625,16.260162601626018,0.2857142857142857,0.3,0.2191780821917808,0.04,0.1935483870967742,0.14285714285714285,0.21153846153846154,0.07272727272727272,0.125,0.19230769230769232,0.2727272727272727,0.13333333333333333,0.2222222222222222,0.2777777777777778,0.07692307692307693,0.08333333333333333,0.3333333333333333,0.5,0.8125,0.8666666666666667,0.7692307692307693,0.25,0.5,0.5,1.0,0.25,0.25,0.25,1.0,0.75,0.6666666666666666,0.375,0.6666666666666666,0.5,0.511259375,0.49735,0.4744,0.06060606060606061,0.06060606060606061,0.0975609756097561,0.1951219512195122,6.6968749999999995,0.21363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,63318.0,1055,135,2000,2001,307.0,234.0,184.0,4001,128.0,166.0,33.0,47.0,15.0,16.0,35.0,102.0,68.0,156.0,231.0,424.0,56.0,524.0,2029,41.0,66.0,90.0,27.0,47.0,67.0,346.0,116.0,44.0,15.0,50.0,36.0,86.0,11.0,31.0,14.0,208.0,17.0,55.0,53.0,169.0,9.0,231.0,74.0,305.0,17.0,32.0,24.0,8.0,28.0,2.0,20.0,29.0,3.0,5.0,57.0,23.0,60.0,7.0,75.0,4.0,2.0,85.0,9.0,40.0,32.0,17.0,11.0,32.0,19.0,,65.0,294.0,4.0,0.7489177489177489,0.8277511961722488,0.5448113207547169,0.6212121212121212,0.574468085106383,0.5480093676814989,0.6212121212121212,0.574468085106383,0.5634408602150538,0.6338028169014085,0.5982142857142857,0.03537735849056604,0.05421686746987952,23.513513513513516,0.49122807017543857,0.24324324324324326,0.22868741542625168,0.09322033898305085,0.18861209964412812,0.05555555555555555,0.21764705882352942,0.08035714285714286,0.078125,0.05194805194805195,0.18695652173913044,0.25116279069767444,0.24489795918367346,0.16230366492146597,0.24444444444444444,0.09550561797752809,0.59375,0.38875878220140514,0.7710843373493976,0.8152866242038217,0.71875,0.2388758782201405,0.3431372549019608,0.3645833333333333,0.6571428571428571,0.36533957845433257,0.4358974358974359,0.4358974358974359,0.8529411764705882,0.7121212121212122,0.7021276595744681,0.3404255319148936,0.9375,0.3957845433255269,0.49003594847775167,0.5465019230769231,0.4825872340425531,0.08733624454148471,0.08791208791208792,0.1717557251908397,0.12786259541984732,9.142688679245284,0.1535,2.0,2.0,1.0,2.0,3.0,8.0,13.0,3.0,3.0,1.0,25.0,5.0,2.0,8.0,1.0,5.0,4.0,4.0,12.0,1.0,7.0,4.0,1.0,1.0,2.0,6.0,0.5,0.6666666666666666,0.6666666666666666,0.00702576112412178,0.058823529411764705,0.034482758620689655,0.1696969696969697,0.05150214592274678,0.06666666666666667,0.00468384074941452,1.0,1.0,0.5,0.00234192037470726,0.2727272727272727,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201229,1610612737,Anthony Tolliver,Anthony Tolliver,201229,ATL,18255.0,304,-6,578,584,103.0,143.0,58.0,1162,5.0,9.0,1.0,2.0,1.0,1.0,3.0,6.0,7.0,15.0,15.0,30.0,17.0,95.0,583,1.0,2.0,2.0,2.0,3.0,11.0,26.0,4.0,2.0,1.0,10.0,3.0,13.0,,5.0,2.0,29.0,3.0,6.0,11.0,22.0,6.0,39.0,10.0,49.0,1.0,5.0,3.0,2.0,10.0,2.0,8.0,4.0,,,14.0,8.0,16.0,1.0,14.0,1.0,3.0,18.0,,8.0,6.0,4.0,1.0,6.0,3.0,,11.0,103.0,1.0,0.8666666666666667,0.9285714285714286,0.5,0.5,0.6666666666666666,0.4936708860759494,0.16666666666666666,0.4166666666666667,0.5344827586206896,0.16666666666666666,0.4166666666666667,0.03333333333333333,0.1111111111111111,15.514592933947773,0.7142857142857143,0.2857142857142857,0.10679611650485436,0.03592814371257485,0.14864864864864866,0.02654867256637168,0.11785714285714285,0.03214285714285714,0.05660377358490566,0.037037037037037035,0.08571428571428572,0.1111111111111111,0.12195121951219512,0.1568627450980392,0.13043478260869565,0.022222222222222223,0.5,0.11392405063291139,0.5555555555555556,0.625,0.8,0.0759493670886076,0.5,0.5,1.0,0.189873417721519,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.3333333333333333,0.5,0.08333333333333333,1.0,0.7341772151898734,0.5247202531645571,0.5753625,0.5467916666666667,0.09195402298850575,0.21052631578947367,0.021052631578947368,0.11578947368421053,11.780000000000001,0.1782006920415225,12.0,30.0,19.0,16.0,49.0,,1.0,48.0,,19.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,0.32653061224489793,0.32653061224489793,0.620253164556962,,0.05,0.022222222222222223,0.028985507246376812,,0.379746835443038,0.4,0.42857142857142855,1.0,0.24050632911392406,,24.320408163265306,4.0,1.0,6.0,4.0,1.0,3.0,4.0,2.0,9.0,4.0,2.0,1.0,2.0,0.2222222222222222,0.04081632653061224,0.06666666666666667,0.21052631578947367,0.21052631578947367,1.0,0.6666666666666666,0.5,0.16666666666666666,0.25,0.3333333333333333,0.21052631578947367,,,,,,,,,,,,,,,,,,,,True,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,14058.0,234,-16,438,445,77.0,84.0,63.0,883,6.0,14.0,1.0,4.0,1.0,3.0,,4.0,6.0,21.0,12.0,39.0,12.0,84.0,473,2.0,7.0,14.0,3.0,8.0,18.0,20.0,4.0,2.0,3.0,5.0,2.0,7.0,,4.0,1.0,16.0,,5.0,7.0,14.0,,21.0,5.0,26.0,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,,,4.0,1.0,9.0,,10.0,,1.0,16.0,1.0,5.0,2.0,,1.0,2.0,1.0,,17.0,76.0,1.0,0.8333333333333334,0.9090909090909091,0.3076923076923077,0.2857142857142857,0.375,0.43902439024390244,0.43333333333333335,0.4166666666666667,0.4659090909090909,0.43333333333333335,0.45,0.07692307692307693,0.14285714285714285,17.933723196881093,0.75,,0.0880503144654088,0.034013605442176874,0.1346153846153846,,0.0995260663507109,0.02242152466367713,0.03225806451612903,,,0.10204081632653061,0.16666666666666666,0.2,,0.0196078431372549,0.5,0.17073170731707318,0.42857142857142855,0.5,1.0,0.04878048780487805,,,,0.25609756097560976,0.2857142857142857,0.3,0.6666666666666666,0.26666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.6951219512195121,0.5316109756097561,0.516545,0.5314083333333333,0.05813953488372093,0.11627906976744186,0.16666666666666666,0.21428571428571427,11.984615384615385,0.17579908675799086,7.0,17.0,26.0,16.0,43.0,1.0,3.0,48.0,,26.0,2.0,,,2.0,1.0,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,0.37209302325581395,0.37209302325581395,0.524390243902439,,,0.03636363636363636,0.03278688524590164,,0.2073170731707317,0.4117647058823529,0.4117647058823529,1.0,0.3170731707317073,1.0,24.665116279069764,2.0,1.0,3.0,9.0,2.0,7.0,8.0,3.0,10.0,9.0,,,3.0,0.3,,,0.34615384615384615,0.34615384615384615,1.0,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.3888888888888889,0.2857142857142857,0.34615384615384615,1.0,2.0,6.0,3.0,0.375,0.047619047619047616,0.5,1.0,0.4,0.3333333333333333,1.0,,,,,,,,,True,,
2734,1610612737,Devin Harris,Devin Harris,2734,ATL,85277.0,1421,156,2720,2736,539.0,474.0,262.0,5456,88.0,131.0,2.0,3.0,17.0,23.0,12.0,34.0,17.0,48.0,117.0,213.0,112.0,577.0,2768,3.0,4.0,17.0,23.0,43.0,149.0,70.0,164.0,2.0,16.0,136.0,61.0,197.0,27.0,74.0,44.0,455.0,1.0,5.0,40.0,69.0,1.0,110.0,6.0,116.0,1.0,64.0,33.0,31.0,57.0,13.0,42.0,31.0,4.0,4.0,88.0,51.0,103.0,3.0,150.0,1.0,21.0,154.0,17.0,67.0,13.0,6.0,2.0,13.0,11.0,,146.0,526.0,4.0,0.29914529914529914,0.3017241379310345,0.5492957746478874,0.75,0.5348837209302325,0.5248306997742663,0.46875,0.5384615384615384,0.5669291338582677,0.4722222222222222,0.5967741935483871,0.07511737089201878,0.0916030534351145,19.662921348314605,0.6477272727272727,0.015873015873015872,0.07048008171603677,0.006329113924050633,0.10695187165775401,0.0023148148148148147,0.08056171470805618,0.004909983633387889,0.008,0.0030581039755351682,0.06962025316455696,0.07194244604316546,0.07012987012987013,0.1067193675889328,0.10743801652892562,0.0045662100456621,0.8461538461538461,0.29571106094808125,0.6717557251908397,0.7394957983193278,0.3409090909090909,0.07674943566591422,0.35294117647058826,0.3870967741935484,0.16666666666666666,0.10835214446952596,0.3541666666666667,0.3617021276595745,0.17647058823529413,0.1875,0.6666666666666666,0.22115384615384615,0.7391304347826086,0.8148984198645598,0.5462264172335602,0.541675,0.4974653846153844,0.14457831325301204,0.25475285171102663,0.029462738301559793,0.2582322357019064,6.504694835680752,0.19816176470588234,13.0,31.0,199.0,77.0,230.0,2.0,37.0,183.0,48.0,198.0,34.0,18.0,,15.0,3.0,6.0,15.0,3.0,,2.0,10.0,5.0,,,,7.0,0.7922077922077922,0.3347826086956522,0.33624454148471616,0.5191873589164786,0.08823529411764706,,0.01293103448275862,,,0.06997742663656885,0.41935483870967744,0.41935483870967744,1.0,0.4492099322799097,0.5,25.347826086956527,,2.0,6.0,64.0,20.0,55.0,12.0,22.0,61.0,64.0,1.0,5.0,2.0,0.36065573770491804,0.004347826086956522,,0.32160804020100503,0.32323232323232326,0.75,,0.057692307692307696,0.3333333333333333,0.5288461538461539,0.36363636363636365,0.32323232323232326,,3.0,12.0,3.0,0.25,0.020833333333333332,,,0.75,0.25,,1.0,15.0,5.0,0.005025125628140704,0.02127659574468085,,,,True,,
2052,1610612737,DeShawn Stevenson,DeShawn Stevenson,2052,ATL,17833.0,297,36,562,576,110.0,108.0,62.0,1138,1.0,2.0,,,,,,,2.0,3.0,3.0,5.0,4.0,109.0,601,,,15.0,,,14.0,4.0,2.0,,1.0,12.0,1.0,13.0,,8.0,2.0,27.0,4.0,,5.0,15.0,3.0,23.0,5.0,28.0,,6.0,2.0,4.0,4.0,,3.0,,,,4.0,11.0,16.0,,7.0,,2.0,7.0,,,2.0,1.0,,2.0,,,14.0,108.0,,0.6666666666666666,0.6666666666666666,0.6,,,0.7394366197183099,0.9375,0.5454545454545454,0.7364864864864865,0.9375,0.5384615384615384,0.2,0.5,12.283464566929135,1.0,0.21428571428571427,0.07731958762886598,,0.06097560975609756,0.046511627906976744,0.07246376811594203,0.01556420233463035,,0.03389830508474576,0.015873015873015872,0.13333333333333333,0.08450704225352113,0.05172413793103448,0.08333333333333333,,,0.028169014084507043,0.5,1.0,1.0,,,,,0.04225352112676056,0.6666666666666666,0.6666666666666666,0.5,,,,,0.9577464788732394,0.5761585714285714,0.56031,0.557385,0.013888888888888888,,0.13761467889908258,0.12844036697247707,11.940000000000001,0.19572953736654805,16.0,29.0,37.0,33.0,66.0,,2.0,99.0,,37.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,,,2.0,1.0,0.5,0.5,0.9295774647887324,,0.03571428571428571,,,0.07407407407407407,0.4084507042253521,0.5517241379310345,0.5517241379310345,1.0,0.5211267605633803,,24.871212121212118,2.0,3.0,5.0,17.0,1.0,6.0,8.0,4.0,11.0,17.0,,,,0.36363636363636365,,,0.4594594594594595,0.4594594594594595,1.0,0.25,0.45454545454545453,0.6,0.5454545454545454,0.16666666666666666,0.4594594594594595,1.0,4.0,6.0,5.0,0.625,,0.5,1.0,0.75,0.6666666666666666,1.0,,,1.0,,0.014925373134328358,,,,True,,
2563,1610612737,Dahntay Jones,Dahntay Jones,2563,ATL,5649.0,94,-18,180,183,42.0,39.0,16.0,363,2.0,4.0,1.0,1.0,,1.0,1.0,4.0,,6.0,3.0,14.0,,9.0,196,1.0,1.0,2.0,,3.0,,4.0,2.0,,,3.0,1.0,4.0,,2.0,1.0,9.0,1.0,1.0,,6.0,,6.0,2.0,8.0,,2.0,2.0,,2.0,,1.0,2.0,,2.0,4.0,7.0,10.0,,4.0,,,2.0,,1.0,1.0,1.0,,1.0,1.0,,,40.0,,0.6666666666666666,0.6666666666666666,0.21428571428571427,1.0,,0.25,1.0,,0.23684210526315788,1.0,,,,11.386138613861386,0.5,,0.08333333333333333,0.019230769230769232,,0.03571428571428571,0.061224489795918366,0.025,,0.045454545454545456,0.07142857142857142,0.11764705882352941,0.07407407407407407,,,,1.0,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.25,0.25,,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,,0.4444444444444444,0.4938444444444445,0.6536,0.49523333333333336,0.05263157894736842,0.06666666666666667,0.2222222222222222,,10.585714285714285,0.23333333333333334,1.0,4.0,,1.0,4.0,,,3.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,1.0,0.25,0.25,0.2222222222222222,,,,0.03571428571428571,,0.2222222222222222,0.25,0.25,1.0,,1.0,22.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,True,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,43233.0,721,139,1408,1397,230.0,207.0,117.0,2805,2.0,5.0,,,,1.0,2.0,5.0,20.0,47.0,24.0,57.0,16.0,238.0,1392,2.0,4.0,21.0,1.0,4.0,26.0,44.0,4.0,,1.0,38.0,14.0,52.0,5.0,21.0,11.0,118.0,3.0,5.0,22.0,59.0,4.0,85.0,11.0,96.0,2.0,16.0,10.0,6.0,14.0,3.0,13.0,8.0,2.0,2.0,22.0,30.0,54.0,5.0,20.0,,1.0,19.0,1.0,1.0,8.0,4.0,2.0,8.0,5.0,,20.0,221.0,2.0,0.9166666666666666,0.9166666666666666,0.42105263157894735,0.5,0.25,0.6098901098901099,0.6785714285714286,0.425,0.6190476190476191,0.7,0.5,0.017543859649122806,0.2,13.618677042801556,0.6363636363636364,0.13793103448275862,0.1145631067961165,0.012953367875647668,0.10628019323671498,0.013636363636363636,0.11218836565096953,0.013201320132013201,0.008403361344537815,0.017857142857142856,0.10967741935483871,0.05555555555555555,0.16666666666666666,0.08571428571428572,0.14925373134328357,0.02040816326530612,0.625,0.027472527472527472,0.4,0.5,1.0,0.027472527472527472,0.4,0.4,0.5,0.25824175824175827,0.425531914893617,0.425531914893617,0.95,,,0.05,,0.7142857142857143,0.5251494505494504,0.5044090909090908,0.5224525,0.01092896174863388,0.017543859649122806,0.08823529411764706,0.1092436974789916,16.470175438596495,0.16335227272727273,15.0,37.0,88.0,58.0,125.0,2.0,9.0,174.0,,88.0,9.0,6.0,3.0,1.0,,1.0,5.0,1.0,,,6.0,2.0,,,,1.0,1.0,0.464,0.464,0.6868131868131868,,0.07142857142857142,0.017543859649122806,0.013071895424836602,,0.2032967032967033,0.40540540540540543,0.40540540540540543,1.0,0.4835164835164835,,24.887199999999993,1.0,2.0,4.0,43.0,3.0,12.0,10.0,5.0,16.0,43.0,1.0,2.0,4.0,0.3125,0.008,,0.48863636363636365,0.4942528735632184,1.0,0.07142857142857142,0.2,0.5,0.6,0.25,0.48863636363636365,,5.0,9.0,5.0,0.5,,,,0.6428571428571429,0.5555555555555556,1.0,,2.0,1.0,0.011363636363636364,0.007936507936507936,,,,True,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,42651.0,711,135,1389,1387,221.0,147.0,119.0,2776,54.0,87.0,2.0,5.0,5.0,7.0,23.0,66.0,11.0,26.0,88.0,179.0,45.0,299.0,1365,5.0,11.0,18.0,12.0,23.0,52.0,56.0,120.0,2.0,16.0,100.0,47.0,147.0,12.0,47.0,42.0,341.0,2.0,4.0,20.0,20.0,,40.0,6.0,46.0,2.0,37.0,20.0,17.0,35.0,7.0,21.0,24.0,2.0,3.0,59.0,17.0,43.0,1.0,61.0,1.0,6.0,54.0,5.0,23.0,4.0,2.0,,5.0,2.0,,50.0,213.0,3.0,0.3181818181818182,0.3218390804597701,0.49162011173184356,0.45454545454545453,0.5217391304347826,0.516260162601626,0.4444444444444444,0.527027027027027,0.550185873605948,0.47368421052631576,0.5909090909090909,0.0893854748603352,0.11494252873563218,21.55059132720105,0.5932203389830508,,0.038834951456310676,0.010101010101010102,0.11235955056179775,0.00904977375565611,0.05772005772005772,0.009724473257698542,0.0072992700729927005,0.005780346820809248,0.03067484662576687,0.039735099337748346,0.04477611940298507,0.12931034482758622,0.08064516129032258,0.017543859649122806,0.4,0.35365853658536583,0.6206896551724138,0.7012987012987013,0.35185185185185186,0.2682926829268293,0.3484848484848485,0.38333333333333336,0.08695652173913043,0.10569105691056911,0.4230769230769231,0.4230769230769231,0.6363636363636364,0.2777777777777778,0.4,0.1891891891891892,0.7142857142857143,0.6260162601626016,0.5353172764227642,0.49376000000000003,0.46821216216216227,0.08712121212121213,0.116751269035533,0.06020066889632107,0.17391304347826086,6.173743016759776,0.15910727141828654,4.0,11.0,56.0,26.0,67.0,2.0,13.0,66.0,12.0,56.0,35.0,11.0,,14.0,3.0,2.0,9.0,4.0,1.0,3.0,5.0,2.0,,,,4.0,0.8461538461538461,0.3880597014925373,0.3880597014925373,0.27235772357723576,0.09090909090909091,,0.018018018018018018,0.006756756756756757,0.020833333333333332,0.044715447154471545,0.36363636363636365,0.36363636363636365,1.0,0.22764227642276422,0.5,25.21791044776119,,1.0,4.0,22.0,4.0,10.0,7.0,5.0,14.0,22.0,2.0,,3.0,0.35714285714285715,0.029850746268656716,,0.39285714285714285,0.4074074074074074,0.8181818181818182,,0.10810810810810811,0.25,0.2702702702702703,0.4,0.39285714285714285,,2.0,7.0,2.0,0.2857142857142857,,,,0.3888888888888889,0.2857142857142857,0.5,,,,0.03571428571428571,,1.0,1.0,,True,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,56601.0,943,141,1846,1843,409.0,341.0,157.0,3689,103.0,140.0,18.0,27.0,24.0,37.0,30.0,92.0,39.0,103.0,172.0,335.0,56.0,460.0,1845,20.0,37.0,51.0,37.0,71.0,110.0,196.0,148.0,22.0,10.0,73.0,44.0,117.0,18.0,61.0,8.0,278.0,22.0,26.0,41.0,148.0,17.0,206.0,51.0,257.0,6.0,31.0,22.0,9.0,39.0,10.0,20.0,29.0,7.0,3.0,68.0,31.0,65.0,2.0,97.0,8.0,5.0,108.0,14.0,54.0,47.0,34.0,12.0,48.0,31.0,,108.0,400.0,4.0,0.5697674418604651,0.6086956521739131,0.5134328358208955,0.5405405405405406,0.5211267605633803,0.5037406483790524,0.5119047619047619,0.489010989010989,0.5133928571428571,0.53125,0.5188679245283019,0.029850746268656716,0.05714285714285714,25.41871921182266,0.5735294117647058,0.425,0.2215568862275449,0.05138339920948617,0.1774891774891775,0.06962025316455696,0.21023359288097887,0.058394160583941604,0.07142857142857142,0.06172839506172839,0.17272727272727273,0.20512820512820512,0.2766798418972332,0.18120805369127516,0.17073170731707318,0.030456852791878174,0.6458333333333334,0.3491271820448878,0.7357142857142858,0.7803030303030303,0.6504854368932039,0.22942643391521197,0.32608695652173914,0.3333333333333333,0.3,0.256857855361596,0.3786407766990291,0.3786407766990291,0.5641025641025641,0.6428571428571429,0.6666666666666666,0.4065934065934066,0.6486486486486487,0.513715710723192,0.5131652882205515,0.5649875000000001,0.5202449438202249,0.12244897959183673,0.144,0.1108695652173913,0.2391304347826087,8.44865671641791,0.22156013001083424,4.0,10.0,56.0,20.0,66.0,8.0,21.0,57.0,3.0,54.0,26.0,4.0,3.0,19.0,,5.0,16.0,5.0,2.0,2.0,7.0,1.0,,,1.0,5.0,0.95,0.30303030303030304,0.3125,0.16458852867830423,0.021739130434782608,0.046875,0.08843537414965986,0.005235602094240838,0.0958904109589041,0.02493765586034913,0.4,0.4,1.0,0.1396508728179551,0.3333333333333333,25.709090909090914,1.0,,2.0,16.0,5.0,18.0,5.0,5.0,20.0,16.0,,3.0,,0.25,,,0.2857142857142857,0.2857142857142857,0.9375,0.023809523809523808,0.02197802197802198,,0.1978021978021978,0.2777777777777778,0.2962962962962963,,1.0,4.0,1.0,0.2,,,,0.09523809523809523,0.25,1.0,2.0,5.0,,,,1.0,,1.0,True,,
