EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,FtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,LongMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Charge Fouls Drawn,Fg2aBlocked,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FG2APctBlocked,AtRimPctBlocked,on,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Clear Path Fouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,BlockedCorner3
201957,1610612766,Byron Mullens,Byron Mullens,201957,CHA,351.0,6,-2.0,10,11,11,2.0,21,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,10,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,33.333333333333336,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.623225,0.5673,1.0,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,99.0,2,,2,3,3,1.0,5,,,,,,,,2.0,2,,,,,,,,,,,,,,1.0,,33.333333333333336,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106,1610612766,Jeffery Taylor,Jeffery Taylor,203106,CHA,351.0,6,-2.0,10,11,11,2.0,21,,,,,,2.0,,,10,,,,,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,0.36535,,20.4,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1610612766,Brendan Haywood,Brendan Haywood,2217,CHA,180.0,3,-3.0,4,5,5,2.0,9,1.0,1.0,,,1.0,1.0,,2.0,7,,,,1.0,1.0,2.0,4.0,,,,,1.0,1.0,1.0,,16.666666666666668,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,0.7158,0.7158,1.2,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,351.0,6,-2.0,10,11,11,2.0,21,,,,,,,,,10,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202809,1610612766,Cory Higgins,Cory Higgins,202809,CHA,252.0,4,-2.0,8,8,8,1.0,16,,,1.0,,,1.0,1.0,,8,,,1.0,,,,,,,,,,,,0.5,22.22222222222222,,,,,,,,,,0.5,,0.5,0.431875,,17.6,24.6,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203077,1610612766,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,CHA,171.0,3,1.0,6,6,6,,12,,1.0,,,,1.0,,,3,,,,,,,,,,,,,,,,33.333333333333336,,,,,,1.0,,,,,,1.0,0.5376,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101124,1610612766,Hakim Warrick,Hakim Warrick,101124,CHA,28900.0,482,-130.0,932,942,179,102.0,1874,27.0,55.0,2.0,,66.0,160.0,3.0,190.0,1046,,88.0,2.0,23.0,42.0,68.0,89.0,37.0,1.0,0.6666666666666666,0.6875,0.4125,0.4049079754601227,0.46568627450980393,0.018404907975460124,22.001888574126536,0.13636363636363635,0.16666666666666666,0.14573991031390135,0.12,0.23214285714285715,0.3374233128834356,0.4909090909090909,0.6428571428571429,0.7407407407407407,0.012269938650306749,,0.3558282208588957,0.4781733128834355,0.48038000000000003,10.124374999999997,25.7,58.0,59.0,86.0,40.0,0.20100502512562815,0.20408163265306123,68.0,0.4171779141104294,4.0,11.0,7.0,20.0,20.0,44.0,4.0,14.0,21.0,0.35,0.35,0.4166666666666667,0.03856749311294766,0.0449438202247191,0.015873015873015872,0.12195121951219512,0.55,0.36363636363636365,0.10526315789473684,21.0,25.0,13.0,54.0,4.0,21.0,1.0,13.0,29.0,0.13125,0.23636363636363636,False,248.0,8.0,22.0,13.0,37.0,26.0,1.0,1.0,2.0,6.0,12.0,39.0,3.0,26.0,50.0,4.0,2.0,2.0,3.0,5.0,6.0,1.0,3.0,2.0,12.0,9.0,3.0,16.0,8.0,2.0,8.0,2.0,2.0,1.0,4.0,13.0,3.0,1.0,6.0,5.0,3.0,1.0,1.0,4.0,5.0,6.0,4.0,2.0,6.0,5.0,1.0,50.0,248.0,5.0,0.3076923076923077,0.2857142857142857,0.4098360655737705,0.1891891891891892,0.014705882352941176,0.5517241379310345,0.13636363636363635,0.02564102564102564,0.07317073170731707,0.045454545454545456,0.05714285714285714,0.08695652173913043,0.14285714285714285,0.13978494623655913,0.02702702702702703,0.8333333333333334,0.22699386503067484,0.35135135135135137,0.43333333333333335,0.38461538461538464,0.38235294117647056,0.3880597014925373,0.7307692307692307,0.006134969325153374,0.25,0.5238095238095238,0.36363636363636365,0.023809523809523808,0.047619047619047616,0.5039273809523811,0.2631578947368421,0.26609442060085836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200748,1610612766,Tyrus Thomas,Tyrus Thomas,200748,CHA,21595.0,360,-92.0,686,688,188,83.0,1374,8.0,24.0,4.0,,45.0,128.0,8.0,125.0,763,,68.0,4.0,13.0,23.0,44.0,60.0,51.0,7.0,0.7555555555555555,0.7555555555555555,0.3515625,0.3639705882352941,0.41946308724832215,0.058823529411764705,21.25480153649168,0.1050228310502283,0.1326530612244898,0.11356466876971609,0.12727272727272726,0.22580645161290322,0.17647058823529413,0.3333333333333333,0.4444444444444444,0.375,0.029411764705882353,,0.23529411764705882,0.44480367647058805,0.451325,13.567187500000003,24.912499999999998,26.0,30.0,31.0,14.0,0.09655172413793103,0.10218978102189781,86.0,0.6323529411764706,,3.0,4.0,9.0,12.0,22.0,,8.0,16.0,0.4444444444444444,0.4444444444444444,0.5454545454545454,0.028985507246376812,0.043859649122807015,0.008333333333333333,0.08955223880597014,0.3333333333333333,,0.096,14.0,19.0,8.0,43.0,3.0,10.0,1.0,11.0,17.0,0.078125,0.25,False,208.0,1.0,9.0,5.0,18.0,32.0,4.0,2.0,2.0,4.0,8.0,35.0,4.0,10.0,29.0,5.0,5.0,,4.0,2.0,7.0,1.0,8.0,1.0,14.0,10.0,4.0,6.0,5.0,2.0,1.0,2.0,3.0,1.0,8.0,31.0,4.0,,2.0,3.0,5.0,2.0,,5.0,4.0,15.0,13.0,2.0,15.0,10.0,4.0,29.0,208.0,4.0,0.22857142857142856,0.24358974358974358,0.32954545454545453,0.1111111111111111,0.023255813953488372,0.35294117647058826,0.2962962962962963,0.045454545454545456,0.10606060606060606,0.056818181818181816,0.029411764705882353,0.12244897959183673,0.07142857142857142,0.125,0.012987012987012988,0.6666666666666666,0.1323529411764706,0.2777777777777778,0.3125,0.6,0.37209302325581395,0.38095238095238093,0.875,0.029411764705882353,,0.23076923076923078,0.1111111111111111,0.05128205128205128,0.05128205128205128,0.44521538461538457,0.232,0.3032069970845481,1.0,2.0,1.0,3.0,1.0,9.0,2.0,1.0,0.375,0.25,0.375,0.058823529411764705,0.25,0.25,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201196,1610612766,Ramon Sessions,Ramon Sessions,201196,CHA,99093.0,1652,-379.0,3200,3200,1043,416.0,6400,160.0,325.0,85.0,9.0,243.0,569.0,107.0,876.0,3623,14.0,224.0,84.0,46.0,95.0,142.0,169.0,91.0,8.0,0.4609053497942387,0.47058823529411764,0.4270650263620387,0.4326923076923077,0.5221027479091995,0.15828402366863906,25.42602109818772,0.09424603174603174,0.09956709956709957,0.09591836734693877,0.07224334600760456,0.09027777777777778,0.4807692307692308,0.49230769230769234,0.5673758865248227,0.49375,0.1257396449704142,0.15517241379310345,0.6390532544378699,0.5276744444444446,0.5115815217391304,6.176274165202109,25.555140186915875,291.0,254.0,347.0,148.0,0.18453865336658354,0.21294964028776978,95.0,0.14053254437869822,15.0,21.0,20.0,44.0,69.0,262.0,10.0,19.0,27.0,0.45454545454545453,0.47413793103448276,0.5227272727272727,0.015676567656765675,0.01650793650793651,0.012626262626262626,0.10377358490566038,0.3620689655172414,0.7142857142857143,0.07876712328767123,158.0,230.0,80.0,532.0,,66.0,14.0,42.0,104.0,0.11599297012302284,0.13230769230769232,False,1080.0,46.0,108.0,51.0,149.0,32.0,22.0,6.0,33.0,14.0,71.0,165.0,39.0,122.0,303.0,72.0,42.0,30.0,23.0,55.0,7.0,1.0,1.0,6.0,48.0,36.0,12.0,62.0,33.0,7.0,29.0,1.0,7.0,9.0,37.0,24.0,,6.0,,4.0,1.0,8.0,13.0,22.0,35.0,7.0,6.0,1.0,7.0,2.0,,300.0,1076.0,31.0,0.4303030303030303,0.44362745098039214,0.551094890510949,0.15436241610738255,,0.5961538461538461,0.010101010101010102,0.007633587786259542,0.01928374655647383,0.018907563025210083,0.014705882352941176,0.02142857142857143,0.09653465346534654,0.10850439882697947,0.018518518518518517,0.2857142857142857,0.22041420118343194,0.3422818791946309,0.40476190476190477,0.3137254901960784,0.3368421052631579,0.3368421052631579,0.53125,0.03254437869822485,0.4,0.5294117647058824,0.42592592592592593,0.029411764705882353,0.16176470588235295,0.5370529556650246,0.3458904109589041,0.3375,6.0,27.0,12.0,33.0,13.0,78.0,27.0,0.7878787878787878,0.308411214953271,0.3333333333333333,0.3113207547169811,0.012048192771084338,0.2727272727272727,0.2727272727272727,1.0,0.3176470588235294,0.3176470588235294,0.7407407407407407,0.36363636363636365,0.32142857142857145,4.0,5.0,1.0,1.0,5.0,21.0,1.0,1.0,3.0,1.0,0.35714285714285715,0.08620689655172414,0.8,1.0,0.1111111111111111,1.0,0.16666666666666666,,,,,,,,,,,,,
