EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockingFouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,PenaltyCorner3FGA,PtsPutbacks,Charge Fouls Drawn,PenaltyCorner3Frequency,Charge Fouls,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,DefensiveGoaltends,on,3pt And 1 Free Throw Trips,BlockedCorner3
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,49102.0,818,98.0,1516,1520,153.0,110.0,194.0,3036,30.0,41.0,4.0,4.0,3.0,3.0,27.0,56.0,42.0,80.0,1.0,2.0,1.0,1.0,26.0,73.0,3.0,8.0,8.0,13.0,99.0,177,27.0,75.0,53.0,332.0,1637,10.0,16.0,4.0,9.0,7.0,39.0,8.0,16.0,8.0,13.0,18.0,58.0,36.0,162.0,33.0,48.0,73.0,26.0,11.0,210.0,65.0,275.0,30.0,35.0,122.0,26.0,62.0,615.0,5.0,13.0,17.0,44.0,2.0,63.0,18.0,81.0,4.0,73.0,39.0,34.0,37.0,10.0,31.0,15.0,1.0,6.0,2.0,52.0,6.0,12.0,14.0,35.0,1.0,64.0,1.0,4.0,4.0,58.0,4.0,13.0,15.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,58.0,153.0,8.0,0.18181818181818182,0.18181818181818182,0.4074074074074074,0.36,0.4444444444444444,0.6153846153846154,0.36,0.559322033898305,0.625,0.5,0.5535714285714286,0.64,0.6896551724137931,0.5882352941176471,0.6785714285714286,0.7368421052631579,0.2976190476190476,0.062146892655367235,0.12195121951219512,0.10714285714285714,18.56733524355301,0.7115384615384616,0.06666666666666667,0.08333333333333333,0.026156941649899398,0.09770114942528736,0.024271844660194174,0.0868945868945869,0.025604551920341393,0.027586206896551724,0.03597122302158273,0.018779342723004695,0.027210884353741496,0.01694915254237288,0.07236842105263158,0.096045197740113,0.08040201005025126,0.11904761904761904,0.041666666666666664,0.03571428571428571,1.0,0.1626984126984127,0.7317073170731707,0.8333333333333334,0.2,0.2222222222222222,0.48214285714285715,0.54,0.1111111111111111,0.31746031746031744,0.525,0.525,0.21428571428571427,0.007936507936507936,0.5,0.5,1.0,0.2896825396825397,0.3561643835616438,0.3561643835616438,0.38461538461538464,0.16,1.0,0.25,0.04,1.0,1.0,0.32,0.375,1.0,0.10344827586206896,1.0,0.4482758620689655,0.6153846153846154,0.4603174603174603,0.3561643835616438,0.4800708333333333,0.4798857142857143,0.4581258620689656,0.06060606060606061,0.0797872340425532,0.013157894736842105,0.11746987951807229,0.1746987951807229,11.26271186440678,26.101333333333333,0.10092348284960422,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101142,1610612746,Ronny Turiaf,Ronny Turiaf,101142,LAC,6680.0,111,-51.0,213,211,75.0,120.0,19.0,424,4.0,11.0,,2.0,,1.0,,5.0,,1.0,,,,,,,,,,,4.0,17,,,7.0,15.0,231,,2.0,,,,,,3.0,,,4.0,4.0,8.0,,,,,,5.0,5.0,1.0,6.0,1.0,,3.0,,2.0,13.0,,4.0,3.0,12.0,2.0,17.0,4.0,21.0,,3.0,1.0,2.0,1.0,,,,,1.0,,1.0,,,6.0,12.0,,14.0,1.0,,1.0,16.0,2.0,,6.0,,3.0,5.0,,,5.0,,5.0,4.0,,4.0,75.0,3.0,1.0,1.0,,,,,,0.23529411764705882,,,0.23529411764705882,,,0.3125,,0.2857142857142857,,0.29411764705882354,0.2727272727272727,0.2,10.683760683760685,1.0,0.2222222222222222,0.1791044776119403,0.06060606060606061,0.08108108108108109,,0.14423076923076922,0.041666666666666664,0.0625,0.1111111111111111,0.03125,,,0.125,0.21428571428571427,0.20689655172413793,0.045454545454545456,0.13333333333333333,,0.8,0.6470588235294118,0.36363636363636365,0.5,1.0,0.29411764705882354,,,,0.058823529411764705,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,0.6470588235294118,,0.45828823529411766,0.56065,0.46573333333333333,0.2857142857142857,0.2857142857142857,,,0.26666666666666666,4.876470588235294,,0.352112676056338,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,9723.0,162,58.0,306,306,87.0,113.0,32.0,612,5.0,6.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,6.0,,3.0,,1.0,3.0,8.0,,1.0,2.0,3.0,9.0,17,3.0,11.0,5.0,32.0,278,2.0,3.0,,2.0,,4.0,1.0,2.0,2.0,5.0,2.0,10.0,14.0,4.0,9.0,,8.0,3.0,1.0,11.0,4.0,15.0,3.0,1.0,6.0,2.0,3.0,34.0,2.0,7.0,8.0,26.0,2.0,36.0,9.0,45.0,2.0,12.0,8.0,4.0,9.0,1.0,7.0,4.0,1.0,2.0,,13.0,,2.0,4.0,20.0,2.0,4.0,,,,5.0,1.0,,3.0,,,6.0,,,4.0,2.0,6.0,5.0,,10.0,87.0,,0.7777777777777778,0.875,1.0,0.2727272727272727,,0.4,0.2727272727272727,0.5294117647058824,0.6666666666666666,0.5,0.48214285714285715,0.4,0.5714285714285714,0.5333333333333333,0.4,0.625,0.39285714285714285,0.058823529411764705,,0.2,12.647058823529411,0.6923076923076923,0.2222222222222222,0.26262626262626265,0.07954545454545454,0.17391304347826086,0.043478260869565216,0.23448275862068965,0.06716417910447761,0.06896551724137931,0.1111111111111111,0.07317073170731707,0.08333333333333333,,0.25806451612903225,0.375,0.20454545454545456,0.125,0.2857142857142857,0.13333333333333333,0.8333333333333334,0.21428571428571427,0.8333333333333334,0.8333333333333334,0.8,0.17857142857142858,0.2,0.25,,0.21428571428571427,0.5,0.5,1.0,0.10714285714285714,,,,0.2857142857142857,0.375,0.375,1.0,0.4,0.5,,0.2,,,0.2,,,0.14285714285714285,1.0,0.42857142857142855,0.6666666666666666,0.6071428571428571,0.375,0.4821178571428572,0.4776125,0.5126714285714286,0.1,0.15789473684210525,,0.125,0.3125,9.917647058823531,25.327272727272728,0.28431372549019607,1.0,1.0,4.0,,2.0,2.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,True,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,4138.0,69,12.0,135,137,44.0,41.0,13.0,272,3.0,4.0,,,1.0,1.0,5.0,6.0,9.0,15.0,,3.0,,,4.0,7.0,,,3.0,4.0,17.0,25,4.0,10.0,12.0,58.0,139,,1.0,,,,,3.0,4.0,3.0,4.0,4.0,19.0,14.0,20.0,12.0,,7.0,4.0,,5.0,2.0,7.0,1.0,1.0,4.0,1.0,,16.0,1.0,,,1.0,,1.0,1.0,2.0,,2.0,2.0,,6.0,1.0,3.0,3.0,1.0,3.0,,9.0,,5.0,2.0,3.0,,7.0,,,,13.0,2.0,1.0,6.0,,1.0,,,,,,,,,19.0,44.0,,0.4117647058823529,0.4117647058823529,1.0,0.4,,0.75,0.4,0.68,,0.75,0.6571428571428571,,0.9375,0.7125,,0.95,0.2857142857142857,,,,33.108108108108105,0.6666666666666666,,0.022222222222222223,,,0.058823529411764705,0.015384615384615385,0.018867924528301886,,,,0.09090909090909091,,0.05555555555555555,,,,,,,0.11428571428571428,0.75,0.75,1.0,0.17142857142857143,0.8333333333333334,0.8333333333333334,0.2,0.42857142857142855,0.6,0.6,0.3333333333333333,0.08571428571428572,,,,0.2,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,,0.125,1.0,0.5,0.75,0.4,0.5714285714285714,0.45745714285714284,,0.48585625000000005,0.15384615384615385,0.20689655172413793,,,0.3275862068965517,13.856,25.240000000000002,0.32592592592592595,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,
2584,1610612746,Willie Green,Willie Green,2584,LAC,71263.0,1188,90.0,2211,2206,305.0,305.0,281.0,4417,46.0,72.0,9.0,13.0,6.0,9.0,19.0,39.0,42.0,109.0,44.0,92.0,9.0,11.0,27.0,74.0,3.0,7.0,3.0,11.0,107.0,220,71.0,166.0,23.0,450.0,2344,15.0,24.0,12.0,18.0,5.0,71.0,11.0,33.0,7.0,18.0,5.0,48.0,180.0,34.0,213.0,,73.0,27.0,15.0,35.0,20.0,55.0,13.0,7.0,20.0,2.0,13.0,130.0,7.0,9.0,29.0,47.0,4.0,80.0,17.0,97.0,2.0,29.0,18.0,11.0,16.0,,13.0,15.0,4.0,3.0,2.0,31.0,1.0,4.0,42.0,96.0,3.0,31.0,,,1.0,32.0,5.0,1.0,16.0,,2.0,9.0,3.0,3.0,5.0,1.0,12.0,7.0,1.0,48.0,305.0,2.0,0.8411214953271028,0.8653846153846154,1.0,0.42771084337349397,0.6666666666666666,0.3888888888888889,0.4303030303030303,0.4863636363636364,0.625,0.3333333333333333,0.5531088082901554,0.7857142857142857,0.4215686274509804,0.5626566416040101,0.8068181818181818,0.43636363636363634,0.43005181347150256,0.06818181818181818,0.1388888888888889,0.07692307692307693,16.955835962145112,0.5161290322580645,0.08163265306122448,0.06283422459893048,0.012178619756427604,0.10583941605839416,0.02422145328719723,0.07436399217221135,0.01556420233463035,0.018518518518518517,0.01932367149758454,0.0031645569620253164,0.02577319587628866,0.021052631578947368,0.027149321266968326,0.0425531914893617,0.10616438356164383,0.08629441624365482,0.15584415584415584,0.010582010582010581,0.5833333333333334,0.18652849740932642,0.6388888888888888,0.7419354838709677,0.8260869565217391,0.10103626943005181,0.48717948717948717,0.5277777777777778,0.7894736842105263,0.2823834196891192,0.3853211009174312,0.3925233644859813,0.8809523809523809,0.23834196891191708,0.4782608695652174,0.4835164835164835,1.0,0.19170984455958548,0.36486486486486486,0.36486486486486486,1.0,0.30952380952380953,0.6923076923076923,0.6666666666666666,0.2619047619047619,0.8181818181818182,1.0,0.16666666666666666,0.42857142857142855,1.0,0.17647058823529413,0.6666666666666666,0.21568627450980393,0.2727272727272727,0.616580310880829,0.3698630136986301,0.5221853246753246,0.4920596153846155,0.472227,0.04030226700251889,0.06926406926406926,,0.15777777777777777,0.10666666666666667,11.48227272727273,24.797590361445774,0.13794663048394393,3.0,2.0,3.0,0.01834862385321101,7.0,6.0,1.0,0.13725490196078433,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,0.006024096385542169,0.010869565217391304,0.013333333333333334,0.5714285714285714,,,,,True,,
2406,1610612746,Caron Butler,Caron Butler,2406,LAC,56952.0,949,141.0,1758,1751,182.0,143.0,233.0,3509,31.0,53.0,7.0,14.0,6.0,8.0,14.0,39.0,52.0,121.0,23.0,47.0,,3.0,40.0,114.0,3.0,9.0,3.0,12.0,97.0,213,63.0,161.0,36.0,419.0,1840,12.0,23.0,3.0,12.0,4.0,37.0,9.0,18.0,4.0,18.0,9.0,39.0,140.0,54.0,183.0,6.0,114.0,40.0,15.0,33.0,14.0,47.0,4.0,10.0,17.0,8.0,8.0,108.0,5.0,13.0,25.0,68.0,2.0,95.0,18.0,113.0,7.0,23.0,14.0,9.0,16.0,7.0,6.0,24.0,,10.0,5.0,40.0,3.0,5.0,30.0,62.0,7.0,35.0,1.0,3.0,,44.0,4.0,2.0,18.0,2.0,2.0,2.0,,,1.0,1.0,2.0,2.0,4.0,39.0,182.0,2.0,0.7216494845360825,0.7446808510638298,0.9682539682539683,0.391304347826087,0.25,0.2222222222222222,0.391304347826087,0.45539906103286387,0.5217391304347826,0.5,0.5120320855614974,0.4714285714285714,0.4166666666666667,0.5318877551020408,0.5,0.4875,0.4304812834224599,0.07042253521126761,0.1509433962264151,0.15384615384615385,21.301775147928993,0.4,0.0625,0.10967741935483871,0.021775544388609715,0.11904761904761904,0.023148148148148147,0.11204819277108434,0.02214022140221402,0.041176470588235294,0.023391812865497075,0.0078125,0.03333333333333333,,0.09444444444444444,0.10945273631840796,0.12133891213389121,0.13548387096774195,0.07272727272727272,0.03571428571428571,1.0,0.14171122994652408,0.5849056603773585,0.6888888888888889,0.7419354838709677,0.10427807486631016,0.358974358974359,0.42424242424242425,0.8571428571428571,0.3235294117647059,0.4297520661157025,0.43333333333333335,0.6730769230769231,0.12566844919786097,0.48936170212765956,0.5,1.0,0.3048128342245989,0.3508771929824561,0.35398230088495575,0.95,0.4,0.5,0.5714285714285714,0.08571428571428572,,,0.2571428571428571,0.3333333333333333,1.0,0.2222222222222222,0.75,0.3333333333333333,0.25,0.5721925133689839,0.3508771929824561,0.49850013404825744,0.5359944444444446,0.5209291666666667,0.05128205128205128,0.07929515418502203,0.012269938650306749,0.0883054892601432,0.09307875894988067,12.722065727699533,25.059006211180126,0.10352673492605233,1.0,4.0,,0.008264462809917356,6.0,6.0,,0.16666666666666666,4.0,1.0,,2.0,,1.0,1.0,,0.012422360248447204,0.02127659574468085,,0.16666666666666666,0.008771929824561403,,,,True,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,58390.0,973,106.0,1800,1799,170.0,119.0,242.0,3599,128.0,175.0,20.0,34.0,7.0,12.0,48.0,117.0,44.0,136.0,1.0,4.0,,,,1.0,,,,1.0,220.0,428,1.0,5.0,87.0,530.0,1932,25.0,52.0,,,9.0,59.0,11.0,27.0,,1.0,16.0,38.0,272.0,168.0,3.0,,1.0,,26.0,87.0,31.0,118.0,18.0,13.0,48.0,15.0,24.0,267.0,18.0,46.0,34.0,130.0,13.0,177.0,67.0,244.0,18.0,33.0,27.0,6.0,36.0,9.0,18.0,35.0,4.0,18.0,7.0,71.0,5.0,8.0,25.0,68.0,9.0,150.0,12.0,9.0,1.0,133.0,15.0,,65.0,,10.0,15.0,,,9.0,6.0,15.0,10.0,2.0,38.0,170.0,3.0,0.6181818181818182,0.6507177033492823,1.0,0.2,,,0.2,0.514018691588785,0.4807692307692308,0.4074074074074074,0.5115473441108545,0.4807692307692308,0.39285714285714285,0.537525354969574,0.49166666666666664,0.475,0.011547344110854504,0.06074766355140187,0.07428571428571429,0.1111111111111111,26.945244956772335,0.5070422535211268,0.37142857142857144,0.210016155088853,0.0749185667752443,0.16267942583732056,0.07692307692307693,0.19806763285024154,0.07547169811320754,0.10227272727272728,0.09944751381215469,0.038910505836575876,0.06832298136645963,0.0958904109589041,0.17582417582417584,0.23529411764705882,0.2145922746781116,0.16339869281045752,0.16071428571428573,0.0967741935483871,0.6666666666666666,0.40415704387990764,0.7314285714285714,0.7901234567901234,0.6796875,0.2702078521939954,0.41025641025641024,0.46153846153846156,0.3333333333333333,0.3140877598152425,0.3235294117647059,0.3235294117647059,0.75,0.009237875288683603,0.25,0.25,1.0,0.0023094688221709007,,,,0.6538461538461539,0.5882352941176471,0.25,,,,,,,0.42857142857142855,0.5833333333333334,0.03571428571428571,,0.41570438799076215,,0.4844553117782911,0.4933634146341463,0.46591249999999995,0.13457556935817805,0.13598326359832635,,0.11132075471698114,0.07169811320754717,8.666588785046729,23.9,0.09444444444444444,2.0,7.0,2.0,,,22.0,6.0,,1.0,,,,3.0,2.0,,,,,0.05263157894736842,,,1.0,1.0,,True,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,6770.0,113,-44.0,226,219,109.0,116.0,22.0,445,12.0,14.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,3.0,,,,,,,,,,,17.0,22,,,11.0,45.0,240,1.0,1.0,,,2.0,4.0,5.0,7.0,,,5.0,15.0,30.0,4.0,,,,,3.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,1.0,1.0,4.0,14.0,4.0,22.0,4.0,26.0,,2.0,1.0,1.0,5.0,1.0,1.0,6.0,,4.0,1.0,11.0,1.0,4.0,9.0,25.0,2.0,12.0,,,2.0,17.0,3.0,,9.0,,1.0,3.0,,,1.0,2.0,3.0,3.0,1.0,15.0,109.0,1.0,0.8823529411764706,0.9375,,,,,,0.7727272727272727,1.0,0.7142857142857143,0.7727272727272727,1.0,0.7142857142857143,0.7758620689655172,1.0,0.6818181818181818,,0.13636363636363635,0.14285714285714285,0.2,16.0,0.45454545454545453,0.36363636363636365,0.20588235294117646,0.013513513513513514,0.13333333333333333,0.04,0.1836734693877551,0.020202020202020204,0.05263157894736842,,,0.05263157894736842,,0.2631578947368421,0.2727272727272727,0.1111111111111111,0.15,0.1,,1.0,0.6363636363636364,0.8571428571428571,1.0,0.8333333333333334,0.22727272727272727,0.6,0.75,1.0,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,1.0,,,,,,,,0.7142857142857143,0.8,,,0.6363636363636364,,0.49840909090909097,0.6065,0.5936142857142858,0.32142857142857145,0.32142857142857145,,0.08888888888888889,0.3333333333333333,5.4363636363636365,,0.4823008849557522,2.0,2.0,6.0,,,2.0,1.0,,1.0,,,,2.0,,,,,,0.2222222222222222,,,,1.0,,True,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,11565.0,193,-27.0,362,363,116.0,133.0,44.0,725,9.0,19.0,2.0,5.0,4.0,8.0,1.0,5.0,3.0,9.0,5.0,16.0,2.0,3.0,6.0,20.0,,2.0,1.0,5.0,13.0,33,11.0,36.0,6.0,65.0,395,2.0,6.0,2.0,5.0,,10.0,5.0,13.0,2.0,8.0,1.0,17.0,20.0,6.0,30.0,3.0,20.0,6.0,5.0,12.0,8.0,20.0,5.0,3.0,6.0,2.0,4.0,48.0,2.0,6.0,7.0,14.0,1.0,22.0,10.0,32.0,1.0,8.0,6.0,2.0,5.0,1.0,5.0,1.0,,,,6.0,,1.0,8.0,16.0,,9.0,,2.0,,9.0,1.0,,5.0,,,6.0,1.0,1.0,5.0,,7.0,4.0,1.0,17.0,116.0,,0.7692307692307693,0.9090909090909091,0.9090909090909091,0.3055555555555556,0.4,0.25,0.3055555555555556,0.3939393939393939,0.3333333333333333,0.38461538461538464,0.427536231884058,0.45454545454545453,0.38095238095238093,0.4452054794520548,0.45454545454545453,0.3695652173913043,0.5217391304347826,0.15151515151515152,0.21052631578947367,,19.128329297820823,0.8333333333333334,0.07142857142857142,0.13592233009708737,0.049586776859504134,0.1320754716981132,0.03508771929824561,0.1346153846153846,0.0449438202247191,0.075,0.1,,0.058823529411764705,,0.125,0.13793103448275862,0.14285714285714285,0.13157894736842105,0.13333333333333333,0.025,0.5714285714285714,0.2753623188405797,0.47368421052631576,0.6,0.6666666666666666,0.07246376811594203,0.2,0.2,1.0,0.13043478260869565,0.3333333333333333,0.375,1.0,0.2318840579710145,0.3125,0.3125,0.8,0.2898550724637681,0.3,0.3,1.0,0.45454545454545453,0.4,,0.2727272727272727,0.6666666666666666,0.5,0.18181818181818182,,,0.38095238095238093,0.5,0.23809523809523808,0.2,0.7971014492753623,0.3,0.5535195652173913,0.5859187499999999,0.5498333333333333,0.0684931506849315,0.13513513513513514,,0.15384615384615385,0.26153846153846155,6.872727272727272,24.958333333333336,0.32044198895027626,,1.0,3.0,0.1111111111111111,3.0,4.0,,0.14285714285714285,,1.0,,,2.0,,,1.0,,,0.13333333333333333,0.3333333333333333,,,,,True,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,57942.0,966,88.0,1780,1781,134.0,112.0,236.0,3561,125.0,193.0,42.0,68.0,7.0,12.0,22.0,56.0,,2.0,,,,,,,,,,,147.0,251,,,46.0,340.0,1925,42.0,72.0,,,8.0,92.0,7.0,14.0,,,7.0,21.0,174.0,120.0,,,,,20.0,15.0,3.0,18.0,2.0,1.0,15.0,,,39.0,38.0,79.0,58.0,120.0,7.0,185.0,119.0,304.0,9.0,26.0,17.0,9.0,21.0,3.0,6.0,26.0,1.0,15.0,4.0,47.0,10.0,1.0,49.0,87.0,9.0,91.0,10.0,1.0,,113.0,9.0,,55.0,,6.0,55.0,,,28.0,25.0,55.0,23.0,1.0,21.0,134.0,4.0,0.5918367346938775,0.7909090909090909,,,,,,0.5856573705179283,0.5833333333333334,0.5,0.5856573705179283,0.5833333333333334,0.5,0.5610561056105611,0.5679012345679012,0.45652173913043476,,0.0796812749003984,0.07253886010362694,0.08928571428571429,17.01507049100632,0.44680851063829785,0.22580645161290322,0.19448946515397084,0.1310116086235489,0.28019323671497587,0.16379310344827586,0.21601941747572814,0.14011976047904193,0.12290502793296089,0.08928571428571429,0.1640625,0.1761006289308176,0.136986301369863,0.16853932584269662,0.205,0.20502092050209206,0.2875816993464052,0.25925925925925924,0.10714285714285714,0.41818181818181815,0.7689243027888446,0.6476683937823834,0.6983240223463687,0.608,0.22310756972111553,0.39285714285714285,0.43137254901960786,0.5,0.00796812749003984,,,,,,,,,,,,0.9444444444444444,0.6176470588235294,0.07142857142857142,,,,,,,0.8571428571428571,0.5833333333333334,,,0.7689243027888446,,0.5529171314741037,0.5445867924528303,0.5198142857142857,0.18518518518518517,0.18518518518518517,,0.27058823529411763,0.061764705882352944,2.9880478087649407,,0.07528089887640449,1.0,12.0,2.0,0.5,,74.0,,,,,,,2.0,,,2.0,,,0.034482758620689655,,,2.0,7.0,3.0,True,,
