EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,LostBallTurnovers,Charge Fouls,Offensive Fouls,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Loose Ball Fouls,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,DefShortMidRangeReboundPct,HeaveAttempts,Loose Ball Fouls Drawn,BlockingFouls,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,BlockedArc3,OffensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,Arc3PctBlocked,Clear Path Fouls
201161,1610612745,Daequan Cook,Daequan Cook,201161,HOU,9905.0,165,-24.0,342,346,99.0,107,41.0,688,3.0,5.0,1.0,1.0,3.0,1.0,6.0,6.0,18.0,4.0,1.0,11.0,26.0,1.0,3.0,5.0,10.0,29.0,11.0,30.0,2.0,55.0,386.0,4.0,1.0,1.0,1.0,4.0,8.0,3.0,6.0,1.0,18.0,10.0,10.0,27.0,6.0,26.0,11.0,1.0,1.0,6.0,4.0,10.0,2.0,2.0,3.0,2.0,1.0,24.0,5.0,5.0,8.0,13.0,5.0,18.0,2.0,6.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,9.0,13.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,18.0,99.0,0.5,0.5,0.8181818181818182,0.3666666666666666,0.5,0.3666666666666666,0.3448275862068966,0.5,0.4491525423728814,0.6071428571428571,0.45,0.0833333333333333,0.6,0.5084745762711864,0.0333333333333333,0.0344827586206896,0.1666666666666666,0.25,17.05426356589147,0.1666666666666666,0.0784313725490196,0.0515463917525773,0.0925925925925925,0.0833333333333333,0.0333333333333333,0.0476190476190476,0.03125,0.0869565217391304,0.1176470588235294,0.0952380952380952,0.1041666666666666,0.0571428571428571,0.5,0.0847457627118644,0.6,0.6,0.1016949152542373,0.1666666666666666,0.2,0.3050847457627119,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.0677966101694915,0.4406779661016949,0.4230769230769231,0.4230769230769231,0.8181818181818182,0.2,0.2,0.2142857142857142,0.3333333333333333,0.0714285714285714,0.3571428571428571,0.6,0.5932203389830508,0.4230769230769231,0.4940423728813558,0.4565799999999999,0.4772821428571429,0.0166666666666666,0.0333333333333333,0.0181818181818181,0.3272727272727272,14.324137931034484,25.03666666666667,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,3652.0,61,9.0,120,123,20.0,23,15.0,243,13.0,20.0,5.0,3.0,4.0,,2.0,,,,,,,,,,13.0,22.0,,,4.0,30.0,128.0,5.0,,,8.0,3.0,5.0,,,1.0,7.0,16.0,10.0,,,,,3.0,,,,,,,,,,,2.0,9.0,9.0,19.0,3.0,22.0,,3.0,1.0,2.0,3.0,,,3.0,,,,6.0,1.0,,4.0,7.0,5.0,1.0,8.0,,4.0,2.0,2.0,,2.0,1.0,7.0,20.0,0.6153846153846154,0.7272727272727273,,,,,0.5909090909090909,0.6,0.5909090909090909,0.6,0.5769230769230769,0.8,0.5,,,0.1363636363636363,0.5,,23.703703703703702,0.5,0.2307692307692307,0.0571428571428571,0.391304347826087,0.2903225806451613,0.0566037735849056,,,0.3333333333333333,0.3888888888888889,0.1428571428571428,0.3809523809523809,,0.5,0.9090909090909092,0.65,0.7222222222222222,0.0909090909090909,,,,,,,,,,,,1.0,,0.8,0.75,,,,0.9090909090909092,,0.6121227272727272,0.6020749999999999,0.62878,0.1538461538461538,0.1538461538461538,0.2666666666666666,0.2333333333333333,1.9090909090909087,,0.1666666666666666,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,0.8,0.1,0.3333333333333333,0.0555555555555555,0.0833333333333333,0.5,0.6153846153846154,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,4175.0,70,,137,135,24.0,25,15.0,272,5.0,11.0,2.0,,1.0,,2.0,2.0,3.0,,,4.0,9.0,,1.0,1.0,7.0,16.0,4.0,9.0,23.0,49.0,165.0,4.0,,,2.0,1.0,2.0,1.0,1.0,8.0,13.0,2.0,12.0,6.0,6.0,9.0,4.0,4.0,,9.0,8.0,17.0,6.0,2.0,6.0,1.0,2.0,42.0,,1.0,1.0,2.0,2.0,4.0,,3.0,,3.0,7.0,,2.0,1.0,,,1.0,8.0,,3.0,3.0,5.0,13.0,,25.0,1.0,8.0,,,,1.0,1.0,13.0,24.0,0.1428571428571428,0.1428571428571428,0.5,0.4444444444444444,1.0,0.4444444444444444,0.4375,0.5,0.52,0.8333333333333334,0.6666666666666666,0.25,0.9285714285714286,0.36,,0.25,0.5,,28.94736842105263,0.875,0.0222222222222222,,0.04,0.0285714285714285,0.0363636363636363,,,,,0.0588235294117647,0.0476190476190476,,1.0,0.44,0.4545454545454545,0.625,0.08,,,0.12,0.6666666666666666,0.6666666666666666,,,0.36,0.4444444444444444,0.4444444444444444,0.5,0.5,,0.3333333333333333,,,0.3333333333333333,1.0,0.8,0.4444444444444444,0.5768700000000001,0.56155,0.5441,0.2857142857142857,0.3333333333333333,0.0408163265306122,0.2653061224489796,5.76875,25.28888888888889,0.1751824817518248,1.0,1.0,,2.0,,5.0,,,,0.25,0.25,0.2727272727272727,,0.0909090909090909,0.125,,0.2,0.5,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201962,1610612745,Toney Douglas,Toney Douglas,201962,HOU,5955.0,99,-19.0,212,214,70.0,73,23.0,426,3.0,6.0,1.0,,1.0,1.0,5.0,2.0,4.0,8.0,1.0,8.0,14.0,1.0,5.0,7.0,6.0,15.0,11.0,22.0,9.0,54.0,245.0,2.0,1.0,,5.0,1.0,5.0,6.0,8.0,,20.0,6.0,6.0,24.0,9.0,14.0,8.0,2.0,,7.0,5.0,12.0,4.0,1.0,5.0,2.0,,29.0,2.0,1.0,2.0,3.0,3.0,6.0,2.0,8.0,6.0,2.0,7.0,2.0,6.0,6.0,1.0,,3.0,13.0,1.0,3.0,1.0,4.0,9.0,,10.0,1.0,4.0,,,,,,20.0,70.0,0.5,0.5,0.7272727272727273,0.5,0.75,0.5,0.4,0.2,0.6081081081081081,0.7692307692307693,0.6463414634146342,0.8333333333333334,0.7692307692307693,0.5945945945945946,,0.1333333333333333,,,22.78481012658228,0.5384615384615384,0.0344827586206896,0.04,0.032258064516129,0.0337078651685393,0.0348837209302325,0.0625,0.05,,0.1176470588235294,,0.037037037037037,0.1176470588235294,,0.1621621621621621,0.5,0.75,0.1351351351351351,0.2,0.2,0.1081081081081081,0.5,0.5,0.5,0.2162162162162162,0.3783783783783784,0.5714285714285714,0.5714285714285714,0.625,0.3333333333333333,0.3333333333333333,0.0769230769230769,,0.0769230769230769,0.5384615384615384,0.7142857142857143,0.7567567567567568,0.5714285714285714,0.5153540540540541,0.53045,0.4473346153846153,0.1,0.2222222222222222,0.0925925925925925,0.3703703703703703,9.220000000000002,25.00454545454545,0.330188679245283,1.0,1.0,,1.0,,1.0,,,,0.5,0.8333333333333334,0.3333333333333333,,0.0277777777777777,,,0.3333333333333333,1.0,,,1.0,,1.0,,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333333,1.0,0.375,0.375,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
202335,1610612745,Patrick Patterson,Patrick Patterson,202335,HOU,3104.0,52,11.0,101,100,16.0,20,15.0,201,7.0,10.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,,1.0,2.0,1.0,,,12.0,19.0,2.0,3.0,3.0,33.0,103.0,3.0,1.0,1.0,10.0,1.0,2.0,,,,2.0,16.0,8.0,6.0,,2.0,1.0,3.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,3.0,4.0,,6.0,4.0,10.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,1.0,2.0,3.0,,4.0,,2.0,,,,,,2.0,16.0,0.6666666666666666,0.8888888888888888,1.0,0.6666666666666666,,0.6666666666666666,0.631578947368421,0.5,0.6818181818181818,0.5,0.6875,1.0,0.5,0.1363636363636363,,0.1578947368421052,0.2,,21.186440677966104,,,0.088235294117647,0.1818181818181818,0.0816326530612244,0.0833333333333333,0.1111111111111111,,0.1111111111111111,,,0.1666666666666666,,,0.4545454545454545,0.7,0.875,0.2272727272727272,0.4,0.5,0.1818181818181818,0.75,0.75,1.0,0.0454545454545454,0.0909090909090909,0.5,0.5,1.0,0.75,0.25,0.5,1.0,,,,0.5909090909090909,0.5,0.4989863636363637,0.4905875,0.49605,0.0833333333333333,0.0952380952380952,0.303030303030303,0.0606060606060606,6.989473684210527,23.7,0.1584158415841584,3.0,3.0,6.0,1.0,2.0,,,,,1.0,1.125,0.2,0.6666666666666666,0.0714285714285714,0.0833333333333333,0.25,0.4285714285714285,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,4722.0,79,,162,166,34.0,35,19.0,328,8.0,15.0,2.0,2.0,4.0,,1.0,,4.0,,,1.0,3.0,1.0,,,8.0,20.0,1.0,3.0,3.0,22.0,172.0,3.0,1.0,2.0,4.0,2.0,6.0,,,,4.0,10.0,6.0,3.0,,3.0,1.0,2.0,,14.0,3.0,17.0,2.0,1.0,11.0,1.0,2.0,37.0,2.0,4.0,4.0,9.0,2.0,11.0,1.0,5.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,,1.0,8.0,,2.0,,3.0,4.0,,6.0,1.0,2.0,,,,,,4.0,34.0,0.625,0.625,1.0,0.3333333333333333,,0.3333333333333333,0.4,0.3333333333333333,0.4130434782608695,0.3333333333333333,0.42,0.4,0.2857142857142857,0.1304347826086956,,0.1,,,17.934782608695652,0.5,0.0851063829787234,0.0408163265306122,0.1333333333333333,0.1038961038961039,0.0277777777777777,0.0769230769230769,,,0.0588235294117647,0.1,0.1153846153846153,0.0909090909090909,,0.6521739130434783,0.5333333333333333,0.6153846153846154,0.0434782608695652,,,0.1739130434782608,,,,,0.1304347826086956,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.6666666666666666,0.5,,,,0.782608695652174,0.3333333333333333,0.580391304347826,0.4004,0.5872999999999999,0.0833333333333333,0.0952380952380952,0.1818181818181818,0.1818181818181818,5.855,25.366666666666664,0.2098765432098765,1.0,1.0,,,1.0,2.0,1.0,,,0.3333333333333333,0.25,0.1333333333333333,0.25,,,0.25,0.625,0.5,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,0.1,,,,,,,True,,,,,,,,,,,,,,
202694,1610612745,Marcus Morris,Marcus Morris,202694,HOU,4552.0,76,-10.0,154,158,48.0,56,23.0,312,5.0,9.0,,,,2.0,6.0,2.0,2.0,6.0,1.0,3.0,7.0,,2.0,3.0,9.0,17.0,5.0,13.0,5.0,38.0,182.0,,,2.0,2.0,1.0,2.0,3.0,4.0,4.0,15.0,8.0,10.0,12.0,3.0,6.0,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,3.0,7.0,11.0,,11.0,,4.0,3.0,1.0,1.0,,1.0,,,,,1.0,,1.0,2.0,7.0,8.0,2.0,5.0,,1.0,2.0,1.0,1.0,2.0,,15.0,48.0,0.4444444444444444,0.4444444444444444,0.8,0.3846153846153846,0.75,0.4166666666666667,0.5294117647058824,0.5,0.55,0.9166666666666666,0.59375,1.0,0.9375,0.4333333333333333,,0.0588235294117647,,,18.23204419889503,1.0,0.1489361702127659,,0.125,0.1408450704225352,,,,,0.2,0.0526315789473684,0.1363636363636363,,,0.3,0.5555555555555556,0.625,0.2,0.3333333333333333,0.3333333333333333,0.0666666666666666,1.0,1.0,,0.2,0.2333333333333333,0.4285714285714285,0.4285714285714285,0.6666666666666666,,,,,0.1666666666666666,0.5,0.6666666666666666,0.7333333333333333,0.5,0.5176241379310346,,0.497075,0.0333333333333333,0.0588235294117647,0.0526315789473684,0.3947368421052631,6.2,25.930769230769236,0.3116883116883117,,,,,1.0,,,,,,,0.1111111111111111,0.3333333333333333,,,,0.6,,,2.0,,,2.0,,,3.0,,2.0,1.0,,,1.0,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,2.0,0.2307692307692307,1.0,2.0,,,,,True,,,,,,,,,,,,,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,2213.0,37,-4.0,81,83,26.0,25,5.0,164,3.0,3.0,,2.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,4.0,4.0,2.0,3.0,6.0,20.0,96.0,,,,,2.0,2.0,1.0,1.0,1.0,8.0,4.0,4.0,6.0,,2.0,1.0,,,4.0,2.0,6.0,2.0,,3.0,,1.0,14.0,,,5.0,5.0,,5.0,,1.0,,1.0,3.0,,3.0,,,,,3.0,,1.0,1.0,3.0,6.0,,9.0,,4.0,2.0,2.0,,2.0,2.0,8.0,26.0,0.5,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666667,0.9090909090909092,,1.0,0.4285714285714285,,,,,15.909090909090908,1.0,0.217391304347826,,,0.1666666666666666,,,,,,0.5555555555555556,,,1.0,0.4285714285714285,1.0,1.0,,,,0.1428571428571428,1.0,1.0,,0.1428571428571428,0.2857142857142857,0.5,0.5,1.0,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,0.8571428571428571,0.5,0.6184857142857144,,0.6971166666666666,0.4,0.5714285714285714,,0.4,5.3,24.73333333333333,0.3209876543209876,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,True,,,,,,,,,,,,,,
2568,1610612745,Carlos Delfino,Carlos Delfino,2568,HOU,1257.0,21,-24.0,45,46,8.0,23,5.0,91,,1.0,,,,,1.0,,1.0,1.0,,,2.0,,,,,3.0,1.0,3.0,,3.0,64.0,,,,,,,,,,,,,3.0,,2.0,,1.0,,,1.0,1.0,,1.0,,,,3.0,,,4.0,4.0,,4.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,8.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.25,,0.25,,,0.5,,0.3333333333333333,1.0,,14.583333333333334,1.0,0.25,,,0.1818181818181818,,,,,0.2,0.4285714285714285,,,,0.1666666666666666,,,0.1666666666666666,,,0.1666666666666666,,,,0.1666666666666666,0.3333333333333333,,,,,,,,,,,0.6666666666666666,,0.517875,,,,,,,7.0666666666666655,25.73333333333333,0.1777777777777777,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,2671.0,45,-7.0,92,93,27.0,48,14.0,185,2.0,6.0,2.0,,2.0,1.0,4.0,,2.0,2.0,1.0,1.0,2.0,,,,3.0,12.0,2.0,4.0,4.0,16.0,103.0,3.0,,,2.0,,3.0,1.0,1.0,4.0,7.0,4.0,2.0,6.0,,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,,,1.0,11.0,2.0,3.0,2.0,5.0,4.0,9.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,,1.0,,,,,,7.0,27.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.25,,0.375,0.375,0.4444444444444444,0.3333333333333333,0.5833333333333334,0.25,0.25,0.25,0.25,0.5,17.59259259259259,1.0,0.0689655172413793,0.064516129032258,0.2307692307692307,0.119047619047619,0.0833333333333333,0.0666666666666666,0.1111111111111111,,,,0.25,,,0.375,0.3333333333333333,0.4,0.25,0.25,0.3333333333333333,0.125,,,,0.125,0.125,0.5,0.5,1.0,0.6666666666666666,,0.5,,0.25,,,0.625,0.5,0.48573125,0.5424,0.4962,0.0588235294117647,0.0769230769230769,0.125,0.4375,6.65,24.450000000000003,0.2934782608695652,1.0,1.0,2.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.1666666666666666,,0.1176470588235294,0.1428571428571428,,0.5,0.5,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,0.5,1.0,1.0,,,1.0,,1.0,0.25,,,,0.5,,,True,,,,,,,,,,,,,,
