EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,HeaveMakes,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,on
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,120741.0,2012,12,4027,4006,780,789,509,8033,140.0,254.0,49.0,99.0,24.0,51.0,30.0,94.0,106.0,241.0,6.0,18.0,1.0,2.0,5.0,89.0,196.0,3.0,13.0,14.0,36.0,276.0,589.0,95.0,214.0,125.0,962.0,4278,62.0,130.0,4.0,15.0,27.0,163.0,47.0,106.0,14.0,41.0,42.0,178.0,406.0,146.0,282.0,3.0,92.0,1.0,195.0,89.0,38.0,5.0,78.0,39.0,117.0,22.0,17.0,42.0,16.0,20.0,273.0,26.0,122.0,6.0,90.0,248.0,28.0,366,154.0,520,20.0,68.0,51.0,17.0,33.0,10.0,21.0,42.0,5.0,12.0,12.0,75,12.0,16.0,105.0,16.0,185.0,4.0,1.0,8.0,9.0,187.0,23.0,26.0,31.0,2.0,157.0,13.0,69.0,1.0,15.0,36.0,34.0,2.0,36.0,18.0,1.0,2.0,4.0,178.0,756,12.0,12.0,0.7355072463768116,0.8826086956521739,0.9894736842105263,0.4439252336448598,0.26666666666666666,0.34146341463414637,0.4460093896713615,0.4685908319185059,0.47692307692307695,0.44339622641509435,0.5211706102117061,0.4689655172413793,0.46258503401360546,0.5497142857142857,0.5062111801242236,0.5235294117647059,0.26650062266500624,0.02336448598130841,0.06451612903225806,0.0984251968503937,0.07446808510638298,0.024896265560165973,0.05555555555555555,0.02040816326530612,20.45258620689655,0.44,0.3010752688172043,0.06315789473684211,0.17893217893217894,0.08248816768086545,0.1939655172413793,0.04933586337760911,0.1827027027027027,0.07377866400797607,0.11208406304728546,0.09016393442622951,0.046125461254612546,0.042606516290726815,0.0703125,0.16252390057361377,0.15555555555555556,0.2183406113537118,0.19811320754716982,0.18493150684931506,0.05333333333333334,0.5,0.3163138231631382,0.5511811023622047,0.611353711790393,0.6428571428571429,0.11706102117061021,0.3191489361702128,0.3448275862068966,0.7,0.3001245330012453,0.43983402489626555,0.451063829787234,0.8679245283018868,0.0224159402241594,0.3333333333333333,0.35294117647058826,1.0,0.24408468244084683,0.45408163265306123,0.4635416666666667,0.9887640449438202,0.6827586206896552,0.494949494949495,0.10204081632653061,0.013793103448275862,0.5,1.0,0.0896551724137931,0.23076923076923078,1.0,0.3469387755102041,0.47058823529411764,0.034013605442176874,0.24489795918367346,0.3888888888888889,0.5828144458281445,0.4564102564102564,0.5116394014962592,0.5560917355371902,0.4971931506849315,0.08139534883720931,0.10697674418604651,0.004651162790697674,0.16943866943866945,0.18503118503118504,9.404584040747034,25.550000000000008,0.19369257511795382,,,,,,,,,,,,True
101145,1610612749,Monta Ellis,Monta Ellis,101145,MIL,106049.0,1767,33,3556,3532,690,676,466,7088,156.0,263.0,9.0,14.0,31.0,56.0,44.0,126.0,92.0,237.0,14.0,39.0,1.0,4.0,8.0,41.0,133.0,3.0,13.0,12.0,26.0,292.0,626.0,55.0,172.0,160.0,909.0,3758,20.0,42.0,4.0,17.0,8.0,60.0,56.0,120.0,15.0,34.0,70.0,227.0,206.0,378.0,120.0,45.0,8.0,2.0,130.0,40.0,29.0,,203.0,94.0,297.0,72.0,22.0,137.0,29.0,37.0,688.0,10.0,17.0,3.0,41.0,112.0,9.0,162,30.0,192,5.0,100.0,45.0,55.0,108.0,19.0,82.0,39.0,4.0,26.0,5.0,147,7.0,21.0,46.0,1.0,94.0,4.0,,1.0,1.0,185.0,5.0,5.0,13.0,9.0,204.0,17.0,83.0,3.0,25.0,20.0,9.0,8.0,20.0,14.0,,,1.0,209.0,668,9.0,13.0,0.3527397260273973,0.3576388888888889,0.7272727272727273,0.31976744186046513,0.23529411764705882,0.4411764705882353,0.3176470588235294,0.46645367412140576,0.47619047619047616,0.4666666666666667,0.4692982456140351,0.4406779661016949,0.5097402597402597,0.5106741573033707,0.45454545454545453,0.5850515463917526,0.21553884711779447,,0.0463258785942492,0.07604562737642585,0.05555555555555555,0.008438818565400843,,,25.16395433568132,0.7346938775510204,0.1125,0.034482758620689655,0.0908353609083536,0.012869038607115822,0.10073710073710074,0.020964360587002098,0.09329268292682927,0.015016685205784204,0.01937984496124031,0.006172839506172839,0.010395010395010396,0.022222222222222223,0.017094017094017096,0.06223175965665236,0.08659217877094973,0.1271393643031785,0.09854014598540146,0.10526315789473684,0.012106537530266344,0.7,0.32957393483709274,0.5931558935361216,0.6419753086419753,0.34615384615384615,0.15789473684210525,0.3492063492063492,0.3697478991596639,0.3181818181818182,0.29699248120300753,0.3881856540084388,0.39148936170212767,0.3804347826086957,0.04887218045112782,0.358974358974359,0.358974358974359,1.0,0.16666666666666666,0.3082706766917293,0.3082706766917293,0.6341463414634146,0.23728813559322035,0.6428571428571429,0.2222222222222222,0.06779661016949153,0.25,1.0,0.22033898305084745,0.23076923076923078,1.0,0.36363636363636365,0.5535714285714286,0.05194805194805195,0.16883116883116883,0.46153846153846156,0.5451127819548872,0.3076923076923077,0.5232601257861637,0.4993979166666666,0.5115543046357615,0.09942196531791908,0.1199421965317919,0.017341040462427744,0.066006600660066,0.24972497249724973,9.024281150159743,25.602325581395345,0.1940382452193476,3.0,1.0,1.0,2.0,1.0,3.0,0.375,,,,,True
200755,1610612749,JJ Redick,JJ Redick,200755,MIL,17734.0,296,23,590,588,153,188,86,1178,11.0,15.0,,,5.0,5.0,2.0,6.0,8.0,19.0,7.0,12.0,2.0,2.0,3.0,14.0,46.0,3.0,6.0,3.0,13.0,21.0,40.0,21.0,58.0,19.0,124.0,653,,,5.0,8.0,5.0,20.0,5.0,7.0,5.0,16.0,6.0,31.0,30.0,12.0,63.0,,,,46.0,14.0,1.0,,17.0,7.0,24.0,6.0,1.0,9.0,3.0,5.0,55.0,,,,5.0,3.0,1.0,9,,9,,4.0,3.0,1.0,9.0,1.0,6.0,2.0,1.0,3.0,,11,1.0,3.0,6.0,1.0,19.0,,,3.0,,21.0,,,2.0,,21.0,1.0,6.0,2.0,3.0,,,,,,,,,31.0,150,7.0,2.0,0.7142857142857143,0.7142857142857143,1.0,0.3620689655172414,0.625,0.3125,0.3620689655172414,0.525,,0.7142857142857143,0.5357142857142857,0.9375,0.5434782608695652,0.5794392523364486,0.9090909090909091,0.5961538461538461,0.5918367346938775,,0.025,0.06666666666666667,,,,,16.810344827586206,0.8181818181818182,0.06666666666666667,,0.015873015873015872,,0.05952380952380952,,0.029304029304029304,,,,,,,0.028169014084507043,,0.01694915254237288,0.06896551724137931,0.038461538461538464,,,0.15306122448979592,0.7333333333333333,0.7857142857142857,1.0,0.061224489795918366,0.3333333333333333,0.3333333333333333,0.5,0.19387755102040816,0.42105263157894735,0.42105263157894735,0.375,0.12244897959183673,0.5833333333333334,0.5833333333333334,1.0,0.46938775510204084,0.30434782608695654,0.30434782608695654,1.0,,,,0.25,1.0,1.0,0.75,0.5,1.0,0.21739130434782608,1.0,0.13043478260869565,0.5652173913043478,0.23076923076923078,0.7448979591836735,0.30434782608695654,0.5301586734693877,0.554075,0.5567826086956522,0.07692307692307693,0.13333333333333333,0.03389830508474576,0.16129032258064516,0.25,10.559999999999999,25.18275862068965,0.2593220338983051,2.0,,,1.0,,,0.6666666666666666,,,,,True
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,40455.0,674,43,1323,1341,168,185,172,2664,43.0,90.0,12.0,23.0,8.0,14.0,12.0,24.0,17.0,56.0,8.0,17.0,,,2.0,2.0,4.0,,,,1.0,72.0,170.0,10.0,21.0,40.0,214.0,1385,16.0,30.0,,,4.0,36.0,11.0,21.0,1.0,3.0,8.0,33.0,94.0,50.0,30.0,,16.0,1.0,3.0,2.0,17.0,,14.0,9.0,23.0,8.0,1.0,8.0,2.0,4.0,55.0,8.0,35.0,1.0,15.0,59.0,1.0,75,44.0,119,9.0,20.0,11.0,9.0,17.0,5.0,12.0,18.0,4.0,5.0,2.0,35,3.0,5.0,14.0,,34.0,1.0,1.0,3.0,2.0,54.0,1.0,1.0,4.0,1.0,68.0,2.0,32.0,,3.0,5.0,4.0,1.0,6.0,3.0,,,,32.0,165,1.0,2.0,0.6527777777777778,0.734375,1.0,0.47619047619047616,,0.3333333333333333,0.5,0.4235294117647059,0.5333333333333333,0.5238095238095238,0.45549738219895286,0.5333333333333333,0.5208333333333334,0.47767857142857145,0.5142857142857142,0.532258064516129,0.1099476439790576,,0.1,0.12222222222222222,0.25,,,,16.80726800778715,0.4857142857142857,0.038461538461538464,0.025,0.11216730038022814,0.07042253521126761,0.10869565217391304,0.05161290322580645,0.11144578313253012,0.06595092024539877,0.10050251256281408,0.05825242718446602,0.046153846153846156,0.04878048780487805,0.0625,0.11165048543689321,0.09523809523809523,0.12716763005780346,0.11956521739130435,0.08695652173913043,0.1,0.5,0.4712041884816754,0.4777777777777778,0.5443037974683544,0.5813953488372093,0.1256544502617801,0.5,0.6666666666666666,0.4166666666666667,0.2931937172774869,0.30357142857142855,0.30357142857142855,1.0,0.08900523560209424,0.47058823529411764,0.47058823529411764,1.0,0.020942408376963352,0.5,0.5,1.0,0.7666666666666667,0.5217391304347826,0.16666666666666666,,,,,,,0.5833333333333334,0.5714285714285714,0.08333333333333333,0.041666666666666664,,0.581151832460733,0.6666666666666666,0.5333952631578948,0.561216,0.5561695652173914,0.14479638009049775,0.16,,0.16822429906542055,0.1542056074766355,7.428235294117648,24.666666666666668,0.12698412698412698,1.0,,1.0,,,,0.5,1.0,1.0,,,True
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,99623.0,1660,-82,3308,3282,580,495,406,6590,89.0,178.0,7.0,12.0,17.0,31.0,35.0,118.0,60.0,140.0,21.0,55.0,3.0,8.0,6.0,84.0,222.0,7.0,18.0,11.0,35.0,184.0,436.0,105.0,277.0,136.0,819.0,3572,11.0,22.0,10.0,26.0,14.0,66.0,28.0,73.0,11.0,41.0,42.0,131.0,98.0,270.0,198.0,117.0,6.0,2.0,220.0,84.0,27.0,,235.0,84.0,319.0,61.0,23.0,130.0,23.0,82.0,722.0,7.0,17.0,2.0,23.0,73.0,2.0,98,26.0,124,8.0,72.0,38.0,34.0,78.0,13.0,46.0,38.0,6.0,32.0,5.0,116,6.0,13.0,31.0,,90.0,3.0,,1.0,6.0,135.0,,1.0,12.0,6.0,166.0,10.0,59.0,6.0,21.0,5.0,2.0,1.0,5.0,1.0,,,,118.0,558,8.0,9.0,0.266304347826087,0.27071823204419887,0.6285714285714286,0.37906137184115524,0.38461538461538464,0.2682926829268293,0.38181818181818183,0.42201834862385323,0.5,0.3835616438356164,0.4789621318373071,0.5416666666666666,0.39035087719298245,0.5178571428571429,0.6,0.47101449275362317,0.3884992987377279,,0.06192660550458716,0.09550561797752809,0.0847457627118644,,,,23.686295220491157,0.6724137931034483,0.02702702702702703,0.02564102564102564,0.06397896581945661,0.013980263157894737,0.06068601583113457,0.016241299303944315,0.06315789473684211,0.014571948998178506,0.008676789587852495,0.023178807947019868,0.013245033112582781,0.018461538461538463,0.009433962264150943,0.04805491990846682,0.05214723926380368,0.09259259259259259,0.05555555555555555,0.07086614173228346,0.020460358056265986,0.2,0.2496493688639551,0.5,0.5527950310559007,0.38202247191011235,0.16549789621318373,0.2966101694915254,0.32407407407407407,0.14285714285714285,0.19635343618513323,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.07713884992987377,0.38181818181818183,0.38181818181818183,0.8571428571428571,0.31136044880785413,0.3783783783783784,0.3783783783783784,0.5714285714285714,0.25,0.5833333333333334,0.42857142857142855,0.16666666666666666,0.375,0.6666666666666666,0.375,0.3888888888888889,0.8571428571428571,0.2719298245614035,0.5483870967741935,0.05263157894736842,0.30701754385964913,0.3142857142857143,0.638148667601683,0.38181818181818183,0.5286758087201128,0.5316791666666668,0.5135741071428571,0.08519003931847968,0.12164948453608247,0.02158273381294964,0.08058608058608059,0.15995115995115994,8.660779816513763,25.64729241877257,0.17533252720677148,,,4.0,5.0,8.0,2.0,,,,,,True
202327,1610612749,Ekpe Udoh,Ekpe Udoh,202327,MIL,21326.0,355,-5,702,703,166,212,82,1405,16.0,33.0,5.0,13.0,5.0,10.0,10.0,31.0,1.0,8.0,,,,,,,,,,,,27.0,72.0,,,26.0,80.0,770,6.0,19.0,,,5.0,17.0,9.0,19.0,,,11.0,29.0,30.0,24.0,,,6.0,,,,5.0,,10.0,5.0,15.0,3.0,2.0,3.0,3.0,4.0,35.0,9.0,28.0,,8.0,20.0,4.0,32,37.0,69,5.0,14.0,7.0,7.0,5.0,3.0,1.0,10.0,,4.0,2.0,15,1.0,1.0,25.0,,41.0,1.0,,1.0,4.0,29.0,2.0,5.0,,1.0,36.0,4.0,17.0,,3.0,25.0,17.0,7.0,25.0,13.0,,,,29.0,163,1.0,2.0,0.5555555555555556,0.625,,,,,,0.375,0.3157894736842105,0.47368421052631576,0.375,0.3157894736842105,0.47368421052631576,0.45454545454545453,0.3695652173913043,0.58,,,0.06944444444444445,0.12121212121212122,0.03225806451612903,,,,12.842892768079802,0.3333333333333333,0.21052631578947367,,0.0881057268722467,0.109375,0.11267605633802817,0.10975609756097561,0.09395973154362416,0.10946745562130178,0.11363636363636363,0.1111111111111111,0.10416666666666667,0.11475409836065574,0.09523809523809523,0.07368421052631578,0.14516129032258066,0.05714285714285714,0.13725490196078433,0.05,0.125,0.52,0.4583333333333333,0.48484848484848486,0.5517241379310345,0.5,0.4305555555555556,0.3225806451612903,0.3333333333333333,0.6,0.1111111111111111,0.125,0.125,1.0,,,,,,,,,0.6842105263157895,0.38461538461538464,,,,,,,,0.5263157894736842,0.5,,,,0.4583333333333333,,0.49697222222222215,0.5373866666666667,0.5098157894736841,0.2,0.2,,0.2125,0.3625,5.909722222222222,,0.23646723646723647,,,,,,1.0,,,,,,True
202336,1610612749,Larry Sanders,Larry Sanders,202336,MIL,65596.0,1093,77,2181,2167,390,320,280,4348,138.0,235.0,47.0,80.0,32.0,50.0,17.0,62.0,14.0,50.0,,,,,,,2.0,,,,1.0,169.0,347.0,,2.0,54.0,392.0,2256,50.0,89.0,,,11.0,111.0,35.0,70.0,,1.0,20.0,90.0,220.0,118.0,,,92.0,,2.0,,17.0,1.0,34.0,12.0,46.0,8.0,4.0,15.0,2.0,17.0,104.0,25.0,101.0,,55.0,161.0,21.0,237,126.0,363,16.0,31.0,18.0,13.0,23.0,3.0,8.0,22.0,3.0,15.0,5.0,45,5.0,4.0,66.0,,111.0,1.0,,7.0,6.0,71.0,,8.0,4.0,1.0,82.0,8.0,40.0,,5.0,100.0,63.0,33.0,102.0,61.0,7.0,2.0,,87.0,369,7.0,3.0,0.650887573964497,0.8943089430894309,,,,,,0.48703170028818443,0.5617977528089888,0.5,0.48424068767908307,0.5617977528089888,0.49295774647887325,0.5077720207253886,0.5842105263157895,0.5421686746987951,0.0057306590257879654,0.5,0.04899135446685879,0.059574468085106386,0.04838709677419355,,,0.5,17.19186278420423,0.5111111111111111,0.42857142857142855,,0.20125,0.12392638036809817,0.20146520146520147,0.0880281690140845,0.20130475302889095,0.11464968152866242,0.16293929712460065,0.0975609756097561,0.10101010101010101,0.09049773755656108,0.07936507936507936,0.19528619528619529,0.211864406779661,0.19850187265917604,0.21022727272727273,0.18556701030927836,0.10062893081761007,0.5980392156862745,0.673352435530086,0.5872340425531914,0.6244343891402715,0.6376811594202898,0.17765042979942694,0.27419354838709675,0.288135593220339,0.5294117647058824,0.14326647564469913,0.28,0.28,0.9285714285714286,,,,,0.0057306590257879654,,,,0.898876404494382,0.5875,0.02127659574468085,,,,,,,0.704225352112676,0.64,,0.014084507042253521,,0.6790830945558739,,0.5697171919770774,0.5882402597402597,0.5881401408450704,0.10498687664041995,0.10554089709762533,,0.28316326530612246,0.22959183673469388,4.834870317002883,26.9,0.17881705639614856,,,1.0,,,4.0,,2.0,,2.0,1.0,True
202397,1610612749,Ish Smith,Ish Smith,202397,MIL,1709.0,28,8,61,60,12,30,9,121,1.0,3.0,,,,2.0,,1.0,1.0,2.0,,1.0,,,,2.0,2.0,,,,,2.0,6.0,2.0,3.0,,10.0,60,,,,,,,,2.0,,,,,,4.0,6.0,,,,2.0,2.0,,,2.0,4.0,6.0,4.0,,1.0,1.0,,16.0,,,,,1.0,,1,,1,,2.0,2.0,,1.0,,,,,1.0,,1,,,2.0,,3.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,12,,,,,1.0,0.6666666666666666,,,0.6666666666666666,0.3333333333333333,,,0.5555555555555556,,,0.5555555555555556,,,0.3333333333333333,,,,,,,,14.285714285714286,1.0,,,0.05263157894736842,,,,0.041666666666666664,,,,,,,,,0.25,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.2222222222222222,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,0.6666666666666666,1.0,0.5261111111111112,,0.6619999999999999,,,,,,8.75,24.3,0.19672131147540983,,,,,,,,,,,,True
203089,1610612749,John Henson,John Henson,203089,MIL,6383.0,106,-2,221,222,30,77,30,443,16.0,24.0,4.0,8.0,2.0,4.0,2.0,5.0,1.0,4.0,,,,,,,,,,,,19.0,33.0,,,4.0,42.0,245,5.0,9.0,,,,10.0,2.0,6.0,,,,4.0,26.0,12.0,,,10.0,,,,,,3.0,2.0,5.0,2.0,,2.0,1.0,,12.0,5.0,12.0,,7.0,13.0,5.0,25,17.0,42,6.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,,2.0,1.0,7,2.0,,4.0,1.0,8.0,,,,2.0,12.0,,2.0,1.0,1.0,9.0,1.0,4.0,,1.0,8.0,4.0,3.0,8.0,6.0,1.0,,1.0,4.0,30,2.0,,0.6842105263157895,0.9285714285714286,,,,,,0.5757575757575758,0.5555555555555556,0.3333333333333333,0.5757575757575758,0.5555555555555556,0.3333333333333333,0.5675675675675675,0.5555555555555556,0.3333333333333333,,,,,,,,,16.793893129770993,0.42857142857142855,0.5555555555555556,,0.21311475409836064,0.15789473684210525,0.22580645161290322,0.1388888888888889,0.21739130434782608,0.15178571428571427,0.20588235294117646,0.11764705882352941,0.12,0.10344827586206896,0.2857142857142857,0.2916666666666667,0.2,0.11764705882352941,0.25,0.14285714285714285,0.42857142857142855,0.75,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6875,0.15151515151515152,0.4,0.4,0.5,0.12121212121212122,0.25,0.25,1.0,,,,,,,,,0.8888888888888888,0.5,,,,,,,,0.6666666666666666,0.5,,,,0.7272727272727273,,0.5853848484848484,0.63095,0.4628833333333333,0.1111111111111111,0.1111111111111111,,0.23809523809523808,0.09523809523809523,3.660606060606061,,0.13574660633484162,,,,,,1.0,,,,,,True
202970,1610612749,Gustavo Ayon,Gustavo Ayon,202970,MIL,607.0,10,-7,18,21,8,11,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,,1,,,,,,,,1.0,,,1.0,1,,1.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444444444444444,,,,,,,,,,,,True
