EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,Corner3PctBlocked,OffensiveGoaltends,on
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,59046.0,984,210.0,1940,1910,632.0,558.0,273,3850,88,150,5.0,13.0,21.0,38.0,35.0,85.0,21.0,50.0,2.0,9.0,1.0,4.0,7.0,24.0,2.0,1.0,10.0,144,285,9.0,33.0,88.0,403,1994,8.0,17.0,2.0,2.0,18.0,35.0,74.0,2.0,14.0,46.0,122.0,74.0,214.0,27.0,6.0,2.0,22.0,7.0,33.0,1.0,170.0,25.0,195.0,16.0,9.0,140.0,20.0,10.0,415.0,6.0,21.0,4.0,28.0,39.0,2.0,69.0,31.0,100.0,8.0,34.0,23.0,11.0,53.0,8.0,38.0,24.0,7.0,15.0,1.0,3.0,77.0,2.0,28.0,15.0,3.0,74.0,1.0,5.0,2.0,101.0,2.0,2.0,11.0,3.0,106.0,14.0,4.0,41.0,17.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,106.0,611.0,7.0,7.0,0.2569444444444444,0.2624113475177305,1.0,0.2727272727272727,0.14285714285714285,0.2903225806451613,0.5052631578947369,0.47058823529411764,0.47297297297297297,0.49528301886792453,0.42105263157894735,0.4318181818181818,0.5524861878453039,0.42857142857142855,0.5353982300884956,0.10377358490566038,0.030303030303030304,0.11578947368421053,0.14,0.12941176470588237,0.02,0.041666666666666664,19.424778761061944,0.6883116883116883,0.03571428571428571,0.044444444444444446,0.06554621848739496,0.033123028391167195,0.0924092409240924,0.029850746268656716,0.07461024498886415,0.032335329341317366,0.023972602739726026,0.020942408376963352,0.06622516556291391,0.023076923076923078,0.04225352112676056,0.06167400881057269,0.06369426751592357,0.07109004739336493,0.10679611650485436,0.061855670103092786,0.0625,0.4,0.4716981132075472,0.5866666666666667,0.6821705426356589,0.2840909090909091,0.2672955974842767,0.4117647058823529,0.47297297297297297,0.22857142857142856,0.15723270440251572,0.42,0.42857142857142855,0.19047619047619047,0.02830188679245283,0.2222222222222222,0.2222222222222222,1.0,0.07547169811320754,0.2916666666666667,0.30434782608695654,1.0,0.6842105263157895,0.38461538461538464,0.10526315789473684,0.4318181818181818,0.5526315789473685,0.045454545454545456,0.25,0.11363636363636363,0.1,0.5754716981132075,0.3181818181818182,0.5071121835443039,0.530021875,0.5004366279069767,0.11884057971014493,0.13141025641025642,0.04466501240694789,0.3027295285359802,6.648421052631581,27.587878787878783,0.32577319587628867,,,,,,,,,,,,,,,,,,,,,,,,True
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,44195.0,737,89.0,1470,1486,503.0,419.0,201,2956,75,126,7.0,22.0,16.0,36.0,9.0,31.0,15.0,46.0,23.0,59.0,11.0,24.0,6.0,31.0,8.0,2.0,8.0,99,203,29.0,90.0,52.0,337,1557,11.0,30.0,12.0,6.0,40.0,23.0,54.0,13.0,32.0,21.0,106.0,154.0,44.0,84.0,10.0,1.0,30.0,6.0,22.0,,36.0,11.0,47.0,6.0,5.0,32.0,,4.0,105.0,7.0,14.0,1.0,20.0,39.0,3.0,62.0,22.0,84.0,5.0,55.0,34.0,21.0,20.0,2.0,8.0,14.0,3.0,12.0,,5.0,34.0,1.0,6.0,27.0,2.0,66.0,3.0,4.0,1.0,57.0,2.0,,8.0,1.0,78.0,6.0,,37.0,4.0,10.0,2.0,1.0,4.0,12.0,5.0,,104.0,490.0,8.0,1.0,0.7777777777777778,0.8191489361702128,0.9655172413793104,0.32222222222222224,0.40625,0.3258426966292135,0.4876847290640394,0.36666666666666664,0.42592592592592593,0.4863481228668942,0.40476190476190477,0.4941860465116279,0.5121580547112462,0.43478260869565216,0.5247524752475248,0.30716723549488056,,0.10837438423645321,0.15873015873015872,0.03225806451612903,0.021739130434782608,,21.29032258064516,0.5882352941176471,0.06818181818181818,0.013888888888888888,0.07975460122699386,0.029106029106029108,0.091324200913242,0.04,0.08333333333333333,0.03201219512195122,0.03125,0.04225352112676056,0.008695652173913044,0.034782608695652174,0.05,0.05472636815920398,0.05555555555555555,0.12962962962962962,0.12162162162162163,0.028169014084507043,0.03731343283582089,0.4166666666666667,0.4300341296928328,0.5952380952380952,0.7075471698113207,0.7866666666666666,0.10580204778156997,0.2903225806451613,0.3,0.8888888888888888,0.15699658703071673,0.32608695652173914,0.3333333333333333,0.6666666666666666,0.20136518771331058,0.3898305084745763,0.3898305084745763,0.9565217391304348,0.10580204778156997,0.1935483870967742,0.1935483870967742,1.0,0.5238095238095238,0.3181818181818182,0.19047619047619047,0.4186046511627907,0.4444444444444444,0.27906976744186046,0.4583333333333333,0.09302325581395349,0.25,0.7372013651877133,0.2,0.5698494809688582,0.5275878787878788,0.5640216867469879,0.11692307692307692,0.1581196581196581,0.11869436201780416,0.314540059347181,6.204433497536946,24.787777777777773,0.34217687074829933,2.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.5,1.0,0.25,1.0,0.01098901098901099,,,,,,,True
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,21448.0,357,86.0,712,716,226.0,152.0,78,1428,41,65,7.0,11.0,9.0,19.0,13.0,36.0,5.0,19.0,6.0,15.0,2.0,5.0,7.0,22.0,1.0,1.0,8.0,59,120,13.0,37.0,36.0,193,742,8.0,14.0,5.0,6.0,25.0,15.0,34.0,3.0,13.0,13.0,52.0,72.0,46.0,39.0,6.0,1.0,21.0,7.0,12.0,,6.0,11.0,17.0,5.0,6.0,6.0,,,45.0,2.0,12.0,1.0,15.0,47.0,3.0,65.0,15.0,80.0,3.0,19.0,12.0,7.0,9.0,2.0,3.0,10.0,1.0,6.0,,2.0,19.0,,3.0,19.0,2.0,36.0,3.0,1.0,2.0,32.0,1.0,1.0,,4.0,48.0,3.0,,18.0,7.0,4.0,,,3.0,4.0,2.0,1.0,51.0,220.0,,5.0,0.6101694915254238,0.6428571428571429,1.0,0.35135135135135137,0.23076923076923078,0.3611111111111111,0.49166666666666664,0.5714285714285714,0.4411764705882353,0.5,0.5,0.4148936170212766,0.5391061452513967,0.5681818181818182,0.4727272727272727,0.2356687898089172,,0.1,0.12307692307692308,0.1111111111111111,,,24.53531598513011,0.47368421052631576,0.21428571428571427,0.037037037037037035,0.19262295081967212,0.059113300492610835,0.17045454545454544,0.02247191011235955,0.18674698795180722,0.04794520547945205,0.04395604395604396,0.06779661016949153,0.07547169811320754,0.015873015873015872,0.038461538461538464,0.15294117647058825,0.14285714285714285,0.2696629213483146,0.19230769230769232,0.1388888888888889,0.04225352112676056,0.5,0.4140127388535032,0.6307692307692307,0.7192982456140351,0.7073170731707317,0.22929936305732485,0.3611111111111111,0.40625,0.38461538461538464,0.12101910828025478,0.2631578947368421,0.2631578947368421,0.4,0.09554140127388536,0.4,0.4,1.0,0.14012738853503184,0.3181818181818182,0.3181818181818182,1.0,0.5789473684210527,0.6363636363636364,0.05263157894736842,0.40425531914893614,0.47368421052631576,0.10638297872340426,0.4,0.1702127659574468,0.125,0.6496815286624203,0.3333333333333333,0.534451282051282,0.5624676470588236,0.5404804347826087,0.11046511627906977,0.13333333333333333,0.12953367875647667,0.2694300518134715,6.108333333333333,25.070270270270267,0.31741573033707865,1.0,4.0,,1.0,,1.0,,1.0,,0.2,0.42857142857142855,0.21052631578947367,0.25,1.0,,,0.02702702702702703,1.0,,,,,,True
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,138514.0,2309,334.0,4535,4539,1206.0,1008.0,633,9074,133,244,22.0,39.0,33.0,53.0,35.0,95.0,61.0,170.0,44.0,95.0,15.0,27.0,91.0,267.0,26.0,23.0,81.0,229,509,135.0,362.0,286.0,1149,4761,32.0,62.0,33.0,32.0,123.0,52.0,109.0,38.0,108.0,111.0,329.0,228.0,230.0,351.0,24.0,4.0,263.0,91.0,53.0,5.0,137.0,39.0,176.0,27.0,12.0,91.0,27.0,19.0,391.0,22.0,37.0,6.0,87.0,202.0,13.0,302.0,65.0,367.0,8.0,64.0,38.0,26.0,63.0,13.0,47.0,48.0,4.0,16.0,1.0,9.0,111.0,13.0,13.0,65.0,8.0,130.0,4.0,3.0,12.0,297.0,6.0,15.0,15.0,17.0,348.0,25.0,22.0,138.0,36.0,36.0,,,29.0,36.0,26.0,1.0,322.0,1179.0,9.0,30.0,0.4978165938864629,0.5253456221198156,0.8666666666666667,0.3729281767955801,0.35185185185185186,0.3770949720670391,0.449901768172888,0.5161290322580645,0.47706422018348627,0.4954075774971297,0.4789473684210526,0.5023041474654378,0.555337904015671,0.5398230088495575,0.5830324909747292,0.41561423650975887,0.013812154696132596,0.10412573673870335,0.1557377049180328,0.12631578947368421,0.01764705882352941,0.0149812734082397,21.397462601779964,0.5675675675675675,0.10655737704918032,0.032432432432432434,0.13091380427738172,0.02443857331571995,0.14146341463414633,0.04044117647058824,0.133920296570899,0.028668610301263362,0.028358208955223882,0.02947845804988662,0.01240694789081886,0.037940379403794036,0.045714285714285714,0.12212389380530973,0.12727272727272726,0.14312267657992564,0.14216867469879518,0.14,0.0182648401826484,0.7222222222222222,0.2801377726750861,0.5450819672131147,0.6456310679611651,0.5413533834586466,0.10907003444316878,0.3684210526315789,0.42168674698795183,0.34285714285714286,0.19517795637198623,0.3588235294117647,0.3652694610778443,0.4918032786885246,0.10907003444316878,0.4631578947368421,0.46808510638297873,0.9318181818181818,0.3065442020665901,0.3408239700374532,0.34600760456273766,0.8351648351648352,0.4105263157894737,0.5641025641025641,0.2736842105263158,0.24423963133640553,0.6226415094339622,0.12442396313364056,0.5555555555555556,0.37327188940092165,0.2839506172839506,0.695752009184845,0.34600760456273766,0.5272020207852194,0.5205873417721518,0.5204314553990609,0.14213197969543148,0.22186495176848875,0.10704960835509138,0.2863359442993908,8.65834970530452,25.2317679558011,0.2659316427783903,4.0,7.0,5.0,9.0,54.0,2.0,,4.0,3.0,0.2727272727272727,0.2727272727272727,0.07368421052631578,0.5714285714285714,0.75,0.19230769230769232,0.8,0.005509641873278237,1.0,1.0,3.0,1.0,0.010526315789473684,,True
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,35131.0,586,28.0,1152,1156,377.0,359.0,157,2308,105,152,39.0,54.0,33.0,47.0,20.0,57.0,2.0,13.0,,,,,,,,,,127,222,,,53.0,307,1255,40.0,58.0,,7.0,87.0,40.0,63.0,,,28.0,108.0,164.0,90.0,,60.0,,,,14.0,,11.0,2.0,13.0,1.0,1.0,7.0,3.0,1.0,28.0,4.0,52.0,3.0,25.0,44.0,18.0,87.0,59.0,146.0,13.0,9.0,6.0,3.0,14.0,2.0,8.0,16.0,1.0,6.0,1.0,1.0,30.0,1.0,6.0,47.0,,79.0,1.0,9.0,5.0,61.0,1.0,8.0,1.0,,89.0,11.0,,32.0,18.0,52.0,3.0,1.0,35.0,55.0,33.0,2.0,108.0,374.0,8.0,13.0,0.6456692913385826,0.845360824742268,,,,,0.5720720720720721,0.6896551724137931,0.6349206349206349,0.5720720720720721,0.6896551724137931,0.6349206349206349,0.5881226053639846,0.6796875,0.627906976744186,,,0.06306306306306306,0.07236842105263158,0.03508771929824561,0.07692307692307693,,21.748878923766814,0.4666666666666667,0.5142857142857142,0.05357142857142857,0.1134020618556701,0.1343669250645995,0.14285714285714285,0.035398230088495575,0.12255772646536411,0.112,0.18292682926829268,0.11023622047244094,0.08333333333333333,0.03571428571428571,0.034482758620689655,0.1267605633802817,0.14035087719298245,0.07575757575757576,0.16129032258064516,0.09803921568627451,0.1625,0.6,0.6846846846846847,0.6907894736842105,0.7446808510638298,0.6190476190476191,0.25675675675675674,0.3508771929824561,0.36363636363636365,0.75,0.05855855855855856,0.15384615384615385,0.16666666666666666,1.0,,,,,,,,,0.9310344827586207,0.7222222222222222,,0.746031746031746,0.7021276595744681,,,,,0.6846846846846847,,0.5568198198198199,0.5764309090909091,0.5875174603174603,0.13168724279835392,0.13168724279835392,0.28338762214983715,0.3517915309446254,4.054504504504505,,0.3272569444444444,,,,,,,2.0,2.0,15.0,,0.10256410256410256,,,,,,,,,11.0,3.0,,2.0,True
201585,1610612743,Kosta Koufos,Kosta Koufos,201585,DEN,76792.0,1280,231.0,2487,2493,447.0,326.0,359,4980,179,264,64.0,93.0,22.0,36.0,36.0,90.0,2.0,10.0,,,,,,1.0,,,,217,364,,1.0,37.0,471,2573,66.0,110.0,,4.0,136.0,29.0,51.0,,,11.0,69.0,316.0,118.0,,92.0,,1.0,,31.0,,15.0,9.0,24.0,7.0,2.0,8.0,3.0,4.0,57.0,31.0,106.0,8.0,65.0,156.0,20.0,241.0,145.0,386.0,16.0,29.0,17.0,12.0,19.0,5.0,10.0,25.0,1.0,9.0,1.0,2.0,44.0,5.0,7.0,103.0,6.0,173.0,1.0,23.0,11.0,54.0,,11.0,,2.0,68.0,12.0,,31.0,9.0,80.0,,,50.0,80.0,45.0,1.0,69.0,440.0,11.0,8.0,0.728110599078341,0.9239766081871345,,,,,0.5961538461538461,0.6,0.5686274509803921,0.5945205479452055,0.6,0.5686274509803921,0.5992366412213741,0.5862068965517241,0.5564516129032258,0.0027397260273972603,,0.08516483516483517,0.08333333333333333,0.1,,,14.95711835334477,0.4318181818181818,0.35714285714285715,0.0898876404494382,0.17488789237668162,0.12368728121353559,0.20766773162939298,0.1,0.183402489626556,0.11739502999143102,0.13612565445026178,0.09090909090909091,0.13733905579399142,0.09223300970873786,0.11538461538461539,0.13355048859934854,0.18702290076335878,0.2043343653250774,0.24401913875598086,0.1346153846153846,0.14035087719298245,0.5625,0.7232876712328767,0.678030303030303,0.7396694214876033,0.6815642458100558,0.2465753424657534,0.4,0.4444444444444444,0.9444444444444444,0.0273972602739726,0.2,0.2,1.0,,,,,0.0027397260273972603,,,,0.8454545454545455,0.6881720430107527,,0.7058823529411765,0.6111111111111112,,,,,0.726027397260274,,0.536541095890411,0.5613784946236559,0.549221568627451,0.08072916666666667,0.08093994778067885,0.28874734607218683,0.1464968152866242,3.379120879120879,29.7,0.17973462002412546,,,,,,,,,30.0,,0.1875,,,,,,,,,3.0,1.0,,2.0,True
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,102413.0,1707,263.0,3390,3375,898.0,746.0,476,6765,153,257,18.0,23.0,46.0,81.0,25.0,88.0,54.0,145.0,7.0,29.0,2.0,7.0,54.0,130.0,21.0,10.0,34.0,232,490,61.0,159.0,163.0,810,3543,28.0,43.0,24.0,7.0,87.0,69.0,141.0,12.0,41.0,99.0,273.0,126.0,338.0,129.0,8.0,1.0,129.0,54.0,71.0,2.0,238.0,102.0,340.0,75.0,27.0,175.0,30.0,33.0,782.0,8.0,17.0,,37.0,69.0,,106.0,25.0,131.0,8.0,76.0,42.0,34.0,79.0,22.0,52.0,52.0,6.0,27.0,1.0,5.0,131.0,5.0,42.0,20.0,3.0,91.0,7.0,4.0,7.0,175.0,3.0,3.0,7.0,7.0,211.0,13.0,,70.0,42.0,5.0,,,4.0,5.0,3.0,,259.0,875.0,13.0,30.0,0.27155172413793105,0.27631578947368424,0.7049180327868853,0.3836477987421384,0.2926829268292683,0.3860759493670886,0.47346938775510206,0.6511627906976745,0.48936170212765956,0.4984591679506934,0.5970149253731343,0.47802197802197804,0.5414438502673797,0.6041666666666666,0.5617283950617284,0.24499229583975346,0.012578616352201259,0.14489795918367346,0.20233463035019456,0.18181818181818182,0.020689655172413793,0.007692307692307693,22.298325722983257,0.6030534351145038,,,0.05892399658411614,0.014977973568281937,0.08705882352941176,0.018306636155606407,0.06641604010025062,0.015903307888040712,0.016,0.0125,0.015873015873015872,0.02356902356902357,0.007142857142857143,0.046620046620046623,0.050595238095238096,0.07881773399014778,0.08741258741258741,0.08633093525179857,0.02877697841726619,0.6,0.39599383667180277,0.5953307392996109,0.7463414634146341,0.3137254901960784,0.13559322033898305,0.2840909090909091,0.3472222222222222,0.12,0.22342064714946072,0.3724137931034483,0.38028169014084506,0.2222222222222222,0.04468412942989214,0.2413793103448276,0.25,0.8571428571428571,0.20030816640986132,0.4153846153846154,0.4186046511627907,0.6851851851851852,0.34328358208955223,0.782608695652174,0.31343283582089554,0.44505494505494503,0.5679012345679012,0.038461538461538464,0.2857142857142857,0.18681318681318682,0.29411764705882354,0.6409861325115562,0.4186046511627907,0.5378886574074075,0.5121355555555556,0.5327616022099447,0.09915014164305949,0.12797074954296161,0.10740740740740741,0.337037037037037,7.837551020408164,25.097484276729563,0.26489675516224187,,3.0,8.0,8.0,54.0,,,,1.0,0.3333333333333333,0.16666666666666666,0.04477611940298507,,,0.38095238095238093,0.75,,,,,,0.034482758620689655,,True
202389,1610612743,Timofey Mozgov,Timofey Mozgov,202389,DEN,5636.0,94,-2.0,189,186,54.0,49.0,29,375,10,18,5.0,10.0,2.0,5.0,1.0,3.0,,1.0,,,,,,,,,,11,22,,,7.0,29,199,5.0,10.0,,4.0,14.0,2.0,6.0,,,2.0,6.0,12.0,10.0,,10.0,,,,5.0,,,2.0,2.0,2.0,,,,,6.0,3.0,16.0,,1.0,12.0,3.0,16.0,19.0,35.0,1.0,1.0,1.0,,2.0,,1.0,5.0,1.0,1.0,,2.0,7.0,,3.0,13.0,1.0,20.0,,,2.0,6.0,,1.0,,,7.0,1.0,,4.0,,5.0,,,4.0,5.0,4.0,1.0,6.0,54.0,1.0,,0.5454545454545454,1.0,,,,,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.58,0.5833333333333334,0.42857142857142855,,,0.22727272727272727,0.2222222222222222,0.3333333333333333,,,14.285714285714285,0.2857142857142857,0.2727272727272727,,0.17647058823529413,0.21621621621621623,0.06666666666666667,0.13636363636363635,0.1566265060240964,0.19791666666666666,0.1935483870967742,0.2,0.2777777777777778,0.21428571428571427,,0.13793103448275862,0.2857142857142857,0.16,0.1,,0.16666666666666666,0.8,0.8181818181818182,0.5555555555555556,0.7142857142857143,0.5,0.13636363636363635,0.3333333333333333,0.5,1.0,0.045454545454545456,,,,,,,,,,,,1.0,0.5,,0.8333333333333334,0.4,,,,,0.8181818181818182,,0.5965499999999999,0.5768,0.5717833333333333,0.16,0.16,0.4827586206896552,0.20689655172413793,2.686363636363636,,0.2857142857142857,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,True
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,94168.0,1569,200.0,3034,3049,669.0,531.0,435,6083,220,353,67.0,121.0,35.0,61.0,51.0,127.0,9.0,29.0,,,,,,,,,,280,509,,,121.0,681,3191,72.0,136.0,,21.0,165.0,42.0,82.0,,,40.0,124.0,388.0,172.0,,106.0,,,,57.0,,33.0,16.0,49.0,7.0,9.0,23.0,6.0,4.0,114.0,38.0,142.0,7.0,70.0,224.0,31.0,325.0,187.0,512.0,26.0,51.0,32.0,19.0,40.0,7.0,20.0,42.0,1.0,20.0,2.0,3.0,82.0,6.0,15.0,72.0,11.0,174.0,4.0,18.0,19.0,169.0,7.0,22.0,11.0,5.0,201.0,19.0,,84.0,27.0,65.0,,,50.0,65.0,41.0,3.0,124.0,660.0,15.0,21.0,0.6928571428571428,0.8546255506607929,,,,,0.550098231827112,0.5294117647058824,0.5121951219512195,0.550098231827112,0.5294117647058824,0.5121951219512195,0.5665557404326124,0.5288461538461539,0.5166666666666667,,,0.11198428290766209,0.11898016997167139,0.11023622047244094,0.034482758620689655,,19.144144144144143,0.4878048780487805,0.3924050632911392,0.05737704918032787,0.21435406698564594,0.13653846153846153,0.16706443914081145,0.10382513661202186,0.20081967213114754,0.12802275960170698,0.16777041942604856,0.12218649517684887,0.10144927536231885,0.10887096774193548,0.09322033898305085,0.2154255319148936,0.20846905537459284,0.21823204419889503,0.17204301075268819,0.15714285714285714,0.15294117647058825,0.6307692307692307,0.693516699410609,0.623229461756374,0.707395498392283,0.6636363636363637,0.24950884086444008,0.4015748031496063,0.45132743362831856,0.7843137254901961,0.05697445972495088,0.3103448275862069,0.32142857142857145,0.8888888888888888,,,,,,,,,0.8897058823529411,0.5537190082644629,,0.7439024390243902,0.5737704918032787,,,,,0.693516699410609,,0.5607656188605109,0.5730410714285714,0.5733475609756097,0.14634146341463414,0.14634146341463414,0.2422907488986784,0.18208516886930984,3.8980353634577596,,0.22050098879367172,,,,,,,,3.0,12.0,,0.11940298507462686,,,,,,,,,1.0,2.0,,3.0,True
2738,1610612743,Andre Iguodala,Andre Iguodala,2738,DEN,105282.0,1755,230.0,3446,3454,948.0,822.0,476,6900,117,161,20.0,25.0,31.0,37.0,22.0,75.0,37.0,128.0,19.0,67.0,2.0,16.0,44.0,112.0,2.0,7.0,28.0,176,364,63.0,179.0,100.0,641,3641,26.0,41.0,6.0,14.0,78.0,42.0,76.0,9.0,44.0,54.0,165.0,172.0,180.0,156.0,18.0,,112.0,44.0,18.0,,213.0,49.0,262.0,27.0,22.0,160.0,42.0,11.0,573.0,19.0,30.0,1.0,64.0,131.0,13.0,208.0,50.0,258.0,12.0,84.0,60.0,24.0,78.0,19.0,43.0,56.0,5.0,35.0,3.0,11.0,134.0,12.0,30.0,40.0,1.0,86.0,6.0,2.0,5.0,141.0,,2.0,5.0,4.0,174.0,19.0,,72.0,22.0,25.0,3.0,2.0,16.0,28.0,16.0,2.0,161.0,922.0,3.0,17.0,0.48863636363636365,0.5149700598802395,0.8253968253968254,0.35195530726256985,0.20454545454545456,0.35195530726256985,0.4835164835164835,0.6341463414634146,0.5526315789473685,0.498158379373849,0.6808510638297872,0.4625,0.5169354838709678,0.6964285714285714,0.5221518987341772,0.3296500920810313,,0.04945054945054945,0.06832298136645963,0.08,0.0078125,,18.820294926268435,0.582089552238806,0.13829787234042554,0.007194244604316547,0.11206159110350727,0.02664298401420959,0.13733905579399142,0.044186046511627906,0.11926605504587157,0.031491002570694086,0.03838383838383838,0.01910828025477707,0.015772870662460567,0.03741496598639456,0.058823529411764705,0.09808612440191387,0.0872093023255814,0.14742014742014742,0.12618296529968454,0.1610738255033557,0.04225352112676056,0.5714285714285714,0.2965009208103131,0.7267080745341615,0.78,0.5811965811965812,0.13812154696132597,0.29333333333333333,0.3188405797101449,0.13636363636363635,0.23572744014732966,0.2890625,0.29133858267716534,0.40540540540540543,0.12338858195211787,0.2835820895522388,0.2835820895522388,0.8947368421052632,0.20626151012891344,0.39285714285714285,0.39285714285714285,0.7954545454545454,0.5319148936170213,0.8,0.0425531914893617,0.30833333333333335,0.8378378378378378,0.13333333333333333,0.125,0.23333333333333334,0.25,0.6261510128913443,0.39285714285714285,0.5359735727440147,0.5376454545454546,0.5339258333333333,0.12374581939799331,0.17266187050359713,0.12168486739469579,0.2574102964118565,8.927747252747254,24.70167597765363,0.2751015670342426,2.0,4.0,2.0,4.0,33.0,2.0,1.0,1.0,8.0,0.6666666666666666,0.5,0.0851063829787234,0.5,1.0,1.0,1.0,0.011049723756906077,,2.0,2.0,1.0,,1.0,True
