EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,Fg2aBlocked,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SecondChanceFtPoints,Fg3aBlocked,Corner3Assists,Charge Fouls,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Arc3PctBlocked
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,10679.0,178,11,345,342,90.0,125,37.0,687,5.0,8.0,2.0,3.0,2.0,2.0,3.0,9.0,9.0,18.0,3.0,9.0,1.0,17.0,40.0,2.0,8.0,4.0,8.0,17.0,35.0,20.0,49.0,7.0,101.0,345,2.0,5.0,2.0,8.0,10.0,6.0,11.0,4.0,9.0,5.0,29.0,16.0,18.0,48.0,12.0,4.0,2.0,38.0,17.0,11.0,1.0,12.0,1.0,6.0,1.0,4.0,25.0,2.0,1.0,1.0,6.0,18.0,2.0,26.0,4.0,30.0,6.0,5.0,1.0,7.0,1.0,5.0,3.0,2.0,1.0,10.0,3.0,18.0,3.0,23.0,1.0,1.0,12.0,1.0,1.0,8.0,2.0,4.0,1.0,6.0,1.0,1.0,4.0,2.0,7.0,4.0,29.0,90.0,1.0,1.0,0.47058823529411764,0.5333333333333333,0.8,0.40816326530612246,0.25,0.4444444444444444,0.425531914893617,0.4857142857142857,0.4,0.5454545454545454,0.5595238095238095,0.38461538461538464,0.6,0.5804597701149425,0.38461538461538464,0.6590909090909091,0.5833333333333334,24.681933842239186,0.7,0.16666666666666666,0.08333333333333333,0.13953488372093023,0.009615384615384616,0.1111111111111111,0.03076923076923077,0.13114754098360656,0.01775147928994083,0.022222222222222223,0.04081632653061224,0.06818181818181818,0.13333333333333333,0.225,0.11627906976744186,0.09090909090909091,0.5714285714285714,0.09523809523809523,0.625,0.625,0.6,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.5,0.5,0.5555555555555556,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.47619047619047616,0.425,0.425,0.7647058823529411,0.23076923076923078,0.6666666666666666,0.6153846153846154,0.25,1.0,0.1,1.0,0.05,0.4,0.5,0.6785714285714286,0.4473684210526316,0.5074277777777778,0.5399444444444446,0.4884342105263158,0.046511627906976744,0.10810810810810811,0.09900990099009901,0.2871287128712871,12.645714285714284,27.593877551020412,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1065.0,18,-8,36,35,11.0,19,2.0,71,,1.0,,,,,1.0,1.0,3.0,4.0,,,,2.0,4.0,,,,1.0,4.0,6.0,2.0,4.0,3.0,17.0,46,,,,,,1.0,1.0,,1.0,2.0,4.0,4.0,4.0,6.0,,,,4.0,2.0,2.0,,2.0,,1.0,,1.0,4.0,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,4.0,,,3.0,,1.0,,,,,,,,,4.0,11.0,,,0.5,0.5,1.0,0.5,,,0.5,0.6666666666666666,,1.0,0.7,,0.5,0.7272727272727273,,0.6666666666666666,0.4,28.94736842105263,,,,0.18181818181818182,,,,0.13333333333333333,,,,,0.4,,,,,0.1,,,,0.1,1.0,1.0,0.4,0.75,0.75,0.6666666666666666,,,,,0.4,0.5,0.5,1.0,,,,,,,,,0.5,,0.5,0.5,0.4634149999999999,,0.466775,0.09090909090909091,0.14285714285714285,,0.23529411764705882,13.916666666666666,25.025,0.3055555555555556,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1882,1610612742,Elton Brand,Elton Brand,1882,DAL,3928.0,65,19,123,117,32.0,34,11.0,240,4.0,6.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,,,,,,,,,,9.0,15.0,,,3.0,21.0,116,2.0,4.0,,,4.0,3.0,4.0,,,1.0,7.0,14.0,4.0,,,4.0,,,,2.0,1.0,3.0,1.0,2.0,,,7.0,1.0,8.0,,2.0,13.0,,15.0,9.0,24.0,4.0,4.0,,3.0,1.0,2.0,3.0,1.0,,6.0,1.0,2.0,,7.0,,,3.0,,,3.0,1.0,2.0,,2.0,,,2.0,,2.0,1.0,7.0,32.0,,,0.7777777777777778,1.0,,,,,,0.6,0.5,0.75,0.6,0.5,0.75,0.65625,0.5,0.875,,15.492957746478874,0.5,,,0.2549019607843137,0.1951219512195122,0.125,0.045454545454545456,0.22388059701492538,0.14285714285714285,0.3333333333333333,0.05263157894736842,0.23529411764705882,0.3076923076923077,0.23809523809523808,0.07692307692307693,0.3333333333333333,0.5,0.4,0.6666666666666666,0.6666666666666666,0.5,0.26666666666666666,0.5,0.5,0.3333333333333333,0.6,0.6,1.0,,,,,,,,,1.0,0.5,,,,0.5,1.0,,,,0.4,,0.47421333333333326,0.56115,0.503475,0.125,0.125,0.19047619047619047,0.3333333333333333,8.826666666666666,,0.2601626016260163,,2.0,1.0,1.0,1.0,0.07142857142857142,0.1111111111111111,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201564,1610612742,O.J. Mayo,O.J. Mayo,201564,DAL,10527.0,175,-28,340,342,74.0,108,33.0,682,6.0,10.0,,1.0,,,4.0,10.0,2.0,7.0,,1.0,,3.0,20.0,,3.0,1.0,6.0,12.0,27.0,3.0,21.0,13.0,46.0,362,1.0,2.0,,3.0,2.0,2.0,7.0,1.0,6.0,5.0,12.0,6.0,18.0,3.0,6.0,,,20.0,3.0,18.0,2.0,20.0,2.0,7.0,5.0,6.0,42.0,,1.0,,5.0,7.0,,12.0,1.0,13.0,7.0,5.0,2.0,6.0,1.0,3.0,3.0,3.0,1.0,9.0,2.0,6.0,,11.0,,,16.0,,,15.0,1.0,6.0,2.0,2.0,,,2.0,,2.0,,12.0,74.0,1.0,2.0,0.25,0.25,0.3333333333333333,0.14285714285714285,,0.16666666666666666,0.14285714285714285,0.4444444444444444,0.5,0.2857142857142857,0.34375,0.2,0.2692307692307692,0.41818181818181815,0.2,0.375,0.4375,16.71018276762402,0.6666666666666666,,,0.05511811023622047,0.009009009009009009,0.1,,0.06779661016949153,0.006172839506172839,,,0.03508771929824561,0.10344827586206896,0.04878048780487805,0.125,,,0.20833333333333334,0.6,0.6666666666666666,0.3333333333333333,0.20833333333333334,0.4,0.4444444444444444,0.14583333333333334,0.2857142857142857,0.2857142857142857,0.5,0.020833333333333332,,,,0.4166666666666667,0.15,0.15,0.3333333333333333,0.2,,0.6,,,,,,0.46153846153846156,0.16666666666666666,0.6458333333333334,0.15,0.5137135416666666,0.5307,0.48341923076923077,0.11320754716981132,0.1875,0.043478260869565216,0.2608695652173913,9.185185185185183,25.05714285714286,0.21764705882352942,,,,,,0.02127659574468085,,,,2.0,1.0,4.0,0.07407407407407407,0.1,0.1,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202346,1610612742,Dominique Jones,Dominique Jones,202346,DAL,20255.0,338,-22,649,653,183.0,216,69.0,1302,28.0,62.0,3.0,7.0,11.0,19.0,11.0,34.0,,4.0,,4.0,2.0,1.0,5.0,,,1.0,4.0,39.0,100.0,1.0,9.0,35.0,116.0,685,4.0,10.0,,,10.0,14.0,25.0,1.0,6.0,15.0,46.0,18.0,60.0,,3.0,,1.0,4.0,1.0,48.0,35.0,83.0,25.0,22.0,9.0,17.0,201.0,,17.0,1.0,8.0,17.0,2.0,27.0,18.0,45.0,14.0,10.0,4.0,24.0,2.0,14.0,14.0,10.0,3.0,38.0,8.0,11.0,,29.0,2.0,2.0,39.0,,2.0,53.0,3.0,22.0,6.0,2.0,,,2.0,,2.0,2.0,46.0,183.0,2.0,4.0,0.23076923076923078,0.23076923076923078,,0.1111111111111111,,0.16666666666666666,0.125,0.39,0.4,0.56,0.37155963302752293,0.4,0.5,0.43283582089552236,0.35714285714285715,0.5476190476190477,0.08256880733944955,23.337856173677068,0.631578947368421,0.09523809523809523,0.045454545454545456,0.07589285714285714,0.0821256038647343,0.0784313725490196,,0.07668711656441718,0.05448717948717949,0.1282051282051282,,0.06976744186046512,0.06349206349206349,0.09333333333333334,0.08641975308641975,0.047619047619047616,1.0,0.5688073394495413,0.45161290322580644,0.509090909090909,0.32142857142857145,0.3119266055045872,0.3235294117647059,0.3333333333333333,0.03669724770642202,,,,0.03669724770642202,,,,0.045871559633027525,0.2,0.2,,0.7,0.42857142857142855,,,,0.6129032258064516,0.5789473684210527,0.06451612903225806,0.12903225806451613,0.25,0.6513761467889908,0.25,0.5283827102803739,0.5211833333333333,0.5347620689655173,0.171875,0.18487394957983194,0.08620689655172414,0.39655172413793105,4.489999999999998,30.033333333333335,0.28197226502311246,,10.0,3.0,1.0,,0.0875,,0.17543859649122806,,8.0,1.0,1.0,0.08,0.11290322580645161,0.029411764705882353,2.0,1.0,10.0,4.0,1.0,0.1111111111111111,0.25,0.3333333333333333,,,,,,,,,,True,,,,,,,,,
201604,1610612742,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,DAL,857.0,14,-5,25,25,7.0,4,1.0,50,1.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,4.0,,,1.0,5.0,32,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,7.0,,,,,,,,,,0.5,,,0.5,,,0.5,,,,18.51851851851852,,,,0.125,,,,0.09090909090909091,,,,,,0.3333333333333333,,,,0.5,0.5,0.5,,0.25,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,0.5,,0.544075,,,0.2,0.2,,,5.875,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2549,1610612742,Chris Kaman,Chris Kaman,2549,DAL,6967.0,116,-58,225,230,43.0,63,25.0,455,10.0,17.0,2.0,5.0,2.0,5.0,7.0,22.0,14.0,22.0,,,,,1.0,,,,1.0,31.0,61.0,,1.0,9.0,71.0,273,4.0,8.0,,,8.0,6.0,12.0,,1.0,6.0,18.0,40.0,22.0,,,4.0,,1.0,,2.0,,2.0,,1.0,,1.0,4.0,1.0,5.0,,7.0,13.0,,20.0,6.0,26.0,2.0,2.0,,10.0,,3.0,1.0,7.0,,11.0,3.0,5.0,1.0,8.0,1.0,,11.0,,,12.0,2.0,7.0,,1.0,,,1.0,,1.0,1.0,18.0,43.0,1.0,,0.6451612903225806,0.6896551724137931,,,,,,0.5081967213114754,0.5,0.5,0.5,0.5,0.46153846153846156,0.5298507462686567,0.5,0.5294117647058824,0.016129032258064516,30.46875,0.9090909090909091,,,0.17105263157894737,0.06097560975609756,0.2413793103448276,0.038461538461538464,0.19047619047619047,0.05555555555555555,0.14814814814814814,0.058823529411764705,0.14285714285714285,0.3333333333333333,0.041666666666666664,0.28,,1.0,0.27419354838709675,0.5882352941176471,0.6666666666666666,0.5,0.3548387096774194,0.3181818181818182,0.3333333333333333,0.3548387096774194,0.6363636363636364,0.6363636363636364,0.9285714285714286,,,,,0.016129032258064516,,,,0.625,0.4,,,,0.38461538461538464,0.4,,0.07692307692307693,,0.2903225806451613,,0.44488145161290327,0.5121285714285715,0.47828076923076923,0.1044776119402985,0.10606060606060606,0.11267605633802817,0.2535211267605634,9.881967213114756,26.4,0.19111111111111112,,2.0,1.0,,,0.029411764705882353,,0.07142857142857142,0.2857142857142857,3.0,1.0,,0.04918032786885246,0.11764705882352941,0.045454545454545456,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,7109.0,118,-60,232,236,25.0,52,22.0,468,12.0,16.0,4.0,4.0,,1.0,5.0,17.0,4.0,5.0,2.0,4.0,,,3.0,,,,,21.0,38.0,2.0,7.0,5.0,53.0,271,5.0,7.0,,,11.0,,3.0,,,,,34.0,8.0,6.0,,6.0,,3.0,,6.0,,6.0,,1.0,2.0,3.0,12.0,1.0,6.0,,3.0,14.0,1.0,18.0,7.0,25.0,2.0,2.0,,3.0,2.0,2.0,4.0,1.0,1.0,7.0,,3.0,,3.0,,,5.0,1.0,,5.0,1.0,2.0,,5.0,,,4.0,1.0,5.0,1.0,,25.0,,,0.8095238095238095,0.9444444444444444,1.0,0.2857142857142857,,,0.2857142857142857,0.5526315789473685,0.7142857142857143,,0.5333333333333333,0.7142857142857143,,0.5543478260869565,0.7142857142857143,,0.15555555555555556,20.463320463320464,0.42857142857142855,1.0,,0.17073170731707318,0.07317073170731707,0.0967741935483871,0.03125,0.1504424778761062,0.06140350877192982,0.07142857142857142,0.041666666666666664,0.15789473684210525,0.15,0.20833333333333334,0.11538461538461539,,0.2,0.35555555555555557,0.75,0.75,0.75,0.37777777777777777,0.29411764705882354,0.3125,0.1111111111111111,0.8,0.8,0.75,0.08888888888888889,0.5,0.5,1.0,0.06666666666666667,,,,0.5714285714285714,1.0,,,,0.3333333333333333,,,,,0.5111111111111111,,0.5146344444444445,0.5133714285714286,0.5105333333333334,0.043478260869565216,0.05128205128205128,0.20754716981132076,,6.489473684210527,24.6,0.10775862068965517,2.0,2.0,,1.0,,0.08108108108108109,0.058823529411764705,0.09523809523809523,1.0,1.0,1.0,1.0,0.02631578947368421,,0.058823529411764705,1.0,,,,,,,0.25,,,,,,,,,,True,,,,,,,,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,5312.0,89,20,171,171,64.0,58,19.0,342,6.0,7.0,2.0,3.0,3.0,3.0,13.0,20.0,5.0,6.0,,,,,,,,,,24.0,33.0,,,9.0,57.0,160,2.0,3.0,,,6.0,9.0,12.0,,,4.0,22.0,36.0,12.0,,,4.0,,,,3.0,1.0,4.0,,2.0,,1.0,9.0,4.0,3.0,,5.0,8.0,4.0,17.0,7.0,24.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,,2.0,,7.0,,,11.0,,,15.0,3.0,8.0,1.0,4.0,,,3.0,1.0,4.0,2.0,22.0,64.0,2.0,1.0,0.75,0.8181818181818182,,,,,,0.7272727272727273,0.6666666666666666,0.75,0.7272727272727273,0.6666666666666666,0.75,0.7307692307692307,0.6,0.6875,,21.243523316062177,0.5,0.5,,0.12903225806451613,0.05555555555555555,0.15151515151515152,0.18181818181818182,0.1368421052631579,0.09210526315789473,,0.11764705882352941,0.10714285714285714,0.14285714285714285,0.15,0.13043478260869565,0.2,0.5,0.21212121212121213,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.6060606060606061,0.65,0.6842105263157895,0.18181818181818182,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,,1.0,0.6666666666666666,,,,0.25,1.0,,,,0.21212121212121213,,0.4493878787878788,0.6007666666666667,0.44478333333333336,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.38596491228070173,8.424242424242424,,0.3742690058479532,,,1.0,,,,0.16666666666666666,,0.6923076923076923,1.0,,1.0,0.030303030303030304,,0.05,2.0,,1.0,,,,,,2.0,0.4,,,,,,,,True,,,,,,,,,
201954,1610612742,Darren Collison,Darren Collison,201954,DAL,2258.0,38,-3,73,72,20.0,33,7.0,145,3.0,4.0,,,,,,,1.0,2.0,,,,,,,,,,4.0,6.0,,,7.0,15.0,72,,,,,,1.0,1.0,,,2.0,4.0,6.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,2.0,1.0,4.0,,4.0,,,,1.0,,1.0,,,,1.0,,1.0,,3.0,,,4.0,,1.0,8.0,,4.0,,,,,,,,,4.0,20.0,2.0,,0.75,0.75,,,,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,,1.0,,13.414634146341465,1.0,0.25,,0.1,,0.05263157894736842,,0.07692307692307693,,,,,0.25,0.16666666666666666,0.06666666666666667,,,0.6666666666666666,0.75,0.75,0.6666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.64135,,0.402,0.4,0.4,,0.26666666666666666,7.183333333333333,,0.273972602739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
