EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,on,Clear Path Fouls
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,32724.0,545,90.0,1051,1064,253.0,364,117.0,2115,26.0,51.0,4.0,10.0,6.0,15.0,13.0,37.0,14.0,45.0,4.0,15.0,2.0,2.0,4.0,38.0,101.0,2.0,8.0,15.0,37.0,53.0,133,42.0,116.0,50.0,282.0,1085,7.0,15.0,2.0,10.0,6.0,26.0,13.0,36.0,17.0,41.0,19.0,96.0,24.0,82.0,90.0,36.0,10.0,3.0,98.0,38.0,7.0,45.0,12.0,57.0,8.0,4.0,22.0,12.0,11.0,126.0,4.0,11.0,1.0,22.0,45.0,9.0,76.0,16.0,92.0,4.0,23.0,17.0,6.0,20.0,8.0,17.0,12.0,1.0,3.0,1.0,32.0,2.0,7.0,25.0,3.0,42.0,2.0,2.0,54.0,3.0,3.0,2.0,63.0,2.0,1.0,25.0,7.0,6.0,4.0,2.0,6.0,4.0,96.0,250.0,5.0,7.0,0.22641509433962265,0.25,0.7142857142857143,0.3620689655172414,0.2,0.4146341463414634,0.37168141592920356,0.39849624060150374,0.4666666666666667,0.3611111111111111,0.46586345381526106,0.4,0.5,0.5053763440860215,0.4642857142857143,0.5454545454545454,0.46586345381526106,0.05263157894736842,0.11764705882352941,0.02702702702702703,26.200505475989893,0.625,0.23684210526315788,0.03125,0.12640449438202248,0.033846153846153845,0.16541353383458646,0.023121387283236993,0.13701431492842536,0.030120481927710843,0.02912621359223301,0.03418803418803419,0.0380952380952381,0.028985507246376812,0.08771929824561403,0.1792452830188679,0.11764705882352941,0.16494845360824742,0.16666666666666666,0.029411764705882353,0.6666666666666666,0.20481927710843373,0.5098039215686274,0.5777777777777777,0.34615384615384615,0.14859437751004015,0.35135135135135137,0.3611111111111111,0.18072289156626506,0.3111111111111111,0.3111111111111111,0.21428571428571427,0.060240963855421686,0.26666666666666666,0.26666666666666666,0.75,0.40562248995983935,0.37623762376237624,0.37623762376237624,0.7105263157894737,0.4,0.4,0.08,0.32,0.25,1.0,0.19480519480519481,0.4,0.05194805194805195,0.5,0.4805194805194805,0.40540540540540543,0.6706827309236948,0.3877551020408163,0.4999261224489794,0.5074131578947368,0.4736173333333334,0.09191176470588236,0.16025641025641027,0.09219858156028368,0.3404255319148936,9.518045112781955,26.618965517241385,0.2407231208372978,,,,,,,,,,,,,,,,,,,,,,,,,True,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,34208.0,570,56.0,1085,1096,183.0,211,92.0,2181,14.0,23.0,7.0,9.0,,1.0,21.0,47.0,72.0,118.0,1.0,1.0,1.0,1.0,1.0,20.0,49.0,3.0,3.0,5.0,9.0,107.0,188,21.0,50.0,62.0,339.0,1143,9.0,17.0,4.0,4.0,4.0,34.0,11.0,21.0,6.0,10.0,14.0,54.0,120.0,94.0,60.0,3.0,12.0,,49.0,20.0,6.0,38.0,14.0,52.0,11.0,3.0,25.0,3.0,10.0,118.0,8.0,7.0,1.0,29.0,82.0,6.0,117.0,16.0,133.0,3.0,17.0,10.0,7.0,14.0,2.0,5.0,5.0,1.0,9.0,2.0,19.0,1.0,2.0,22.0,1.0,28.0,2.0,,77.0,,7.0,1.0,64.0,5.0,4.0,19.0,8.0,14.0,10.0,4.0,14.0,12.0,54.0,183.0,2.0,8.0,0.5607476635514018,0.594059405940594,0.9523809523809523,0.42,1.0,0.6,0.42,0.5691489361702128,0.5294117647058824,0.5238095238095238,0.5819327731092437,0.7142857142857143,0.6451612903225806,0.6368821292775665,0.7391304347826086,0.6923076923076923,0.21008403361344538,0.031914893617021274,0.17391304347826086,0.02127659574468085,23.737373737373737,0.7368421052631579,0.1875,0.041666666666666664,0.2192513368983957,0.020588235294117647,0.19727891156462585,0.05555555555555555,0.21305182341650672,0.030991735537190084,0.021052631578947368,0.02586206896551724,0.015503875968992248,0.05172413793103448,0.20155038759689922,0.2523364485981308,0.21014492753623187,0.2127659574468085,0.16981132075471697,0.02912621359223301,0.8571428571428571,0.09663865546218488,0.6086956521739131,0.7368421052631579,0.42857142857142855,0.19747899159663865,0.44680851063829785,0.45652173913043476,0.4957983193277311,0.6101694915254238,0.6153846153846154,0.6666666666666666,0.004201680672268907,1.0,1.0,1.0,0.20588235294117646,0.40816326530612246,0.40816326530612246,0.95,0.42857142857142855,0.7777777777777778,0.047619047619047616,0.14285714285714285,1.0,0.6666666666666666,0.03225806451612903,,0.03225806451612903,1.0,0.2903225806451613,0.5555555555555556,0.3067226890756303,0.40816326530612246,0.45384096638655463,0.4638571428571429,0.44151774193548393,0.09411764705882353,0.09405940594059406,0.10029498525073746,0.1592920353982301,13.673936170212768,25.092000000000002,0.16866359447004609,1.0,9.0,2.0,5.0,0.00847457627118644,0.07142857142857142,0.2857142857142857,1.0,1.0,0.09433962264150944,,,,,,,,,,,,,,,True,
1882,1610612742,Elton Brand,Elton Brand,1882,DAL,30579.0,510,44.0,972,985,188.0,245,92.0,1957,31.0,46.0,7.0,13.0,4.0,8.0,33.0,69.0,24.0,53.0,,,,,,,,,,,,88.0,168,,,26.0,202.0,999,15.0,26.0,,,6.0,36.0,12.0,25.0,,,7.0,31.0,132.0,44.0,,,16.0,,,,7.0,11.0,10.0,21.0,7.0,3.0,5.0,1.0,5.0,52.0,8.0,32.0,1.0,24.0,73.0,7.0,104.0,41.0,145.0,3.0,18.0,8.0,10.0,12.0,1.0,5.0,8.0,1.0,7.0,1.0,20.0,3.0,3.0,28.0,2.0,63.0,8.0,2.0,39.0,1.0,3.0,,40.0,8.0,,21.0,3.0,36.0,21.0,11.0,36.0,19.0,31.0,186.0,4.0,3.0,0.75,0.825,,,,,,0.5238095238095238,0.5769230769230769,0.48,0.5238095238095238,0.5769230769230769,0.48,0.5489130434782609,0.6,0.5344827586206896,,0.041666666666666664,0.10869565217391304,0.028985507246376812,18.698441796516956,0.6,0.2413793103448276,0.03125,0.2062146892655367,0.10158730158730159,0.192,0.056338028169014086,0.20250521920668058,0.087527352297593,0.2159090909090909,0.07758620689655173,0.036036036036036036,0.05263157894736842,0.1896551724137931,0.20754716981132076,0.2196969696969697,0.18181818181818182,0.21621621621621623,0.041666666666666664,0.5277777777777778,0.27380952380952384,0.6739130434782609,0.7560975609756098,0.8064516129032258,0.4107142857142857,0.4782608695652174,0.4925373134328358,0.31547619047619047,0.4528301886792453,0.4528301886792453,0.9583333333333334,,,,,,,,,0.5,0.5384615384615384,,,,,0.32,0.5,,,,,0.27380952380952384,,0.4627720238095238,0.5182304347826087,0.45973200000000003,0.11602209944751381,0.11602209944751381,0.1782178217821782,0.15346534653465346,9.591071428571427,,0.1934156378600823,,2.0,,,,0.07142857142857142,0.5454545454545454,,,,4.0,1.0,0.2857142857142857,,,,,,,,,,,,True,
201564,1610612742,O.J. Mayo,O.J. Mayo,201564,DAL,38576.0,643,-49.0,1262,1272,226.0,285,116.0,2534,25.0,50.0,1.0,6.0,5.0,9.0,13.0,36.0,29.0,72.0,7.0,14.0,,2.0,3.0,30.0,73.0,2.0,5.0,5.0,16.0,67.0,158,37.0,87.0,40.0,285.0,1355,2.0,10.0,2.0,5.0,2.0,12.0,12.0,28.0,7.0,19.0,15.0,60.0,52.0,82.0,84.0,27.0,2.0,1.0,72.0,30.0,12.0,72.0,14.0,86.0,10.0,4.0,42.0,9.0,21.0,186.0,2.0,8.0,,16.0,43.0,2.0,61.0,10.0,71.0,3.0,24.0,15.0,9.0,26.0,4.0,14.0,14.0,2.0,12.0,2.0,40.0,3.0,10.0,20.0,,35.0,1.0,2.0,46.0,,5.0,,47.0,3.0,4.0,16.0,4.0,4.0,2.0,2.0,4.0,4.0,60.0,225.0,3.0,4.0,0.3880597014925373,0.3939393939393939,0.7567567567567568,0.42528735632183906,0.4,0.3684210526315789,0.43023255813953487,0.4240506329113924,0.2,0.42857142857142855,0.5,0.3333333333333333,0.4787234042553192,0.5340909090909091,0.375,0.5454545454545454,0.3551020408163265,0.0759493670886076,0.16,0.08333333333333333,21.66785459729152,0.65,0.05263157894736842,,0.10141509433962265,0.018518518518518517,0.10596026490066225,0.011904761904761904,0.10260869565217391,0.016666666666666666,0.023076923076923078,0.0273972602739726,0.00641025641025641,0.014925373134328358,0.060240963855421686,0.09166666666666666,0.15942028985507245,0.125,0.06382978723404255,0.024,1.0,0.20408163265306123,0.5,0.5952380952380952,0.4,0.1469387755102041,0.3611111111111111,0.3939393939393939,0.2938775510204082,0.4027777777777778,0.4084507042253521,0.4827586206896552,0.05714285714285714,0.5,0.5,0.7142857142857143,0.2979591836734694,0.410958904109589,0.4225352112676056,0.7666666666666667,0.4,0.16666666666666666,,0.3333333333333333,0.4,1.0,0.19148936170212766,0.5555555555555556,0.06382978723404255,0.6666666666666666,0.3404255319148936,0.3125,0.5591836734693878,0.4166666666666667,0.5092315573770492,0.5139384615384616,0.4903902173913044,0.06923076923076923,0.0935672514619883,0.042105263157894736,0.21052631578947367,11.058860759493673,25.088505747126444,0.179080824088748,,,,2.0,0.013888888888888888,,0.15384615384615385,,,0.02247191011235955,,,,2.0,1.0,1.0,0.022988505747126436,0.0273972602739726,,,,,,,True,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,81172.0,1353,-32.0,2639,2674,622.0,772,259.0,5313,48.0,77.0,8.0,17.0,8.0,14.0,3.0,18.0,27.0,80.0,22.0,44.0,2.0,7.0,12.0,41.0,148.0,4.0,17.0,13.0,43.0,78.0,175,63.0,192.0,47.0,392.0,2818,9.0,21.0,5.0,19.0,6.0,39.0,12.0,34.0,20.0,55.0,12.0,96.0,104.0,52.0,177.0,12.0,14.0,3.0,145.0,41.0,16.0,69.0,25.0,94.0,19.0,6.0,33.0,13.0,23.0,213.0,10.0,24.0,1.0,39.0,103.0,10.0,152.0,35.0,187.0,6.0,63.0,39.0,24.0,30.0,6.0,23.0,19.0,1.0,7.0,3.0,49.0,4.0,14.0,66.0,2.0,128.0,5.0,1.0,67.0,5.0,7.0,5.0,73.0,7.0,1.0,33.0,6.0,17.0,13.0,4.0,17.0,7.0,96.0,618.0,8.0,6.0,0.6666666666666666,0.7323943661971831,0.9365079365079365,0.328125,0.2631578947368421,0.36363636363636365,0.3333333333333333,0.44571428571428573,0.42857142857142855,0.35294117647058826,0.47002724795640327,0.4125,0.47191011235955055,0.4899749373433584,0.45348837209302323,0.48484848484848486,0.5231607629427792,0.09142857142857143,0.11688311688311688,0.2777777777777778,15.176151761517616,0.6122448979591837,0.11235955056179775,0.012658227848101266,0.11586051743532058,0.027874564459930314,0.11572700296735905,0.026041666666666668,0.11582381729200653,0.027309236947791166,0.03474903474903475,0.02702702702702703,0.02287581699346405,0.023026315789473683,0.11428571428571428,0.08812260536398467,0.14057507987220447,0.1016949152542373,0.1485148514851485,0.029850746268656716,0.4117647058823529,0.2098092643051771,0.6233766233766234,0.7058823529411765,0.6666666666666666,0.04904632152588556,0.16666666666666666,0.23076923076923078,0.21798365122615804,0.3375,0.34615384615384615,0.6666666666666666,0.11989100817438691,0.5,0.5116279069767442,1.0,0.4032697547683924,0.27702702702702703,0.2789115646258503,0.9024390243902439,0.425,0.47058823529411764,0.05,0.425,0.23529411764705882,1.0,0.15730337078651685,0.5714285714285714,0.1348314606741573,0.5833333333333334,0.48314606741573035,0.3023255813953488,0.7329700272479565,0.2827586206896552,0.5267928374655647,0.5217718749999999,0.5144573863636365,0.08651399491094147,0.16417910447761194,0.09948979591836735,0.24489795918367346,9.945142857142859,25.127604166666675,0.235695339143615,1.0,8.0,1.0,1.0,0.025,0.0375,0.6666666666666666,0.5,1.0,0.005208333333333333,,,0.125,2.0,,6.0,0.010416666666666666,0.006756756756756757,0.022727272727272728,,,,,,True,
201954,1610612742,Darren Collison,Darren Collison,201954,DAL,35350.0,589,7.0,1164,1183,294.0,343,96.0,2347,48.0,79.0,1.0,3.0,5.0,12.0,9.0,25.0,23.0,43.0,5.0,9.0,,1.0,2.0,2.0,16.0,,1.0,1.0,6.0,80.0,147,7.0,25.0,66.0,247.0,1266,4.0,10.0,,1.0,2.0,10.0,11.0,29.0,2.0,8.0,33.0,61.0,60.0,100.0,18.0,3.0,2.0,2.0,14.0,2.0,14.0,67.0,36.0,103.0,26.0,10.0,32.0,11.0,24.0,242.0,3.0,5.0,,13.0,27.0,3.0,43.0,8.0,51.0,,24.0,9.0,15.0,25.0,4.0,19.0,12.0,5.0,6.0,2.0,37.0,2.0,6.0,17.0,1.0,27.0,,,66.0,2.0,5.0,2.0,79.0,3.0,1.0,25.0,16.0,5.0,2.0,3.0,5.0,3.0,56.0,291.0,2.0,9.0,0.375,0.379746835443038,0.8571428571428571,0.28,,0.25,0.30434782608695654,0.54421768707483,0.4,0.3793103448275862,0.5261627906976745,0.36363636363636365,0.3783783783783784,0.5857142857142857,0.4166666666666667,0.5350877192982456,0.14534883720930233,0.09523809523809523,0.16455696202531644,0.04,19.278996865203762,0.6756756756756757,0.07692307692307693,,0.0678391959798995,0.013966480446927373,0.09352517985611511,0.021739130434782608,0.074487895716946,0.016129032258064516,0.0297029702970297,,0.015151515151515152,0.02727272727272727,0.04861111111111111,0.04918032786885246,0.10606060606060606,0.08602150537634409,0.10869565217391304,,0.6,0.45930232558139533,0.6075949367088608,0.7272727272727273,0.4166666666666667,0.14534883720930233,0.36,0.375,0.25,0.5348837209302325,0.5348837209302325,0.30434782608695654,0.05232558139534884,0.5555555555555556,0.5555555555555556,1.0,0.09302325581395349,0.125,0.13333333333333333,0.5,0.2727272727272727,0.3333333333333333,,0.09090909090909091,,,0.32432432432432434,0.4166666666666667,0.05405405405405406,0.5,0.16216216216216217,0.16666666666666666,0.6046511627906976,0.14285714285714285,0.5362691176470585,0.4390444444444444,0.48725285714285715,0.12886597938144329,0.14792899408284024,0.04048582995951417,0.24696356275303644,7.8442176870748295,26.528000000000002,0.25257731958762886,,,,,,,0.3333333333333333,,,,,,,1.0,,,0.04,0.0625,,,,,,,True,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,19326.0,322,-6.0,644,652,231.0,255,67.0,1296,19.0,31.0,2.0,2.0,6.0,8.0,10.0,19.0,6.0,19.0,3.0,11.0,1.0,2.0,5.0,11.0,37.0,3.0,4.0,4.0,16.0,35.0,69,14.0,48.0,18.0,130.0,659,2.0,3.0,3.0,5.0,1.0,14.0,11.0,18.0,6.0,21.0,9.0,49.0,12.0,58.0,33.0,9.0,2.0,,37.0,11.0,6.0,33.0,11.0,44.0,8.0,3.0,9.0,11.0,13.0,99.0,2.0,5.0,,7.0,22.0,2.0,31.0,7.0,38.0,2.0,14.0,7.0,7.0,12.0,,7.0,5.0,,5.0,2.0,17.0,2.0,6.0,15.0,1.0,33.0,2.0,1.0,23.0,,2.0,,22.0,5.0,1.0,11.0,2.0,3.0,2.0,1.0,3.0,2.0,49.0,231.0,5.0,2.0,0.17142857142857143,0.17647058823529413,0.7857142857142857,0.2916666666666667,0.6,0.2857142857142857,0.2916666666666667,0.5072463768115942,0.6666666666666666,0.6111111111111112,0.47863247863247865,0.8125,0.5128205128205128,0.516,0.7777777777777778,0.5714285714285714,0.41025641025641024,0.08695652173913043,0.1935483870967742,,19.640387275242045,0.7058823529411765,0.0625,,0.10784313725490197,0.02577319587628866,0.08333333333333333,0.01652892561983471,0.10069444444444445,0.022222222222222223,0.05084745762711865,0.016666666666666666,0.013333333333333334,0.02197802197802198,0.07142857142857142,0.125,0.12857142857142856,0.07692307692307693,0.09375,0.03333333333333333,0.6666666666666666,0.26495726495726496,0.6129032258064516,0.76,0.3157894736842105,0.1623931623931624,0.5263157894736842,0.5263157894736842,0.1623931623931624,0.3157894736842105,0.3157894736842105,,0.09401709401709402,0.2727272727272727,0.2727272727272727,1.0,0.3162393162393162,0.2972972972972973,0.2972972972972973,0.7272727272727273,0.25,1.0,0.125,0.5,0.75,0.6666666666666666,0.20512820512820512,0.75,0.1282051282051282,0.4,0.41025641025641024,0.25,0.6752136752136753,0.2972972972972973,0.5128469565217393,0.47735,0.4977567567567569,0.08943089430894309,0.14666666666666667,0.1076923076923077,0.3769230769230769,8.408695652173913,25.36041666666667,0.358695652173913,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,
2229,1610612742,Mike James,Mike James,2229,DAL,22319.0,372,-24.0,706,721,118.0,159,67.0,1427,8.0,24.0,1.0,5.0,2.0,3.0,10.0,26.0,4.0,21.0,8.0,22.0,1.0,,2.0,14.0,39.0,,1.0,3.0,7.0,22.0,71,22.0,61.0,10.0,120.0,790,2.0,7.0,,2.0,3.0,7.0,6.0,12.0,3.0,9.0,10.0,31.0,8.0,36.0,57.0,9.0,,1.0,38.0,14.0,6.0,47.0,21.0,68.0,14.0,7.0,16.0,8.0,23.0,157.0,,4.0,,11.0,11.0,3.0,25.0,4.0,29.0,2.0,8.0,6.0,2.0,20.0,3.0,14.0,6.0,,6.0,2.0,26.0,,4.0,17.0,,43.0,2.0,1.0,15.0,,2.0,,13.0,1.0,,4.0,3.0,1.0,1.0,,1.0,1.0,29.0,116.0,5.0,2.0,0.18181818181818182,0.18181818181818182,0.8636363636363636,0.36065573770491804,,0.3333333333333333,0.36666666666666664,0.30985915492957744,0.2857142857142857,0.5,0.4166666666666667,0.2222222222222222,0.5,0.43478260869565216,0.3181818181818182,0.5740740740740741,0.4621212121212121,0.08450704225352113,0.125,0.11538461538461539,20.865139949109412,0.7692307692307693,0.14285714285714285,,0.04526748971193416,0.017857142857142856,0.10377358490566038,,0.06303724928366762,0.011764705882352941,,0.025974025974025976,0.022222222222222223,,0.07228915662650602,0.027777777777777776,0.03409090909090909,0.06756756756756757,0.1875,0.025974025974025976,1.0,0.18181818181818182,0.3333333333333333,0.38095238095238093,0.25,0.19696969696969696,0.38461538461538464,0.43478260869565216,0.1590909090909091,0.19047619047619047,0.19047619047619047,0.25,0.16666666666666666,0.36363636363636365,0.36363636363636365,0.875,0.29545454545454547,0.358974358974359,0.3684210526315789,0.8571428571428571,0.5555555555555556,0.2,0.1111111111111111,0.1111111111111111,,,0.14285714285714285,0.6666666666666666,0.09523809523809523,,0.3333333333333333,0.42857142857142855,0.6439393939393939,0.3684210526315789,0.5026957364341086,0.5170214285714286,0.4613833333333333,0.02962962962962963,0.05405405405405406,0.058333333333333334,0.25833333333333336,9.169014084507038,25.421311475409837,0.1671388101983003,,,,,,,0.1,,,,,,,1.0,,,0.01639344262295082,0.02564102564102564,,,,,,,True,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,16186.0,270,-68.0,542,558,89.0,146,62.0,1100,30.0,45.0,5.0,10.0,5.0,9.0,18.0,44.0,6.0,8.0,4.0,8.0,1.0,1.0,1.0,,6.0,,,,,54.0,97,4.0,14.0,10.0,130.0,609,7.0,17.0,,1.0,2.0,16.0,9.0,20.0,1.0,1.0,1.0,22.0,88.0,20.0,12.0,,6.0,,6.0,,2.0,15.0,6.0,21.0,5.0,1.0,3.0,4.0,8.0,48.0,6.0,14.0,,9.0,37.0,6.0,52.0,20.0,72.0,2.0,8.0,5.0,3.0,10.0,3.0,4.0,8.0,1.0,6.0,1.0,18.0,1.0,4.0,10.0,1.0,17.0,1.0,1.0,11.0,,1.0,,12.0,2.0,2.0,5.0,1.0,6.0,3.0,2.0,7.0,3.0,22.0,87.0,,1.0,0.8148148148148148,0.8627450980392157,1.0,0.2857142857142857,,1.0,0.2857142857142857,0.5567010309278351,0.4117647058823529,0.45,0.5405405405405406,0.3888888888888889,0.5,0.5565217391304348,0.39473684210526316,0.5,0.12612612612612611,0.020618556701030927,,0.045454545454545456,21.486268174474958,0.5555555555555556,0.375,,0.21264367816091953,0.07216494845360824,0.18,0.07792207792207792,0.20535714285714285,0.07380073800738007,0.06896551724137931,0.03125,0.1111111111111111,0.08196721311475409,0.1206896551724138,0.22413793103448276,0.29310344827586204,0.15,0.3,0.0392156862745098,0.42857142857142855,0.40540540540540543,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.3963963963963964,0.4090909090909091,0.42857142857142855,0.07207207207207207,0.75,0.75,1.0,0.07207207207207207,0.5,0.5,1.0,0.05405405405405406,,,,0.5555555555555556,0.5,0.05555555555555555,,,,0.42857142857142855,0.5555555555555556,0.047619047619047616,1.0,,,0.5315315315315315,,0.5227396396396397,0.522142857142857,0.5036071428571428,0.043859649122807015,0.05,0.12307692307692308,0.16923076923076924,5.671134020618557,24.235714285714288,0.16420664206642066,,3.0,,,,0.0625,0.6666666666666666,,,,1.0,,0.4,,,1.0,,,,1.0,1.0,,,,True,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,27032.0,451,-47.0,873,894,254.0,280,82.0,1767,45.0,69.0,12.0,15.0,14.0,22.0,32.0,65.0,12.0,25.0,,,,,,,3.0,,,,2.0,89.0,159,,3.0,28.0,206.0,950,13.0,20.0,,,4.0,30.0,29.0,51.0,,2.0,10.0,68.0,144.0,34.0,,,20.0,2.0,1.0,,10.0,15.0,2.0,17.0,,2.0,9.0,1.0,5.0,36.0,12.0,21.0,1.0,12.0,49.0,10.0,71.0,34.0,105.0,4.0,12.0,9.0,3.0,4.0,,2.0,8.0,1.0,2.0,,12.0,,4.0,14.0,,28.0,,3.0,36.0,,3.0,1.0,44.0,6.0,,22.0,3.0,26.0,14.0,11.0,26.0,16.0,68.0,253.0,1.0,2.0,0.8089887640449438,0.9113924050632911,,,,,,0.559748427672956,0.65,0.5686274509803921,0.5493827160493827,0.65,0.5471698113207547,0.569060773480663,0.625,0.576271186440678,0.018518518518518517,0.06289308176100629,0.11594202898550725,0.03076923076923077,19.8559670781893,0.3333333333333333,0.2777777777777778,0.030303030303030304,0.1550632911392405,0.07167235494880546,0.10256410256410256,0.09836065573770492,0.14087759815242495,0.07951807228915662,0.07526881720430108,0.07142857142857142,0.06862745098039216,0.08,0.11206896551724138,0.17391304347826086,0.18518518518518517,0.10975609756097561,0.08571428571428572,0.06779661016949153,0.6153846153846154,0.42592592592592593,0.6521739130434783,0.7377049180327869,0.7555555555555555,0.4012345679012346,0.49230769230769234,0.5079365079365079,0.15432098765432098,0.48,0.48,1.0,,,,,0.018518518518518517,,,,0.75,0.8,,,,,0.41509433962264153,0.6363636363636364,,,0.03773584905660377,,0.4444444444444444,,0.491001875,0.5250388888888888,0.4881549019607843,0.12359550561797752,0.12571428571428572,0.14563106796116504,0.3300970873786408,6.494968553459119,46.93333333333334,0.290950744558992,,1.0,,,,0.18181818181818182,0.8125,,,,1.0,1.0,0.08333333333333333,,,1.0,,,,,,2.0,1.0,1.0,True,
