EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,Usage,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,Charge Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,on,OffensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls
101124,1610612740,Hakim Warrick,Hakim Warrick,101124,NOH,194.0,3,7,7,14,1.0,1.0,2.0,2.0,4,1.0,1.0,1.0,2.0,1.0,0.5,28.57142857142857,1.0,0.3953,0.5,0.5,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,52532.0,876,1601,1617,3218,199.0,337.0,86.0,420.0,1741,15.0,3.0,104.0,102.0,39.0,0.5372750642673522,24.249044238121247,0.5835777126099707,0.4555820588235295,0.10372340425531915,0.10483870967741936,12.055192878338278,-70.0,436.0,551.0,198.0,53.0,96.0,19.0,35.0,25.0,42.0,17.0,42.0,97.0,1.0,3.0,3.0,167.0,4.0,27.0,54.0,11.0,65.0,44.0,91.0,3.0,33.0,121.0,284.0,50.0,32.0,1.0,2.0,30.0,24.0,10.0,34.0,8.0,2.0,7.0,9.0,8.0,78.0,21.0,38.0,5.0,35.0,69.0,18.0,122.0,64.0,186.0,5.0,12.0,22.0,3.0,11.0,33.0,5.0,11.0,4.0,55.0,1.0,13.0,45.0,11.0,123.0,10.0,20.0,3.0,11.0,9.0,5.0,4.0,2.0,13.0,45.0,31.0,14.0,45.0,23.0,5.0,1.0,1.0,121.0,435.0,17.0,12.0,0.8502994011976048,0.9403973509933775,0.49554896142433236,0.5,0.4835164835164835,0.4897360703812317,0.5,0.46808510638297873,0.5327868852459017,0.5309734513274337,0.011730205278592375,0.08902077151335312,0.21875,0.11904761904761904,0.020100502512562814,0.4,0.3050847457627119,0.11363636363636363,0.13529411764705881,0.0657439446366782,0.14112903225806453,0.11413043478260869,0.13720316622691292,0.07742782152230972,0.07650273224043716,0.08496732026143791,0.045454545454545456,0.11842105263157894,0.09375,0.11458333333333333,0.13953488372093023,0.15753424657534246,0.16574585635359115,0.07462686567164178,0.03496503496503497,0.5111111111111111,0.28152492668621704,0.5520833333333334,0.7066666666666667,0.6792452830188679,0.12316715542521994,0.40476190476190477,0.4594594594594595,0.5882352941176471,0.48743718592964824,0.49743589743589745,0.9896907216494846,0.002932551319648094,0.008797653958944282,0.6481481481481481,0.5428571428571428,0.10526315789473684,0.44680851063829785,0.5952380952380952,0.031914893617021274,0.2932551319648094,0.4910777777777777,0.496684946236559,0.15476190476190477,0.28809523809523807,35.725,0.2723297938788257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202333,1610612740,Xavier Henry,Xavier Henry,202333,NOH,10254.0,171,305,310,615,18.0,40.0,7.0,43.0,359,5.0,,16.0,12.0,3.0,0.4387755102040816,15.86402266288952,0.4090909090909091,0.49341744186046504,0.06666666666666667,0.07317073170731707,10.535,-49.0,72.0,112.0,40.0,10.0,17.0,2.0,4.0,2.0,4.0,,5.0,5.0,3.0,1.0,1.0,15.0,4.0,3.0,5.0,,9.0,3.0,7.0,2.0,6.0,15.0,16.0,14.0,6.0,1.0,,4.0,5.0,2.0,7.0,1.0,1.0,3.0,,2.0,16.0,,7.0,1.0,9.0,10.0,1.0,20.0,8.0,28.0,1.0,5.0,5.0,,1.0,2.0,,4.0,,7.0,,2.0,5.0,,18.0,,,1.0,2.0,1.0,1.0,2.0,,4.0,1.0,1.0,,1.0,1.0,,,,15.0,72.0,1.0,4.0,0.5333333333333333,0.6666666666666666,0.375,0.6,0.42857142857142855,0.4090909090909091,0.75,0.5,0.75,0.5769230769230769,0.09090909090909091,0.1,0.17647058823529413,0.2,,0.7142857142857143,0.09090909090909091,0.14285714285714285,0.12987012987012986,0.061946902654867256,0.23076923076923078,,0.16379310344827586,0.04794520547945205,0.1,0.09090909090909091,0.03278688524590164,,,0.25,0.11538461538461539,0.037037037037037035,0.1935483870967742,0.375,0.045454545454545456,1.0,0.38636363636363635,0.5882352941176471,0.7142857142857143,0.5,0.11363636363636363,,,,0.2777777777777778,0.2777777777777778,0.6,0.06818181818181818,0.022727272727272728,0.6666666666666666,0.5,,0.4444444444444444,0.5,0.1111111111111111,0.4772727272727273,0.5569916666666667,0.44081875,0.20930232558139536,0.3488372093023256,31.825,0.2360655737704918,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,1.0,1.0,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203148,1610612740,Brian Roberts,Brian Roberts,203148,NOH,27827.0,464,848,845,1693,79.0,142.0,31.0,221.0,907,14.0,5.0,40.0,33.0,15.0,0.5314009661835749,24.400417101147028,0.40932642487046633,0.44365131578947364,0.07766990291262135,0.09740259740259741,12.839436619718308,-54.0,174.0,267.0,100.0,15.0,30.0,1.0,2.0,1.0,7.0,13.0,33.0,37.0,2.0,49.0,14.0,65.0,51.0,2.0,8.0,,16.0,8.0,28.0,15.0,10.0,47.0,36.0,94.0,,2.0,47.0,11.0,61.0,17.0,78.0,12.0,5.0,14.0,4.0,43.0,173.0,,6.0,,10.0,16.0,,26.0,6.0,32.0,2.0,9.0,17.0,3.0,5.0,10.0,2.0,12.0,3.0,27.0,2.0,7.0,21.0,2.0,43.0,5.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,47.0,174.0,5.0,1.0,0.27692307692307694,0.27692307692307694,0.45774647887323944,0.25,0.2857142857142857,0.49222797927461137,0.5,0.43023255813953487,0.5,0.4895833333333333,0.26424870466321243,0.07746478873239436,0.1,0.18181818181818182,0.02531645569620253,0.6296296296296297,,,0.06153846153846154,0.01892744479495268,0.08196721311475409,,0.06806282722513089,0.014388489208633094,,0.024096385542168676,0.0273972602739726,,,0.03,0.09302325581395349,0.06756756756756757,0.08602150537634409,0.06896551724137931,0.02247191011235955,,0.15544041450777202,0.5,0.5555555555555556,0.4,0.17098445595854922,0.3939393939393939,0.48148148148148145,0.3076923076923077,0.46835443037974683,0.4805194805194805,0.21621621621621623,0.010362694300518135,0.2538860103626943,0.125,0.5,,0.16279069767441862,0.14285714285714285,0.32558139534883723,0.41968911917098445,0.48001785714285716,0.3994890243902438,0.07239819004524888,0.21266968325791855,27.47254901960784,0.20518867924528303,,,,,1.0,20.0,4.0,8.0,7.0,21.0,1.0,0.35,0.39215686274509803,0.5,0.4666666666666667,0.40816326530612246,,,,,,,0.023255813953488372,,20.0,4.0,8.0,7.0,39.0,20.0,1.0,1.0,0.0196078431372549,0.02040816326530612,0.40816326530612246,0.4166666666666667,0.35,0.5,0.5,0.75,0.5,0.425531914893617,0.019230769230769232,,,,,,,True,,,
2427,1610612740,Roger Mason Jr.,Roger Mason Jr.,2427,NOH,21580.0,360,648,650,1298,30.0,49.0,18.0,110.0,699,3.0,2.0,8.0,20.0,,0.6046511627906976,13.333333333333334,0.375,0.4729487499999999,0.024390243902439025,,13.355102040816327,3.0,166.0,221.0,73.0,4.0,12.0,,,1.0,3.0,,7.0,21.0,5.0,26.0,8.0,25.0,31.0,2.0,3.0,1.0,11.0,9.0,14.0,10.0,12.0,36.0,34.0,16.0,,,26.0,4.0,14.0,5.0,19.0,4.0,1.0,4.0,4.0,6.0,43.0,3.0,,,15.0,28.0,2.0,45.0,3.0,48.0,1.0,1.0,11.0,1.0,8.0,1.0,,3.0,,12.0,1.0,2.0,10.0,,22.0,4.0,,,1.0,,,,6.0,4.0,4.0,1.0,1.0,4.0,4.0,,,,36.0,166.0,,4.0,0.68,0.68,0.5102040816326531,0.6666666666666666,0.6428571428571429,0.575,1.0,0.5,1.0,0.5862068965517241,0.3875,0.08163265306122448,0.08333333333333333,0.42857142857142855,,0.9166666666666666,0.08695652173913043,,0.125,,0.15151515151515152,0.03529411764705882,0.13312693498452013,0.010067114093959731,,,,0.028169014084507043,0.07142857142857142,0.0875,0.14634146341463414,0.14516129032258066,0.15384615384615385,0.14285714285714285,0.02857142857142857,1.0,0.15,0.3333333333333333,0.36363636363636365,0.25,0.0875,,,,0.7,0.7,0.7619047619047619,0.0625,0.325,,,,0.125,0.3333333333333333,0.3333333333333333,0.5375,0.5280833333333333,0.45388958333333335,0.1,0.32727272727272727,25.43870967741935,0.25617283950617287,2.0,1.0,1.0,,2.0,14.0,2.0,2.0,2.0,42.0,,1.0,0.45161290322580644,1.0,0.2,0.45161290322580644,0.4,0.4,1.0,0.2,1.0,1.0,0.08333333333333333,,12.0,1.0,1.0,2.0,,12.0,,2.0,,,0.46153846153846156,0.46153846153846156,1.0,0.2,1.0,1.0,0.25,0.46153846153846156,0.06060606060606061,2.0,,,,,,True,,,
201187,1610612740,Dominic McGuire,Dominic McGuire,201187,NOH,1495.0,25,45,47,92,1.0,3.0,,,53,1.0,,,,,,7.2727272727272725,0.3333333333333333,0.5055999999999999,,,8.066666666666666,-12.0,9.0,18.0,7.0,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,,1.0,1.0,2.0,4.0,2.0,6.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,0.6666666666666666,,0.09090909090909091,0.045454545454545456,0.125,0.125,0.10526315789473684,0.06666666666666667,0.1111111111111111,,,0.125,,0.16666666666666666,,,0.16666666666666666,,,,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,0.5224,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOH,6073.0,101,197,199,396,10.0,28.0,19.0,47.0,217,4.0,4.0,16.0,23.0,11.0,0.4895833333333333,26.754385964912284,0.2631578947368421,0.46988815789473676,0.2391304347826087,0.3055555555555556,9.289285714285715,-5.0,76.0,72.0,25.0,5.0,12.0,,2.0,,2.0,,6.0,6.0,,10.0,7.0,11.0,10.0,,3.0,,3.0,1.0,8.0,7.0,8.0,13.0,6.0,16.0,,,10.0,3.0,8.0,3.0,11.0,2.0,1.0,2.0,,6.0,25.0,1.0,,1.0,3.0,2.0,,5.0,2.0,7.0,,,9.0,1.0,4.0,4.0,1.0,5.0,,13.0,1.0,5.0,3.0,,8.0,1.0,,,,,,3.0,,2.0,,,,1.0,,,,,11.0,75.0,2.0,1.0,0.2727272727272727,0.2727272727272727,0.39285714285714285,,0.125,0.3684210526315789,0.3,0.16666666666666666,0.3,0.325,0.2631578947368421,0.10714285714285714,0.25,,,0.6923076923076923,,0.09090909090909091,0.037037037037037035,,0.08571428571428572,0.05555555555555555,0.056179775280898875,0.012345679012345678,,,,0.0625,,,0.1,,0.08695652173913043,0.08333333333333333,,,0.3157894736842105,0.4166666666666667,0.5555555555555556,0.4,0.15789473684210525,,,,0.6,0.6,0.16666666666666666,,0.2631578947368421,0.4,,,0.13333333333333333,,0.4666666666666667,0.5789473684210527,0.47705000000000003,0.42454000000000003,0.06382978723404255,0.2765957446808511,25.479999999999997,0.38578680203045684,,,,,,2.0,1.0,2.0,1.0,3.0,,0.5,0.2,0.5,0.14285714285714285,0.2,,,,,,,,,2.0,1.0,2.0,1.0,3.0,2.0,,,,,0.2,0.2,0.5,0.4,0.5,1.0,0.14285714285714285,0.2,,,2.0,1.0,1.0,,,True,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOH,37945.0,632,1142,1151,2293,57.0,147.0,39.0,324.0,1266,8.0,,39.0,45.0,18.0,0.5605536332179931,23.01829268292683,0.21348314606741572,0.493525468164794,0.06666666666666667,0.10975609756097561,9.693197278911565,-40.0,281.0,351.0,147.0,35.0,56.0,17.0,32.0,9.0,14.0,15.0,34.0,28.0,16.0,104.0,15.0,78.0,120.0,26.0,45.0,6.0,73.0,16.0,30.0,19.0,9.0,62.0,78.0,78.0,32.0,,104.0,6.0,19.0,4.0,23.0,3.0,1.0,7.0,4.0,8.0,50.0,4.0,43.0,3.0,33.0,53.0,10.0,96.0,50.0,146.0,6.0,8.0,7.0,,2.0,7.0,1.0,5.0,3.0,14.0,,4.0,23.0,6.0,43.0,3.0,3.0,4.0,7.0,1.0,,1.0,,4.0,6.0,5.0,1.0,6.0,3.0,,,,62.0,280.0,4.0,3.0,0.5,0.6290322580645161,0.5306122448979592,0.5777777777777777,0.5333333333333333,0.5337078651685393,0.6320754716981132,0.5408163265306123,0.6403508771929824,0.5740740740740741,0.449438202247191,0.04081632653061224,0.03571428571428571,0.11764705882352941,,0.5,0.23255813953488372,0.1111111111111111,0.14722222222222223,0.10913705583756345,0.18032786885245902,0.025157232704402517,0.15837937384898712,0.08499095840867993,0.140625,0.15454545454545454,0.05128205128205128,0.022727272727272728,0.037037037037037035,0.10869565217391304,0.1732283464566929,0.16842105263157894,0.1791044776119403,0.1836734693877551,0.043795620437956206,0.5,0.20973782771535582,0.625,0.6481481481481481,0.37142857142857144,0.12734082397003746,0.4411764705882353,0.5,0.3333333333333333,0.49122807017543857,0.49122807017543857,0.75,0.0599250936329588,0.3895131086142322,0.6037735849056604,0.53125,,0.2857142857142857,0.6428571428571429,0.30612244897959184,0.6591760299625468,0.5227299999999999,0.48349387755102047,0.22530864197530864,0.19135802469135801,25.206666666666663,0.24605954465849386,3.0,1.0,2.0,1.0,4.0,43.0,5.0,8.0,7.0,123.0,,0.9534883720930233,0.35833333333333334,0.625,0.3684210526315789,0.35833333333333334,0.1875,0.2,1.0,0.03773584905660377,0.5,1.0,0.08163265306122448,0.25,40.0,4.0,6.0,6.0,6.0,40.0,1.0,1.0,0.008333333333333333,,0.38461538461538464,0.38461538461538464,0.95,0.11320754716981132,0.6666666666666666,1.0,0.4,0.38461538461538464,0.008264462809917356,,,,,0.0625,,True,,,
202349,1610612740,Greivis Vasquez,Greivis Vasquez,202349,NOH,21624.0,360,664,677,1341,24.0,102.0,16.0,178.0,716,7.0,5.0,30.0,22.0,11.0,0.6095890410958904,22.875816993464053,0.17391304347826086,0.4745869565217392,0.08275862068965517,0.10185185185185185,8.092156862745098,29.0,235.0,245.0,86.0,24.0,37.0,1.0,2.0,4.0,8.0,19.0,41.0,14.0,4.0,32.0,12.0,57.0,36.0,3.0,6.0,,9.0,14.0,27.0,14.0,9.0,55.0,12.0,102.0,,,32.0,6.0,74.0,19.0,93.0,18.0,1.0,30.0,7.0,37.0,205.0,1.0,2.0,,17.0,25.0,3.0,45.0,3.0,48.0,,2.0,21.0,2.0,16.0,8.0,1.0,5.0,,29.0,2.0,5.0,10.0,,33.0,1.0,3.0,,,2.0,,5.0,,1.0,1.0,,1.0,1.0,1.0,,,2.0,55.0,234.0,6.0,1.0,0.10526315789473684,0.10526315789473684,0.5588235294117647,0.5,0.5185185185185185,0.5869565217391305,0.6428571428571429,0.5609756097560976,0.6428571428571429,0.5851063829787234,0.2608695652173913,0.058823529411764705,0.05405405405405406,0.0975609756097561,,0.7241379310344828,0.11538461538461539,,0.11737089201877934,0.00904977375565611,0.1452991452991453,0.012658227848101266,0.12727272727272726,0.01,0.0125,,0.012658227848101266,0.014705882352941176,,0.12345679012345678,0.0821917808219178,0.15254237288135594,0.14814814814814814,0.1388888888888889,,1.0,0.26811594202898553,0.6486486486486487,0.6857142857142857,0.16666666666666666,0.2971014492753623,0.4634146341463415,0.5135135135135135,0.05263157894736842,0.5833333333333334,0.5833333333333334,0.07142857142857142,0.028985507246376812,0.2318840579710145,0.2857142857142857,0.5,,0.1951219512195122,0.5,0.2926829268292683,0.5289855072463768,0.4724916666666667,0.4600768292682925,0.05056179775280899,0.3089887640449438,25.35277777777778,0.3539156626506024,3.0,1.0,1.0,1.0,2.0,16.0,1.0,1.0,6.0,33.0,2.0,0.6875,0.4444444444444444,1.0,0.42857142857142855,0.4444444444444444,0.75,0.75,1.0,0.14285714285714285,1.0,1.0,0.04878048780487805,0.5,13.0,,,5.0,15.0,13.0,,1.0,,,0.40625,0.40625,0.6153846153846154,,,,0.4166666666666667,0.40625,0.02702702702702703,,,,,,,True,,,
202329,1610612740,Al-Farouq Aminu,Al-Farouq Aminu,202329,NOH,18048.0,301,567,577,1144,13.0,60.0,18.0,63.0,586,16.0,5.0,21.0,29.0,12.0,0.4144736842105263,15.360983102918587,0.20634920634920634,0.5127857142857143,0.16666666666666666,0.17391304347826086,6.858333333333334,21.0,206.0,208.0,73.0,15.0,32.0,4.0,9.0,2.0,9.0,6.0,15.0,,,3.0,2.0,21.0,3.0,6.0,12.0,4.0,16.0,5.0,21.0,2.0,9.0,22.0,30.0,12.0,6.0,,3.0,8.0,19.0,6.0,25.0,5.0,1.0,8.0,3.0,8.0,56.0,3.0,17.0,,23.0,36.0,7.0,66.0,20.0,86.0,2.0,11.0,11.0,1.0,5.0,13.0,4.0,6.0,1.0,24.0,4.0,10.0,5.0,,16.0,1.0,4.0,,3.0,1.0,1.0,3.0,,4.0,6.0,5.0,,7.0,3.0,,1.0,,22.0,205.0,2.0,4.0,0.7142857142857143,0.8333333333333334,0.35,0.5,0.23809523809523808,0.35714285714285715,0.5,0.2826086956521739,0.5714285714285714,0.3793103448275862,0.047619047619047616,0.13333333333333333,0.1875,0.13333333333333333,,0.4583333333333333,0.3333333333333333,,0.1875,0.08717948717948718,0.23711340206185566,0.05454545454545454,0.2041522491349481,0.08,0.1111111111111111,0.1111111111111111,0.05128205128205128,0.022727272727272728,0.18181818181818182,0.1643835616438356,0.15151515151515152,0.2641509433962264,0.2923076923076923,0.125,0.06451612903225806,0.42857142857142855,0.5079365079365079,0.46875,0.5769230769230769,0.6666666666666666,0.23809523809523808,0.4,0.46153846153846156,0.8333333333333334,,,,,0.047619047619047616,0.75,0.4444444444444444,,0.391304347826087,0.2222222222222222,0.08695652173913043,0.5555555555555556,0.5120545454545454,0.48213478260869563,0.25396825396825395,0.3492063492063492,25.766666666666666,0.36331569664902996,,,,,,1.0,,,1.0,3.0,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,,,,,,,,1.0,,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,0.3333333333333333,,1.0,1.0,1.0,,,1.0,True,,,
