EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,FTOffRebounds,SecondChanceTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockingFouls,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,on,Clear Path Fouls
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,23553.0,393.0,123.0,763,747,241,246,92.0,1510,21.0,33.0,5.0,7.0,9.0,12.0,12.0,26.0,9.0,30.0,5.0,10.0,1.0,1.0,2.0,30.0,68.0,1.0,2.0,7.0,21.0,42.0,89.0,35.0,78.0,54.0,243.0,762.0,6.0,9.0,1.0,3.0,9.0,24.0,14.0,27.0,8.0,23.0,21.0,73.0,18.0,66.0,90.0,15.0,10.0,1.0,67.0,30.0,8.0,30.0,10.0,40.0,8.0,2.0,12.0,9.0,9.0,90.0,1.0,13.0,19.0,31.0,5.0,55.0,14.0,69.0,4.0,15.0,11.0,4.0,9.0,2.0,7.0,10.0,1.0,2.0,1.0,19.0,5.0,18.0,34.0,1.0,4.0,54.0,5.0,3.0,2.0,1.0,63.0,3.0,1.0,23.0,1.0,8.0,7.0,1.0,1.0,4.0,1.0,2.0,8.0,4.0,71.0,233,3.0,5.0,0.21428571428571427,0.24324324324324326,0.8571428571428571,0.44871794871794873,0.3333333333333333,0.34782608695652173,0.45454545454545453,0.47191011235955055,0.6666666666666666,0.5185185185185185,0.5658682634730539,0.625,0.52,0.6198979591836735,0.75,0.5793650793650794,0.46706586826347307,0.0898876404494382,0.15151515151515152,0.11538461538461539,24.739884393063583,0.47368421052631576,0.2,0.1220472440944882,0.05241935483870968,0.15966386554621848,0.009259259259259259,0.13404825737265416,0.03932584269662921,0.06896551724137931,0.042105263157894736,0.05263157894736842,0.012195121951219513,0.045454545454545456,0.1625,0.16279069767441862,0.1724137931034483,0.125,0.05128205128205128,0.5,0.19760479041916168,0.6363636363636364,0.75,0.2857142857142857,0.15568862275449102,0.46153846153846156,0.5217391304347826,0.17964071856287425,0.3,0.3,0.3333333333333333,0.059880239520958084,0.5,0.5,0.8,0.40718562874251496,0.4411764705882353,0.4411764705882353,0.8666666666666667,0.5833333333333334,0.7142857142857143,0.08333333333333333,0.16666666666666666,0.5,1.0,0.24,0.75,0.04,0.5,0.42,0.3333333333333333,0.6646706586826348,0.44776119402985076,0.49096777108433737,0.5275772727272726,0.4593193877551021,0.1276595744680851,0.21100917431192662,0.012658227848101266,0.09876543209876543,0.3004115226337449,9.71011235955056,25.411538461538463,0.31585845347313235,,,,,,,,,,,,,,,,,,,,,,,True,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,38985.0,650.0,79.0,1242,1227,226,219,111.0,2469,16.0,23.0,6.0,8.0,,1.0,23.0,48.0,74.0,146.0,2.0,2.0,2.0,2.0,2.0,28.0,60.0,5.0,7.0,5.0,15.0,113.0,217.0,30.0,62.0,67.0,383.0,1282.0,9.0,21.0,7.0,9.0,8.0,47.0,15.0,29.0,7.0,17.0,25.0,76.0,142.0,84.0,87.0,3.0,12.0,,60.0,28.0,9.0,37.0,13.0,50.0,7.0,6.0,21.0,9.0,7.0,113.0,8.0,11.0,28.0,91.0,9.0,128.0,20.0,148.0,3.0,14.0,9.0,5.0,17.0,1.0,7.0,6.0,,10.0,2.0,23.0,7.0,23.0,35.0,1.0,2.0,77.0,,12.0,2.0,1.0,72.0,5.0,6.0,20.0,5.0,9.0,13.0,,,11.0,,2.0,13.0,9.0,76.0,221,3.0,9.0,0.6283185840707964,0.6635514018691588,0.9666666666666667,0.4838709677419355,0.7777777777777778,0.4117647058823529,0.4838709677419355,0.5207373271889401,0.42857142857142855,0.5172413793103449,0.5663082437275986,0.65,0.5543478260869565,0.6172638436482085,0.7121212121212122,0.6551724137931034,0.2222222222222222,0.041474654377880185,0.08695652173913043,0.0625,24.175824175824175,0.7391304347826086,0.2647058823529412,0.22141119221411193,0.02736318407960199,0.16470588235294117,0.04878048780487805,0.20481927710843373,0.03356890459363958,0.06666666666666667,0.022900763358778626,0.011049723756906077,0.04132231404958678,0.2222222222222222,0.2413793103448276,0.2052980132450331,0.19166666666666668,0.1,0.023622047244094488,0.6923076923076923,0.08243727598566308,0.6956521739130435,0.7619047619047619,0.4375,0.17204301075268819,0.4791666666666667,0.5111111111111111,0.5232974910394266,0.5068493150684932,0.5211267605633803,0.7297297297297297,0.007168458781362007,1.0,1.0,1.0,0.21505376344086022,0.4666666666666667,0.4666666666666667,0.9642857142857143,0.26666666666666666,0.75,0.06666666666666667,0.23333333333333334,0.7142857142857143,0.8,0.021739130434782608,,0.043478260869565216,1.0,0.32608695652173914,0.3333333333333333,0.3046594982078853,0.4666666666666667,0.4539802867383512,0.48305952380952377,0.4427380434782609,0.08389261744966443,0.08620689655172414,0.07575757575757576,0.1227154046997389,0.19843342036553524,13.823041474654378,25.170967741935492,0.1819645732689211,2.0,1.0,1.0,1.0,1.0,1.0,0.0273972602739726,0.05,0.06976744186046512,0.43478260869565216,1.0,1.0,,,,,,,,,,,True,
1882,1610612742,Elton Brand,Elton Brand,1882,DAL,17201.0,287.0,24.0,552,548,153,146,57.0,1100,16.0,24.0,4.0,8.0,2.0,5.0,17.0,39.0,9.0,20.0,,,,,,,,,,,,42.0,83.0,,,13.0,97.0,567.0,11.0,19.0,,,4.0,26.0,7.0,18.0,,,4.0,18.0,52.0,32.0,,,12.0,,,,3.0,4.0,9.0,13.0,5.0,4.0,1.0,,3.0,35.0,6.0,15.0,14.0,38.0,1.0,53.0,22.0,75.0,3.0,10.0,4.0,6.0,5.0,,2.0,2.0,,3.0,1.0,7.0,3.0,19.0,34.0,,,16.0,1.0,2.0,1.0,,20.0,4.0,,10.0,,2.0,21.0,,,12.0,3.0,6.0,21.0,15.0,18.0,151,5.0,2.0,0.6190476190476191,0.7222222222222222,,,,,,0.5060240963855421,0.5789473684210527,0.3888888888888889,0.5060240963855421,0.5789473684210527,0.3888888888888889,0.532967032967033,0.6190476190476191,0.45,,0.03614457831325301,0.08333333333333333,0.02564102564102564,15.909090909090908,0.7142857142857143,0.08333333333333333,0.20212765957446807,0.08571428571428572,0.1686746987951807,0.06896551724137931,0.1918819188191882,0.08015267175572519,0.21052631578947367,0.08450704225352113,0.015151515151515152,0.07692307692307693,0.14285714285714285,0.18181818181818182,0.2597402597402597,0.16071428571428573,0.18518518518518517,0.08108108108108109,0.7142857142857143,0.2891566265060241,0.6666666666666666,0.7272727272727273,0.6875,0.46987951807228917,0.4358974358974359,0.4473684210526316,0.24096385542168675,0.45,0.45,1.0,,,,,,,,,0.42105263157894735,0.5,,,,,0.2777777777777778,0.4,,,,,0.2891566265060241,,0.46997590361445796,0.51309375,0.4725166666666667,0.11235955056179775,0.11235955056179775,,0.26804123711340205,0.18556701030927836,8.895180722891567,,0.27717391304347827,,1.0,1.0,2.0,,1.0,,0.05555555555555555,0.045454545454545456,0.35294117647058826,,,3.0,1.0,0.25,,,,,,,,True,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,21799.0,363.0,8.0,690,695,125,136,66.0,1385,34.0,42.0,5.0,8.0,5.0,8.0,25.0,49.0,2.0,5.0,4.0,15.0,1.0,2.0,3.0,,2.0,,,,,61.0,96.0,4.0,17.0,19.0,153.0,742.0,11.0,18.0,,1.0,2.0,24.0,9.0,17.0,2.0,3.0,8.0,32.0,86.0,36.0,12.0,,10.0,,2.0,,3.0,20.0,14.0,34.0,10.0,4.0,6.0,6.0,8.0,82.0,8.0,13.0,20.0,37.0,4.0,61.0,21.0,82.0,,15.0,13.0,2.0,12.0,4.0,8.0,8.0,2.0,4.0,,20.0,3.0,15.0,22.0,,1.0,17.0,,2.0,,1.0,24.0,2.0,,11.0,,2.0,10.0,1.0,1.0,6.0,1.0,3.0,11.0,7.0,30.0,119,1.0,1.0,0.7049180327868853,0.7678571428571429,1.0,0.23529411764705882,,0.6666666666666666,0.23529411764705882,0.6354166666666666,0.6111111111111112,0.5294117647058824,0.5929203539823009,0.5789473684210527,0.6,0.6169354838709677,0.6,0.6666666666666666,0.1504424778761062,0.03125,0.07142857142857142,,18.872870249017037,0.6,0.23529411764705882,0.14396887159533073,0.057777777777777775,0.19607843137254902,0.0898876404494382,0.15877437325905291,0.06687898089171974,0.05,0.08080808080808081,0.03488372093023256,0.11666666666666667,0.08181818181818182,0.16666666666666666,0.21333333333333335,0.18181818181818182,0.24,,0.6363636363636364,0.37168141592920356,0.8095238095238095,0.8717948717948718,0.7647058823529411,0.4336283185840708,0.5102040816326531,0.5102040816326531,0.04424778761061947,0.4,0.4,1.0,0.13274336283185842,0.26666666666666666,0.26666666666666666,1.0,0.017699115044247787,,,,0.42105263157894735,0.625,0.05263157894736842,,,,0.4,0.625,0.15,0.6666666666666666,,,0.5221238938053098,,0.5290336283185841,0.5097384615384615,0.48321249999999993,0.09016393442622951,0.10476190476190476,,0.1568627450980392,0.20915032679738563,5.636458333333333,23.429411764705886,0.18115942028985507,,,1.0,,,,,,0.034482758620689655,0.6,,,2.0,,0.2,,,,,,,,True,
2229,1610612742,Mike James,Mike James,2229,DAL,51705.0,862.0,30.0,1654,1659,350,387,158.0,3313,22.0,46.0,1.0,5.0,3.0,8.0,20.0,59.0,11.0,41.0,17.0,51.0,3.0,1.0,5.0,31.0,74.0,,2.0,5.0,15.0,53.0,146.0,48.0,125.0,23.0,273.0,1770.0,2.0,7.0,,5.0,3.0,7.0,9.0,25.0,6.0,20.0,16.0,52.0,14.0,92.0,132.0,12.0,,1.0,73.0,31.0,13.0,98.0,41.0,139.0,30.0,11.0,35.0,20.0,43.0,319.0,2.0,7.0,23.0,36.0,4.0,63.0,9.0,72.0,5.0,26.0,17.0,9.0,35.0,10.0,28.0,20.0,1.0,7.0,2.0,55.0,12.0,35.0,95.0,,2.0,33.0,,1.0,3.0,,29.0,1.0,,9.0,,6.0,3.0,,,3.0,,,3.0,2.0,50.0,339,10.0,5.0,0.1320754716981132,0.1320754716981132,0.9166666666666666,0.384,,0.3,0.3870967741935484,0.363013698630137,0.2857142857142857,0.36,0.4612546125461255,0.16666666666666666,0.4,0.4789473684210526,0.25,0.4727272727272727,0.4612546125461255,0.08904109589041095,0.15217391304347827,0.0847457627118644,18.538713195201744,0.6363636363636364,0.0784313725490196,0.06260869565217392,0.013011152416356878,0.0954356846473029,0.008733624454148471,0.07230392156862746,0.011734028683181226,,0.020512820512820513,0.013574660633484163,,0.07906976744186046,0.042682926829268296,0.061224489795918366,0.08092485549132948,0.1323529411764706,0.03289473684210526,0.6666666666666666,0.16974169741697417,0.4782608695652174,0.5641025641025641,0.13636363636363635,0.2177121771217712,0.3389830508474576,0.37037037037037035,0.15129151291512916,0.2682926829268293,0.275,0.18181818181818182,0.1881918819188192,0.3333333333333333,0.3333333333333333,0.9411764705882353,0.2730627306273063,0.4189189189189189,0.4246575342465753,0.9032258064516129,0.4166666666666667,0.2,0.25,0.16666666666666666,,,0.17777777777777778,0.375,0.1111111111111111,0.2,0.3333333333333333,0.3333333333333333,0.6309963099630996,0.4246575342465753,0.507132089552239,0.54226,0.4769392857142857,0.03225806451612903,0.05844155844155844,,0.02564102564102564,0.19047619047619047,9.019863013698632,24.835200000000007,0.21160822249093109,,,2.0,6.0,,,0.024390243902439025,,0.03278688524590164,0.1,,,,,,1.0,3.0,0.008,0.013513513513513514,,,,True,
201564,1610612742,O.J. Mayo,O.J. Mayo,201564,DAL,34960.0,583.0,-17.0,1110,1120,211,235,98.0,2230,16.0,32.0,,2.0,7.0,13.0,13.0,28.0,22.0,57.0,5.0,10.0,,1.0,2.0,17.0,41.0,3.0,4.0,1.0,9.0,51.0,117.0,22.0,51.0,20.0,188.0,1214.0,2.0,6.0,3.0,4.0,,13.0,10.0,25.0,2.0,11.0,11.0,37.0,30.0,72.0,57.0,9.0,,1.0,40.0,17.0,7.0,51.0,28.0,79.0,21.0,7.0,23.0,9.0,19.0,186.0,2.0,3.0,16.0,33.0,1.0,50.0,5.0,55.0,2.0,12.0,8.0,4.0,21.0,7.0,13.0,11.0,,8.0,,32.0,7.0,14.0,22.0,1.0,,28.0,,,1.0,,26.0,3.0,1.0,8.0,,6.0,1.0,,,1.0,,,1.0,1.0,32.0,201,2.0,3.0,0.29411764705882354,0.29411764705882354,0.8636363636363636,0.43137254901960786,0.75,0.18181818181818182,0.44,0.4358974358974359,0.3333333333333333,0.4,0.5,0.65,0.3611111111111111,0.5223463687150838,0.65,0.4186046511627907,0.30357142857142855,0.05982905982905983,0.125,0.03571428571428571,17.266775777414075,0.65625,0.030303030303030304,0.08418367346938775,0.00821917808219178,0.1,0.0136986301369863,0.08876811594202899,0.009784735812133072,0.022988505747126436,0.007518796992481203,,0.009433962264150943,0.06097560975609756,0.052083333333333336,0.13636363636363635,0.09482758620689655,0.11363636363636363,0.024096385542168676,1.0,0.19047619047619047,0.5,0.5714285714285714,0.1875,0.16666666666666666,0.4642857142857143,0.48148148148148145,0.3392857142857143,0.38596491228070173,0.4,0.4090909090909091,0.05952380952380952,0.5,0.5,1.0,0.24404761904761904,0.4146341463414634,0.425,0.8235294117647058,0.2,,,0.4,0.75,1.0,0.3611111111111111,0.5384615384615384,0.05555555555555555,0.5,0.25,0.1111111111111111,0.49404761904761907,0.425,0.48803892215568867,0.4006,0.4863357142857143,0.046242774566473986,0.06557377049180328,,0.06914893617021277,0.19680851063829788,11.770085470085471,25.286274509803924,0.1900900900900901,,,,,,,0.03508771929824561,,0.025,0.23076923076923078,,,,,,1.0,1.0,0.0196078431372549,0.024390243902439025,,,,True,
201627,1610612742,Anthony Morrow,Anthony Morrow,201627,DAL,1748.0,29.0,-20.0,63,64,28,26,4.0,127,1.0,1.0,,,1.0,1.0,2.0,4.0,3.0,7.0,,1.0,1.0,,1.0,,,,,,,6.0,12.0,,1.0,2.0,14.0,82.0,,,,1.0,,,3.0,6.0,,1.0,,6.0,4.0,8.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,5.0,,,3.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,6.0,27,2.0,,0.3333333333333333,0.3333333333333333,,,,,,0.5,,0.5,0.46153846153846156,,0.42857142857142855,0.5,,0.42857142857142855,0.07692307692307693,0.08333333333333333,,,19.71830985915493,,,,,0.2,,0.08,,,,,,,,,0.2222222222222222,,,,0.07692307692307693,1.0,1.0,,0.3076923076923077,0.5,0.5,0.5384615384615384,0.42857142857142855,0.5,0.6666666666666666,0.07692307692307693,,,,,,,,,,1.0,,,,0.14285714285714285,1.0,0.14285714285714285,,,,0.15384615384615385,,0.4058846153846154,,0.4189142857142857,0.07142857142857142,0.07692307692307693,,,0.42857142857142855,14.658333333333333,24.2,0.4444444444444444,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,True,
201954,1610612742,Darren Collison,Darren Collison,201954,DAL,5457.0,91.0,-14.0,184,186,63,59,15.0,370,10.0,11.0,1.0,2.0,5.0,5.0,1.0,4.0,3.0,8.0,1.0,1.0,,,,,6.0,,,,3.0,14.0,23.0,1.0,7.0,17.0,48.0,217.0,1.0,3.0,,,,2.0,5.0,9.0,,3.0,11.0,21.0,8.0,20.0,3.0,,2.0,,6.0,,,9.0,8.0,17.0,6.0,2.0,3.0,1.0,5.0,42.0,1.0,2.0,1.0,5.0,,6.0,3.0,9.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,8.0,4.0,4.0,10.0,,,16.0,,,,,18.0,1.0,,4.0,,6.0,1.0,1.0,1.0,,,1.0,2.0,1.0,18.0,61,,3.0,0.2857142857142857,0.3076923076923077,1.0,0.14285714285714285,,,0.14285714285714285,0.6086956521739131,0.3333333333333333,0.5555555555555556,0.5166666666666667,0.3333333333333333,0.4166666666666667,0.6153846153846154,0.3333333333333333,0.5833333333333334,0.23333333333333334,,,,22.77227722772277,0.5,,0.07575757575757576,0.03636363636363636,0.05,0.043478260869565216,0.06976744186046512,0.038461538461538464,,0.047619047619047616,0.041666666666666664,0.05263157894736842,0.09090909090909091,0.043478260869565216,0.09523809523809523,,0.1,0.07142857142857142,0.5,0.36666666666666664,0.9090909090909091,0.9090909090909091,0.3,0.13333333333333333,0.25,0.25,0.26666666666666666,0.375,0.375,0.3333333333333333,0.03333333333333333,1.0,1.0,1.0,0.2,,,,0.6666666666666666,0.5,,,,,0.4166666666666667,1.0,,,0.25,,0.6,,0.5219400000000001,0.39795,0.5298791666666668,0.12121212121212122,0.15384615384615385,,0.041666666666666664,0.4375,7.765217391304348,25.371428571428574,0.3423913043478261,,,,,,,,,,,,,2.0,,,,,,,,,,True,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,2177.0,36.0,19.0,72,72,19,17,9.0,144,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,,6.0,,,,2.0,6.0,9.0,1.0,7.0,3.0,18.0,67.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,8.0,3.0,,,,6.0,,,6.0,3.0,9.0,3.0,,1.0,3.0,2.0,21.0,,,2.0,5.0,,7.0,,7.0,,,,,3.0,,1.0,1.0,,2.0,1.0,4.0,1.0,,,,,3.0,,,,,3.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,7.0,19,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,,0.3333333333333333,0.14285714285714285,0.6666666666666666,1.0,0.5,0.46875,1.0,0.5,0.5294117647058824,1.0,0.5833333333333334,0.4375,,,,25.30120481927711,0.75,,0.17857142857142858,,0.16666666666666666,,0.175,,,,,,,0.2727272727272727,0.25,0.16666666666666666,0.16666666666666666,,,0.25,1.0,1.0,0.5,0.125,0.5,0.5,0.1875,0.3333333333333333,0.3333333333333333,,0.0625,1.0,1.0,1.0,0.375,,,,1.0,1.0,,,,,0.2,1.0,0.2,1.0,0.4,,0.6875,,0.529103125,,0.5330100000000001,0.0625,0.1111111111111111,,0.1111111111111111,0.3888888888888889,9.044444444444444,24.557142857142857,0.2638888888888889,,,,,,,,,,,,,,,,,,,,,,,True,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,22319.0,372.0,-24.0,706,721,118,159,67.0,1427,15.0,20.0,2.0,3.0,1.0,2.0,,2.0,6.0,19.0,7.0,12.0,,1.0,1.0,7.0,33.0,1.0,5.0,3.0,8.0,21.0,41.0,14.0,45.0,10.0,94.0,790.0,2.0,3.0,1.0,5.0,3.0,10.0,1.0,5.0,4.0,9.0,3.0,17.0,28.0,14.0,39.0,3.0,4.0,,33.0,7.0,5.0,20.0,10.0,30.0,8.0,2.0,9.0,3.0,8.0,70.0,5.0,8.0,11.0,30.0,4.0,45.0,13.0,58.0,1.0,13.0,8.0,5.0,8.0,1.0,6.0,4.0,1.0,2.0,,12.0,1.0,10.0,32.0,2.0,,17.0,,4.0,2.0,,15.0,3.0,,8.0,,1.0,4.0,,,3.0,,1.0,4.0,1.0,17.0,116,1.0,1.0,0.6666666666666666,0.7368421052631579,0.9285714285714286,0.3111111111111111,0.2,0.4444444444444444,0.3111111111111111,0.5121951219512195,0.6666666666666666,0.2,0.4883720930232558,0.4375,0.5,0.5108695652173914,0.5555555555555556,0.5666666666666667,0.5232558139534884,0.12195121951219512,0.15,0.5,13.231552162849873,0.6666666666666666,0.19047619047619047,0.12345679012345678,0.03571428571428571,0.10377358490566038,0.04310344827586207,0.1174785100286533,0.03823529411764706,0.03508771929824561,0.03896103896103896,0.03333333333333333,0.044444444444444446,0.12048192771084337,0.05555555555555555,0.18181818181818182,0.08108108108108109,0.15625,0.022727272727272728,0.25,0.23255813953488372,0.75,0.8823529411764706,0.6,0.023255813953488372,,,0.22093023255813954,0.3157894736842105,0.3333333333333333,0.8333333333333334,0.13953488372093023,0.5833333333333334,0.6363636363636364,1.0,0.38372093023255816,0.21212121212121213,0.21875,0.8571428571428571,0.375,0.6666666666666666,,0.625,0.2,1.0,0.14285714285714285,0.5,0.07142857142857142,1.0,0.5714285714285714,0.375,0.7558139534883721,0.21212121212121213,0.5510151162790696,0.538325,0.5263535714285713,0.08791208791208792,0.17391304347826086,,0.10638297872340426,0.18085106382978725,9.751219512195124,24.453333333333337,0.1671388101983003,,,1.0,3.0,,,0.05263157894736842,,0.038461538461538464,,,,,,,2.0,,0.044444444444444446,0.030303030303030304,0.08333333333333333,,,True,
