EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,BlockedShortMidRange,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FTOffRebounds,3SecondViolations,OffFTReboundPct,HeaveAttempts,on,Corner3PctBlocked
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,83028.0,1384,-9.0,2664,2653,515,387.0,310.0,5317,47.0,93.0,7.0,17.0,6.0,9.0,6.0,31.0,35.0,74.0,41.0,88.0,1.0,3.0,6.0,24.0,40.0,109.0,2.0,7.0,5.0,23.0,88.0,198.0,81.0,197.0,93.0,512.0,2717,8.0,24.0,3.0,10.0,10.0,35.0,8.0,25.0,11.0,47.0,25.0,74.0,110.0,66.0,237.0,6.0,6.0,109.0,40.0,22.0,74.0,20.0,94.0,7.0,13.0,35.0,12.0,27.0,208.0,2.0,34.0,32.0,118.0,4.0,154.0,36.0,190.0,5.0,34.0,19.0,15.0,25.0,4.0,19.0,32.0,2.0,6.0,8.0,7.0,57.0,4.0,9.0,46.0,2.0,97.0,3.0,1.0,2.0,7.0,97.0,3.0,9.0,3.0,113.0,8.0,4.0,3.0,50.0,8.0,1.0,11.0,8.0,3.0,11.0,7.0,2.0,1.0,1.0,74.0,513,8.0,1.0,0.625,0.6470588235294118,0.9753086419753086,0.41116751269035534,0.3,0.23404255319148937,0.41116751269035534,0.4444444444444444,0.3333333333333333,0.32,0.5303797468354431,0.36764705882352944,0.3402777777777778,0.5757918552036199,0.4358974358974359,0.42857142857142855,0.49873417721518987,0.1111111111111111,0.16129032258064516,0.1935483870967742,0.013513513513513514,16.545092838196286,0.43859649122807015,0.06557377049180328,0.12190082644628099,0.033073929961089495,0.08888888888888889,0.007462686567164179,0.11295180722891567,0.027777777777777776,0.043478260869565216,0.0425531914893617,0.018912529550827423,0.005714285714285714,0.010752688172043012,0.09375,0.08928571428571429,0.1597222222222222,0.09363295880149813,0.07526881720430108,0.025,0.6363636363636364,0.23544303797468355,0.5053763440860215,0.6025641025641025,0.6382978723404256,0.07848101265822785,0.1935483870967742,0.24,0.6666666666666666,0.18734177215189873,0.47297297297297297,0.4794520547945205,0.6,0.22278481012658227,0.4659090909090909,0.4659090909090909,1.0,0.2759493670886076,0.3669724770642202,0.3669724770642202,0.95,0.5,0.4117647058823529,0.08823529411764706,0.3333333333333333,1.0,0.20588235294117646,0.2857142857142857,1.0,0.125,0.6666666666666666,0.3333333333333333,0.25,0.3194444444444444,0.21739130434782608,0.7341772151898734,0.3669724770642202,0.5403130379746837,0.53668125,0.5136472222222221,0.13151927437641722,0.20833333333333334,0.03980099502487562,0.068359375,0.14453125,8.918686868686867,24.801522842639596,0.1933183183183183,,,,,,,,,,,,,,True,
201858,1610612764,Cartier Martin,Cartier Martin,201858,WAS,9678.0,161,22.0,304,299,72,83.0,43.0,603,2.0,6.0,1.0,2.0,1.0,1.0,2.0,6.0,4.0,14.0,4.0,10.0,1.0,1.0,1.0,4.0,9.0,22.0,1.0,3.0,3.0,4.0,8.0,26.0,13.0,32.0,1.0,56.0,286,1.0,4.0,2.0,4.0,,8.0,2.0,5.0,4.0,8.0,,16.0,12.0,4.0,39.0,,,22.0,9.0,3.0,3.0,,3.0,,,2.0,,1.0,6.0,,3.0,6.0,17.0,4.0,27.0,3.0,30.0,,3.0,1.0,2.0,3.0,2.0,1.0,4.0,,2.0,1.0,1.0,7.0,,,5.0,1.0,12.0,,,1.0,,10.0,,3.0,,5.0,1.0,,,3.0,,,3.0,1.0,,3.0,3.0,,,,16.0,72,3.0,,0.75,0.75,1.0,0.40625,0.5,0.5,0.40625,0.3076923076923077,0.25,0.4,0.47413793103448276,0.5,0.6153846153846154,0.4666666666666667,0.5,0.6153846153846154,0.5517241379310345,0.11538461538461539,0.3333333333333333,0.16666666666666666,,18.662952646239557,0.42857142857142855,0.3333333333333333,0.15454545454545454,0.024793388429752067,0.12,,0.14375,0.01875,,0.02631578947368421,0.038461538461538464,,,0.1111111111111111,0.15789473684210525,0.17777777777777778,0.125,0.1,,1.0,0.10344827586206896,0.3333333333333333,0.5,1.0,0.10344827586206896,0.3333333333333333,0.4,,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.1724137931034483,0.4,0.4,1.0,0.3793103448275862,0.4090909090909091,0.4090909090909091,1.0,0.25,0.5,0.125,1.0,1.0,0.375,0.3333333333333333,1.0,0.07692307692307693,1.0,0.3076923076923077,0.25,0.3076923076923077,0.75,0.6551724137931034,0.4090909090909091,0.5028258620689654,0.5298375,0.4877500000000001,0.05,0.10714285714285714,,0.14285714285714285,0.2857142857142857,12.342307692307694,24.990624999999998,0.23684210526315788,2.0,2.0,1.0,,,,,,,,,,,True,
201985,1610612764,AJ Price,AJ Price,201985,WAS,38084.0,635,15.0,1187,1180,202,244.0,156.0,2367,14.0,22.0,6.0,6.0,1.0,2.0,14.0,31.0,21.0,55.0,11.0,24.0,,1.0,2.0,4.0,25.0,77.0,2.0,8.0,2.0,8.0,49.0,108.0,36.0,101.0,18.0,224.0,1200,7.0,10.0,2.0,9.0,2.0,22.0,3.0,15.0,4.0,12.0,3.0,21.0,40.0,58.0,84.0,24.0,2.0,77.0,25.0,5.0,91.0,27.0,118.0,12.0,15.0,38.0,11.0,42.0,263.0,6.0,3.0,19.0,26.0,1.0,46.0,9.0,55.0,4.0,13.0,9.0,4.0,28.0,4.0,22.0,7.0,2.0,6.0,,,35.0,1.0,9.0,17.0,,32.0,,,1.0,1.0,30.0,,5.0,,24.0,,1.0,1.0,7.0,3.0,1.0,,,,,,,,,21.0,202,1.0,1.0,0.40816326530612246,0.4166666666666667,0.7777777777777778,0.3564356435643564,0.2222222222222222,0.3333333333333333,0.3564356435643564,0.4537037037037037,0.7,0.2,0.49282296650717705,0.5263157894736842,0.3333333333333333,0.5091324200913242,0.55,0.35714285714285715,0.48325358851674644,0.046296296296296294,0.22727272727272727,,,18.499635833940275,0.8,0.034482758620689655,0.05895691609977324,0.006578947368421052,0.12837837837837837,0.03773584905660377,0.07640067911714771,0.014634146341463415,0.008849557522123894,0.006944444444444444,0.005025125628140704,0.02702702702702703,0.0625,0.049586776859504134,0.07518796992481203,0.053475935828877004,0.13392857142857142,0.1111111111111111,0.03508771929824561,,0.10526315789473684,0.6363636363636364,0.8235294117647058,0.14285714285714285,0.14832535885167464,0.45161290322580644,0.45161290322580644,0.5714285714285714,0.2631578947368421,0.38181818181818183,0.38181818181818183,0.47619047619047616,0.11483253588516747,0.4583333333333333,0.4583333333333333,1.0,0.3684210526315789,0.3246753246753247,0.32894736842105265,0.68,0.3157894736842105,1.0,0.05263157894736842,,,0.42105263157894735,0.25,1.0,0.07407407407407407,0.5,0.14814814814814814,0.5,0.2962962962962963,0.25,0.5885167464114832,0.3246753246753247,0.4906832535885168,0.5577166666666666,0.4692203703703704,0.045871559633027525,0.06086956521739131,0.02912621359223301,0.09821428571428571,0.09375,12.237962962962966,25.18415841584158,0.17017691659646167,1.0,,0.16666666666666666,1.0,0.009900990099009901,0.012987012987012988,,,,,,,,True,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,21027.0,350,-51.0,659,663,139,142.0,94.0,1322,32.0,52.0,12.0,20.0,3.0,7.0,7.0,31.0,7.0,16.0,,,,,,,,,,,,,46.0,99.0,,,12.0,104.0,716,12.0,27.0,,,4.0,28.0,3.0,14.0,,,4.0,10.0,56.0,36.0,,,10.0,,,9.0,14.0,6.0,20.0,3.0,3.0,7.0,2.0,5.0,46.0,8.0,29.0,6.0,39.0,1.0,46.0,37.0,83.0,5.0,10.0,6.0,4.0,9.0,1.0,7.0,5.0,,2.0,,,14.0,1.0,1.0,14.0,,32.0,,,4.0,4.0,21.0,4.0,1.0,,23.0,1.0,,,10.0,,2.0,4.0,3.0,,6.0,4.0,,,,10.0,139,2.0,2.0,0.6086956521739131,0.6829268292682927,,,,,,0.46464646464646464,0.4444444444444444,0.21428571428571427,0.46464646464646464,0.4444444444444444,0.21428571428571427,0.4727272727272727,0.4827586206896552,0.2777777777777778,,0.09090909090909091,0.11538461538461539,0.0967741935483871,,15.95881595881596,0.6428571428571429,0.09090909090909091,0.15354330708661418,0.10247349823321555,0.0967741935483871,0.1095890410958904,0.14240506329113925,0.10393258426966293,0.15584415584415584,0.10309278350515463,0.06422018348623854,0.1320754716981132,0.05,0.125,0.08196721311475409,0.2066115702479339,0.10638297872340426,0.06666666666666667,0.11363636363636363,0.6666666666666666,0.5252525252525253,0.6153846153846154,0.6956521739130435,0.625,0.31313131313131315,0.22580645161290322,0.25,0.2857142857142857,0.16161616161616163,0.4375,0.4375,0.8571428571428571,,,,,,,,,0.7407407407407407,0.6,,,,,,,0.5,0.42857142857142855,,,,,0.5252525252525253,,0.5206141414141413,0.5467958333333333,0.5122214285714286,0.09259259259259259,0.09259259259259259,,0.2692307692307692,0.09615384615384616,6.102020202020204,,0.2109256449165402,1.0,1.0,0.16666666666666666,,,,2.0,1.0,1.0,,,,,True,
2731,1610612764,Emeka Okafor,Emeka Okafor,2731,WAS,123135.0,2052,-48.0,3929,3923,769,747.0,482.0,7852,148.0,234.0,39.0,71.0,26.0,47.0,118.0,285.0,62.0,168.0,,,,,,,,,,,,,328.0,687.0,,,109.0,765.0,4011,59.0,114.0,,,28.0,146.0,56.0,123.0,,,33.0,145.0,446.0,210.0,,,64.0,,,44.0,57.0,36.0,93.0,23.0,13.0,25.0,7.0,25.0,222.0,42.0,151.0,123.0,330.0,40.0,493.0,199.0,692.0,12.0,45.0,26.0,19.0,46.0,13.0,21.0,61.0,8.0,25.0,,8.0,107.0,15.0,18.0,68.0,4.0,145.0,1.0,,22.0,19.0,164.0,14.0,13.0,,191.0,15.0,,,94.0,,9.0,76.0,48.0,1.0,77.0,34.0,2.0,2.0,2.0,145.0,767,12.0,8.0,0.6798780487804879,0.7533783783783784,,,,,,0.4774381368267831,0.5175438596491229,0.45528455284552843,0.4774381368267831,0.5175438596491229,0.45528455284552843,0.4935483870967742,0.5328467153284672,0.48333333333333334,,0.06404657933042213,0.1111111111111111,0.06315789473684211,,19.63927855711423,0.42990654205607476,0.38461538461538464,0.23272214386459802,0.09869281045751634,0.23745173745173745,0.09859154929577464,0.23398760330578514,0.09867075664621677,0.09848484848484848,0.09147609147609148,0.10413476263399694,0.10380622837370242,0.08759124087591241,0.1925,0.265,0.23786407766990292,0.23529411764705882,0.2440944881889764,0.038461538461538464,0.44155844155844154,0.3406113537117904,0.6324786324786325,0.7115384615384616,0.6418918918918919,0.4148471615720524,0.41403508771929826,0.4419475655430712,0.5847457627118644,0.2445414847161572,0.36904761904761907,0.36904761904761907,0.9516129032258065,,,,,,,,,0.6228070175438597,0.5492957746478874,,,,,,,0.3821138211382114,0.5531914893617021,,,,,0.3406113537117904,,0.4743950509461426,0.5166917525773196,0.4674235772357723,0.1227154046997389,0.1227154046997389,,0.19084967320261437,0.1895424836601307,8.004657933042214,,0.19572410282514635,3.0,27.0,0.15384615384615385,,,,1.0,1.0,,6.0,5.0,0.05504587155963303,,True,
2403,1610612764,Nene,Nene,2403,WAS,54863.0,914,93.0,1766,1763,268,224.0,201.0,3529,102.0,144.0,16.0,21.0,11.0,20.0,38.0,105.0,30.0,103.0,,,,,,,,,,,,,170.0,352.0,,,85.0,425.0,1751,21.0,34.0,,,10.0,52.0,17.0,39.0,,,18.0,52.0,192.0,148.0,,,10.0,,,13.0,79.0,24.0,103.0,11.0,13.0,43.0,13.0,23.0,230.0,11.0,35.0,35.0,115.0,9.0,159.0,50.0,209.0,8.0,29.0,16.0,13.0,42.0,6.0,17.0,34.0,5.0,25.0,,6.0,76.0,8.0,5.0,38.0,1.0,88.0,2.0,,10.0,11.0,131.0,5.0,8.0,3.0,111.0,13.0,,,57.0,,5.0,19.0,9.0,,20.0,9.0,,1.0,,52.0,267,4.0,4.0,0.5647058823529412,0.5818181818181818,,,,,,0.48295454545454547,0.6176470588235294,0.4358974358974359,0.48295454545454547,0.6176470588235294,0.4358974358974359,0.529925187032419,0.6046511627906976,0.52,,0.036931818181818184,0.034722222222222224,0.0761904761904762,,24.030226700251887,0.5526315789473685,0.23076923076923078,0.17450682852807284,0.053929121725731895,0.15418502202643172,0.06470588235294118,0.16930022573363432,0.05616605616605617,0.05027932960893855,0.07425742574257425,0.041044776119402986,0.07920792079207921,0.043478260869565216,0.16666666666666666,0.1925133689839572,0.16778523489932887,0.15976331360946747,0.13793103448275862,0.047337278106508875,0.45,0.4090909090909091,0.7083333333333334,0.7338129496402878,0.6176470588235294,0.29829545454545453,0.3619047619047619,0.3917525773195876,0.3684210526315789,0.29261363636363635,0.2912621359223301,0.2912621359223301,0.6333333333333333,,,,,,,,,0.6176470588235294,0.7619047619047619,,,,,,,0.5128205128205128,0.55,,,,,0.4090909090909091,,0.49433551136363635,0.5325629629629629,0.4961153846153846,0.14393939393939395,0.14393939393939395,,0.1223529411764706,0.1223529411764706,8.080681818181818,,0.15175537938844846,6.0,10.0,0.375,,,,1.0,1.0,,4.0,,0.08163265306122448,,True,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,38949.0,649,-10.0,1248,1247,171,173.0,147.0,2495,16.0,34.0,,1.0,,3.0,4.0,9.0,27.0,61.0,6.0,21.0,1.0,4.0,,1.0,8.0,21.0,1.0,4.0,,3.0,47.0,104.0,14.0,42.0,13.0,149.0,1282,2.0,5.0,2.0,8.0,,10.0,1.0,9.0,,4.0,1.0,3.0,66.0,28.0,36.0,6.0,,21.0,8.0,7.0,49.0,13.0,62.0,5.0,8.0,26.0,11.0,12.0,137.0,2.0,10.0,10.0,46.0,2.0,58.0,12.0,70.0,2.0,32.0,13.0,19.0,21.0,5.0,17.0,16.0,2.0,4.0,1.0,1.0,37.0,2.0,6.0,33.0,,56.0,,,,4.0,26.0,1.0,7.0,,17.0,3.0,,,10.0,,,13.0,10.0,,13.0,7.0,,,,3.0,170,1.0,,0.7021276595744681,0.7021276595744681,0.8571428571428571,0.3333333333333333,0.25,,0.3333333333333333,0.4519230769230769,0.4,0.1111111111111111,0.4657534246575342,0.38461538461538464,0.07692307692307693,0.4869281045751634,0.38461538461538464,0.11538461538461539,0.2876712328767123,0.0673076923076923,0.14705882352941177,0.2222222222222222,,13.408609738884968,0.5675675675675675,0.07142857142857142,0.10337078651685393,0.019762845849802372,0.06329113924050633,0.018518518518518517,0.09286898839137644,0.019543973941368076,0.022388059701492536,0.012903225806451613,0.02304147465437788,0.02857142857142857,,0.11475409836065574,0.06086956521739131,0.1201923076923077,0.07017543859649122,0.045454545454545456,0.025974025974025976,0.5384615384615384,0.2328767123287671,0.47058823529411764,0.5517241379310345,0.5625,0.06164383561643835,0.4444444444444444,0.5714285714285714,0.25,0.4178082191780822,0.4426229508196721,0.4426229508196721,0.8518518518518519,0.14383561643835616,0.2857142857142857,0.2857142857142857,1.0,0.14383561643835616,0.38095238095238093,0.38095238095238093,0.75,0.07692307692307693,,0.3076923076923077,0.25,1.0,0.3076923076923077,0.25,1.0,0.23076923076923078,,0.07692307692307693,,0.23076923076923078,,0.5205479452054794,0.38095238095238093,0.5195993150684933,0.49945000000000006,0.4642807692307693,0.06535947712418301,0.09009009009009009,,0.06711409395973154,0.020134228187919462,11.773076923076927,24.55952380952381,0.13701923076923078,,3.0,,,,,,,,,1.0,,,True,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,66650.0,1111,15.0,2136,2129,407,397.0,256.0,4265,51.0,86.0,3.0,10.0,11.0,16.0,10.0,40.0,59.0,160.0,36.0,63.0,3.0,5.0,14.0,20.0,31.0,87.0,5.0,10.0,12.0,28.0,120.0,286.0,67.0,150.0,78.0,519.0,2163,9.0,30.0,8.0,15.0,8.0,50.0,18.0,49.0,26.0,48.0,28.0,142.0,156.0,84.0,189.0,12.0,2.0,86.0,31.0,21.0,68.0,22.0,90.0,10.0,12.0,26.0,20.0,22.0,202.0,6.0,20.0,30.0,68.0,3.0,101.0,30.0,131.0,10.0,32.0,23.0,9.0,30.0,10.0,16.0,28.0,3.0,14.0,1.0,7.0,58.0,4.0,8.0,40.0,1.0,69.0,1.0,,1.0,4.0,59.0,1.0,3.0,2.0,98.0,3.0,1.0,12.0,31.0,3.0,10.0,14.0,6.0,2.0,14.0,9.0,4.0,,,141.0,406,1.0,8.0,0.65,0.6554621848739496,0.9402985074626866,0.44666666666666666,0.5333333333333333,0.5416666666666666,0.44966442953020136,0.4195804195804196,0.3,0.3673469387755102,0.5057339449541285,0.4666666666666667,0.5876288659793815,0.5367647058823529,0.4807692307692308,0.6140350877192983,0.3440366972477064,0.07342657342657342,0.10465116279069768,0.225,0.01875,21.930184804928132,0.5172413793103449,0.05660377358490566,0.08762886597938144,0.024783147459727387,0.10676156583629894,0.02510460251046025,0.09271523178807947,0.0248565965583174,0.028708133971291867,0.024193548387096774,0.022857142857142857,0.012658227848101266,0.04938271604938271,0.0867579908675799,0.06306306306306306,0.1044776119402985,0.10599078341013825,0.109375,0.04405286343612335,0.6428571428571429,0.19724770642201836,0.5930232558139535,0.6623376623376623,0.7450980392156863,0.09174311926605505,0.25,0.3225806451612903,0.4,0.3669724770642202,0.36875,0.37579617834394907,0.6101694915254238,0.1444954128440367,0.5714285714285714,0.5714285714285714,0.9722222222222222,0.19954128440366972,0.3563218390804598,0.3563218390804598,0.9032258064516129,0.2222222222222222,0.3,0.1111111111111111,0.6,0.6666666666666666,0.2222222222222222,0.5,0.6,0.16494845360824742,0.6875,0.20618556701030927,0.7,0.28865979381443296,0.42857142857142855,0.5412844036697247,0.36046511627906974,0.5036006896551725,0.4919290697674419,0.5008979166666666,0.07296137339055794,0.09872611464968153,0.019736842105263157,0.09633911368015415,0.27360308285163776,12.452447552447556,24.898666666666667,0.19054307116104868,1.0,6.0,0.3333333333333333,,,,,,,4.0,,0.07142857142857142,1.0,True,
202322,1610612764,John Wall,John Wall,202322,WAS,57301.0,955,7.0,1864,1863,431,367.0,217.0,3727,77.0,135.0,5.0,12.0,24.0,36.0,33.0,81.0,70.0,177.0,5.0,9.0,1.0,3.0,3.0,5.0,4.0,19.0,,4.0,1.0,9.0,180.0,393.0,9.0,28.0,117.0,504.0,1930,13.0,36.0,1.0,7.0,10.0,39.0,48.0,98.0,4.0,14.0,45.0,153.0,104.0,256.0,21.0,6.0,4.0,16.0,4.0,18.0,150.0,63.0,213.0,34.0,29.0,66.0,31.0,53.0,489.0,,20.0,22.0,68.0,,90.0,20.0,110.0,9.0,34.0,19.0,15.0,61.0,13.0,40.0,28.0,3.0,21.0,1.0,1.0,89.0,4.0,22.0,33.0,2.0,67.0,3.0,,1.0,4.0,108.0,,7.0,5.0,147.0,15.0,,10.0,60.0,,16.0,20.0,11.0,1.0,21.0,9.0,,,,153.0,430,6.0,15.0,0.28888888888888886,0.29213483146067415,0.7777777777777778,0.32142857142857145,0.14285714285714285,0.2857142857142857,0.36,0.4580152671755725,0.3611111111111111,0.4897959183673469,0.45961995249406173,0.3372093023255814,0.48214285714285715,0.5145228215767634,0.3958333333333333,0.5431654676258992,0.0665083135391924,0.04580152671755725,0.07407407407407407,0.04938271604938271,0.022598870056497175,27.20343020485946,0.6853932584269663,,0.1027190332326284,0.028409090909090908,0.09401709401709402,,0.10044642857142858,0.023094688221709007,0.041666666666666664,0.017857142857142856,0.027777777777777776,,,0.06598984771573604,0.07228915662650602,0.14381270903010032,0.06857142857142857,0.1694915254237288,0.04326923076923077,0.42857142857142855,0.32066508313539194,0.5703703703703704,0.616,0.35064935064935066,0.19239904988123516,0.4074074074074074,0.42857142857142855,0.21212121212121213,0.42042755344418054,0.3954802259887006,0.4046242774566474,0.2571428571428571,0.021377672209026127,0.5555555555555556,0.5555555555555556,1.0,0.04513064133016627,0.21052631578947367,0.21052631578947367,0.5,0.27906976744186046,0.4166666666666667,0.06976744186046512,0.3333333333333333,1.0,0.09302325581395349,,,0.32142857142857145,0.6666666666666666,0.044642857142857144,0.6,0.08035714285714286,0.1111111111111111,0.38717339667458434,0.25,0.49938361244019136,0.4874428571428572,0.49429495412844027,0.12875536480686695,0.136986301369863,,0.07738095238095238,0.30357142857142855,10.36055979643766,28.87142857142857,0.23122317596566525,2.0,8.0,0.4,,,,1.0,,1.0,,,,3.0,True,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,41271.0,688,-39.0,1302,1310,336,388.0,181.0,2612,38.0,70.0,7.0,11.0,10.0,17.0,1.0,12.0,19.0,48.0,16.0,33.0,4.0,5.0,4.0,6.0,13.0,51.0,5.0,12.0,2.0,9.0,58.0,130.0,29.0,84.0,42.0,245.0,1327,8.0,15.0,9.0,17.0,12.0,55.0,13.0,29.0,6.0,15.0,18.0,62.0,64.0,52.0,87.0,,4.0,51.0,13.0,9.0,43.0,17.0,60.0,11.0,6.0,29.0,7.0,7.0,137.0,3.0,15.0,22.0,53.0,14.0,89.0,18.0,107.0,3.0,44.0,27.0,17.0,17.0,8.0,14.0,22.0,1.0,3.0,1.0,6.0,39.0,1.0,11.0,12.0,,30.0,,,1.0,4.0,39.0,2.0,2.0,,52.0,6.0,,2.0,22.0,,6.0,13.0,4.0,3.0,13.0,10.0,,1.0,,62.0,335,4.0,5.0,0.5517241379310345,0.5714285714285714,1.0,0.34523809523809523,0.5294117647058824,0.4,0.34523809523809523,0.4461538461538462,0.5333333333333333,0.4482758620689655,0.4742990654205608,0.671875,0.5,0.5148305084745762,0.7051282051282052,0.5740740740740741,0.3925233644859813,0.06923076923076923,0.08571428571428572,0.25,,18.16976127320955,0.4358974358974359,0.2978723404255319,0.11521739130434783,0.030181086519114688,0.12571428571428572,0.018292682926829267,0.11811023622047244,0.02723146747352496,0.05970149253731343,0.013422818791946308,0.02336448598130841,0.024193548387096774,,0.0945945945945946,0.08064516129032258,0.15425531914893617,0.14814814814814814,0.05,0.02586206896551724,0.7692307692307693,0.32710280373831774,0.5428571428571428,0.59375,0.5263157894736842,0.056074766355140186,0.08333333333333333,0.1111111111111111,1.0,0.22429906542056074,0.3958333333333333,0.3958333333333333,0.5789473684210527,0.1542056074766355,0.48484848484848486,0.48484848484848486,1.0,0.2383177570093458,0.2549019607843137,0.2549019607843137,1.0,0.34375,0.6363636363636364,0.15625,0.8,1.0,0.375,0.4166666666666667,1.0,0.38636363636363635,0.5882352941176471,0.13636363636363635,0.6666666666666666,0.20454545454545456,0.2222222222222222,0.719626168224299,0.2549019607843137,0.5442553738317757,0.5670139999999999,0.5320306818181818,0.09565217391304348,0.1506849315068493,,0.22448979591836735,0.2530612244897959,8.359230769230768,24.832142857142852,0.25806451612903225,,6.0,0.5714285714285714,,,,,,,,,,,True,
