EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,ShortMidRangeAssists,SelfOReb,Travels,DefCorner3ReboundPct,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,Charge Fouls,Charge Fouls Drawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,on,DefensiveGoaltends,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3
101123,1610612754,Gerald Green,Gerald Green,101123,IND,8261.0,138,-24,275,276,121,97,44.0,551,3.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,17.0,2.0,4.0,7.0,23.0,2.0,3.0,2.0,8.0,7.0,29.0,9.0,27.0,9.0,50.0,269,1.0,2.0,2.0,3.0,4.0,12.0,4.0,15.0,2.0,8.0,3.0,17.0,4.0,10.0,27.0,23.0,7.0,3.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,3.0,17.0,1.0,10.0,2.0,13.0,13.0,3.0,3.0,6.0,2.0,2.0,5.0,1.0,4.0,11.0,2.0,4.0,3.0,7.0,1.0,9.0,1.0,12.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,1.0,17.0,121,2.0,2.0,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.2413793103448276,0.5,0.26666666666666666,0.36607142857142855,0.8,0.30434782608695654,0.4032258064516129,0.8571428571428571,0.3269230769230769,0.48214285714285715,0.037037037037037035,0.10344827586206896,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.25,22.12121212121212,0.5454545454545454,0.25,0.08849557522123894,0.02857142857142857,0.07432432432432433,0.03125,0.09375,0.12244897959183673,0.041666666666666664,0.8,0.10714285714285714,0.5,0.6,0.3333333333333333,0.10714285714285714,0.16666666666666666,0.2,0.30357142857142855,0.17647058823529413,0.1875,0.3333333333333333,0.07142857142857142,0.5,0.6666666666666666,1.0,0.4107142857142857,0.30434782608695654,0.30434782608695654,1.0,0.2,1.0,0.6,0.6666666666666666,1.0,0.08695652173913043,0.5,0.34782608695652173,0.25,0.5892857142857143,0.30434782608695654,0.4921955357142858,0.5305500000000001,0.44855652173913046,0.06666666666666667,0.12121212121212122,0.24,0.34,13.289655172413791,25.75925925925926,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,7372.0,123,-22,237,235,79,58,34.0,472,10.0,17.0,3.0,3.0,3.0,5.0,2.0,10.0,,4.0,,,,,,,,,12.0,31.0,,,7.0,31.0,234,3.0,4.0,,,,6.0,5.0,11.0,,,3.0,13.0,14.0,10.0,,,,4.0,,3.0,3.0,6.0,3.0,,2.0,1.0,15.0,2.0,12.0,,14.0,22.0,5.0,3.0,3.0,,2.0,5.0,1.0,1.0,8.0,,1.0,8.0,15.0,2.0,10.0,,12.0,7.0,,4.0,4.0,,4.0,2.0,,13.0,79,,,0.5833333333333334,0.7777777777777778,,,,,,0.3870967741935484,0.75,0.45454545454545453,0.3870967741935484,0.75,0.45454545454545453,0.4305555555555556,0.75,0.5,,,0.12903225806451613,0.11764705882352941,0.2,,,15.884476534296029,0.375,,0.13043478260869565,0.08333333333333333,0.1206896551724138,0.125,0.16,0.11627906976744186,0.1,0.5,0.5483870967741935,0.5882352941176471,0.6666666666666666,0.5,0.3225806451612903,0.2,0.25,0.12903225806451613,,,,,,,,,,,,0.75,1.0,,,,0.45454545454545453,0.6,,,0.5483870967741935,,0.520383870967742,0.562925,0.5224,0.19444444444444445,0.19444444444444445,0.1935483870967742,0.41935483870967744,6.177419354838709,,0.3333333333333333,6.0,4.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.04597701149425287,0.12903225806451613,0.06779661016949153,0.037037037037037035,0.08695652173913043,0.02702702702702703,0.14814814814814814,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201571,1610612754,D.J. Augustin,D.J. Augustin,201571,IND,683.0,11,-3,25,22,13,12,,47,,,,,,,,,,,,,,1.0,,,,,,,,1.0,5.0,5.0,23,,,,,,,,,,,4.0,4.0,,,,1.0,,,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,4.0,,6.0,1.0,2.0,,,,,,,4.0,13,,2.0,,,,,,,,,,,,,,0.625,,1.0,1.0,,,,,,,20.0,1.0,,0.125,,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.46455,,,0.5,1.0,,0.8,,26.6,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,5196.0,87,-13,163,161,74,44,25.0,324,11.0,14.0,4.0,5.0,2.0,2.0,3.0,8.0,3.0,8.0,,,,,,,,,17.0,30.0,,,13.0,47.0,154,4.0,5.0,,,,8.0,6.0,11.0,,,8.0,20.0,14.0,20.0,,,,1.0,,3.0,1.0,4.0,1.0,,1.0,1.0,9.0,1.0,12.0,1.0,14.0,25.0,1.0,1.0,3.0,,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,,20.0,,24.0,7.0,5.0,1.0,1.0,,1.0,1.0,,20.0,74,2.0,4.0,0.4117647058823529,0.4666666666666667,,,,,,0.5666666666666667,0.8,0.5454545454545454,0.5666666666666667,0.8,0.5454545454545454,0.5595238095238095,0.6666666666666666,0.5263157894736842,,,0.03333333333333333,,0.125,,,24.22680412371134,0.6,0.14285714285714285,0.17391304347826086,0.07692307692307693,0.15853658536585366,0.19047619047619047,0.19047619047619047,0.14814814814814814,,1.0,0.4666666666666667,0.7857142857142857,0.7857142857142857,0.36363636363636365,0.26666666666666666,0.375,0.42857142857142855,0.26666666666666666,0.375,0.375,0.6666666666666666,,,,,,,,,1.0,0.8,,,,0.18181818181818182,1.0,,,0.4666666666666667,,0.48650333333333334,0.56364,0.4357545454545455,0.1891891891891892,0.1891891891891892,0.1702127659574468,0.425531914893617,7.933333333333333,,0.4539877300613497,4.0,2.0,9.0,11.0,,,,4.0,1.0,,,0.15,0.1,0.1375,0.17647058823529413,0.11764705882352941,0.15384615384615385,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,0.5,0.08333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203162,1610612754,Ben Hansbrough,Ben Hansbrough,203162,IND,12016.0,200,-31,403,393,179,153,58.0,796,6.0,10.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,10.0,2.0,3.0,4.0,20.0,1.0,2.0,2.0,6.0,9.0,22.0,6.0,23.0,21.0,57.0,382,1.0,4.0,1.0,2.0,2.0,7.0,4.0,10.0,3.0,7.0,8.0,25.0,2.0,16.0,18.0,19.0,4.0,2.0,,17.0,4.0,21.0,3.0,1.0,8.0,6.0,46.0,4.0,12.0,,16.0,18.0,7.0,5.0,10.0,3.0,9.0,8.0,1.0,1.0,18.0,2.0,7.0,11.0,22.0,,22.0,1.0,27.0,8.0,6.0,2.0,,2.0,2.0,1.0,,25.0,179,3.0,5.0,0.1111111111111111,0.1111111111111111,1.0,0.2608695652173913,0.5,0.42857142857142855,0.2727272727272727,0.4090909090909091,0.25,0.4,0.4,0.4166666666666667,0.5,0.49137931034482757,0.5,0.5434782608695652,0.5111111111111111,,0.09090909090909091,0.1,0.5,,,16.0676532769556,0.5555555555555556,,0.07741935483870968,0.0784313725490196,0.07766990291262135,0.06818181818181818,0.08888888888888889,0.07575757575757576,0.10256410256410256,0.5,0.2222222222222222,0.6,0.6666666666666666,,0.044444444444444446,0.5,1.0,0.2222222222222222,0.2,0.2,,0.06666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.2,0.2,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.23529411764705882,0.25,0.35294117647058826,0.3333333333333333,0.7333333333333333,0.21052631578947367,0.5024090909090909,0.48844000000000004,0.45360312500000005,0.15384615384615385,0.27586206896551724,0.12280701754385964,0.43859649122807015,9.831818181818182,26.752173913043475,0.4441687344913151,,1.0,1.0,2.0,2.0,4.0,1.0,,3.0,1.0,,0.006369426751592357,0.018867924528301886,0.009523809523809525,,,0.014285714285714285,0.021739130434782608,1.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
201965,1610612754,Jeff Ayres,Jeff Ayres,201965,IND,5032.0,84,-10,179,174,87,101,22.0,353,7.0,16.0,2.0,7.0,3.0,6.0,3.0,4.0,6.0,20.0,,1.0,,,,,,,16.0,40.0,,1.0,7.0,39.0,166,2.0,9.0,,,,4.0,5.0,15.0,,,1.0,11.0,22.0,10.0,,,,7.0,,2.0,2.0,4.0,1.0,1.0,2.0,,10.0,10.0,10.0,1.0,21.0,32.0,2.0,2.0,2.0,1.0,1.0,5.0,,1.0,7.0,,4.0,5.0,9.0,2.0,6.0,,8.0,4.0,1.0,3.0,3.0,,3.0,2.0,,11.0,87,1.0,2.0,0.6875,0.7857142857142857,,,,,,0.4,0.2222222222222222,0.3333333333333333,0.3902439024390244,0.2222222222222222,0.3333333333333333,0.4431818181818182,0.2222222222222222,0.34375,0.024390243902439025,,0.175,0.375,0.25,,,24.51923076923077,0.2857142857142857,0.14285714285714285,0.16393442622950818,0.3125,0.21505376344086022,0.2222222222222222,0.0625,0.18518518518518517,0.2916666666666667,0.6666666666666666,0.3902439024390244,0.4375,0.7,0.5714285714285714,0.0975609756097561,0.75,1.0,0.4878048780487805,0.3,0.3,0.6666666666666666,0.024390243902439025,,,,,,,,0.7777777777777778,0.2857142857142857,,,,0.4,0.5,,,0.4146341463414634,,0.4979878048780487,0.58582,0.48036666666666666,0.09302325581395349,0.09523809523809523,0.10256410256410256,0.28205128205128205,10.6125,23.9,0.4860335195530726,4.0,3.0,8.0,11.0,,,2.0,1.0,,2.0,1.0,0.11267605633802817,0.11538461538461539,0.1134020618556701,0.19047619047619047,,0.10810810810810811,0.14285714285714285,1.0,,1.0,,0.375,0.05555555555555555,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201588,1610612754,George Hill,George Hill,201588,IND,69.0,1,-2,2,2,2,2,,4,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,2,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.2881,,0.2881,,,,,22.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201970,1610612754,Sam Young,Sam Young,201970,IND,6514.0,109,-25,216,212,80,71,32.0,428,2.0,10.0,1.0,3.0,2.0,4.0,,2.0,4.0,11.0,2.0,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,23.0,3.0,6.0,2.0,23.0,208,1.0,3.0,1.0,2.0,,5.0,5.0,9.0,1.0,2.0,2.0,15.0,8.0,4.0,9.0,3.0,1.0,2.0,,3.0,2.0,5.0,,2.0,2.0,,12.0,7.0,14.0,,21.0,27.0,3.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,4.0,8.0,,3.0,,2.0,1.0,,3.0,1.0,1.0,3.0,1.0,,15.0,80,,,0.6666666666666666,0.8,1.0,0.5,0.5,0.5,0.5,0.2608695652173913,0.3333333333333333,0.5555555555555556,0.3620689655172414,0.5,0.5909090909090909,0.38333333333333336,0.5,0.625,0.20689655172413793,,0.08695652173913043,0.2,,,,12.549019607843139,0.5,,0.1728395061728395,0.2,0.1810344827586207,0.047619047619047616,0.2,0.225,0.13043478260869565,0.3333333333333333,0.3448275862068966,0.2,0.25,,0.06896551724137931,,,0.3793103448275862,0.36363636363636365,0.36363636363636365,1.0,0.10344827586206896,0.6666666666666666,0.6666666666666666,1.0,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.4,0.5,1.0,0.36363636363636365,0.5,0.09090909090909091,,0.5517241379310345,0.3333333333333333,0.49530172413793105,0.5521833333333334,0.5014818181818181,0.03333333333333333,0.041666666666666664,0.21739130434782608,0.6521739130434783,9.95217391304348,24.75,0.37037037037037035,2.0,,4.0,6.0,1.0,,,,,,1.0,0.04597701149425287,,0.034782608695652174,0.08333333333333333,0.07407407407407407,,,,1.0,1.0,,0.3333333333333333,0.05555555555555555,1.0,1.0,,,,0.09090909090909091,1.0,2.0,1.0,0.2,,,,,,True,,,,,,,,,,,,,,,
202331,1610612754,Paul George,Paul George,202331,IND,3827.0,64,5,125,122,58,34,18.0,247,7.0,12.0,,2.0,4.0,8.0,2.0,3.0,4.0,9.0,,,1.0,11.0,,,,5.0,13.0,24.0,1.0,11.0,9.0,38.0,115,1.0,3.0,,,2.0,4.0,5.0,12.0,,5.0,3.0,13.0,12.0,14.0,3.0,10.0,1.0,,,2.0,2.0,4.0,2.0,,,1.0,10.0,4.0,8.0,2.0,14.0,16.0,3.0,1.0,6.0,4.0,4.0,6.0,,2.0,12.0,1.0,5.0,3.0,6.0,,10.0,,9.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,,13.0,58,,1.0,0.46153846153846156,0.46153846153846156,1.0,0.09090909090909091,,,0.1,0.5416666666666666,0.3333333333333333,0.4166666666666667,0.4142857142857143,0.3333333333333333,0.29411764705882354,0.48717948717948717,0.5,0.3611111111111111,0.3142857142857143,,,,,,,34.69387755102041,0.5,0.4,0.16326530612244897,0.3333333333333333,0.19672131147540983,,0.3333333333333333,0.15,0.2727272727272727,1.0,0.34285714285714286,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.2571428571428571,0.4444444444444444,0.4444444444444444,0.5,,,,,0.3142857142857143,0.09090909090909091,0.09090909090909091,1.0,0.6666666666666666,,,,,0.47058823529411764,0.5,0.29411764705882354,,0.6571428571428571,0.1,0.5268411764705883,0.5957,0.55499375,0.10526315789473684,0.14814814814814814,0.10526315789473684,0.34210526315789475,8.591666666666667,30.481818181818184,0.464,,1.0,,2.0,2.0,,,,,1.0,,,0.06666666666666667,0.017857142857142856,,,,0.06666666666666667,0.5,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,0.1111111111111111,,,,,,True,,,,,,,,,,,,,,,
202362,1610612754,Lance Stephenson,Lance Stephenson,202362,IND,1911.0,32,-3,66,58,28,21,10.0,124,,1.0,,,,,1.0,1.0,1.0,3.0,,1.0,1.0,4.0,,1.0,,1.0,2.0,5.0,1.0,5.0,2.0,9.0,60,,,,1.0,,,1.0,2.0,,2.0,2.0,4.0,2.0,2.0,,4.0,1.0,1.0,,2.0,2.0,4.0,2.0,,,1.0,10.0,,6.0,,6.0,6.0,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,4.0,,2.0,,,,,,,4.0,28,1.0,,0.5,0.5,,0.2,,,0.2,0.4,,0.5,0.35,,0.25,0.375,,0.3333333333333333,0.5,,0.2,1.0,,,,16.883116883116884,1.0,,0.2608695652173913,,0.2222222222222222,0.3333333333333333,0.1,0.42857142857142855,,,0.1,,,,0.1,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,0.4,0.25,0.25,,,,1.0,,,,,0.25,,0.6,0.25,0.47938000000000003,0.5253,0.460025,,,,0.4444444444444444,14.26,25.22,0.42424242424242425,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,0.25,,,,,3.0,,,,,True,,,,,,,,,,,,,,,
