EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG3A,Corner3Assists,SelfOReb,ShootingFouls,Charge Fouls Drawn,ShortMidRangePctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,BlockingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceFtPoints,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,ShortMidRangePctAssisted,OffShortMidRangeReboundPct,PtsUnassisted3s,BlockingFouls,Clear Path Fouls,Technical Free Throw Trips,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,HeaveAttempts,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Arc3PctBlocked
1905,1610612750,Andrei Kirilenko,Andrei Kirilenko,1905,MIN,7171.0,120,10,225,221,92,45,27,446,15.0,18,2.0,2.0,7.0,8.0,2.0,5.0,1.0,2.0,1.0,2.0,17.0,23,2.0,4.0,5.0,45,232,2.0,2.0,4.0,8.0,10,3.0,19.0,18.0,16.0,6.0,2.0,2.0,1.0,1.0,12.0,1.0,13.0,1.0,9.0,2.0,1.0,27.0,4.0,2.0,4.0,14.0,1.0,19.0,6.0,25.0,3.0,1.0,2.0,6.0,3.0,4.0,5.0,1.0,2.0,1.0,11.0,4.0,1,13.0,3.0,2.0,9.0,1.0,4.0,1.0,7.0,1.0,1.0,4.0,3.0,8.0,7.0,19.0,92,1.0,0.5294117647058824,0.5625,1.0,0.5,0.5,0.7391304347826086,1.0,0.8,0.7407407407407407,1.0,0.8,0.7258064516129032,1.0,0.7916666666666666,0.14814814814814814,0.043478260869565216,0.05555555555555555,16.34241245136187,0.5454545454545454,0.3333333333333333,0.14583333333333334,0.029411764705882353,0.19047619047619047,0.16666666666666666,0.15384615384615385,0.06521739130434782,0.08695652173913043,0.25,0.1,0.22580645161290322,0.11428571428571428,0.26666666666666666,0.875,0.6666666666666666,0.8333333333333334,0.8823529411764706,0.4666666666666667,0.18518518518518517,0.4,0.4,1.0,0.07407407407407407,0.5,0.5,1.0,0.07407407407407407,0.5,0.5,1.0,1.0,1.0,0.8,0.875,0.8148148148148148,0.5,0.6125740740740739,0.52,0.6359400000000001,0.13333333333333333,0.15384615384615385,0.08888888888888889,0.4222222222222222,5.547826086956522,24.025,0.4088888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200750,1610612750,Brandon Roy,Brandon Roy,200750,MIN,7312.0,122,6,229,226,96,49,28,455,5.0,7,3.0,3.0,1.0,1.0,4.0,13.0,,3.0,,6.0,11.0,26,,9.0,7.0,29,239,3.0,7.0,6.0,3.0,11,6.0,12.0,12.0,10.0,,2.0,6.0,,1.0,15.0,8.0,23.0,3.0,8.0,4.0,3.0,54.0,,3.0,2.0,9.0,,11.0,3.0,14.0,3.0,2.0,1.0,4.0,,4.0,3.0,3.0,,,7.0,4.0,5,8.0,,,10.0,,3.0,2.0,,,,,,,,12.0,96,2.0,0.5454545454545454,0.6,,,,0.4230769230769231,0.42857142857142855,0.2727272727272727,0.3142857142857143,0.42857142857142855,0.21428571428571427,0.3625,0.42857142857142855,0.3333333333333333,0.2571428571428571,0.038461538461538464,,17.938931297709924,0.5714285714285714,,0.09183673469387756,0.04285714285714286,0.09523809523809523,,0.09243697478991597,0.031914893617021274,0.043478260869565216,,0.06666666666666667,0.09375,0.1111111111111111,0.06666666666666667,,0.2,0.7142857142857143,0.7142857142857143,0.6,0.37142857142857144,0.3076923076923077,0.3076923076923077,0.75,0.08571428571428572,,,,0.17142857142857143,,,,0.42857142857142855,1.0,0.07142857142857142,1.0,0.45714285714285713,,0.5022000000000001,0.49707142857142855,0.4526928571428571,0.07894736842105263,0.10344827586206896,0.20689655172413793,0.41379310344827586,11.78076923076923,24.322222222222223,0.4192139737991266,2.0,6.0,3.0,3.0,5.0,1.0,2.0,2.0,0.16666666666666666,0.07407407407407407,0.16666666666666666,0.043478260869565216,0.17142857142857143,0.3333333333333333,0.4,0.3333333333333333,0.21428571428571427,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612750,J.J. Barea,J.J. Barea,200826,MIN,1323.0,22,15,40,38,30,27,8,78,3.0,4,,1.0,1.0,2.0,,,,,1.0,1.0,3.0,4,1.0,1.0,4.0,13,36,,1.0,,1.0,2,4.0,9.0,,6.0,3.0,,1.0,1.0,1.0,5.0,,5.0,,2.0,1.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,2,3.0,,,4.0,,1.0,1.0,,,,,,,,9.0,30,1.0,,,1.0,1.0,1.0,0.75,,0.5,0.9,,0.8333333333333334,0.9285714285714286,,0.9,0.2,0.25,0.25,14.285714285714286,,,,,,,,,,,,,,,,0.8,0.75,1.0,,,,,,,,,,0.2,1.0,1.0,1.0,1.0,,0.6666666666666666,0.5,1.0,1.0,0.54759,0.7447,0.5470166666666666,0.16666666666666666,0.2,,0.6923076923076923,2.025,28.1,0.75,,,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201593,1610612750,Nikola Pekovic,Nikola Pekovic,201593,MIN,6128.0,102,-1,195,190,79,37,23,385,14.0,22,2.0,5.0,5.0,9.0,,,,,,,19.0,35,,,12.0,50,202,3.0,6.0,8.0,6.0,12,6.0,18.0,22.0,16.0,,4.0,,,2.0,3.0,,3.0,,2.0,,1.0,6.0,1.0,6.0,2.0,8.0,1.0,11.0,7.0,18.0,4.0,4.0,,3.0,1.0,1.0,6.0,,2.0,2.0,9.0,3.0,10,15.0,1.0,,17.0,1.0,6.0,3.0,3.0,,,2.0,1.0,3.0,2.0,18.0,79,3.0,0.5789473684210527,0.6470588235294118,,,,0.5428571428571428,0.5,0.5,0.5428571428571428,0.5,0.5,0.5813953488372093,0.5,0.5294117647058824,,0.05714285714285714,0.09090909090909091,23.423423423423422,0.3333333333333333,0.5,0.0963855421686747,0.1,0.13333333333333333,0.05,0.10204081632653061,0.0875,0.10526315789473684,0.07142857142857142,0.08,0.04,0.15151515151515152,0.1,0.6666666666666666,0.6285714285714286,0.6363636363636364,0.7,0.6428571428571429,,,,,,,,,,,,,0.8333333333333334,0.4,0.75,0.5555555555555556,0.6285714285714286,,0.5275457142857144,0.4847,0.5375916666666667,0.15,0.15,0.16,0.36,3.602857142857143,,0.40512820512820513,5.0,13.0,,,,,4.0,,,0.16666666666666666,0.2,,0.37142857142857144,0.38461538461538464,0.38461538461538464,0.5,,,,,,,2.0,1.0,1.0,2.0,2.0,0.4,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201967,1610612750,Dante Cunningham,Dante Cunningham,201967,MIN,1294.0,22,13,40,38,29,28,4,78,1.0,2,,,,1.0,2.0,4.0,,,,,3.0,7,,,1.0,7,35,,,,1.0,5,1.0,3.0,6.0,,,,,,,,,,,,,,,,,1.0,6.0,,7.0,,7.0,,,,,,,,,,,,,1,2.0,,,2.0,,1.0,,,,,,,,,3.0,29,,1.0,1.0,,,,0.42857142857142855,,0.2,0.42857142857142855,,0.2,0.4375,,0.25,,,,18.181818181818183,,,0.35294117647058826,,0.5,,0.3684210526315789,,,,0.4,0.42857142857142855,0.2,,,0.2857142857142857,0.5,0.5,1.0,0.5714285714285714,0.5,0.5,1.0,,,,,,,,,,,0.2,,0.2857142857142857,,0.49201428571428574,,0.49066,0.125,0.125,,0.42857142857142855,12.285714285714286,,0.725,,1.0,,,,,1.0,,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202682,1610612750,Derrick Williams,Derrick Williams,202682,MIN,5697.0,95,-9,180,180,63,21,22,360,9.0,19,3.0,8.0,3.0,5.0,2.0,8.0,1.0,1.0,3.0,9.0,14.0,34,4.0,10.0,3.0,43,193,4.0,10.0,8.0,3.0,7,1.0,10.0,20.0,8.0,12.0,6.0,9.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,,6.0,3.0,10.0,,13.0,6.0,19.0,2.0,2.0,,2.0,,,,,2.0,,2.0,1.0,2,6.0,2.0,,6.0,,3.0,,1.0,,,1.0,,1.0,1.0,10.0,63,,0.7142857142857143,0.9090909090909091,1.0,0.4,0.4,0.4117647058823529,0.4,0.42857142857142855,0.45454545454545453,0.4,0.5625,0.4574468085106383,0.4,0.5555555555555556,0.22727272727272727,0.08823529411764706,0.10526315789473684,23.78640776699029,1.0,,0.1282051282051282,0.10344827586206896,0.15789473684210525,,0.13402061855670103,0.07792207792207792,0.05263157894736842,,0.041666666666666664,0.2,0.13793103448275862,0.14285714285714285,1.0,0.4318181818181818,0.47368421052631576,0.5294117647058824,0.5555555555555556,0.18181818181818182,0.25,0.25,1.0,0.022727272727272728,1.0,1.0,1.0,0.20454545454545456,0.3333333333333333,0.3333333333333333,1.0,0.8,0.375,0.625,0.6,0.6590909090909091,0.3333333333333333,0.5196556818181818,0.5310400000000001,0.5425375,0.06382978723404255,0.08108108108108109,0.18604651162790697,0.23255813953488372,6.561764705882354,24.43,0.35,3.0,7.0,1.0,1.0,,3.0,,,0.14285714285714285,0.2,0.2,0.13043478260869565,0.1590909090909091,0.42857142857142855,0.5,,0.125,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201880,1610612750,Greg Stiemsma,Greg Stiemsma,201880,MIN,942.0,16,3,28,29,11,9,4,57,1.0,1,,,1.0,1.0,1.0,2.0,,,,,3.0,5,,,,6,33,1.0,1.0,2.0,1.0,2,,2.0,4.0,2.0,,,,,,,,,,,,,,,,1.0,3.0,,4.0,,4.0,,,,,,,,,,,,,4,,,,,,,,1.0,,,,1.0,1.0,,2.0,11,,0.6666666666666666,0.6666666666666666,,,,0.6,1.0,0.5,0.6,1.0,0.5,0.6,1.0,0.5,,,,15.15151515151515,,,0.3,,0.16666666666666666,,0.25,,,,0.3333333333333333,,0.6666666666666666,0.2,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,,,,,,,,,,,,0.5,1.0,0.2,,0.45906,0.3797,0.5507500000000001,,,0.3333333333333333,0.3333333333333333,11.18,,0.39285714285714285,1.0,2.0,,,,,3.0,,,,,,0.4,0.5,0.5,,,,,,,,,,,1.0,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201978,1610612750,Chase Budinger,Chase Budinger,201978,MIN,704.0,12,2,19,20,14,7,4,39,3.0,3,1.0,1.0,2.0,2.0,,,,2.0,,,4.0,4,,2.0,1.0,9,22,1.0,1.0,2.0,3.0,3,1.0,7.0,6.0,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,1.0,,1.0,,,,,1.0,1.0,1,1.0,,,2.0,,,1.0,,,,,,,,7.0,14,1.0,0.75,1.0,,,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6428571428571429,1.0,0.875,0.3333333333333333,,,33.333333333333336,1.0,,0.2,0.14285714285714285,,,0.2,0.1111111111111111,,,,0.25,0.3333333333333333,,,0.5,1.0,1.0,0.6666666666666666,,,,,0.3333333333333333,,,,,,,,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,,0.5793666666666667,0.6407,0.5690000000000001,,,0.2222222222222222,0.7777777777777778,4.275,23.75,0.7368421052631579,1.0,1.0,,,,,,,,,,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612750,Luke Ridnour,Luke Ridnour,2557,MIN,5989.0,100,-9,189,188,66,22,20,377,3.0,5,,,1.0,1.0,5.0,7.0,3.0,5.0,3.0,7.0,10.0,17,6.0,12.0,5.0,43,203,2.0,2.0,4.0,4.0,7,4.0,15.0,6.0,14.0,15.0,,7.0,3.0,1.0,9.0,2.0,11.0,2.0,6.0,1.0,2.0,24.0,,,2.0,12.0,,14.0,,14.0,5.0,2.0,3.0,5.0,2.0,4.0,4.0,2.0,1.0,,9.0,6.0,10,6.0,,1.0,7.0,,1.0,2.0,2.0,,,1.0,1.0,2.0,1.0,15.0,66,2.0,0.3,0.3,0.8333333333333334,0.5,0.5,0.5882352941176471,1.0,0.5714285714285714,0.6551724137931034,1.0,0.55,0.65625,1.0,0.5833333333333334,0.41379310344827586,0.058823529411764705,,19.248826291079812,0.5555555555555556,,0.14814814814814814,,0.1111111111111111,,0.1414141414141414,,,,0.20833333333333334,0.04,0.1875,0.07692307692307693,0.5,0.1724137931034483,0.6,0.6,0.3333333333333333,0.2413793103448276,0.7142857142857143,0.7142857142857143,0.2,0.1724137931034483,0.6,0.6,1.0,0.2413793103448276,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,0.1,1.0,0.5862068965517241,0.42857142857142855,0.513193103448276,0.4123,0.484305,0.03333333333333333,0.05555555555555555,0.09302325581395349,0.3488372093023256,11.811764705882354,24.491666666666664,0.3492063492063492,2.0,5.0,3.0,3.0,,,5.0,,0.2,,0.2,,0.1724137931034483,0.4,0.5,,0.3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.5,,3.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101153,1610612750,Mickael Gelabale,Mickael Gelabale,101153,MIN,38634.0,644,-67,1232,1237,294,286,155,2469,31.0,41,8.0,12.0,9.0,11.0,18.0,30.0,9.0,33.0,7.0,19.0,56.0,87,16.0,52.0,21.0,181,1314,9.0,15.0,26.0,15.0,24,8.0,41.0,74.0,38.0,48.0,10.0,19.0,7.0,5.0,20.0,6.0,26.0,4.0,6.0,1.0,13.0,58.0,9.0,23.0,18.0,46.0,3.0,67.0,32.0,99.0,16.0,12.0,4.0,7.0,3.0,4.0,9.0,,3.0,2.0,16.0,6.0,47,26.0,5.0,4.0,24.0,3.0,10.0,4.0,4.0,,,4.0,,4.0,1.0,41.0,294,3.0,0.6607142857142857,0.7254901960784313,1.0,0.3076923076923077,0.3076923076923077,0.6436781609195402,0.6,0.625,0.5755395683453237,0.5526315789473685,0.4583333333333333,0.6033333333333334,0.6190476190476191,0.5,0.37410071942446044,0.05747126436781609,0.07317073170731707,11.702127659574469,0.4375,0.08108108108108109,0.11302211302211303,0.0539906103286385,0.1111111111111111,0.05921052631578947,0.11247803163444639,0.05536332179930796,0.07511737089201878,0.0761904761904762,0.12,0.10084033613445378,0.1165644171779141,0.096,0.25,0.2949640287769784,0.7560975609756098,0.8157894736842105,0.6451612903225806,0.2158273381294964,0.6,0.6,0.7777777777777778,0.23741007194244604,0.2727272727272727,0.28125,1.0,0.1366906474820144,0.3684210526315789,0.3684210526315789,1.0,0.631578947368421,0.6666666666666666,0.3055555555555556,0.8181818181818182,0.6690647482014388,0.3684210526315789,0.5416366906474819,0.5777428571428572,0.5234861111111111,0.0684931506849315,0.10638297872340426,0.143646408839779,0.2265193370165746,8.824137931034482,23.969230769230766,0.23863636363636365,7.0,16.0,4.0,12.0,2.0,2.0,21.0,,0.125,0.016129032258064516,0.16216216216216217,0.03333333333333333,0.11510791366906475,0.4375,0.5,0.375,0.1111111111111111,,1.0,1.0,0.08333333333333333,,5.0,2.0,,2.0,2.0,0.42857142857142855,0.056179775280898875,,1.0,,,False,1.0,3.0,1.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,0.25,0.019230769230769232,0.030303030303030304,0.02127659574468085,0.15789473684210525,0.3333333333333333,1.0,0.05263157894736842,0.2222222222222222,0.125,,,,,,,,,,,,,,,,
