EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,on,Corner3PctBlocked,OffensiveGoaltends
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,35160.0,586,15,1093,1102,298.0,296.0,141.0,2195,28.0,44.0,5.0,5.0,9.0,16.0,15.0,37.0,24.0,57.0,10.0,25.0,3.0,1.0,5.0,24.0,82.0,2.0,4.0,6.0,33.0,67.0,138.0,34.0,107.0,64.0,300.0,1147,7.0,14.0,2.0,7.0,20.0,16.0,36.0,7.0,38.0,30.0,83.0,34.0,100.0,54.0,48.0,2.0,1.0,81.0,24.0,12.0,59.0,22.0,81.0,12.0,10.0,29.0,9.0,21.0,184.0,1.0,2.0,1.0,11.0,24.0,2.0,37.0,4.0,41.0,1.0,25.0,17.0,8.0,33.0,11.0,27.0,17.0,2.0,6.0,1.0,50.0,1.0,9.0,13.0,31.0,2.0,2.0,66.0,2.0,7.0,3.0,74.0,4.0,3.0,26.0,3.0,7.0,3.0,3.0,3.0,2.0,2.0,81.0,296.0,2.0,6.0,0.2537313432835821,0.25757575757575757,0.5294117647058824,0.3177570093457944,0.2857142857142857,0.18421052631578946,0.32075471698113206,0.4855072463768116,0.5,0.4444444444444444,0.4816326530612245,0.47619047619047616,0.3581081081081081,0.5379061371841155,0.47619047619047616,0.4606741573033708,0.43673469387755104,0.08695652173913043,0.09090909090909091,0.13513513513513514,0.05263157894736842,25.993640699523052,0.66,0.06896551724137931,0.03225806451612903,0.06382978723404255,0.005934718100890208,0.0763888888888889,0.005952380952380952,0.0673076923076923,0.005940594059405941,0.009433962264150943,0.007633587786259542,0.02040816326530612,0.02962962962962963,0.06172839506172839,0.09375,0.08035714285714286,0.0625,0.007936507936507936,0.6666666666666666,0.17959183673469387,0.6363636363636364,0.7,0.39285714285714285,0.1510204081632653,0.40540540540540543,0.46875,0.23265306122448978,0.42105263157894735,0.4444444444444444,0.25,0.10204081632653061,0.4,0.4,0.9,0.3346938775510204,0.2926829268292683,0.2926829268292683,0.375,0.23809523809523808,1.0,0.2,0.14285714285714285,0.19047619047619047,0.5,0.5,0.21621621621621623,0.5625,0.06756756756756757,0.2,0.44594594594594594,0.18181818181818182,0.6163265306122448,0.2962962962962963,0.5002689300411521,0.49350000000000005,0.49232847222222226,0.10740740740740741,0.1625,0.02727272727272727,0.06666666666666667,0.27666666666666667,10.935507246376812,25.499065420560743,0.27264409881061297,,,,,,,,,,,,,,,,,,,,,,,,True,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,39362.0,656,5,1204,1202,227.0,163.0,161.0,2406,72.0,97.0,17.0,29.0,12.0,14.0,19.0,63.0,40.0,83.0,1.0,2.0,,,,,1.0,,,,,131.0,243.0,1.0,3.0,26.0,291.0,1272,22.0,40.0,,,49.0,15.0,25.0,,,7.0,37.0,194.0,68.0,3.0,,30.0,,1.0,,9.0,33.0,27.0,60.0,17.0,10.0,20.0,4.0,9.0,147.0,16.0,41.0,1.0,29.0,84.0,6.0,119.0,58.0,177.0,12.0,12.0,10.0,2.0,27.0,5.0,18.0,20.0,1.0,9.0,4.0,47.0,7.0,6.0,19.0,38.0,4.0,3.0,48.0,,3.0,,46.0,6.0,,22.0,,4.0,13.0,7.0,13.0,5.0,,36.0,225.0,3.0,3.0,0.7404580152671756,0.8362068965517241,1.0,0.3333333333333333,,,0.3333333333333333,0.5390946502057613,0.55,0.6,0.5386178861788617,0.55,0.6,0.5469924812030075,0.5444444444444444,0.6379310344827587,0.012195121951219513,0.037037037037037035,0.05154639175257732,0.06349206349206349,,22.357142857142858,0.574468085106383,0.23076923076923078,0.02631578947368421,0.1926605504587156,0.10761154855643044,0.17365269461077845,0.08791208791208792,0.18739635157545606,0.10124333925399645,0.125,0.08148148148148149,0.14814814814814814,0.16993464052287582,0.17708333333333334,0.2192513368983957,0.168,0.19047619047619047,0.11428571428571428,0.38461538461538464,0.3943089430894309,0.7422680412371134,0.782608695652174,0.75,0.25609756097560976,0.30158730158730157,0.3220338983050847,0.33739837398373984,0.4819277108433735,0.4819277108433735,0.775,0.008130081300813009,0.5,0.5,1.0,0.0040650406504065045,,,,0.725,0.5862068965517241,0.11764705882352941,,,,,0.56,0.8571428571428571,,,,,0.4065040650406504,,0.4915524390243903,0.5381699999999999,0.531964,0.08396946564885496,0.08494208494208494,,0.16838487972508592,0.12714776632302405,8.871604938271604,24.96666666666667,0.18853820598006646,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,0.11818181818181818,0.0625,0.631578947368421,,,,,,,,,,,,True,,
201229,1610612737,Anthony Tolliver,Anthony Tolliver,201229,ATL,9908.0,165,19,304,313,63.0,66.0,39.0,617,3.0,5.0,1.0,2.0,,,2.0,4.0,5.0,12.0,7.0,19.0,,,3.0,1.0,8.0,,1.0,,1.0,10.0,21.0,8.0,27.0,11.0,55.0,315,1.0,3.0,,1.0,5.0,,1.0,,4.0,,,18.0,2.0,24.0,,2.0,,8.0,1.0,,6.0,2.0,8.0,2.0,,3.0,,3.0,18.0,2.0,4.0,,6.0,8.0,1.0,15.0,6.0,21.0,,3.0,2.0,1.0,4.0,2.0,3.0,4.0,,1.0,,8.0,1.0,1.0,6.0,13.0,1.0,1.0,11.0,3.0,,,14.0,1.0,,6.0,1.0,,2.0,2.0,2.0,1.0,,,63.0,1.0,,0.9,1.0,1.0,0.2962962962962963,,,0.2962962962962963,0.47619047619047616,0.3333333333333333,,0.4583333333333333,0.25,,0.5092592592592593,0.4166666666666667,,0.5625,,,,,17.714285714285715,0.5,0.125,,0.0784313725490196,0.045454545454545456,0.13953488372093023,0.038461538461538464,0.09655172413793103,0.04285714285714286,0.08333333333333333,0.030303030303030304,,0.13157894736842105,0.043478260869565216,0.04878048780487805,0.14705882352941177,0.1111111111111111,,0.5,0.10416666666666667,0.6,0.6,0.6666666666666666,0.08333333333333333,0.5,0.5,0.25,0.4166666666666667,0.4166666666666667,1.0,0.3958333333333333,0.3684210526315789,0.3684210526315789,1.0,0.16666666666666666,0.125,0.125,1.0,0.5,0.5,,,0.25,,,,,0.6,,0.2,,0.6666666666666666,0.125,0.5178031249999999,0.5027166666666667,0.5221,0.12962962962962962,0.23076923076923078,0.03571428571428571,0.09090909090909091,,12.252380952380953,24.348148148148145,0.20723684210526316,3.0,,,1.0,,,,,,0.03225806451612903,0.05555555555555555,1.0,,,,,,,,,,,,True,,
201627,1610612737,Anthony Morrow,Anthony Morrow,201627,ATL,12499.0,208,10,389,387,88.0,65.0,46.0,776,6.0,9.0,1.0,1.0,1.0,2.0,7.0,15.0,10.0,20.0,5.0,10.0,2.0,,1.0,8.0,16.0,1.0,4.0,1.0,3.0,23.0,44.0,13.0,26.0,6.0,91.0,420,3.0,6.0,2.0,6.0,13.0,7.0,12.0,1.0,4.0,3.0,20.0,30.0,16.0,39.0,,2.0,,16.0,8.0,3.0,2.0,4.0,6.0,3.0,1.0,1.0,,1.0,16.0,2.0,4.0,,5.0,4.0,,9.0,6.0,15.0,2.0,12.0,8.0,4.0,4.0,,3.0,,,1.0,,4.0,,1.0,12.0,23.0,2.0,,7.0,,1.0,,7.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,20.0,88.0,3.0,,0.6521739130434783,0.6818181818181818,1.0,0.5,0.3333333333333333,0.25,0.5,0.5227272727272727,0.5,0.5833333333333334,0.6071428571428571,0.5,0.53125,0.6180555555555556,0.5,0.5882352941176471,0.37142857142857144,0.06818181818181818,0.2222222222222222,,0.05,17.155756207674944,1.0,,,0.032520325203252036,0.031496062992125984,0.11904761904761904,0.04081632653061224,0.05454545454545454,0.03409090909090909,0.05714285714285714,0.03389830508474576,0.13333333333333333,0.023809523809523808,0.047619047619047616,0.03333333333333333,0.16129032258064516,,0.06451612903225806,,0.12857142857142856,0.6666666666666666,0.8571428571428571,0.5,0.21428571428571427,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.5,0.5263157894736842,0.7,0.14285714285714285,0.5,0.5,1.0,0.22857142857142856,0.5,0.5,1.0,0.08333333333333333,1.0,,0.16666666666666666,0.3333333333333333,0.25,1.0,0.125,0.5,0.0625,,0.1875,0.3333333333333333,0.5,0.5,0.4955685714285713,0.5093277777777778,0.481509375,0.027777777777777776,0.022222222222222223,0.037037037037037035,0.14285714285714285,0.21978021978021978,12.170454545454545,24.476923076923075,0.2262210796915167,1.0,,,,,,,,,,,0.7142857142857143,1.0,0.5,1.0,,,,,,,,,True,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,68056.0,1134,-26,2133,2147,511.0,441.0,263.0,4280,80.0,147.0,28.0,63.0,17.0,29.0,14.0,44.0,20.0,47.0,,,,,,,3.0,,,,2.0,114.0,238.0,,3.0,78.0,306.0,2259,31.0,69.0,,,77.0,22.0,47.0,,2.0,24.0,68.0,154.0,74.0,,,48.0,3.0,,,34.0,59.0,20.0,79.0,14.0,6.0,35.0,8.0,16.0,178.0,37.0,89.0,6.0,43.0,147.0,14.0,204.0,132.0,336.0,12.0,35.0,19.0,16.0,30.0,6.0,14.0,40.0,2.0,16.0,4.0,70.0,4.0,16.0,49.0,128.0,14.0,17.0,108.0,,2.0,2.0,103.0,9.0,,46.0,,10.0,12.0,8.0,12.0,8.0,,68.0,509.0,10.0,10.0,0.6754385964912281,0.8555555555555555,,,,,,0.4789915966386555,0.4492753623188406,0.46808510638297873,0.4730290456431535,0.4492753623188406,0.4489795918367347,0.53125,0.5,0.5230769230769231,0.012448132780082987,0.14285714285714285,0.14285714285714285,0.2727272727272727,0.02127659574468085,14.66011466011466,0.42857142857142855,0.2692307692307692,0.0821917808219178,0.20136986301369864,0.13713405238828968,0.15140845070422534,0.11246200607902736,0.1873767258382643,0.12883435582822086,0.14423076923076922,0.11244979919678715,0.16483516483516483,0.17120622568093385,0.24390243902439024,0.20388349514563106,0.1320754716981132,0.20833333333333334,0.13793103448275862,0.6666666666666666,0.6099585062240664,0.54421768707483,0.6349206349206349,0.575,0.1825726141078838,0.3181818181818182,0.4375,0.1950207468879668,0.425531914893617,0.43478260869565216,0.95,,,,,0.012448132780082987,,,,0.9130434782608695,0.4444444444444444,0.07142857142857142,,,,,0.5918367346938775,0.5862068965517241,,,0.04081632653061224,,0.6224066390041494,,0.5224424369747901,0.5796142857142857,0.5224808510638298,0.16546762589928057,0.16727272727272727,,0.25163398692810457,0.2222222222222222,5.695798319327731,49.73333333333333,0.23956868260665728,15.0,,1.0,4.0,17.0,,4.0,,6.0,0.16145833333333334,0.09243697478991597,0.8571428571428571,,,,,,,,,,,,True,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,38508.0,642,-14,1221,1213,267.0,219.0,144.0,2434,47.0,82.0,5.0,6.0,11.0,23.0,31.0,74.0,15.0,39.0,2.0,5.0,,1.0,3.0,21.0,70.0,4.0,8.0,5.0,14.0,93.0,195.0,23.0,75.0,34.0,289.0,1279,6.0,14.0,4.0,8.0,26.0,20.0,50.0,6.0,17.0,4.0,62.0,46.0,140.0,48.0,21.0,2.0,,70.0,21.0,20.0,93.0,36.0,129.0,24.0,12.0,39.0,14.0,40.0,294.0,2.0,6.0,1.0,17.0,16.0,,33.0,9.0,42.0,2.0,27.0,13.0,14.0,49.0,6.0,31.0,21.0,4.0,18.0,4.0,70.0,5.0,12.0,18.0,46.0,1.0,2.0,49.0,,2.0,,43.0,3.0,,22.0,,1.0,5.0,3.0,8.0,6.0,,62.0,266.0,5.0,1.0,0.24731182795698925,0.25,0.6956521739130435,0.30666666666666664,0.5,0.35294117647058826,0.30666666666666664,0.47692307692307695,0.42857142857142855,0.4,0.4722222222222222,0.5454545454545454,0.43283582089552236,0.4982758620689655,0.5652173913043478,0.44285714285714284,0.2777777777777778,0.10256410256410256,0.17073170731707318,0.06756756756756757,0.02564102564102564,25.82496413199426,0.7,,0.02631578947368421,0.03902439024390244,0.016042780748663103,0.10759493670886076,0.01092896174863388,0.058098591549295774,0.01436265709156194,0.015748031496062992,0.02097902097902098,,0.02142857142857143,0.03,0.058823529411764705,0.1271186440677966,0.05,0.015503875968992248,0.75,0.3037037037037037,0.573170731707317,0.6911764705882353,0.3191489361702128,0.2740740740740741,0.4189189189189189,0.4492753623188406,0.14444444444444443,0.38461538461538464,0.39473684210526316,0.3333333333333333,0.018518518518518517,0.4,0.4,1.0,0.25925925925925924,0.3,0.30434782608695654,0.6666666666666666,0.2727272727272727,0.8333333333333334,0.4,,0.36363636363636365,0.5,0.75,0.34328358208955223,0.4782608695652174,0.04477611940298507,0.3333333333333333,0.208955223880597,0.35714285714285715,0.5814814814814815,0.3,0.5139342007434944,0.50845,0.4798432835820896,0.07612456747404844,0.102803738317757,,0.08996539792387544,0.21453287197231835,7.322051282051281,25.480000000000004,0.21867321867321868,2.0,1.0,1.0,4.0,,1.0,1.0,,,0.009615384615384616,0.014705882352941176,0.0967741935483871,,,,1.0,3.0,2.0,1.0,0.013333333333333334,0.014285714285714285,,,True,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,13598.0,227,-31,427,430,84.0,91.0,59.0,857,10.0,13.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,15.0,5.0,14.0,2.0,,4.0,10.0,20.0,3.0,5.0,3.0,5.0,17.0,33.0,15.0,34.0,3.0,82.0,463,3.0,5.0,4.0,7.0,18.0,3.0,5.0,3.0,9.0,,15.0,26.0,8.0,39.0,6.0,2.0,,20.0,10.0,3.0,3.0,4.0,7.0,2.0,2.0,1.0,1.0,1.0,18.0,1.0,2.0,1.0,7.0,10.0,,17.0,4.0,21.0,,,,,3.0,1.0,2.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,6.0,15.0,,,8.0,1.0,2.0,,5.0,2.0,1.0,3.0,,,4.0,,4.0,2.0,,15.0,84.0,1.0,,0.7647058823529411,0.8125,0.8666666666666667,0.4411764705882353,0.5714285714285714,0.3333333333333333,0.4411764705882353,0.5151515151515151,0.6,0.6,0.5895522388059702,0.75,0.5357142857142857,0.6029411764705882,0.75,0.5357142857142857,0.5074626865671642,0.09090909090909091,,0.4,0.06666666666666667,15.447154471544716,0.375,,0.045454545454545456,0.06993006993006994,0.014184397163120567,0.15555555555555556,0.016666666666666666,0.09042553191489362,0.014925373134328358,0.02702702702702703,,,0.06,0.02702702702702703,0.10714285714285714,0.175,,,0.5,0.19402985074626866,0.7692307692307693,0.7692307692307693,0.9,0.07462686567164178,0.4,0.6666666666666666,0.22388059701492538,0.3333333333333333,0.35714285714285715,0.6,0.208955223880597,0.35714285714285715,0.35714285714285715,0.8,0.29850746268656714,0.5,0.5,0.9,0.25,0.6666666666666666,0.5,0.16666666666666666,0.4166666666666667,0.6,1.0,0.14285714285714285,0.5,0.2857142857142857,,0.35714285714285715,0.6,0.7014925373134329,0.5,0.521702985074627,0.5317125,0.5298142857142858,0.04411764705882353,0.08823529411764706,,0.21951219512195122,0.18292682926829268,10.736363636363633,24.66176470588235,0.19672131147540983,,1.0,1.0,,,1.0,3.0,,,0.021739130434782608,0.022727272727272728,0.5,1.0,0.5,1.0,,,,,,,,,True,,
2052,1610612737,DeShawn Stevenson,DeShawn Stevenson,2052,ATL,16897.0,282,-60,539,543,148.0,113.0,53.0,1082,5.0,5.0,1.0,1.0,,,2.0,2.0,2.0,5.0,11.0,23.0,2.0,4.0,7.0,6.0,27.0,2.0,3.0,2.0,11.0,9.0,12.0,17.0,50.0,3.0,72.0,599,1.0,1.0,3.0,5.0,11.0,2.0,2.0,6.0,18.0,,22.0,6.0,12.0,51.0,,2.0,,27.0,6.0,,10.0,3.0,13.0,1.0,2.0,4.0,2.0,4.0,29.0,2.0,3.0,,11.0,17.0,1.0,29.0,5.0,34.0,,6.0,5.0,1.0,7.0,,5.0,1.0,,2.0,1.0,8.0,1.0,2.0,10.0,19.0,1.0,,10.0,1.0,1.0,1.0,5.0,1.0,,3.0,,,1.0,1.0,1.0,,,22.0,147.0,2.0,,0.3333333333333333,0.375,1.0,0.34,0.6,0.3333333333333333,0.34,0.75,1.0,1.0,0.5564516129032258,0.9166666666666666,0.55,0.5625,0.9166666666666666,0.55,0.8064516129032258,,,,,12.040133779264213,0.875,0.125,,0.10119047619047619,0.02,0.16666666666666666,0.02197802197802198,0.11965811965811966,0.02074688796680498,0.041666666666666664,0.017543859649122806,0.037037037037037035,0.034482758620689655,0.09090909090909091,0.15584415584415584,0.14583333333333334,0.2222222222222222,,,0.08064516129032258,1.0,1.0,0.6,0.03225806451612903,1.0,1.0,0.08064516129032258,0.4,0.4,,0.3709677419354839,0.4782608695652174,0.4782608695652174,1.0,0.43548387096774194,0.2222222222222222,0.2222222222222222,1.0,0.16666666666666666,1.0,,0.3333333333333333,0.5,0.6666666666666666,1.0,,,0.35,0.5714285714285714,0.55,0.18181818181818182,0.8870967741935484,0.2222222222222222,0.5656666666666667,0.500625,0.5516666666666666,0.046875,0.21428571428571427,,0.1527777777777778,0.3055555555555556,10.641666666666667,25.315999999999995,0.274582560296846,,,1.0,,1.0,,,,,,0.015625,,1.0,0.5,1.0,,,,,,,,,True,,
2734,1610612737,Devin Harris,Devin Harris,2734,ATL,23153.0,386,35,706,730,188.0,151.0,92.0,1436,22.0,31.0,1.0,1.0,6.0,9.0,2.0,6.0,4.0,16.0,4.0,10.0,,2.0,2.0,15.0,47.0,,2.0,7.0,18.0,28.0,53.0,19.0,57.0,27.0,140.0,756,1.0,1.0,,2.0,4.0,8.0,18.0,9.0,20.0,13.0,56.0,16.0,40.0,48.0,9.0,,,47.0,15.0,2.0,33.0,18.0,51.0,10.0,8.0,19.0,2.0,12.0,120.0,,,,9.0,20.0,,29.0,,29.0,,13.0,5.0,8.0,15.0,4.0,11.0,8.0,1.0,4.0,1.0,23.0,4.0,5.0,14.0,28.0,,,41.0,4.0,7.0,,41.0,5.0,,23.0,,,3.0,,3.0,3.0,,56.0,187.0,2.0,,0.2857142857142857,0.2857142857142857,0.8421052631578947,0.3333333333333333,,0.45,0.3333333333333333,0.5283018867924528,1.0,0.4444444444444444,0.5136363636363637,0.3333333333333333,0.5657894736842105,0.546875,0.4,0.6222222222222222,0.5181818181818182,0.03773584905660377,,0.16666666666666666,0.0625,18.55036855036855,0.6521739130434783,,,0.08333333333333333,,0.08411214953271028,,0.08357348703170028,,,,,0.06578947368421052,0.10344827586206896,0.08490566037735849,0.07692307692307693,0.10344827586206896,,1.0,0.2818181818181818,0.7096774193548387,0.7096774193548387,0.3181818181818182,0.05454545454545454,0.3333333333333333,0.4,0.14545454545454545,0.25,0.26666666666666666,0.25,0.09090909090909091,0.4,0.4,1.0,0.42727272727272725,0.3191489361702128,0.3191489361702128,0.8,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,0.23684210526315788,0.6666666666666666,0.05263157894736842,1.0,0.47368421052631576,0.3888888888888889,0.8,0.3191489361702128,0.5373931818181817,0.56245,0.48297894736842106,0.1796875,0.323943661971831,,0.02857142857142857,0.4,7.824528301886792,25.005263157894735,0.26628895184135976,2.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,True,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,14580.0,243,-40,460,474,110.0,138.0,52.0,934,26.0,42.0,6.0,7.0,8.0,11.0,5.0,15.0,13.0,35.0,,,,,,1.0,7.0,,,1.0,4.0,44.0,92.0,1.0,7.0,19.0,110.0,485,6.0,9.0,,,16.0,11.0,22.0,1.0,4.0,6.0,31.0,64.0,24.0,3.0,,6.0,1.0,6.0,1.0,13.0,6.0,3.0,9.0,3.0,,3.0,,3.0,21.0,1.0,8.0,1.0,7.0,36.0,4.0,47.0,10.0,57.0,3.0,15.0,8.0,7.0,9.0,6.0,8.0,11.0,2.0,1.0,,20.0,2.0,3.0,13.0,27.0,1.0,1.0,38.0,6.0,4.0,1.0,33.0,3.0,,15.0,,3.0,3.0,2.0,3.0,,1.0,31.0,110.0,3.0,3.0,0.7272727272727273,0.7804878048780488,1.0,0.14285714285714285,,0.25,0.16666666666666666,0.4782608695652174,0.6666666666666666,0.5,0.4595959595959596,0.6666666666666666,0.4807692307692308,0.4824561403508772,0.7272727272727273,0.5,0.0707070707070707,0.14130434782608695,0.19047619047619047,0.26666666666666666,0.02857142857142857,26.019417475728154,0.45,0.4444444444444444,0.05555555555555555,0.24489795918367346,0.05714285714285714,0.12727272727272726,0.015151515151515152,0.21287128712871287,0.043689320388349516,0.10526315789473684,0.03333333333333333,0.05555555555555555,0.2,0.21428571428571427,0.27848101265822783,0.10256410256410256,0.1875,0.08108108108108109,,0.42424242424242425,0.6190476190476191,0.7647058823529411,0.5769230769230769,0.15151515151515152,0.3333333333333333,0.45454545454545453,0.35353535353535354,0.37142857142857144,0.38235294117647056,0.9230769230769231,,,,,0.0707070707070707,0.14285714285714285,0.16666666666666666,1.0,0.7777777777777778,0.8571428571428571,0.3333333333333333,,,,,0.4230769230769231,0.7272727272727273,,,0.15384615384615385,0.25,0.494949494949495,0.16666666666666666,0.4967406249999999,0.6122857142857142,0.5116916666666667,0.13513513513513514,0.14423076923076922,,0.14545454545454545,0.2818181818181818,9.198913043478262,35.64285714285714,0.2391304347826087,4.0,,2.0,1.0,4.0,,1.0,,,0.047619047619047616,,1.0,,,,1.0,,,,0.14285714285714285,0.14285714285714285,,,True,,
