EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,AtRimAssists,LongMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGA,PenaltyFtPoints,Fg2aBlocked,FTOffRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,DefAtRimReboundPct,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceFtPoints,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PtsPutbacks,OffThreePtRebounds,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockingFoulsDrawn,Technical Free Throw Trips,on,SecondChanceCorner3FGM,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,HeaveMakes,Corner3PctBlocked
101139,1610612739,CJ Miles,CJ Miles,101139,CLE,6284.0,105,-18.0,198,202,29.0,29.0,22.0,400,6.0,7.0,5.0,5.0,11.0,3.0,6.0,1.0,10.0,23.0,1.0,2.0,2.0,2.0,11.0,23.0,13.0,29.0,4.0,65.0,206.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,10.0,12.0,10.0,39.0,23.0,10.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,2.0,3.0,3.0,6.0,2.0,8.0,5.0,3.0,1.0,2.0,6.0,2.0,6.0,1.0,9.0,1.0,3.0,4.0,1.0,1.0,1.0,10.0,29.0,1.0,0.5454545454545454,0.5454545454545454,1.0,0.4482758620689655,0.3333333333333333,1.0,0.4482758620689655,0.4782608695652174,1.0,1.0,0.5865384615384616,0.625,1.25,0.6132075471698113,0.625,1.25,0.5576923076923077,26.22222222222222,0.8333333333333334,0.0434782608695652,0.0307692307692307,0.0967741935483871,0.06,0.0196078431372549,0.1,0.0588235294117647,0.08,0.1333333333333333,0.0625,0.1346153846153846,0.8571428571428571,0.8571428571428571,0.5,0.0961538461538461,0.2115384615384615,0.4545454545454545,0.4545454545454545,0.6,0.1153846153846153,0.5,0.5,1.0,0.4423076923076923,0.4347826086956521,0.4347826086956521,1.0,0.25,0.5,0.5,1.0,0.5,1.0,0.6923076923076923,0.4347826086956521,0.5141615384615384,0.4617124999999999,0.41515,0.0377358490566037,0.0434782608695652,0.0333333333333333,0.0769230769230769,0.1538461538461538,10.68695652173913,25.213793103448275,0.1464646464646464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,10898.0,182,-20.0,336,334,87.0,53.0,51.0,670,2.0,5.0,3.0,1.0,7.0,2.0,4.0,,12.0,34.0,4.0,9.0,3.0,11.0,3.0,15.0,14.0,38.0,8.0,56.0,363.0,,2.0,4.0,9.0,12.0,,1.0,4.0,12.0,12.0,2.0,4.0,33.0,34.0,12.0,16.0,6.0,22.0,4.0,2.0,3.0,50.0,,2.0,4.0,7.0,,7.0,2.0,1.0,3.0,1.0,5.0,1.0,15.0,,20.0,,13.0,10.0,,2.0,2.0,12.0,86.0,,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.3684210526315789,0.4444444444444444,0.3333333333333333,0.3684210526315789,0.2,,,0.4528301886792453,0.5454545454545454,0.4615384615384615,0.4912280701754385,0.5454545454545454,0.4615384615384615,0.7169811320754716,15.5,0.4,0.0384615384615384,,0.0454545454545454,0.0405405405405405,,,0.0967741935483871,0.0256410256410256,,0.1538461538461538,0.0943396226415094,0.4,0.4,,0.0566037735849056,0.1320754716981132,0.1428571428571428,0.1428571428571428,1.0,0.0754716981132075,0.5,0.5,1.0,0.6415094339622641,0.3529411764705882,0.3636363636363636,0.75,,0.8181818181818182,0.4444444444444444,0.75,0.8461538461538461,0.2727272727272727,0.8113207547169812,0.3529411764705882,0.5075216981132075,0.51342,0.4663192307692307,0.0701754385964912,0.1176470588235294,0.05,0.2142857142857142,0.2142857142857142,11.126666666666669,25.57894736842105,0.2589285714285714,1.0,1.0,1.0,9.0,1.0,10.0,3.0,1.0,8.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0263157894736842,0.0294117647058823,0.1,1.0,0.0909090909090909,0.0769230769230769,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201956,1610612739,Omri Casspi,Omri Casspi,201956,CLE,9097.0,152,-2.0,281,282,48.0,50.0,42.0,563,2.0,9.0,3.0,4.0,9.0,1.0,3.0,,10.0,20.0,1.0,3.0,2.0,3.0,6.0,21.0,11.0,23.0,10.0,55.0,265.0,,,1.0,3.0,3.0,,2.0,2.0,3.0,11.0,10.0,2.0,33.0,20.0,10.0,4.0,2.0,6.0,2.0,,,14.0,1.0,6.0,13.0,19.0,2.0,21.0,4.0,3.0,1.0,1.0,5.0,,2.0,,13.0,,12.0,14.0,,6.0,,11.0,47.0,2.0,0.8333333333333334,0.8333333333333334,1.0,0.4782608695652174,0.3333333333333333,0.6666666666666666,0.4782608695652174,0.2857142857142857,,,0.5113636363636364,0.5,0.6,0.5392156862745098,0.5,0.6875,0.5227272727272727,16.96969696969697,0.8,0.1203703703703703,0.0084745762711864,0.1428571428571428,0.1266666666666666,0.0060240963855421,0.0256410256410256,0.1071428571428571,0.1904761904761904,0.1785714285714285,0.0714285714285714,0.2045454545454545,0.2222222222222222,0.25,1.0,0.0681818181818181,0.2045454545454545,0.4444444444444444,0.5714285714285714,0.75,0.0681818181818181,0.3333333333333333,0.3333333333333333,1.0,0.4545454545454545,0.5,0.5,1.0,,1.0,0.3333333333333333,1.0,0.6,0.6666666666666666,0.7272727272727273,0.5,0.5329204545454546,0.49005,0.51819,0.12,0.2222222222222222,,0.0545454545454545,0.2,8.99047619047619,25.52173913043478,0.1708185053380783,,,,,,3.0,1.0,,3.0,3.0,,1.0,,,,,1.0,4.0,3.0,4.0,4.0,,,,1.0,,,,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,0.1428571428571428,0.1111111111111111,0.2222222222222222,0.0909090909090909,0.0526315789473684,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202951,1610612739,Jeremy Pargo,Jeremy Pargo,202951,CLE,26819.0,447,-46.0,834,832,166.0,139.0,133.0,1666,28.0,65.0,26.0,16.0,39.0,6.0,13.0,1.0,12.0,44.0,2.0,5.0,2.0,5.0,57.0,130.0,18.0,57.0,28.0,196.0,884.0,5.0,11.0,2.0,6.0,19.0,15.0,36.0,3.0,6.0,53.0,24.0,90.0,42.0,44.0,12.0,41.0,23.0,64.0,16.0,7.0,5.0,151.0,7.0,6.0,19.0,25.0,7.0,32.0,20.0,12.0,17.0,8.0,37.0,6.0,13.0,,32.0,3.0,33.0,41.0,3.0,17.0,,52.0,164.0,5.0,0.2105263157894736,0.2105263157894736,0.7777777777777778,0.3157894736842105,0.3333333333333333,0.5,0.3157894736842105,0.4384615384615384,0.4545454545454545,0.4166666666666667,0.4491978609625668,0.4705882352941176,0.4642857142857143,0.4757281553398058,0.475,0.5096153846153846,0.3048128342245989,24.47129909365559,0.5405405405405406,0.0673758865248227,0.0217391304347826,0.06,0.0654450261780104,0.0151843817787418,0.0096153846153846,0.1149425287356321,0.06,0.0441176470588235,0.09375,0.3475935828877005,0.4307692307692308,0.5185185185185185,0.3214285714285714,0.1390374331550802,0.2085561497326203,0.4102564102564102,0.4324324324324324,0.0625,0.0695187165775401,0.4615384615384615,0.4615384615384615,1.0,0.2352941176470588,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.0588235294117647,0.2941176470588235,0.4,1.0,0.119047619047619,0.4,0.6524064171122995,0.2727272727272727,0.5285857526881721,0.4939807692307691,0.5299892857142857,0.0845771144278607,0.1180555555555555,,0.096938775510204,0.2704081632653061,7.830000000000002,25.68245614035088,0.1990407673860911,3.0,1.0,1.0,12.0,,19.0,17.0,,12.0,6.0,6.0,5.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,0.1764705882352941,0.0238095238095238,1.0,18.0,14.0,18.0,,,5.0,1.0,4.0,0.1384615384615384,0.1692307692307692,0.0512820512820512,,0.031578947368421,0.4285714285714285,1.0,8.0,13.0,3.0,3.0,3.0,1.0,3.0,7.0,0.1923076923076923,0.0211267605633802,0.0394736842105263,0.0337078651685393,0.5,0.6190476190476191,0.1538461538461538,0.3333333333333333,0.4444444444444444,,,,,,,,,,,,,True,,,,,,,,,,,
203092,1610612739,Tyler Zeller,Tyler Zeller,203092,CLE,9695.0,162,-34.0,303,302,63.0,58.0,54.0,605,9.0,22.0,7.0,4.0,13.0,,,,,1.0,,,,1.0,14.0,42.0,,1.0,4.0,32.0,329.0,4.0,9.0,,,11.0,3.0,8.0,,1.0,8.0,22.0,6.0,,1.0,,5.0,5.0,10.0,3.0,2.0,1.0,25.0,12.0,9.0,20.0,31.0,16.0,47.0,3.0,,6.0,3.0,9.0,2.0,12.0,1.0,23.0,,11.0,6.0,,2.0,,8.0,62.0,1.0,0.7857142857142857,1.0,,,,,,0.3333333333333333,0.4444444444444444,0.375,0.3255813953488372,0.4444444444444444,0.3333333333333333,0.3478260869565217,0.5,0.3636363636363636,0.0232558139534883,14.986376021798366,0.3333333333333333,0.2040816326530612,0.1061946902654867,0.2045454545454545,0.204225352112676,0.0946745562130177,0.1176470588235294,0.1923076923076923,0.1578947368421052,0.2758620689655172,0.0666666666666666,0.5116279069767442,0.4090909090909091,0.5,0.6666666666666666,0.1627906976744186,0.3023255813953488,0.3076923076923077,0.3076923076923077,1.0,,,,,0.0232558139534883,,,,,,,,0.1111111111111111,,0.5348837209302325,,0.5144255813953488,0.5531142857142858,0.5036222222222222,0.0444444444444444,0.0454545454545454,,0.34375,0.25,7.854761904761904,25.3,0.2079207920792079,7.0,,,,,3.0,1.0,2.0,4.0,3.0,1.0,,,3.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,,,0.3333333333333333,1.0,0.7777777777777778,,,5.0,2.0,6.0,,1.0,1.0,2.0,1.0,0.1428571428571428,0.1818181818181818,,,0.2647058823529412,0.5555555555555556,4.0,2.0,1.0,3.0,3.0,,,2.0,3.0,0.2857142857142857,0.12,0.0689655172413793,0.1304347826086956,0.1428571428571428,0.2,1.0,0.5714285714285714,0.4,6.0,4.0,1.0,0.0714285714285714,0.0454545454545454,0.1666666666666666,0.25,,,,,,True,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,17939.0,299,-33.0,541,544,42.0,30.0,82.0,1085,27.0,51.0,28.0,,2.0,,,,,,,,,,37.0,81.0,,,15.0,89.0,573.0,12.0,23.0,,,29.0,2.0,3.0,,,5.0,44.0,30.0,,,,5.0,4.0,9.0,4.0,,2.0,22.0,24.0,10.0,29.0,45.0,31.0,76.0,6.0,4.0,8.0,2.0,14.0,1.0,12.0,,26.0,,24.0,23.0,1.0,10.0,,5.0,42.0,,0.5945945945945946,0.7857142857142857,,,,,,0.4567901234567901,0.5217391304347826,0.6666666666666666,0.4567901234567901,0.5217391304347826,0.6666666666666666,0.483695652173913,0.5576923076923077,0.625,,16.485225505443236,0.4285714285714285,0.1407766990291262,0.1126760563380281,0.1694915254237288,0.1471698113207547,0.0986842105263157,0.1029411764705882,0.123076923076923,0.1304347826086956,0.1707317073170731,0.1666666666666666,0.6296296296296297,0.5294117647058824,0.675,0.5925925925925926,0.345679012345679,0.0246913580246913,,,,,,,,,,,,,,,,,,0.6296296296296297,,0.5459851851851852,0.5754571428571428,0.5508000000000001,0.1111111111111111,0.1111111111111111,,0.3258426966292135,0.0561797752808988,3.4888888888888885,,0.077634011090573,17.0,,,,,2.0,1.0,6.0,7.0,1.0,6.0,,,7.0,4.0,,1.0,10.0,7.0,10.0,7.0,,,0.2857142857142857,0.7,0.7391304347826086,,,3.0,1.0,16.0,1.0,6.0,2.0,3.0,1.0,0.1975308641975308,0.2156862745098039,0.5,0.0909090909090909,0.1666666666666666,1.0,11.0,2.0,10.0,5.0,3.0,,1.0,1.0,2.0,0.1428571428571428,0.108695652173913,0.1320754716981132,0.1071428571428571,0.3571428571428571,0.4166666666666667,0.6,0.6470588235294118,0.6666666666666666,18.0,6.0,,0.0659340659340659,0.0571428571428571,0.0952380952380952,0.1818181818181818,3.0,1.0,1.0,,,True,,,,,,,,,,,
2575,1610612739,Luke Walton,Luke Walton,2575,CLE,2777.0,46,,86,87,12.0,6.0,7.0,173,1.0,2.0,2.0,2.0,3.0,,,,1.0,6.0,,1.0,,1.0,3.0,7.0,1.0,6.0,,9.0,80.0,1.0,1.0,,1.0,2.0,,,,1.0,,6.0,,3.0,6.0,1.0,3.0,3.0,6.0,2.0,1.0,,15.0,,2.0,4.0,6.0,,6.0,2.0,2.0,1.0,,3.0,,1.0,,2.0,,3.0,,,,,,12.0,,1.0,1.0,1.0,0.1666666666666666,,,0.1666666666666666,0.4285714285714285,1.0,,0.3461538461538461,0.5,,0.3461538461538461,0.5,,0.4615384615384615,16.842105263157894,0.6666666666666666,0.1739130434782608,,0.1428571428571428,0.1621621621621621,,,0.2222222222222222,0.125,0.125,0.1666666666666666,0.1538461538461538,0.5,0.5,1.0,0.1538461538461538,0.2307692307692307,0.6666666666666666,0.6666666666666666,1.0,,,,,0.4615384615384615,0.1666666666666666,0.1666666666666666,1.0,,0.5,,,1.0,,0.6153846153846154,0.1666666666666666,0.4878115384615384,0.4014,0.4875,,,,0.2222222222222222,,10.157142857142857,25.516666666666666,0.1395348837209302,,,,,,2.0,1.0,,6.0,4.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202087,1610612739,Alonzo Gee,Alonzo Gee,202087,CLE,16291.0,272,-68.0,506,503,104.0,84.0,92.0,1009,19.0,37.0,12.0,5.0,14.0,5.0,19.0,,5.0,16.0,,1.0,,,29.0,63.0,10.0,35.0,20.0,108.0,583.0,3.0,9.0,,1.0,7.0,6.0,11.0,1.0,4.0,24.0,38.0,20.0,24.0,16.0,5.0,8.0,3.0,11.0,3.0,,,25.0,3.0,8.0,9.0,21.0,7.0,28.0,9.0,7.0,8.0,2.0,17.0,3.0,12.0,,21.0,3.0,20.0,26.0,3.0,11.0,1.0,23.0,103.0,2.0,0.6551724137931034,0.6785714285714286,0.8,0.2857142857142857,,0.25,0.2857142857142857,0.4603174603174603,0.3333333333333333,0.5454545454545454,0.4489795918367347,0.3,0.5,0.4954128440366973,0.35,0.6,0.3571428571428571,20.421393841166932,0.5294117647058824,0.0548780487804878,0.0146341463414634,0.1702127659574468,0.0805687203791469,0.0246478873239436,0.0327868852459016,0.0363636363636363,0.1132075471698113,0.1290322580645161,0.25,0.3775510204081632,0.5135135135135135,0.6333333333333333,0.7368421052631579,0.1224489795918367,0.1428571428571428,0.3571428571428571,0.3571428571428571,0.4,0.1938775510204081,0.2631578947368421,0.2631578947368421,1.0,0.1632653061224489,0.3125,0.3125,0.6,,0.1,,,,,0.7346938775510204,0.3125,0.5586352040816326,0.46251875,0.5741166666666667,0.1121495327102803,0.1549295774647887,0.0277777777777777,0.0648148148148148,0.2222222222222222,6.209523809523809,24.16857142857143,0.2055335968379446,7.0,1.0,4.0,6.0,,5.0,3.0,4.0,11.0,5.0,6.0,,,2.0,,,1.0,4.0,2.0,4.0,1.0,,,0.1818181818181818,0.25,0.7,0.2666666666666666,0.25,8.0,9.0,8.0,,,2.0,2.0,,0.1269841269841269,0.1891891891891892,,,0.0178571428571428,0.5333333333333333,2.0,5.0,5.0,1.0,1.0,2.0,,1.0,3.0,0.0833333333333333,,0.0204081632653061,0.0204081632653061,0.4166666666666667,0.4545454545454545,0.6,0.2857142857142857,0.625,2.0,4.0,,0.050632911392405,0.0517241379310344,0.0476190476190476,0.5,,,,1.0,,True,,,,,,,,,,,
202396,1610612739,Samardo Samuels,Samardo Samuels,202396,CLE,1782.0,30,14.0,62,62,27.0,44.0,9.0,124,3.0,3.0,1.0,1.0,8.0,,,,,1.0,,,,1.0,4.0,12.0,,1.0,3.0,11.0,40.0,,,,,,2.0,4.0,,1.0,5.0,4.0,4.0,,1.0,,,,,,,,,,,3.0,3.0,,3.0,1.0,1.0,1.0,,2.0,1.0,1.0,,3.0,,3.0,6.0,,2.0,,5.0,27.0,,0.5,0.5,,,,,,0.3333333333333333,,0.5,0.3076923076923077,,0.4,0.34375,,0.3571428571428571,0.0769230769230769,25.714285714285715,0.5,0.1578947368421052,,,0.1071428571428571,,,,0.25,,,0.2307692307692307,1.0,1.0,0.6666666666666666,0.0769230769230769,0.6153846153846154,0.125,0.125,,,,,,0.0769230769230769,,,,,,,,0.2,,0.3076923076923077,,0.4405576923076922,,0.44283,0.1333333333333333,0.1428571428571428,,,0.4545454545454545,12.808333333333332,26.7,0.4354838709677419,,,,,,,,,2.0,2.0,,1.0,,1.0,,,,2.0,2.0,2.0,2.0,,,,1.0,,,,2.0,1.0,,,1.0,1.0,,1.0,,,,,0.25,0.4,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,
203079,1610612739,Dion Waiters,Dion Waiters,203079,CLE,11134.0,186,5.0,350,346,64.0,68.0,59.0,696,10.0,22.0,10.0,6.0,23.0,1.0,6.0,,9.0,24.0,3.0,3.0,2.0,6.0,19.0,55.0,10.0,30.0,13.0,81.0,377.0,1.0,4.0,3.0,3.0,11.0,2.0,10.0,2.0,7.0,15.0,4.0,34.0,24.0,24.0,9.0,17.0,6.0,23.0,2.0,4.0,1.0,52.0,,2.0,12.0,14.0,,14.0,3.0,2.0,5.0,1.0,8.0,1.0,6.0,,9.0,,15.0,15.0,,5.0,,15.0,64.0,,0.1052631578947368,0.1052631578947368,0.8,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.3454545454545454,0.25,0.2,0.4,0.7857142857142857,0.2941176470588235,0.4285714285714285,0.7857142857142857,0.3684210526315789,0.3529411764705882,23.557692307692307,0.375,0.1043478260869565,,0.0571428571428571,0.0933333333333333,,,0.0769230769230769,0.1428571428571428,0.08,,0.2588235294117647,0.4545454545454545,0.5263157894736842,0.1,0.1176470588235294,0.2705882352941176,0.2608695652173913,0.2608695652173913,0.1666666666666666,0.0705882352941176,0.1666666666666666,0.1666666666666666,1.0,0.2823529411764706,0.375,0.375,0.7777777777777778,,0.4285714285714285,1.0,0.6666666666666666,0.3529411764705882,0.3333333333333333,0.611764705882353,0.375,0.5089482352941177,0.4412,0.4981529411764705,0.0555555555555555,0.0833333333333333,,0.1358024691358024,0.1851851851851851,10.18909090909091,25.53,0.1828571428571428,,,1.0,6.0,,11.0,5.0,,9.0,4.0,5.0,,,,1.0,,2.0,,,,,,,,,,0.0588235294117647,,5.0,5.0,7.0,,,1.0,,,0.1272727272727272,0.1363636363636363,,,0.088235294117647,0.2941176470588235,,1.0,3.0,,,,1.0,2.0,,0.4,,,,0.3,0.5,,,0.2,,,,,,,,,,1.0,,3.0,True,,,,,,,,,,,
