EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefAtRimReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,OffCorner3ReboundPct,PenaltyAtRimAccuracy,Defensive 3 Seconds Violations,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,on,SecondChanceCorner3FGA,Fg3aBlocked,BlockingFouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,3SecondViolations,Clear Path Fouls,BlockedArc3,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,8507.0,142,3,256,259,28,44,35,515,6,12,3.0,5.0,5.0,10,3.0,5.0,3.0,5.0,7.0,26.0,1.0,1.0,2.0,5.0,14,27,10.0,31.0,2.0,60,273,5.0,7.0,1.0,1.0,13.0,1.0,2.0,5.0,6.0,10,18.0,30.0,4.0,1.0,25.0,7.0,1.0,8.0,1.0,9.0,1.0,7.0,1.0,19.0,2.0,8.0,1.0,6.0,8,3.0,17,11,28,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4,1.0,6.0,13.0,1.0,7.0,7.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,6.0,28,1.0,0.35714285714285715,0.4166666666666667,1.0,0.3225806451612903,1.0,0.4,0.3333333333333333,0.5185185185185185,0.7142857142857143,0.5,0.8125,0.5,0.4918032786885246,0.8125,0.42857142857142855,0.5344827586206896,0.037037037037037035,0.08333333333333333,22.108843537414966,0.5,0.42857142857142855,0.08333333333333333,0.09195402298850575,0.10526315789473684,0.13333333333333333,0.0425531914893617,0.10606060606060606,0.08130081300813008,0.1,0.1,0.125,0.05555555555555555,0.1,0.13157894736842105,0.1,0.2,0.0625,0.5,0.20689655172413793,0.5,0.5454545454545454,0.5,0.1724137931034483,0.5,0.5,0.4,0.08620689655172414,0.6,0.6,0.08620689655172414,0.6,0.6,1.0,0.4482758620689655,0.2692307692307692,0.2692307692307692,1.0,0.625,0.6,0.3333333333333333,0.125,1.0,1.0,0.8333333333333334,0.4,0.7413793103448276,0.28,0.5326535087719299,0.5315,0.5177583333333334,0.04918032786885246,0.06896551724137931,0.03125,0.21666666666666667,0.1,7.2666666666666675,26.370967741935484,0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,2402.0,40,-9,75,72,28,39,17,147,2,4,,1.0,1.0,3,1.0,5.0,,,,,,,,,4,12,,,4.0,12,74,,1.0,,,2.0,5.0,,,6.0,8,,,,,,,1.0,,2.0,2.0,2.0,,,6.0,1.0,2.0,,1.0,2,,3,3,6,,,,,,,,2.0,,,2,,3.0,6.0,1.0,5.0,8.0,2.0,,1.0,,1.0,1.0,,6.0,28,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,,0.2,0.375,0.25,0.3333333333333333,,0.08333333333333333,0.25,18.367346938775512,,,,0.06896551724137931,0.046511627906976744,0.07692307692307693,0.125,0.07142857142857142,0.058823529411764705,0.058823529411764705,,0.06666666666666667,0.14285714285714285,0.2222222222222222,,0.1,,,,0.3333333333333333,0.5,0.6666666666666666,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.2,0.2,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,0.4881166666666667,0.6365,0.47196,0.14285714285714285,0.14285714285714285,,0.16666666666666666,0.5,10.458333333333334,,0.37333333333333335,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1894,1610612765,Corey Maggette,Corey Maggette,1894,DET,15414.0,257,-17,469,469,88,110,76,938,7,12,2.0,4.0,6.0,18,9.0,25.0,2.0,7.0,3.0,14.0,,4.0,1.0,5.0,22,55,5.0,21.0,36.0,95,495,3.0,8.0,,4.0,12.0,7.0,2.0,6.0,14.0,24,20.0,12.0,2.0,,14.0,3.0,8.0,10.0,9.0,19.0,5.0,8.0,1.0,47.0,,5.0,,5.0,15,,20,5,25,1.0,6.0,5.0,1.0,3.0,3.0,2.0,14.0,1.0,3.0,17,,14.0,42.0,,32.0,48.0,21.0,,2.0,,1.0,2.0,,14.0,88,4.0,0.5454545454545454,0.5714285714285714,0.8,0.23809523809523808,,0.3333333333333333,0.23809523809523808,0.4,0.375,0.3881578947368421,0.25,0.3076923076923077,0.4742268041237113,0.4,0.38235294117647056,0.27631578947368424,0.14545454545454545,0.16666666666666666,20.39355992844365,0.17647058823529413,,,0.09090909090909091,0.028089887640449437,0.06756756756756757,,0.08368200836820083,0.020161290322580645,0.06756756756756757,,,,0.10344827586206896,0.05970149253731343,0.04,0.125,0.024390243902439025,,0.15789473684210525,0.5833333333333334,0.7,0.5714285714285714,0.23684210526315788,0.3333333333333333,0.4,0.3333333333333333,0.32894736842105265,0.36,0.4090909090909091,0.09210526315789473,0.2857142857142857,0.2857142857142857,0.5,0.18421052631578946,0.21428571428571427,0.21428571428571427,1.0,0.3333333333333333,0.5,,0.3333333333333333,,,0.38461538461538464,0.2,0.4342105263157895,0.21428571428571427,0.48684539473684213,0.5320124999999999,0.44742307692307687,0.22105263157894736,0.28378378378378377,,0.12631578947368421,0.14736842105263157,11.392727272727273,25.22380952380952,0.18763326226012794,,6.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,,2.0,0.14285714285714285,0.6666666666666666,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,0.16666666666666666,0.12,0.125,0.07692307692307693,1.0,,,,,,,,,True,,,,,,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,12364.0,206,-33,374,377,63,75,55,751,22,32,3.0,5.0,12.0,25,6.0,11.0,,1.0,3.0,17.0,,1.0,1.0,5.0,40,68,3.0,18.0,25.0,114,419,5.0,7.0,,1.0,11.0,15.0,1.0,5.0,28.0,22,58.0,9.0,4.0,2.0,15.0,3.0,7.0,24.0,6.0,30.0,5.0,13.0,6.0,66.0,1.0,6.0,,8.0,15,,23,7,30,3.0,3.0,1.0,2.0,9.0,2.0,4.0,7.0,5.0,1.0,16,,5.0,10.0,,28.0,29.0,16.0,,2.0,1.0,1.0,2.0,,28.0,63,,0.275,0.2894736842105263,1.0,0.16666666666666666,,0.2,0.1875,0.5882352941176471,0.7142857142857143,0.5174418604651163,0.625,0.625,0.5816326530612245,0.6111111111111112,0.6363636363636364,0.20930232558139536,0.10294117647058823,0.15625,25.968109339407746,0.5625,,,0.12195121951219512,0.046153846153846156,0.12903225806451613,0.015625,0.12432432432432433,0.03608247422680412,0.020833333333333332,0.058823529411764705,0.06451612903225806,,0.13043478260869565,0.14,0.1,0.18181818181818182,0.09375,,0.37209302325581395,0.6875,0.8148148148148148,0.3181818181818182,0.29069767441860467,0.48,0.5217391304347826,0.08333333333333333,0.12790697674418605,0.5454545454545454,0.5454545454545454,0.011627906976744186,,,,0.19767441860465115,0.17647058823529413,0.17647058823529413,1.0,0.625,0.6,,0.125,,,0.25,0.2,0.5813953488372093,0.2,0.506310119047619,0.5819285714285715,0.5143277777777777,0.16494845360824742,0.20253164556962025,,0.09649122807017543,0.24561403508771928,6.276470588235294,29.288888888888884,0.16844919786096257,9.0,1.0,11.0,3.0,2.0,,,4.0,1.0,,1.0,0.7333333333333333,0.5,0.45,,,,1.0,5.0,1.0,,3.0,1.0,5.0,,,0.08,,0.07407407407407407,,,7.0,0.05555555555555555,0.7777777777777778,,,,,,True,,,,,,,,,,,,,,
202688,1610612765,Brandon Knight,Brandon Knight,202688,DET,4537.0,76,9,142,142,30,46,28,284,6,9,,,2.0,5,1.0,3.0,,2.0,6.0,11.0,1.0,2.0,1.0,2.0,9,17,6.0,13.0,1.0,37,131,,,1.0,2.0,3.0,3.0,1.0,3.0,5.0,8,10.0,12.0,,,11.0,6.0,1.0,7.0,1.0,8.0,1.0,4.0,2.0,17.0,2.0,,,,4,,4,2,6,,,,,,1.0,,4.0,,,4,1.0,1.0,2.0,,6.0,2.0,1.0,,,,,,,5.0,30,,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.46153846153846156,0.5,0.3333333333333333,0.46153846153846156,0.5294117647058824,,0.6,0.75,0.4166666666666667,0.5967741935483871,0.75,0.4166666666666667,0.43333333333333335,0.058823529411764705,,20.114942528735632,,,,0.06896551724137931,,,0.09090909090909091,0.05194805194805195,0.025,,,,0.11764705882352941,,0.12,,,,,0.3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.4,0.5,0.5,0.1,0.3333333333333333,0.3333333333333333,0.06666666666666667,,,,0.36666666666666664,0.5454545454545454,0.5454545454545454,0.6666666666666666,,,,1.0,0.5,,0.3333333333333333,0.5,0.7333333333333333,0.5454545454545454,0.5286683333333334,0.6156,0.4963416666666667,0.03225806451612903,0.05555555555555555,,0.08108108108108109,0.13513513513513514,6.835294117647059,25.800000000000004,0.2112676056338028,2.0,,1.0,,1.0,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,1.0,6.0,,1.0,2.0,,,,,,,0.2,,0.058823529411764705,0.16666666666666666,,1.0,,0.5,1.0,,,,,True,,,,,,,,,,,,,,
202713,1610612765,Kyle Singler,Kyle Singler,202713,DET,8118.0,135,16,242,239,28,45,39,481,10,15,,,,7,1.0,4.0,2.0,6.0,2.0,7.0,,,2.0,3.0,11,26,4.0,13.0,2.0,36,241,,3.0,,,,,2.0,3.0,7.0,16,6.0,12.0,,,7.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,3.0,,3.0,11,,14,4,18,,1.0,,1.0,3.0,,2.0,,1.0,,3,,2.0,12.0,2.0,7.0,4.0,2.0,,,,,,,7.0,28,,0.7272727272727273,0.7272727272727273,1.0,0.3076923076923077,,0.6666666666666666,0.3076923076923077,0.4230769230769231,,0.4358974358974359,,1.0,0.45,,0.875,0.3333333333333333,0.11538461538461539,0.06666666666666667,14.827586206896552,1.0,,,0.125,0.03333333333333333,0.075,0.02702702702702703,0.109375,0.031496062992125984,0.02702702702702703,0.05405405405405406,,0.03225806451612903,0.05128205128205128,0.21875,0.07407407407407407,0.07692307692307693,,,0.38461538461538464,0.6666666666666666,0.7142857142857143,0.7,0.1794871794871795,,,,0.10256410256410256,0.25,0.25,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.1794871794871795,0.2857142857142857,0.2857142857142857,1.0,,,,,,,1.0,0.6666666666666666,0.717948717948718,0.2857142857142857,0.5706820512820513,0.42906666666666665,0.4417,0.05128205128205128,0.07692307692307693,,,0.19444444444444445,4.976923076923076,24.73846153846154,0.11570247933884298,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,,0.2857142857142857,,0.11764705882352941,,,,,,,,,,,True,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,2534.0,42,-2,80,79,41,44,16,159,1,2,,,1.0,4,3.0,8.0,,,,,,,,,5,14,,,,10,87,2.0,2.0,,,4.0,6.0,,,2.0,10,,,,,,,,3.0,1.0,4.0,1.0,,3.0,9.0,,1.0,,3.0,1,2.0,6,1,7,,1.0,1.0,,1.0,,1.0,1.0,,,2,,,,,,,,,,,,,,2.0,41,,1.0,1.0,,,,,,0.35714285714285715,1.0,0.35714285714285715,1.0,0.16666666666666666,0.35714285714285715,1.0,0.16666666666666666,,,,16.494845360824744,0.5,0.5,,0.03225806451612903,0.029411764705882353,0.23076923076923078,,0.09090909090909091,0.02631578947368421,0.08333333333333333,,,,,,0.2,0.3333333333333333,,,0.14285714285714285,0.5,0.5,1.0,0.2857142857142857,0.25,0.25,1.0,0.5714285714285714,0.375,0.375,,,,,,,,,,,,,,,,,0.14285714285714285,,0.4114357142857143,0.41054999999999997,0.41818333333333335,,,,0.4,0.2,12.014285714285714,,0.5125,1.0,,1.0,,2.0,,,,,,,0.16666666666666666,1.0,0.16666666666666666,,,,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,3477.0,58,-16,108,109,15,11,14,217,3,10,,1.0,1.0,4,4.0,7.0,1.0,5.0,,,,,,,8,21,1.0,5.0,5.0,24,115,1.0,3.0,,,2.0,3.0,,,2.0,8,8.0,3.0,,,,,2.0,5.0,1.0,6.0,,4.0,1.0,13.0,,1.0,,1.0,1,,2,1,3,,1.0,1.0,,2.0,,,,2.0,,2,,4.0,8.0,,5.0,6.0,4.0,,,,,,,2.0,15,1.0,0.5,0.5,1.0,0.2,,,0.2,0.38095238095238093,0.3333333333333333,0.36538461538461536,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.19230769230769232,0.09523809523809523,0.2,23.80952380952381,1.0,,,0.030303030303030304,0.022727272727272728,0.0625,,0.04081632653061224,0.017543859649122806,,0.08333333333333333,,,,0.0625,,0.14285714285714285,,,0.38461538461538464,0.3,0.375,0.6666666666666666,0.15384615384615385,0.25,0.25,,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.19230769230769232,0.2,0.2,1.0,,,,,0.3333333333333333,,,,,,,,0.5769230769230769,,0.5298499999999999,0.4226,0.5119333333333334,0.14285714285714285,0.17391304347826086,,0.08333333333333333,0.08333333333333333,8.052380952380954,23.660000000000004,0.1388888888888889,1.0,,1.0,,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,,,,1.0,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,True,,,,,,,,,,,,,,
202328,1610612765,Greg Monroe,Greg Monroe,202328,DET,4195.0,70,-2,133,132,52,50,23,265,4,16,,4.0,2.0,5,,1.0,,,,,,,,,6,22,,,2.0,14,137,1.0,6.0,,,3.0,8.0,,,4.0,8,4.0,,2.0,,,,4.0,9.0,4.0,13.0,3.0,8.0,1.0,30.0,,7.0,,2.0,12,,14,7,21,2.0,5.0,5.0,,7.0,1.0,4.0,4.0,3.0,,11,2.0,4.0,8.0,,12.0,5.0,2.0,,1.0,1.0,,1.0,,4.0,52,,0.6666666666666666,0.8,,,,,,0.2727272727272727,0.16666666666666666,0.2727272727272727,0.16666666666666666,0.125,0.2916666666666667,0.21428571428571427,0.2,,0.18181818181818182,0.125,21.472392638036812,0.6363636363636364,,,0.2608695652173913,0.125,0.14285714285714285,,0.23333333333333334,0.10144927536231885,0.10714285714285714,0.17647058823529413,0.09090909090909091,,0.2631578947368421,0.26666666666666666,0.16666666666666666,,0.16666666666666666,,0.7272727272727273,0.25,0.2857142857142857,1.0,0.22727272727272727,0.4,0.6666666666666666,,0.045454545454545456,,,,,,,,,,,0.6666666666666666,,,,,,,,0.7272727272727273,,0.5372409090909092,0.5127999999999999,0.5159375,0.08695652173913043,0.08695652173913043,,0.21428571428571427,0.2857142857142857,3.4272727272727277,,0.39097744360902253,5.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,,1.0,0.125,,0.625,,,,1.0,,1.0,,1.0,2.0,1.0,,,0.4,,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,12485.0,208,-19,375,375,64,79,62,750,32,53,15.0,22.0,1.0,8,,1.0,,,,,,,,,33,62,,,4.0,70,401,15.0,22.0,,,31.0,5.0,,,5.0,34,32.0,,26.0,,,,6.0,6.0,,6.0,,3.0,1.0,12.0,4.0,27.0,1.0,15.0,27,3.0,45,32,77,3.0,9.0,7.0,2.0,4.0,,3.0,4.0,1.0,,8,3.0,19.0,24.0,,15.0,12.0,5.0,,16.0,8.0,7.0,17.0,10.0,5.0,64,,0.5151515151515151,0.85,,,,,,0.532258064516129,0.6818181818181818,0.532258064516129,0.6818181818181818,0.4,0.5147058823529411,0.62,0.4166666666666667,,0.0967741935483871,0.11320754716981132,17.04035874439462,0.5,0.3333333333333333,0.0625,0.20300751879699247,0.19285714285714287,0.2459016393442623,0.06557377049180328,0.21649484536082475,0.15422885572139303,0.2549019607843137,0.1320754716981132,0.19444444444444445,0.06382978723404255,0.2826086956521739,0.19642857142857142,0.28205128205128205,0.18181818181818182,0.13636363636363635,0.5882352941176471,0.8548387096774194,0.6037735849056604,0.6808510638297872,0.5,0.12903225806451613,0.125,0.125,1.0,0.016129032258064516,,,,,,,,,,,1.0,0.6818181818181818,0.06666666666666667,,,,,,0.8548387096774194,,0.625975806451613,0.643721052631579,0.53492,0.07462686567164178,0.07462686567164178,,0.44285714285714284,0.07142857142857142,2.0129032258064514,,0.17066666666666666,3.0,1.0,2.0,1.0,1.0,2.0,5.0,,1.0,1.0,1.0,0.4,,0.6,,,,,2.0,,1.0,,2.0,,,1.0,,,0.0967741935483871,,,2.0,0.07142857142857142,0.6666666666666666,2.0,,1.0,1.0,3.0,True,,,,,,,,,,,,,,
