EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Arc3FGA,FG3A,NonHeaveArc3FGA,Offensive Fouls Drawn,FG3APct,Arc3Frequency,Avg3ptShotDistance,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,FG2M,FG3M,SecondChanceFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Fg2aBlocked,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,LostBallTurnovers,SecondChanceTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffTwoPtRebounds,PenaltyTurnovers,OffTwoPtReboundPct,OffLongMidRangeReboundPct,LongMidRangeFGM,SecondChanceFtPoints,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsPutbacks,FTOffRebounds,FTDefRebounds,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ThreePtAssists,Arc3Assists,BlockedAtRim,on,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,HeaveMakes
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,337.0,6.0,11,11.0,6.0,4.0,22,1.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,0.5,0.5,13.333333333333334,0.25,0.125,0.25,1.0,1.0,1.0,0.4617,0.4617,0.5,0.5,1.0,2.8,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,60.0,1.0,1,2.0,,1.0,3,,,,,,2.0,,,,,,,,,1.0,,,,,,,33.333333333333336,,,,,,1.0,0.5142,,,,,,,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612738,Jason Terry,Jason Terry,1891,BOS,329.0,5.0,11,12.0,1.0,4.0,23,,,2.0,,8.0,9.0,,,,,,1.0,,,,,,,1.0,0.6666666666666666,,40.0,,,,,,0.6666666666666666,0.4728333333333332,,,,,8.05,0.0909090909090909,5.0,4.0,4.0,4.0,,0.6666666666666666,0.6666666666666666,26.075000000000003,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.2,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202363,1610612738,Jarvis Varnado,Jarvis Varnado,202363,BOS,774.0,13.0,21,23.0,8.0,4.0,44,1.0,,1.0,2.0,2.0,19.0,,2.0,2.0,,,1.0,1.0,1.0,2.0,4.0,1.0,2.0,8.0,0.3333333333333333,0.5,16.0,,,,1.0,,1.0,0.6115,,0.5,0.5,1.0,1.4,0.3809523809523809,-4.0,,,,,,,,13.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.25,0.0909090909090909,0.25,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203126,1610612738,Kris Joseph,Kris Joseph,203126,BOS,1420.0,24.0,48,48.0,25.0,9.0,96,4.0,4.0,9.0,3.0,7.0,41.0,8.0,2.0,6.0,1.0,1.0,5.0,,,2.0,4.0,2.0,6.0,25.0,0.2692307692307692,0.3333333333333333,26.785714285714285,0.1428571428571428,0.0434782608695652,0.1428571428571428,0.3636363636363636,0.5,0.5454545454545454,0.4835454545454545,0.4796,0.1538461538461538,0.1818181818181818,0.8571428571428571,10.61111111111111,0.5208333333333334,-2.0,2.0,2.0,2.0,,0.1818181818181818,0.1818181818181818,25.75,27.0,,1.0,,,2.0,,,2.0,,,1.0,4.0,2.0,,,,0.2222222222222222,0.1818181818181818,0.2,0.2352941176470588,0.2,0.0909090909090909,,,,,,,,1.0,2.0,1.0,2.0,2.0,,,0.1111111111111111,0.25,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.3333333333333333,0.2,0.25,0.5,0.6666666666666666,0.5,0.3636363636363636,0.5,1.0,0.5,0.4403,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,152.0,3.0,5,5.0,5.0,1.0,10,,,,,,4.0,,,,,1.0,1.0,,,,,,,5.0,,,16.666666666666668,,0.5,,,,,,,,,,,1.0,-2.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612738,Courtney Lee,Courtney Lee,201584,BOS,1203.0,20.0,41,40.0,25.0,8.0,81,2.0,1.0,6.0,2.0,8.0,36.0,3.0,,4.0,,,1.0,2.0,2.0,3.0,2.0,1.0,4.0,25.0,0.5,0.6666666666666666,19.148936170212767,,,,0.2857142857142857,0.3333333333333333,0.4285714285714285,0.4831785714285714,0.5750666666666667,0.125,0.1428571428571428,0.5,10.016666666666666,0.6097560975609756,-9.0,1.0,1.0,1.0,,0.1428571428571428,0.1428571428571428,29.0,22.0,,2.0,,,3.0,,,4.0,,,1.0,1.0,,,,,0.5,0.4285714285714285,0.25,0.0769230769230769,0.25,0.2857142857142857,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,1.0,,,,,1.0,1.0,0.5,0.2857142857142857,,,1.0,,0.25,,1.0,,,1.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203096,1610612738,Jared Sullinger,Jared Sullinger,203096,BOS,850.0,14.0,31,31.0,17.0,5.0,62,2.0,1.0,4.0,,6.0,28.0,3.0,,4.0,1.0,3.0,5.0,,,,,,4.0,17.0,0.75,0.6666666666666666,11.11111111111111,0.5,0.1818181818181818,0.5,0.5,0.3333333333333333,0.5,0.5181,0.4523,,,0.6666666666666666,4.449999999999999,0.5483870967741935,,,,,,,,,20.0,1.0,2.0,,,3.0,,,6.0,,,,2.0,4.0,,,,0.75,0.75,,0.125,,0.5,0.5,0.5,,,,,,,,,,3.0,,,,,,2.0,1.0,1.0,1.0,,2.0,2.0,4.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.1666666666666666,,,0.5,1.0,1.0,,,0.5,1.0,1.0,0.4893,0.6666666666666666,1.0,,0.1111111111111111,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,832.0,14.0,27,27.0,12.0,6.0,54,,,2.0,,,25.0,,,,,,3.0,,,,,,,12.0,,,12.903225806451614,,,,,,0.3333333333333333,0.43055,,,,,17.799999999999997,0.4444444444444444,-8.0,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,25.8,17.0,,,,,,,,,,,,3.0,2.0,,,,,,,0.0833333333333333,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,2.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,0.125,0.5,,,,,,0.6666666666666666,,,,0.3946,,,,,,,,,,,,2.0,,,,,,,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,3.0,,1,,1.0,1.0,1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612738,Chris Wilcox,Chris Wilcox,2404,BOS,452.0,8.0,18,17.0,11.0,1.0,35,,,,2.0,2.0,14.0,,,,,,1.0,,,1.0,2.0,1.0,,11.0,1.0,,5.2631578947368425,,,,,,,,,1.0,1.0,,,0.6111111111111112,6.0,,,,,,,,8.0,,,,,,,,,,,,1.0,1.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,0.25,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
