EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,Clear Path Fouls,Offensive Fouls,Charge Fouls Drawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctBlocked,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,BadPassOutOfBoundsTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PtsUnassisted3s,AtRimAssists,ShortMidRangeAssists,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,OffArc3ReboundPct,PenaltyAtRimAccuracy,FTOffRebounds,Charge Fouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,OffFTReboundPct,DefensiveGoaltends,Loose Ball Fouls Drawn,Technical Free Throw Trips,PenaltyCorner3FGM,BlockingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,on,StepOutOfBoundsTurnovers,BlockingFouls,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceAtRimPctAssisted,Arc3PctBlocked,3SecondViolations,HeaveMakes
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,4651.0,78,-12,150,152,20.0,42.0,18,302,3.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,8.0,2.0,5.0,9.0,5.0,11.0,8.0,33.0,149,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,4.0,4.0,6.0,15.0,1.0,7.0,4.0,1.0,1.0,5.0,3.0,8.0,2.0,1.0,5.0,19.0,1.0,2.0,1.0,8.0,1.0,10.0,3.0,13,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,9.0,7.0,1.0,8.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,20.0,1.0,2.0,0.4,0.4,1.0,0.4545454545454545,1.0,0.5,0.5555555555555556,0.5,0.625,0.8333333333333334,0.717391304347826,1.0,0.4,0.55,0.0909090909090909,0.1111111111111111,0.25,0.3333333333333333,15.294117647058824,0.3333333333333333,0.125,0.1951219512195122,0.0344827586206896,0.0476190476190476,0.04,0.1451612903225806,0.036144578313253,0.0769230769230769,0.0344827586206896,0.2,0.1666666666666666,0.35,0.1428571428571428,0.5,0.2,0.75,0.75,0.6666666666666666,0.05,0.2,0.5,0.6666666666666666,0.15,0.3333333333333333,0.5,1.0,0.4,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.5714285714285714,0.5508078947368421,0.46205,0.567225,0.1428571428571428,0.1,0.1818181818181818,0.1818181818181818,0.1212121212121212,8.933333333333332,29.3,0.1333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201858,1610612764,Cartier Martin,Cartier Martin,201858,WAS,2948.0,49,-23,91,95,35.0,25.0,18,186,,3.0,1.0,1.0,3.0,6.0,,2.0,,,1.0,8.0,2.0,4.0,10.0,1.0,10.0,4.0,15.0,102,2.0,3.0,1.0,1.0,,7.0,5.0,4.0,,7.0,4.0,4.0,3.0,,8.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,5.0,,1.0,2.0,1.0,1.0,4.0,1.0,5,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,4.0,,6.0,,3.0,,,1.0,,1.0,1.0,1.0,7.0,35.0,,,0.5,0.5,1.0,0.1,1.0,0.1,0.4,0.6666666666666666,0.275,0.875,0.3260869565217391,0.875,0.3888888888888889,0.5,,0.1,,,21.92982456140351,0.5,0.3333333333333333,0.037037037037037,0.0208333333333333,0.1428571428571428,,0.073170731707317,0.0166666666666666,,0.0476190476190476,,,,,1.0,0.15,,,,0.05,0.3,0.5,0.5,0.1,,,,0.4,0.125,0.125,1.0,,,,0.1111111111111111,0.2222222222222222,0.65,0.125,0.5090605263157894,0.4302,0.5252125,0.1304347826086956,0.2307692307692307,,0.4666666666666667,0.4666666666666667,12.88,26.829999999999995,0.3846153846153846,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.4,0.3888888888888889,0.3333333333333333,0.125,0.1818181818181818,1.0,1.0,0.6666666666666666,0.25,0.25,1.0,1.0,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202338,1610612764,Kevin Seraphin,Kevin Seraphin,202338,WAS,1348.0,22,-23,42,42,2.0,5.0,5,84,1.0,3.0,,7.0,1.0,2.0,,,,,,,,4.0,12.0,,,1.0,9.0,54,1.0,3.0,,,,2.0,,,,,6.0,2.0,,,,,1.0,,,,,,,,,,4.0,,1.0,,1.0,4.0,5,,,,,1.0,,1.0,,1.0,1.0,3.0,,2.0,,1.0,,,,,,,,,2.0,,,0.75,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3461538461538461,0.3333333333333333,,,,0.0833333333333333,,,26.923076923076923,,,0.0625,0.1481481481481481,,,0.05,0.1333333333333333,0.2857142857142857,,,,,,,0.25,0.3333333333333333,0.3333333333333333,,0.5833333333333334,0.1666666666666666,0.5,0.5,,,,,,,,,,,,,,0.25,,0.4009999999999999,0.4561,,0.0769230769230769,0.0769230769230769,,0.2222222222222222,,8.4,,0.0476190476190476,1.0,2.0,,,,,,,,,,,,,,0.3333333333333333,,0.2857142857142857,0.3333333333333333,1.0,0.3333333333333333,,,,,,1.0,2.0,1.0,1.0,0.1428571428571428,0.2222222222222222,0.1428571428571428,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202348,1610612764,Jordan Crawford,Jordan Crawford,202348,WAS,5400.0,90,-27,175,178,30.0,53.0,20,353,6.0,9.0,3.0,15.0,4.0,9.0,,1.0,,,6.0,18.0,6.0,16.0,33.0,6.0,19.0,7.0,57.0,188,1.0,4.0,2.0,3.0,2.0,10.0,6.0,6.0,4.0,10.0,2.0,30.0,12.0,2.0,16.0,6.0,2.0,,12.0,2.0,14.0,2.0,,6.0,30.0,1.0,4.0,4.0,5.0,1.0,10.0,5.0,15,2.0,2.0,,4.0,4.0,1.0,8.0,2.0,,1.0,7.0,1.0,8.0,,3.0,,1.0,1.0,1.0,,1.0,1.0,10.0,30.0,,1.0,0.0625,0.0625,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.3529411764705882,0.4848484848484848,0.25,0.4807692307692308,0.5714285714285714,0.5089285714285714,0.625,0.3571428571428571,0.3653846153846153,,0.0606060606060606,0.1111111111111111,,31.683168316831683,0.5,0.1111111111111111,0.1063829787234042,0.0547945205479452,0.1739130434782608,0.037037037037037,0.1285714285714285,0.05,,0.0588235294117647,,0.2222222222222222,0.0416666666666666,0.1428571428571428,1.0,0.173076923076923,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.2884615384615384,0.173076923076923,0.4444444444444444,0.5,0.0192307692307692,,,,0.3461538461538461,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.25,0.5,0.5384615384615384,0.375,0.4666193877551021,0.49315,0.4138,0.0545454545454545,0.0833333333333333,,0.175438596491228,0.175438596491228,8.824242424242426,28.61578947368421,0.1714285714285714,3.0,6.0,,2.0,3.0,,3.0,,,,,,0.5,0.25,,0.1428571428571428,0.1875,0.4,0.4285714285714285,,0.4285714285714285,0.4285714285714285,0.6666666666666666,0.5,,,1.0,,2.0,1.0,0.0666666666666666,0.0869565217391304,0.0869565217391304,,0.3333333333333333,3.0,6.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0434782608695652,1.0,,,,,,,,,,,,,,True,,,,,,,,,
2853,1610612764,Earl Barron,Earl Barron,2853,WAS,7298.0,122,-20,236,239,57.0,82.0,33,475,5.0,11.0,3.0,7.0,6.0,19.0,,,,,,,,13.0,37.0,,,2.0,28.0,236,4.0,10.0,,,1.0,9.0,10.0,,,10.0,18.0,8.0,,,,,2.0,,2.0,1.0,3.0,1.0,,1.0,7.0,1.0,14.0,7.0,17.0,3.0,27.0,16.0,43,5.0,2.0,3.0,4.0,6.0,2.0,10.0,1.0,9.0,23.0,6.0,1.0,5.0,,3.0,,,5.0,1.0,3.0,5.0,4.0,10.0,57.0,4.0,,0.6923076923076923,0.9,,,,,0.3513513513513513,0.4,0.3513513513513513,0.4,0.358974358974359,0.4090909090909091,0.5,,,0.054054054054054,,,17.753623188405797,0.4,0.3,0.265625,0.1414141414141414,0.2121212121212121,0.0256410256410256,0.2474226804123711,0.108695652173913,0.2272727272727272,0.125,,0.2,0.2666666666666666,0.4,0.8,0.2972972972972973,0.4545454545454545,0.5,0.2,0.1891891891891892,0.5135135135135135,0.3157894736842105,0.3157894736842105,,,,,,,,,,,,0.3,,0.2972972972972973,,0.4732054054054054,0.5750777777777778,0.46197,0.0769230769230769,0.0769230769230769,,0.3214285714285714,0.3571428571428571,10.783783783783784,,0.2415254237288135,6.0,2.0,,,,,5.0,,,2.0,2.0,,0.5,0.5,0.0909090909090909,0.3157894736842105,0.1304347826086956,0.2857142857142857,0.3333333333333333,1.0,0.6,,,,,,3.0,6.0,1.0,1.0,0.1428571428571428,0.1034482758620689,0.0454545454545454,1.0,0.5,2.0,,1.0,,2.0,,,1.0,2.0,0.0357142857142857,0.6666666666666666,1.0,2.0,1.0,1.0,1.0,0.1428571428571428,,,,,,,,True,,,,,,,,,
202686,1610612764,Jan Vesely,Jan Vesely,202686,WAS,1812.0,30,11,56,58,22.0,28.0,12,114,1.0,3.0,,,,,,,,,,,,1.0,3.0,,,,2.0,54,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,2.0,1.0,3,3.0,3.0,,,,,,,3.0,7.0,1.0,,,,,,,,,,,,,22.0,2.0,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,0.3333333333333333,,,4.411764705882352,,,0.0588235294117647,,0.1111111111111111,,0.0769230769230769,,,,,0.2,,,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,,0.6965,,,,,,,,0.8333333333333334,,0.3928571428571428,,,,,,,,,,,,,,,0.3333333333333333,,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,True,,,,,,,,,
202698,1610612764,Chris Singleton,Chris Singleton,202698,WAS,2442.0,41,-1,82,80,33.0,33.0,12,162,2.0,4.0,2.0,2.0,1.0,6.0,,,,,,1.0,1.0,4.0,12.0,,1.0,1.0,9.0,86,,1.0,,,,,4.0,1.0,1.0,7.0,4.0,4.0,,,1.0,,1.0,,1.0,1.0,2.0,,1.0,,5.0,1.0,,4.0,2.0,,6.0,1.0,7,3.0,,3.0,1.0,,1.0,1.0,,3.0,5.0,5.0,,4.0,,2.0,,1.0,,,,,,7.0,33.0,1.0,1.0,0.5,0.5,,,,,0.3333333333333333,,0.3076923076923077,,0.3214285714285714,,0.5833333333333334,0.0769230769230769,,0.0833333333333333,,,16.304347826086957,1.0,,0.1111111111111111,,0.3076923076923077,0.0666666666666666,0.1935483870967742,0.0232558139534883,,,,,0.2222222222222222,0.4,,0.3076923076923077,0.5,0.6666666666666666,0.5,0.1538461538461538,0.4615384615384615,0.1666666666666666,0.1666666666666666,,,,,0.0769230769230769,,,,,,,0.4,0.2,0.3846153846153846,,0.5246846153846154,0.6589,0.58792,0.1538461538461538,0.1666666666666666,,,0.7777777777777778,11.841666666666669,25.8,0.4024390243902439,1.0,1.0,,,,,3.0,,,,,,0.75,0.6,0.25,,0.25,0.5,0.5,1.0,1.0,,,,,,,,1.0,,,,0.125,,,2.0,,1.0,,,,,,,0.0833333333333333,1.0,,,2.0,,,,1.0,,,,,,,True,,,,,,,,,
2731,1610612764,Emeka Okafor,Emeka Okafor,2731,WAS,1419.0,24,6,45,46,3.0,8.0,5,91,2.0,2.0,,1.0,,1.0,,,,,,,,2.0,4.0,,,,4.0,34,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0,5.0,1.0,6,,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,0.5,,0.5,,0.5,,,,,,,,7.547169811320754,,0.3333333333333333,0.2142857142857142,,0.2,0.25,0.2105263157894736,0.0344827586206896,,,,,0.2857142857142857,,,0.5,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,0.5,,0.553825,,,,,,,,5.5,,0.0666666666666666,,,,,,,,,,,1.0,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,True,,,,,,,,,
2457,1610612764,Jannero Pargo,Jannero Pargo,2457,WAS,874.0,15,10,30,32,2.0,16.0,5,62,,,,,1.0,3.0,1.0,3.0,,,,1.0,,1.0,3.0,1.0,4.0,2.0,7.0,23,,,,,,,,1.0,,,,2.0,3.0,,1.0,,,,2.0,,2.0,,,1.0,4.0,,,,1.0,,1.0,,1,,,,,1.0,,1.0,,,2.0,1.0,,2.0,,1.0,,,,,,,,,2.0,,,,,1.0,0.25,,0.25,0.3333333333333333,,0.3571428571428571,,0.4375,,,0.5714285714285714,,,,,25.714285714285715,,,0.1428571428571428,,,,0.0769230769230769,,,,,,0.2,,,,,,,,0.4285714285714285,0.3333333333333333,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.1428571428571428,,,,,,,,,0.5714285714285714,,0.4982928571428571,,0.4998,0.125,0.25,,,,17.433333333333334,24.325,0.0666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,
2733,1610612764,Shaun Livingston,Shaun Livingston,2733,WAS,2082.0,35,5,69,67,22.0,13.0,8,136,1.0,1.0,,3.0,2.0,6.0,,,,,,,,4.0,10.0,,,,8.0,54,,1.0,,,,,4.0,,,4.0,2.0,6.0,,,,,,,2.0,4.0,6.0,2.0,2.0,,16.0,,,3.0,1.0,,4.0,,4,,,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,4.0,22.0,,,0.25,0.25,,,,,0.4,,0.4,,0.4,,0.5,,,,,,15.789473684210526,1.0,,0.0454545454545454,,0.3,,0.125,,,,,0.1666666666666666,,0.5,,0.1,1.0,1.0,,0.3,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,0.1,,0.4215199999999999,0.3602,0.362125,,,,,0.5,13.8,,0.3188405797101449,,1.0,,,,,2.0,,,,,,0.5,0.5,,,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
