EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFtPoints,HeaveAttempts,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,Charge Fouls Drawn,SecondChanceCorner3FGM,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,OffensiveGoaltends
101153,1610612750,Mickael Gelabale,Mickael Gelabale,101153,MIN,21179.0,353,-58,679,677,144,151,80.0,1356,17.0,24.0,6.0,9.0,6.0,7.0,1.0,6.0,10.0,18.0,6.0,20.0,1.0,1.0,6.0,3.0,8.0,1.0,28.0,48.0,9.0,28.0,7.0,90.0,727.0,6.0,10.0,1.0,1.0,13.0,8.0,13.0,1.0,7.0,19.0,40.0,16.0,27.0,6.0,8.0,3.0,4.0,1.0,12.0,2.0,14.0,1.0,1.0,4.0,8.0,30.0,5.0,11.0,9.0,19.0,28.0,16.0,44.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,9.0,1.0,23.0,12.0,2.0,2.0,1.0,7.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,19.0,144,3.0,0.7142857142857143,0.8,1.0,0.32142857142857145,0.14285714285714285,0.32142857142857145,0.5833333333333334,0.6,0.6153846153846154,0.5460526315789473,0.5454545454545454,0.475,0.569620253164557,0.5909090909090909,0.475,0.3684210526315789,0.03571428571428571,0.08333333333333333,0.125,0.16666666666666666,0.05,10.519480519480519,1.0,0.08755760368663594,0.044715447154471545,0.10465116279069768,0.0684931506849315,0.0924092409240924,0.050156739811912224,0.013157894736842105,0.06666666666666667,0.056,0.09523809523809523,0.03225806451612903,0.09375,0.08620689655172414,0.08421052631578947,0.07462686567164178,0.21052631578947367,0.029411764705882353,0.5,0.3157894736842105,0.7083333333333334,0.8095238095238095,0.6470588235294118,0.07894736842105263,0.16666666666666666,0.2,0.23684210526315788,0.5555555555555556,0.5555555555555556,0.9,0.2631578947368421,0.3,0.3157894736842105,1.0,0.10526315789473684,0.375,0.375,1.0,0.8181818181818182,0.6666666666666666,0.5,0.09090909090909091,0.35,0.8571428571428571,0.3,0.16666666666666666,0.05,0.6842105263157895,0.375,0.5510013157894736,0.58373125,0.5527624999999999,0.05128205128205128,0.08,0.14444444444444443,0.2111111111111111,8.722916666666665,23.67142857142857,0.21207658321060383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1905,1610612750,Andrei Kirilenko,Andrei Kirilenko,1905,MIN,57214.0,954,-65,1854,1855,546,336,232.0,3709,101.0,150.0,13.0,25.0,27.0,40.0,9.0,23.0,14.0,37.0,2.0,6.0,,1.0,3.0,20.0,53.0,16.0,124.0,210.0,22.0,59.0,85.0,399.0,1962.0,15.0,29.0,5.0,7.0,49.0,30.0,49.0,6.0,19.0,115.0,176.0,72.0,66.0,20.0,52.0,20.0,13.0,,70.0,4.0,74.0,2.0,2.0,37.0,23.0,152.0,17.0,24.0,13.0,89.0,122.0,41.0,163.0,4.0,42.0,25.0,17.0,36.0,26.0,64.0,1.0,16.0,,40.0,94.0,8.0,7.0,4.0,118.0,12.0,54.0,11.0,26.0,14.0,28.0,20.0,115.0,543,4.0,0.7096774193548387,0.7719298245614035,1.0,0.3728813559322034,0.3157894736842105,0.3793103448275862,0.5904761904761905,0.5172413793103449,0.6122448979591837,0.5836431226765799,0.6176470588235294,0.5735294117647058,0.6195652173913043,0.6447368421052632,0.6318681318681318,0.21933085501858737,,0.06190476190476191,0.08,0.043478260869565216,,18.11764705882353,0.5625,0.13363363363363365,0.03582089552238806,0.08024691358024691,0.08762886597938144,0.12318840579710146,0.047453703703703706,0.029850746268656716,0.04516129032258064,0.03643724696356275,0.0958904109589041,0.0625,0.09574468085106383,0.1340782122905028,0.15719063545150502,0.10317460317460317,,0.03669724770642202,0.7142857142857143,0.5576208178438662,0.6733333333333333,0.7318840579710145,0.693069306930693,0.08550185873605948,0.391304347826087,0.4090909090909091,0.137546468401487,0.3783783783783784,0.3783783783783784,0.9285714285714286,0.022304832713754646,0.3333333333333333,0.3333333333333333,1.0,0.1970260223048327,0.37735849056603776,0.37735849056603776,1.0,0.7352941176470589,0.52,0.3076923076923077,,0.5882352941176471,0.675,0.04411764705882353,0.3333333333333333,0.23529411764705882,0.7769516728624535,0.38461538461538464,0.5853371268656716,0.5699590909090909,0.614918656716418,0.17684887459807075,0.21428571428571427,0.12280701754385964,0.2882205513784461,5.256190476190476,25.416949152542376,0.29449838187702265,4.0,5.0,5.0,4.0,37.0,1.0,10.0,20.0,15.0,28.0,6.0,10.0,1.0,2.0,14.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,7.0,1.0,1.0,10.0,0.8,0.4444444444444444,0.5555555555555556,0.14705882352941177,0.8,1.0,0.3125,0.01694915254237288,,,,,,,,,,,,,True,
200826,1610612750,J.J. Barea,J.J. Barea,200826,MIN,38495.0,642,-48,1260,1265,385,324,157.0,2525,49.0,103.0,2.0,5.0,13.0,26.0,17.0,54.0,15.0,37.0,3.0,14.0,1.0,1.0,2.0,27.0,79.0,30.0,81.0,194.0,30.0,93.0,38.0,290.0,1331.0,2.0,10.0,7.0,,7.0,24.0,59.0,14.0,32.0,104.0,28.0,134.0,45.0,,78.0,27.0,18.0,2.0,86.0,34.0,120.0,26.0,8.0,37.0,41.0,274.0,3.0,9.0,21.0,59.0,81.0,12.0,93.0,1.0,14.0,6.0,8.0,36.0,22.0,47.0,1.0,14.0,1.0,42.0,72.0,,15.0,1.0,48.0,3.0,15.0,6.0,,,,,104.0,384,5.0,0.1728395061728395,0.1728395061728395,0.5,0.3225806451612903,0.4375,0.32608695652173914,0.4175257731958763,0.2,0.4067796610169492,0.43902439024390244,0.20588235294117646,0.4945054945054945,0.460655737704918,0.20588235294117646,0.5202020202020202,0.3240418118466899,0.021505376344086023,0.09278350515463918,0.1262135922330097,0.07407407407407407,,24.37673130193906,0.7659574468085106,0.14640198511166252,0.02,0.125,0.016042780748663103,0.14010507880910683,0.018838304552590265,0.005494505494505495,0.0297029702970297,0.029940119760479042,0.0070921985815602835,0.043478260869565216,0.1440677966101695,0.15454545454545454,0.14285714285714285,0.12903225806451613,0.11363636363636363,0.006622516556291391,,0.3588850174216028,0.47572815533980584,0.5444444444444444,0.1836734693877551,0.18815331010452963,0.3148148148148148,0.34,0.1289198606271777,0.40540540540540543,0.4166666666666667,0.13333333333333333,0.04878048780487805,0.21428571428571427,0.21428571428571427,1.0,0.27526132404181186,0.34177215189873417,0.35064935064935066,0.4444444444444444,0.29411764705882354,0.4,,0.058823529411764705,0.2857142857142857,0.5,0.02197802197802198,0.5,0.32967032967032966,0.6829268292682927,0.34615384615384615,0.5250332167832167,0.5097464285714285,0.4965911111111111,0.05016722408026756,0.07281553398058252,0.02413793103448276,0.3586206896551724,6.764948453608248,25.511827956989247,0.3055555555555556,1.0,6.0,13.0,1.0,14.0,1.0,8.0,1.0,6.0,11.0,,14.0,,2.0,13.0,2.0,1.0,1.0,,,,,,,,,,5.0,0.14285714285714285,0.027777777777777776,0.17647058823529413,0.35294117647058826,0.16666666666666666,,0.43333333333333335,,45.0,9.0,0.02702702702702703,0.02531645569620253,,,,,,,,,True,
201967,1610612750,Dante Cunningham,Dante Cunningham,201967,MIN,33996.0,567,-80,1085,1102,280,253,146.0,2187,29.0,44.0,10.0,14.0,6.0,11.0,8.0,22.0,32.0,105.0,,,,,,,,,69.0,171.0,,,29.0,167.0,1175.0,13.0,28.0,,9.0,35.0,14.0,38.0,,,37.0,116.0,22.0,,18.0,,,13.0,,16.0,8.0,24.0,7.0,1.0,8.0,5.0,56.0,13.0,27.0,10.0,55.0,68.0,40.0,108.0,,16.0,7.0,9.0,13.0,7.0,19.0,3.0,22.0,2.0,39.0,29.0,3.0,,2.0,45.0,2.0,21.0,3.0,14.0,11.0,14.0,6.0,37.0,277,2.0,0.8405797101449275,0.9666666666666667,,,,,0.40350877192982454,0.4642857142857143,0.3684210526315789,0.40350877192982454,0.4642857142857143,0.3684210526315789,0.4326424870466321,0.5147058823529411,0.40217391304347827,,,0.07602339181286549,0.18181818181818182,0.13636363636363635,,16.75933280381255,0.6842105263157895,0.1510989010989011,0.06835443037974684,0.08,0.08666666666666667,0.1329243353783231,0.07339449541284404,0.1111111111111111,0.060240963855421686,0.03571428571428571,0.08849557522123894,0.08108108108108109,0.13829787234042554,0.18181818181818182,0.1375,0.0898876404494382,0.05555555555555555,,0.42857142857142855,0.2573099415204678,0.6590909090909091,0.8055555555555556,0.6551724137931034,0.1286549707602339,0.36363636363636365,0.42105263157894735,0.6140350877192983,0.3047619047619048,0.3106796116504854,0.96875,,,,,,,,,0.5,0.7142857142857143,0.1,,0.2894736842105263,0.5454545454545454,,,,0.2573099415204678,,0.46694210526315805,0.5068695652173912,0.47998684210526316,0.11052631578947368,0.11052631578947368,0.20958083832335328,0.2215568862275449,12.612280701754388,,0.25806451612903225,,,,,9.0,,3.0,3.0,2.0,6.0,,6.0,,,6.0,1.0,2.0,1.0,,,,,,,3.0,3.0,1.0,2.0,,0.08571428571428572,1.0,,,,,,,,0.01904761904761905,,1.0,,,,,,,,True,
202682,1610612750,Derrick Williams,Derrick Williams,202682,MIN,114943.0,1916,-197,3706,3722,1004,761,459.0,7428,184.0,314.0,39.0,70.0,53.0,86.0,15.0,76.0,74.0,200.0,16.0,46.0,7.0,2.0,12.0,49.0,150.0,46.0,273.0,590.0,65.0,196.0,192.0,933.0,3958.0,48.0,93.0,16.0,26.0,146.0,67.0,128.0,16.0,58.0,234.0,402.0,144.0,189.0,50.0,149.0,49.0,67.0,,26.0,20.0,46.0,12.0,8.0,11.0,13.0,112.0,20.0,71.0,98.0,216.0,334.0,96.0,430.0,17.0,44.0,37.0,7.0,44.0,20.0,101.0,15.0,73.0,2.0,127.0,186.0,4.0,8.0,7.0,272.0,22.0,133.0,5.0,37.0,31.0,37.0,18.0,234.0,1000,6.0,0.7362637362637363,0.8104838709677419,0.9692307692307692,0.33163265306122447,0.27586206896551724,0.3333333333333333,0.46271186440677964,0.5161290322580645,0.5234375,0.4713740458015267,0.5504587155963303,0.489247311827957,0.5137665198237885,0.584,0.536697247706422,0.24936386768447838,,0.1135593220338983,0.1464968152866242,0.2236842105263158,,23.79155859467107,0.43564356435643564,0.17048145224940806,0.0529455630126771,0.24019607843137256,0.045662100456621,0.18746268656716417,0.051152332771219784,0.06903353057199212,0.05016722408026756,0.03925233644859813,0.046875,0.0423728813559322,0.12534818941504178,0.1783625730994152,0.19434628975265017,0.2621359223300971,0.1717171717171717,0.04521276595744681,0.4864864864864865,0.3994910941475827,0.5859872611464968,0.6865671641791045,0.6956521739130435,0.09669211195928754,0.19736842105263158,0.2542372881355932,0.2544529262086514,0.37,0.37755102040816324,0.8648648648648649,0.058524173027989825,0.34782608695652173,0.34782608695652173,0.9375,0.19083969465648856,0.32666666666666666,0.32666666666666666,0.9795918367346939,0.6422018348623854,0.5571428571428572,0.2564102564102564,0.06422018348623854,0.46236559139784944,0.6162790697674418,0.06451612903225806,0.16666666666666666,0.24731182795698925,0.648854961832061,0.3288590604026846,0.5398922831632651,0.5365130681818182,0.5653255434782609,0.1539313399778516,0.18972895863052783,0.1564844587352626,0.2508038585209003,8.03847457627119,25.059183673469402,0.2709120345385861,5.0,9.0,14.0,8.0,52.0,1.0,2.0,20.0,7.0,57.0,12.0,24.0,3.0,18.0,32.0,12.0,6.0,4.0,,6.0,,,,,6.0,1.0,1.0,4.0,0.5,0.20202020202020202,0.6,0.08256880733944955,0.5555555555555556,1.0,0.30434782608695654,0.0297029702970297,6.0,,0.02,,5.0,3.0,5.0,4.0,0.04132231404958678,0.42857142857142855,0.6666666666666666,,True,
201880,1610612750,Greg Stiemsma,Greg Stiemsma,201880,MIN,39624.0,660,-56,1281,1295,279,220,133.0,2576,34.0,61.0,5.0,11.0,11.0,15.0,6.0,17.0,35.0,81.0,,,,,,,,,75.0,159.0,,,33.0,183.0,1339.0,6.0,17.0,,4.0,16.0,19.0,36.0,,,51.0,140.0,10.0,,8.0,,,13.0,,18.0,,18.0,,,10.0,7.0,36.0,8.0,24.0,25.0,68.0,104.0,33.0,137.0,3.0,25.0,16.0,9.0,15.0,7.0,36.0,7.0,58.0,4.0,98.0,56.0,7.0,9.0,2.0,39.0,1.0,14.0,6.0,46.0,36.0,46.0,22.0,51.0,279,6.0,0.9333333333333333,0.9859154929577465,,,,,0.4716981132075472,0.35294117647058826,0.5277777777777778,0.4716981132075472,0.35294117647058826,0.5277777777777778,0.5140449438202247,0.42105263157894735,0.5795454545454546,,,0.08176100628930817,0.13114754098360656,0.23529411764705882,,14.923291492329149,0.4166666666666667,0.1687344913151365,0.0525164113785558,0.16025641025641027,0.055944055944055944,0.16636851520572452,0.05333333333333334,0.024390243902439025,0.10843373493975904,0.05238095238095238,0.06306306306306306,0.03125,0.1016949152542373,0.20588235294117646,0.1912568306010929,0.168,0.12903225806451613,0.04225352112676056,0.4782608695652174,0.3836477987421384,0.5573770491803278,0.6415094339622641,0.8823529411764706,0.1069182389937107,0.35294117647058826,0.46153846153846156,0.5094339622641509,0.43209876543209874,0.4375,0.9714285714285714,,,,,,,,,0.6470588235294118,0.45454545454545453,0.2,,0.4166666666666667,0.7333333333333333,,,,0.3836477987421384,,0.49453396226415103,0.5264357142857142,0.4958527777777777,0.08139534883720931,0.08139534883720931,0.08743169398907104,0.2786885245901639,10.58050314465409,,0.21779859484777517,,,,,13.0,,1.0,11.0,2.0,21.0,3.0,8.0,,1.0,10.0,2.0,,12.0,,,,,,,10.0,12.0,,6.0,,0.3142857142857143,1.0,,,,,,,,0.012345679012345678,,7.0,,1.0,1.0,0.030303030303030304,,,,True,
203144,1610612750,Alexey Shved,Alexey Shved,203144,MIN,29328.0,489,3,948,949,287,238,118.0,1897,16.0,31.0,2.0,4.0,4.0,8.0,3.0,11.0,10.0,34.0,3.0,6.0,2.0,2.0,3.0,22.0,64.0,20.0,29.0,76.0,25.0,70.0,29.0,162.0,986.0,3.0,11.0,6.0,5.0,20.0,7.0,28.0,6.0,23.0,41.0,14.0,44.0,48.0,2.0,62.0,22.0,8.0,,50.0,16.0,66.0,10.0,6.0,29.0,14.0,148.0,3.0,4.0,10.0,20.0,32.0,7.0,39.0,1.0,10.0,5.0,5.0,20.0,15.0,38.0,3.0,11.0,1.0,30.0,42.0,,7.0,1.0,43.0,1.0,19.0,2.0,3.0,1.0,4.0,2.0,41.0,287,1.0,0.2413793103448276,0.25,0.64,0.35714285714285715,0.2608695652173913,0.36764705882352944,0.3815789473684211,0.2727272727272727,0.25,0.4554794520547945,0.4411764705882353,0.3137254901960784,0.48493975903614456,0.5,0.35964912280701755,0.4794520547945205,,0.10526315789473684,0.12903225806451613,0.2727272727272727,,18.801843317972352,0.5263157894736842,0.05847953216374269,0.012738853503184714,0.08403361344537816,0.022388059701492536,0.0650759219088937,0.015625,0.017543859649122806,,0.014925373134328358,0.01904761904761905,0.034482758620689655,0.030303030303030304,0.0392156862745098,0.09219858156028368,0.06451612903225806,0.15384615384615385,0.012345679012345678,0.5,0.21232876712328766,0.5161290322580645,0.5925925925925926,0.25,0.07534246575342465,0.2727272727272727,0.375,0.2328767123287671,0.29411764705882354,0.30303030303030304,0.3,0.0410958904109589,0.5,0.5,1.0,0.4383561643835616,0.34375,0.34375,0.5909090909090909,0.23529411764705882,0.5,,0.11764705882352941,0.1568627450980392,0.5,0.058823529411764705,0.6666666666666666,0.39215686274509803,0.6917808219178082,0.3548387096774194,0.5098496503496501,0.4776458333333333,0.4660224489795918,0.12195121951219512,0.20212765957446807,0.12345679012345678,0.25308641975308643,10.298684210526316,25.701428571428576,0.3027426160337553,2.0,4.0,4.0,3.0,9.0,2.0,7.0,2.0,6.0,18.0,3.0,5.0,1.0,4.0,11.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,2.0,0.5,0.06666666666666667,,0.23529411764705882,0.5,1.0,0.2,0.014285714285714285,27.0,1.0,0.029411764705882353,,,1.0,,,,0.5,1.0,,True,
200811,1610612750,Lou Amundson,Lou Amundson,200811,MIN,4033.0,67,-19,124,128,41,59,18.0,252,6.0,11.0,2.0,5.0,,,2.0,6.0,,3.0,,,,,,,,,8.0,20.0,,,1.0,17.0,132.0,3.0,7.0,,1.0,7.0,,2.0,,,,10.0,6.0,,4.0,,,3.0,,,,,,,,,,3.0,9.0,2.0,8.0,12.0,12.0,24.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,6.0,,10.0,6.0,,,,8.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,,41,,0.625,0.8333333333333334,,,,,0.4,0.42857142857142855,,0.4,0.42857142857142855,,0.3695652173913043,0.4375,,,,0.15,0.18181818181818182,0.16666666666666666,,19.444444444444446,0.4,0.17777777777777778,0.2,0.1111111111111111,0.17647058823529413,0.15873015873015872,0.1935483870967742,0.3125,,0.16666666666666666,0.15384615384615385,0.25,0.07692307692307693,0.2857142857142857,0.16666666666666666,0.0625,0.5,0.2222222222222222,0.5,0.55,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.3,0.3333333333333333,0.4,0.15,,,,,,,,,,,,0.7142857142857143,0.4,0.5,,,,,,,0.55,,0.517395,0.5041333333333334,0.33745,0.14285714285714285,0.14285714285714285,0.4117647058823529,,5.005,,0.33064516129032256,,,,,,,,2.0,,3.0,,,,,1.0,,,3.0,,,,,,,,,,1.0,,0.4,,,,,,,,,,,1.0,,,,,,,,True,
201937,1610612750,Ricky Rubio,Ricky Rubio,201937,MIN,73927.0,1232,-134,2387,2391,564,446,289.0,4778,51.0,127.0,6.0,11.0,12.0,38.0,11.0,48.0,48.0,137.0,4.0,8.0,,,2.0,15.0,53.0,12.0,110.0,312.0,19.0,61.0,129.0,406.0,2540.0,12.0,22.0,4.0,8.0,35.0,21.0,73.0,4.0,14.0,109.0,48.0,172.0,48.0,2.0,53.0,15.0,36.0,,254.0,44.0,298.0,28.0,16.0,156.0,74.0,640.0,5.0,25.0,35.0,95.0,133.0,30.0,163.0,8.0,106.0,70.0,36.0,83.0,62.0,124.0,11.0,32.0,3.0,103.0,165.0,4.0,31.0,3.0,163.0,9.0,64.0,19.0,4.0,2.0,4.0,2.0,107.0,560,12.0,0.21818181818181817,0.22018348623853212,0.8421052631578947,0.3114754098360656,0.2857142857142857,0.3114754098360656,0.3525641025641026,0.5454545454545454,0.2876712328767123,0.37131367292225204,0.5192307692307693,0.3103448275862069,0.4521158129175947,0.603448275862069,0.461864406779661,0.16353887399463807,,0.11538461538461539,0.18110236220472442,0.20833333333333334,,20.9985315712188,0.6693548387096774,0.1235370611183355,0.02828054298642534,0.14056224899598393,0.018726591760299626,0.12770137524557956,0.026064291920069503,0.031055900621118012,0.019704433497536946,0.03064066852367688,0.005376344086021506,0.04938271604938271,0.06944444444444445,0.0979381443298969,0.16991643454038996,0.13227513227513227,0.16666666666666666,0.038834951456310676,0.5,0.34048257372654156,0.4015748031496063,0.49038461538461536,0.17647058823529413,0.128686327077748,0.22916666666666666,0.2894736842105263,0.3672922252010724,0.35036496350364965,0.3582089552238806,0.2708333333333333,0.021447721179624665,0.5,0.5,1.0,0.14209115281501342,0.2830188679245283,0.2830188679245283,0.8,0.4230769230769231,0.5454545454545454,,,0.4367816091954023,0.3157894736842105,0.022988505747126436,,0.13793103448275862,0.5040214477211796,0.2830188679245283,0.5074004021447721,0.5455999999999999,0.5128034482758622,0.15348837209302327,0.17438692098092642,0.08620689655172414,0.2684729064039409,10.129807692307693,25.037704918032787,0.23627984918307499,1.0,4.0,4.0,1.0,55.0,,24.0,3.0,20.0,41.0,6.0,21.0,3.0,4.0,24.0,3.0,5.0,4.0,,2.0,,,,1.0,1.0,,,16.0,0.25,0.05660377358490566,0.18181818181818182,0.15384615384615385,0.25,1.0,0.3333333333333333,0.031746031746031744,9.0,,0.021897810218978103,,7.0,,,,,,,,True,
202419,1610612750,Chris Johnson,Chris Johnson,202419,MIN,4211.0,70,2,137,136,43,55,19.0,273,9.0,11.0,1.0,1.0,2.0,3.0,,1.0,2.0,6.0,,,,,,,,,11.0,18.0,,,3.0,25.0,155.0,1.0,1.0,,,2.0,3.0,4.0,,,7.0,20.0,2.0,,2.0,,,1.0,,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,1.0,3.0,2.0,6.0,10.0,5.0,15.0,,1.0,1.0,,2.0,1.0,4.0,2.0,7.0,,9.0,4.0,1.0,,,4.0,,1.0,1.0,7.0,5.0,7.0,5.0,7.0,43,1.0,0.9090909090909091,1.0,,,,,0.6111111111111112,1.0,0.75,0.6111111111111112,1.0,0.75,0.625,1.0,0.7,,,0.05555555555555555,0.09090909090909091,,,15.189873417721518,0.5,0.1276595744680851,0.07692307692307693,0.08333333333333333,0.05263157894736842,0.11267605633802817,0.06896551724137931,,0.14285714285714285,0.05555555555555555,0.1111111111111111,,0.10526315789473684,0.2,0.07692307692307693,0.1111111111111111,,,0.7142857142857143,0.6111111111111112,0.8181818181818182,0.9,0.8888888888888888,0.05555555555555555,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,1.0,,,0.75,0.6666666666666666,,,,0.6111111111111112,,0.5688666666666666,0.5681,0.565275,0.05263157894736842,0.05263157894736842,0.08,0.28,7.533333333333333,,0.31386861313868614,,,,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,,0.2857142857142857,,,,,,,,,,,,,1.0,,0.25,,,,True,
