EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,PenaltyFG2A,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,DefThreePtRebounds,Fouls,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefThreePtReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGA,PenaltyFtPoints,PtsAssisted3s,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,LiveBallTurnoverPct,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,HeaveMakes,HeaveAttempts,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,FTOffRebounds,LostBallSteals,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,OffensiveGoaltends,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3A,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,on,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,297.0,5.0,7.0,9.0,10.0,4.0,5.0,2.0,19.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,0.2,1.0,1.0,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,1052.0,18.0,15.0,33.0,34.0,6.0,13.0,5.0,67.0,25.0,1.0,4.0,1.0,11.0,1.0,,2.0,2.0,,,,,6.0,,0.05555555555555555,0.07692307692307693,,,0.18181818181818182,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3,0.3,0.4,13.157894736842104,0.125,0.125,0.3333333333333333,0.2,0.4,0.4,0.5,0.5,0.5,0.4,0.5,0.39493,0.40985,16.8,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201591,1610612738,DJ White,DJ White,201591,BOS,5157.0,86.0,27.0,161.0,160.0,37.0,48.0,17.0,321.0,146.0,4.0,4.0,1.0,8.0,5.0,1.0,9.0,13.0,6.0,,6.0,5.0,37.0,0.16666666666666666,0.08771929824561403,0.09523809523809523,0.034482758620689655,0.8333333333333334,0.22981366459627328,4.0,16.0,,,,23.0,,,29.0,5.0,,,,,,,,3.0,5.0,,,0.5217391304347826,0.5370370370370371,,16.292134831460675,0.1111111111111111,0.07142857142857142,0.2,0.17391304347826086,0.6956521739130435,,,,,0.13043478260869565,,0.41758260869565217,0.3579800000000001,13.95217391304348,,2.0,3.0,1.0,1.0,3.0,7.0,12.0,5.0,2.0,3.0,3.0,7.0,4.0,8.0,18.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,9.0,1.0,5.0,5.0,1.0,8.0,0.75,0.75,0.5217391304347826,0.6666666666666666,0.8,0.6666666666666666,0.8,0.7,0.8,0.08695652173913043,0.3333333333333333,0.25,0.041666666666666664,0.125,0.0625,0.07692307692307693,0.3333333333333333,0.21428571428571427,0.09090909090909091,0.13043478260869565,0.6666666666666666,1.0,0.5,0.75,1.0,0.6666666666666666,0.4375,0.4375,0.8571428571428571,0.3333333333333333,1.0,0.4990333333333334,0.18518518518518517,0.18518518518518517,0.2413793103448276,0.27586206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201944,1610612738,Terrence Williams,Terrence Williams,201944,BOS,4202.0,70.0,27.0,132.0,131.0,36.0,39.0,13.0,263.0,122.0,5.0,13.0,2.0,34.0,7.0,,10.0,10.0,1.0,1.0,1.0,,36.0,,0.14893617021276595,0.15384615384615385,0.20833333333333334,,0.2727272727272727,4.0,10.0,1.0,4.0,1.0,22.0,1.0,4.0,32.0,6.0,1.0,,4.0,1.0,8.0,6.0,2.0,3.0,1.0,0.25,0.25,0.5576923076923077,0.5333333333333333,0.15384615384615385,24.137931034482758,0.16666666666666666,0.16666666666666666,0.5,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.25,0.25,0.14285714285714285,0.46153846153846156,0.25,0.5010420000000001,0.37928333333333336,10.454545454545455,28.1,5.0,8.0,,,3.0,5.0,13.0,3.0,2.0,2.0,,4.0,4.0,10.0,8.0,18.0,1.0,3.0,,,,,2.0,2.0,,,5.0,,1.0,,,7.0,9.0,1.0,4.0,,,10.0,0.3076923076923077,0.3076923076923077,0.5909090909090909,1.0,0.6666666666666666,1.0,0.5714285714285714,1.0,0.5555555555555556,0.045454545454545456,0.125,,,,,,,,0.125,0.3076923076923077,0.625,0.7142857142857143,0.2,0.75,0.75,0.3333333333333333,0.5,0.5,0.4,,,0.42575,0.13793103448275862,0.16,0.125,0.3125,1.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202348,1610612738,Jordan Crawford,Jordan Crawford,202348,BOS,4813.0,80.0,27.0,151.0,150.0,37.0,45.0,17.0,301.0,137.0,9.0,10.0,2.0,21.0,7.0,1.0,8.0,11.0,,,,,37.0,0.16666666666666666,0.14,0.0945945945945946,0.16,,0.24503311258278146,5.0,6.0,4.0,10.0,5.0,16.0,6.0,13.0,49.0,2.0,5.0,,7.0,3.0,1.0,,1.0,,7.0,0.46153846153846156,0.45454545454545453,0.6551724137931034,0.7058823529411765,0.4482758620689655,24.550898203592816,,,,0.1724137931034483,0.20689655172413793,0.3448275862068966,0.4,0.4,0.7142857142857143,0.6206896551724138,0.42857142857142855,0.4833962962962963,0.51,11.450000000000001,28.87692307692308,3.0,5.0,1.0,1.0,4.0,3.0,10.0,11.0,2.0,2.0,2.0,6.0,1.0,13.0,6.0,14.0,,5.0,2.0,,3.0,3.0,,,4.0,,7.0,1.0,3.0,,1.0,8.0,11.0,,4.0,,,13.0,0.3,0.3333333333333333,0.625,1.0,0.5,1.0,0.7857142857142857,1.0,0.8125,,,,0.06818181818181818,,0.05084745762711865,0.041666666666666664,,0.23076923076923078,,0.1724137931034483,0.6,0.6,0.6666666666666666,0.8,0.8,0.25,0.5,0.5,,0.5,1.0,0.5443,0.12121212121212122,0.2,0.12244897959183673,0.2653061224489796,2.0,2.0,18.0,3.0,3.0,,1.0,1.0,,1.0,1.0,0.42857142857142855,1.0,0.2857142857142857,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6,0.15384615384615385,0.16666666666666666,0.10344827586206896,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,916.0,15.0,-3.0,27.0,27.0,3.0,2.0,2.0,54.0,26.0,,,,,2.0,,2.0,2.0,,,,,3.0,,0.2222222222222222,0.125,0.5,,0.1111111111111111,,4.0,,,,7.0,,1.0,4.0,1.0,1.0,,,,,,,,1.0,,,0.25,0.25,0.125,30.0,,,,,0.5,,,,,0.5,,0.47668125000000006,0.465575,11.442857142857145,24.2,1.0,3.0,,,,1.0,2.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,0.5,0.5,0.2857142857142857,,,,,,,0.2857142857142857,0.6666666666666666,,,,,,,,,0.375,0.3333333333333333,1.0,1.0,,,,0.25,0.25,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,0.5,,,1.0,,,,,,,,,,,,,,0.125,,,,,,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101183,1610612738,Shavlik Randolph,Shavlik Randolph,101183,BOS,2801.0,47.0,16.0,88.0,87.0,27.0,32.0,11.0,175.0,76.0,,,,,8.0,1.0,13.0,17.0,1.0,,1.0,1.0,27.0,0.5,0.22857142857142856,0.24,0.15,1.0,0.3068181818181818,2.0,2.0,,,,10.0,,,13.0,3.0,,,,,,,,4.0,7.0,,,0.6,0.5,,16.494845360824744,0.26666666666666666,0.625,,0.2,0.2,,,,,0.6,,0.55208,0.6888666666666667,5.37,,4.0,6.0,3.0,3.0,1.0,1.0,6.0,1.0,4.0,4.0,,8.0,2.0,5.0,4.0,8.0,2.0,,,1.0,2.0,4.0,2.0,,2.0,1.0,3.0,1.0,5.0,,,5.0,6.0,,3.0,1.0,,5.0,0.3333333333333333,0.6666666666666666,0.6,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.625,0.2,0.3333333333333333,,0.08333333333333333,0.1,0.08823529411764706,,0.2,,0.3076923076923077,0.6,0.6666666666666666,1.0,0.25,0.5,0.5,,0.5,0.5,1.0,0.75,1.0,0.5822666666666666,0.23076923076923078,0.23076923076923078,0.6153846153846154,0.38461538461538464,3.0,1.0,,1.0,,1.0,,,1.0,,,0.3333333333333333,,1.0,2.0,,,,,6.0,,,,,,,,,0.125,,,,,,0.6666666666666666,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612738,Jason Terry,Jason Terry,1891,BOS,931.0,16.0,5.0,30.0,27.0,1.0,9.0,4.0,57.0,20.0,2.0,2.0,,4.0,3.0,,4.0,5.0,,,,,1.0,,0.3,0.21052631578947367,0.25,,0.03333333333333333,,2.0,1.0,2.0,,4.0,1.0,3.0,5.0,,,,2.0,1.0,,,,1.0,,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.42857142857142855,23.52941176470588,0.1111111111111111,0.5,,,0.2857142857142857,0.2857142857142857,0.5,0.5,,0.7142857142857143,0.5,0.5316428571428571,,9.775,24.400000000000002,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,2.0,2.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,0.25,,,,,,,0.5,1.0,,0.1111111111111111,,0.07142857142857142,,,0.25,0.16666666666666666,0.2857142857142857,,,,,,,0.5,0.5,,1.0,,0.5267,,,,,,,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,0.25,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612738,Courtney Lee,Courtney Lee,201584,BOS,3466.0,58.0,4.0,107.0,108.0,26.0,35.0,9.0,215.0,108.0,3.0,4.0,2.0,9.0,1.0,,6.0,8.0,,,,,26.0,,0.027777777777777776,0.12,0.043478260869565216,,0.24299065420560748,2.0,4.0,3.0,5.0,1.0,13.0,5.0,10.0,31.0,4.0,3.0,,5.0,3.0,1.0,1.0,,5.0,5.0,0.5,0.5,0.6739130434782609,0.6739130434782609,0.43478260869565216,20.512820512820515,0.35714285714285715,,1.0,0.08695652173913043,0.17391304347826086,0.21739130434782608,0.6,0.6,0.14285714285714285,0.7391304347826086,0.6,0.5231369565217392,0.4977928571428571,7.407692307692307,24.779999999999998,6.0,7.0,1.0,1.0,,2.0,8.0,,1.0,1.0,,2.0,3.0,12.0,6.0,10.0,,,1.0,,2.0,2.0,4.0,2.0,1.0,,1.0,,2.0,,,1.0,,,,,,12.0,0.375,0.42857142857142855,0.6153846153846154,1.0,0.75,0.5,0.8571428571428571,0.5,0.8571428571428571,,,,0.06451612903225806,,0.047619047619047616,,,,0.3076923076923077,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.5,,,,0.5,0.5,,0.5,1.0,0.573625,,,0.06451612903225806,0.3870967741935484,2.0,,15.0,,,,,,,,1.0,,1.0,0.2857142857142857,2.0,2.0,5.0,,2.0,2.0,,,2.0,1.0,,,,0.6666666666666666,,0.2222222222222222,0.21739130434782608,0.4,0.4,1.0,1.0,,2.0,0.2857142857142857,,2.0,,,,,,0.3333333333333333,1.0,2.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612738,Chris Wilcox,Chris Wilcox,2404,BOS,877.0,15.0,13.0,28.0,27.0,4.0,5.0,1.0,55.0,24.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,4.0,,,0.18181818181818182,,,0.14285714285714285,,,,,,3.0,,,4.0,1.0,,,,,,,,2.0,2.0,,,0.6666666666666666,0.6666666666666666,,13.793103448275863,0.5,,,,,,,,,1.0,,0.6699333333333334,0.7024,0.9333333333333332,,2.0,3.0,,,,,2.0,,,,,,,,4.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
