EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,Clear Path Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,BlockingFouls,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,BlockedCorner3,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,23741.0,396,-48,768,768,185.0,197,72,1536,12.0,24.0,3.0,9.0,2.0,4.0,14.0,36.0,35.0,73.0,61.0,133,26.0,148.0,837,5.0,13.0,8.0,18.0,17.0,31.0,3.0,37.0,86.0,36.0,4.0,7.0,9.0,5.0,14.0,2.0,3.0,4.0,5.0,33.0,2.0,16.0,2.0,16.0,35.0,5.0,56.0,20.0,76.0,3.0,3.0,2.0,1.0,6.0,3.0,8.0,1.0,3.0,14.0,2.0,3.0,16.0,35.0,1.0,3.0,4.0,22.0,2.0,1.0,32.0,2.0,16.0,1.0,17.0,1.0,1.0,14.0,3.0,18.0,13.0,1.0,1.0,1.0,2.0,37.0,185.0,4.0,0.7049180327868853,0.7288135593220338,0.45864661654135336,0.38461538461538464,0.5483870967741935,0.45864661654135336,0.38461538461538464,0.5483870967741935,0.5,0.5294117647058824,0.5606060606060606,0.05263157894736842,0.16666666666666666,0.08333333333333333,19.081272084805654,0.42857142857142855,0.20833333333333334,0.09090909090909091,0.11904761904761904,0.0599250936329588,0.17777777777777778,0.02564102564102564,0.1328125,0.05217391304347826,0.06493506493506493,0.07352941176470588,0.04918032786885246,0.03773584905660377,0.13445378151260504,0.07142857142857142,0.14285714285714285,0.18840579710144928,0.14285714285714285,0.046153846153846156,0.7222222222222222,0.18045112781954886,0.5,0.6,0.5833333333333334,0.2706766917293233,0.3888888888888889,0.42424242424242425,0.2857142857142857,0.5488721804511278,0.4794520547945205,0.4794520547945205,0.9142857142857143,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.12903225806451613,0.5,0.18045112781954886,0.45687744360902255,0.5216666666666666,0.44394193548387106,0.10884353741496598,0.10884353741496598,0.12162162162162163,0.25,12.1406015037594,0.24088541666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,25296.0,422,4,816,843,226.0,216,65,1659,31.0,54.0,1.0,2.0,9.0,15.0,15.0,39.0,27.0,63.0,73.0,156,46.0,255.0,876,5.0,11.0,,13.0,24.0,49.0,16.0,73.0,62.0,84.0,2.0,11.0,43.0,13.0,56.0,7.0,6.0,20.0,14.0,125.0,3.0,2.0,,20.0,48.0,6.0,74.0,5.0,79.0,2.0,13.0,10.0,3.0,12.0,7.0,19.0,1.0,5.0,31.0,1.0,7.0,14.0,26.0,1.0,1.0,2.0,55.0,3.0,7.0,56.0,8.0,24.0,7.0,5.0,,,4.0,1.0,5.0,3.0,2.0,,,3.0,73.0,226.0,,0.4246575342465753,0.4305555555555556,0.46794871794871795,0.45454545454545453,0.4897959183673469,0.49061032863849763,0.4642857142857143,0.4596774193548387,0.5360169491525424,0.4642857142857143,0.5,0.07051282051282051,0.09259259259259259,0.15384615384615385,30.16949152542373,0.3870967741935484,0.20689655172413793,,0.15,0.0076045627376425855,0.1724137931034483,0.03571428571428571,0.1559633027522936,0.01440922190201729,0.012195121951219513,,0.009259259259259259,0.016666666666666666,0.10606060606060606,0.20930232558139536,0.1568627450980392,0.16279069767441862,0.2,0.018867924528301886,0.6,0.2535211267605634,0.5740740740740741,0.6326530612244898,0.5806451612903226,0.18309859154929578,0.38461538461538464,0.45454545454545453,0.2,0.29577464788732394,0.42857142857142855,0.42857142857142855,0.37037037037037035,0.14285714285714285,0.5,1.0,0.24193548387096775,0.6,0.5211267605633803,0.5118248826291081,0.4745888888888889,0.4975685483870968,0.10480349344978165,0.13953488372093023,0.050980392156862744,0.28627450980392155,9.813461538461537,0.2769607843137255,3.0,1.0,21.0,54.0,1.0,3.0,3.0,12.0,21.0,57.0,1.0,3.0,3.0,13.0,54.0,9.0,54.0,21.0,1.0,9.0,7.0,5.0,1.0,2.0,1.0,2.0,7.0,0.8571428571428571,0.3684210526315789,0.3333333333333333,0.23076923076923078,0.3684210526315789,0.2676056338028169,0.017543859649122806,0.018518518518518517,0.08333333333333333,0.014084507042253521,0.2535211267605634,0.3888888888888889,0.39622641509433965,0.8571428571428571,0.21428571428571427,0.3333333333333333,1.0,0.016129032258064516,0.1935483870967742,0.25,0.3888888888888889,25.257894736842108,,,,,,,,,,,,,,,,,,,,True,,,
1891,1610612738,Jason Terry,Jason Terry,1891,BOS,28284.0,471,25,914,927,264.0,302,85,1841,9.0,14.0,,,1.0,4.0,10.0,19.0,23.0,40.0,42.0,73,21.0,201.0,936,1.0,2.0,,8.0,9.0,18.0,6.0,57.0,58.0,26.0,,1.0,36.0,10.0,46.0,5.0,5.0,19.0,11.0,102.0,2.0,4.0,,12.0,22.0,1.0,35.0,6.0,41.0,2.0,15.0,11.0,4.0,26.0,24.0,7.0,,2.0,33.0,2.0,12.0,14.0,25.0,,,1.0,13.0,,1.0,24.0,,6.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,,,,,57.0,264.0,4.0,0.6904761904761905,0.6904761904761905,0.5753424657534246,0.5,0.5,0.6081081081081081,0.4444444444444444,0.6071428571428571,0.625,0.4444444444444444,0.6136363636363636,0.0136986301369863,,0.05263157894736842,18.712871287128714,0.7878787878787878,0.034482758620689655,,0.06547619047619048,0.014035087719298246,0.09375,0.019417475728155338,0.07327586206896551,0.015463917525773196,0.02197802197802198,0.01282051282051282,0.008620689655172414,0.02631578947368421,0.02459016393442623,0.09473684210526316,0.08403361344537816,0.09090909090909091,0.10344827586206896,0.02857142857142857,0.4,0.0945945945945946,0.6428571428571429,0.6428571428571429,0.4444444444444444,0.12837837837837837,0.5263157894736842,0.5555555555555556,0.5,0.2702702702702703,0.575,0.575,0.8695652173913043,,,,0.09523809523809523,0.25,0.6013513513513513,0.5040258620689655,0.5478799999999999,0.5102524390243903,0.04516129032258064,0.0759493670886076,0.03980099502487562,0.2835820895522388,12.735616438356166,0.2888402625820569,17.0,5.0,25.0,58.0,2.0,5.0,9.0,19.0,32.0,75.0,2.0,7.0,11.0,24.0,87.0,9.0,56.0,25.0,,6.0,4.0,2.0,,2.0,2.0,7.0,1.0,0.90625,0.4266666666666667,0.2857142857142857,0.4583333333333333,0.4383561643835616,0.5067567567567568,,,,0.11486486486486487,0.3918918918918919,0.43103448275862066,0.43103448275862066,0.88,0.5555555555555556,0.4,1.0,0.11904761904761904,0.4523809523809524,0.47368421052631576,0.44642857142857145,25.737333333333332,7.0,2.0,2.0,2.0,1.0,1.0,0.4117647058823529,0.4117647058823529,1.0,0.2222222222222222,0.4,0.013157894736842105,,,,,,,,True,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,13866.0,231,-17,451,454,134.0,135,43,905,15.0,28.0,3.0,4.0,6.0,9.0,8.0,14.0,13.0,25.0,36.0,67,13.0,100.0,493,5.0,7.0,,10.0,7.0,17.0,5.0,25.0,20.0,52.0,6.0,8.0,68.0,16.0,84.0,12.0,4.0,41.0,22.0,184.0,2.0,4.0,,7.0,14.0,2.0,23.0,6.0,29.0,,12.0,7.0,5.0,12.0,9.0,9.0,3.0,3.0,21.0,,4.0,6.0,15.0,,,1.0,20.0,,,19.0,1.0,7.0,3.0,1.0,,,1.0,,1.0,1.0,,,,,25.0,134.0,3.0,0.2777777777777778,0.30303030303030304,0.5373134328358209,0.7142857142857143,0.4117647058823529,0.5240963855421686,0.7142857142857143,0.43478260869565216,0.5434782608695652,0.7142857142857143,0.46296296296296297,0.11940298507462686,0.25,0.07142857142857142,22.535211267605636,0.5714285714285714,0.14285714285714285,,0.08695652173913043,0.02702702702702703,0.12962962962962962,0.04,0.09767441860465116,0.030303030303030304,0.07317073170731707,,0.014492753623188406,0.058823529411764705,0.0625,0.13953488372093023,0.07407407407407407,0.15555555555555556,,,1.0,0.3373493975903614,0.5357142857142857,0.7142857142857143,0.06666666666666667,0.1686746987951807,0.5714285714285714,0.6153846153846154,0.375,0.30120481927710846,0.52,0.52,0.46153846153846156,0.5714285714285714,0.75,0.3333333333333333,0.391304347826087,0.6666666666666666,0.5301204819277109,0.47967590361445783,0.5236799999999999,0.4540282608695652,0.07865168539325842,0.0958904109589041,0.1,0.25,9.81641791044776,0.29711751662971175,2.0,,5.0,14.0,,,2.0,6.0,5.0,16.0,,,2.0,6.0,6.0,9.0,14.0,5.0,,5.0,3.0,,,,4.0,,2.0,0.4,0.3125,,0.3333333333333333,0.3125,0.1927710843373494,,,,0.024096385542168676,0.1686746987951807,0.35714285714285715,0.35714285714285715,0.4,,,,,0.2608695652173913,0.3333333333333333,0.35714285714285715,25.168750000000003,,,,,,,,,,,,,1.0,,,,,,,True,,,
2404,1610612738,Chris Wilcox,Chris Wilcox,2404,BOS,49776.0,830,-46,1608,1631,455.0,502,153,3239,103.0,131.0,28.0,36.0,32.0,42.0,7.0,18.0,,3.0,110.0,152,39.0,259.0,1712,29.0,38.0,5.0,63.0,34.0,50.0,15.0,83.0,162.0,58.0,42.0,4.0,17.0,5.0,22.0,5.0,,9.0,8.0,49.0,10.0,45.0,,31.0,73.0,21.0,125.0,55.0,180.0,4.0,32.0,22.0,10.0,12.0,10.0,22.0,3.0,2.0,34.0,4.0,6.0,77.0,125.0,1.0,5.0,10.0,52.0,7.0,,58.0,6.0,25.0,7.0,28.0,,,20.0,7.0,28.0,15.0,2.0,1.0,3.0,3.0,83.0,455.0,7.0,0.7363636363636363,0.9101123595505618,0.7236842105263158,0.7631578947368421,0.68,0.7189542483660131,0.7631578947368421,0.6666666666666666,0.723463687150838,0.75,0.6693548387096774,0.02631578947368421,0.015267175572519083,0.1111111111111111,11.986494091164884,0.35294117647058826,0.375,,0.12372881355932204,0.08506616257088846,0.14761904761904762,0.06134969325153374,0.13,0.07947976878612717,0.11176470588235295,0.06521739130434782,0.07692307692307693,0.04424778761061947,0.13793103448275862,0.13580246913580246,0.09693877551020408,0.12337662337662338,0.21428571428571427,0.1111111111111111,0.5357142857142857,0.8562091503267973,0.7862595419847328,0.7984496124031008,0.7475728155339806,0.11764705882352941,0.3888888888888889,0.4375,0.5714285714285714,0.0196078431372549,,,,0.9473684210526315,0.7777777777777778,0.14285714285714285,0.8235294117647058,0.7619047619047619,0.8627450980392157,0.6212710526315791,0.5977647058823529,0.6229180000000002,0.14534883720930233,0.14619883040935672,0.24324324324324326,0.3204633204633205,2.3848684210526314,0.2829601990049751,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,3.0,1.0,,,6.0,,6.0,,,,,,0.006535947712418301,,,0.1,,0.006535947712418301,,,,,,,,0.0196078431372549,,,74.9,,,,1.0,1.0,,,,,,,,,1.0,,,,,,True,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,31827.0,530,-50,1025,1040,320.0,346,101,2065,48.0,73.0,9.0,9.0,7.0,17.0,14.0,37.0,20.0,61.0,82.0,171,48.0,260.0,1087,11.0,15.0,6.0,31.0,15.0,46.0,23.0,74.0,70.0,94.0,12.0,18.0,19.0,12.0,31.0,6.0,6.0,13.0,4.0,74.0,1.0,7.0,,19.0,58.0,6.0,83.0,8.0,91.0,2.0,14.0,11.0,3.0,24.0,16.0,23.0,5.0,8.0,47.0,2.0,15.0,19.0,44.0,7.0,6.0,2.0,44.0,3.0,3.0,59.0,8.0,28.0,5.0,17.0,1.0,,12.0,4.0,18.0,9.0,,,,,74.0,320.0,6.0,0.4268292682926829,0.4605263157894737,0.47953216374269003,0.7333333333333333,0.32608695652173914,0.49765258215962443,0.78125,0.4396551724137931,0.5462184873949579,0.8157894736842105,0.5138888888888888,0.10526315789473684,0.136986301369863,0.1891891891891892,25.0,0.5106382978723404,0.15789473684210525,,0.15263157894736842,0.020588235294117647,0.13194444444444445,0.009009009009009009,0.14694656488549618,0.017738359201773836,0.046296296296296294,0.022988505747126436,,0.01282051282051282,0.136986301369863,0.15384615384615385,0.16923076923076924,0.1485148514851485,0.09302325581395349,0.02197802197802198,0.5,0.3427230046948357,0.6575342465753424,0.7619047619047619,0.5,0.17370892018779344,0.3783783783783784,0.4666666666666667,0.14285714285714285,0.2863849765258216,0.32786885245901637,0.3333333333333333,0.45,0.5625,1.0,0.2222222222222222,0.29310344827586204,0.4117647058823529,0.539906103286385,0.5090847619047619,0.5487071428571428,0.4781491379310345,0.12017167381974249,0.14659685863874344,0.11923076923076924,0.2846153846153846,9.074269005847954,0.3121951219512195,18.0,5.0,7.0,24.0,1.0,1.0,4.0,7.0,16.0,42.0,1.0,1.0,7.0,12.0,42.0,6.0,21.0,7.0,,2.0,1.0,6.0,,2.0,,1.0,4.0,0.875,0.38095238095238093,1.0,0.5833333333333334,0.41025641025641024,0.19718309859154928,,,,0.08450704225352113,0.11267605633802817,0.2916666666666667,0.2916666666666667,0.7142857142857143,0.0625,1.0,,0.08620689655172414,0.1206896551724138,0.5714285714285714,0.3333333333333333,27.126190476190477,9.0,,3.0,3.0,3.0,,0.5,0.5,1.0,,0.6,,2.0,1.0,1.0,0.01639344262295082,,,,True,,,
201584,1610612738,Courtney Lee,Courtney Lee,201584,BOS,20828.0,347,-73,667,682,186.0,214,66,1349,17.0,27.0,,,1.0,3.0,5.0,11.0,13.0,25.0,35.0,63,10.0,116.0,734,,3.0,,3.0,6.0,15.0,2.0,20.0,32.0,38.0,,5.0,25.0,6.0,31.0,5.0,1.0,13.0,11.0,68.0,,3.0,,12.0,17.0,3.0,32.0,3.0,35.0,,14.0,12.0,2.0,9.0,7.0,8.0,,2.0,17.0,1.0,4.0,14.0,29.0,,2.0,1.0,17.0,1.0,1.0,16.0,2.0,9.0,,4.0,,,3.0,,4.0,3.0,,1.0,,,20.0,186.0,3.0,0.45714285714285713,0.45714285714285713,0.5555555555555556,,0.4,0.5760869565217391,0.375,0.4090909090909091,0.5858585858585859,0.375,0.43478260869565216,0.07936507936507936,0.1111111111111111,0.18181818181818182,15.739484396200814,0.5294117647058824,0.10714285714285714,,0.07203389830508475,0.013333333333333334,0.15584415584415584,,0.0926517571884984,0.010309278350515464,0.014925373134328358,0.01818181818181818,0.009708737864077669,,0.08,0.047619047619047616,0.0821917808219178,0.17647058823529413,0.11538461538461539,,0.75,0.29347826086956524,0.6296296296296297,0.7083333333333334,0.47058823529411764,0.11956521739130435,0.45454545454545453,0.5555555555555556,0.4,0.2717391304347826,0.52,0.52,0.46153846153846156,,,,0.13636363636363635,0.3333333333333333,0.6086956521739131,0.5185467391304347,0.45930000000000004,0.5085090909090909,0.09090909090909091,0.12857142857142856,0.02586206896551724,0.1724137931034483,9.333333333333334,0.27886056971514245,15.0,4.0,4.0,14.0,,,,3.0,12.0,29.0,1.0,1.0,2.0,7.0,33.0,3.0,14.0,4.0,,1.0,1.0,1.0,,,,,,0.9166666666666666,0.41379310344827586,1.0,0.2857142857142857,0.41379310344827586,0.31521739130434784,,,,0.16304347826086957,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.75,,,,0.18181818181818182,0.13636363636363635,,0.2857142857142857,24.217241379310348,8.0,1.0,2.0,,,,0.5333333333333333,0.5333333333333333,1.0,0.25,0.5,,3.0,1.0,,,1.0,1.0,1.0,True,,,
201944,1610612738,Terrence Williams,Terrence Williams,201944,BOS,6245.0,104,-18,202,206,63.0,73,18,408,8.0,13.0,,,1.0,1.0,3.0,4.0,3.0,7.0,14.0,24,2.0,39.0,215,1.0,1.0,,2.0,1.0,1.0,,5.0,8.0,20.0,,3.0,2.0,5.0,7.0,3.0,2.0,1.0,,19.0,,,,4.0,6.0,,10.0,,10.0,,3.0,3.0,,4.0,2.0,6.0,,2.0,10.0,,6.0,3.0,5.0,,,,5.0,,,6.0,2.0,4.0,,,,,,,,,,,,,5.0,63.0,1.0,0.2857142857142857,0.2857142857142857,0.5833333333333334,1.0,1.0,0.6166666666666667,1.0,0.8333333333333334,0.609375,1.0,0.625,0.125,0.23076923076923078,,19.004524886877828,0.4,,,0.07894736842105263,,0.17391304347826086,,0.10101010101010101,,,,,,0.027777777777777776,0.16666666666666666,0.09090909090909091,0.21052631578947367,,,,0.43333333333333335,0.6153846153846154,0.8,0.375,0.13333333333333333,0.75,0.75,,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,0.3333333333333333,1.0,0.6333333333333333,0.5527166666666666,0.4264,0.5849666666666667,0.125,0.15384615384615385,0.05128205128205128,0.1282051282051282,7.6833333333333345,0.3118811881188119,1.0,,2.0,5.0,,,1.0,2.0,3.0,6.0,,,1.0,2.0,9.0,,5.0,2.0,,1.0,4.0,2.0,,,,,,1.0,0.5,,0.5,0.5,0.2,,,,0.03333333333333333,0.16666666666666666,0.4,0.4,1.0,,,,,0.6666666666666666,0.5,0.4,25.66666666666666,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,17119.0,285,-58,554,565,145.0,160,44,1119,9.0,24.0,1.0,2.0,2.0,7.0,2.0,9.0,13.0,42.0,24.0,75,11.0,83.0,605,1.0,4.0,,8.0,4.0,21.0,2.0,13.0,14.0,34.0,2.0,4.0,25.0,8.0,33.0,6.0,2.0,12.0,12.0,74.0,1.0,4.0,,3.0,11.0,,14.0,5.0,19.0,1.0,10.0,4.0,6.0,14.0,9.0,4.0,3.0,5.0,18.0,,2.0,3.0,17.0,,,,15.0,,,15.0,1.0,7.0,1.0,1.0,,,1.0,,1.0,,,,,,13.0,145.0,7.0,0.2916666666666667,0.30434782608695654,0.32,0.25,0.19047619047619047,0.3711340206185567,0.5714285714285714,0.19642857142857142,0.39903846153846156,0.5714285714285714,0.21666666666666667,0.05333333333333334,0.16666666666666666,,20.132013201320134,0.7777777777777778,,,0.05045871559633028,0.02030456852791878,0.041666666666666664,0.020833333333333332,0.04827586206896552,0.02040816326530612,0.05084745762711865,,0.011111111111111112,,0.04597701149425287,0.031746031746031744,0.07352941176470588,0.038461538461538464,0.05,0.01639344262295082,,0.24742268041237114,0.375,0.45,0.3333333333333333,0.09278350515463918,0.2222222222222222,0.2222222222222222,,0.4329896907216495,0.30952380952380953,0.30952380952380953,0.3076923076923077,0.2857142857142857,0.5,,0.25,0.2857142857142857,0.4742268041237113,0.516120618556701,0.5900833333333333,0.5059142857142858,0.06796116504854369,0.08641975308641975,0.0963855421686747,0.1566265060240964,11.46,0.26173285198555957,19.0,5.0,2.0,3.0,,,1.0,2.0,8.0,22.0,2.0,3.0,1.0,7.0,18.0,6.0,3.0,2.0,,1.0,1.0,,,1.0,,,1.0,0.75,0.36363636363636365,0.6666666666666666,0.14285714285714285,0.36363636363636365,0.2268041237113402,,,0.047619047619047616,0.1958762886597938,0.030927835051546393,0.6666666666666666,0.6666666666666666,,,,,0.17857142857142858,0.07142857142857142,0.5,0.6666666666666666,23.509090909090904,6.0,3.0,,,2.0,,0.3157894736842105,0.3157894736842105,1.0,0.42857142857142855,,,,,,,2.0,0.6666666666666666,1.0,True,,,
2571,1610612738,Leandro Barbosa,Leandro Barbosa,2571,BOS,6239.0,104,21,206,203,68.0,90,33,409,6.0,15.0,,1.0,2.0,4.0,3.0,11.0,1.0,5.0,10.0,31,8.0,43.0,200,2.0,5.0,,7.0,3.0,9.0,3.0,15.0,10.0,10.0,,4.0,13.0,3.0,16.0,3.0,,5.0,6.0,35.0,,2.0,,2.0,5.0,,7.0,2.0,9.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,,,4.0,1.0,1.0,2.0,8.0,,,,11.0,,2.0,10.0,,3.0,2.0,2.0,,,1.0,,2.0,1.0,,,,,15.0,68.0,,0.5,0.5,0.3225806451612903,0.4,0.3333333333333333,0.4375,0.5,0.46153846153846156,0.4777777777777778,0.5,0.5,0.12903225806451613,0.13333333333333333,0.18181818181818182,20.081967213114755,0.75,,,0.0847457627118644,0.025974025974025976,0.06666666666666667,,0.07865168539325842,0.02127659574468085,0.03225806451612903,,0.043478260869565216,,0.05,0.05263157894736842,0.15,0.05,0.1,0.05,0.5,0.375,0.4,0.46153846153846156,0.6666666666666666,0.275,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.125,0.2,0.2,,0.14285714285714285,,,0.3076923076923077,0.5,0.6,0.48550625,0.46203571428571427,0.47762307692307693,0.06976744186046512,0.08823529411764706,0.16279069767441862,0.3488372093023256,6.396774193548387,0.3300970873786408,2.0,,4.0,7.0,1.0,1.0,2.0,4.0,5.0,9.0,1.0,2.0,2.0,4.0,15.0,,7.0,4.0,,2.0,1.0,,,,1.0,,2.0,1.0,0.5555555555555556,0.5,0.5,0.5555555555555556,0.225,,,,0.05,0.175,0.5714285714285714,0.5714285714285714,1.0,0.14285714285714285,1.0,1.0,,0.3076923076923077,0.5,0.5714285714285714,24.833333333333332,1.0,1.0,,,,,0.5,0.5,1.0,0.14285714285714285,,,,1.0,,,,,,True,,,
