EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,LostBallTurnovers,SecondChanceTurnovers,BlockedShortMidRange,DefensiveGoaltends,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsUnassisted3s,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,LostBallSteals,BlockingFouls,2pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,LongMidRangePctAssisted,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,3SecondViolations,LongMidRangePctBlocked,Charge Fouls,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Charge Fouls Drawn,Clear Path Fouls,OffensiveGoaltends
202354,1610612748,Dexter Pittman,Dexter Pittman,202354,MIA,702.0,12,-11,24,23,14,23,5,47,1.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,3.0,5,,,,6.0,30,2.0,3.0,,,4.0,2.0,3,,,,4.0,,6.0,,,,,1.0,,,,,,,,1.0,3.0,1.0,1.0,1.0,3,4.0,7,1.0,,,,1.0,,2.0,,2.0,2.0,3.0,4.0,,1.0,,,,,,,,,,,,4.0,14,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,,0.2,,24.13793103448276,,0.5,0.16666666666666666,0.6,0.5,0.14285714285714285,0.25,0.3333333333333333,1.0,0.3333333333333333,,0.5,,0.3333333333333333,,1.0,1.0,,0.2,1.0,1.0,,0.8,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,0.2,,0.45056,0.51975,0.4895333333333333,,,,0.6666666666666666,0.6666666666666666,6.5200000000000005,,0.5833333333333334,1.0,1.0,2.0,,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,True,,,,,,
2365,1610612748,Chris Andersen,Chris Andersen,2365,MIA,5211.0,87,-5,161,159,43,42,21,320,8.0,13.0,3.0,4.0,1.0,2.0,,1.0,,,,,,,2.0,2.0,1.0,,,9.0,16,2.0,2.0,10.0,34.0,169,2.0,3.0,1.0,1.0,10.0,3.0,4,,,2.0,8.0,14.0,4.0,6.0,,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,2.0,10.0,7.0,5.0,5.0,11.0,2.0,18,13.0,31,1.0,1.0,,4.0,,,,,4.0,1.0,8.0,10.0,,,14.0,,,20.0,8.0,,2.0,5.0,5.0,5.0,4.0,8.0,43,,2.0,0.7777777777777778,1.0,1.0,1.0,1.0,,1.0,0.5625,0.6666666666666666,0.75,0.6666666666666666,0.875,0.75,0.6071428571428571,0.8333333333333334,0.5714285714285714,0.1111111111111111,0.125,0.07692307692307693,17.58241758241758,1.0,0.4,0.1746031746031746,0.1388888888888889,0.23809523809523808,0.21212121212121213,0.19047619047619047,0.17391304347826086,0.2222222222222222,0.07692307692307693,0.07142857142857142,0.3157894736842105,0.05555555555555555,0.20833333333333334,0.23809523809523808,0.14285714285714285,0.2,0.8,0.7222222222222222,0.6153846153846154,0.6666666666666666,0.75,0.1111111111111111,0.5,1.0,1.0,0.05555555555555555,,,,,,,0.1111111111111111,1.0,1.0,1.0,,,,0.25,1.0,0.75,,,,,0.8333333333333334,1.0,0.5765944444444444,0.56035,0.6179749999999999,0.3076923076923077,0.3333333333333333,,0.29411764705882354,0.23529411764705882,2.75625,26.1,0.2670807453416149,2.0,3.0,4.0,4.0,1.0,,,0.14285714285714285,0.42857142857142855,0.75,0.6666666666666666,,,,,,,1.0,1.0,1.0,,,,0.5,,0.16666666666666666,,,,1.0,1.0,1.0,3.0,,,,,,1.0,True,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,1685.0,28,3,49,48,9,11,6,97,2.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,,,,,,,,1.0,,,,5.0,11,,1.0,1.0,11.0,42,3.0,4.0,,,6.0,1.0,1,,,,2.0,4.0,6.0,,,1.0,,1.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,2.0,2.0,,4,2.0,6,,,,,2.0,,5.0,1.0,5.0,,2.0,4.0,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,9,,,0.4,0.5,,,,,,0.45454545454545453,0.75,1.0,0.4166666666666667,0.75,1.0,0.4230769230769231,0.75,1.0,0.08333333333333333,0.09090909090909091,,32.72727272727273,,,0.07407407407407407,0.07142857142857142,0.3333333333333333,0.14285714285714285,0.12121212121212122,0.09523809523809523,,0.16666666666666666,,0.2,,0.16666666666666666,0.125,0.3333333333333333,,1.0,0.25,0.6666666666666666,0.6666666666666666,,0.25,0.3333333333333333,0.5,,0.4166666666666667,0.4,0.4,,,,,0.08333333333333333,,,,,,,,1.0,1.0,,,,,0.3333333333333333,,0.4722208333333333,0.5243,0.6717,0.07692307692307693,0.08333333333333333,,0.5454545454545454,0.18181818181818182,10.836363636363636,26.4,0.1836734693877551,1.0,1.0,2.0,,,,,,0.3333333333333333,0.25,1.0,,,1.0,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,1.0,,,,True,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,646.0,11,17,21,22,10,16,1,43,,,,,,1.0,,2.0,,,,,,,,,,,,,3,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,6,,6,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,13.636363636363637,,1.0,0.3076923076923077,,0.5,,0.3333333333333333,,,,,,0.3333333333333333,0.2,0.4,0.5,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,0.3857,,0.4645,,,,,,12.133333333333333,,0.47619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202725,1610612748,Josh Harrellson,Josh Harrellson,202725,MIA,916.0,15,15,30,28,19,28,5,58,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,2.0,3,1.0,2.0,1.0,8.0,17,,,,,1.0,2.0,2,1.0,1.0,1.0,8.0,4.0,,3.0,,2.0,1.0,,,,,,,,,1.0,1.0,,3.0,,3,3.0,6,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,1.0,8.0,19,,,1.0,1.0,1.0,0.5,,1.0,0.5,0.6666666666666666,,1.0,0.7,,1.1666666666666667,0.6666666666666666,0.5,1.0,0.4,,,22.857142857142858,0.5,,0.14285714285714285,0.25,,0.16666666666666666,0.13636363636363635,0.2,1.0,,0.2,,0.125,0.2857142857142857,,,,1.0,0.4,1.0,1.0,1.0,0.2,,,,,,,,,,,0.4,0.5,0.5,1.0,,,,,0.6666666666666666,1.0,,,0.3333333333333333,1.0,0.8,0.5,0.59764,,0.7290333333333333,0.16666666666666666,0.25,,0.125,1.0,2.9,25.5,0.6333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,True,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,2542.0,42,11,77,75,18,13,8,152,2.0,2.0,,,,1.0,,,2.0,3.0,,,1.0,1.0,,1.0,,,1.0,2.0,3,2.0,4.0,2.0,12.0,63,1.0,1.0,,,2.0,,1,1.0,2.0,2.0,5.0,4.0,,6.0,1.0,,,,1.0,1.0,2.0,1.0,,1.0,5.0,,,2.0,4.0,1.0,7,,7,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,5.0,18,,1.0,1.0,1.0,1.0,0.5,,0.5,0.6666666666666666,0.6666666666666666,1.0,,0.7142857142857143,1.0,0.5,0.75,1.0,0.625,0.5714285714285714,,,10.714285714285715,1.0,0.3333333333333333,0.10256410256410256,,0.18181818181818182,,0.12,,,,,,0.21428571428571427,,0.07142857142857142,,,1.0,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.8571428571428571,,0.5643083333333333,,0.42465,,,,0.16666666666666666,0.4166666666666667,3.866666666666666,28.374999999999996,0.23376623376623376,1.0,1.0,,,,1.0,,,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,485.0,8,5,18,18,13,14,1,36,1.0,3.0,1.0,3.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,3,1.0,1.0,3.0,8.0,16,,,,,,1.0,3,1.0,1.0,1.0,6.0,2.0,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,5.0,,,,5.0,,5,,5,,,,,,,1.0,,1.0,1.0,,,,,2.0,,,4.0,2.0,,,,,,,6.0,13,,,1.0,1.0,,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.625,,0.625,0.6666666666666666,,0.6,0.25,0.3333333333333333,0.3333333333333333,36.8421052631579,,,0.7142857142857143,,,,0.7142857142857143,,,,,,0.3333333333333333,1.0,1.0,,,,0.75,0.3333333333333333,0.5,1.0,,,,,,,,0.25,1.0,1.0,,,,,,,,,,0.75,0.3333333333333333,0.25,1.0,,,1.0,,0.6160875,,0.6160875,0.3333333333333333,0.4,,,0.75,1.7666666666666666,24.3,0.7222222222222222,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,774.0,13,2,28,27,13,18,1,55,2.0,2.0,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,4.0,7,,,5.0,13.0,26,,,,,,,2,,,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,1.0,,1,,1,,,,1.0,,1.0,1.0,,2.0,,1.0,2.0,,,6.0,,,7.0,4.0,,1.0,,,,,1.0,13,,1.0,0.5,0.5,,,,,,0.5714285714285714,,,0.5714285714285714,,,0.7222222222222222,,0.16666666666666666,,,,37.931034482758626,0.5,,0.08333333333333333,,,,0.07692307692307693,,,,,,0.16666666666666666,,,,,,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,0.5,,,,,,,,,,,,,,,,,,,0.2857142857142857,,0.4527285714285715,,0.3974,0.5,0.5,,,0.07692307692307693,8.471428571428572,,0.4642857142857143,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,True,,,,,,
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,39561.0,659,20,1230,1228,276,259,124,2458,22.0,34.0,6.0,11.0,7.0,26.0,15.0,33.0,27.0,62.0,1.0,4.0,9.0,15.0,15.0,42.0,3.0,3.0,9.0,44.0,93,42.0,104.0,16.0,230.0,1313,5.0,10.0,1.0,7.0,16.0,11.0,25,12.0,24.0,4.0,62.0,46.0,42.0,123.0,,42.0,15.0,8.0,18.0,9.0,27.0,5.0,4.0,7.0,63.0,4.0,9.0,20.0,53.0,8.0,81,13.0,94,2.0,17.0,13.0,22.0,,16.0,7.0,1.0,29.0,6.0,36.0,60.0,3.0,4.0,31.0,2.0,1.0,26.0,7.0,2.0,4.0,9.0,9.0,10.0,5.0,62.0,274,2.0,3.0,0.5227272727272727,0.5609756097560976,0.9761904761904762,0.40384615384615385,0.14285714285714285,0.5,0.40384615384615385,0.4731182795698925,0.5,0.44,0.5431472081218274,0.38235294117647056,0.5918367346938775,0.5502392344497608,0.42105263157894735,0.5961538461538461,0.5279187817258884,0.08602150537634409,0.08823529411764706,17.33430444282593,0.7586206896551724,0.26666666666666666,0.1402116402116402,0.02702702702702703,0.10204081632653061,0.02197802197802198,0.12717770034843207,0.02524271844660194,0.0297029702970297,0.02830188679245283,0.018018018018018018,0.028169014084507043,0.1258741258741259,0.1592920353982301,0.13934426229508196,0.078125,0.0196078431372549,0.5,0.17258883248730963,0.6470588235294118,0.7096774193548387,0.5,0.1319796954314721,0.2692307692307692,0.3333333333333333,0.7142857142857143,0.16751269035532995,0.45454545454545453,0.45454545454545453,0.3147208121827411,0.43548387096774194,0.43548387096774194,1.0,0.2131979695431472,0.35714285714285715,0.35714285714285715,0.9333333333333333,0.23529411764705882,0.25,1.0,0.17647058823529413,0.22448979591836735,0.5454545454545454,0.30612244897959184,0.6,0.1836734693877551,0.3333333333333333,0.700507614213198,0.35714285714285715,0.5227286802030456,0.5437208333333333,0.4960897959183674,0.04390243902439024,0.07,0.01904761904761905,0.06956521739130435,0.26956521739130435,9.678494623655915,24.102884615384614,0.22439024390243903,3.0,4.0,6.0,6.0,3.0,,,0.023809523809523808,0.14705882352941177,0.23529411764705882,0.75,3.0,2.0,1.0,,,9.0,,4.0,,,,,0.19230769230769232,,,0.4666666666666667,,,,,,3.0,,,1.0,,0.3333333333333333,1.0,False,1.0,1.0,1.0,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,29276.0,488,30,908,913,298,293,91,1821,18.0,26.0,6.0,7.0,6.0,27.0,,,,,,,,,,,,,,24.0,53,,,15.0,63.0,985,9.0,14.0,,,23.0,10.0,18,,,7.0,27.0,34.0,14.0,,,,,5.0,3.0,8.0,11.0,4.0,4.0,2.0,30.0,19.0,18.0,17.0,34.0,4.0,55,39.0,94,2.0,13.0,9.0,6.0,,3.0,14.0,1.0,20.0,6.0,15.0,43.0,7.0,8.0,25.0,2.0,2.0,26.0,13.0,,1.0,32.0,19.0,32.0,19.0,27.0,298,10.0,,0.7083333333333334,1.0,,,,,,0.4528301886792453,0.6428571428571429,0.5555555555555556,0.4528301886792453,0.6428571428571429,0.5555555555555556,0.4846153846153846,0.6388888888888888,0.5869565217391305,,0.09433962264150944,0.038461538461538464,8.390918065153011,0.3,0.17391304347826086,0.10625,0.0728744939271255,0.1504424778761062,0.12101910828025478,0.11778290993071594,0.09158415841584158,0.07142857142857142,0.06315789473684211,0.13402061855670103,0.1,0.12149532710280374,0.09174311926605505,0.10576923076923077,0.16470588235294117,0.08695652173913043,0.59375,0.49056603773584906,0.6923076923076923,0.72,0.6666666666666666,0.5094339622641509,0.2222222222222222,0.2608695652173913,0.8333333333333334,,,,,,,,,,,,,,,,0.3888888888888889,0.8571428571428571,,,,,0.49056603773584906,,0.5143226415094341,0.5109888888888888,0.5066666666666666,0.203125,0.203125,,0.36507936507936506,0.42857142857142855,4.903773584905661,,0.32819383259911894,7.0,10.0,14.0,3.0,5.0,13.0,1.0,0.08333333333333333,0.10714285714285714,0.7142857142857143,0.7,,,2.0,2.0,,1.0,2.0,4.0,,2.0,,,0.14814814814814814,,0.07692307692307693,,,,,,,5.0,1.0,,,,0.14285714285714285,,False,,,,2.0,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,122022.0,2034,572,3859,3827,868,712,349,7686,63.0,108.0,15.0,25.0,28.0,76.0,12.0,41.0,41.0,84.0,2.0,3.0,9.0,17.0,80.0,215.0,12.0,14.0,48.0,103.0,225,121.0,299.0,87.0,656.0,3920,5.0,13.0,5.0,15.0,28.0,24.0,46,23.0,65.0,30.0,147.0,78.0,128.0,306.0,3.0,212.0,80.0,23.0,209.0,58.0,267.0,34.0,24.0,119.0,592.0,3.0,15.0,47.0,96.0,3.0,146,19.0,165,4.0,115.0,85.0,70.0,23.0,55.0,46.0,3.0,116.0,20.0,73.0,193.0,10.0,4.0,118.0,4.0,18.0,110.0,28.0,2.0,20.0,11.0,9.0,12.0,4.0,147.0,864,19.0,16.0,0.3786407766990291,0.38613861386138615,0.8429752066115702,0.40468227424749165,0.3333333333333333,0.35384615384615387,0.40878378378378377,0.4577777777777778,0.38461538461538464,0.5217391304347826,0.5429389312977099,0.44642857142857145,0.527027027027027,0.5659050966608085,0.4666666666666667,0.5538461538461539,0.5706106870229007,0.10222222222222223,0.12037037037037036,16.00187705302675,0.603448275862069,0.03488372093023256,0.07256235827664399,0.014258555133079848,0.08785046728971962,0.005802707930367505,0.07696447793326157,0.011472275334608031,0.009708737864077669,0.021406727828746176,0.009230769230769232,,0.06526315789473684,0.06091370558375635,0.09030837004405286,0.09836065573770492,0.014925373134328358,0.3333333333333333,0.20610687022900764,0.5833333333333334,0.6631578947368421,0.3492063492063492,0.1450381679389313,0.3684210526315789,0.42424242424242425,0.32142857142857145,0.07824427480916031,0.2926829268292683,0.2926829268292683,0.16030534351145037,0.4880952380952381,0.4880952380952381,0.9512195121951219,0.41030534351145037,0.37209302325581395,0.37209302325581395,0.7875,0.10714285714285714,0.6666666666666666,1.0,0.42857142857142855,0.22522522522522523,0.6,0.15315315315315314,0.5294117647058824,0.43243243243243246,0.2916666666666667,0.7767175572519084,0.37735849056603776,0.5429681381957773,0.5211,0.542599537037037,0.0546448087431694,0.11290322580645161,0.006644518272425249,0.042682926829268296,0.22408536585365854,6.838666666666668,25.232775919732447,0.2249287380150298,1.0,7.0,4.0,15.0,2.0,2.0,1.0,0.01201923076923077,0.0650887573964497,0.25,0.14285714285714285,57.0,19.0,7.0,4.0,,71.0,1.0,30.0,6.0,5.0,,,0.13157894736842105,,0.01020408163265306,0.6666666666666666,3.0,13.0,3.0,0.25,0.3333333333333333,3.0,,,3.0,,,,False,,1.0,1.0,10.0,2.0,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,83625.0,1394,41,2564,2592,582,567,250,5156,69.0,135.0,10.0,25.0,9.0,36.0,43.0,102.0,13.0,43.0,,,2.0,6.0,14.0,38.0,4.0,3.0,11.0,121.0,273,27.0,81.0,39.0,362.0,2784,7.0,15.0,2.0,4.0,22.0,22.0,57,5.0,17.0,16.0,75.0,96.0,146.0,72.0,1.0,37.0,14.0,24.0,93.0,47.0,140.0,22.0,25.0,62.0,327.0,2.0,12.0,33.0,56.0,1.0,90,15.0,105,1.0,51.0,29.0,36.0,16.0,26.0,43.0,4.0,79.0,16.0,67.0,138.0,3.0,5.0,76.0,2.0,6.0,61.0,24.0,,9.0,5.0,1.0,6.0,4.0,75.0,580,9.0,9.0,0.39669421487603307,0.4,0.8888888888888888,0.3333333333333333,0.5,0.29411764705882354,0.3375,0.4432234432234432,0.4666666666666667,0.38596491228070173,0.4562146892655367,0.5263157894736842,0.39864864864864863,0.4738219895287958,0.55,0.436046511627907,0.2288135593220339,0.08791208791208792,0.14814814814814814,16.198172874209416,0.45569620253164556,0.013333333333333334,0.0687960687960688,0.016172506738544475,0.08108108108108109,0.0058997050147492625,0.0728910728910729,0.012950971322849213,0.045081967213114756,,,0.014084507042253521,0.07394366197183098,0.0648854961832061,0.06716417910447761,0.08450704225352113,0.005714285714285714,0.6666666666666666,0.3813559322033898,0.5111111111111111,0.6,0.2318840579710145,0.1016949152542373,0.25,0.2727272727272727,0.5555555555555556,0.288135593220339,0.4215686274509804,0.42574257425742573,0.12146892655367232,0.3023255813953488,0.3023255813953488,1.0,0.10734463276836158,0.3684210526315789,0.3684210526315789,0.7857142857142857,,,,0.21052631578947367,0.33783783783783783,0.4,0.08108108108108109,0.3333333333333333,0.14864864864864866,0.2727272727272727,0.6101694915254238,0.3783783783783784,0.5327037037037037,0.5385678571428572,0.4883993055555556,0.064343163538874,0.0821917808219178,,0.06077348066298342,0.20718232044198895,8.912087912087916,24.853086419753087,0.22698907956318254,4.0,8.0,2.0,10.0,6.0,3.0,,0.0035087719298245615,0.07317073170731707,0.42105263157894735,0.5,9.0,11.0,7.0,4.0,,20.0,1.0,22.0,6.0,5.0,1.0,,0.08333333333333333,,0.012345679012345678,0.627906976744186,3.0,,2.0,0.5,1.0,2.0,,0.00980392156862745,6.0,,0.25,1.0,False,,1.0,1.0,2.0,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,49838.0,831,57,1561,1557,372,295,147,3118,17.0,25.0,5.0,6.0,1.0,8.0,8.0,20.0,21.0,54.0,3.0,3.0,4.0,10.0,47.0,110.0,11.0,11.0,24.0,26.0,53,68.0,164.0,8.0,264.0,1669,6.0,9.0,9.0,14.0,39.0,5.0,11,15.0,34.0,3.0,58.0,28.0,24.0,195.0,,110.0,47.0,7.0,61.0,25.0,86.0,16.0,9.0,40.0,197.0,6.0,9.0,33.0,83.0,8.0,124,17.0,141,,19.0,17.0,23.0,2.0,16.0,10.0,3.0,33.0,4.0,31.0,53.0,1.0,1.0,18.0,1.0,2.0,11.0,1.0,1.0,2.0,4.0,,4.0,2.0,57.0,371,3.0,1.0,0.5384615384615384,0.6666666666666666,0.9558823529411765,0.4146341463414634,0.6428571428571429,0.4411764705882353,0.4146341463414634,0.49056603773584906,0.6666666666666666,0.45454545454545453,0.5898617511520737,0.8478260869565217,0.6111111111111112,0.5927601809954751,0.8478260869565217,0.6063829787234043,0.7557603686635944,0.1320754716981132,0.16,14.750290360046458,0.696969696969697,0.2,0.15660377358490565,0.0225,0.14537444933920704,0.024096385542168676,0.15323645970937913,0.023112480739599383,0.01652892561983471,0.00847457627118644,0.018404907975460124,0.03488372093023256,0.10227272727272728,0.1695906432748538,0.19672131147540983,0.1794871794871795,,0.5,0.1152073732718894,0.68,0.8095238095238095,0.35294117647058826,0.03686635944700461,0.125,0.16666666666666666,,0.09216589861751152,0.4,0.42105263157894735,0.2488479262672811,0.3888888888888889,0.39622641509433965,0.9523809523809523,0.5069124423963134,0.42727272727272725,0.42727272727272725,0.9574468085106383,0.13043478260869565,1.0,1.0,0.4782608695652174,0.13333333333333333,0.8333333333333334,0.2222222222222222,0.4,0.5333333333333333,0.4583333333333333,0.8709677419354839,0.42727272727272725,0.5464747685185186,0.5645470588235295,0.5333181818181819,0.0091324200913242,0.018518518518518517,0.006060606060606061,0.14772727272727273,0.2196969696969697,9.320754716981131,24.931097560975616,0.23830877642536835,5.0,6.0,10.0,7.0,2.0,3.0,,0.037267080745341616,0.07042253521126761,0.2608695652173913,0.8333333333333334,9.0,9.0,,1.0,1.0,12.0,2.0,2.0,,,1.0,0.006097560975609756,0.25,,0.04878048780487805,1.0,1.0,2.0,6.0,0.5454545454545454,1.0,,,0.05,3.0,0.018518518518518517,,,False,,,,3.0,,
