EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,HeaveMakes,on,BlockedCorner3
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,10968.0,183,-32,352,350,59,88,49,702,3.0,5.0,2.0,3.0,4.0,24.0,1.0,4.0,1.0,8.0,17.0,2.0,3.0,9.0,32.0,9.0,21.0,45.0,389.0,2.0,4.0,6.0,3.0,16.0,2.0,27.0,17.0,8.0,4.0,5.0,9.0,4.0,1.0,1.0,1.0,2.0,23.0,1.0,6.0,11.0,1.0,18.0,1.0,19.0,6.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,7.0,2.0,2.0,12.0,18.0,1.0,3.0,8.0,2.0,2.0,5.0,3.0,10.0,5.0,2.0,56,0.8888888888888888,0.8888888888888888,1.0,0.42857142857142855,0.5,0.42857142857142855,0.28125,0.42452830188679247,0.75,0.42452830188679247,0.75,0.39622641509433965,14.457831325301203,0.42857142857142855,0.09090909090909091,0.10576923076923077,0.007042253521126761,0.1111111111111111,0.10759493670886076,0.005,0.02,0.1,0.09090909090909091,0.12903225806451613,0.08333333333333333,0.16666666666666666,0.5,0.09433962264150944,0.6,0.6,1.0,0.05660377358490566,0.6666666666666666,0.6666666666666666,1.0,0.4528301886792453,0.16666666666666666,0.16666666666666666,0.75,0.07547169811320754,0.25,0.25,1.0,0.32075471698113206,0.47058823529411764,0.47058823529411764,1.0,0.25,0.75,0.6666666666666666,1.0,0.49056603773584906,0.47058823529411764,0.48191698113207543,0.57195,0.40986666666666666,0.13333333333333333,15.418749999999998,24.666666666666668,0.16761363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101236,1610612758,Chuck Hayes,Chuck Hayes,101236,SAC,47472.0,791,-36,1506,1506,329,399,200,3012,38.0,72.0,24.0,59.0,,,,,,,1.0,,,62.0,131.0,,1.0,139.0,1599.0,,,47.0,17.0,72.0,52.0,,1.0,,55.0,23.0,78.0,15.0,8.0,40.0,4.0,11.0,179.0,65.0,32.0,68.0,20.0,120.0,81.0,201.0,18.0,10.0,8.0,18.0,5.0,12.0,14.0,6.0,4.0,32.0,4.0,3.0,47.0,74.0,,21.0,15.0,,,7.0,7.0,15.0,9.0,2.0,326,0.5806451612903226,0.75,,,,,0.4732824427480916,0.4696969696969697,0.45652173913043476,0.486013986013986,0.47,0.007575757575757576,9.982886480319452,0.5625,0.425531914893617,0.14255765199161424,0.11861313868613138,0.14285714285714285,0.14265335235378032,0.10443864229765012,0.11229946524064172,0.1297709923664122,0.1625,0.13440860215053763,0.15568862275449102,0.10526315789473684,0.6,0.5454545454545454,0.5277777777777778,0.6333333333333333,0.5789473684210527,0.44696969696969696,0.4067796610169492,0.42857142857142855,0.5833333333333334,,,,,,,,,0.007575757575757576,,,,,,,,0.553030303030303,,0.4753469696969696,0.5367048780487805,0.46259444444444436,0.3381294964028777,4.551145038167939,28.5,0.21845949535192563,17.0,35.0,4.0,8.0,1.0,15.0,21.0,46.0,5.0,9.0,1.0,8.0,26.0,28.0,15.0,15.0,1.0,5.0,2.0,1.0,5.0,3.0,3.0,25.0,3.0,9.0,5.0,1.0,1.0,26.0,7.0,5.0,0.45652173913043476,0.5294117647058824,0.5,0.5416666666666666,0.11450381679389313,0.16666666666666666,0.05084745762711865,0.03125,0.06880733944954129,0.1534090909090909,0.0918918918918919,0.07784431137724551,0.0392156862745098,0.09433962264150944,0.7608695652173914,0.4857142857142857,0.11764705882352941,0.4444444444444444,0.5,0.05555555555555555,0.06521739130434782,0.06569343065693431,0.18705035971223022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201166,1610612758,Aaron Brooks,Aaron Brooks,201166,SAC,26398.0,440,-165,863,847,191,269,105,1710,15.0,33.0,9.0,23.0,13.0,32.0,2.0,10.0,1.0,16.0,46.0,1.0,2.0,37.0,88.0,18.0,56.0,147.0,994.0,2.0,3.0,6.0,22.0,16.0,58.0,24.0,44.0,16.0,38.0,13.0,51.0,10.0,3.0,20.0,9.0,9.0,115.0,1.0,9.0,17.0,,26.0,3.0,29.0,13.0,3.0,10.0,20.0,3.0,14.0,9.0,6.0,1.0,29.0,1.0,8.0,21.0,50.0,1.0,34.0,3.0,,,2.0,,3.0,1.0,,189,0.21621621621621623,0.21621621621621623,0.4444444444444444,0.32142857142857145,0.6666666666666666,0.3333333333333333,0.42045454545454547,0.4444444444444444,0.42857142857142855,0.4772727272727273,0.42857142857142855,0.3888888888888889,18.50353892821031,0.6896551724137931,,0.06439393939393939,0.00303951367781155,0.08181818181818182,0.06951871657754011,0.006741573033707865,0.008849557522123894,0.05970149253731343,0.047619047619047616,0.08695652173913043,0.08860759493670886,0.06451612903225806,0.3333333333333333,0.22916666666666666,0.45454545454545453,0.6818181818181818,0.4,0.1597222222222222,0.391304347826087,0.5294117647058824,0.2222222222222222,0.2222222222222222,0.40625,0.43333333333333335,,0.06944444444444445,0.2,0.2,1.0,0.3194444444444444,0.34782608695652173,0.37209302325581395,0.375,0.14285714285714285,0.2857142857142857,0.5,1.0,0.6180555555555556,0.36363636363636365,0.47748943661971843,0.435225,0.41242285714285715,0.04081632653061224,9.263636363636365,26.56607142857143,0.2213209733487833,,2.0,2.0,5.0,14.0,19.0,,4.0,,10.0,15.0,10.0,39.0,,19.0,2.0,,1.0,1.0,2.0,1.0,4.0,1.0,23.0,2.0,7.0,5.0,1.0,,39.0,4.0,5.0,,0.45454545454545453,0.3918918918918919,0.4642857142857143,0.2159090909090909,0.3333333333333333,0.2608695652173913,,0.017241379310344827,,,0.011363636363636364,0.03571428571428571,0.015873015873015872,0.2857142857142857,,,0.13513513513513514,0.4,0.3783783783783784,0.053691275167785234,0.07526881720430108,0.2653061224489796,1.0,1.0,1.0,2.0,3.0,30.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.2,0.05357142857142857,0.0625,0.06521739130434782,1.0,1.0,0.02702702702702703,1.0,0.14285714285714285,0.017857142857142856,,,,,,,True,
201574,1610612758,Jason Thompson,Jason Thompson,201574,SAC,42614.0,710,-94,1394,1400,457,531,161,2794,47.0,75.0,36.0,87.0,26.0,56.0,,,,,1.0,,,109.0,218.0,,1.0,270.0,1605.0,,,48.0,59.0,152.0,66.0,,1.0,,20.0,14.0,34.0,11.0,3.0,14.0,5.0,1.0,82.0,30.0,31.0,69.0,8.0,108.0,39.0,147.0,17.0,13.0,4.0,13.0,2.0,9.0,12.0,4.0,1.0,25.0,1.0,10.0,40.0,89.0,4.0,63.0,32.0,,,21.0,11.0,32.0,19.0,,452,0.6972477064220184,0.8085106382978723,,,,,0.5,0.4977168949771689,0.5609756097560976,0.5294117647058824,0.5454545454545454,0.0045662100456621,17.77777777777778,0.52,0.16326530612244897,0.16389548693586697,0.062111801242236024,0.1712707182320442,0.16611295681063123,0.059907834101382486,0.08759124087591241,0.13445378151260504,0.19594594594594594,0.15584415584415584,0.152,0.21428571428571427,0.59375,0.3424657534246575,0.6266666666666667,0.734375,0.574468085106383,0.3972602739726027,0.41379310344827586,0.45569620253164556,0.6944444444444444,0.2557077625570776,0.4642857142857143,0.4642857142857143,0.9230769230769231,,,,,0.0045662100456621,,,,,,,,0.3470319634703196,,0.46089770642201827,0.5373314285714286,0.4658474576271186,0.17777777777777778,8.211009174311926,38.7,0.3278335724533716,20.0,33.0,11.0,20.0,1.0,52.0,23.0,41.0,2.0,30.0,1.0,26.0,86.0,30.0,19.0,9.0,,6.0,1.0,,12.0,1.0,9.0,78.0,6.0,35.0,7.0,,,86.0,17.0,6.0,0.5609756097560976,0.5084745762711864,0.5,0.5584415584415584,0.0871559633027523,0.14666666666666667,0.09195402298850575,,0.05357142857142857,0.06321839080459771,0.040697674418604654,0.06153846153846154,0.02631578947368421,0.06741573033707865,0.8048780487804879,0.6060606060606061,0.1,0.3333333333333333,0.55,0.016666666666666666,0.14112903225806453,0.1417004048582996,0.31851851851851853,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,True,
201977,1610612758,Marcus Thornton,Marcus Thornton,201977,SAC,103587.0,1726,-286,3367,3352,910,1103,417,6719,117.0,172.0,33.0,87.0,41.0,136.0,33.0,81.0,7.0,108.0,298.0,7.0,20.0,191.0,395.0,141.0,379.0,916.0,3812.0,11.0,27.0,104.0,88.0,220.0,162.0,375.0,297.0,108.0,70.0,21.0,91.0,17.0,4.0,52.0,8.0,10.0,203.0,33.0,49.0,79.0,3.0,131.0,50.0,181.0,61.0,44.0,17.0,42.0,6.0,24.0,25.0,18.0,1.0,67.0,5.0,12.0,49.0,105.0,2.0,112.0,4.0,,,3.0,1.0,4.0,3.0,,901,0.5759162303664922,0.6179775280898876,0.8865248226950354,0.3720316622691293,0.4074074074074074,0.373015873015873,0.4835443037974684,0.5200258397932817,0.6036585365853658,0.5513905683192262,0.6190476190476191,0.4896640826873385,23.11479657942472,0.6268656716417911,0.027522935779816515,0.07821782178217822,0.028156996587030716,0.10652173913043478,0.08707482993197278,0.029678982434887948,0.04155844155844156,0.04964539007092199,0.042735042735042736,0.13262599469496023,0.12149532710280374,0.07194244604316546,0.75,0.2222222222222222,0.6802325581395349,0.7358490566037735,0.717948717948718,0.1124031007751938,0.3793103448275862,0.44594594594594594,0.30303030303030304,0.17571059431524547,0.3014705882352941,0.3037037037037037,0.3902439024390244,0.10465116279069768,0.4074074074074074,0.4074074074074074,0.9090909090909091,0.3850129198966408,0.3624161073825503,0.36486486486486486,0.8796296296296297,0.08536585365853659,0.24390243902439024,0.35,0.7142857142857143,0.7118863049095607,0.36363636363636365,0.5192125,0.5103500000000001,0.5066184065934064,0.11353711790393013,9.100506329113925,25.05145118733508,0.2702702702702703,19.0,28.0,23.0,35.0,78.0,111.0,33.0,55.0,5.0,39.0,95.0,43.0,220.0,26.0,27.0,16.0,1.0,6.0,7.0,,6.0,,7.0,126.0,14.0,53.0,13.0,,,215.0,18.0,8.0,0.6,0.4431818181818182,0.48360655737704916,0.5315533980582524,0.06835443037974684,0.0755813953488372,0.14942528735632185,0.012195121951219513,0.033402922755741124,0.01038961038961039,0.03233830845771144,0.02997275204359673,0.044642857142857144,0.014742014742014743,0.34146341463414637,0.6785714285714286,0.47368421052631576,0.1912568306010929,0.6571428571428571,0.4262295081967213,0.06633906633906633,0.12211981566820276,0.24017467248908297,4.0,5.0,17.0,28.0,33.0,48.0,1.0,2.0,3.0,3.0,7.0,,1.0,0.3473684210526316,0.005277044854881266,0.007352941176470588,0.006711409395973154,0.5714285714285714,0.75,0.09289617486338798,0.29411764705882354,0.358974358974359,0.002631578947368421,2.0,2.0,5.0,1.0,,,True,
201949,1610612758,James Johnson,James Johnson,201949,SAC,20734.0,346,-150,660,664,126,196,79,1324,28.0,45.0,7.0,20.0,9.0,36.0,,2.0,1.0,,4.0,,1.0,44.0,101.0,,6.0,100.0,782.0,,2.0,18.0,12.0,40.0,48.0,,4.0,,20.0,7.0,27.0,5.0,2.0,13.0,3.0,4.0,61.0,15.0,9.0,19.0,4.0,32.0,21.0,53.0,18.0,13.0,5.0,6.0,4.0,5.0,16.0,1.0,3.0,22.0,2.0,2.0,27.0,54.0,1.0,25.0,21.0,,,7.0,10.0,21.0,14.0,,126,0.45454545454545453,0.5128205128205128,,,,,0.43564356435643564,0.411214953271028,0.5625,0.43478260869565216,0.5625,0.056074766355140186,17.918313570487484,0.2727272727272727,0.17391304347826086,0.10215053763440861,0.061224489795918366,0.10112359550561797,0.10181818181818182,0.061946902654867256,0.10666666666666667,0.0625,0.12307692307692308,0.1095890410958904,0.1,0.10344827586206896,0.6666666666666666,0.4205607476635514,0.6222222222222222,0.7,0.35714285714285715,0.18691588785046728,0.35,0.3888888888888889,0.42857142857142855,0.3364485981308411,0.25,0.25,0.7777777777777778,0.018691588785046728,,,,0.037383177570093455,,,,0.0625,0.0625,,,0.4766355140186916,,0.4907915887850467,0.5331291666666668,0.4937035714285714,0.18,8.756435643564359,24.383333333333336,0.19090909090909092,8.0,11.0,2.0,6.0,2.0,12.0,9.0,14.0,,3.0,2.0,2.0,8.0,10.0,7.0,6.0,,2.0,2.0,1.0,2.0,,2.0,21.0,6.0,12.0,2.0,4.0,,8.0,9.0,1.0,0.6428571428571429,0.25,0.21428571428571427,0.26666666666666666,0.06930693069306931,0.1111111111111111,0.1,,0.06382978723404255,0.0684931506849315,0.020618556701030927,0.0684931506849315,0.047619047619047616,0.03571428571428571,0.6875,0.7272727272727273,,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.10619469026548672,0.11214953271028037,0.08,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,True,
202326,1610612758,DeMarcus Cousins,DeMarcus Cousins,202326,SAC,46375.0,773,-214,1526,1512,501,582,184,3038,89.0,154.0,31.0,99.0,23.0,83.0,,,,3.0,10.0,,1.0,143.0,336.0,3.0,10.0,412.0,1787.0,,1.0,83.0,102.0,146.0,140.0,9.0,8.0,3.0,42.0,25.0,67.0,14.0,11.0,28.0,5.0,9.0,159.0,45.0,30.0,106.0,22.0,158.0,61.0,219.0,39.0,26.0,13.0,42.0,5.0,24.0,33.0,18.0,4.0,75.0,4.0,26.0,38.0,90.0,7.0,145.0,18.0,1.0,1.0,9.0,9.0,19.0,11.0,,496,0.5104895104895105,0.584,1.0,0.3,,0.375,0.4255952380952381,0.4263005780346821,0.5,0.48470588235294115,0.5460526315789473,0.028901734104046242,28.744239631336406,0.56,0.44,0.23399558498896247,0.08604206500956023,0.1694915254237288,0.21587301587301588,0.08104395604395605,0.1016949152542373,0.17094017094017094,0.22674418604651161,0.2865853658536585,0.19469026548672566,0.125,0.5789473684210527,0.44508670520231214,0.577922077922078,0.6592592592592592,0.4943820224719101,0.2861271676300578,0.31313131313131315,0.3780487804878049,0.45161290322580644,0.2398843930635838,0.27710843373493976,0.2839506172839506,0.6521739130434783,,,,,0.028901734104046242,0.3,0.3,1.0,,0.017857142857142856,,,0.47398843930635837,0.375,0.47957921511627905,0.5339999999999999,0.4715546296296296,0.20145631067961164,7.645535714285715,29.490000000000002,0.32830930537352554,26.0,45.0,25.0,46.0,8.0,117.0,28.0,55.0,27.0,45.0,8.0,46.0,142.0,36.0,38.0,14.0,2.0,10.0,3.0,3.0,6.0,11.0,10.0,169.0,10.0,64.0,24.0,,1.0,138.0,10.0,20.0,0.509090909090909,0.4411764705882353,0.43636363636363634,0.4896551724137931,0.1130952380952381,0.12337662337662338,0.1717171717171717,0.04081632653061224,0.06829268292682927,0.11049723756906077,0.04242424242424243,0.05228758169934641,0.11538461538461539,0.06329113924050633,0.8035714285714286,0.5777777777777777,0.07692307692307693,0.41818181818181815,0.5434782608695652,0.07272727272727272,0.16209476309226933,0.1641025641025641,0.3446601941747573,,,,2.0,2.0,,2.0,,7.0,4.0,1.0,,1.0,0.25,,0.024096385542168676,,,,,,0.25,0.09090909090909091,,,,5.0,1.0,,True,
203080,1610612758,Thomas Robinson,Thomas Robinson,203080,SAC,26533.0,442,-88,836,830,175,201,133,1666,45.0,89.0,10.0,23.0,7.0,28.0,,,,,,,,62.0,140.0,,,140.0,944.0,,,34.0,29.0,66.0,58.0,,,,17.0,8.0,25.0,5.0,3.0,12.0,5.0,,58.0,40.0,23.0,53.0,5.0,81.0,53.0,134.0,14.0,8.0,6.0,14.0,2.0,9.0,24.0,5.0,4.0,38.0,3.0,5.0,27.0,62.0,5.0,34.0,11.0,,,8.0,2.0,11.0,4.0,,173,0.532258064516129,0.6346153846153846,,,,,0.44285714285714284,0.44285714285714284,0.3333333333333333,0.45751633986928103,0.3617021276595745,,19.157472417251753,0.3684210526315789,0.22727272727272727,0.20622568093385213,0.12422360248447205,0.1885245901639344,0.20052770448548812,0.116331096196868,0.12389380530973451,0.24675324675324675,0.18181818181818182,0.1956521739130435,0.16470588235294117,0.24324324324324326,0.36363636363636365,0.6357142857142857,0.5056179775280899,0.5625,0.5777777777777777,0.16428571428571428,0.43478260869565216,0.47619047619047616,0.3,0.2,0.25,0.25,0.5714285714285714,,,,,,,,,,,,,0.6357142857142857,,0.5173621428571427,0.5544735294117649,0.4990206896551723,0.24285714285714285,5.8307142857142855,,0.20933014354066987,13.0,35.0,12.0,17.0,,16.0,14.0,42.0,6.0,15.0,,4.0,34.0,20.0,11.0,12.0,1.0,7.0,3.0,3.0,7.0,1.0,7.0,28.0,2.0,14.0,1.0,1.0,2.0,34.0,5.0,1.0,0.3333333333333333,0.5172413793103449,0.5172413793103449,0.53125,0.07857142857142857,0.10112359550561797,0.08695652173913043,0.05,0.096,0.18,0.07339449541284404,0.1111111111111111,0.038461538461538464,0.10606060606060606,0.8333333333333334,0.37142857142857144,0.15384615384615385,0.5862068965517241,0.7058823529411765,,0.09210526315789473,0.09210526315789473,0.24285714285714285,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,2.0,,,True,
2566,1610612758,Travis Outlaw,Travis Outlaw,2566,SAC,10731.0,179,-65,347,347,57,96,40,694,12.0,16.0,,5.0,12.0,31.0,2.0,5.0,1.0,7.0,18.0,,2.0,24.0,52.0,9.0,23.0,93.0,395.0,,3.0,4.0,4.0,30.0,18.0,24.0,17.0,7.0,5.0,2.0,7.0,1.0,1.0,3.0,2.0,,16.0,5.0,5.0,9.0,3.0,17.0,6.0,23.0,4.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,,10.0,1.0,2.0,5.0,15.0,1.0,19.0,3.0,,,2.0,,3.0,2.0,,57,0.625,0.6521739130434783,0.8888888888888888,0.391304347826087,,0.4090909090909091,0.46153846153846156,0.5,0.2,0.5470588235294118,0.2,0.30666666666666664,24.050632911392405,0.4,0.21428571428571427,0.08181818181818182,0.03731343283582089,0.10204081632653061,0.0880503144654088,0.031578947368421054,0.047619047619047616,0.11428571428571428,0.05714285714285714,0.075,0.12121212121212122,0.0625,0.6666666666666666,0.21333333333333335,0.75,0.8,0.6666666666666666,0.06666666666666667,,,,0.41333333333333333,0.3870967741935484,0.3870967741935484,0.5833333333333334,0.06666666666666667,0.4,0.4,1.0,0.24,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.1,0.2,,,0.52,0.4117647058823529,0.5001912162162163,0.49224375,0.4527928571428571,0.043010752688172046,12.523076923076925,26.969565217391313,0.1642651296829971,1.0,3.0,1.0,1.0,4.0,18.0,2.0,7.0,,2.0,4.0,5.0,9.0,2.0,1.0,1.0,,,1.0,,1.0,,2.0,23.0,2.0,9.0,2.0,1.0,,9.0,1.0,2.0,0.2857142857142857,0.5,0.25,0.4090909090909091,0.019230769230769232,0.0625,,,0.017857142857142856,0.03125,0.03333333333333333,0.022727272727272728,,,0.3,0.3333333333333333,,0.125,1.0,0.5,0.12048192771084337,0.15254237288135594,0.0967741935483871,,,,,,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,0.041666666666666664,,,,2.0,1.0,,True,
202690,1610612758,Jimmer Fredette,Jimmer Fredette,202690,SAC,27984.0,466,-67,907,909,188,256,124,1816,14.0,24.0,25.0,56.0,12.0,35.0,7.0,15.0,1.0,23.0,57.0,3.0,6.0,51.0,115.0,30.0,72.0,233.0,1046.0,3.0,7.0,20.0,24.0,44.0,58.0,57.0,57.0,23.0,36.0,17.0,53.0,14.0,3.0,25.0,3.0,8.0,123.0,6.0,6.0,17.0,1.0,24.0,11.0,35.0,14.0,12.0,2.0,22.0,4.0,10.0,19.0,12.0,5.0,41.0,2.0,8.0,21.0,37.0,3.0,37.0,3.0,,,,3.0,3.0,2.0,,184,0.43137254901960786,0.43137254901960786,0.6333333333333333,0.4166666666666667,0.42857142857142855,0.4166666666666667,0.4434782608695652,0.5133689839572193,0.5666666666666667,0.5603864734299517,0.5882352941176471,0.3850267379679144,23.596574690770694,0.5365853658536586,0.02857142857142857,0.06181818181818182,0.019672131147540985,0.05555555555555555,0.06005221932114883,0.022675736961451247,0.01020408163265306,0.0625,0.07,0.05263157894736842,0.04,0.09090909090909091,0.6666666666666666,0.12834224598930483,0.5833333333333334,0.7,0.5,0.2994652406417112,0.44642857142857145,0.5102040816326531,0.4,0.18716577540106952,0.34285714285714286,0.35294117647058826,0.4166666666666667,0.08021390374331551,0.4666666666666667,0.4666666666666667,1.0,0.3048128342245989,0.40350877192982454,0.40350877192982454,0.5217391304347826,0.06666666666666667,0.4,0.5,1.0,0.5133689839572193,0.40350877192982454,0.47908360215053764,0.4636821428571429,0.46978374999999994,0.08583690987124463,10.056521739130437,25.177777777777774,0.20727673649393605,,,6.0,6.0,13.0,41.0,4.0,8.0,3.0,17.0,17.0,17.0,78.0,,12.0,4.0,1.0,4.0,3.0,,,,,46.0,4.0,19.0,5.0,,,75.0,4.0,3.0,0.5,0.7083333333333334,0.7439024390243902,0.7959183673469388,0.10434782608695652,0.16666666666666666,0.125,0.0625,0.029411764705882353,0.039603960396039604,0.009433962264150943,0.038834951456310676,,0.0449438202247191,,,,0.14634146341463414,1.0,0.3170731707317073,0.09405940594059406,0.14615384615384616,0.33476394849785407,,2.0,4.0,7.0,9.0,33.0,,,3.0,2.0,,,,0.5294117647058824,,0.02857142857142857,,,,0.0975609756097561,0.5,0.5384615384615384,,1.0,,2.0,,,,True,
