EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,BlockingFouls,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,FTOffRebounds,Charge Fouls,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,on,BlockedArc3,HeaveMakes,Corner3PctBlocked
101139,1610612739,CJ Miles,CJ Miles,101139,CLE,13107.0,218,-37,424,429,104.0,138.0,57.0,853,7.0,12.0,1.0,2.0,3.0,3.0,3.0,13.0,7.0,27.0,3.0,8.0,1.0,1.0,1.0,14.0,33.0,1.0,1.0,2.0,17.0,52.0,17.0,41.0,15.0,100.0,468,3.0,7.0,1.0,2.0,2.0,11.0,4.0,7.0,1.0,3.0,3.0,14.0,18.0,16.0,51.0,33.0,14.0,4.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,3.0,11.0,7.0,18.0,4.0,22.0,1.0,7.0,5.0,2.0,11.0,7.0,7.0,2.0,4.0,1.0,2.0,18.0,2.0,3.0,15.0,26.0,2.0,17.0,2.0,1.0,17.0,7.0,2.0,1.0,1.0,1.0,11.0,102.0,1.0,0.5294117647058824,0.5294117647058824,1.0,0.4146341463414634,0.5,0.3333333333333333,0.4146341463414634,0.3269230769230769,0.42857142857142855,0.5714285714285714,0.45698924731182794,0.5,0.55,0.49019607843137253,0.55,0.5833333333333334,0.44086021505376344,0.07692307692307693,0.08333333333333333,0.23076923076923078,24.2914979757085,0.6111111111111112,0.051470588235294115,0.020833333333333332,0.15714285714285714,0.017543859649122806,0.08737864077669903,0.01990049751243781,0.01818181818181818,0.047619047619047616,0.08333333333333333,0.021739130434782608,0.09090909090909091,0.05263157894736842,0.15384615384615385,0.16666666666666666,0.018518518518518517,0.12903225806451613,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.13978494623655913,0.23076923076923078,0.3,0.6666666666666666,0.2903225806451613,0.25925925925925924,0.25925925925925924,0.42857142857142855,0.08602150537634409,0.375,0.375,1.0,0.3548387096774194,0.42424242424242425,0.42424242424242425,1.0,0.2222222222222222,0.5,0.1111111111111111,1.0,1.0,0.1111111111111111,0.3,1.0,0.1,0.2,0.5,0.5698924731182796,0.42424242424242425,0.5089720430107526,0.4970642857142857,0.528355,0.07,0.11864406779661017,0.11,0.14,12.042307692307691,25.360975609756096,0.24528301886792453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,20529.0,342,-77,656,661,220.0,234.0,128.0,1317,3.0,9.0,1.0,2.0,,1.0,,5.0,3.0,17.0,3.0,9.0,1.0,1.0,3.0,22.0,60.0,11.0,8.0,24.0,6.0,31.0,25.0,69.0,14.0,101.0,758,1.0,4.0,6.0,12.0,,20.0,1.0,5.0,10.0,27.0,8.0,40.0,8.0,4.0,69.0,58.0,22.0,1.0,27.0,5.0,32.0,2.0,6.0,69.0,1.0,1.0,10.0,10.0,21.0,2.0,23.0,1.0,15.0,11.0,4.0,9.0,5.0,3.0,,4.0,,,12.0,2.0,3.0,22.0,38.0,1.0,21.0,3.0,3.0,16.0,4.0,,,,,40.0,219.0,3.0,0.6666666666666666,0.6666666666666666,0.92,0.36231884057971014,0.5,0.37037037037037035,0.373134328358209,0.1935483870967742,0.25,0.2,0.435,0.625,0.5,0.47641509433962265,0.625,0.5714285714285714,0.69,0.03225806451612903,,,14.731585518102372,0.75,0.0546448087431694,0.004016064257028112,0.11627906976744186,0.009615384615384616,0.07434944237918216,0.0056657223796034,,,,0.015151515151515152,0.05454545454545454,0.0967741935483871,0.07352941176470588,0.2777777777777778,0.015625,0.09,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05,,,,0.17,0.17647058823529413,0.1875,1.0,0.09,0.3333333333333333,0.3333333333333333,1.0,0.6,0.36666666666666664,0.3728813559322034,0.9090909090909091,0.125,0.5,0.0625,1.0,1.0,0.6875,0.03125,,0.09375,0.75,0.3333333333333333,0.78,0.3793103448275862,0.5135841836734694,0.5349733333333333,0.5015583333333333,0.0660377358490566,0.11764705882352941,0.19801980198019803,0.39603960396039606,13.135483870967743,25.96811594202899,0.3353658536585366,2.0,5.0,6.0,2.0,1.0,3.0,17.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.014492753623188406,0.058823529411764705,0.016666666666666666,0.038461538461538464,0.011627906976744186,0.012195121951219513,1.0,0.45454545454545453,0.8,0.6666666666666666,0.041666666666666664,,,,,,,,,,,,,,,,,True,,,
202087,1610612739,Alonzo Gee,Alonzo Gee,202087,CLE,47663.0,794,-52,1530,1527,374.0,417.0,272.0,3057,59.0,111.0,13.0,20.0,11.0,24.0,13.0,38.0,8.0,30.0,13.0,43.0,4.0,5.0,14.0,9.0,33.0,2.0,,1.0,80.0,179.0,22.0,76.0,54.0,280.0,1669,16.0,27.0,4.0,7.0,3.0,47.0,15.0,34.0,4.0,15.0,15.0,57.0,74.0,86.0,60.0,33.0,9.0,27.0,31.0,16.0,47.0,14.0,12.0,110.0,11.0,15.0,22.0,32.0,63.0,27.0,90.0,1.0,28.0,17.0,11.0,27.0,19.0,25.0,5.0,8.0,3.0,2.0,52.0,6.0,11.0,26.0,61.0,2.0,49.0,,2.0,64.0,31.0,3.0,13.0,6.0,13.0,56.0,370.0,8.0,0.4625,0.5211267605633803,0.9090909090909091,0.2894736842105263,0.5714285714285714,0.26666666666666666,0.2894736842105263,0.44692737430167595,0.5925925925925926,0.4411764705882353,0.44313725490196076,0.6470588235294118,0.42857142857142855,0.49645390070921985,0.6714285714285714,0.5,0.2980392156862745,0.15083798882681565,0.17117117117117117,0.15789473684210525,18.102981029810298,0.5192307692307693,0.0706401766004415,0.025252525252525252,0.10784313725490197,0.05365853658536585,0.0821917808219178,0.03254067584480601,0.018518518518518517,0.02564102564102564,0.038461538461538464,0.03424657534246575,0.05185185185185185,0.11627906976744186,0.0880503144654088,0.17777777777777778,0.008264462809917356,0.43529411764705883,0.5315315315315315,0.6413043478260869,0.4915254237288136,0.14901960784313725,0.34210526315789475,0.40625,0.38461538461538464,0.11764705882352941,0.26666666666666666,0.2857142857142857,0.375,0.16862745098039217,0.3023255813953488,0.3023255813953488,1.0,0.12941176470588237,0.2727272727272727,0.2727272727272727,0.7777777777777778,0.5882352941176471,0.65,0.14705882352941177,0.8,1.0,0.058823529411764705,0.4897959183673469,0.4583333333333333,0.2857142857142857,0.02040816326530612,,0.7333333333333333,0.2727272727272727,0.5600423529411764,0.5274475000000001,0.5554040816326531,0.11469534050179211,0.15346534653465346,0.16785714285714284,0.20357142857142857,5.472067039106146,24.132894736842104,0.24444444444444444,4.0,,6.0,,,2.0,14.0,5.0,9.0,5.0,2.0,,2.0,1.0,2.0,8.0,1.0,2.0,,0.06666666666666667,,0.1836734693877551,0.03571428571428571,0.058823529411764705,0.15384615384615385,,,0.2857142857142857,0.012987012987012988,18.0,1.0,5.0,1.0,1.0,6.0,6.0,0.023255813953488372,0.46153846153846156,,,,,,,,True,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,26892.0,448,9,881,883,202.0,255.0,139.0,1764,34.0,65.0,4.0,7.0,12.0,20.0,19.0,43.0,33.0,60.0,1.0,2.0,,,2.0,21.0,53.0,5.0,5.0,16.0,86.0,168.0,22.0,55.0,56.0,294.0,933,8.0,14.0,2.0,5.0,8.0,30.0,23.0,41.0,6.0,18.0,21.0,85.0,50.0,122.0,33.0,53.0,21.0,17.0,57.0,14.0,71.0,7.0,11.0,156.0,,6.0,20.0,15.0,36.0,6.0,42.0,3.0,17.0,8.0,9.0,29.0,19.0,23.0,1.0,10.0,,4.0,52.0,5.0,13.0,13.0,38.0,7.0,54.0,1.0,2.0,69.0,29.0,7.0,4.0,2.0,4.0,84.0,199.0,7.0,0.29069767441860467,0.29069767441860467,0.5,0.4,0.4,0.3333333333333333,0.4,0.5119047619047619,0.5714285714285714,0.5609756097560976,0.5336322869955157,0.5789473684210527,0.5423728813559322,0.5773809523809523,0.6521739130434783,0.5833333333333334,0.24663677130044842,0.10119047619047619,0.2,0.046511627906976744,29.174664107485604,0.5576923076923077,0.06097560975609756,0.0182370820668693,0.14388489208633093,,0.09090909090909091,0.013888888888888888,0.028169014084507043,0.02040816326530612,,0.041666666666666664,0.06756756756756757,0.07,0.1308411214953271,0.1875,0.031578947368421054,0.2914798206278027,0.5230769230769231,0.6538461538461539,0.29411764705882354,0.19282511210762332,0.4418604651162791,0.4634146341463415,0.2631578947368421,0.26905829596412556,0.55,0.5689655172413793,0.30303030303030304,0.008968609865470852,0.5,0.5,,0.23766816143497757,0.39622641509433965,0.39622641509433965,0.5238095238095238,0.3684210526315789,0.5714285714285714,,,,0.2631578947368421,0.3389830508474576,0.6,0.03389830508474576,0.2711864406779661,0.3125,0.5381165919282511,0.39622641509433965,0.501964798206278,0.5321,0.4920279661016949,0.11836734693877551,0.15263157894736842,0.10204081632653061,0.2891156462585034,9.510119047619046,25.487272727272728,0.2292849035187287,1.0,2.0,33.0,,,7.0,37.0,9.0,1.0,8.0,,,,,1.0,7.0,,5.0,,0.03333333333333333,,0.043478260869565216,,,0.75,0.4,1.0,0.5,,,,2.0,4.0,,2.0,1.0,,0.25,1.0,,,,,,,True,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,54056.0,901,-75,1731,1730,414.0,478.0,304.0,3461,88.0,154.0,30.0,62.0,20.0,36.0,19.0,55.0,31.0,75.0,,,,,,,5.0,,,2.0,138.0,284.0,,5.0,77.0,353.0,1887,37.0,78.0,,,23.0,97.0,32.0,66.0,,2.0,29.0,93.0,192.0,84.0,,4.0,,17.0,52.0,32.0,84.0,28.0,10.0,200.0,30.0,103.0,47.0,151.0,223.0,138.0,361.0,9.0,37.0,25.0,12.0,23.0,13.0,21.0,,10.0,,3.0,44.0,4.0,9.0,31.0,68.0,4.0,96.0,2.0,8.0,102.0,43.0,14.0,14.0,13.0,14.0,93.0,410.0,7.0,0.6956521739130435,0.8571428571428571,,,,,,0.4859154929577465,0.47435897435897434,0.48484848484848486,0.47750865051903113,0.47435897435897434,0.47058823529411764,0.5237388724035609,0.521505376344086,0.5344827586206896,0.01730103806228374,0.05985915492957746,0.08441558441558442,0.07272727272727272,18.112122664111162,0.5227272727272727,0.29206963249516443,0.15442278860569716,0.2017167381974249,0.125,0.264,0.1466372657111356,0.17725752508361203,0.14857142857142858,0.07407407407407407,0.296969696969697,0.2838709677419355,0.29441624365482233,0.20903954802259886,0.17857142857142858,0.06870229007633588,0.532871972318339,0.5714285714285714,0.624113475177305,0.6022727272727273,0.1903114186851211,0.34545454545454546,0.37254901960784315,0.7368421052631579,0.25951557093425603,0.41333333333333333,0.41333333333333333,0.9354838709677419,,,,,0.01730103806228374,,,,0.7948717948717948,0.4838709677419355,,,,,0.5294117647058824,0.5555555555555556,,0.029411764705882353,,0.5501730103806228,,0.5170850694444444,0.5525225352112676,0.50655,0.13312693498452013,0.13522012578616352,0.2747875354107649,0.26345609065155806,6.898239436619718,29.279999999999994,0.2391681109185442,,,,1.0,,4.0,34.0,8.0,25.0,7.0,1.0,,9.0,17.0,2.0,9.0,,11.0,,,,0.43103448275862066,0.12435233160621761,0.13978494623655913,0.13333333333333333,,,,,52.0,5.0,1.0,,,1.0,8.0,0.10416666666666667,0.5714285714285714,,1.0,2.0,1.0,,,,True,,,
203079,1610612739,Dion Waiters,Dion Waiters,203079,CLE,28086.0,468,26,891,881,191.0,202.0,169.0,1772,26.0,71.0,2.0,7.0,5.0,18.0,6.0,24.0,19.0,51.0,4.0,12.0,,,3.0,22.0,64.0,7.0,3.0,13.0,51.0,146.0,26.0,76.0,36.0,216.0,953,6.0,16.0,4.0,7.0,4.0,28.0,9.0,32.0,5.0,16.0,9.0,42.0,18.0,84.0,63.0,64.0,22.0,19.0,32.0,15.0,47.0,7.0,11.0,109.0,,2.0,15.0,20.0,35.0,2.0,37.0,,21.0,8.0,13.0,18.0,11.0,12.0,4.0,7.0,1.0,,30.0,3.0,7.0,15.0,29.0,2.0,35.0,,1.0,45.0,20.0,1.0,4.0,2.0,4.0,42.0,190.0,4.0,0.17647058823529413,0.17647058823529413,0.8076923076923077,0.34210526315789475,0.5714285714285714,0.3125,0.34210526315789475,0.3493150684931507,0.375,0.28125,0.40540540540540543,0.5217391304347826,0.34375,0.4403292181069959,0.5384615384615384,0.37962962962962965,0.34234234234234234,0.13013698630136986,0.16901408450704225,0.2916666666666667,24.97704315886134,0.6,0.07722007722007722,0.005747126436781609,0.12605042016806722,,0.09259259259259259,0.004301075268817204,0.006134969325153374,,,0.02857142857142857,0.05952380952380952,0.12380952380952381,0.15384615384615385,0.03571428571428571,,0.31981981981981983,0.36619718309859156,0.4406779661016949,0.07692307692307693,0.10810810810810811,0.25,0.35294117647058826,0.16666666666666666,0.22972972972972974,0.37254901960784315,0.37254901960784315,0.3157894736842105,0.05405405405405406,0.3333333333333333,0.3333333333333333,1.0,0.2882882882882883,0.34375,0.34375,0.7727272727272727,0.30434782608695654,0.2857142857142857,,,,0.30434782608695654,0.375,0.2777777777777778,0.0625,0.2708333333333333,0.23076923076923078,0.6621621621621622,0.34375,0.5247648648648648,0.4637,0.5297739583333333,0.08677685950413223,0.12048192771084337,0.12962962962962962,0.19444444444444445,8.696575342465753,25.572368421052634,0.2143658810325477,2.0,4.0,15.0,,,8.0,15.0,6.0,,2.0,,,,,1.0,,1.0,,,,,,0.011111111111111112,,,0.5714285714285714,0.75,0.6666666666666666,0.013157894736842105,,,,2.0,,2.0,,,,1.0,,,,1.0,,,True,,,
202388,1610612739,Donald Sloan,Donald Sloan,202388,CLE,5937.0,99,-20,192,196,66.0,90.0,33.0,388,2.0,7.0,,1.0,,1.0,5.0,9.0,1.0,5.0,2.0,3.0,,,1.0,1.0,4.0,1.0,1.0,2.0,8.0,21.0,3.0,7.0,13.0,38.0,207,,1.0,,1.0,4.0,4.0,4.0,8.0,2.0,3.0,8.0,22.0,2.0,14.0,9.0,4.0,1.0,6.0,8.0,5.0,13.0,5.0,3.0,31.0,,,4.0,8.0,13.0,,13.0,,3.0,3.0,,4.0,2.0,2.0,,2.0,,,6.0,,2.0,3.0,8.0,1.0,8.0,,,14.0,7.0,,,,,22.0,66.0,1.0,0.125,0.125,1.0,0.42857142857142855,,0.6666666666666666,0.42857142857142855,0.38095238095238093,,0.5,0.44642857142857145,,0.6363636363636364,0.5588235294117647,0.5,0.7333333333333333,0.25,0.2857142857142857,0.5714285714285714,0.2222222222222222,17.167381974248926,0.6666666666666666,0.125,,0.14285714285714285,,0.13043478260869565,,,,,0.047619047619047616,0.1875,0.14814814814814814,0.13043478260869565,0.2,,0.25,0.2857142857142857,0.6666666666666666,,0.32142857142857145,0.5555555555555556,0.7142857142857143,0.2,0.17857142857142858,0.2,0.2,,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,0.25,0.25,1.0,0.5,,,,,0.5,0.09090909090909091,,0.09090909090909091,0.18181818181818182,0.5,0.5,0.25,0.5019446428571428,0.5333749999999999,0.4539090909090909,0.23529411764705882,0.25925925925925924,0.10526315789473684,0.5789473684210527,8.452380952380953,25.085714285714285,0.34375,1.0,,,,,,5.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,0.1111111111111111,,,,,,1.0,0.14285714285714285,,,,,,,,,,,,,,1.0,,,True,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,31007.0,517,-21,976,978,138.0,155.0,163.0,1954,52.0,95.0,18.0,41.0,7.0,11.0,12.0,45.0,,2.0,,,,,,,,,,,64.0,142.0,,,23.0,151.0,1048,20.0,49.0,,,4.0,44.0,8.0,13.0,,,6.0,22.0,68.0,60.0,,,,28.0,10.0,5.0,15.0,3.0,4.0,35.0,9.0,49.0,20.0,41.0,68.0,60.0,128.0,3.0,13.0,6.0,7.0,7.0,3.0,10.0,,4.0,2.0,2.0,17.0,3.0,3.0,24.0,45.0,3.0,40.0,,2.0,39.0,16.0,5.0,13.0,8.0,13.0,22.0,137.0,3.0,0.53125,0.7083333333333334,,,,,,0.4507042253521127,0.40816326530612246,0.6153846153846154,0.4507042253521127,0.40816326530612246,0.6153846153846154,0.471875,0.4230769230769231,0.55,,0.19718309859154928,0.22105263157894736,0.13333333333333333,15.076660988074957,0.4117647058823529,0.13225806451612904,0.12596401028277635,0.15625,0.06976744186046512,0.13926940639269406,0.11196911196911197,0.13714285714285715,0.1111111111111111,0.06896551724137931,0.14285714285714285,0.11956521739130435,0.13333333333333333,0.1702127659574468,0.11764705882352941,0.06,0.6690140845070423,0.5473684210526316,0.7027027027027027,0.5192307692307693,0.31690140845070425,0.26666666666666666,0.3076923076923077,0.5833333333333334,0.014084507042253521,,,,,,,,,,,,0.8367346938775511,0.43902439024390244,,,,,0.8461538461538461,0.6363636363636364,,,,0.6690140845070423,,0.5574394366197183,0.5749799999999999,0.5700076923076923,0.1032258064516129,0.1032258064516129,0.2913907284768212,0.1456953642384106,3.2478873239436616,,0.1413934426229508,,,,,,2.0,4.0,2.0,7.0,,,,10.0,10.0,1.0,3.0,,5.0,,0.5,,0.2413793103448276,0.12371134020618557,0.07,0.05555555555555555,,,,,32.0,2.0,2.0,,1.0,4.0,6.0,0.07692307692307693,0.46153846153846156,,3.0,1.0,,,,,True,,,
203092,1610612739,Tyler Zeller,Tyler Zeller,203092,CLE,16065.0,268,-32,522,521,169.0,193.0,104.0,1043,24.0,40.0,11.0,17.0,8.0,11.0,6.0,16.0,11.0,23.0,,,,,,,1.0,,,1.0,41.0,79.0,,1.0,22.0,104.0,582,12.0,23.0,,,8.0,32.0,14.0,23.0,,1.0,14.0,42.0,58.0,24.0,,1.0,,8.0,3.0,5.0,8.0,4.0,,21.0,6.0,27.0,6.0,20.0,29.0,33.0,62.0,4.0,5.0,5.0,,4.0,2.0,8.0,1.0,2.0,,3.0,12.0,5.0,4.0,19.0,34.0,,31.0,2.0,4.0,33.0,11.0,6.0,7.0,5.0,8.0,42.0,166.0,3.0,0.7073170731707317,0.9354838709677419,,,,,,0.5189873417721519,0.5217391304347826,0.6086956521739131,0.5125,0.5217391304347826,0.5833333333333334,0.5416666666666666,0.5333333333333333,0.6176470588235294,0.0125,0.10126582278481013,0.175,0.0625,16.901408450704228,0.3333333333333333,0.14184397163120568,0.140625,0.08,0.07692307692307693,0.12037037037037036,0.12222222222222222,0.1728395061728395,0.10638297872340426,0.2,0.1836734693877551,0.15384615384615385,0.09433962264150944,0.08333333333333333,0.06666666666666667,0.13333333333333333,0.5,0.6,0.7272727272727273,0.5833333333333334,0.2,0.375,0.4,0.6666666666666666,0.2875,0.4782608695652174,0.4782608695652174,1.0,,,,,0.0125,,,,0.7391304347826086,0.6470588235294118,,,,,0.4583333333333333,0.7272727272727273,,0.041666666666666664,,0.5125,,0.5089925,0.5254764705882353,0.5064833333333333,0.12222222222222222,0.12359550561797752,0.3076923076923077,0.40384615384615385,7.8417721518987324,25.3,0.32375478927203066,,,,,,1.0,2.0,1.0,3.0,1.0,1.0,,3.0,5.0,,1.0,,6.0,,,,0.16666666666666666,0.125,0.047619047619047616,0.09090909090909091,,,,,20.0,,1.0,,,2.0,7.0,,0.875,,1.0,,2.0,,1.0,1.0,True,,,
2575,1610612739,Luke Walton,Luke Walton,2575,CLE,718.0,12,-12,24,24,,7.0,1.0,48,,,,,,,1.0,1.0,,,,,,,,,3.0,,,,1.0,1.0,,3.0,,2.0,28,,,,,,,,,,,,,,2.0,,3.0,,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,0.25,,,0.25,,,0.75,,,,20.0,,,,0.25,,0.08333333333333333,,,,,,,,0.3333333333333333,,,,,,,0.25,1.0,1.0,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.75,,0.5132625,,,,,,,5.5,24.8,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
