EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,SecondChancePoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,AtRimFGM,Arc3FGM,Arc3FGA,FG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,LongMidRangeAssists,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg2aBlocked,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockedAtRim,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyFtPoints,ShortMidRangeAssists,Travels,BlockingFouls,BlockingFoulsDrawn,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,PenaltyAtRimAccuracy,Corner3FGM,PenaltyArc3FGA,Arc3Assists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,BadPassSteals,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,LongMidRangeFGM,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,ShortMidRangePctBlocked,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,DefensiveGoaltends,3SecondViolations
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,944.0,16,9,28,30,11.0,15.0,8,58,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4,28,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,11.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,0.5,0.14285714285714285,18.42105263157895,0.1,0.07692307692307693,0.16666666666666666,1.0,0.14285714285714285,0.5714285714285714,0.5,0.5,0.5,0.14285714285714285,0.14285714285714285,1.0,0.25,0.25,0.2857142857142857,0.45870714285714287,0.64155,0.4984875,1.0,9.8,23.3,0.39285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,146.0,2,2,3,4,2.0,3.0,1,7,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,334.0,6,7,9,10,,,2,19,1.0,,,,,,,,1.0,1.0,1.0,7,9,,,,,,,2.0,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.25,,1.1666666666666667,,0.5,25.0,0.3333333333333333,0.3333333333333333,,,0.5,,,,,,,,,,1.0,0.588975,,,,1.7,23.9,,2.0,,,3.0,3.0,1.0,,0.5,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,666.0,11,3,21,22,9.0,12.0,6,43,5.0,,,,1.0,,,,3.0,6.0,,7,20,,,1.0,,,2.0,4.0,,,,,2.0,2.0,2.0,,,3.0,,3.0,3.0,,9.0,0.3333333333333333,0.5,0.5,,0.5,,0.5,,,35.71428571428571,0.25,0.2,0.4,1.0,0.8333333333333334,,,,,0.16666666666666666,,,,,0.8333333333333334,0.5830666666666667,0.5868,0.3878,,4.383333333333334,,0.42857142857142855,1.0,,2.0,1.0,2.0,1.0,0.5,0.14285714285714285,0.14285714285714285,0.2857142857142857,3.0,,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,0.6,0.75,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.5,0.5,0.16666666666666666,0.2,0.6666666666666666,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202933,1610612743,Julyan Stone,Julyan Stone,202933,DEN,1668.0,28,7,52,53,33.0,18.0,12,105,2.0,1.0,,,,,,,2.0,2.0,,7,52,,1.0,1.0,,5.0,2.0,2.0,,2.0,,4.0,2.0,2.0,3.0,1.0,1.0,,,,,5.0,33.0,0.5,1.0,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,,8.955223880597014,0.11764705882352941,0.08,0.125,,1.0,,,,,,,,1.0,,1.0,0.56025,0.6479,0.6479,0.7142857142857143,2.0,,0.6346153846153846,3.0,,2.0,3.0,4.0,2.0,1.0,0.5,0.5,0.2857142857142857,2.0,,,,,,,2.0,,1.0,1.0,2.0,2.0,4.0,,,,,,,0.07692307692307693,0.05,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,2.0,1.0,,2.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612743,Andre Iguodala,Andre Iguodala,2738,DEN,726.0,12,8,23,24,11.0,15.0,6,47,,,,2.0,1.0,1.0,,,,3.0,3.0,3,21,,,2.0,2.0,,,,1.0,3.0,,7.0,1.0,2.0,3.0,1.0,,,,,,,11.0,,,,,0.25,,0.25,,0.5,23.333333333333336,0.14285714285714285,0.2,0.2,,,0.3333333333333333,,,,0.16666666666666666,0.16666666666666666,,,,0.5,0.47380833333333333,0.5006,0.4515375,,12.733333333333334,25.233333333333334,0.4782608695652174,,,,,,,,,,,,,2.0,1.0,3.0,2.0,,2.0,,,1.0,1.0,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,0.125,,,,,0.3333333333333333,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.25,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,1343.0,22,2,43,42,31.0,11.0,10,85,5.0,3.0,,3.0,1.0,,,,4.0,9.0,1.0,10,45,,1.0,5.0,1.0,4.0,4.0,4.0,,,,,2.0,3.0,7.0,1.0,,,,,,4.0,31.0,0.5,0.6666666666666666,0.4444444444444444,0.2,0.4,0.16666666666666666,0.45454545454545453,0.2857142857142857,0.1,21.428571428571427,0.14285714285714285,0.13636363636363635,0.14285714285714285,,0.5,0.3,,,,0.1,,,0.5,,0.6,0.46495499999999995,0.4645,0.46822500000000006,0.4,5.722222222222222,24.1,0.7209302325581395,2.0,,4.0,1.0,2.0,1.0,1.0,0.09090909090909091,0.1,0.4,3.0,,1.0,,,1.0,,,,2.0,4.0,,1.0,3.0,,,,,,,0.2222222222222222,0.25,,0.25,0.6,0.6,0.1,,,,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,,,1.0,0.3333333333333333,1.0,1.0,1.0,2.0,,,,,0.25,,0.3333333333333333,,1.0,,,1.0,2.0,,1.0,0.2857142857142857,0.125,0.16666666666666666,0.2857142857142857,,,,,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,515.0,9,12,15,17,2.0,7.0,3,32,1.0,,,,,,,,1.0,1.0,,5,14,,,,,2.0,2.0,,,2.0,,4.0,,,5.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,0.8333333333333334,1.0,,15.789473684210526,,,,,1.0,,,,,,,,,,1.0,0.4329,,,0.4,3.9,,0.13333333333333333,3.0,2.0,2.0,2.0,4.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.4,1.0,,,,,,,2.0,,3.0,5.0,,,,,,,,,,0.5,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,0.5,,,,,2.0,,1.0,,,0.5,,,0.5,,,,,,,1.0,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202389,1610612743,Timofey Mozgov,Timofey Mozgov,202389,DEN,666.0,11,-5,22,21,22.0,3.0,4,43,1.0,1.0,,,2.0,,,,1.0,3.0,,2,23,,1.0,3.0,,2.0,2.0,,,,,,2.0,2.0,5.0,,,1.0,,1.0,,2.0,22.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,11.11111111111111,0.2857142857142857,0.16666666666666666,,,0.3333333333333333,,,,,0.6666666666666666,,,0.3333333333333333,,0.3333333333333333,0.4549666666666667,0.6936,0.4549666666666667,1.0,14.200000000000001,,1.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,1.0,,,,,,,0.4,0.25,0.3333333333333333,0.5,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,0.5,0.5,1.0,1.0,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202706,1610612743,Jordan Hamilton,Jordan Hamilton,202706,DEN,666.0,11,-5,22,21,22.0,3.0,4,43,2.0,2.0,,,1.0,1.0,,1.0,2.0,3.0,3.0,6,23,1.0,2.0,3.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,,6.0,22.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.375,0.375,0.5,29.629629629629626,,,,,0.3333333333333333,,,,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6156916666666666,0.55485,0.6156916666666666,1.0,7.566666666666666,24.566666666666666,1.0,2.0,1.0,1.0,2.0,4.0,2.0,0.25,0.25,0.4,0.16666666666666666,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,2.0,2.0,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
