EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGM,PtsUnassisted3s,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Defensive 3 Seconds Violations,3SecondViolations,on,Corner3PctBlocked,BlockedCorner3
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,34616.0,577,-88,1112,1119,194,225,136,2231,25,42,10.0,14.0,3.0,6.0,12.0,37.0,1.0,16.0,4.0,17.0,2.0,49.0,115.0,3.0,9.0,7.0,16.0,38,95,53.0,132.0,9,244,1252,13.0,21.0,3.0,9.0,1.0,36.0,5.0,12,7.0,18.0,3.0,34,36,40,159.0,18.0,115.0,49.0,4,17,5,22,1.0,4.0,9,3.0,5.0,49,3.0,13.0,3.0,30,71,7.0,108,19.0,127,5.0,15,11.0,4.0,6.0,5.0,5.0,12.0,1.0,1.0,1.0,18,2.0,6.0,32,2.0,49,1.0,2.0,1.0,19,1.0,1.0,1.0,19,2.0,1.0,9,2.0,24.0,18.0,1.0,5.0,24.0,13.0,1.0,34,193,2.0,0.47368421052631576,0.6206896551724138,1.0,0.4015151515151515,0.3333333333333333,0.3888888888888889,0.4015151515151515,0.4,0.6190476190476191,0.4166666666666667,0.5176211453744494,0.5833333333333334,0.5166666666666667,0.5191489361702127,0.5806451612903226,0.5151515151515151,0.5814977973568282,0.042105263157894736,0.023809523809523808,0.08108108108108109,19.952681388012618,0.3333333333333333,0.19444444444444445,0.06818181818181818,0.19832402234636873,0.03504043126684636,0.17647058823529413,0.018292682926829267,0.19128787878787878,0.029906542056074768,0.041916167664670656,0.02654867256637168,0.03296703296703297,0.009345794392523364,0.03508771929824561,0.1810344827586207,0.1702127659574468,0.22972972972972974,0.18045112781954886,0.16216216216216217,0.03816793893129771,0.5416666666666666,0.18502202643171806,0.5952380952380952,0.6097560975609756,0.52,0.16299559471365638,0.32432432432432434,0.35294117647058826,0.3333333333333333,0.07048458149779736,0.0625,0.0625,1.0,0.07488986784140969,0.23529411764705882,0.23529411764705882,1.0,0.5066079295154186,0.4260869565217391,0.4260869565217391,1.0,0.4666666666666667,0.7142857142857143,0.1,0.3,0.3333333333333333,1.0,0.2,0.5,0.06666666666666667,0.5333333333333333,0.4375,0.7665198237885462,0.4260869565217391,0.5280438325991188,0.539448,0.5218900000000001,0.04680851063829787,0.08823529411764706,0.015037593984962405,0.14754098360655737,0.13934426229508196,6.680000000000001,25.656060606060606,0.17446043165467626,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,13336.0,222,-65,430,423,138,171,51,853,17,20,5.0,6.0,3.0,5.0,1.0,10.0,3.0,15.0,,,,,,,,,,21,45,,,15,57,478,6.0,9.0,,,8.0,20.0,6.0,16,,,10.0,22,30,12,,8.0,,,1,5,1,6,,1.0,5,,,13,5.0,13.0,1.0,6,20,3.0,29,19.0,48,,3,3.0,,5.0,,2.0,2.0,,3.0,1.0,7,,3.0,11,,23,,4.0,1.0,25,3.0,3.0,,22,,,8,,12.0,6.0,,6.0,12.0,8.0,,22,138,4.0,0.7142857142857143,0.8823529411764706,,,,,,0.4666666666666667,0.6666666666666666,0.375,0.4666666666666667,0.6666666666666666,0.375,0.5089285714285714,0.7142857142857143,0.4782608695652174,,0.022222222222222223,,0.1,12.778904665314402,0.7142857142857143,0.3333333333333333,0.05,0.17543859649122806,0.0896551724137931,0.08695652173913043,0.13157894736842105,0.14207650273224043,0.09836065573770492,0.10909090909090909,0.09302325581395349,0.06382978723404255,0.16,0.07692307692307693,0.06976744186046512,0.2972972972972973,0.17647058823529413,0.09090909090909091,0.08,,0.6666666666666666,0.4444444444444444,0.85,0.85,0.7058823529411765,0.2222222222222222,0.1,0.1111111111111111,1.0,0.3333333333333333,0.2,0.2,0.6666666666666666,,,,,,,,,0.6666666666666666,0.8333333333333334,0.2,,,,0.3125,0.6,,,,0.4444444444444444,,0.52796,0.6143000000000001,0.50225,0.1509433962264151,0.1509433962264151,,0.3508771929824561,0.38596491228070173,7.911111111111112,,0.3209302325581395,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,True,,
101181,1610612765,Jose Calderon,Jose Calderon,101181,DET,5321.0,89,16,172,169,46,76,23,341,3,3,,,2.0,2.0,,1.0,2.0,4.0,3.0,4.0,1.0,5.0,9.0,2.0,2.0,2.0,2.0,5,8,8.0,13.0,5,39,176,,,2.0,2.0,1.0,7.0,2.0,2,3.0,3.0,5.0,18,2,8,21.0,,9.0,5.0,1,6,4,10,3.0,1.0,4,1.0,1.0,24,,,,1,5,,6,,6,,1,1.0,,8.0,,6.0,,,2.0,,8,,2.0,4,,5,,,,4,,,,6,,,1,,,,,,,,,18,45,1.0,0.2,0.2,0.875,0.6153846153846154,1.0,1.0,0.6153846153846154,0.625,,1.0,0.8095238095238095,1.5,1.3,0.8125,1.1666666666666667,1.125,0.6190476190476191,0.125,,1.0,15.686274509803921,1.0,,,0.09433962264150944,,0.04,,0.07692307692307693,,,,,,,0.05263157894736842,0.125,0.1111111111111111,0.05263157894736842,,,,0.14285714285714285,1.0,1.0,0.3333333333333333,0.047619047619047616,,,,0.19047619047619047,0.5,0.5,,0.19047619047619047,0.75,0.75,1.0,0.42857142857142855,0.5555555555555556,0.5555555555555556,0.8,,,,1.0,1.0,1.0,0.4,1.0,0.2,0.4,1.0,0.7619047619047619,0.5555555555555556,0.5387904761904763,,0.63072,0.045454545454545456,0.1111111111111111,,0.1794871794871795,0.46153846153846156,11.2,25.469230769230766,0.26744186046511625,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,True,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,73146.0,1219,-169,2358,2364,590,695,303,4722,131,228,12.0,23.0,32.0,55.0,44.0,111.0,54.0,125.0,4.0,18.0,5.0,20.0,58.0,2.0,8.0,4.0,12.0,229,464,24.0,76.0,106,636,2624,19.0,41.0,2.0,9.0,11.0,55.0,49.0,101,4.0,17.0,41.0,151,86,372,54.0,12.0,57.0,20.0,46,157,74,231,50.0,24.0,122,16.0,19.0,536,7.0,21.0,,34,31,4.0,69,28.0,97,6.0,45,16.0,29.0,84.0,13.0,47.0,41.0,8.0,37.0,6.0,125,8.0,30.0,48,2.0,128,5.0,5.0,3.0,117,3.0,,2.0,131,9.0,,53,,3.0,1.0,,2.0,5.0,3.0,2.0,151,587,19.0,0.18777292576419213,0.19282511210762332,0.75,0.3157894736842105,0.2222222222222222,0.23529411764705882,0.32,0.49353448275862066,0.4634146341463415,0.48514851485148514,0.49074074074074076,0.44,0.4661016949152542,0.5276845637583892,0.49107142857142855,0.5244755244755245,0.14074074074074075,0.09913793103448276,0.13157894736842105,0.12612612612612611,26.556169429097608,0.672,0.056338028169014086,,0.044096728307254626,0.027131782945736434,0.09770114942528736,0.023178807947019868,0.06184586108468126,0.026022304832713755,0.04129793510324484,0.016877637130801686,0.015151515151515152,0.019801980198019802,0.03,0.030303030303030304,0.030456852791878174,0.06545454545454546,0.09523809523809523,0.10416666666666667,0.025974025974025976,0.6,0.4222222222222222,0.5745614035087719,0.6616161616161617,0.22137404580152673,0.20555555555555555,0.3963963963963964,0.4536082474226804,0.11363636363636363,0.23148148148148148,0.432,0.43902439024390244,0.16666666666666666,0.03333333333333333,0.2222222222222222,0.2222222222222222,1.0,0.10740740740740741,0.3448275862068966,0.36363636363636365,0.7,0.46,0.5217391304347826,0.08333333333333333,0.16,0.25,1.0,0.4661016949152542,0.5818181818181818,0.0423728813559322,0.1016949152542373,0.3333333333333333,0.562962962962963,0.3508771929824561,0.5337770446096659,0.5309078947368422,0.5248482905982905,0.09075342465753425,0.10433070866141732,,0.08647798742138364,0.23742138364779874,7.330172413793108,25.78552631578947,0.2502120441051739,5.0,12.0,10.0,,18.0,,1.0,1.0,3.0,2.0,3.0,10.0,2.0,2.0,0.039473684210526314,0.016,0.05172413793103448,0.02,,,,,,,True,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,40219.0,670,-165,1282,1283,283,345,167,2565,41,83,3.0,8.0,9.0,16.0,16.0,64.0,11.0,31.0,8.0,22.0,5.0,12.0,39.0,,3.0,3.0,15.0,68,178,20.0,61.0,77,273,1465,3.0,11.0,1.0,5.0,1.0,10.0,14.0,31,3.0,20.0,18.0,55,54,82,54.0,4.0,37.0,12.0,16,44,20,64,16.0,4.0,37,3.0,4.0,148,1.0,15.0,1.0,14,34,3.0,51,17.0,68,8.0,23,15.0,8.0,23.0,8.0,16.0,25.0,4.0,7.0,7.0,48,4.0,5.0,21,,40,2.0,,2.0,82,1.0,2.0,,100,10.0,,47,,3.0,2.0,,1.0,4.0,2.0,,53,280,5.0,0.39705882352941174,0.4090909090909091,0.9,0.32786885245901637,0.2,0.15,0.3389830508474576,0.38202247191011235,0.2727272727272727,0.45161290322580644,0.4100418410041841,0.28125,0.3627450980392157,0.4787985865724382,0.29411764705882354,0.4435483870967742,0.25523012552301255,0.0898876404494382,0.12048192771084337,0.078125,22.34258632362898,0.4791666666666667,0.08108108108108109,0.01818181818181818,0.09066666666666667,0.03488372093023256,0.0782122905027933,0.006097560975609756,0.08664259927797834,0.026936026936026935,0.03783783783783784,0.03759398496240601,0.026785714285714284,,0.01818181818181818,0.09523809523809523,0.08108108108108109,0.09420289855072464,0.058333333333333334,0.11864406779661017,0.064,0.5,0.3472803347280335,0.4939759036144578,0.5616438356164384,0.4634146341463415,0.26778242677824265,0.25,0.2711864406779661,0.25,0.1297071129707113,0.3548387096774194,0.36666666666666664,0.36363636363636365,0.09205020920502092,0.36363636363636365,0.36363636363636365,1.0,0.16317991631799164,0.3076923076923077,0.3157894736842105,0.8333333333333334,0.5,0.375,,0.1875,,,0.3137254901960784,0.5625,0.09803921568627451,0.29411764705882354,0.2,0.602510460251046,0.32432432432432434,0.5138319148936171,0.5290464285714286,0.4614787234042554,0.17028985507246377,0.2186046511627907,,0.03663003663003663,0.20146520146520147,6.262921348314605,26.477049180327867,0.22074882995319814,4.0,7.0,5.0,,6.0,,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,0.01639344262295082,0.03225806451612903,0.02564102564102564,0.125,1.0,0.5,1.0,,,,True,,
202688,1610612765,Brandon Knight,Brandon Knight,202688,DET,12864.0,214,-88,424,438,143,148,53,862,13,18,1.0,2.0,7.0,8.0,1.0,9.0,6.0,10.0,3.0,9.0,2.0,3.0,18.0,1.0,2.0,,6.0,20,37,6.0,27.0,6,64,490,1.0,2.0,1.0,2.0,1.0,6.0,9.0,14,,8.0,2.0,20,16,24,15.0,2.0,18.0,3.0,3,10,6,16,6.0,,9,,1.0,38,,6.0,,2,10,,12,6.0,18,1.0,6,1.0,5.0,11.0,2.0,7.0,5.0,1.0,4.0,1.0,16,2.0,3.0,5,,14,1.0,,,17,2.0,,,11,3.0,,5,,,,,,,,,20,141,2.0,0.4,0.42105263157894735,0.8333333333333334,0.2222222222222222,0.5,,0.2222222222222222,0.5405405405405406,0.5,0.6428571428571429,0.453125,0.625,0.4090909090909091,0.47058823529411764,0.6,0.4166666666666667,0.421875,0.08108108108108109,0.05555555555555555,0.2222222222222222,17.177914110429448,0.6875,,,0.07407407407407407,0.04316546762589928,0.03125,,0.06030150753768844,0.03076923076923077,0.08333333333333333,0.021739130434782608,,,,0.08163265306122448,0.027777777777777776,0.1,,0.11764705882352941,0.030303030303030304,,0.28125,0.7222222222222222,0.7647058823529411,0.5384615384615384,0.140625,0.1111111111111111,0.14285714285714285,,0.15625,0.6,0.6,0.16666666666666666,0.140625,0.3333333333333333,0.3333333333333333,1.0,0.28125,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.5,,0.5,0.5,1.0,0.36363636363636365,0.875,0.09090909090909091,0.2727272727272727,,0.703125,0.16666666666666666,0.5401578125,0.68615,0.5299772727272727,0.07575757575757576,0.1282051282051282,,0.09375,0.3125,6.983783783783784,25.45555555555556,0.33726415094339623,2.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,True,,
203114,1610612765,Khris Middleton,Khris Middleton,203114,DET,13886.0,231,-4,449,451,106,109,47,900,11,21,1.0,4.0,4.0,9.0,7.0,10.0,7.0,16.0,3.0,14.0,3.0,1.0,9.0,,1.0,,2.0,25,47,4.0,23.0,14,76,510,2.0,6.0,,1.0,2.0,6.0,6.0,15,2.0,5.0,7.0,25,34,16,12.0,,8.0,1.0,4,10,5,15,4.0,1.0,7,1.0,2.0,35,,3.0,,7,16,,23,3.0,26,,6,3.0,3.0,2.0,,2.0,1.0,,,,3,1.0,,10,,26,,2.0,,13,,1.0,3.0,18,2.0,,6,,3.0,1.0,1.0,1.0,3.0,3.0,,25,106,3.0,0.68,0.68,1.0,0.17391304347826086,,0.4,0.18181818181818182,0.5319148936170213,0.3333333333333333,0.4,0.44285714285714284,0.2857142857142857,0.45,0.4935064935064935,0.375,0.5208333333333334,0.32857142857142857,0.0851063829787234,0.14285714285714285,0.1,15.551181102362204,0.6666666666666666,,,0.13333333333333333,0.023622047244094488,0.11475409836065574,,0.1270718232044199,0.015306122448979591,0.03571428571428571,0.02857142857142857,,,,0.12121212121212122,0.08823529411764706,0.16981132075471697,0.13725490196078433,,,1.0,0.3,0.5238095238095238,0.6111111111111112,0.7272727272727273,0.14285714285714285,0.7,0.7777777777777778,0.5714285714285714,0.22857142857142856,0.4375,0.4375,0.7142857142857143,0.2,0.21428571428571427,0.21428571428571427,1.0,0.12857142857142856,0.1111111111111111,0.1111111111111111,1.0,0.5714285714285714,0.25,,0.14285714285714285,,,0.45,0.4444444444444444,0.15,0.1,,0.6285714285714286,0.125,0.5399615942028986,0.5547416666666667,0.5295574999999999,0.08108108108108109,0.11764705882352941,,0.07894736842105263,0.32894736842105265,8.770212765957448,25.508695652173916,0.23608017817371937,2.0,3.0,2.0,2.0,,0.6666666666666666,,1.0,,1.0,,2.0,,,,,,,,,,,,,True,,
201973,1610612765,Jonas Jerebko,Jonas Jerebko,201973,DET,27796.0,463,-53,894,899,207,247,121,1793,42,81,6.0,17.0,5.0,12.0,1.0,15.0,5.0,12.0,6.0,14.0,6.0,8.0,36.0,1.0,3.0,2.0,9.0,48,108,14.0,50.0,38,176,1008,6.0,22.0,1.0,6.0,,15.0,5.0,16,5.0,15.0,17.0,42,70,26,42.0,12.0,34.0,8.0,9,18,3,21,3.0,,15,,3.0,45,11.0,27.0,1.0,13,39,5.0,57,39.0,96,6.0,19,12.0,7.0,13.0,2.0,7.0,9.0,1.0,6.0,2.0,22,1.0,6.0,22,4.0,54,3.0,5.0,,43,1.0,6.0,,49,3.0,,21,,3.0,1.0,1.0,1.0,3.0,,,41,206,7.0,0.7291666666666666,0.8333333333333334,1.0,0.28,0.16666666666666666,0.3333333333333333,0.2916666666666667,0.4444444444444444,0.2727272727272727,0.3125,0.43670886075949367,0.26785714285714285,0.4032258064516129,0.4861878453038674,0.26785714285714285,0.5,0.31645569620253167,0.08333333333333333,0.07407407407407407,0.2,19.538017324350335,0.5909090909090909,0.17857142857142858,0.02564102564102564,0.1511627906976744,0.09375,0.11607142857142858,0.08943089430894309,0.14054054054054055,0.09245742092457421,0.09774436090225563,0.08421052631578947,0.1,0.07142857142857142,0.1282051282051282,0.07317073170731707,0.1728395061728395,0.2,0.14102564102564102,0.058823529411764705,0.07407407407407407,,0.5126582278481012,0.5185185185185185,0.56,0.7380952380952381,0.0949367088607595,0.06666666666666667,0.08333333333333333,1.0,0.0759493670886076,0.4166666666666667,0.4166666666666667,0.6,0.08860759493670886,0.42857142857142855,0.42857142857142855,1.0,0.22784810126582278,0.2222222222222222,0.2222222222222222,1.0,0.6071428571428571,0.35294117647058826,,0.10714285714285714,0.3333333333333333,1.0,0.3870967741935484,0.4166666666666667,0.1935483870967742,0.2903225806451613,0.2222222222222222,0.8291139240506329,0.23529411764705882,0.5667189102564103,0.590808695652174,0.5404225806451612,0.11931818181818182,0.16666666666666666,,0.08522727272727272,0.23863636363636365,3.9333333333333345,25.81600000000001,0.23154362416107382,6.0,5.0,4.0,3.0,,0.5,3.0,2.0,,1.0,,,,,,,,0.10714285714285714,,,,,,,True,,
202713,1610612765,Kyle Singler,Kyle Singler,202713,DET,30085.0,501,-23,977,965,265,276,128,1942,27,40,10.0,13.0,4.0,10.0,6.0,14.0,8.0,18.0,7.0,22.0,5.0,9.0,28.0,,1.0,3.0,9.0,41,72,16.0,50.0,22,152,1042,12.0,15.0,,3.0,,24.0,10.0,19,6.0,14.0,10.0,48,54,28,48.0,10.0,27.0,9.0,7,5,3,8,2.0,1.0,4,,1.0,19,5.0,14.0,1.0,17,32,6.0,55,20.0,75,2.0,12,4.0,8.0,6.0,1.0,4.0,5.0,,2.0,1.0,11,2.0,3.0,19,1.0,47,1.0,4.0,2.0,24,,,,26,2.0,,10,,13.0,9.0,,4.0,13.0,8.0,2.0,46,264,5.0,0.6585365853658537,0.75,1.0,0.32,,0.42857142857142855,0.32653061224489793,0.5694444444444444,0.8,0.5263157894736842,0.5327868852459017,0.6666666666666666,0.5757575757575758,0.5671641791044776,0.6666666666666666,0.631578947368421,0.4098360655737705,0.09722222222222222,0.15,,12.957998212689903,0.5454545454545454,0.24,0.02564102564102564,0.10631229235880399,0.043478260869565216,0.10759493670886076,0.041666666666666664,0.10675381263616558,0.042986425339366516,0.03759398496240601,0.05,0.0449438202247191,0.04938271604938271,0.02564102564102564,0.0989010989010989,0.14583333333333334,0.07894736842105263,0.11607142857142858,0.08695652173913043,0.03571428571428571,0.6153846153846154,0.32786885245901637,0.675,0.7941176470588235,0.7407407407407407,0.11475409836065574,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.14754098360655737,0.4444444444444444,0.47058823529411764,0.625,0.18032786885245902,0.3181818181818182,0.3181818181818182,1.0,0.22950819672131148,0.32142857142857145,0.32142857142857145,1.0,0.7222222222222222,0.7692307692307693,0.5,0.05555555555555555,,,0.30303030303030304,0.4,0.15151515151515152,0.2727272727272727,0.3333333333333333,0.7377049180327869,0.3333333333333333,0.5430347107438016,0.6334166666666666,0.5006984375000001,0.07692307692307693,0.125,,0.15789473684210525,0.3157894736842105,7.290277777777778,25.582000000000008,0.2712384851586489,2.0,4.0,3.0,3.0,,0.6,2.0,1.0,,,,,,,,0.05555555555555555,,0.1111111111111111,,,,,,,True,,
203119,1610612765,Kim English,Kim English,203119,DET,13473.0,225,-34,455,456,122,163,56,911,8,18,2.0,4.0,4.0,5.0,1.0,3.0,4.0,13.0,3.0,13.0,1.0,5.0,19.0,1.0,2.0,,4.0,13,34,8.0,32.0,8,58,504,2.0,4.0,1.0,2.0,,7.0,6.0,8,,5.0,3.0,15,16,10,24.0,2.0,19.0,5.0,4,9,6,15,5.0,1.0,8,,1.0,36,,4.0,,4,12,,16,4.0,20,,9,4.0,5.0,6.0,,4.0,3.0,1.0,2.0,,9,3.0,3.0,19,1.0,37,1.0,,,13,,2.0,,12,2.0,,7,,3.0,3.0,,,3.0,3.0,1.0,15,122,8.0,0.6153846153846154,0.6666666666666666,1.0,0.25,0.5,,0.25,0.38235294117647056,0.5,0.75,0.3787878787878788,0.5833333333333334,0.46153846153846156,0.4084507042253521,0.5833333333333334,0.5,0.48484848484848486,0.11764705882352941,0.2222222222222222,,15.503875968992247,0.6666666666666666,,,0.08571428571428572,0.031007751937984496,0.06557377049180328,,0.07960199004975124,0.02,0.05454545454545454,,0.030303030303030304,,,0.09433962264150944,0.04,0.0967741935483871,0.08888888888888889,,,1.0,0.2727272727272727,0.4444444444444444,0.5714285714285714,0.625,0.045454545454545456,0.3333333333333333,0.3333333333333333,,0.19696969696969696,0.3076923076923077,0.3076923076923077,0.75,0.19696969696969696,0.23076923076923078,0.23076923076923078,1.0,0.2878787878787879,0.2631578947368421,0.2631578947368421,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,1.0,0.38461538461538464,0.8,0.07692307692307693,0.3076923076923077,,0.7575757575757576,0.2631578947368421,0.5523838461538461,0.56698,0.6194038461538462,0.09859154929577464,0.1794871794871795,,0.1206896551724138,0.25862068965517243,8.679411764705883,25.446874999999995,0.2681318681318681,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,
