EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,Offensive Fouls Drawn,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,Defensive 3 Seconds Violations,on,Clear Path Fouls,LongMidRangePctBlocked,SecondChanceArc3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,5807.0,97,-11.0,190,192,61.0,85,24,382,9.0,12.0,2.0,4.0,3.0,3.0,3.0,6.0,6.0,12.0,18.0,30,7.0,43.0,221,3.0,5.0,6.0,6.0,8.0,4.0,16.0,30.0,6.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,2.0,2.0,5.0,3.0,2.0,10.0,4.0,14.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,8.0,9.0,3.0,6.0,10.0,7.0,1.0,2.0,10.0,5.0,1.0,16.0,61.0,2.0,0.8333333333333334,0.9375,0.6,0.6,0.75,0.6,0.6,0.75,0.6515151515151515,0.6,0.8888888888888888,17.050691244239633,0.5,0.3333333333333333,0.04285714285714286,0.030303030303030304,0.23809523809523808,0.08695652173913043,0.08791208791208792,0.0449438202247191,0.041666666666666664,0.041666666666666664,0.14285714285714285,0.02857142857142857,0.045454545454545456,0.07692307692307693,0.2857142857142857,0.14285714285714285,0.5,0.4,0.75,0.75,0.7777777777777778,0.2,0.5,0.5,0.6666666666666666,0.4,0.5,0.5,1.0,0.8,0.5,0.375,1.0,0.4,0.5051133333333333,0.45426666666666665,0.5133375,0.18181818181818182,0.18181818181818182,0.13953488372093023,0.37209302325581395,8.943333333333333,0.32105263157894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101183,1610612738,Shavlik Randolph,Shavlik Randolph,101183,BOS,6362.0,106,29.0,199,206,41.0,73,25,405,14.0,24.0,7.0,9.0,4.0,6.0,1.0,3.0,1.0,3.0,16.0,30,6.0,38.0,199,8.0,10.0,16.0,4.0,6.0,1.0,9.0,16.0,16.0,8.0,1.0,1.0,2.0,1.0,,1.0,5.0,2.0,12.0,11.0,14.0,2.0,27.0,16.0,43.0,2.0,4.0,1.0,1.0,6.0,12.0,21.0,4.0,17.0,16.0,2.0,8.0,3.0,3.0,,,3.0,2.0,,9.0,41.0,2.0,0.5,0.6666666666666666,0.5333333333333333,0.8,0.6666666666666666,0.5333333333333333,0.8,0.6666666666666666,0.5135135135135135,0.7272727272727273,0.5625,19.026548672566374,0.3333333333333333,0.4,0.19718309859154928,0.18461538461538463,0.3548387096774194,0.11764705882352941,0.24509803921568626,0.17073170731707318,0.25,0.19230769230769232,0.1111111111111111,0.2608695652173913,0.2222222222222222,0.13333333333333333,0.34782608695652173,0.375,0.6666666666666666,0.8,0.5833333333333334,0.7777777777777778,0.5,0.1,0.3333333333333333,0.5,,0.1,0.3333333333333333,0.3333333333333333,1.0,0.9,0.7777777777777778,1.0,0.6666666666666666,0.8,0.6159133333333332,0.6041666666666665,0.7017166666666667,0.2222222222222222,0.2222222222222222,0.42105263157894735,0.23684210526315788,3.3400000000000003,0.20603015075376885,7.0,2.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,0.23333333333333334,0.25,0.3333333333333333,0.16666666666666666,0.06666666666666667,0.125,0.2857142857142857,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1891,1610612738,Jason Terry,Jason Terry,1891,BOS,10573.0,176,-8.0,345,342,78.0,114,31,687,1.0,5.0,,,,2.0,2.0,5.0,9.0,14.0,12.0,24,11.0,71.0,371,1.0,1.0,2.0,1.0,4.0,2.0,13.0,18.0,6.0,,14.0,3.0,17.0,1.0,9.0,4.0,37.0,1.0,2.0,1.0,10.0,,11.0,3.0,14.0,3.0,3.0,1.0,1.0,6.0,6.0,9.0,,9.0,11.0,,3.0,,,,,1.0,,,13.0,78.0,,0.75,0.75,0.5,1.0,0.25,0.5555555555555556,0.2,0.4230769230769231,0.5847457627118644,0.2,0.4642857142857143,16.79790026246719,0.5,,0.08196721311475409,0.02,0.025,0.022727272727272728,0.06790123456790123,0.020833333333333332,0.05263157894736842,,,0.061224489795918366,0.0975609756097561,0.09375,0.03571428571428571,,,0.09259259259259259,0.2,0.25,,0.09259259259259259,0.4,0.4,,0.25925925925925924,0.6428571428571429,0.6428571428571429,1.0,,,0.15384615384615385,,0.6481481481481481,0.5025311320754716,0.5190166666666667,0.4818692307692308,0.05263157894736842,0.1111111111111111,0.028169014084507043,0.18309859154929578,12.441666666666668,0.22608695652173913,1.0,,,7.0,4.0,3.0,2.0,1.0,1.0,,,,,2.0,,,1.0,0.041666666666666664,0.2,,,,0.0625,,,4.0,9.0,2.0,1.0,1.0,8.0,21.0,2.0,2.0,8.0,12.0,30.0,4.0,3.0,9.0,33.0,3.0,21.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9166666666666666,0.4,0.3333333333333333,0.4,0.5555555555555556,0.16666666666666666,0.4444444444444444,0.4444444444444444,1.0,0.3888888888888889,0.38095238095238093,0.38095238095238093,0.875,0.4,0.4,0.07692307692307693,1.0,0.6153846153846154,0.25,0.38095238095238093,24.733333333333334,,,,,,,,,,,,,True,,,,,,,,,,,,,
201584,1610612738,Courtney Lee,Courtney Lee,201584,BOS,6989.0,116,-17.0,221,228,63.0,103,24,449,8.0,10.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,12.0,11.0,28,3.0,55.0,233,1.0,2.0,5.0,4.0,10.0,,17.0,8.0,14.0,2.0,7.0,2.0,9.0,,2.0,5.0,20.0,,2.0,5.0,3.0,2.0,10.0,2.0,12.0,2.0,2.0,,,4.0,4.0,9.0,,4.0,6.0,,3.0,,,,,,,,17.0,63.0,1.0,0.36363636363636365,0.4,0.39285714285714285,0.5,0.4,0.5531914893617021,0.625,0.53125,0.55,0.625,0.53125,21.86234817813765,0.5,0.25,0.039473684210526314,0.02666666666666667,0.20833333333333334,,0.08,0.02040816326530612,,,,0.06896551724137931,,0.03571428571428571,0.2,0.25,,0.2127659574468085,0.8,0.8,0.5,0.1276595744680851,0.16666666666666666,0.2,,0.2553191489361702,0.16666666666666666,0.16666666666666666,,0.25,1.0,0.1875,0.6666666666666666,0.6170212765957447,0.5083468085106384,0.5811166666666666,0.49093124999999993,0.06,0.0967741935483871,0.09090909090909091,0.3090909090909091,9.671428571428573,0.2850678733031674,1.0,,2.0,4.0,1.0,3.0,2.0,,1.0,,,,,,,,,0.03571428571428571,,0.16666666666666666,,0.11764705882352941,,0.08695652173913043,,6.0,11.0,2.0,3.0,4.0,4.0,8.0,,,2.0,10.0,19.0,2.0,3.0,6.0,30.0,,8.0,4.0,2.0,,1.0,,,,,,1.0,0.5263157894736842,0.5,0.5263157894736842,0.40425531914893614,0.23404255319148937,0.5454545454545454,0.5454545454545454,1.0,0.1702127659574468,0.5,0.5,1.0,0.5,,0.25,0.75,0.125,,0.5,24.310526315789474,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,True,,,,,,,,,,,,,
201944,1610612738,Terrence Williams,Terrence Williams,201944,BOS,19072.0,318,-12.0,611,620,170.0,224,60,1231,23.0,37.0,2.0,3.0,1.0,4.0,6.0,13.0,14.0,32.0,43.0,82,9.0,110.0,654,6.0,8.0,15.0,8.0,16.0,4.0,23.0,32.0,54.0,2.0,20.0,18.0,38.0,6.0,12.0,7.0,94.0,1.0,3.0,11.0,29.0,,40.0,4.0,44.0,13.0,9.0,3.0,3.0,22.0,8.0,13.0,,17.0,21.0,5.0,11.0,2.0,,1.0,1.0,2.0,1.0,,23.0,170.0,1.0,0.37209302325581395,0.38095238095238093,0.524390243902439,0.75,0.5,0.520618556701031,0.8333333333333334,0.5,0.5238095238095238,0.8333333333333334,0.5,18.7039764359352,0.5909090909090909,,0.1318181818181818,0.015873015873015872,0.14285714285714285,0.014084507042253521,0.13468013468013468,0.015384615384615385,0.030303030303030304,0.012987012987012988,,0.08695652173913043,0.13114754098360656,0.19402985074626866,0.13793103448275862,0.15789473684210525,0.5,0.38144329896907214,0.6216216216216216,0.696969696969697,0.30434782608695654,0.13402061855670103,0.46153846153846156,0.5,0.3333333333333333,0.32989690721649484,0.4375,0.4375,0.5,0.3333333333333333,0.6666666666666666,0.21052631578947367,0.25,0.5360824742268041,0.526946875,0.5032375,0.44177222222222223,0.10679611650485436,0.125,0.13636363636363635,0.20909090909090908,8.875609756097559,0.27823240589198034,5.0,,1.0,11.0,11.0,,10.0,,9.0,1.0,,,,2.0,1.0,,2.0,0.06097560975609756,0.10810810810810811,0.07692307692307693,,,0.04,0.024390243902439025,,2.0,3.0,1.0,,,3.0,12.0,,1.0,3.0,5.0,15.0,1.0,1.0,3.0,15.0,,12.0,3.0,12.0,1.0,4.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.15463917525773196,0.030927835051546393,0.6666666666666666,0.6666666666666666,1.0,0.12371134020618557,0.25,0.25,1.0,0.1111111111111111,,,,0.15789473684210525,0.3333333333333333,0.25,25.819999999999997,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,3784.0,63,-37.0,123,131,51.0,61,11,254,6.0,8.0,3.0,3.0,3.0,4.0,,1.0,3.0,10.0,9.0,19,1.0,19.0,149,3.0,3.0,6.0,3.0,7.0,1.0,7.0,6.0,12.0,6.0,1.0,2.0,3.0,2.0,1.0,,8.0,2.0,1.0,2.0,2.0,,4.0,3.0,7.0,3.0,,,,3.0,1.0,6.0,,4.0,4.0,,1.0,1.0,1.0,,,1.0,,,7.0,51.0,2.0,0.3333333333333333,0.5,0.47368421052631576,1.0,0.42857142857142855,0.36,1.0,0.3333333333333333,0.35185185185185186,1.0,0.35,21.8978102189781,1.0,,0.05128205128205128,0.022727272727272728,0.09523809523809523,0.11764705882352941,0.06666666666666667,0.04918032786885246,,,0.25,,,0.3333333333333333,0.11764705882352941,,,0.32,0.75,0.8571428571428571,0.16666666666666666,0.04,,,,0.4,0.3,0.3,0.6666666666666666,1.0,1.0,0.4444444444444444,0.75,0.56,0.49096799999999996,0.5273,0.5042888888888889,0.038461538461538464,0.05,0.3157894736842105,0.3684210526315789,11.342105263157896,0.4146341463414634,1.0,,1.0,1.0,1.0,,3.0,,,,,,,1.0,,,1.0,0.05263157894736842,0.125,,,0.1,,0.06666666666666667,,,6.0,,,2.0,,,,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,0.24,0.24,,,,,,,,,,0.2222222222222222,,,,,23.61666666666667,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,
202348,1610612738,Jordan Crawford,Jordan Crawford,202348,BOS,15069.0,251,4.0,482,486,123.0,154,48,968,8.0,20.0,1.0,3.0,2.0,6.0,9.0,21.0,4.0,15.0,21.0,56,22.0,103.0,514,2.0,7.0,6.0,3.0,11.0,6.0,24.0,8.0,34.0,2.0,26.0,9.0,35.0,5.0,17.0,6.0,79.0,1.0,4.0,9.0,17.0,3.0,29.0,5.0,34.0,11.0,9.0,1.0,2.0,20.0,10.0,21.0,1.0,21.0,26.0,,9.0,,,,,,,,24.0,123.0,4.0,0.19047619047619047,0.2,0.375,0.2857142857142857,0.2727272727272727,0.4550561797752809,0.25,0.36,0.5,0.3,0.41379310344827586,22.532588454376164,0.55,0.25,0.09883720930232558,0.027586206896551724,0.15789473684210525,0.018518518518518517,0.11353711790393013,0.02512562814070352,0.05454545454545454,0.017857142857142856,0.02702702702702703,0.109375,0.1,0.08620689655172414,0.14285714285714285,0.2,,0.2247191011235955,0.4,0.4444444444444444,0.25,0.23595505617977527,0.42857142857142855,0.42857142857142855,0.1111111111111111,0.16853932584269662,0.26666666666666666,0.26666666666666666,0.25,0.375,0.3333333333333333,0.24,0.3333333333333333,0.5955056179775281,0.49527701149425274,0.5376749999999999,0.46851956521739135,0.09183673469387756,0.13846153846153847,0.05825242718446602,0.23300970873786409,8.77857142857143,0.2551867219917012,2.0,,3.0,3.0,3.0,,10.0,,3.0,,2.0,,,3.0,,,3.0,0.03571428571428571,0.1,,,,,0.06382978723404255,,4.0,8.0,1.0,1.0,2.0,9.0,25.0,,3.0,12.0,13.0,33.0,1.0,4.0,14.0,36.0,3.0,22.0,8.0,4.0,3.0,5.0,,2.0,2.0,,,0.9230769230769231,0.3939393939393939,0.2857142857142857,0.3870967741935484,0.3707865168539326,0.0898876404494382,0.5,0.5,1.0,0.2808988764044944,0.36,0.36,0.8888888888888888,0.125,,0.08,0.5,0.48,0.25,0.36363636363636365,26.866666666666667,,,,,,,,1.0,2.0,1.0,2.0,,True,,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,10597.0,177,-21.0,339,343,116.0,132,28,682,15.0,23.0,2.0,3.0,3.0,8.0,4.0,8.0,5.0,15.0,24.0,46,24.0,87.0,368,2.0,3.0,4.0,3.0,14.0,12.0,27.0,16.0,32.0,2.0,10.0,5.0,15.0,2.0,6.0,4.0,35.0,,3.0,5.0,18.0,2.0,25.0,3.0,28.0,4.0,5.0,2.0,,9.0,5.0,11.0,1.0,22.0,31.0,3.0,14.0,6.0,5.0,,1.0,6.0,4.0,,27.0,116.0,1.0,0.3333333333333333,0.34782608695652173,0.5217391304347826,0.6666666666666666,0.21428571428571427,0.4921875,0.6666666666666666,0.32608695652173914,0.5576923076923077,0.6666666666666666,0.45,23.387096774193548,0.4444444444444444,0.2857142857142857,0.144,0.0297029702970297,0.10638297872340426,,0.13372093023255813,0.02054794520547945,0.058823529411764705,,,0.17543859649122806,0.10810810810810811,0.12903225806451613,0.11764705882352941,0.07692307692307693,0.6666666666666666,0.359375,0.6521739130434783,0.7142857142857143,0.5333333333333333,0.125,0.5,0.5,,0.234375,0.3333333333333333,0.3333333333333333,,1.0,0.6666666666666666,0.34782608695652173,0.375,0.640625,0.5118596774193549,0.5569666666666667,0.5179952380952381,0.18666666666666668,0.24561403508771928,0.04597701149425287,0.3103448275862069,7.8500000000000005,0.3421828908554572,2.0,,1.0,4.0,3.0,1.0,2.0,1.0,3.0,,1.0,1.0,3.0,3.0,,,2.0,0.043478260869565216,0.08695652173913043,,,0.038461538461538464,,0.03225806451612903,,1.0,4.0,,,2.0,4.0,14.0,,3.0,7.0,5.0,18.0,,3.0,9.0,15.0,,12.0,4.0,3.0,,,1.0,2.0,,,,1.0,0.2777777777777778,0.3333333333333333,0.3125,0.28125,0.0625,0.25,0.25,1.0,0.21875,0.2857142857142857,0.2857142857142857,1.0,,,0.08695652173913043,,0.30434782608695654,0.42857142857142855,0.3333333333333333,28.65555555555555,,,1.0,,,,2.0,1.0,,,2.0,,True,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,3178.0,53,7.0,102,106,24.0,32,7,208,6.0,10.0,1.0,3.0,3.0,7.0,3.0,6.0,1.0,1.0,10.0,17,8.0,40.0,112,2.0,4.0,4.0,4.0,8.0,3.0,11.0,6.0,14.0,2.0,6.0,4.0,10.0,,5.0,1.0,24.0,1.0,3.0,2.0,6.0,2.0,10.0,4.0,14.0,3.0,7.0,1.0,2.0,10.0,4.0,12.0,,10.0,10.0,2.0,6.0,2.0,1.0,,1.0,2.0,,,11.0,24.0,2.0,0.3,0.3333333333333333,0.5882352941176471,0.5,0.5,0.5925925925925926,0.4,0.4444444444444444,0.6451612903225806,0.4,0.55,36.93693693693693,0.3,0.5,0.12244897959183673,0.11538461538461539,0.2,0.08333333333333333,0.13559322033898305,0.10526315789473684,0.16666666666666666,,0.125,0.12,0.23076923076923078,,0.16666666666666666,0.25,,0.37037037037037035,0.6,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.5,0.3333333333333333,0.037037037037037035,1.0,1.0,,0.6,0.3333333333333333,0.7777777777777778,0.42857142857142855,0.7407407407407407,0.5733222222222223,0.6577999999999999,0.6325111111111111,0.1935483870967742,0.2857142857142857,0.1,0.275,4.858823529411764,0.23529411764705882,1.0,,3.0,3.0,2.0,1.0,2.0,,2.0,,3.0,,1.0,,,,,0.058823529411764705,0.1,,,0.1111111111111111,,0.25,,1.0,2.0,,,,3.0,8.0,1.0,,1.0,4.0,10.0,1.0,,1.0,9.0,3.0,8.0,3.0,4.0,,,,,,,,0.75,0.4,,0.4,0.37037037037037035,0.07407407407407407,0.5,0.5,1.0,0.2962962962962963,0.375,0.375,0.6666666666666666,,0.2,,,0.1111111111111111,,0.375,25.13,,,,,,,1.0,,,,,1.0,True,,,,,,,,,,,,,
2404,1610612738,Chris Wilcox,Chris Wilcox,2404,BOS,6245.0,104,-18.0,202,206,63.0,73,18,408,15.0,19.0,4.0,7.0,4.0,6.0,,2.0,,,15.0,21,,30.0,215,4.0,7.0,8.0,4.0,7.0,,8.0,22.0,8.0,8.0,4.0,,4.0,,2.0,2.0,8.0,3.0,6.0,3.0,15.0,2.0,20.0,9.0,29.0,1.0,2.0,,,3.0,11.0,17.0,,2.0,,,,5.0,4.0,1.0,,5.0,2.0,,8.0,63.0,,0.7333333333333333,1.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.6818181818181818,0.5714285714285714,0.5,0.6818181818181818,0.5714285714285714,0.5,11.312217194570136,0.3333333333333333,0.2857142857142857,0.19736842105263158,0.10526315789473684,0.13043478260869565,0.12,0.18181818181818182,0.10975609756097561,0.11538461538461539,0.10526315789473684,0.05555555555555555,0.25,0.16666666666666666,0.13636363636363635,0.10526315789473684,0.25,0.4,0.8636363636363636,0.7894736842105263,0.8333333333333334,0.7333333333333333,0.09090909090909091,,,,,,,,1.0,0.5714285714285714,0.75,0.6666666666666666,0.9090909090909091,0.6131714285714287,0.5854,0.6853285714285714,,,0.26666666666666666,0.26666666666666666,1.9285714285714282,0.3118811881188119,2.0,,,1.0,1.0,,1.0,,,,2.0,,,,,,,0.09523809523809523,0.05263157894736842,0.5,,0.08333333333333333,0.2857142857142857,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.045454545454545456,,,,,0.045454545454545456,,,,,,,,0.125,,,74.9,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,
