EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Clear Path Fouls,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,on
101179,1610612757,Ronnie Price,Ronnie Price,101179,POR,17347.0,289,-38,539,560,110,119,75,1099,12,25,2.0,5.0,2.0,3.0,3.0,9,8,18,1.0,8.0,2.0,1.0,5.0,18.0,1.0,2.0,4.0,23,52,6.0,26.0,14.0,78,579,3.0,7.0,1.0,4.0,1.0,10.0,4.0,7,5.0,4.0,12.0,14,32,12.0,6.0,2.0,18.0,5.0,6.0,24,12.0,36,10.0,2.0,12.0,1.0,11.0,84,1.0,5.0,5,13,18,6,24,3.0,16,7,9.0,16,1.0,12,4,2.0,4.0,20,4.0,16.0,1.0,37,1.0,1.0,22,4.0,1.0,2.0,1.0,18,2.0,9.0,1.0,2.0,2.0,2.0,2.0,12.0,108,5.0,1.0,0.30434782608695654,0.3181818181818182,0.6666666666666666,0.23076923076923078,0.25,0.23076923076923078,0.4423076923076923,0.42857142857142855,0.5714285714285714,0.41025641025641024,0.4090909090909091,0.3333333333333333,0.45348837209302323,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.11538461538461539,0.2,0.1111111111111111,17.014446227929373,0.8,0.07471264367816093,0.029585798816568046,0.06097560975609756,0.01098901098901099,0.0703125,0.023076923076923078,0.04838709677419355,0.02631578947368421,0.014492753623188406,0.03333333333333333,0.05357142857142857,0.10869565217391304,0.06944444444444445,0.06666666666666667,0.045454545454545456,0.07142857142857142,1.0,0.32051282051282054,0.48,0.6,0.25,0.11538461538461539,0.3333333333333333,0.375,0.23076923076923078,0.4444444444444444,0.4444444444444444,0.5,0.10256410256410256,0.125,0.125,0.23076923076923078,0.2777777777777778,0.2777777777777778,0.8,0.45454545454545453,0.4,0.5,0.18181818181818182,0.18181818181818182,0.5,1.0,0.25,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.6538461538461539,0.2777777777777778,0.5301525641025641,0.5634333333333333,0.5008,0.10588235294117647,0.15254237288135594,0.1282051282051282,0.15384615384615385,9.22115384615385,24.92307692307693,0.20408163265306123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,131368.0,2189,54,4176,4151,892,779,531,8327,164,253,53.0,78.0,39.0,51.0,125.0,289,194,474,1.0,1.0,,1.0,1.0,9.0,1.0,3.0,3.0,483,1016,2.0,10.0,208.0,1180,4494,74.0,124.0,1.0,3.0,48.0,199.0,96.0,189,4.0,72.0,270.0,544,422,3.0,3.0,80.0,8.0,1.0,25.0,84,74.0,158,53.0,21.0,57.0,6.0,21.0,390,49.0,78.0,92,258,381,132,513,19.0,49,29,20.0,54,9.0,20,60,8.0,34.0,114,27.0,95.0,1.0,153,13.0,7.0,242,3.0,15.0,8.0,3.0,258,25.0,119.0,21.0,74.0,52.0,74.0,49.0,266.0,872,3.0,17.0,0.5631469979296067,0.6139954853273137,0.5,0.2,0.3333333333333333,0.2222222222222222,0.47539370078740156,0.5967741935483871,0.5079365079365079,0.47368421052631576,0.594488188976378,0.5129533678756477,0.5161996497373029,0.6503267973856209,0.5769230769230769,0.009746588693957114,0.024606299212598427,0.06324110671936758,0.02768166089965398,26.30917469627147,0.47368421052631576,0.17574931880108993,0.05799256505576208,0.18326693227091634,0.0784,0.17766497461928935,0.06446700507614213,0.08390022675736962,0.05014749262536873,0.04247787610619469,0.07801418439716312,0.15867158671586715,0.18990384615384615,0.18235294117647058,0.17473118279569894,0.2076923076923077,0.03718199608610567,0.6621621621621622,0.246588693957115,0.6482213438735178,0.6919831223628692,0.5365853658536586,0.28167641325536064,0.43252595155709345,0.44483985765124556,0.4619883040935672,0.4092827004219409,0.41014799154334036,0.7525773195876289,0.0009746588693957114,1.0,1.0,0.008771929824561403,0.1111111111111111,0.1111111111111111,,0.6141732283464567,0.6794871794871795,0.1509433962264151,,0.023622047244094488,0.3333333333333333,,0.26424870466321243,0.7647058823529411,0.0051813471502590676,0.015544041450777202,0.25633528265107214,0.125,0.45442448780487804,0.52915,0.4538859375,0.10704727921498662,0.10720720720720721,0.16864406779661018,0.2288135593220339,11.476082677165351,31.749999999999993,0.2136015325670498,1.0,1.0,2.0,1.0,5.0,31.0,1.0,13.0,10.0,12.0,1.0,1.0,22.0,1.0,1.0,4.0,0.5,0.002109704641350211,0.2897196261682243,0.04504504504504504,0.07851239669421488,0.304,1.0,1.0,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,True
200777,1610612757,Joel Freeland,Joel Freeland,200777,POR,11225.0,187,-61,349,349,56,67,53,698,15,27,4.0,7.0,2.0,2.0,4.0,11,5,13,,,,,,,,,,24,51,,,8.0,56,402,4.0,9.0,,,2.0,10.0,3.0,5,,4.0,10.0,38,10,,,6.0,,,6.0,3,,3,,,2.0,,1.0,6,7.0,8.0,6,21,29,15,44,1.0,6,5,1.0,6,,4,3,,2.0,9,1.0,12.0,2.0,26,,5.0,11,,2.0,1.0,,9,1.0,3.0,2.0,5.0,3.0,5.0,2.0,10.0,56,3.0,2.0,0.7916666666666666,0.9047619047619048,,,,,0.47058823529411764,0.4444444444444444,0.6,0.47058823529411764,0.4444444444444444,0.6,0.509090909090909,0.5,0.7142857142857143,,0.11764705882352941,0.2222222222222222,,15.609756097560977,0.6666666666666666,0.1721311475409836,0.06153846153846154,0.13333333333333333,0.10606060606060606,0.16167664670658682,0.07653061224489796,0.08163265306122448,0.02564102564102564,0.07142857142857142,0.07692307692307693,0.14285714285714285,0.12,0.24390243902439024,0.14705882352941177,0.09090909090909091,0.047619047619047616,0.4,0.5294117647058824,0.5555555555555556,0.7142857142857143,0.7333333333333333,0.21568627450980393,0.36363636363636365,0.36363636363636365,0.2549019607843137,0.38461538461538464,0.38461538461538464,1.0,,,,,,,,0.7777777777777778,0.5714285714285714,0.25,,,,,0.4,1.0,,,0.5294117647058824,,0.5042901960784313,0.5620444444444445,0.47515999999999997,0.05660377358490566,0.05660377358490566,0.17857142857142858,0.17857142857142858,7.225490196078431,,0.16045845272206305,,,,,,2.0,,1.0,1.0,2.0,,,2.0,,,,,,0.15384615384615385,,0.11320754716981132,0.75,,,,,,,,,,,,,,,,,,,True
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,168398.0,2807,-109,5371,5355,1180,1090,673,10726,114,181,38.0,55.0,21.0,33.0,11.0,34,62,174,48.0,116.0,15.0,32.0,117.0,328.0,9.0,27.0,70.0,187,389,165.0,444.0,178.0,1047,5870,46.0,72.0,16.0,42.0,20.0,160.0,32.0,69,102.0,74.0,246.0,200,174,456.0,39.0,64.0,327.0,117.0,19.0,280,80.0,360,50.0,30.0,165.0,52.0,63.0,800,31.0,63.0,78,200,315,97,412,5.0,91,77,14.0,123,24.0,96,67,11.0,27.0,190,40.0,60.0,,139,5.0,4.0,168,6.0,2.0,7.0,4.0,210,15.0,69.0,23.0,82.0,68.0,83.0,48.0,233.0,1160,9.0,16.0,0.5347593582887701,0.6451612903225806,0.9212121212121213,0.3716216216216216,0.38095238095238093,0.3724604966139955,0.480719794344473,0.6388888888888888,0.463768115942029,0.521608643457383,0.6140350877192983,0.5029239766081871,0.5626361655773421,0.6557377049180327,0.580952380952381,0.5330132052821128,0.04884318766066838,0.08839779005524862,0.029411764705882353,18.092749836708034,0.6473684210526316,0.1078167115902965,0.03723404255319149,0.11504424778761062,0.03730445246690734,0.109751283063561,0.0372572334522394,0.022968197879858657,0.06018518518518518,0.0345821325648415,0.04639175257731959,0.0868945868945869,0.12298387096774194,0.1187214611872146,0.12,0.10112359550561797,0.01098901098901099,0.5783132530120482,0.21728691476590636,0.6298342541436464,0.6909090909090909,0.5175438596491229,0.04081632653061224,0.3235294117647059,0.3333333333333333,0.20888355342136855,0.3563218390804598,0.36046511627906974,0.6129032258064516,0.13925570228091236,0.41379310344827586,0.41379310344827586,0.3937575030012005,0.3567073170731707,0.3567073170731707,0.8974358974358975,0.4824561403508772,0.6909090909090909,0.13157894736842105,0.13157894736842105,0.23684210526315788,0.3333333333333333,0.7777777777777778,0.19298245614035087,0.6363636363636364,0.1871345029239766,0.4093567251461988,0.7503001200480192,0.3577981651376147,0.5410303850782188,0.5727605882352943,0.5293779411764707,0.08826815642458101,0.15575620767494355,0.15281757402101243,0.2349570200573066,9.870951156812339,24.717117117117116,0.21969838018990878,15.0,21.0,36.0,1.0,3.0,37.0,4.0,11.0,16.0,8.0,15.0,10.0,10.0,,,,0.35294117647058826,0.011494252873563218,0.24342105263157895,0.02127659574468085,0.03453689167974882,0.2727272727272727,0.9791666666666666,0.46875,0.3,0.022123893805309734,7.0,2.0,1.0,1.0,4.0,10.0,0.4666666666666667,0.8571428571428571,,,,,,,True
201964,1610612757,Victor Claver,Victor Claver,201964,POR,20664.0,344,-56,650,650,128,122,76,1300,18,31,6.0,11.0,2.0,4.0,,4,3,7,3.0,16.0,1.0,3.0,6.0,17.0,,,1.0,21,42,9.0,33.0,6.0,75,736,6.0,11.0,,1.0,1.0,13.0,2.0,4,4.0,,4.0,28,14,27.0,,6.0,16.0,6.0,5.0,12,4.0,16,4.0,,3.0,3.0,6.0,36,5.0,13.0,4,36,43,18,61,4.0,11,8,3.0,7,5.0,3,12,2.0,4.0,19,2.0,14.0,3.0,28,,1.0,14,1.0,,,,14,,7.0,,4.0,3.0,4.0,,4.0,128,2.0,,0.6666666666666666,0.7777777777777778,1.0,0.2727272727272727,,0.28125,0.5,0.5454545454545454,0.5,0.46,0.5,0.25,0.4573170731707317,0.5,0.2222222222222222,0.44,0.11904761904761904,0.12903225806451613,0.25,13.741496598639456,0.3684210526315789,0.16216216216216217,0.0663265306122449,0.05194805194805195,0.04807692307692308,0.13377926421404682,0.06,0.05357142857142857,0.09259259259259259,0.05813953488372093,0.045454545454545456,0.1728395061728395,0.14285714285714285,0.16470588235294117,0.03333333333333333,0.11764705882352941,0.10526315789473684,,0.41333333333333333,0.5806451612903226,0.6666666666666666,0.6666666666666666,0.05333333333333334,,,0.09333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.21333333333333335,0.1875,0.1875,0.22666666666666666,0.35294117647058826,0.35294117647058826,1.0,0.9166666666666666,0.5454545454545454,0.3333333333333333,0.08333333333333333,,,,0.5,0.5,0.375,0.125,0.8533333333333334,0.375,0.5918587837837839,0.6198777777777777,0.6524214285714286,0.08536585365853659,0.14285714285714285,0.17333333333333334,0.05333333333333334,4.5476190476190474,25.718181818181815,0.19692307692307692,,,,1.0,,3.0,,3.0,2.0,,,,1.0,1.0,,1.0,,,0.2,,0.04878048780487805,,1.0,,,,,,,,,,,,,,,,,,True
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,109330.0,1822,-29,3492,3477,702,642,434,6969,82,141,9.0,18.0,11.0,22.0,21.0,57,26,73,49.0,111.0,15.0,21.0,70.0,190.0,4.0,11.0,49.0,129,271,119.0,301.0,101.0,716,3839,11.0,26.0,11.0,26.0,8.0,63.0,18.0,38,70.0,36.0,153.0,130,128,330.0,27.0,6.0,189.0,70.0,25.0,98,38.0,136,24.0,14.0,46.0,11.0,41.0,310,14.0,14.0,46,72,118,28,146,3.0,67,33,34.0,45,10.0,23,39,11.0,22.0,84,15.0,70.0,4.0,142,3.0,7.0,139,6.0,4.0,11.0,3.0,127,11.0,47.0,19.0,13.0,11.0,14.0,5.0,148.0,687,12.0,15.0,0.5038759689922481,0.5158730158730159,0.9243697478991597,0.3953488372093023,0.4230769230769231,0.39666666666666667,0.47601476014760147,0.4230769230769231,0.47368421052631576,0.5375874125874126,0.5288461538461539,0.5416666666666666,0.5692675159235668,0.5431034482758621,0.583969465648855,0.5262237762237763,0.09225092250922509,0.12056737588652482,0.07017543859649122,17.864321608040203,0.5357142857142857,0.058871627146361405,0.012658227848101266,0.107981220657277,0.02626641651031895,0.07155852031534263,0.017083587553386213,0.005361930294906166,0.013888888888888888,0.017977528089887642,0.01694915254237288,0.053304904051172705,0.05325443786982249,0.06971153846153846,0.10476190476190476,0.11711711711711711,0.01048951048951049,0.35714285714285715,0.2465034965034965,0.5815602836879432,0.6612903225806451,0.5853658536585366,0.09965034965034965,0.3684210526315789,0.39622641509433965,0.12762237762237763,0.3561643835616438,0.37681159420289856,0.46153846153846156,0.19405594405594406,0.44144144144144143,0.44144144144144143,0.3321678321678322,0.3684210526315789,0.37433155080213903,0.9,0.34615384615384615,0.5,0.4444444444444444,0.28846153846153844,0.21153846153846154,0.36363636363636365,1.0,0.2037037037037037,0.5,0.19444444444444445,0.4537037037037037,0.7727272727272727,0.37037037037037035,0.5451838908450705,0.5285705128205128,0.5173961904761905,0.07881773399014778,0.15309446254071662,0.08798882681564246,0.21368715083798884,7.823616236162363,24.687375415282393,0.20103092783505155,9.0,18.0,27.0,1.0,,,6.0,1.0,7.0,5.0,3.0,1.0,2.0,,,,0.38571428571428573,0.0547945205479452,,,0.02891566265060241,0.23809523809523808,0.9591836734693877,0.42857142857142855,0.3673469387755102,0.0033112582781456954,7.0,,1.0,,,,0.4666666666666667,1.0,3.0,1.0,1.0,0.009966777408637873,0.015789473684210527,,True
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,143364.0,2389,-19,4586,4550,1018,943,588,9136,148,257,9.0,17.0,47.0,77.0,24.0,77,110,244,7.0,18.0,1.0,6.0,141.0,365.0,18.0,33.0,87.0,282,578,148.0,383.0,193.0,1201,5014,16.0,35.0,18.0,34.0,11.0,97.0,69.0,150,93.0,74.0,311.0,128,436,246.0,198.0,6.0,363.0,141.0,39.0,269,127.0,396,84.0,43.0,137.0,21.0,111.0,919,8.0,22.0,52,105,158,31,189,8.0,59,37,22.0,119,31.0,84,61,6.0,35.0,180,44.0,68.0,2.0,138,7.0,,210,14.0,1.0,9.0,9.0,229,21.0,97.0,20.0,12.0,7.0,15.0,8.0,307.0,998,11.0,16.0,0.22695035460992907,0.22939068100358423,0.5540540540540541,0.38642297650130547,0.5294117647058824,0.3884514435695538,0.48788927335640137,0.45714285714285713,0.46,0.5244536940686785,0.6231884057971014,0.4876543209876543,0.5637393767705382,0.6466666666666666,0.5475352112676056,0.39854318418314255,0.06747404844290658,0.0933852140077821,0.11688311688311688,23.61349342481418,0.6611111111111111,0.06591337099811675,0.015352407536636426,0.09171075837742504,0.0110803324099723,0.07268518518518519,0.013921113689095127,0.01882845188284519,0.022535211267605635,0.008333333333333333,0.006134969325153374,0.06743421052631579,0.037037037037037035,0.0867992766726944,0.08872901678657075,0.1,0.01694915254237288,0.5333333333333333,0.26742976066597296,0.5758754863813229,0.6351931330472103,0.22297297297297297,0.08012486992715921,0.3116883116883117,0.35294117647058826,0.25390218522372526,0.45081967213114754,0.46218487394957986,0.23636363636363636,0.018730489073881373,0.3888888888888889,0.3888888888888889,0.3798126951092612,0.3863013698630137,0.39058171745152354,0.5390070921985816,0.2463768115942029,0.5294117647058824,0.3333333333333333,0.014492753623188406,0.4782608695652174,0.5454545454545454,0.8888888888888888,0.3168724279835391,0.6103896103896104,0.024691358024691357,0.35802469135802467,0.6659729448491155,0.3884297520661157,0.5186988529718455,0.5399000000000002,0.5010729338842976,0.09528392685274302,0.14831804281345565,0.08076602830974189,0.2589508742714405,10.122318339100346,25.57545691906004,0.22197993894461404,2.0,31.0,33.0,2.0,1.0,1.0,6.0,3.0,9.0,4.0,10.0,2.0,3.0,,,,0.3548387096774194,0.02459016393442623,0.007575757575757576,0.008695652173913044,0.012522361359570662,0.20833333333333334,0.8571428571428571,0.3333333333333333,0.3563218390804598,0.005194805194805195,,,3.0,,2.0,,,,4.0,,3.0,0.010443864229765013,0.010958904109589041,,True
203115,1610612757,Will Barton,Will Barton,203115,POR,18334.0,306,-66,580,584,160,129,73,1164,18,40,3.0,7.0,1.0,8.0,7.0,20,3,8,4.0,13.0,,3.0,,15.0,,1.0,6.0,28,68,4.0,28.0,7.0,75,634,5.0,12.0,,1.0,1.0,11.0,3.0,12,9.0,5.0,14.0,42,14,12.0,,4.0,12.0,,6.0,7,3.0,10,2.0,1.0,4.0,2.0,1.0,23,6.0,5.0,12,25,37,11,48,,10,6,4.0,10,4.0,8,10,,2.0,20,5.0,6.0,,17,1.0,,13,,,1.0,,12,,4.0,2.0,5.0,5.0,5.0,3.0,14.0,160,4.0,2.0,0.75,0.8076923076923077,1.0,0.14285714285714285,,0.16,0.4117647058823529,0.4166666666666667,0.25,0.3541666666666667,0.38461538461538464,0.21428571428571427,0.36764705882352944,0.39285714285714285,0.28,0.2916666666666667,0.08823529411764706,0.125,0.05,18.345864661654133,0.5,0.12690355329949238,0.025510204081632654,0.14285714285714285,0.07317073170731707,0.13167259786476868,0.039568345323741004,0.016129032258064516,0.01818181818181818,0.0379746835443038,0.10526315789473684,0.0625,0.17391304347826086,0.16901408450704225,0.16666666666666666,0.08333333333333333,,0.6,0.4166666666666667,0.45,0.5142857142857142,0.8333333333333334,0.20833333333333334,0.35,0.3684210526315789,0.08333333333333333,0.375,0.375,1.0,0.13541666666666666,0.3076923076923077,0.3076923076923077,0.15625,,,,0.5384615384615384,0.42857142857142855,,,0.07692307692307693,,,0.38095238095238093,0.125,0.14285714285714285,0.2857142857142857,0.7083333333333334,,0.521452688172043,0.45267500000000005,0.4918421052631579,0.04,0.05555555555555555,0.14666666666666667,0.18666666666666668,5.773529411764706,26.867857142857137,0.27586206896551724,1.0,,1.0,3.0,,,2.0,3.0,,,,,,,,,0.1111111111111111,,,,0.06349206349206349,0.42857142857142855,1.0,0.3333333333333333,,,,,,,,1.0,,,,,,,,,True
201581,1610612757,JJ Hickson,JJ Hickson,201581,POR,110156.0,1836,-161,3476,3504,596,538,457,6980,244,383,72.0,118.0,31.0,49.0,49.0,131,40,81,,1.0,,1.0,,1.0,,,,333,595,,2.0,149.0,815,3865,87.0,147.0,,,43.0,217.0,41.0,78,1.0,43.0,125.0,456,210,,,118.0,1.0,,64.0,35,31.0,66,25.0,6.0,21.0,2.0,12.0,163,50.0,164.0,92,325,445,218,663,18.0,41,30,11.0,65,7.0,28,56,6.0,37.0,121,21.0,57.0,2.0,123,3.0,20.0,166,1.0,28.0,2.0,2.0,216,27.0,103.0,19.0,40.0,32.0,40.0,20.0,121.0,586,5.0,13.0,0.6846846846846847,0.8321167883211679,,,,,0.5596638655462185,0.5918367346938775,0.5256410256410257,0.5577889447236181,0.5918367346938775,0.5189873417721519,0.5888728323699421,0.62,0.5841121495327103,0.0033500837520938024,0.10756302521008404,0.12532637075718014,0.12213740458015267,20.361083249749246,0.5371900826446281,0.2555031446540881,0.1407725321888412,0.2222222222222222,0.099601593625498,0.24733096085409254,0.12837432513497302,0.19086021505376344,0.10231023102310231,0.12653061224489795,0.1391304347826087,0.23770491803278687,0.2890855457227139,0.24943820224719102,0.2305194805194805,0.19811320754716982,0.09,0.5,0.6415410385259631,0.6370757180156658,0.7283582089552239,0.6885245901639344,0.21943048576214405,0.37404580152671757,0.4260869565217391,0.135678391959799,0.49382716049382713,0.49382716049382713,0.775,0.0016750418760469012,,,0.0016750418760469012,,,,0.8027210884353742,0.6101694915254238,0.1527777777777778,,,,,0.620253164556962,0.6326530612244898,0.012658227848101266,,0.644891122278057,,0.5574462311557787,0.5846589285714285,0.5413582278481013,0.15304606240713226,0.15350223546944858,0.26625766871165646,0.15337423312883436,5.057310924369749,26.5,0.1714614499424626,,,,,4.0,28.0,1.0,13.0,10.0,10.0,,,8.0,2.0,12.0,,,,0.37333333333333335,0.041237113402061855,0.08785529715762273,0.5918367346938775,,,,,,,,,,5.0,,,,,,,,,True
2562,1610612757,Sasha Pavlovic,Sasha Pavlovic,2562,POR,13122.0,219,-3,424,428,121,156,57,852,5,5,1.0,1.0,1.0,1.0,2.0,6,2,12,7.0,14.0,,5.0,2.0,10.0,,2.0,1.0,9,23,9.0,24.0,,45,458,2.0,3.0,,2.0,,4.0,3.0,7,6.0,,15.0,10,8,24.0,3.0,2.0,10.0,2.0,,7,5.0,12,3.0,2.0,5.0,,2.0,29,2.0,1.0,6,10,16,4,20,,12,7,5.0,4,,3,3,1.0,1.0,7,2.0,15.0,,30,2.0,1.0,7,,,1.0,,3,3.0,3.0,,1.0,,1.0,,15.0,120,4.0,,0.5555555555555556,0.625,0.8888888888888888,0.375,,0.375,0.391304347826087,0.6666666666666666,0.42857142857142855,0.4787234042553192,0.4,0.5769230769230769,0.4787234042553192,0.4,0.5769230769230769,0.5106382978723404,,,,11.203319502074688,0.5714285714285714,0.072992700729927,0.007936507936507936,0.125,0.02702702702702703,0.08648648648648649,0.015,,0.041666666666666664,,,0.06666666666666667,0.10256410256410256,0.05660377358490566,0.05714285714285714,0.3076923076923077,,,0.10638297872340426,1.0,1.0,0.4,0.1276595744680851,0.3333333333333333,0.3333333333333333,0.2553191489361702,0.16666666666666666,0.16666666666666666,1.0,0.2978723404255319,0.5,0.5,0.2127659574468085,0.2,0.2,0.5,0.2,1.0,,,0.4,,,0.07692307692307693,1.0,0.38461538461538464,0.07692307692307693,0.6170212765957447,0.2,0.4974457446808512,0.5004666666666667,0.4671576923076923,0.06382978723404255,0.13043478260869565,0.08888888888888889,0.3333333333333333,13.030434782608696,24.091666666666665,0.28537735849056606,2.0,1.0,3.0,,1.0,,,,,,,,1.0,,,,0.5,,,0.08333333333333333,0.0392156862745098,0.5,1.0,0.4,1.0,,,,,,,,,,,,,,,,True
