EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockingFouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedCorner3,DefensiveGoaltends,Corner3PctBlocked,OffensiveGoaltends,on
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,49155.0,819,208,1582,1585,209.0,189.0,148,3167,77.0,120,15.0,24.0,6.0,10.0,53.0,119.0,67.0,155.0,3.0,2.0,197,394,3.0,72.0,466,1504,20.0,38.0,12.0,52.0,17.0,41.0,2.0,14.0,48.0,260.0,134.0,28.0,26.0,69.0,12.0,81.0,6.0,6.0,48.0,11.0,10.0,174.0,8.0,31.0,2.0,37.0,154,7.0,198,41,239,5.0,14.0,11.0,3.0,41.0,15.0,22.0,24.0,2.0,19.0,1.0,65.0,9.0,10.0,32.0,41.0,1.0,2.0,3.0,94,1.0,7.0,2.0,1.0,93.0,5.0,44.0,5.0,74.0,57.0,17.0,74.0,49.0,2.0,48.0,207.0,1.0,5.0,0.6598984771573604,0.7103825136612022,0.5,0.5263157894736842,0.4146341463414634,0.49622166246851385,0.5263157894736842,0.3953488372093023,0.528344671201814,0.5777777777777777,0.46153846153846156,0.007556675062972292,0.06598984771573604,0.13333333333333333,0.07563025210084033,0.0064516129032258064,28.963938179736694,0.6307692307692307,0.2413793103448276,0.1111111111111111,0.22286541244573083,0.05595667870036101,0.23270440251572327,0.05755395683453238,0.22470588235294117,0.05627705627705628,0.0797872340425532,0.07526881720430108,0.011111111111111112,0.03896103896103896,0.08064516129032258,0.24537037037037038,0.20614035087719298,0.21862348178137653,0.24271844660194175,0.21428571428571427,0.028735632183908046,0.6621621621621622,0.3022670025188917,0.6416666666666667,0.7403846153846154,0.6493506493506493,0.29974811083123426,0.44537815126050423,0.4818181818181818,0.3584905660377358,0.3904282115869018,0.432258064516129,0.43506493506493504,0.9104477611940298,0.007556675062972292,0.631578947368421,0.625,0.06666666666666667,0.23255813953488372,0.6,0.046511627906976744,0.30982367758186397,0.4570874055415617,0.5063718749999999,0.44407441860465113,0.10091743119266056,0.10161662817551963,0.11158798283261803,0.10300429184549356,10.183502538071064,23.46666666666667,0.13211125158027812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,28342.0,472,62,919,927,192.0,160.0,90,1846,20.0,34,,2.0,3.0,3.0,10.0,18.0,5.0,11.0,24.0,,35,63,80.0,19.0,164,968,1.0,4.0,2.0,13.0,4.0,7.0,11.0,4.0,12.0,24.0,46.0,,4.0,25.0,9.0,34.0,6.0,3.0,19.0,3.0,3.0,77.0,,6.0,1.0,18.0,41,3.0,62,7,69,,18.0,9.0,9.0,18.0,4.0,13.0,19.0,1.0,5.0,4.0,37.0,2.0,7.0,22.0,48.0,2.0,,3.0,23,,1.0,,1.0,29.0,4.0,14.0,1.0,7.0,5.0,1.0,7.0,4.0,1.0,12.0,192.0,2.0,1.0,0.34285714285714286,0.34285714285714286,0.5555555555555556,0.25,0.5714285714285714,0.506993006993007,0.55,0.2222222222222222,0.5290322580645161,0.5909090909090909,0.2857142857142857,0.5594405594405595,0.06349206349206349,0.058823529411764705,0.1111111111111111,,18.84200196270854,0.4864864864864865,0.15,0.045454545454545456,0.12974683544303797,0.023809523809523808,0.1651376146788991,,0.1388235294117647,0.015544041450777202,0.010101010101010102,0.03896103896103896,0.02631578947368421,,,0.08571428571428572,0.13043478260869565,0.16806722689075632,0.13846153846153847,0.20454545454545456,,0.5714285714285714,0.23776223776223776,0.5882352941176471,0.625,0.4,0.1258741258741259,0.5555555555555556,0.625,0.2,0.07692307692307693,0.45454545454545453,0.45454545454545453,0.4,0.16783216783216784,0.2,,,0.16666666666666666,1.0,,0.7972027972027972,0.5481615942028987,0.5194650000000001,0.4730928571428571,0.09740259740259741,0.1917808219178082,0.07926829268292683,0.07317073170731707,6.073015873015874,26.057500000000005,0.2089227421109902,11.0,1.0,1.0,14.0,56.0,2.0,5.0,11.0,25.0,3.0,6.0,63.0,12.0,4.0,52.0,14.0,1.0,4.0,1.0,1.0,1.0,0.84,0.3125,0.5,0.32894736842105265,0.0125,0.017857142857142856,0.4583333333333333,0.4583333333333333,0.7272727272727273,0.3916083916083916,0.25,0.2545454545454545,0.9285714285714286,0.1,1.0,1.0,0.5,0.4,1.0,0.6111111111111112,0.2692307692307692,0.012345679012345678,,,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,38988.0,650,143,1318,1316,430.0,366.0,124,2634,49.0,84,4.0,8.0,15.0,29.0,10.0,31.0,9.0,36.0,23.0,3.0,68,151,117.0,84.0,346,1264,5.0,13.0,2.0,21.0,21.0,49.0,38.0,36.0,108.0,72.0,64.0,4.0,14.0,89.0,38.0,127.0,15.0,23.0,65.0,13.0,11.0,292.0,4.0,5.0,2.0,32.0,53,4.0,89,11,100,,43.0,19.0,24.0,43.0,7.0,27.0,20.0,4.0,16.0,5.0,63.0,3.0,14.0,22.0,55.0,2.0,2.0,,86,,3.0,9.0,3.0,102.0,9.0,43.0,9.0,5.0,4.0,1.0,5.0,4.0,,107.0,427.0,3.0,8.0,0.5294117647058824,0.5454545454545454,0.4503311258278146,0.38461538461538464,0.42857142857142855,0.48880597014925375,0.3958333333333333,0.41379310344827586,0.5511182108626198,0.42,0.49537037037037035,0.43656716417910446,0.09271523178807947,0.13095238095238096,0.0967741935483871,,25.877494838265658,0.6825396825396826,0.10256410256410256,0.08,0.11397849462365592,0.013927576601671309,0.19393939393939394,0.020512820512820513,0.1349206349206349,0.016245487364620937,0.0064516129032258064,0.03225806451612903,0.009009009009009009,0.023809523809523808,0.014492753623188406,0.05,0.11842105263157894,0.17647058823529413,0.2222222222222222,0.125,,0.8,0.31343283582089554,0.5833333333333334,0.6712328767123288,0.4489795918367347,0.11567164179104478,0.3225806451612903,0.35714285714285715,0.8,0.13432835820895522,0.25,0.25,0.6666666666666666,0.08582089552238806,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5172413793103449,0.034482758620689655,0.75,0.5311114232209738,0.520894117647059,0.5153843023255814,0.14802631578947367,0.23243243243243245,0.06069364161849711,0.31213872832369943,7.203311258278145,25.011111111111106,0.3262518968133536,11.0,1.0,3.0,31.0,94.0,2.0,8.0,35.0,42.0,3.0,11.0,102.0,24.0,1.0,93.0,31.0,,1.0,5.0,2.0,,0.8095238095238095,0.358974358974359,0.2727272727272727,0.3620689655172414,,,0.4782608695652174,0.4782608695652174,1.0,0.35074626865671643,0.32978723404255317,0.32978723404255317,0.7419354838709677,0.125,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.40229885057471265,0.3333333333333333,0.01680672268907563,3.0,7.0,10.0,1.0,0.2631578947368421,1.0,0.2,,,,,,,,,True
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,119822.0,1997,378,3911,3921,736.0,674.0,356,7832,274.0,430,42.0,83.0,54.0,79.0,41.0,126.0,,5.0,,,315,561,2.0,208.0,838,3874,49.0,96.0,28.0,126.0,64.0,111.0,1.0,39.0,167.0,474.0,156.0,52.0,80.0,99.0,31.0,130.0,22.0,9.0,71.0,11.0,17.0,291.0,39.0,104.0,1.0,80.0,260,31.0,371,144,515,10.0,63.0,45.0,18.0,52.0,13.0,34.0,48.0,5.0,18.0,8.0,100.0,11.0,23.0,86.0,161.0,8.0,22.0,9.0,248,8.0,22.0,15.0,4.0,285.0,26.0,138.0,18.0,63.0,38.0,25.0,64.0,42.0,1.0,167.0,731.0,9.0,12.0,0.7523809523809524,0.8200692041522492,0.5614973262032086,0.5104166666666666,0.5765765765765766,0.5595026642984015,0.5051546391752577,0.5714285714285714,0.6046176046176046,0.5478260869565217,0.6007194244604317,0.003552397868561279,0.14260249554367202,0.13023255813953488,0.19047619047619047,,18.407613741875583,0.52,0.34444444444444444,0.014492753623188406,0.17298735861610112,0.08798646362098139,0.17937219730941703,0.07768924302788845,0.17444843509492047,0.08491686460807601,0.08924485125858124,0.0958904109589041,0.07894736842105263,0.08024691358024691,0.07303370786516854,0.15767634854771784,0.1950207468879668,0.16697588126159554,0.16828478964401294,0.20437956204379562,0.062111801242236024,0.65625,0.7637655417406749,0.6372093023255814,0.732620320855615,0.8065693430656934,0.22380106571936056,0.3253968253968254,0.4019607843137255,0.3902439024390244,0.008880994671403197,,,,,0.8556701030927835,0.5060240963855421,0.30952380952380953,0.7053571428571429,0.6835443037974683,,0.7673179396092362,0.5661682384341638,0.5403402597402597,0.5439834821428572,0.20444444444444446,0.2050520059435364,0.15035799522673032,0.19928400954653938,2.8841354723707675,48.8,0.18818716440807978,,,,,2.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,7.0,,,,,,,,,,,,0.003552397868561279,,,,,,,0.010309278350515464,,,0.008928571428571428,,,,,,,,,,1.0,1.0,1.0,,,,,,True
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,16268.0,271,50,549,536,122.0,112.0,54,1085,14.0,22,1.0,1.0,4.0,5.0,1.0,2.0,9.0,20.0,24.0,2.0,24,44,50.0,3.0,108,547,2.0,4.0,,7.0,7.0,8.0,9.0,3.0,29.0,28.0,20.0,,3.0,14.0,9.0,23.0,6.0,3.0,5.0,3.0,6.0,55.0,1.0,4.0,,5.0,11,,16,5,21,,11.0,8.0,3.0,13.0,4.0,9.0,6.0,,4.0,,19.0,1.0,7.0,10.0,27.0,1.0,,1.0,16,1.0,,8.0,,4.0,,,2.0,2.0,1.0,,2.0,,,29.0,122.0,5.0,2.0,0.5833333333333334,0.5833333333333334,0.5454545454545454,0.5,0.875,0.5585106382978723,0.5,0.7647058823529411,0.5625,0.5,0.7631578947368421,0.5319148936170213,0.06818181818181818,0.13636363636363635,,,19.00826446280992,0.6842105263157895,,,0.05392156862745098,0.029850746268656716,0.07352941176470588,0.010526315789473684,0.058823529411764705,0.021834061135371178,0.017241379310344827,,0.0625,0.014705882352941176,,0.1016949152542373,0.015873015873015872,0.04878048780487805,0.0784313725490196,0.058823529411764705,,,0.23404255319148937,0.6363636363636364,0.7368421052631579,0.5714285714285714,0.02127659574468085,0.5,0.5,,0.2127659574468085,0.45,0.45,0.6666666666666666,0.2553191489361702,0.14285714285714285,1.0,1.0,0.29411764705882354,0.8,0.11764705882352941,0.7659574468085106,0.5461047872340427,0.42922000000000005,0.5402205882352941,,,0.06481481481481481,0.26851851851851855,9.94090909090909,24.329999999999995,0.2222222222222222,10.0,1.0,1.0,9.0,26.0,,2.0,7.0,19.0,1.0,3.0,51.0,6.0,,26.0,9.0,,,3.0,,1.0,0.8947368421052632,0.38,0.3333333333333333,0.38,,,0.4166666666666667,0.4166666666666667,0.9,0.2765957446808511,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.14285714285714285,1.0,,0.2857142857142857,,,0.4117647058823529,0.34615384615384615,,1.0,3.0,4.0,,0.4444444444444444,0.5,0.42857142857142855,,,,,,,,,True
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,37604.0,627,67,1225,1248,270.0,252.0,117,2473,6.0,11,1.0,1.0,1.0,3.0,24.0,46.0,45.0,102.0,18.0,4.0,75,159,100.0,26.0,293,1275,7.0,12.0,2.0,22.0,10.0,35.0,23.0,8.0,49.0,72.0,78.0,,5.0,39.0,20.0,59.0,13.0,7.0,21.0,5.0,13.0,138.0,1.0,3.0,,8.0,46,3.0,57,4,61,1.0,15.0,9.0,6.0,14.0,4.0,9.0,24.0,5.0,5.0,5.0,38.0,1.0,4.0,24.0,46.0,3.0,2.0,2.0,24,2.0,,,3.0,29.0,1.0,11.0,2.0,1.0,,1.0,1.0,,,49.0,270.0,3.0,1.0,0.48,0.48,0.4716981132075472,0.5833333333333334,0.2857142857142857,0.5154440154440154,0.5882352941176471,0.35344827586206895,0.533210332103321,0.6111111111111112,0.3870967741935484,0.3861003861003861,0.031446540880503145,0.36363636363636365,0.021739130434782608,,22.855029585798817,0.3684210526315789,0.10344827586206896,,0.09766454352441614,0.008695652173913044,0.056338028169014086,0.005376344086021506,0.08809135399673736,0.007532956685499058,0.008849557522123894,,0.016260162601626018,0.007194244604316547,,0.07692307692307693,0.06369426751592357,0.14619883040935672,0.06315789473684211,0.0425531914893617,0.0072992700729927005,,0.04247104247104247,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.1776061776061776,0.5217391304347826,0.5333333333333333,0.375,0.3938223938223938,0.4411764705882353,0.4411764705882353,0.5111111111111111,0.0694980694980695,0.058823529411764705,1.0,1.0,0.05172413793103448,0.3333333333333333,0.06896551724137931,0.42857142857142855,0.4678110038610037,0.48139545454545457,0.43235775862068965,0.040892193308550186,0.0650887573964497,0.07508532423208192,0.16723549488054607,14.683018867924519,25.098999999999997,0.22040816326530613,9.0,,,30.0,82.0,2.0,5.0,19.0,39.0,2.0,5.0,87.0,30.0,,82.0,30.0,,3.0,3.0,,,0.7435897435897436,0.39,0.4,0.39,,,0.5,0.5,0.8888888888888888,0.3166023166023166,0.36585365853658536,0.36585365853658536,0.7,,,,0.29411764705882354,0.4,1.0,0.3275862068965517,0.36585365853658536,,3.0,4.0,7.0,4.0,0.30434782608695654,0.75,0.21052631578947367,,,,,,,,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,65104.0,1085,253,2107,2118,344.0,368.0,177,4225,108.0,165,4.0,5.0,22.0,33.0,67.0,134.0,66.0,153.0,25.0,6.0,241,452,36.0,131.0,646,2101,11.0,19.0,8.0,30.0,39.0,68.0,8.0,43.0,130.0,114.0,368.0,4.0,21.0,190.0,85.0,275.0,50.0,35.0,118.0,21.0,51.0,635.0,,8.0,,25.0,64,1.0,90,8,98,7.0,25.0,16.0,9.0,53.0,11.0,27.0,29.0,4.0,26.0,8.0,82.0,5.0,19.0,14.0,36.0,4.0,,1.0,129,2.0,1.0,6.0,6.0,149.0,12.0,62.0,17.0,1.0,1.0,,1.0,,,127.0,339.0,2.0,14.0,0.23651452282157676,0.2384937238493724,0.5331858407079646,0.5789473684210527,0.5735294117647058,0.5276639344262295,0.55,0.5723684210526315,0.5801801801801801,0.625,0.6565656565656566,0.07377049180327869,0.046460176991150445,0.09090909090909091,0.03731343283582089,0.006535947712418301,27.683615819209038,0.6463414634146342,0.02040816326530612,,0.08020050125313283,0.0121580547112462,0.1037344398340249,,0.08565928777670838,0.00904977375565611,0.0044444444444444444,0.018867924528301886,0.013574660633484163,,,0.08235294117647059,0.09454545454545454,0.06343283582089553,0.11728395061728394,0.0759493670886076,0.0330188679245283,,0.33811475409836067,0.6545454545454545,0.72,0.2777777777777778,0.27459016393442626,0.5,0.5193798449612403,0.19402985074626866,0.3135245901639344,0.43137254901960786,0.4342105263157895,0.21212121212121213,0.05122950819672131,0.25,0.8,0.25,0.4342105263157895,0.6666666666666666,0.07894736842105263,0.41188524590163933,0.49139002057613174,0.45128235294117647,0.4994355263157894,0.11524163568773234,0.12350597609561753,0.04643962848297214,0.20123839009287925,9.07146017699115,24.677777777777777,0.16326530612244897,11.0,,1.0,,11.0,,,2.0,11.0,,1.0,30.0,3.0,,11.0,,,1.0,1.0,,,0.9090909090909091,0.3055555555555556,,0.3055555555555556,,,0.44,0.44,0.9090909090909091,0.022540983606557378,,,,0.05,,,,,,0.02631578947368421,,,3.0,,3.0,3.0,0.375,0.5,,,,,,,,,,True
201980,1610612759,Danny Green,Danny Green,201980,SAS,76705.0,1278,238,2483,2487,327.0,292.0,214,4970,44.0,84,5.0,8.0,2.0,5.0,8.0,26.0,20.0,45.0,89.0,17.0,72,155,237.0,33.0,501,2460,8.0,16.0,,37.0,2.0,8.0,36.0,5.0,57.0,100.0,44.0,6.0,14.0,64.0,14.0,78.0,7.0,7.0,32.0,13.0,19.0,170.0,8.0,15.0,,39.0,91,3.0,133,23,156,5.0,53.0,26.0,27.0,35.0,4.0,24.0,15.0,3.0,11.0,2.0,50.0,2.0,6.0,38.0,64.0,,2.0,2.0,42,3.0,1.0,7.0,2.0,41.0,4.0,16.0,4.0,30.0,22.0,4.0,34.0,18.0,,57.0,325.0,2.0,2.0,0.6944444444444444,0.7246376811594203,0.4645161290322581,0.5,0.25,0.5969387755102041,0.578125,0.5909090909090909,0.6112469437652812,0.578125,0.6063829787234043,0.6045918367346939,0.09032258064516129,0.15476190476190477,0.038461538461538464,,16.813509544787077,0.7,0.058823529411764705,,0.0922920892494929,0.018891687657430732,0.13732394366197184,0.026143790849673203,0.10236220472440945,0.02090909090909091,0.034129692832764506,0.012145748987854251,0.007874015748031496,0.0213903743315508,0.03361344537815126,0.07961783439490445,0.1,0.09668508287292818,0.1326530612244898,0.14772727272727273,0.026041666666666668,0.5294117647058824,0.21428571428571427,0.5238095238095238,0.6197183098591549,0.7727272727272727,0.0663265306122449,0.3076923076923077,0.32,0.75,0.11479591836734694,0.4444444444444444,0.4444444444444444,0.5,0.22704081632653061,0.25,0.625,0.4,0.11363636363636363,0.4,0.38636363636363635,0.8188775510204082,0.5529861892583121,0.5208185185185186,0.542693023255814,0.044444444444444446,0.09580838323353294,0.07385229540918163,0.11377245508982035,7.589677419354842,24.68059071729958,0.13169552960128877,41.0,3.0,5.0,67.0,148.0,4.0,11.0,19.0,108.0,7.0,16.0,306.0,18.0,1.0,147.0,67.0,3.0,2.0,5.0,2.0,4.0,0.9444444444444444,0.45569620253164556,0.4375,0.4576271186440678,0.012658227848101266,0.006756756756756757,0.4606741573033708,0.47126436781609193,0.9512195121951219,0.37755102040816324,0.4527027027027027,0.4557823129251701,0.9402985074626866,0.15625,0.6,0.6666666666666666,0.34375,0.36363636363636365,1.0,0.4318181818181818,0.4557823129251701,0.008403361344537815,9.0,7.0,16.0,1.0,0.4444444444444444,0.5294117647058824,0.3684210526315789,4.0,3.0,1.0,1.0,1.0,4.0,0.02247191011235955,,True
201986,1610612759,Nando De Colo,Nando De Colo,201986,SAS,25828.0,430,32,855,857,196.0,183.0,86,1712,19.0,30,1.0,2.0,2.0,4.0,7.0,20.0,6.0,21.0,15.0,3.0,32,71,33.0,11.0,105,837,2.0,6.0,,7.0,4.0,15.0,10.0,7.0,27.0,36.0,28.0,4.0,8.0,41.0,25.0,66.0,13.0,12.0,29.0,4.0,8.0,157.0,3.0,4.0,,10.0,47,1.0,58,7,65,1.0,21.0,10.0,11.0,26.0,4.0,20.0,7.0,2.0,6.0,,33.0,,7.0,13.0,38.0,1.0,,,20,1.0,1.0,3.0,,13.0,1.0,4.0,3.0,4.0,4.0,,4.0,1.0,,27.0,195.0,5.0,3.0,0.5625,0.6,0.4507042253521127,0.3333333333333333,0.26666666666666666,0.4519230769230769,0.5,0.4,0.4772727272727273,0.5,0.46551724137931033,0.3173076923076923,0.11267605633802817,0.16666666666666666,0.15,,15.068493150684931,0.7878787878787878,0.05,,0.1378299120234604,0.01694915254237288,0.10526315789473684,0.02158273381294964,0.13073394495412843,0.018666666666666668,0.02197802197802198,0.023255813953488372,,0.03333333333333333,,0.08403361344537816,0.09259259259259259,0.23684210526315788,0.08695652173913043,0.15384615384615385,0.0196078431372549,0.25,0.28846153846153844,0.6333333333333333,0.76,0.5789473684210527,0.19230769230769232,0.35,0.4117647058823529,0.42857142857142855,0.20192307692307693,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.14423076923076922,0.2857142857142857,0.5,,0.16,0.5,0.12,0.6057692307692307,0.5311927884615387,0.5035999999999999,0.46912,0.037383177570093455,0.05405405405405406,0.06666666666666667,0.2571428571428571,8.36056338028169,24.35151515151515,0.22923976608187135,3.0,,,7.0,18.0,1.0,1.0,7.0,10.0,1.0,1.0,24.0,6.0,,18.0,7.0,1.0,,2.0,,,0.8,0.30303030303030304,1.0,0.30303030303030304,0.030303030303030304,0.05555555555555555,0.2,0.2,0.6666666666666666,0.17307692307692307,0.3888888888888889,0.4117647058823529,0.8571428571428571,,,,0.14285714285714285,1.0,1.0,0.28,0.3888888888888889,,2.0,2.0,4.0,,0.4,0.6666666666666666,0.2857142857142857,,,1.0,,,,,,True
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,63674.0,1061,246,2045,2057,304.0,290.0,178,4102,69.0,106,12.0,20.0,9.0,14.0,21.0,57.0,30.0,57.0,63.0,11.0,120,220,93.0,63.0,405,1972,15.0,27.0,6.0,42.0,16.0,29.0,14.0,17.0,67.0,126.0,114.0,12.0,18.0,34.0,13.0,47.0,4.0,9.0,20.0,7.0,7.0,107.0,9.0,23.0,1.0,33.0,114,10.0,157,33,190,4.0,52.0,28.0,24.0,11.0,2.0,6.0,17.0,4.0,5.0,4.0,28.0,3.0,5.0,31.0,55.0,3.0,2.0,1.0,51,,2.0,2.0,2.0,75.0,3.0,29.0,8.0,22.0,11.0,10.0,24.0,20.0,,64.0,300.0,4.0,5.0,0.525,0.5526315789473685,0.5454545454545454,0.5555555555555556,0.5517241379310345,0.5463258785942492,0.5454545454545454,0.5813953488372093,0.579250720461095,0.5694444444444444,0.6442307692307693,0.2971246006389776,0.08181818181818182,0.09433962264150944,0.10526315789473684,0.03508771929824561,16.70378619153675,0.39285714285714285,0.20408163265306123,0.030303030303030304,0.1393643031784841,0.0343796711509716,0.14537444933920704,0.04477611940298507,0.14066985645933014,0.0367816091954023,0.046610169491525424,0.023474178403755867,0.031818181818181815,0.05454545454545454,0.03296703296703297,0.10714285714285714,0.10408921933085502,0.19865319865319866,0.1509433962264151,0.1323529411764706,0.028985507246376812,0.8333333333333334,0.33865814696485624,0.6509433962264151,0.71875,0.5362318840579711,0.18210862619808307,0.3684210526315789,0.4117647058823529,0.6190476190476191,0.18210862619808307,0.5263157894736842,0.5454545454545454,0.43333333333333335,0.2012779552715655,0.6060606060606061,0.6,0.25,0.32558139534883723,0.6428571428571429,0.2558139534883721,0.6357827476038339,0.5454758785942493,0.5431851851851852,0.5450046511627907,0.0855457227138643,0.11788617886178862,0.1037037037037037,0.1654320987654321,7.681818181818181,23.809677419354834,0.14865525672371638,26.0,2.0,6.0,8.0,30.0,,,3.0,34.0,2.0,6.0,102.0,,,30.0,8.0,,1.0,1.0,,1.0,1.0,0.3655913978494624,0.3333333333333333,0.3655913978494624,,,0.4126984126984127,0.4126984126984127,1.0,0.09584664536741214,0.26666666666666666,0.26666666666666666,1.0,0.18181818181818182,0.3333333333333333,1.0,,,,0.06976744186046512,0.26666666666666666,,5.0,1.0,6.0,4.0,0.42857142857142855,0.45454545454545453,0.3333333333333333,2.0,1.0,,,1.0,,,1.0,True
