EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted3s,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyArc3FGA,PenaltyFG3A,Fg2aBlocked,ThreePtAssists,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls,FG2APctBlocked,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,PenaltyArc3Frequency,ShortMidRangeFGM,SecondChanceFtPoints,PenaltyFtPoints,SelfOReb,LostBallTurnovers,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Loose Ball Fouls,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceArc3Frequency,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockedLongMidRange,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Arc3Assists,BlockingFouls,Charge Fouls,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,Arc3PctBlocked,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,HeaveMakes,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,1250.0,21.0,-15.0,43.0,44.0,8.0,10.0,5.0,87.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,11.0,54.0,2.0,2.0,4.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,0.6,1.0,0.8333333333333334,1.0,0.625,1.0,0.6111111111111112,1.0,0.25,0.5,1.0,18.75,0.1,0.11764705882352941,0.25,0.125,0.08333333333333333,0.25,0.2,0.125,0.3333333333333333,0.375,1.0,1.0,0.3333333333333333,0.375,0.6666666666666666,0.6666666666666666,1.0,0.125,0.125,1.0,1.0,0.625,0.55168125,0.5863,0.1111111111111111,0.14285714285714285,0.36363636363636365,10.016666666666666,24.75,0.18604651162790697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101145,1610612749,Monta Ellis,Monta Ellis,101145,MIL,1785.0,30.0,-17.0,60.0,60.0,13.0,27.0,5.0,120.0,1.0,4.0,,1.0,3.0,6.0,1.0,,4.0,11.0,1.0,3.0,14.0,72.0,,1.0,,2.0,6.0,,,,4.0,4.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,,4.0,4.0,2.0,,,,,13.0,0.25,0.25,0.36363636363636365,,0.4583333333333333,,0.5,,0.08333333333333333,,,27.69230769230769,0.041666666666666664,0.10526315789473684,0.14285714285714285,0.06451612903225806,0.07142857142857142,0.125,0.1111111111111111,,0.25,0.3333333333333333,0.25,0.25,,0.5,0.5,0.5,0.3333333333333333,0.08333333333333333,,1.0,,0.4166666666666667,0.5311583333333333,0.6149,0.14285714285714285,0.15384615384615385,,10.99090909090909,22.2,0.21666666666666667,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.08333333333333333,1.0,1.0,1.0,0.5,1.0,0.59385,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,1960.0,33.0,-29.0,65.0,67.0,12.0,29.0,6.0,132.0,,2.0,,,5.0,8.0,,4.0,5.0,12.0,4.0,1.0,11.0,88.0,,,,6.0,4.0,,4.0,,4.0,7.0,,17.0,,,1.0,1.0,,1.0,,,2.0,2.0,1.0,,,,,12.0,0.6,0.6,0.4166666666666667,,0.3125,,0.3235294117647059,,0.25,,,26.760563380281692,0.043478260869565216,,,0.034482758620689655,,,,,,0.125,,,,0.5,0.625,0.625,0.6,,0.25,,,0.375,0.48972187500000003,,0.058823529411764705,0.07692307692307693,,12.983333333333336,25.8,0.18461538461538463,,,2.0,,,1.0,5.0,2.0,,,4.0,,,,2.0,,2.0,,,1.0,,2.0,,,,0.2,0.16666666666666666,0.16666666666666666,,,0.125,,,,,,0.44913333333333333,0.18181818181818182,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.08333333333333333,0.5,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202699,1610612749,Tobias Harris,Tobias Harris,202699,MIL,1856.0,31.0,-16.0,61.0,61.0,17.0,25.0,9.0,122.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,,5.0,11.0,1.0,5.0,15.0,74.0,1.0,2.0,3.0,8.0,2.0,2.0,,,,,,,2.0,,4.0,4.0,2.0,6.0,,,3.0,6.0,2.0,1.0,1.0,,1.0,17.0,0.8,1.0,0.45454545454545453,0.5,0.4166666666666667,0.5,0.5,0.5,0.08333333333333333,,,22.972972972972972,0.18181818181818182,0.08,,0.14814814814814814,0.058823529411764705,,0.14285714285714285,0.125,,0.4166666666666667,0.4,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,,0.5,1.0,0.5,0.4717541666666667,0.44025000000000003,0.14285714285714285,0.15384615384615385,0.2,6.490909090909091,24.7,0.2786885245901639,,2.0,5.0,,,,3.0,4.0,,,,,1.0,,1.0,,2.0,,1.0,2.0,,4.0,,,,,,0.4,0.5,0.2,0.4166666666666667,,,,0.6666666666666666,,0.43026666666666663,0.26666666666666666,,,1.0,,,,1.0,0.09090909090909091,,0.2857142857142857,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.2,0.16666666666666666,1.0,0.4,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1610612749,Joel Przybilla,Joel Przybilla,2038,MIL,4085.0,68.0,-46.0,135.0,136.0,37.0,63.0,16.0,271.0,1.0,4.0,1.0,2.0,,,,,1.0,4.0,,,2.0,171.0,1.0,2.0,2.0,,2.0,2.0,,,4.0,4.0,1.0,8.0,2.0,4.0,8.0,16.0,5.0,21.0,1.0,1.0,1.0,,,2.0,,2.0,2.0,37.0,,,0.25,0.5,0.25,0.5,0.25,0.5,,,,5.063291139240506,0.16666666666666666,0.038461538461538464,0.36363636363636365,0.2033898305084746,0.05555555555555555,0.125,0.16666666666666666,0.16666666666666666,0.2857142857142857,1.0,0.25,0.3333333333333333,,,,,,,,1.0,0.5,1.0,0.6819,0.6421,,,1.0,0.7749999999999999,,0.2740740740740741,1.0,2.0,,,,1.0,2.0,2.0,,1.0,2.0,,3.0,2.0,1.0,,4.0,,5.0,10.0,1.0,2.0,,,,0.5,0.5,0.5,0.75,,,,,,1.0,0.5,0.69775,1.0,,,1.0,,,,1.0,0.25,,0.16666666666666666,,,,,,1.0,,1.0,,0.25,,0.5,,,,2.0,1.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.14285714285714285,0.1,0.1,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,1610612749,Mike Dunleavy,Mike Dunleavy,2399,MIL,718.0,12.0,-4.0,26.0,25.0,8.0,18.0,1.0,51.0,,,,,,,4.0,2.0,1.0,1.0,6.0,,8.0,32.0,,,,2.0,,,2.0,,,,,,,,2.0,2.0,,2.0,,,,,,1.0,,1.0,1.0,8.0,1.0,1.0,1.0,,0.5714285714285714,,0.5714285714285714,,0.8571428571428571,,,25.925925925925924,0.2222222222222222,,,0.2,,,,0.3333333333333333,,,,,,,,,,0.5714285714285714,0.2857142857142857,,,0.8571428571428571,0.53755,0.5814,,,,10.9,24.3,0.3076923076923077,,,1.0,1.0,2.0,,,3.0,3.0,,,,,,,,,,1.0,1.0,,3.0,0.5,0.3333333333333333,0.3333333333333333,,0.75,0.75,,,0.14285714285714285,0.25,0.25,1.0,,,0.573825,0.375,1.0,2.0,,,,,,,,,0.5,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612749,Beno Udrih,Beno Udrih,2757,MIL,959.0,16.0,-20.0,33.0,36.0,3.0,10.0,5.0,69.0,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,44.0,,,,,2.0,,1.0,,3.0,3.0,2.0,6.0,,,,,,,2.0,2.0,,,,,,,,3.0,,,0.5,,0.625,,0.625,,0.5,,,12.195121951219512,,,,,,,,,,,,,,0.25,,,,0.25,0.25,,,0.5,0.5095625,0.549,,,,13.85,24.4,0.09090909090909091,,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,0.5,0.5,,,,1.0,,0.25,1.0,1.0,1.0,,,0.549,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,361.0,6.0,-5.0,10.0,10.0,8.0,10.0,1.0,20.0,,,,,,,1.0,,,,1.0,2.0,2.0,12.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,4.0,2.0,,,,,8.0,,,,,,,0.3333333333333333,,1.0,,,27.272727272727273,0.2,,,0.16666666666666666,,,0.25,,,,,,,,,,,1.0,,,,1.0,0.6057,,0.6666666666666666,1.0,,,23.8,0.8,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,0.25,,,,,,,,,0.6057,0.5,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612749,Marquis Daniels,Marquis Daniels,2605,MIL,1953.0,33.0,-18.0,61.0,62.0,26.0,38.0,8.0,123.0,6.0,6.0,1.0,1.0,1.0,2.0,3.0,2.0,9.0,11.0,5.0,,18.0,76.0,1.0,2.0,2.0,6.0,12.0,2.0,2.0,,2.0,3.0,,7.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,,,,,,,26.0,0.3333333333333333,0.375,0.8181818181818182,0.5,0.5625,0.5,0.5625,0.5,0.3125,,,22.666666666666668,,0.04,,,0.02857142857142857,0.125,,,,0.375,1.0,1.0,0.3333333333333333,0.125,0.5,0.5,,0.1875,0.125,0.5,1.0,0.6875,0.5413433333333334,0.50755,,,0.1111111111111111,5.9818181818181815,23.919999999999998,0.4262295081967213,5.0,5.0,3.0,,,7.0,8.0,14.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,14.0,,,,0.875,0.7777777777777778,0.7777777777777778,1.0,,0.1875,,,,0.5555555555555556,1.0,0.5759125,0.7777777777777778,1.0,1.0,,1.0,1.0,,,,,,0.1111111111111111,2.0,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203117,1610612749,Doron Lamb,Doron Lamb,203117,MIL,2065.0,34.0,-24.0,67.0,66.0,26.0,36.0,10.0,133.0,2.0,3.0,,1.0,3.0,9.0,,1.0,7.0,17.0,1.0,3.0,17.0,86.0,,2.0,,8.0,6.0,,1.0,,4.0,4.0,2.0,8.0,,1.0,2.0,3.0,,3.0,,,4.0,5.0,3.0,,,,,26.0,0.5714285714285714,0.5714285714285714,0.4117647058823529,,0.3888888888888889,,0.425,,0.05555555555555555,,,26.506024096385545,0.08695652173913043,,0.25,0.1111111111111111,,,0.07692307692307693,0.16666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.375,0.3333333333333333,,0.05555555555555555,0.5,,0.2222222222222222,0.45588055555555557,0.699,0.15,0.15789473684210525,,11.658823529411764,26.2,0.3880597014925373,2.0,3.0,5.0,,,3.0,7.0,8.0,,2.0,,,1.0,1.0,1.0,,2.0,,1.0,4.0,,8.0,,,,0.42857142857142855,0.42857142857142855,0.5,0.5,,0.2777777777777778,,,,0.42857142857142855,0.6666666666666666,0.5242428571428571,0.47058823529411764,,,1.0,,,,1.0,0.058823529411764705,,,,2.0,,2.0,,,,,,,,,0.4,0.4,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
