EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,HeaveAttempts,SecondChanceTurnovers,Charge Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,Corner3PctBlocked,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,on,BlockedCorner3,Clear Path Fouls
101124,1610612740,Hakim Warrick,Hakim Warrick,101124,NOH,434.0,7.0,-5.0,14,14,1.0,28,1.0,1.0,1.0,1.0,2.0,2.0,4.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,20.0,0.5,1.0,1.0,1.0,0.5,0.3805,0.3333333333333333,0.3333333333333333,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,27827.0,464.0,-54.0,848,845,100.0,1693,9.0,24.0,112.0,86.0,182.0,43.0,215.0,907.0,138.0,7.0,1.0,62.0,51.0,23.0,0.8023255813953488,0.9078947368421053,0.4725274725274725,0.4648648648648649,0.5120192307692307,25.130344108446298,0.12972972972972974,0.375,0.4090909090909091,0.2222222222222222,0.6054054054054054,0.4450913513513513,0.11219512195121951,0.11386138613861387,12.610989010989012,174.0,267.0,26.0,46.0,12.0,20.0,9.0,15.0,51.0,1.0,2.0,2.0,3.0,15.0,31.0,5.0,35.0,18.0,43.0,2.0,10.0,46.0,34.0,20.0,2.0,13.0,17.0,4.0,21.0,4.0,4.0,7.0,6.0,46.0,7.0,22.0,2.0,17.0,41.0,11.0,69.0,31.0,100.0,2.0,6.0,14.0,3.0,7.0,19.0,4.0,7.0,2.0,33.0,8.0,28.0,5.0,60.0,5.0,9.0,2.0,5.0,7.0,2.0,3.0,2.0,3.0,29.0,19.0,10.0,29.0,14.0,3.0,1.0,1.0,46.0,174.0,5.0,2.0,0.4838709677419355,0.4186046511627907,0.4838709677419355,0.4,0.5147058823529411,0.45,0.016216216216216217,0.07142857142857142,0.1956521739130435,0.08333333333333333,0.017857142857142856,0.42424242424242425,0.3793103448275862,0.07692307692307693,0.1576923076923077,0.0694006309148265,0.13934426229508196,0.07,0.1518324607329843,0.06954436450839328,0.07954545454545454,0.08433734939759036,0.0547945205479452,0.06172839506172839,0.10526315789473684,0.16,0.1511627906976744,0.16216216216216217,0.17204301075268819,0.034482758620689655,0.023255813953488372,0.4827586206896552,0.24864864864864866,0.5652173913043478,0.7027027027027027,0.6153846153846154,0.45535714285714285,0.4636363636363636,1.0,0.005405405405405406,0.010810810810810811,0.6451612903225806,0.6,0.16666666666666666,0.3333333333333333,0.6,0.044444444444444446,0.2648648648648649,0.4857074074074075,0.46735777777777776,0.16279069767441862,0.21395348837209302,24.0,0.20518867924528303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202333,1610612740,Xavier Henry,Xavier Henry,202333,NOH,19980.0,333.0,-61.0,621,611,95.0,1232,2.0,10.0,30.0,30.0,83.0,42.0,111.0,647.0,30.0,11.0,3.0,48.0,65.0,29.0,0.5,0.5555555555555556,0.3614457831325301,0.3791208791208791,0.45867768595041325,18.930041152263374,0.10989010989010989,0.2,0.25,0.5,0.32967032967032966,0.506968888888889,0.25217391304347825,0.27102803738317754,8.550602409638556,189.0,176.0,21.0,43.0,4.0,9.0,7.0,19.0,7.0,6.0,2.0,1.0,8.0,4.0,12.0,11.0,22.0,12.0,29.0,2.0,16.0,40.0,30.0,6.0,1.0,11.0,3.0,,3.0,,1.0,,2.0,6.0,2.0,11.0,,9.0,26.0,2.0,37.0,13.0,50.0,3.0,8.0,11.0,2.0,4.0,6.0,1.0,7.0,1.0,17.0,7.0,7.0,1.0,33.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,,6.0,2.0,2.0,,2.0,2.0,1.0,,,40.0,189.0,3.0,6.0,0.3333333333333333,0.41379310344827586,0.4230769230769231,0.3870967741935484,0.6111111111111112,0.4444444444444444,0.08791208791208792,0.13253012048192772,0.20930232558139536,0.2,,0.6470588235294118,0.08333333333333333,,0.15294117647058825,0.046218487394957986,0.10975609756097561,0.024390243902439025,0.1388888888888889,0.040625,0.12,0.03076923076923077,,0.03125,,0.1864406779661017,0.17857142857142858,0.09090909090909091,0.125,0.05555555555555555,0.06818181818181818,1.0,0.4725274725274725,0.4883720930232558,0.6176470588235294,0.42857142857142855,0.23333333333333334,0.23333333333333334,0.7142857142857143,0.06593406593406594,0.02197802197802198,0.6923076923076923,0.4444444444444444,,0.6129032258064516,0.3684210526315789,0.03225806451612903,0.5604395604395604,0.5384576923076924,0.5199766666666668,0.1981981981981982,0.36036036036036034,27.6125,0.30434782608695654,3.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,0.375,1.0,0.42857142857142855,0.5,0.5,1.0,0.07692307692307693,1.0,1.0,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203148,1610612740,Brian Roberts,Brian Roberts,203148,NOH,79421.0,1324.0,-170.0,2412,2401,348.0,4813,49.0,103.0,172.0,154.0,358.0,70.0,555.0,2663.0,92.0,37.0,11.0,111.0,77.0,28.0,0.2987012987012987,0.2987012987012987,0.4301675977653631,0.474559686888454,0.5073529411764706,21.901709401709404,0.20156555772994128,0.47572815533980584,0.5444444444444444,0.1836734693877551,0.33659491193737767,0.44725760869565206,0.056074766355140186,0.07349081364829396,12.003910614525136,582.0,760.0,38.0,83.0,2.0,5.0,7.0,19.0,67.0,18.0,135.0,40.0,153.0,8.0,24.0,2.0,39.0,34.0,81.0,46.0,34.0,156.0,216.0,,132.0,30.0,145.0,74.0,219.0,59.0,66.0,17.0,62.0,512.0,2.0,14.0,1.0,36.0,43.0,1.0,80.0,17.0,97.0,5.0,26.0,50.0,4.0,27.0,21.0,5.0,23.0,6.0,71.0,17.0,54.0,5.0,108.0,7.0,4.0,3.0,,7.0,4.0,5.0,4.0,9.0,3.0,2.0,1.0,3.0,1.0,,,,154.0,581.0,12.0,8.0,0.3333333333333333,0.41975308641975306,0.4868421052631579,0.48031496062992124,0.5,0.5416666666666666,0.299412915851272,0.08379888268156424,0.18072289156626506,0.1262135922330097,0.011627906976744186,0.704225352112676,0.013513513513513514,0.0125,0.059722222222222225,0.015730337078651686,0.10682492581602374,0.006153846153846154,0.07473982970671712,0.01316872427983539,0.013559322033898305,0.011627906976744186,0.020771513353115726,0.0038022813688212928,0.016129032258064516,0.040892193308550186,0.06334841628959276,0.0782608695652174,0.10040160642570281,0.125,0.02,0.3333333333333333,0.162426614481409,0.4578313253012048,0.5588235294117647,0.3684210526315789,0.38953488372093026,0.3941176470588235,0.34328358208955223,0.03522504892367906,0.26418786692759294,0.13157894736842105,0.4,0.5,0.14960629921259844,0.3684210526315789,0.31496062992125984,0.461839530332681,0.4564838235294118,0.41688145161290335,0.07027027027027027,0.2810810810810811,26.398692810457526,0.24129353233830847,6.0,1.0,1.0,6.0,59.0,7.0,14.0,90.0,3.0,4.0,2.0,0.5084745762711864,0.38562091503267976,0.5,0.3933333333333333,0.3333333333333333,0.3333333333333333,1.0,0.02631578947368421,1.0,1.0,0.047244094488188976,53.0,6.0,13.0,18.0,18.0,87.0,53.0,3.0,15.0,1.0,2.0,0.391304347826087,0.0196078431372549,0.022222222222222223,0.3925925925925926,0.4015151515151515,0.4528301886792453,0.34210526315789475,0.46153846153846156,0.6666666666666666,0.45,0.4015151515151515,0.012987012987012988,,,,,,,,,True,,
2427,1610612740,Roger Mason Jr.,Roger Mason Jr.,2427,NOH,25381.0,423.0,-38.0,768,764,108.0,1532,1.0,9.0,37.0,28.0,60.0,12.0,116.0,851.0,44.0,5.0,1.0,5.0,13.0,1.0,0.7857142857142857,0.8148148148148148,0.4666666666666667,0.5048543689320388,0.5327102803738317,14.51068616422947,0.08737864077669903,0.1111111111111111,0.14285714285714285,,0.3592233009708738,0.4789089108910891,0.037383177570093455,0.01639344262295082,13.353333333333335,139.0,249.0,4.0,14.0,,1.0,,,23.0,12.0,31.0,5.0,43.0,2.0,3.0,,4.0,2.0,4.0,7.0,6.0,13.0,12.0,2.0,31.0,3.0,15.0,10.0,25.0,8.0,8.0,2.0,5.0,60.0,6.0,1.0,,15.0,26.0,4.0,45.0,7.0,52.0,,4.0,11.0,3.0,7.0,11.0,2.0,4.0,3.0,22.0,3.0,17.0,,34.0,3.0,1.0,,,,,,2.0,,3.0,1.0,1.0,3.0,2.0,,,,13.0,138.0,3.0,,0.6666666666666666,0.5,0.3333333333333333,0.3181818181818182,0.3333333333333333,0.46153846153846156,0.4174757281553398,0.05,0.07142857142857142,0.2222222222222222,,0.5,0.14814814814814814,,0.1111111111111111,0.003816793893129771,0.13513513513513514,0.05309734513274336,0.11884057971014493,0.018666666666666668,,0.013333333333333334,,0.06666666666666667,,0.09782608695652174,0.14666666666666667,0.08955223880597014,0.13253012048192772,0.14285714285714285,,0.6666666666666666,0.13592233009708737,0.2857142857142857,0.3076923076923077,0.5,0.6216216216216216,0.6216216216216216,0.8695652173913043,0.11650485436893204,0.30097087378640774,0.16666666666666666,,,,,0.45454545454545453,0.5533980582524272,0.5087333333333334,0.45806,0.034482758620689655,0.11206896551724138,25.802325581395348,0.18098958333333334,4.0,,1.0,2.0,16.0,,3.0,42.0,,4.0,,0.875,0.37209302325581395,,0.37209302325581395,0.3333333333333333,0.36363636363636365,1.0,0.16666666666666666,,,0.18181818181818182,12.0,,2.0,1.0,1.0,6.0,12.0,1.0,2.0,,3.0,0.14285714285714285,0.023255813953488372,,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.3333333333333333,,,0.2,0.3870967741935484,0.06521739130434782,2.0,1.0,0.08333333333333333,,,,,,True,,
201577,1610612740,Robin Lopez,Robin Lopez,201577,NOH,21948.0,366.0,-70.0,671,677,115.0,1348,11.0,36.0,13.0,60.0,109.0,24.0,144.0,736.0,50.0,5.0,1.0,29.0,34.0,14.0,0.4166666666666667,0.6578947368421053,0.5504587155963303,0.5504587155963303,0.5806451612903226,17.741935483870968,0.3302752293577982,0.3055555555555556,0.34375,0.45454545454545453,0.11926605504587157,0.5058834862385321,0.11764705882352941,0.11764705882352941,5.31926605504587,208.0,218.0,46.0,60.0,24.0,33.0,14.0,17.0,3.0,,,,,27.0,38.0,3.0,57.0,19.0,29.0,,9.0,47.0,70.0,44.0,,8.0,11.0,1.0,12.0,1.0,6.0,2.0,3.0,25.0,8.0,29.0,1.0,9.0,39.0,3.0,51.0,38.0,89.0,3.0,4.0,8.0,,4.0,11.0,2.0,4.0,4.0,19.0,3.0,12.0,,18.0,,3.0,1.0,3.0,1.0,,4.0,,5.0,21.0,12.0,8.0,21.0,16.0,,1.0,1.0,47.0,208.0,,5.0,0.7105263157894737,0.6551724137931034,0.7105263157894737,0.6551724137931034,0.6951219512195121,0.6714285714285714,,0.07339449541284404,0.06666666666666667,0.1111111111111111,,0.42105263157894735,0.15789473684210525,0.034482758620689655,0.1822429906542056,0.10861423220973783,0.09782608695652174,0.09411764705882353,0.1568627450980392,0.10511363636363637,0.17857142857142858,0.1111111111111111,0.049019607843137254,0.09722222222222222,0.07692307692307693,0.175,0.16417910447761194,0.208955223880597,0.12121212121212122,0.038461538461538464,0.07317073170731707,0.7619047619047619,0.5504587155963303,0.7666666666666667,0.8214285714285714,0.3695652173913043,0.23076923076923078,0.23076923076923078,1.0,,,0.868421052631579,0.7272727272727273,0.041666666666666664,0.5862068965517241,0.8235294117647058,,0.5504587155963303,0.5461833333333334,0.4976344827586207,0.3958333333333333,0.3263888888888889,,0.30998509687034276,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,
202329,1610612740,Al-Farouq Aminu,Al-Farouq Aminu,202329,NOH,19928.0,332.0,-39.0,608,616,104.0,1224,5.0,17.0,17.0,31.0,82.0,17.0,85.0,668.0,42.0,14.0,8.0,19.0,28.0,13.0,0.6774193548387096,0.7777777777777778,0.3780487804878049,0.3953488372093023,0.4292929292929293,17.26027397260274,0.19767441860465115,0.29411764705882354,0.3333333333333333,0.6,0.19767441860465115,0.49474127906976745,0.13402061855670103,0.13978494623655913,6.6621951219512185,159.0,189.0,22.0,48.0,7.0,16.0,3.0,7.0,4.0,1.0,3.0,1.0,4.0,8.0,18.0,4.0,20.0,6.0,14.0,1.0,3.0,18.0,20.0,8.0,3.0,5.0,13.0,6.0,19.0,5.0,5.0,2.0,6.0,44.0,6.0,22.0,1.0,26.0,42.0,6.0,74.0,29.0,103.0,4.0,6.0,14.0,2.0,11.0,13.0,5.0,3.0,3.0,27.0,5.0,15.0,,30.0,4.0,1.0,,3.0,1.0,1.0,2.0,,2.0,7.0,4.0,3.0,7.0,4.0,,,,18.0,158.0,2.0,2.0,0.4444444444444444,0.42857142857142855,0.42105263157894735,0.5,0.45454545454545453,0.5,0.046511627906976744,0.06097560975609756,0.0625,0.11764705882352941,,0.5185185185185185,0.3157894736842105,0.05263157894736842,0.22105263157894736,0.08695652173913043,0.3058823529411765,0.09090909090909091,0.24727272727272728,0.0877742946708464,0.11235955056179775,0.07936507936507936,0.06930693069306931,0.11320754716981132,,0.18421052631578946,0.18867924528301888,0.29508196721311475,0.3114754098360656,0.2916666666666667,0.08695652173913043,0.5714285714285714,0.5581395348837209,0.4583333333333333,0.4888888888888889,0.6818181818181818,0.23529411764705882,0.23529411764705882,0.75,0.011627906976744186,0.03488372093023256,0.8421052631578947,0.4375,0.42857142857142855,0.4666666666666667,0.42857142857142855,0.06666666666666667,0.6046511627906976,0.5373187500000001,0.40629000000000004,0.23529411764705882,0.21176470588235294,24.225,0.26151315789473684,1.0,,,,2.0,,1.0,6.0,,5.0,2.0,1.0,0.5,,0.5,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,0.3333333333333333,0.3333333333333333,1.0,0.05263157894736842,,,1.0,0.3333333333333333,,,,,,,,,,True,,
200811,1610612740,Lou Amundson,Lou Amundson,200811,NOH,9750.0,162.0,,287,283,37.0,570,1.0,7.0,,13.0,31.0,6.0,32.0,309.0,20.0,9.0,3.0,16.0,14.0,6.0,0.7692307692307693,1.0,0.41935483870967744,0.41935483870967744,0.43243243243243246,13.513513513513514,0.22580645161290322,0.14285714285714285,0.16666666666666666,1.0,,0.5303354838709677,0.17142857142857143,0.17142857142857143,2.7483870967741937,62.0,79.0,12.0,24.0,3.0,10.0,2.0,5.0,,,,,,3.0,10.0,2.0,8.0,2.0,5.0,,3.0,7.0,6.0,6.0,,3.0,8.0,,8.0,,3.0,,5.0,16.0,1.0,17.0,,9.0,15.0,4.0,28.0,18.0,46.0,2.0,6.0,3.0,,,5.0,,3.0,,8.0,1.0,7.0,2.0,21.0,2.0,2.0,2.0,3.0,2.0,,2.0,,2.0,4.0,3.0,1.0,4.0,3.0,,,,7.0,62.0,3.0,2.0,0.3,0.4,0.3,0.4,0.3333333333333333,0.5,,0.0967741935483871,0.08333333333333333,0.14285714285714285,,0.375,0.5,,0.17045454545454544,0.1650485436893204,0.23684210526315788,0.03571428571428571,0.19047619047619047,0.13740458015267176,0.25,0.17142857142857143,0.08333333333333333,0.04,,0.14285714285714285,0.20689655172413793,0.16129032258064516,0.2222222222222222,0.2727272727272727,0.13333333333333333,0.75,0.7741935483870968,0.5,0.5454545454545454,0.75,,,,,,1.0,0.3,,1.0,0.4,,0.7741935483870968,0.57201,0.55454,0.25,0.21875,,0.21602787456445993,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,True,,
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOH,11415.0,190.0,-43.0,356,350,65.0,706,8.0,16.0,17.0,31.0,70.0,35.0,118.0,416.0,18.0,12.0,6.0,30.0,46.0,22.0,0.2903225806451613,0.2903225806451613,0.44285714285714284,0.41089108910891087,0.48360655737704916,32.55813953488372,0.15841584158415842,0.5,0.5333333333333333,0.375,0.16831683168316833,0.5099856435643564,0.18487394957983194,0.25,7.5,123.0,115.0,18.0,37.0,3.0,4.0,2.0,7.0,5.0,9.0,22.0,8.0,31.0,4.0,6.0,6.0,17.0,7.0,19.0,13.0,19.0,51.0,44.0,,22.0,5.0,12.0,8.0,20.0,7.0,9.0,,3.0,48.0,,1.0,,3.0,8.0,,11.0,1.0,12.0,,6.0,11.0,2.0,7.0,7.0,,4.0,4.0,18.0,8.0,4.0,,14.0,,,,,1.0,2.0,4.0,,3.0,3.0,1.0,1.0,3.0,3.0,,,,51.0,123.0,2.0,2.0,0.6666666666666666,0.3684210526315789,0.55,0.5,0.6538461538461539,0.5930232558139535,0.3069306930693069,0.07142857142857142,0.10810810810810811,0.0625,,0.6111111111111112,,,0.08602150537634409,0.007633587786259542,0.06,,0.07692307692307693,0.0055248618784530384,0.01818181818181818,,,,,0.037037037037037035,0.03571428571428571,0.15789473684210525,0.08823529411764706,,,1.0,0.36633663366336633,0.4864864864864865,0.5454545454545454,0.3333333333333333,0.29411764705882354,0.29411764705882354,,0.0891089108910891,0.21782178217821782,0.4,0.75,0.6666666666666666,0.21875,0.2857142857142857,0.25,0.6732673267326733,0.5558,0.49698437500000003,0.1440677966101695,0.4322033898305085,25.070967741935487,0.3455056179775281,2.0,1.0,1.0,5.0,7.0,1.0,4.0,21.0,,,1.0,1.0,0.22580645161290322,0.25,0.22580645161290322,0.2222222222222222,0.2222222222222222,1.0,0.1,1.0,1.0,0.15625,5.0,,3.0,4.0,6.0,,5.0,,1.0,,,0.46153846153846156,,,0.22727272727272727,0.22727272727272727,1.0,0.3,,,0.5,0.22727272727272727,,,1.0,,,2.0,0.4,,,True,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOH,58256.0,971.0,-113.0,1759,1734,251.0,3493,28.0,65.0,82.0,111.0,244.0,62.0,488.0,1974.0,108.0,17.0,4.0,64.0,73.0,30.0,0.4864864864864865,0.6136363636363636,0.45491803278688525,0.4863013698630137,0.5159235668789809,24.681684622918706,0.14840182648401826,0.4307692307692308,0.4666666666666667,0.35714285714285715,0.1872146118721461,0.48785676605504585,0.06852248394004283,0.11070110701107011,9.484016393442626,363.0,502.0,54.0,97.0,24.0,45.0,13.0,25.0,29.0,22.0,172.0,25.0,194.0,32.0,64.0,8.0,87.0,22.0,50.0,29.0,15.0,89.0,114.0,46.0,170.0,22.0,31.0,11.0,42.0,8.0,18.0,7.0,6.0,95.0,12.0,67.0,4.0,43.0,69.0,13.0,125.0,83.0,208.0,11.0,13.0,17.0,1.0,7.0,17.0,3.0,10.0,5.0,34.0,5.0,25.0,6.0,61.0,6.0,7.0,6.0,6.0,2.0,,3.0,3.0,4.0,13.0,8.0,5.0,13.0,7.0,,,,89.0,362.0,7.0,3.0,0.5,0.44,0.512987012987013,0.46835443037974683,0.5370370370370371,0.5174418604651163,0.4429223744292237,0.09016393442622951,0.16494845360824742,0.07692307692307693,0.012195121951219513,0.5,0.26,0.07407407407407407,0.13092979127134724,0.10651828298887123,0.17408906882591094,0.04460966542750929,0.14470284237726097,0.08797327394209355,0.11848341232227488,0.11917098445595854,0.08444444444444445,0.041474654377880185,0.057692307692307696,0.08717948717948718,0.15204678362573099,0.16149068322981366,0.16666666666666666,0.19402985074626866,0.04782608695652174,0.5384615384615384,0.22146118721461186,0.5567010309278351,0.6666666666666666,0.4444444444444444,0.35365853658536583,0.35802469135802467,0.6896551724137931,0.0502283105022831,0.3926940639269406,0.5844155844155844,0.5333333333333333,0.041666666666666664,0.31645569620253167,0.52,0.31645569620253167,0.6643835616438356,0.5006476923076923,0.46976858974358976,0.17827868852459017,0.18237704918032788,25.819072164948448,0.20636725412166004,7.0,,2.0,4.0,68.0,5.0,13.0,201.0,2.0,4.0,,0.9852941176470589,0.35051546391752575,0.38461538461538464,0.3541666666666667,0.3181818181818182,0.3181818181818182,1.0,0.025974025974025976,,,0.05063291139240506,61.0,5.0,11.0,7.0,10.0,3.0,61.0,1.0,3.0,,2.0,0.3448275862068966,0.005154639175257732,0.005813953488372093,0.3546511627906977,0.3567251461988304,0.9836065573770492,0.14285714285714285,0.45454545454545453,1.0,0.28,0.3588235294117647,0.01020408163265306,1.0,,,,3.0,0.75,,,True,,
