EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockedShortMidRange,Defensive 3 Seconds Violations,Charge Fouls,FTOffRebounds,3SecondViolations,OffFTReboundPct,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,on,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,Clear Path Fouls
101153,1610612750,Mickael Gelabale,Mickael Gelabale,101153,MIN,38634.0,644,-67,1232,1237,294,286,155,2469,31.0,41,8.0,12.0,9.0,11.0,7.0,16.0,18.0,30.0,9.0,33.0,1.0,3.0,1.0,8.0,7.0,19.0,1.0,4.0,56.0,87,16.0,52.0,21.0,181,1314,9.0,15.0,1.0,4.0,5.0,26.0,15.0,24,1.0,12.0,8.0,41.0,74.0,38.0,48.0,10.0,19.0,7.0,5.0,1.0,20.0,6.0,26.0,4.0,2.0,6.0,1.0,13.0,58.0,9.0,23.0,18.0,46.0,3.0,67.0,32.0,99.0,2.0,16.0,12.0,4.0,7.0,3.0,4.0,9.0,3.0,1.0,2.0,16.0,2.0,6.0,21.0,1.0,47,2.0,2.0,26.0,5.0,4.0,1.0,24.0,3.0,10.0,4.0,4.0,4.0,4.0,1.0,1.0,41.0,294,4.0,3.0,0.6607142857142857,0.7254901960784313,1.0,0.3076923076923077,0.25,0.08333333333333333,0.3076923076923077,0.6436781609195402,0.6,0.625,0.5755395683453237,0.5526315789473685,0.4583333333333333,0.6033333333333334,0.6190476190476191,0.5,0.37410071942446044,0.019230769230769232,0.05747126436781609,0.07317073170731707,0.125,0.030303030303030304,11.702127659574469,0.4375,0.08108108108108109,0.11302211302211303,0.0539906103286385,0.1111111111111111,0.05921052631578947,0.11247803163444639,0.05536332179930796,0.016129032258064516,0.056179775280898875,0.07511737089201878,0.0761904761904762,0.02127659574468085,0.12,0.10084033613445378,0.1165644171779141,0.096,0.16216216216216217,0.03333333333333333,0.25,0.2949640287769784,0.7560975609756098,0.8157894736842105,0.6451612903225806,0.11510791366906475,0.4375,0.5,0.42857142857142855,0.2158273381294964,0.6,0.6,0.7777777777777778,0.23741007194244604,0.2727272727272727,0.28125,1.0,0.1366906474820144,0.3684210526315789,0.3684210526315789,1.0,0.631578947368421,0.6666666666666666,0.375,0.15789473684210525,0.3333333333333333,1.0,0.05263157894736842,0.3055555555555556,0.8181818181818182,0.2222222222222222,0.125,0.1111111111111111,0.6690647482014388,0.3684210526315789,0.5416366906474819,0.5777428571428572,0.5234861111111111,0.0684931506849315,0.10638297872340426,0.143646408839779,0.2265193370165746,8.824137931034482,23.969230769230766,0.23863636363636365,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1905,1610612750,Andrei Kirilenko,Andrei Kirilenko,1905,MIN,3166.0,53,-7,102,101,49,39,16,203,5.0,6,2.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,2.0,,,6.0,7,,2.0,5.0,17,116,2.0,2.0,,,2.0,6.0,2.0,3,,,2.0,6.0,8.0,4.0,,4.0,2.0,,,,5.0,1.0,6.0,1.0,,3.0,,2.0,13.0,,4.0,2.0,3.0,,5.0,4.0,9.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,,,4.0,3.0,4.0,,,1,,,5.0,,,,6.0,2.0,4.0,,,,,,,6.0,49,,,0.6666666666666666,1.0,,,,,,0.8571428571428571,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.7727272727272727,1.0,0.75,0.2222222222222222,,,,,,12.820512820512821,0.5,,0.1,0.16,0.11764705882352941,,0.10638297872340426,0.10526315789473684,0.14285714285714285,0.16666666666666666,0.16666666666666666,,,,,0.2727272727272727,0.08333333333333333,0.2,0.3333333333333333,,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,0.2222222222222222,,,,1.0,1.0,,,,,,1.0,0.6666666666666666,,,,0.8888888888888888,,0.6034611111111111,0.60715,0.6099333333333333,0.36363636363636365,0.4444444444444444,0.35294117647058826,0.35294117647058826,2.2,25.5,0.4803921568627451,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200811,1610612750,Lou Amundson,Lou Amundson,200811,MIN,1627.0,27,-12,53,54,29,23,7,107,4.0,7,2.0,2.0,4.0,4.0,,1.0,,1.0,,,,,,,,,,,4.0,9,,,1.0,9,71,2.0,2.0,,,1.0,5.0,4.0,6,,,,8.0,4.0,4.0,,4.0,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,3.0,1.0,2.0,2.0,5.0,3.0,8.0,,,,,1.0,,1.0,2.0,,,,3.0,,1.0,5.0,,9,,2.0,3.0,,,,4.0,,1.0,1.0,,,,,,8.0,29,1.0,,0.5,1.0,,,,,,0.4444444444444444,1.0,0.6666666666666666,0.4444444444444444,1.0,0.6666666666666666,0.4090909090909091,0.8333333333333334,0.5714285714285714,,,,,,,23.333333333333336,0.3333333333333333,1.0,0.14285714285714285,0.23076923076923078,0.1111111111111111,,0.13043478260869565,0.16666666666666666,,0.5,0.16666666666666666,,,,0.3333333333333333,0.125,0.1111111111111111,,,,0.7777777777777778,0.5714285714285714,0.5714285714285714,0.5,0.1111111111111111,,,,0.1111111111111111,,,,,,,,,,,,1.0,1.0,,,,,,0.6666666666666666,1.0,,,,0.7777777777777778,,0.5549111111111111,0.5939,0.5501666666666667,0.1,0.1,0.5555555555555556,0.8888888888888888,3.9444444444444446,,0.5471698113207547,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
200826,1610612750,J.J. Barea,J.J. Barea,200826,MIN,17098.0,285,-38,541,544,148,125,68,1085,15.0,28,1.0,1.0,1.0,2.0,6.0,16.0,11.0,25.0,6.0,11.0,1.0,1.0,,2.0,17.0,49.0,3.0,11.0,32.0,69,23.0,60.0,12.0,145,570,2.0,2.0,2.0,4.0,1.0,11.0,7.0,13,5.0,13.0,2.0,31.0,8.0,56.0,39.0,,48.0,17.0,8.0,,44.0,8.0,52.0,6.0,2.0,20.0,8.0,16.0,112.0,,3.0,8.0,22.0,,30.0,3.0,33.0,2.0,8.0,3.0,5.0,22.0,6.0,12.0,12.0,10.0,,1.0,34.0,2.0,13.0,5.0,1.0,27,,2.0,30.0,,5.0,2.0,16.0,2.0,5.0,1.0,,,,,,31.0,148,2.0,1.0,0.125,0.125,0.5652173913043478,0.38333333333333336,0.5,0.38461538461538464,0.3898305084745763,0.463768115942029,1.0,0.5384615384615384,0.5155038759689923,0.8333333333333334,0.5576923076923077,0.5263157894736842,0.7857142857142857,0.5555555555555556,0.46511627906976744,,0.11594202898550725,0.17857142857142858,0.125,,26.978998384491113,0.6470588235294118,,0.11282051282051282,0.016574585635359115,0.10666666666666667,,0.1111111111111111,0.011450381679389313,,0.023255813953488372,0.023529411764705882,,,0.08333333333333333,0.06666666666666667,0.17333333333333334,0.0967741935483871,0.15384615384615385,0.03125,,0.21705426356589147,0.5357142857142857,0.6521739130434783,0.13333333333333333,0.12403100775193798,0.375,0.42857142857142855,,0.1937984496124031,0.44,0.4583333333333333,0.18181818181818182,0.08527131782945736,0.5454545454545454,0.5454545454545454,1.0,0.3798449612403101,0.3469387755102041,0.3469387755102041,0.4117647058823529,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,0.07692307692307693,0.5,0.07692307692307693,,0.4230769230769231,0.6821705426356589,0.3541666666666667,0.5276342519685041,0.51995,0.4847333333333334,0.03787878787878788,0.06944444444444445,0.07586206896551724,0.21379310344827587,9.102898550724637,25.598333333333333,0.2735674676524954,3.0,,1.0,5.0,30.0,1.0,6.0,0.04,0.3333333333333333,1.0,0.45454545454545453,,,,,,,,,,,,True,,,,,
202419,1610612750,Chris Johnson,Chris Johnson,202419,MIN,9548.0,159,-15,306,304,105,116,45,610,20.0,27,3.0,4.0,6.0,8.0,6.0,11.0,1.0,6.0,,,,,,,,,,,27.0,44,,,17.0,71,346,6.0,9.0,,,5.0,17.0,6.0,9,,,8.0,20.0,44.0,10.0,,6.0,,,2.0,,4.0,1.0,5.0,,1.0,3.0,,1.0,11.0,4.0,7.0,4.0,14.0,3.0,21.0,11.0,32.0,,3.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,,,8.0,2.0,3.0,20.0,,28,2.0,1.0,18.0,2.0,1.0,,24.0,,7.0,5.0,21.0,19.0,21.0,14.0,4.0,20.0,105,2.0,4.0,0.8148148148148148,0.9166666666666666,,,,,,0.6136363636363636,0.6666666666666666,0.6666666666666666,0.6136363636363636,0.6666666666666666,0.6666666666666666,0.6339285714285714,0.7083333333333334,0.7142857142857143,,,0.045454545454545456,0.07407407407407407,,,17.827298050139277,0.5,0.3333333333333333,0.12389380530973451,0.07142857142857142,0.0851063829787234,0.1,0.1125,0.07971014492753623,0.08,0.10344827586206896,0.045454545454545456,0.10344827586206896,0.09090909090909091,0.12,0.2,0.06060606060606061,0.058823529411764705,0.15384615384615385,,0.6666666666666666,0.6136363636363636,0.7407407407407407,0.8,0.9,0.25,0.5454545454545454,0.5454545454545454,0.5,0.13636363636363635,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.4444444444444444,0.75,0.3333333333333333,,,,,0.8888888888888888,0.75,,,,0.6136363636363636,,0.5681704545454547,0.5136375,0.6651000000000001,0.13725490196078433,0.13725490196078433,0.23943661971830985,0.28169014084507044,5.247727272727272,,0.3431372549019608,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,True,,,,,
2557,1610612750,Luke Ridnour,Luke Ridnour,2557,MIN,20424.0,340,-58,654,661,137,147,84,1315,11.0,21,3.0,5.0,3.0,5.0,11.0,21.0,28.0,53.0,8.0,18.0,,,1.0,3.0,1.0,10.0,2.0,1.0,50.0,95,9.0,28.0,14.0,141,706,9.0,15.0,1.0,2.0,,21.0,13.0,26,1.0,4.0,7.0,36.0,48.0,52.0,24.0,,10.0,1.0,7.0,,36.0,5.0,41.0,2.0,3.0,20.0,4.0,12.0,87.0,3.0,6.0,6.0,18.0,1.0,25.0,9.0,34.0,1.0,6.0,4.0,2.0,11.0,4.0,8.0,9.0,3.0,1.0,2.0,20.0,2.0,1.0,7.0,2.0,23,,,22.0,1.0,4.0,,17.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,,36.0,137,3.0,3.0,0.48,0.48,0.8888888888888888,0.32142857142857145,0.5,0.25,0.32142857142857145,0.5263157894736842,0.6,0.5,0.516260162601626,0.6176470588235294,0.48333333333333334,0.53125,0.6176470588235294,0.5294117647058824,0.22764227642276422,,0.07368421052631578,0.19047619047619047,0.14285714285714285,,19.812583668005356,0.55,0.045454545454545456,0.08955223880597014,0.025210084033613446,0.06741573033707865,0.043478260869565216,0.08275862068965517,0.029315960912052116,0.013513513513513514,0.044444444444444446,0.025210084033613446,0.04878048780487805,0.03571428571428571,0.14516129032258066,0.057692307692307696,0.06896551724137931,0.06349206349206349,0.07692307692307693,0.017543859649122806,1.0,0.17073170731707318,0.5238095238095238,0.6470588235294118,0.5454545454545454,0.17073170731707318,0.5238095238095238,0.6111111111111112,0.36363636363636365,0.43089430894308944,0.5283018867924528,0.5283018867924528,0.5,0.14634146341463414,0.4444444444444444,0.4444444444444444,0.875,0.08130081300813008,0.1,0.1,1.0,0.29411764705882354,0.6,0.6666666666666666,,,,0.11764705882352941,0.16666666666666666,0.6,0.1,0.3333333333333333,0.03333333333333333,0.3983739837398374,0.1,0.49371138211382115,0.48650714285714286,0.4637616666666666,0.032,0.041237113402061855,0.14893617021276595,0.2553191489361702,12.486315789473684,23.957142857142856,0.20948012232415902,,,1.0,,3.0,,5.0,,0.5,1.0,,1.0,,1.0,,,,,,,,,True,,,,,
201880,1610612750,Greg Stiemsma,Greg Stiemsma,201880,MIN,17022.0,284,-26,543,544,104,83,59,1087,14.0,21,5.0,8.0,1.0,3.0,3.0,12.0,13.0,35.0,,,,,,,,,,,30.0,68,,,16.0,76,566,5.0,12.0,,,,10.0,3.0,11,,,6.0,12.0,52.0,8.0,,8.0,,,3.0,,7.0,1.0,8.0,1.0,,4.0,,3.0,17.0,,15.0,17.0,33.0,5.0,55.0,15.0,70.0,1.0,8.0,5.0,3.0,7.0,1.0,2.0,6.0,5.0,,1.0,13.0,1.0,3.0,28.0,2.0,46,2.0,3.0,29.0,1.0,3.0,2.0,24.0,,8.0,4.0,18.0,10.0,18.0,9.0,5.0,12.0,104,1.0,3.0,0.8666666666666667,1.0,,,,,,0.4411764705882353,0.4166666666666667,0.2727272727272727,0.4411764705882353,0.4166666666666667,0.2727272727272727,0.475,0.4166666666666667,0.375,,,0.04411764705882353,0.09523809523809523,0.08333333333333333,,15.245901639344263,0.5384615384615384,0.29411764705882354,0.18435754189944134,0.07614213197969544,0.23943661971830985,,0.2,0.056179775280898875,0.08163265306122448,0.11764705882352941,0.06140350877192982,,,0.14285714285714285,0.23728813559322035,0.16901408450704225,0.24561403508771928,0.21428571428571427,0.02857142857142857,0.5,0.3088235294117647,0.6666666666666666,0.7368421052631579,0.7142857142857143,0.17647058823529413,0.25,0.2727272727272727,1.0,0.5147058823529411,0.37142857142857144,0.37142857142857144,1.0,,,,,,,,,0.6666666666666666,0.625,0.2,,,,,0.2727272727272727,0.3333333333333333,,,,0.3088235294117647,,0.4740264705882353,0.54809,0.45062727272727265,0.10526315789473684,0.10526315789473684,0.13157894736842105,0.15789473684210525,11.207352941176472,,0.19152854511970535,1.0,4.0,,,,,,,,,,8.0,,,,,,,,,,,True,,,,,
201967,1610612750,Dante Cunningham,Dante Cunningham,201967,MIN,18695.0,312,-13,592,598,141,138,76,1190,17.0,25,5.0,8.0,8.0,9.0,2.0,11.0,28.0,73.0,,,,,,,,1.0,,1.0,47.0,109,,1.0,5.0,99,614,8.0,14.0,,,1.0,17.0,13.0,21,,1.0,3.0,29.0,82.0,12.0,,8.0,,,2.0,,5.0,6.0,11.0,2.0,4.0,2.0,,3.0,28.0,9.0,14.0,6.0,30.0,3.0,39.0,24.0,63.0,3.0,16.0,11.0,5.0,6.0,1.0,4.0,3.0,2.0,,,9.0,1.0,2.0,8.0,,17,1.0,,12.0,1.0,1.0,,11.0,1.0,6.0,,4.0,3.0,4.0,,,29.0,141,2.0,,0.8723404255319149,0.9534883720930233,,,,,,0.43119266055045874,0.5714285714285714,0.6190476190476191,0.42727272727272725,0.5714285714285714,0.5909090909090909,0.43043478260869567,0.5666666666666667,0.58,0.00909090909090909,,0.01834862385321101,0.08,,,18.18181818181818,0.6666666666666666,0.17647058823529413,0.15384615384615385,0.07179487179487179,0.07792207792207792,0.10588235294117647,0.1323529411764706,0.08214285714285714,0.08333333333333333,0.06521739130434782,0.06930693069306931,0.1111111111111111,0.09090909090909091,0.19047619047619047,0.11290322580645161,0.15714285714285714,0.1016949152542373,,0.05,,0.22727272727272727,0.68,0.7391304347826086,0.6470588235294118,0.1,0.18181818181818182,0.18181818181818182,1.0,0.6636363636363637,0.3835616438356164,0.3835616438356164,1.0,,,,,0.00909090909090909,,,,0.5714285714285714,0.625,,,,,,0.4090909090909091,0.8888888888888888,,,0.045454545454545456,0.23636363636363636,,0.46625229357798165,0.49921999999999994,0.5205714285714286,0.05217391304347826,0.05263157894736842,0.1717171717171717,0.29292929292929293,13.340366972477067,41.1,0.23817567567567569,,,,,,1.0,,,,,,1.0,,,1.0,1.0,0.05555555555555555,,,,,,True,,,,,
201937,1610612750,Ricky Rubio,Ricky Rubio,201937,MIN,21140.0,352,-56,677,681,126,144,88,1358,12.0,31,1.0,3.0,3.0,7.0,3.0,16.0,20.0,53.0,,1.0,,,,1.0,3.0,16.0,2.0,4.0,35.0,100,3.0,17.0,36.0,115,745,4.0,6.0,,2.0,,8.0,6.0,16,1.0,5.0,15.0,30.0,16.0,54.0,,,16.0,3.0,8.0,,72.0,17.0,89.0,8.0,9.0,44.0,5.0,23.0,195.0,,9.0,18.0,29.0,1.0,48.0,9.0,57.0,5.0,23.0,12.0,11.0,23.0,4.0,18.0,15.0,5.0,,2.0,38.0,,8.0,8.0,,24,,1.0,45.0,,8.0,1.0,48.0,1.0,17.0,6.0,3.0,2.0,3.0,1.0,,30.0,126,1.0,6.0,0.22857142857142856,0.22857142857142856,,0.17647058823529413,,0.2,0.17647058823529413,0.35,0.6666666666666666,0.375,0.33760683760683763,0.5,0.35714285714285715,0.4107142857142857,0.5,0.5,0.1452991452991453,,0.08,0.16129032258064516,0.1875,,22.90862290862291,0.6052631578947368,0.047619047619047616,0.13942307692307693,0.0375,0.20224719101123595,,0.15824915824915825,0.028481012658227847,0.012658227848101266,0.07142857142857142,0.04201680672268908,,,0.04477611940298507,0.09615384615384616,0.23595505617977527,0.2,0.20833333333333334,0.07142857142857142,0.3333333333333333,0.26495726495726496,0.3870967741935484,0.46153846153846156,0.25,0.13675213675213677,0.1875,0.23076923076923078,,0.452991452991453,0.37735849056603776,0.37735849056603776,0.25,0.008547008547008548,,,,0.13675213675213677,0.1875,0.1875,,0.375,0.3333333333333333,,,,,0.25,0.3333333333333333,0.42857142857142855,0.047619047619047616,,0.19047619047619047,0.41025641025641024,0.1875,0.4936290598290598,0.5202785714285714,0.504202380952381,0.13432835820895522,0.14655172413793102,0.06956521739130435,0.2608695652173913,11.623,25.023529411764706,0.1861152141802068,4.0,2.0,,1.0,9.0,,,,,,0.25,,,2.0,,,,1.0,1.0,0.05555555555555555,,,True,,,,,
202682,1610612750,Derrick Williams,Derrick Williams,202682,MIN,21179.0,353,-58,679,677,144,151,80,1356,39.0,61,9.0,16.0,10.0,14.0,3.0,11.0,16.0,55.0,3.0,8.0,,,,,7.0,25.0,2.0,6.0,58.0,127,10.0,33.0,38.0,184,727,12.0,20.0,1.0,2.0,,27.0,11.0,22,2.0,6.0,10.0,38.0,84.0,32.0,30.0,10.0,24.0,7.0,10.0,,7.0,3.0,10.0,,3.0,4.0,1.0,2.0,23.0,4.0,10.0,24.0,47.0,7.0,78.0,14.0,92.0,4.0,9.0,8.0,1.0,12.0,1.0,7.0,11.0,5.0,,3.0,23.0,4.0,7.0,16.0,,27,,1.0,38.0,1.0,,1.0,57.0,6.0,30.0,,8.0,6.0,8.0,2.0,,38.0,144,,,0.7241379310344828,0.7924528301886793,1.0,0.30303030303030304,0.5,0.3333333333333333,0.3125,0.4566929133858268,0.6,0.5,0.45625,0.6136363636363636,0.5,0.4972972972972973,0.6136363636363636,0.5588235294117647,0.20625,,0.07874015748031496,0.14754098360655737,0.09090909090909091,,27.01298701298701,0.5217391304347826,0.35,0.21658986175115208,0.04065040650406504,0.27906976744186046,0.0547945205479452,0.23432343234323433,0.0438871473354232,0.06578947368421052,0.044444444444444446,0.024,0.023809523809523808,0.0967741935483871,0.140625,0.22413793103448276,0.2631578947368421,0.2835820895522388,0.2631578947368421,0.05,0.25,0.38125,0.639344262295082,0.75,0.6666666666666666,0.06875,0.2727272727272727,0.3,0.6666666666666666,0.34375,0.2909090909090909,0.2909090909090909,0.875,0.05,0.375,0.375,1.0,0.15625,0.28,0.28,1.0,0.7272727272727273,0.5625,0.3333333333333333,,,,0.09090909090909091,0.5,0.7142857142857143,,,0.21428571428571427,0.5875,0.2916666666666667,0.5209622641509435,0.5532868421052632,0.5610388888888888,0.16756756756756758,0.1986754966887417,0.14673913043478262,0.20652173913043478,9.525984251968504,25.839393939393943,0.21207658321060383,1.0,1.0,1.0,2.0,,1.0,,,0.5,1.0,0.3333333333333333,2.0,,5.0,,,,1.0,,0.029411764705882353,,,True,,,,,
