EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,HeaveAttempts,Corner3Assists,AtRimAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,on
101122,1610612754,Danny Granger,Danny Granger,101122,IND,3063.0,51.0,9.0,95,97.0,48,46.0,17.0,192,2.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,10.0,1.0,5.0,2.0,7.0,19.0,1.0,5.0,4.0,21.0,95.0,3.0,3.0,1.0,7.0,4.0,6.0,2.0,3.0,11.0,6.0,8.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,11.0,48,1.0,1.0,0.42857142857142855,0.5,1.0,0.2,0.2,0.3684210526315789,1.0,0.6666666666666666,0.3541666666666667,1.0,0.5,0.3888888888888889,0.875,0.55,0.20833333333333334,0.10526315789473684,0.5,26.086956521739133,0.6666666666666666,0.05128205128205128,0.0967741935483871,0.16666666666666666,0.0784313725490196,0.06382978723404255,0.1,0.15384615384615385,0.10526315789473684,0.3333333333333333,0.16666666666666666,0.5,1.0,0.20833333333333334,0.4166666666666667,0.5,0.5,0.6,0.20833333333333334,0.2,0.2,1.0,0.6666666666666666,1.0,0.25,1.0,0.25,0.375,0.2,0.44819374999999995,0.2978,0.45457499999999995,0.07692307692307693,0.09523809523809523,0.3333333333333333,0.5238095238095238,11.852631578947369,25.96,0.5052631578947369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,45688.0,761.0,-27.0,1403,1425.0,510,438.0,176.0,2828,56.0,90.0,18.0,24.0,22.0,32.0,41.0,17.0,48.0,,2.0,1.0,83.0,179.0,,2.0,56.0,222.0,1441.0,23.0,38.0,11.0,57.0,34.0,64.0,1.0,20.0,88.0,106.0,60.0,,32.0,,,23.0,10.0,8.0,18.0,6.0,4.0,44.0,41.0,16.0,84.0,104.0,63.0,167.0,21.0,3.0,10.0,28.0,11.0,49.0,19.0,54.0,111.0,91.0,2.0,94.0,43.0,6.0,38.0,10.0,38.0,88.0,510,13.0,5.0,0.6385542168674698,0.7910447761194029,,,,0.46368715083798884,0.6052631578947368,0.53125,0.4585635359116022,0.6052631578947368,0.5230769230769231,0.4911504424778761,0.5816326530612245,0.5301204819277109,0.011049723756906077,0.12849162011173185,0.16666666666666666,17.01732673267327,0.42857142857142855,0.16600790513833993,0.08893709327548807,0.09248554913294797,0.14727540500736377,0.09351432880844646,0.10869565217391304,0.06989247311827956,0.18090452261306533,0.05263157894736842,0.4972375690607735,0.6222222222222222,0.7466666666666667,0.2265193370165746,0.26519337016574585,0.3541666666666667,0.3541666666666667,0.8823529411764706,0.011049723756906077,,,,0.631578947368421,0.75,0.49230769230769234,0.6875,0.015384615384615385,0.5082872928176796,,0.4932050279329609,0.4956033333333334,0.500221875,0.19545454545454546,0.19724770642201836,0.25675675675675674,0.3963963963963964,7.4988826815642415,66.75,0.36350677120456165,10.0,2.0,2.0,6.0,21.0,1.0,4.0,3.0,23.0,15.0,8.0,3.0,3.0,3.0,5.0,4.0,12.0,12.0,3.0,17.0,5.0,4.0,28.0,24.0,1.0,1.0,1.0,2.0,0.1951219512195122,0.10526315789473684,0.017857142857142856,0.10396039603960396,0.0948905109489051,0.09333333333333334,0.1346153846153846,0.17123287671232876,0.14285714285714285,0.11206896551724138,0.041666666666666664,0.631578947368421,0.6071428571428571,0.24390243902439024,0.30303030303030304,0.4,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201571,1610612754,D.J. Augustin,D.J. Augustin,201571,IND,39778.0,663.0,-8.0,1241,1243.0,431,385.0,166.0,2484,10.0,21.0,1.0,2.0,2.0,5.0,14.0,7.0,15.0,24.0,74.0,24.0,18.0,50.0,36.0,102.0,53.0,197.0,1258.0,1.0,3.0,,14.0,5.0,14.0,29.0,28.0,59.0,12.0,24.0,93.0,,72.0,24.0,8.0,51.0,25.0,76.0,15.0,26.0,177.0,7.0,12.0,29.0,42.0,11.0,53.0,21.0,6.0,13.0,11.0,8.0,32.0,8.0,10.0,29.0,40.0,2.0,63.0,16.0,11.0,2.0,1.0,2.0,53.0,420,3.0,5.0,0.3333333333333333,0.3333333333333333,0.8611111111111112,0.35294117647058826,0.36,0.36,0.3333333333333333,0.35714285714285715,0.47368421052631576,0.5833333333333334,0.36046511627906974,0.5337078651685393,0.5833333333333334,0.5,0.6710526315789473,0.16,0.14285714285714285,14.51388888888889,0.65625,0.059670781893004114,0.016786570743405275,0.08450704225352113,0.06528662420382166,0.01824212271973466,0.02702702702702703,0.012987012987012988,0.0918918918918919,0.13333333333333333,0.13815789473684212,0.47619047619047616,0.5555555555555556,0.09210526315789473,0.09868421052631579,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.4868421052631579,0.32432432432432434,0.3333333333333333,0.7916666666666666,0.16666666666666666,0.5,0.11627906976744186,0.4,0.5581395348837209,0.8092105263157895,0.3333333333333333,0.5213639455782313,0.5361333333333332,0.49530394736842104,0.09580838323353294,0.24615384615384617,0.07106598984771574,0.29949238578680204,8.712,26.17745098039216,0.34730056406124094,1.0,2.0,10.0,17.0,4.0,,1.0,2.0,12.0,8.0,4.0,1.0,,2.0,1.0,2.0,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,0.35714285714285715,0.038461538461538464,,0.021505376344086023,0.013157894736842105,0.022058823529411766,0.02,0.057692307692307696,0.020689655172413793,0.061855670103092786,0.024691358024691357,0.5,0.3,0.07142857142857142,0.1111111111111111,1.0,1.0,12.0,28.0,1.0,3.0,2.0,5.0,3.0,6.0,5.0,4.0,9.0,7.0,15.0,2.0,8.0,1.0,1.0,10.0,0.4444444444444444,0.2413793103448276,0.0196078431372549,0.02702702702702703,0.18421052631578946,0.42857142857142855,0.42857142857142855,1.0,0.25,0.3333333333333333,1.0,0.5,0.5,1.0,0.11627906976744186,0.4,0.20833333333333334,,,,,,,,,,True
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,50144.0,836.0,30.0,1549,1553.0,535,399.0,246.0,3102,70.0,131.0,29.0,55.0,22.0,38.0,44.0,14.0,49.0,,3.0,3.0,99.0,224.0,,3.0,130.0,328.0,1572.0,31.0,63.0,37.0,99.0,29.0,65.0,3.0,49.0,107.0,96.0,102.0,,50.0,3.0,,36.0,20.0,6.0,26.0,6.0,3.0,58.0,80.0,29.0,92.0,129.0,105.0,234.0,16.0,2.0,3.0,25.0,13.0,41.0,14.0,25.0,89.0,135.0,1.0,177.0,77.0,17.0,9.0,3.0,9.0,102.0,522,14.0,9.0,0.48484848484848486,0.6486486486486487,,,,0.4419642857142857,0.49206349206349204,0.4461538461538462,0.43612334801762115,0.47692307692307695,0.4264705882352941,0.5273311897106109,0.5625,0.535,0.013215859030837005,0.16071428571428573,0.20610687022900764,18.83047210300429,0.3902439024390244,0.14580031695721077,0.1415929203539823,0.1676300578034682,0.15049751243781095,0.1276595744680851,0.14772727272727273,0.08173076923076923,0.1459227467811159,0.21951219512195122,0.5770925110132159,0.5343511450381679,0.6730769230769231,0.19383259911894274,0.21585903083700442,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.013215859030837005,,,,0.8461538461538461,0.5272727272727272,0.5588235294117647,0.5789473684210527,0.04411764705882353,0.5903083700440529,,0.5209592920353981,0.549637037037037,0.5327447761194031,0.2619047619047619,0.2646048109965636,0.3018292682926829,0.32621951219512196,6.093303571428572,30.233333333333334,0.34538411878631375,15.0,,,12.0,22.0,3.0,8.0,16.0,19.0,5.0,14.0,4.0,6.0,5.0,2.0,3.0,17.0,5.0,5.0,13.0,5.0,10.0,6.0,7.0,,1.0,1.0,,0.20454545454545456,0.1951219512195122,0.05172413793103448,0.09401709401709402,0.20441988950276244,0.08875739644970414,0.1076923076923077,0.15463917525773196,0.13725490196078433,0.15151515151515152,0.1839080459770115,0.7777777777777778,0.45714285714285713,0.3409090909090909,0.42857142857142855,0.3333333333333333,0.06896551724137931,,,,,,,,2.0,,,2.0,,,,5.0,1.0,,,,,,,,,,,,,,0.03076923076923077,,,,,,,,,,,,,,,True
202331,1610612754,Paul George,Paul George,202331,IND,178319.0,2972.0,367.0,5559,5580.0,1765,1384.0,740.0,11139,184.0,310.0,24.0,45.0,57.0,97.0,146.0,92.0,251.0,119.0,347.0,111.0,323.0,707.0,170.0,469.0,221.0,1377.0,5554.0,36.0,78.0,20.0,128.0,87.0,200.0,151.0,115.0,436.0,284.0,362.0,426.0,28.0,343.0,119.0,73.0,245.0,82.0,327.0,56.0,52.0,736.0,57.0,117.0,354.0,515.0,88.0,603.0,129.0,47.0,83.0,104.0,46.0,233.0,79.0,96.0,227.0,251.0,11.0,274.0,103.0,36.0,50.0,11.0,51.0,428.0,1743,24.0,27.0,0.43962848297213625,0.459546925566343,0.8352941176470589,0.3624733475479744,0.3655913978494624,0.45685997171145687,0.46153846153846156,0.435,0.4914965986394558,0.4251968503937008,0.45726495726495725,0.5289799072642968,0.463768115942029,0.5242718446601942,0.39880952380952384,0.10325318246110325,0.15806451612903225,23.581258698005257,0.5536480686695279,0.15747330960854092,0.02923076923076923,0.185126582278481,0.16354166666666667,0.0309932785660941,0.03687943262411347,0.0144,0.2,0.15846994535519127,0.26360544217687076,0.5935483870967742,0.7049808429118773,0.12414965986394558,0.21343537414965985,0.3665338645418327,0.3724696356275304,0.29347826086956524,0.2950680272108844,0.34293948126801155,0.34492753623188405,0.7815126050420168,0.3543307086614173,0.5333333333333333,0.27635327635327633,0.5876288659793815,0.3162393162393162,0.6624149659863946,0.3469387755102041,0.5236763247863248,0.5176984536082475,0.5143812138728324,0.08585055643879173,0.13104325699745548,0.09295570079883805,0.3166303558460421,8.861244695898161,25.510021321961617,0.3175031480482101,47.0,4.0,26.0,139.0,26.0,5.0,44.0,24.0,143.0,91.0,52.0,11.0,10.0,16.0,9.0,14.0,10.0,13.0,5.0,3.0,8.0,24.0,35.0,28.0,4.0,,,,0.136986301369863,0.34108527131782945,0.03067484662576687,0.03571428571428571,0.035483870967741936,0.034026465028355386,0.04020100502512563,0.12058823529411765,0.1390922401171303,0.19599109131403117,0.04060913705583756,0.5490196078431373,0.5543478260869565,0.3219178082191781,0.373015873015873,0.2765957446808511,0.20833333333333334,51.0,122.0,5.0,15.0,14.0,40.0,7.0,34.0,35.0,12.0,49.0,49.0,84.0,4.0,54.0,3.0,,9.0,0.24489795918367346,0.32450331125827814,0.008528784648187633,0.005763688760806916,0.10374149659863946,0.4180327868852459,0.425,0.9607843137254902,0.11811023622047244,0.3333333333333333,1.0,0.2677165354330709,0.20588235294117646,1.0,0.11396011396011396,0.35,0.3153153153153153,2.0,5.0,1.0,1.0,4.0,0.01593625498007968,0.01639344262295082,0.01059322033898305,,True
2561,1610612754,David West,David West,2561,IND,127597.0,2127.0,387.0,4007,4020.0,1264,1012.0,499.0,8027,150.0,241.0,39.0,63.0,45.0,73.0,339.0,127.0,267.0,3.0,15.0,9.0,431.0,847.0,4.0,18.0,208.0,1082.0,3964.0,61.0,108.0,21.0,143.0,138.0,250.0,9.0,99.0,378.0,554.0,308.0,6.0,66.0,14.0,3.0,54.0,125.0,64.0,189.0,43.0,17.0,442.0,88.0,62.0,278.0,359.0,124.0,483.0,66.0,25.0,30.0,62.0,36.0,128.0,40.0,46.0,124.0,239.0,3.0,273.0,116.0,32.0,52.0,16.0,56.0,372.0,1244,16.0,25.0,0.642691415313225,0.6959798994974874,0.5,0.2222222222222222,0.23529411764705882,0.5088547815820543,0.5648148148148148,0.552,0.5052023121387283,0.5545454545454546,0.5386100386100386,0.5459132189707366,0.5958333333333333,0.5887850467289719,0.020809248554913295,0.06375442739079103,0.1078838174273859,24.25162689804772,0.515625,0.17407639323731997,0.06340057636887608,0.13537117903930132,0.1654501216545012,0.06300053390282968,0.06844106463878327,0.046228710462287104,0.1731066460587326,0.18439716312056736,0.2786127167630058,0.6224066390041494,0.6976744186046512,0.3919075144508671,0.3086705202312139,0.4756554307116105,0.4810606060606061,0.8110236220472441,0.017341040462427744,0.2,0.2,0.3333333333333333,0.5727272727272728,0.6190476190476191,0.28185328185328185,0.6164383561643836,0.03474903474903475,0.2994219653179191,0.21428571428571427,0.4499439745075319,0.4998505617977528,0.44540369649805456,0.12095933263816476,0.12327311370882041,0.1321626617375231,0.34935304990757854,9.42951593860685,28.71111111111111,0.31544796605939607,154.0,1.0,21.0,87.0,30.0,6.0,19.0,21.0,65.0,38.0,27.0,6.0,4.0,14.0,2.0,5.0,17.0,15.0,,9.0,5.0,22.0,31.0,34.0,,,3.0,9.0,0.07374631268436578,0.2159090909090909,0.05357142857142857,0.061855670103092786,0.07317073170731707,0.04597701149425287,0.10218978102189781,0.15670103092783505,0.1935483870967742,0.11356466876971609,0.05660377358490566,0.6071428571428571,0.64,0.45427728613569324,0.49044585987261147,0.5064935064935064,0.1282051282051282,1.0,3.0,,,,,,2.0,1.0,,2.0,1.0,6.0,,21.0,2.0,,,,0.1111111111111111,,,0.003468208092485549,0.3333333333333333,0.3333333333333333,1.0,,,,0.01818181818181818,,,,,0.1111111111111111,,,4.0,3.0,5.0,0.011235955056179775,,,1.0,True
201588,1610612754,George Hill,George Hill,201588,IND,138744.0,2312.0,382.0,4328,4339.0,1337,1022.0,580.0,8667,107.0,158.0,14.0,26.0,28.0,49.0,136.0,61.0,152.0,97.0,237.0,84.0,224.0,446.0,118.0,308.0,149.0,951.0,4315.0,28.0,51.0,4.0,96.0,67.0,151.0,105.0,81.0,323.0,140.0,308.0,264.0,18.0,232.0,97.0,24.0,231.0,67.0,298.0,43.0,80.0,663.0,30.0,47.0,148.0,200.0,41.0,241.0,58.0,16.0,45.0,43.0,13.0,101.0,30.0,44.0,116.0,171.0,8.0,182.0,57.0,30.0,22.0,12.0,23.0,312.0,1320,11.0,22.0,0.3125,0.32558139534883723,0.7457627118644068,0.38311688311688313,0.38943894389438943,0.5022421524663677,0.5490196078431373,0.44370860927152317,0.5318302387267905,0.5897435897435898,0.47265625,0.5643203883495146,0.6,0.525,0.40848806366047746,0.053811659192825115,0.08860759493670886,18.32242712671029,0.5742574257425742,0.08409090909090909,0.019569471624266144,0.09690721649484536,0.08685968819599109,0.019683149303888623,0.020066889632107024,0.01279317697228145,0.10709117221418235,0.051094890510948905,0.20954907161803712,0.6772151898734177,0.7430555555555556,0.18037135278514588,0.20159151193633953,0.40131578947368424,0.40397350993377484,0.16393442622950818,0.31432360742705573,0.4092827004219409,0.4092827004219409,0.7010309278350515,0.3333333333333333,0.5384615384615384,0.19140625,0.5714285714285714,0.328125,0.6180371352785146,0.41810344827586204,0.5034777406417111,0.5090515873015872,0.4836685258964143,0.0743073047858942,0.11752577319587629,0.10094637223974763,0.33964248159831756,9.523766816143498,25.775324675324676,0.30891866913123844,56.0,5.0,24.0,95.0,11.0,,5.0,12.0,75.0,55.0,20.0,6.0,5.0,2.0,3.0,4.0,3.0,6.0,2.0,4.0,17.0,18.0,10.0,20.0,,,,,0.0661764705882353,0.04854368932038835,,0.02,0.02575107296137339,0.015384615384615385,0.03125,0.06857142857142857,0.06985294117647059,0.11494252873563218,0.03208556149732621,0.8695652173913043,0.4766355140186916,0.4117647058823529,0.4409448818897638,0.16071428571428573,0.2857142857142857,21.0,71.0,1.0,5.0,6.0,21.0,11.0,22.0,30.0,12.0,27.0,36.0,90.0,1.0,56.0,2.0,1.0,23.0,0.4444444444444444,0.34285714285714286,0.003246753246753247,,0.09416445623342175,0.29577464788732394,0.3,0.9523809523809523,0.0641025641025641,0.2,1.0,0.28205128205128205,0.5,1.0,0.08203125,0.2857142857142857,0.35714285714285715,1.0,2.0,1.0,,,0.006578947368421052,0.014084507042253521,0.006472491909385114,1.0,True
201965,1610612754,Jeff Ayres,Jeff Ayres,201965,IND,10100.0,168.0,30.0,323,323.0,124,118.0,38.0,646,11.0,15.0,2.0,3.0,,1.0,6.0,9.0,24.0,1.0,1.0,1.0,23.0,45.0,1.0,1.0,8.0,57.0,320.0,3.0,6.0,,6.0,3.0,6.0,1.0,7.0,16.0,36.0,10.0,3.0,4.0,1.0,1.0,3.0,6.0,3.0,9.0,3.0,,21.0,7.0,7.0,19.0,27.0,12.0,39.0,11.0,1.0,9.0,2.0,2.0,13.0,6.0,12.0,21.0,10.0,,9.0,2.0,3.0,6.0,1.0,6.0,16.0,123,4.0,2.0,0.782608695652174,0.8571428571428571,1.0,1.0,1.0,0.5111111111111111,0.5,0.5,0.532608695652174,0.5,0.6428571428571429,0.57,0.5,0.7272727272727273,0.021739130434782608,0.06666666666666667,0.13333333333333333,17.166212534059945,0.8461538461538461,0.1484375,0.08433734939759036,0.1320754716981132,0.143646408839779,0.08823529411764706,0.125,0.06060606060606061,0.21739130434782608,,0.32608695652173914,0.7333333333333333,0.8461538461538461,0.13043478260869565,0.5217391304347826,0.375,0.375,1.0,0.021739130434782608,1.0,1.0,1.0,0.5,0.6666666666666666,0.14285714285714285,,0.14285714285714285,0.34782608695652173,1.0,0.4789586956521739,0.5010600000000001,0.4212428571428571,0.0425531914893617,0.043478260869565216,0.10526315789473684,0.2807017543859649,11.193333333333337,25.9,0.38390092879256965,3.0,,,2.0,5.0,,1.0,2.0,2.0,2.0,,1.0,,1.0,3.0,,1.0,,2.0,1.0,,1.0,3.0,2.0,,,,1.0,0.16666666666666666,0.2,,0.09433962264150944,0.07692307692307693,0.06818181818181818,0.2222222222222222,0.11904761904761904,0.1,0.175,0.1111111111111111,0.3333333333333333,0.6363636363636364,0.5,0.6,0.6666666666666666,,,,,,,,,,1.0,,,1.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,True
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,122697.0,2045.0,320.0,3815,3815.0,1074,778.0,521.0,7630,167.0,336.0,79.0,180.0,42.0,87.0,358.0,38.0,89.0,,2.0,2.0,350.0,783.0,1.0,4.0,151.0,854.0,3783.0,89.0,211.0,36.0,214.0,87.0,181.0,3.0,64.0,238.0,372.0,328.0,3.0,152.0,1.0,,83.0,74.0,31.0,105.0,21.0,9.0,241.0,223.0,61.0,250.0,327.0,264.0,591.0,58.0,12.0,28.0,83.0,30.0,141.0,39.0,159.0,259.0,224.0,3.0,201.0,84.0,26.0,187.0,60.0,187.0,238.0,1066,16.0,24.0,0.5314285714285715,0.6788321167883211,1.0,0.25,0.3333333333333333,0.44699872286079184,0.4218009478672986,0.48066298342541436,0.44663278271918677,0.4218009478672986,0.47282608695652173,0.4857792946530148,0.4592274678111588,0.5384615384615384,0.005082592121982211,0.10600255427841634,0.15178571428571427,22.857783759533422,0.41134751773049644,0.15375153751537515,0.15894511760513186,0.1506172839506173,0.1531265386509109,0.13761955366631243,0.152014652014652,0.0948905109489051,0.14108527131782947,0.19130434782608696,0.4269377382465057,0.49702380952380953,0.5859649122807018,0.4548919949174079,0.11308767471410419,0.42696629213483145,0.42696629213483145,0.8421052631578947,0.0025412960609911056,,,,0.8530805687203792,0.4388888888888889,0.47282608695652173,0.4827586206896552,0.010869565217391304,0.4320203303684879,,0.4734165394402035,0.5473757731958763,0.4800549180327869,0.0984759671746776,0.0989399293286219,0.2505854800936768,0.2786885245901639,6.2185185185185174,31.9,0.2815203145478375,145.0,1.0,10.0,53.0,36.0,5.0,16.0,50.0,37.0,18.0,19.0,4.0,13.0,18.0,3.0,11.0,22.0,32.0,2.0,27.0,4.0,18.0,122.0,117.0,6.0,2.0,5.0,5.0,0.0893854748603352,0.18604651162790697,0.05434782608695652,0.07515657620041753,0.226457399103139,0.06086956521739131,0.11194029850746269,0.14344262295081966,0.18052738336713997,0.13448275862068965,0.14326647564469913,0.6256684491978609,0.47305389221556887,0.40502793296089384,0.4447852760736196,0.5172413793103449,0.0379746835443038,1.0,2.0,,,,1.0,,,,,,,,,12.0,1.0,,,,,,,0.0025412960609911056,0.5,0.5,1.0,,,,,,,0.005434782608695652,,,,,,,5.0,,,,,True
101123,1610612754,Gerald Green,Gerald Green,101123,IND,28298.0,472.0,,874,889.0,197,208.0,122.0,1763,19.0,30.0,2.0,5.0,4.0,4.0,15.0,11.0,36.0,16.0,54.0,12.0,34.0,81.0,21.0,71.0,21.0,152.0,862.0,7.0,17.0,2.0,19.0,7.0,15.0,16.0,9.0,32.0,36.0,32.0,60.0,4.0,54.0,16.0,5.0,12.0,4.0,16.0,4.0,4.0,36.0,8.0,15.0,31.0,46.0,14.0,60.0,11.0,3.0,9.0,12.0,2.0,23.0,4.0,14.0,28.0,19.0,1.0,28.0,9.0,5.0,8.0,2.0,8.0,29.0,195,,1.0,0.5294117647058824,0.5625,0.9523809523809523,0.29577464788732394,0.29577464788732394,0.41975308641975306,0.4117647058823529,0.4666666666666667,0.4309210526315789,0.34,0.3709677419354839,0.4578313253012048,0.36538461538461536,0.4444444444444444,0.46710526315789475,0.06172839506172839,0.1,18.27852998065764,0.4782608695652174,0.08136482939632546,0.02416918429003021,0.15463917525773196,0.09623430962343096,0.028384279475982533,0.02040816326530612,0.026785714285714284,0.10967741935483871,0.14814814814814814,0.19736842105263158,0.6333333333333333,0.7037037037037037,0.09868421052631579,0.23684210526315788,0.3055555555555556,0.3055555555555556,0.5454545454545454,0.35526315789473684,0.2962962962962963,0.2962962962962963,0.9375,0.2,0.4,0.12903225806451613,1.0,0.3870967741935484,0.6644736842105263,0.2962962962962963,0.5208457236842106,0.494663888888889,0.5178129032258064,0.055900621118012424,0.1,0.125,0.21052631578947367,10.17530864197531,25.369014084507043,0.22540045766590389,4.0,,,7.0,5.0,1.0,,2.0,7.0,6.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,3.0,,4.0,4.0,1.0,,1.0,,0.13333333333333333,,0.03571428571428571,0.03937007874015748,0.024793388429752067,0.031914893617021274,0.06060606060606061,0.05,0.07547169811320754,0.15714285714285714,0.02197802197802198,0.5,0.5263157894736842,0.26666666666666666,0.3076923076923077,0.5,0.5,5.0,17.0,,2.0,1.0,4.0,1.0,6.0,2.0,1.0,8.0,3.0,3.0,,1.0,3.0,,,0.125,0.1875,,,0.1118421052631579,0.29411764705882354,0.29411764705882354,1.0,0.08,,,0.24,0.16666666666666666,1.0,0.12903225806451613,0.25,0.16666666666666666,,,,,2.0,,,,,True
