EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,LongMidRangePctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,Clear Path Fouls,Blocked3s,BlockedArc3,3SecondViolations,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,on,Corner3PctBlocked,HeaveMakes,BlockedCorner3,OffensiveGoaltends
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,21326.0,355,-5,702,703,166.0,212,82.0,1405,28.0,43.0,9.0,15.0,10.0,13.0,6.0,22.0,14.0,43.0,1.0,5.0,1.0,1.0,1.0,17.0,32.0,1.0,3.0,1.0,6.0,48.0,108.0,18.0,37.0,24.0,174.0,770,11.0,22.0,2.0,4.0,6.0,34.0,11.0,25.0,1.0,7.0,7.0,32.0,70.0,26.0,54.0,20.0,1.0,31.0,17.0,3.0,18.0,8.0,26.0,5.0,3.0,10.0,2.0,6.0,60.0,3.0,24.0,1.0,24.0,46.0,7.0,77,28.0,105,4.0,15.0,11.0,4.0,5.0,2.0,4.0,7.0,1.0,2.0,12.0,2.0,5.0,23.0,5.0,42,3.0,3.0,37.0,3.0,7.0,7.0,26.0,3.0,12.0,3.0,8.0,8.0,8.0,5.0,3.0,32.0,163.0,3.0,2.0,0.7291666666666666,0.9210526315789473,1.0,0.4864864864864865,0.5,0.14285714285714285,0.5,0.4444444444444444,0.5,0.44,0.5172413793103449,0.5384615384615384,0.390625,0.554140127388535,0.5862068965517241,0.45714285714285713,0.25517241379310346,0.027777777777777776,0.046511627906976744,0.045454545454545456,20.947630922693268,0.4166666666666667,0.3684210526315789,0.09090909090909091,0.2026431718061674,0.09375,0.3380281690140845,0.036585365853658534,0.2348993288590604,0.07988165680473373,0.13636363636363635,0.05555555555555555,0.08333333333333333,0.04918032786885246,0.17894736842105263,0.12903225806451613,0.3,0.3137254901960784,0.4,0.05714285714285714,0.625,0.296551724137931,0.6511627906976745,0.6829268292682927,0.6428571428571429,0.15172413793103448,0.2727272727272727,0.2857142857142857,0.5,0.296551724137931,0.32558139534883723,0.32558139534883723,1.0,0.034482758620689655,0.2,0.2,1.0,0.2206896551724138,0.53125,0.53125,1.0,0.5769230769230769,0.6,0.1111111111111111,0.038461538461538464,1.0,1.0,0.11538461538461539,0.3333333333333333,1.0,0.40625,0.7692307692307693,0.03125,0.1875,0.16666666666666666,0.5517241379310345,0.5483870967741935,0.5000850694444443,0.5296545454545455,0.48483387096774194,0.07792207792207792,0.10256410256410256,0.19540229885057472,0.1839080459770115,9.764814814814812,26.54594594594595,0.23646723646723647,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101145,1610612749,Monta Ellis,Monta Ellis,101145,MIL,49343.0,822,-18,1608,1623,352.0,497,191.0,3231,87.0,139.0,6.0,9.0,21.0,38.0,23.0,68.0,48.0,126.0,7.0,20.0,,3.0,6.0,17.0,74.0,1.0,4.0,6.0,28.0,158.0,333.0,24.0,94.0,96.0,484.0,1708,10.0,22.0,1.0,7.0,4.0,27.0,36.0,78.0,8.0,34.0,33.0,129.0,102.0,214.0,51.0,4.0,4.0,70.0,17.0,15.0,92.0,36.0,128.0,24.0,12.0,53.0,24.0,15.0,292.0,1.0,10.0,,24.0,48.0,10.0,82,11.0,93,2.0,53.0,25.0,28.0,44.0,8.0,38.0,17.0,6.0,2.0,61.0,4.0,12.0,27.0,2.0,45,,1.0,105.0,1.0,2.0,9.0,120.0,12.0,53.0,10.0,6.0,1.0,6.0,1.0,1.0,123.0,344.0,3.0,6.0,0.3227848101265823,0.3269230769230769,0.7083333333333334,0.2553191489361702,0.14285714285714285,0.23529411764705882,0.26666666666666666,0.4744744744744745,0.45454545454545453,0.46153846153846156,0.45433255269320844,0.39655172413793105,0.42857142857142855,0.5031315240083507,0.4090909090909091,0.49230769230769234,0.22014051522248243,0.04504504504504504,0.07913669064748201,0.04411764705882353,29.22077922077922,0.7213114754098361,0.16666666666666666,,0.0900562851782364,0.016863406408094434,0.11764705882352941,0.005025125628140704,0.09769335142469471,0.013888888888888888,0.020833333333333332,0.011627906976744186,0.017467248908296942,0.006993006993006993,0.06451612903225806,0.08108108108108109,0.13095238095238096,0.13138686131386862,0.08955223880597014,0.009389671361502348,0.16666666666666666,0.3255269320843091,0.6258992805755396,0.6796875,0.3563218390804598,0.1592505854800937,0.3382352941176471,0.35384615384615387,0.17391304347826086,0.29508196721311475,0.38095238095238093,0.384,0.3333333333333333,0.0468384074941452,0.35,0.35,1.0,0.17330210772833723,0.22972972972972974,0.22972972972972974,0.5882352941176471,0.3103448275862069,0.6666666666666666,0.5,0.10344827586206896,,,0.13793103448275862,0.25,1.0,0.3392857142857143,0.5526315789473685,0.05357142857142857,0.25,0.21428571428571427,0.5456674473067916,0.24285714285714285,0.51131172985782,0.4974785714285714,0.5065555555555555,0.11513859275053305,0.14171122994652408,0.05578512396694215,0.2665289256198347,8.906606606606609,26.235106382978717,0.21890547263681592,2.0,21.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,0.007936507936507936,0.3333333333333333,0.010526315789473684,,,,,,,,,,,,True,,,,
200755,1610612749,JJ Redick,JJ Redick,200755,MIL,18029.0,300,-7,580,590,124.0,151,71.0,1170,7.0,16.0,1.0,1.0,4.0,4.0,5.0,13.0,17.0,34.0,4.0,11.0,1.0,2.0,4.0,15.0,47.0,,4.0,2.0,8.0,29.0,63.0,19.0,58.0,14.0,129.0,635,3.0,3.0,1.0,6.0,,9.0,7.0,10.0,3.0,12.0,6.0,29.0,46.0,12.0,51.0,,,47.0,15.0,2.0,21.0,10.0,31.0,6.0,4.0,12.0,6.0,3.0,72.0,,5.0,,7.0,14.0,2.0,23,5.0,28,2.0,2.0,2.0,,10.0,,6.0,2.0,4.0,,12.0,,,7.0,,16,,,20.0,,,1.0,15.0,,3.0,2.0,1.0,,1.0,1.0,,29.0,124.0,1.0,2.0,0.7931034482758621,0.7931034482758621,0.8947368421052632,0.3275862068965517,0.16666666666666666,0.25,0.3275862068965517,0.4603174603174603,1.0,0.7,0.47520661157024796,0.5,0.5227272727272727,0.5,0.5,0.58,0.4793388429752066,0.031746031746031744,0.0625,0.07692307692307693,20.746268656716417,0.8333333333333334,0.08333333333333333,,0.07291666666666667,0.025252525252525252,0.09722222222222222,,0.07954545454545454,0.017006802721088437,0.0125,0.01818181818181818,0.047619047619047616,,0.012345679012345678,0.11764705882352941,0.11666666666666667,0.08163265306122448,0.13043478260869565,0.030303030303030304,1.0,0.1322314049586777,0.4375,0.4666666666666667,0.7142857142857143,0.10743801652892562,0.38461538461538464,0.4166666666666667,0.6,0.2809917355371901,0.5,0.5,0.8823529411764706,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.75,0.3884297520661157,0.3191489361702128,0.3191489361702128,0.9333333333333333,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,,0.4444444444444444,,,0.18181818181818182,1.0,0.18181818181818182,0.36363636363636365,0.25,0.6115702479338843,0.3191489361702128,0.504243388429752,0.5406785714285715,0.4998681818181818,0.032,0.045454545454545456,0.06976744186046512,0.2248062015503876,12.295238095238098,25.665517241379305,0.21379310344827587,1.0,6.0,1.0,,2.0,2.0,1.0,,1.0,,0.25,0.01694915254237288,1.0,,,,,,,,,,,True,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,16230.0,270,-83,524,539,99.0,139,75.0,1063,16.0,44.0,4.0,15.0,5.0,9.0,3.0,11.0,4.0,20.0,1.0,9.0,,1.0,3.0,1.0,3.0,,,,1.0,23.0,75.0,2.0,12.0,16.0,68.0,590,5.0,18.0,,1.0,2.0,12.0,8.0,19.0,1.0,4.0,3.0,22.0,30.0,16.0,6.0,4.0,,3.0,1.0,11.0,9.0,5.0,14.0,4.0,1.0,6.0,,3.0,33.0,5.0,17.0,,4.0,26.0,1.0,31,22.0,53,4.0,5.0,2.0,3.0,7.0,1.0,5.0,5.0,2.0,,12.0,,2.0,10.0,1.0,19,1.0,,21.0,,,,27.0,1.0,12.0,2.0,2.0,,2.0,2.0,,22.0,97.0,,2.0,0.6521739130434783,0.7142857142857143,1.0,0.16666666666666666,,0.25,0.16666666666666666,0.30666666666666664,0.2777777777777778,0.42105263157894735,0.2988505747126437,0.2631578947368421,0.41304347826086957,0.34,0.2857142857142857,0.4074074074074074,0.13793103448275862,0.14666666666666667,0.1590909090909091,0.36363636363636365,18.035426731078903,0.5833333333333334,0.0625,,0.14130434782608695,0.07657657657657657,0.07017543859649122,0.0684931506849315,0.12448132780082988,0.07457627118644068,0.1125,0.09803921568627451,0.03296703296703297,0.06521739130434782,0.16455696202531644,0.17647058823529413,0.07407407407407407,0.08823529411764706,0.043478260869565216,0.08,1.0,0.5057471264367817,0.36363636363636365,0.43243243243243246,0.5,0.12643678160919541,0.2727272727272727,0.42857142857142855,1.0,0.22988505747126436,0.2,0.2,1.0,0.10344827586206896,0.1111111111111111,0.1111111111111111,1.0,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.7894736842105263,0.26666666666666666,0.25,0.05263157894736842,,,,,,0.391304347826087,0.5555555555555556,0.13043478260869565,0.043478260869565216,,0.6436781609195402,0.3333333333333333,0.5295752873563219,0.5657411764705883,0.5066934782608696,0.12244897959183673,0.13953488372093023,0.17647058823529413,0.3235294117647059,6.458666666666667,23.75,0.18893129770992367,1.0,,2.0,1.0,,,,,2.0,,0.3333333333333333,,1.0,0.07407407407407407,,,,,,,,,,True,,,,
202327,1610612749,Ekpe Udoh,Ekpe Udoh,202327,MIL,78733.0,1312,-52,2543,2557,499.0,671,313.0,5100,70.0,128.0,25.0,53.0,13.0,27.0,31.0,100.0,16.0,40.0,,,,,,,1.0,,,,1.0,117.0,268.0,,1.0,89.0,323.0,2639,34.0,72.0,,,12.0,80.0,22.0,52.0,,1.0,26.0,70.0,144.0,90.0,,34.0,,1.0,,24.0,32.0,11.0,43.0,8.0,3.0,10.0,9.0,13.0,97.0,26.0,86.0,1.0,34.0,91.0,13.0,138,113.0,251,13.0,39.0,22.0,17.0,19.0,5.0,7.0,24.0,12.0,4.0,43.0,3.0,5.0,88.0,1.0,139,4.0,11.0,97.0,2.0,16.0,3.0,119.0,10.0,55.0,10.0,84.0,60.0,85.0,47.0,1.0,70.0,490.0,11.0,8.0,0.6153846153846154,0.72,,,,,,0.43656716417910446,0.4722222222222222,0.4230769230769231,0.4349442379182156,0.4722222222222222,0.41509433962264153,0.4984567901234568,0.4878048780487805,0.5,0.0037174721189591076,0.08955223880597014,0.1328125,0.06,12.457454050374405,0.4418604651162791,0.14444444444444443,0.016129032258064516,0.10305775764439411,0.08911917098445596,0.10828025477707007,0.08074534161490683,0.10442773600668337,0.08702408702408702,0.1111111111111111,0.08303249097472924,0.07323943661971831,0.07883817427385892,0.08943089430894309,0.11353711790393013,0.11228070175438597,0.10426540284360189,0.11650485436893204,0.10317460317460317,0.5529411764705883,0.4758364312267658,0.546875,0.6306306306306306,0.6,0.37174721189591076,0.31,0.32978723404255317,0.5161290322580645,0.14869888475836432,0.4,0.41025641025641024,0.875,,,,,0.0037174721189591076,,,,0.7361111111111112,0.4716981132075472,0.16,,,,,,,0.5094339622641509,0.48148148148148145,,0.018867924528301886,,0.4795539033457249,,0.5043850746268658,0.5759875000000001,0.5237461538461539,0.1751592356687898,0.1757188498402556,0.2476780185758514,0.21671826625386997,6.027985074626866,39.4,0.19622493118364137,,,2.0,1.0,3.0,,,3.0,21.0,0.025,,,,0.08641975308641975,1.0,1.0,1.0,1.0,,,,,,True,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,48005.0,800,-129,1560,1563,269.0,373,194.0,3123,33.0,92.0,2.0,9.0,8.0,16.0,19.0,53.0,28.0,85.0,5.0,18.0,1.0,3.0,4.0,36.0,108.0,2.0,6.0,7.0,24.0,80.0,230.0,41.0,126.0,59.0,342.0,1665,9.0,22.0,3.0,9.0,7.0,34.0,17.0,38.0,8.0,28.0,15.0,73.0,36.0,124.0,69.0,2.0,2.0,106.0,36.0,15.0,95.0,35.0,130.0,23.0,12.0,44.0,14.0,37.0,295.0,4.0,12.0,,19.0,40.0,,59,16.0,75,4.0,36.0,26.0,10.0,39.0,11.0,26.0,26.0,13.0,4.0,65.0,5.0,7.0,17.0,2.0,46,,4.0,65.0,,,12.0,71.0,7.0,24.0,9.0,3.0,,3.0,1.0,,65.0,261.0,5.0,2.0,0.225,0.22784810126582278,0.5609756097560976,0.3253968253968254,0.3333333333333333,0.2857142857142857,0.33064516129032256,0.34782608695652173,0.4090909090909091,0.4473684210526316,0.39747191011235955,0.43548387096774194,0.4393939393939394,0.4401041666666667,0.4857142857142857,0.4866666666666667,0.3539325842696629,0.06521739130434782,0.11956521739130435,0.07547169811320754,24.944320712694875,0.6,,,0.07104795737122557,0.01935483870967742,0.10734463276836158,0.020202020202020204,0.07972972972972973,0.019559902200488997,0.0091324200913242,0.018292682926829267,0.029535864978902954,0.02040816326530612,0.075,0.041379310344827586,0.0898876404494382,0.11304347826086956,0.0967741935483871,0.018604651162790697,0.3333333333333333,0.25842696629213485,0.358695652173913,0.4074074074074074,0.2727272727272727,0.14887640449438203,0.3584905660377358,0.3877551020408163,0.3157894736842105,0.23876404494382023,0.32941176470588235,0.32941176470588235,0.10714285714285714,0.05056179775280899,0.2777777777777778,0.2777777777777778,0.4,0.30337078651685395,0.3333333333333333,0.3364485981308411,0.5833333333333334,0.2903225806451613,0.2222222222222222,,0.0967741935483871,0.3333333333333333,,0.1935483870967742,0.3333333333333333,1.0,0.24242424242424243,0.5,0.06060606060606061,0.36363636363636365,0.2916666666666667,0.6123595505617978,0.33962264150943394,0.5206001412429379,0.5148865384615384,0.4964546153846153,0.072,0.09716599190283401,0.09941520467836257,0.2134502923976608,9.328260869565218,25.823809523809526,0.17243589743589743,1.0,54.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,,0.25,0.0234375,1.0,0.0196078431372549,,,,,1.0,1.0,0.007936507936507936,0.009259259259259259,,True,,,,
2399,1610612749,Mike Dunleavy,Mike Dunleavy,2399,MIL,56309.0,938,23,1817,1817,354.0,454,215.0,3634,41.0,71.0,5.0,11.0,10.0,13.0,12.0,20.0,34.0,92.0,19.0,40.0,,1.0,6.0,42.0,105.0,3.0,9.0,7.0,18.0,87.0,183.0,61.0,145.0,48.0,405.0,1866,7.0,22.0,3.0,10.0,3.0,26.0,12.0,21.0,10.0,24.0,14.0,68.0,134.0,40.0,180.0,4.0,1.0,104.0,42.0,7.0,60.0,14.0,74.0,11.0,3.0,32.0,10.0,18.0,162.0,3.0,12.0,,40.0,95.0,6.0,141,15.0,156,2.0,14.0,7.0,7.0,29.0,8.0,19.0,20.0,10.0,2.0,49.0,4.0,7.0,25.0,1.0,52,1.0,3.0,72.0,3.0,4.0,13.0,64.0,6.0,25.0,6.0,18.0,11.0,18.0,12.0,,68.0,345.0,7.0,5.0,0.7701149425287356,0.788235294117647,0.9836065573770492,0.4206896551724138,0.3,0.4166666666666667,0.4236111111111111,0.47540983606557374,0.3181818181818182,0.5714285714285714,0.5442073170731707,0.359375,0.6,0.5677966101694916,0.3787878787878788,0.6203703703703703,0.4420731707317073,0.03825136612021858,0.08450704225352113,,19.300766283524904,0.5918367346938775,0.09523809523809523,,0.15447154471544716,0.018433179723502304,0.16736401673640167,0.0125,0.15807962529274006,0.016835016835016835,0.016666666666666666,0.016304347826086956,0.022026431718061675,0.0106951871657754,0.1111111111111111,0.1518987341772152,0.2097560975609756,0.147239263803681,0.21052631578947367,0.011834319526627219,0.6666666666666666,0.21646341463414634,0.5774647887323944,0.6307692307692307,0.7317073170731707,0.06097560975609756,0.6,0.6,0.6666666666666666,0.2804878048780488,0.3695652173913043,0.37362637362637363,0.8529411764705882,0.12195121951219512,0.475,0.475,1.0,0.3201219512195122,0.4,0.4,0.9761904761904762,0.34375,0.45454545454545453,0.6,0.03125,,,0.28125,0.3333333333333333,1.0,0.28888888888888886,0.7692307692307693,0.13333333333333333,0.4,0.3888888888888889,0.6585365853658537,0.40384615384615385,0.5324639143730888,0.4993640000000001,0.5622227272727274,0.08045977011494253,0.12376237623762376,0.06419753086419754,0.16790123456790124,11.007103825136614,25.166896551724136,0.19482663731425426,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,5.0,0.010869565217391304,0.5,0.02054794520547945,2.0,0.018867924528301886,1.0,,,,,2.0,,,,True,,,,
2605,1610612749,Marquis Daniels,Marquis Daniels,2605,MIL,17528.0,292,-22,560,576,111.0,138,74.0,1136,16.0,30.0,3.0,5.0,1.0,2.0,6.0,24.0,3.0,15.0,6.0,10.0,,1.0,1.0,1.0,11.0,,3.0,,5.0,25.0,69.0,7.0,21.0,15.0,86.0,568,4.0,11.0,,4.0,,8.0,2.0,9.0,,6.0,4.0,8.0,26.0,24.0,21.0,2.0,1.0,10.0,1.0,3.0,14.0,5.0,19.0,4.0,1.0,7.0,2.0,5.0,43.0,5.0,3.0,,7.0,15.0,4.0,26,8.0,34,,15.0,11.0,4.0,8.0,2.0,6.0,6.0,2.0,1.0,14.0,,3.0,2.0,2.0,15,1.0,1.0,16.0,,1.0,2.0,19.0,3.0,9.0,2.0,4.0,3.0,4.0,2.0,,8.0,109.0,3.0,2.0,0.52,0.5416666666666666,1.0,0.3333333333333333,,,0.35,0.36231884057971014,0.36363636363636365,0.2222222222222222,0.39444444444444443,0.26666666666666666,0.13333333333333333,0.4387755102040816,0.26666666666666666,0.23529411764705882,0.23333333333333334,0.043478260869565216,0.06666666666666667,0.041666666666666664,17.151607963246555,0.5714285714285714,0.2222222222222222,,0.07317073170731707,0.012552301255230125,0.1076923076923077,0.09259259259259259,0.08148148148148149,0.027303754266211604,0.014705882352941176,0.023809523809523808,,0.13157894736842105,0.03409090909090909,0.06521739130434782,0.1267605633802817,0.175,,,0.5,0.3333333333333333,0.5333333333333333,0.5714285714285714,0.5625,0.26666666666666666,0.25,0.2608695652173913,0.5,0.16666666666666666,0.2,0.2,0.3333333333333333,0.1111111111111111,0.6,0.6,1.0,0.12222222222222222,0.09090909090909091,0.09090909090909091,1.0,0.3333333333333333,0.6,0.3333333333333333,0.06666666666666667,,,0.2,,,0.13333333333333333,0.5,0.06666666666666667,0.3333333333333333,,0.5666666666666667,0.1,0.523643820224719,0.4692961538461538,0.4764964285714286,0.09375,0.12,0.09302325581395349,0.09302325581395349,7.333333333333333,25.595238095238095,0.1982142857142857,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,True,,,,
203117,1610612749,Doron Lamb,Doron Lamb,203117,MIL,8707.0,145,30,274,272,76.0,73,29.0,546,8.0,14.0,1.0,3.0,1.0,3.0,4.0,13.0,5.0,16.0,3.0,5.0,,,3.0,,3.0,,1.0,,1.0,17.0,43.0,3.0,8.0,5.0,48.0,265,1.0,4.0,,1.0,,2.0,1.0,7.0,1.0,4.0,2.0,7.0,28.0,6.0,9.0,,1.0,2.0,,2.0,8.0,2.0,10.0,2.0,,2.0,3.0,3.0,22.0,,1.0,,,6.0,,6,1.0,7,,4.0,2.0,2.0,5.0,3.0,5.0,5.0,,,10.0,3.0,3.0,5.0,,16,1.0,1.0,7.0,,1.0,,8.0,,4.0,,,,,,,7.0,75.0,2.0,,0.8235294117647058,0.8235294117647058,1.0,0.375,,0.25,0.42857142857142855,0.3953488372093023,0.25,0.14285714285714285,0.4215686274509804,0.2,0.22727272727272727,0.43636363636363634,0.2,0.2916666666666667,0.1568627450980392,0.046511627906976744,0.14285714285714285,,20.440251572327043,0.5,,,0.05714285714285714,0.009708737864077669,,,0.045454545454545456,0.007518796992481203,0.029411764705882353,,,,0.05,0.06896551724137931,0.05555555555555555,,,,,0.27450980392156865,0.5714285714285714,0.6666666666666666,0.875,0.2549019607843137,0.3076923076923077,0.3076923076923077,0.75,0.3137254901960784,0.3125,0.3125,0.8,0.09803921568627451,0.6,0.6,1.0,0.058823529411764705,,,,0.6,0.3333333333333333,1.0,,,,0.2,,,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.09090909090909091,,0.43137254901960786,,0.4771950000000001,0.50217,0.4940909090909091,0.07272727272727272,0.0851063829787234,0.041666666666666664,0.14583333333333334,9.806976744186047,26.4625,0.2773722627737226,1.0,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,True,,,,
2757,1610612749,Beno Udrih,Beno Udrih,2757,MIL,26630.0,444,33,850,852,164.0,227,103.0,1702,14.0,23.0,1.0,3.0,,1.0,21.0,37.0,38.0,68.0,5.0,13.0,2.0,4.0,4.0,6.0,20.0,2.0,3.0,1.0,6.0,73.0,128.0,11.0,33.0,14.0,193.0,817,5.0,14.0,4.0,7.0,1.0,23.0,9.0,16.0,2.0,10.0,3.0,27.0,80.0,66.0,27.0,2.0,1.0,19.0,6.0,4.0,60.0,23.0,83.0,17.0,6.0,32.0,6.0,22.0,189.0,2.0,9.0,,8.0,30.0,,38,11.0,49,4.0,10.0,4.0,6.0,24.0,7.0,21.0,11.0,3.0,1.0,35.0,1.0,5.0,10.0,,19,,,28.0,,,3.0,18.0,2.0,5.0,3.0,1.0,,2.0,1.0,,27.0,163.0,4.0,2.0,0.547945205479452,0.5555555555555556,0.8181818181818182,0.3333333333333333,0.5714285714285714,0.2,0.34375,0.5703125,0.35714285714285715,0.5625,0.5559006211180124,0.5238095238095238,0.46153846153846156,0.5688622754491018,0.5,0.46551724137931033,0.20496894409937888,0.03125,0.043478260869565216,0.02702702702702703,20.50761421319797,0.6857142857142857,,,0.09868421052631579,0.02821316614420063,0.06611570247933884,0.020618556701030927,0.08941176470588236,0.026442307692307692,0.008849557522123894,0.021739130434782608,0.05263157894736842,0.013157894736842105,0.1171875,0.0641025641025641,0.10204081632653061,0.07317073170731707,0.05128205128205128,0.05714285714285714,0.5,0.14285714285714285,0.6086956521739131,0.6363636363636364,0.5714285714285714,0.22981366459627328,0.5675675675675675,0.5833333333333334,0.42857142857142855,0.422360248447205,0.5588235294117647,0.5757575757575758,0.6052631578947368,0.08074534161490683,0.38461538461538464,0.38461538461538464,1.0,0.12422360248447205,0.3,0.3,0.6666666666666666,0.14285714285714285,0.3333333333333333,,0.19047619047619047,0.5,1.0,0.14285714285714285,0.6666666666666666,0.5,0.038461538461538464,,0.15384615384615385,0.23076923076923078,0.16666666666666666,0.34782608695652173,0.3157894736842105,0.4700168750000001,0.49762222222222224,0.43782000000000004,0.03048780487804878,0.03816793893129771,0.11917098445595854,0.13989637305699482,12.542187499999999,25.169696969696968,0.19294117647058823,1.0,6.0,3.0,,,4.0,,1.0,,0.029411764705882353,0.25,,,0.047619047619047616,,1.0,1.0,,,,,,,True,,,,
