EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,DefThreePtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefTwoPtReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,SecondChanceFG3A,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,AtRimAssists,Steals,BadPassSteals,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyArc3FGA,PtsAssisted2s,OffThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Arc3Assists,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFtPoints,LostBallSteals,LostBallOutOfBoundsTurnovers,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimAccuracy,NonShootingPenaltyNonTakeFouls,LongMidRangePctAssisted,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,ShortMidRangeAssists,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,HeaveAttempts,Clear Path Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffensiveGoaltends,DefensiveGoaltends,HeaveMakes,BlockedCorner3
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,461.0,8,1.0,16,16,9,10,1,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.5,11.76470588235294,0.3333333333333333,0.1111111111111111,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5029,0.5029,1.0,13.5,22.6,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201574,1610612758,Jason Thompson,Jason Thompson,201574,SAC,408.0,7,,15,15,12,4,3,30,1.0,,,,,3.0,,,5.0,14.0,3.0,,,4.0,,,,4.0,,,,,4.0,12,,,,,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4,,33.333333333333336,,,,,0.3333333333333333,,,,,,,0.6666666666666666,0.5364666666666666,0.5364666666666666,0.8,3.033333333333333,,0.8,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3,0.2727272727272727,0.5,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5364666666666666,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201949,1610612758,James Johnson,James Johnson,201949,SAC,790.0,13,-6.0,26,24,18,9,6,50,,,,,,3.0,,,2.0,30.0,1.0,,,,,,1.0,2.0,,,,,,18,,,,,0.3333333333333333,,0.25,,,12.121212121212121,,0.07692307692307693,,,,,,,,,,,0.4116666666666666,0.4319,,17.266666666666666,,0.6923076923076923,,,,,1.0,,1.0,2.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,2.0,1.0,0.3333333333333333,0.5,,0.5,0.5,0.5,,,,,,,,,,,0.40335,0.25,0.25,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202690,1610612758,Jimmer Fredette,Jimmer Fredette,202690,SAC,1890.0,32,-10.0,65,64,46,25,14,129,4.0,,1.0,,1.0,11.0,1.0,3.0,7.0,66.0,7.0,,1.0,2.0,3.0,,,1.0,,,,,2.0,46,1.0,0.3333333333333333,,0.3333333333333333,0.25,0.125,0.25,0.125,0.21428571428571427,19.51219512195122,,,,,0.2857142857142857,0.07142857142857142,,,,0.125,,0.42857142857142855,0.48076071428571426,0.45085,0.2857142857142857,9.981818181818182,24.400000000000002,0.7076923076923077,3.0,,,1.0,2.0,,,1.0,,1.0,,4.0,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,1.0,,,0.18181818181818182,,0.14285714285714285,,,,0.038461538461538464,0.029411764705882353,0.125,,0.125,0.21428571428571427,0.25,0.3333333333333333,,,0.5886,,,,,4.0,,2.0,,4.0,,,,0.2857142857142857,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.25,0.5,0.3333333333333333,0.5,0.14285714285714285,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202715,1610612758,Tyler Honeycutt,Tyler Honeycutt,202715,SAC,1890.0,32,-10.0,65,64,46,25,14,129,,,,,,9.0,,2.0,8.0,66.0,8.0,,2.0,6.0,,3.0,7.0,10.0,1.0,1.0,1.0,1.0,6.0,46,,,,,0.2727272727272727,0.2,0.3333333333333333,0.2727272727272727,0.18181818181818182,20.731707317073173,0.23076923076923078,0.2413793103448276,0.14285714285714285,1.0,,,,,,,,0.6363636363636364,0.507381818181818,0.4923699999999999,0.75,10.277777777777779,25.0,0.7076923076923077,5.0,1.0,4.0,,3.0,2.0,,1.0,,2.0,2.0,,,2.0,,3.0,,1.0,,5.0,,2.0,1.0,2.0,,1.0,2.0,,0.3333333333333333,,0.25,,,,0.07692307692307693,0.08823529411764706,0.125,0.09090909090909091,,0.45454545454545453,,,0.5,0.4,0.609325,,,,,4.0,1.0,2.0,1.0,5.0,4.0,0.25,0.4,0.36363636363636365,,,3.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,0.1111111111111111,0.2,,,0.6,0.75,0.18181818181818182,,,,0.5,,2.0,2.0,6.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.8,0.125,0.14285714285714285,0.2222222222222222,0.3333333333333333,1.0,0.5,0.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202326,1610612758,DeMarcus Cousins,DeMarcus Cousins,202326,SAC,238.0,4,4.0,8,8,4,8,1,16,1.0,,,,,1.0,,,4.0,8.0,,,,,,,1.0,1.0,,,,,,4,,,,,1.0,,1.0,,,22.22222222222222,,0.3333333333333333,,,1.0,,,,,,,,0.438,,,6.0,,0.5,,,,1.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,0.5,0.5,,,,1.0,2.0,,5.0,1.0,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202738,1610612758,Isaiah Thomas,Isaiah Thomas,202738,SAC,879.0,15,-11.0,32,32,17,13,4,64,,,,,,1.0,,3.0,2.0,32.0,,,2.0,,,,1.0,1.0,,,,,,17,,,,,0.25,,0.25,,0.75,13.88888888888889,,0.06666666666666667,,,,,,,,,,1.0,0.5373125,0.53055,,2.5,24.7,0.53125,1.0,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,1.0,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,0.25,,,,,,,,,,,,1.0,,2.0,1.0,0.1,,,,,1.0,,3.0,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,0.75,,,,,,,2.0,,,1.0,,1.0,,,,,,1.0,,,0.16666666666666666,,,,1.0,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101236,1610612758,Chuck Hayes,Chuck Hayes,101236,SAC,365.0,6,3.0,12,12,9,4,6,24,,,,,,,,,,11.0,,,,,,1.0,2.0,2.0,,,,,,9,,,,,,,,,,,0.25,0.2,0.5,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203080,1610612758,Thomas Robinson,Thomas Robinson,203080,SAC,1429.0,24,-11.0,49,48,37,15,13,97,4.0,,,,,11.0,,,15.0,48.0,11.0,,,15.0,,3.0,6.0,11.0,,,,,15.0,37,,,,,0.5454545454545454,0.5454545454545454,0.5357142857142857,0.5769230769230769,,24.615384615384613,0.3,0.3,,,0.36363636363636365,,,,,,,0.6363636363636364,0.5713545454545454,0.5713545454545454,1.0,3.6727272727272733,,0.7551020408163265,7.0,1.0,7.0,1.0,6.0,3.0,1.0,2.0,5.0,6.0,3.0,4.0,2.0,4.0,1.0,5.0,,1.0,,2.0,,,,3.0,1.0,4.0,6.0,3.0,0.5454545454545454,0.5,0.5454545454545454,0.5,0.625,0.2,0.2,0.14285714285714285,,0.375,,0.6363636363636364,0.25,0.5,0.5,0.6363636363636364,0.47015,0.21428571428571427,0.21428571428571427,0.3333333333333333,,,,,,,3.0,0.3,,,,,5.0,,,,,,,2.0,,,,2.0,,,0.18181818181818182,,0.5,,0.7142857142857143,0.7142857142857143,,,,,,,5.0,,8.0,,1.0,,,1.0,,,0.6666666666666666,0.8,0.5,,,0.3333333333333333,0.75,0.8,0.7142857142857143,,,,,,,1.0,3.0,2.0,1.0,0.2,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612758,Aaron Brooks,Aaron Brooks,201166,SAC,407.0,7,-5.0,13,13,13,4,4,26,,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,15.0,,1.0,1.0,4.0,3.0,1.0,2.0,2.0,,,,,4.0,13,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,20.0,0.3333333333333333,0.4,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5694,0.5694,1.0,,23.4,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,2.0,1.0,2.0,,2.0,,1.0,,1.0,2.0,,,,,,0.5,,,,,,,,,,,,,,,0.25,,,,1.0,,2.0,1.0,0.5,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
