EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Defensive 3 Seconds Violations,HeaveMakes,BlockedArc3,Clear Path Fouls,on
101162,1610612756,Marcin Gortat,Marcin Gortat,101162,PHX,78165.0,1303,-50,2525,2520,448,590,326,5045,132.0,196.0,32.0,58.0,28.0,39.0,53.0,146.0,30.0,68,2.0,1.0,1.0,215,410,2.0,51.0,481,2648,44.0,78.0,1.0,8.0,96.0,43,70,1.0,8.0,94,318,112.0,52.0,2.0,28.0,1.0,39.0,8.0,47.0,3.0,5.0,23.0,2.0,14.0,102.0,28.0,64.0,61.0,192,32.0,285,92.0,377,5.0,29.0,24.0,5.0,19.0,8.0,9.0,47.0,3.0,10.0,8.0,66.0,9.0,5.0,38.0,6.0,86,1.0,9.0,14.0,89.0,5.0,10.0,1.0,1.0,80.0,10.0,41.0,4.0,77.0,54.0,1.0,22.0,77.0,43.0,1.0,1.0,9.0,92,444,6.0,3.0,0.7395348837209302,0.8412698412698413,0.524390243902439,0.5641025641025641,0.6142857142857143,0.5218446601941747,0.5569620253164557,0.6056338028169014,0.5380313199105146,0.5783132530120482,0.6025641025641025,0.0048543689320388345,0.5,0.06829268292682927,0.09693877551020408,0.06164383561643835,0.5,17.695757157640568,0.2878787878787879,0.5079365079365079,0.21238938053097345,0.06708595387840671,0.24796747967479674,0.09722222222222222,0.22,0.07407407407407407,0.059233449477351915,0.0528169014084507,0.0835509138381201,0.08673469387755102,0.11956521739130435,0.17708333333333334,0.1891025641025641,0.26973684210526316,0.25,0.24324324324324326,0.030120481927710843,0.5584415584415584,0.47572815533980584,0.673469387755102,0.7457627118644068,0.803030303030303,0.35436893203883496,0.363013698630137,0.38686131386861317,0.5660377358490566,0.1650485436893204,0.4411764705882353,0.4411764705882353,0.7666666666666667,0.0048543689320388345,0.7341772151898734,0.5517241379310345,0.28125,0.012658227848101266,0.5492957746478874,0.717948717948718,0.014084507042253521,0.48058252427184467,0.5053990291262136,0.5486775862068967,0.5187436619718311,0.09255079006772009,0.09297052154195011,0.1995841995841996,0.19542619542619544,6.569268292682925,26.0,0.17742574257425742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200769,1610612756,Shannon Brown,Shannon Brown,200769,PHX,32140.0,536,32,1038,1033,218,262,128,2071,49.0,69.0,5.0,7.0,17.0,19.0,4.0,19.0,28.0,73,41.0,5.0,9.0,81,161,56.0,33.0,243,1075,8.0,16.0,5.0,2.0,24.0,24,37,10.0,8.0,62,80,82.0,4.0,40.0,9.0,1.0,32.0,13.0,45.0,9.0,4.0,14.0,2.0,16.0,103.0,6.0,10.0,9.0,34,,43,16.0,59,1.0,20.0,15.0,5.0,13.0,1.0,8.0,10.0,5.0,5.0,3.0,23.0,1.0,4.0,14.0,,33,1.0,3.0,,26.0,,,1.0,1.0,35.0,7.0,17.0,2.0,4.0,2.0,,2.0,4.0,,,,,62,215,3.0,1.0,0.49382716049382713,0.5063291139240507,0.5031055900621118,0.5,0.6486486486486487,0.4838709677419355,0.5238095238095238,0.574468085106383,0.5218340611353712,0.5454545454545454,0.62,0.25806451612903225,0.017857142857142856,0.055900621118012424,0.043478260869565216,0.3157894736842105,0.024390243902439025,21.199324324324326,0.5652173913043478,,0.09659090909090909,0.027247956403269755,0.0891089108910891,0.04477611940298507,0.09492273730684327,0.031936127744510975,0.05263157894736842,0.027777777777777776,0.006896551724137931,0.061224489795918366,,0.08928571428571429,0.09836065573770492,0.1016949152542373,0.0759493670886076,0.13636363636363635,0.009615384615384616,,0.31797235023041476,0.7101449275362319,0.7424242424242424,0.5510204081632653,0.08755760368663594,0.21052631578947367,0.3076923076923077,0.25,0.33640552995391704,0.3835616438356164,0.3835616438356164,0.42857142857142855,0.1889400921658986,0.3333333333333333,0.7142857142857143,0.2,0.23809523809523808,0.40425531914893614,0.8947368421052632,0.19148936170212766,0.576036866359447,0.5336282407407407,0.44712352941176475,0.5277086956521739,0.07488986784140969,0.09941520467836257,0.09876543209876543,0.2551440329218107,9.8167701863354,25.15357142857143,0.21001926782273603,6.0,15.0,1.0,10.0,2.0,2.0,16.0,2.0,2.0,33.0,15.0,1.0,10.0,4.0,0.6875,0.2857142857142857,0.4,0.2,0.2909090909090909,0.06912442396313365,0.4,0.4,1.0,0.24390243902439024,0.25,0.5,0.4,1.0,0.02127659574468085,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,,,,,,True
200782,1610612756,PJ Tucker,PJ Tucker,200782,PHX,60467.0,1008,-42,1926,1946,386,506,281,3872,69.0,116.0,13.0,34.0,14.0,18.0,17.0,47.0,11.0,42,14.0,,5.0,97,205,41.0,33.0,266,2025,13.0,47.0,4.0,11.0,37.0,18,32,11.0,9.0,60,110,84.0,18.0,12.0,25.0,,45.0,14.0,59.0,6.0,8.0,23.0,6.0,16.0,132.0,13.0,57.0,27.0,83,12.0,122,70.0,192,5.0,32.0,23.0,9.0,8.0,4.0,5.0,24.0,2.0,3.0,8.0,32.0,4.0,7.0,35.0,7.0,73,1.0,3.0,2.0,49.0,2.0,5.0,3.0,3.0,47.0,4.0,23.0,3.0,5.0,3.0,,2.0,6.0,2.0,,,,60,373,6.0,3.0,0.5670103092783505,0.625,0.47317073170731705,0.2765957446808511,0.5625,0.4735772357723577,0.2549019607843137,0.5930232558139535,0.4962686567164179,0.32456140350877194,0.6,0.16666666666666666,,0.12195121951219512,0.1724137931034483,0.10638297872340426,,13.315579227696404,0.25,0.2608695652173913,0.12099125364431487,0.07808219178082192,0.12735849056603774,0.05909090909090909,0.12249443207126949,0.07368421052631578,0.11374407582938388,0.0391304347826087,0.08304498269896193,0.06,0.05714285714285714,0.07582938388625593,0.12393162393162394,0.15767634854771784,0.13636363636363635,0.10344827586206896,0.045871559633027525,0.3333333333333333,0.4715447154471545,0.5948275862068966,0.71875,0.5942028985507246,0.1910569105691057,0.3617021276595745,0.40476190476190477,0.29411764705882354,0.17073170731707318,0.2619047619047619,0.2619047619047619,0.8181818181818182,0.056910569105691054,0.6666666666666666,0.38235294117647056,0.15384615384615385,,0.4186046511627907,0.7777777777777778,0.11627906976744186,0.6382113821138211,0.5496743852459016,0.5377906976744186,0.5331073170731708,0.08679245283018867,0.10267857142857142,0.13909774436090225,0.22556390977443608,6.471707317073168,25.129268292682926,0.20041536863966772,8.0,27.0,6.0,5.0,,2.0,13.0,,5.0,36.0,3.0,2.0,5.0,,0.9230769230769231,0.3170731707317073,,0.45454545454545453,0.3333333333333333,0.10975609756097561,0.2962962962962963,0.2962962962962963,1.0,0.35714285714285715,0.35714285714285715,0.8,,,0.13953488372093023,0.4,0.4166666666666667,4.0,3.0,3.0,1.0,1.0,0.0784313725490196,0.5,,,,,,,,,,,,,,,True
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,130202.0,2170,-126,4211,4206,846,1057,552,8417,101.0,157.0,22.0,34.0,20.0,33.0,18.0,47.0,88.0,194,181.0,19.0,41.0,207,398,271.0,129.0,861,4437,44.0,69.0,26.0,15.0,130.0,36,74,58.0,36.0,159,326,88.0,36.0,180.0,24.0,4.0,174.0,29.0,203.0,19.0,10.0,91.0,26.0,57.0,435.0,26.0,51.0,53.0,109,4.0,166,79.0,245,13.0,75.0,53.0,22.0,65.0,20.0,52.0,36.0,4.0,13.0,1.0,101.0,7.0,18.0,48.0,3.0,128,2.0,7.0,4.0,144.0,2.0,7.0,10.0,3.0,162.0,10.0,65.0,15.0,8.0,3.0,1.0,4.0,8.0,4.0,,,,153,828,10.0,7.0,0.7874396135265701,0.8624338624338624,0.5201005025125628,0.6376811594202898,0.4864864864864865,0.547085201793722,0.6052631578947368,0.4659090909090909,0.5794078061911171,0.625,0.5264900662251656,0.40508221225710017,0.014760147601476014,0.06030150753768844,0.14012738853503184,0.0425531914893617,0.016574585635359115,17.363542739443872,0.6435643564356436,0.035398230088495575,0.07409925220938138,0.03258785942492013,0.11496746203904555,0.05138339920948617,0.08385093167701864,0.03718010622887494,0.03260869565217391,0.029787234042553193,0.03464566929133858,0.055710306406685235,0.04081632653061224,0.06790123456790123,0.06300813008130081,0.09127789046653144,0.10746268656716418,0.1349206349206349,0.04,0.5,0.23467862481315396,0.643312101910828,0.7481481481481481,0.7425742574257426,0.07025411061285501,0.3829787234042553,0.4,0.7222222222222222,0.28998505231689087,0.4536082474226804,0.4536082474226804,0.8522727272727273,0.2705530642750374,0.35789473684210527,0.6470588235294118,0.2727272727272727,0.2,0.25,0.6060606060606061,0.3106060606060606,0.6397608370702541,0.5280257871064468,0.5231406666666668,0.5235820610687022,0.09478021978021978,0.1434878587196468,0.15098722415795587,0.18466898954703834,10.681407035175878,24.77675276752769,0.20090239848017097,37.0,90.0,17.0,69.0,7.0,11.0,106.0,9.0,17.0,318.0,,1.0,69.0,,1.0,0.39114391143911437,0.34615384615384615,0.29310344827586204,0.3925925925925926,0.13452914798206278,0.4111111111111111,0.4157303370786517,1.0,0.3812154696132597,0.38764044943820225,1.0,0.3684210526315789,1.0,0.12878787878787878,0.2682926829268293,0.38333333333333336,7.0,6.0,1.0,,,0.07368421052631578,0.35294117647058826,2.0,2.0,4.0,0.011111111111111112,0.01694915254237288,0.2857142857142857,1.0,0.014545454545454545,,,,,,,True
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,93789.0,1563,-31,3056,3030,623,754,403,6086,111.0,181.0,3.0,9.0,18.0,38.0,30.0,90.0,53.0,125,143.0,14.0,35.0,194,396,179.0,146.0,696,3195,11.0,26.0,14.0,4.0,38.0,33,79,43.0,70.0,172,122,266.0,4.0,143.0,30.0,1.0,279.0,70.0,349.0,44.0,26.0,139.0,27.0,113.0,768.0,12.0,23.0,28.0,75,1.0,104,36.0,140,8.0,72.0,53.0,19.0,87.0,14.0,61.0,38.0,2.0,26.0,11.0,125.0,3.0,26.0,47.0,5.0,124,2.0,2.0,4.0,183.0,3.0,1.0,13.0,17.0,203.0,10.0,68.0,34.0,19.0,9.0,6.0,4.0,20.0,11.0,,,,162,605,13.0,21.0,0.31443298969072164,0.3177083333333333,0.4898989898989899,0.4230769230769231,0.4177215189873418,0.4782608695652174,0.425,0.4180327868852459,0.5179640718562875,0.4418604651162791,0.5029585798816568,0.31130434782608696,0.00558659217877095,0.07575757575757576,0.1270718232044199,0.05555555555555555,0.006993006993006993,22.40158595298782,0.696,0.01282051282051282,0.07042253521126761,0.020318021201413426,0.08917197452229299,0.03287671232876712,0.07469180565627266,0.02338009352037408,0.026865671641791045,0.017045454545454544,0.017977528089887642,0.03162055335968379,0.03571428571428571,0.0453257790368272,0.07262569832402235,0.09322033898305085,0.08520179372197309,0.0989010989010989,0.02768166089965398,0.55,0.31478260869565217,0.6132596685082873,0.7025316455696202,0.34234234234234234,0.1565217391304348,0.3333333333333333,0.35294117647058826,0.16666666666666666,0.21739130434782608,0.424,0.43089430894308944,0.33962264150943394,0.24869565217391304,0.225,0.3333333333333333,0.6666666666666666,0.35,0.3114754098360656,0.47368421052631576,0.28688524590163933,0.6260869565217392,0.5433412891986062,0.5113155172413794,0.5335727272727272,0.11041009463722397,0.14977973568281938,0.05459770114942529,0.2471264367816092,8.334090909090909,24.883798882681564,0.20386125654450263,11.0,36.0,8.0,43.0,4.0,10.0,54.0,4.0,12.0,120.0,42.0,,43.0,5.0,0.7407407407407407,0.3016759776536313,0.2857142857142857,0.27906976744186046,0.3016759776536313,0.06260869565217392,0.3055555555555556,0.3055555555555556,0.8181818181818182,0.3006993006993007,0.3028169014084507,0.7209302325581395,0.2857142857142857,0.5,0.06557377049180328,0.2857142857142857,0.3006993006993007,,2.0,2.0,1.0,1.0,,0.25,,1.0,2.0,,0.012048192771084338,,,0.011111111111111112,1.0,0.016,,,,,True
202693,1610612756,Markieff Morris,Markieff Morris,202693,PHX,33364.0,556,-52,1079,1081,327,355,142,2160,37.0,63.0,13.0,28.0,13.0,21.0,7.0,23.0,26.0,67,34.0,1.0,12.0,70,153,46.0,39.0,230,1176,23.0,44.0,3.0,9.0,58.0,23,41,17.0,19.0,80,108,32.0,16.0,31.0,17.0,,27.0,8.0,35.0,4.0,4.0,18.0,4.0,5.0,78.0,10.0,27.0,18.0,60,10.0,88,37.0,125,3.0,22.0,14.0,8.0,14.0,4.0,7.0,14.0,1.0,7.0,1.0,28.0,3.0,7.0,36.0,4.0,59,2.0,4.0,5.0,38.0,3.0,2.0,,,57.0,3.0,21.0,9.0,27.0,22.0,,5.0,27.0,15.0,1.0,,1.0,76,317,6.0,5.0,0.7714285714285715,0.8709677419354839,0.45751633986928103,0.5227272727272727,0.5609756097560976,0.4798994974874372,0.5212765957446809,0.5258620689655172,0.5088495575221239,0.5471698113207547,0.5714285714285714,0.23115577889447236,,0.1111111111111111,0.19047619047619047,0.17391304347826086,,20.418006430868168,0.5,0.29411764705882354,0.17751479289940827,0.07377049180327869,0.144,0.06666666666666667,0.16846652267818574,0.07170542635658915,0.10434782608695652,0.061855670103092786,0.05844155844155844,0.05660377358490566,0.09090909090909091,0.2032520325203252,0.2072072072072072,0.11538461538461539,0.15841584158415842,0.08333333333333333,0.03260869565217391,0.5555555555555556,0.3165829145728643,0.5873015873015873,0.7254901960784313,0.7567567567567568,0.11557788944723618,0.30434782608695654,0.3684210526315789,0.5714285714285714,0.33668341708542715,0.3880597014925373,0.3939393939393939,0.8461538461538461,0.1708542713567839,0.5957446808510638,0.4642857142857143,0.38461538461538464,0.02127659574468085,0.3620689655172414,0.6190476190476191,0.20689655172413793,0.5477386934673367,0.4932811224489795,0.5136513157894737,0.49661090909090905,0.0967741935483871,0.12280701754385964,0.25217391304347825,0.34782608695652173,10.026797385620915,26.978260869565208,0.3030583873957368,4.0,12.0,5.0,13.0,,4.0,17.0,1.0,5.0,48.0,3.0,3.0,13.0,,0.9411764705882353,0.3695652173913043,0.3333333333333333,0.29411764705882354,0.3953488372093023,0.06030150753768844,0.3333333333333333,0.3333333333333333,1.0,0.38235294117647056,0.38235294117647056,0.9230769230769231,,,0.08620689655172414,0.3333333333333333,0.41935483870967744,2.0,1.0,,,,0.0425531914893617,0.2,1.0,,,,,0.5,1.0,,,0.014925373134328358,2.0,,,,True
2742,1610612756,Sebastian Telfair,Sebastian Telfair,2742,PHX,21500.0,358,32,671,684,138,200,87,1355,12.0,33.0,,,4.0,7.0,,3.0,19.0,34,38.0,5.0,12.0,31,70,50.0,19.0,129,685,1.0,1.0,5.0,2.0,10.0,7,14,13.0,8.0,28,10,52.0,,37.0,9.0,1.0,46.0,9.0,55.0,7.0,2.0,26.0,5.0,15.0,119.0,1.0,5.0,4.0,16,,20,7.0,27,1.0,15.0,6.0,9.0,19.0,5.0,17.0,10.0,,2.0,1.0,29.0,1.0,6.0,16.0,,42,,2.0,1.0,24.0,1.0,,7.0,1.0,25.0,1.0,7.0,4.0,3.0,,,3.0,3.0,1.0,,,,28,138,3.0,4.0,0.16129032258064516,0.16129032258064516,0.44285714285714284,1.0,0.5,0.4583333333333333,0.6666666666666666,0.37037037037037035,0.4846153846153846,0.7142857142857143,0.4375,0.4166666666666667,0.02,0.12857142857142856,0.21212121212121213,0.3333333333333333,0.02631578947368421,20.757180156657963,0.6551724137931034,,0.06722689075630252,0.02109704641350211,0.05714285714285714,0.011764705882352941,0.06493506493506493,0.018633540372670808,0.0136986301369863,0.031746031746031744,0.019801980198019802,0.016129032258064516,,0.10144927536231885,0.05194805194805195,0.05434782608695652,0.05084745762711865,0.09090909090909091,0.016666666666666666,0.3333333333333333,0.275,0.36363636363636365,0.46153846153846156,0.25,0.025,,,,0.2833333333333333,0.5588235294117647,0.5757575757575758,0.10526315789473684,0.31666666666666665,,,,0.8333333333333334,0.25925925925925924,0.5714285714285714,0.4444444444444444,0.6916666666666667,0.5088836134453781,0.49882499999999996,0.484924074074074,0.05555555555555555,0.09210526315789473,0.07751937984496124,0.21705426356589147,10.09142857142857,25.257999999999996,0.20566318926974664,3.0,12.0,1.0,13.0,2.0,2.0,16.0,2.0,2.0,18.0,30.0,1.0,13.0,4.0,0.375,0.32,0.4,0.15384615384615385,0.32653061224489793,0.1,0.25,0.25,0.6666666666666666,0.34210526315789475,0.35135135135135137,0.3076923076923077,0.4,0.5,0.037037037037037035,0.16666666666666666,0.35135135135135137,,,2.0,,,,,,1.0,,,0.05263157894736842,,,,,0.029411764705882353,,,,,True
201563,1610612756,Michael Beasley,Michael Beasley,201563,PHX,41135.0,686,-93,1353,1354,247,299,172,2707,55.0,91.0,12.0,17.0,6.0,11.0,20.0,71.0,44.0,123,48.0,1.0,10.0,119,285,63.0,48.0,328,1446,15.0,31.0,2.0,3.0,36.0,18,45,16.0,5.0,56,96,142.0,14.0,45.0,19.0,1.0,49.0,8.0,57.0,4.0,4.0,31.0,6.0,12.0,122.0,,18.0,23.0,80,4.0,107,19.0,126,12.0,17.0,13.0,4.0,34.0,7.0,21.0,25.0,5.0,13.0,6.0,59.0,4.0,6.0,27.0,,49,3.0,1.0,1.0,48.0,,1.0,,3.0,64.0,10.0,36.0,1.0,14.0,11.0,1.0,2.0,15.0,11.0,,,,56,244,4.0,,0.40336134453781514,0.42857142857142855,0.41754385964912283,0.4838709677419355,0.4,0.40229885057471265,0.5,0.4180327868852459,0.43733333333333335,0.5142857142857142,0.4375,0.1810344827586207,0.015873015873015872,0.06666666666666667,0.08791208791208792,0.11267605633802817,,27.784891165172855,0.576271186440678,0.12121212121212122,0.1694915254237288,0.03481624758220503,0.1393939393939394,,0.16169544740973313,0.02635431918008785,0.046052631578947366,0.05921052631578947,0.009389671361502348,,,0.17575757575757575,0.16352201257861634,0.16891891891891891,0.12727272727272726,0.16363636363636364,0.06349206349206349,0.7333333333333333,0.2614942528735632,0.6043956043956044,0.6626506024096386,0.36363636363636365,0.20402298850574713,0.28169014084507044,0.31746031746031744,0.35,0.35344827586206895,0.35772357723577236,0.36666666666666664,0.4772727272727273,0.13793103448275862,0.5151515151515151,0.7058823529411765,0.16666666666666666,0.030303030303030304,0.18032786885245902,0.5454545454545454,0.16393442622950818,0.4425287356321839,0.47794463768115963,0.4987965517241379,0.4456737288135594,0.0962566844919786,0.1157556270096463,0.10975609756097561,0.17073170731707318,10.910526315789474,26.0,0.18255728011825573,6.0,15.0,6.0,8.0,1.0,3.0,14.0,1.0,5.0,30.0,12.0,2.0,7.0,,0.7142857142857143,0.2222222222222222,0.5,0.3125,0.21311475409836064,0.04310344827586207,0.4,0.42857142857142855,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.625,1.0,1.0,0.09836065573770492,0.3,0.15555555555555556,1.0,2.0,1.0,1.0,,0.030303030303030304,0.3333333333333333,,1.0,,0.06666666666666667,0.02631578947368421,,,,,0.024390243902439025,2.0,1.0,1.0,,True
203088,1610612756,Kendall Marshall,Kendall Marshall,203088,PHX,17369.0,289,-76,572,573,120,162,74,1145,7.0,14.0,,1.0,,2.0,1.0,4.0,5.0,18,24.0,2.0,6.0,13,36,30.0,2.0,58,640,,2.0,2.0,,3.0,1,6,9.0,,11,4,22.0,,23.0,3.0,,38.0,28.0,66.0,18.0,10.0,17.0,4.0,17.0,160.0,,2.0,6.0,19,,25,2.0,27,1.0,8.0,4.0,4.0,20.0,7.0,16.0,11.0,1.0,4.0,3.0,31.0,,8.0,5.0,1.0,19,,,,15.0,,,4.0,,3.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,,11,118,1.0,,0.15384615384615385,0.15384615384615385,0.3611111111111111,,0.16666666666666666,0.42424242424242425,0.375,0.36666666666666664,0.43283582089552236,0.375,0.36666666666666664,0.45454545454545453,,0.08333333333333333,0.07142857142857142,0.5,,14.916286149162861,0.6451612903225806,,0.10382513661202186,0.00966183574879227,0.06818181818181818,,0.09225092250922509,0.006993006993006993,,0.01694915254237288,0.011111111111111112,,,0.08955223880597014,0.06896551724137931,0.15517241379310345,0.07246376811594203,0.05263157894736842,0.02631578947368421,1.0,0.21212121212121213,0.5,0.5384615384615384,0.2857142857142857,0.06060606060606061,0.25,0.5,,0.2727272727272727,0.2777777777777778,0.2777777777777778,,0.36363636363636365,0.25,,,0.5,0.13333333333333333,,0.4,0.6666666666666666,0.5150507692307692,0.49033333333333334,0.5199392857142857,0.029850746268656716,0.05405405405405406,0.05172413793103448,0.1896551724137931,11.163888888888886,25.663333333333334,0.2097902097902098,2.0,6.0,3.0,8.0,1.0,2.0,10.0,1.0,3.0,30.0,,1.0,8.0,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3448275862068966,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.2,0.3333333333333333,0.34782608695652173,,1.0,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,True
202545,1610612756,Luke Zeller,Luke Zeller,202545,PHX,581.0,10,-7,24,22,12,6,3,46,,,,,,,,,3.0,5,1.0,,,3,5,1.0,,6,21,,,,,,2,2,,,4,6,,,1.0,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,1.0,,2,,1.0,,,,,,,,,,,,,,,,,,,,4,12,1.0,,1.0,1.0,0.6,,1.0,0.5,,1.0,0.5,,1.0,0.16666666666666666,,,,,,22.22222222222222,,,0.1111111111111111,,,,0.1111111111111111,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,0.8333333333333334,0.6,0.6,1.0,0.16666666666666666,,,,,,,,0.16666666666666666,0.38995833333333324,,0.36615,,,,0.6666666666666666,20.52,25.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
