EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,3SecondViolations,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,on,3pt And 1 Free Throw Trips
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,52141.0,869,67.0,1740,1742,448.0,539.0,183,3482,42.0,67.0,10.0,15.0,15.0,19.0,24.0,57.0,23.0,56.0,5.0,19.0,1.0,2.0,4.0,7.0,63.0,143.0,5.0,14.0,14.0,34.0,89.0,180.0,68.0,162.0,76.0,458.0,1821,15.0,22.0,6.0,16.0,13.0,61.0,21.0,44.0,18.0,41.0,23.0,119.0,48.0,130.0,162.0,42.0,18.0,143.0,63.0,14.0,58.0,20.0,78.0,10.0,10.0,32.0,17.0,9.0,176.0,2.0,20.0,33.0,68.0,7.0,108.0,22.0,130.0,4.0,29.0,19.0,10.0,25.0,6.0,17.0,20.0,2.0,8.0,1.0,3.0,45.0,4.0,11.0,55.0,4.0,93.0,1.0,2.0,5.0,94.0,5.0,5.0,2.0,3.0,96.0,10.0,2.0,39.0,13.0,23.0,2.0,2.0,15.0,2.0,6.0,25.0,18.0,1.0,119.0,434.0,11.0,9.0,0.2696629213483146,0.3,0.7941176470588235,0.41975308641975306,0.375,0.43902439024390244,0.41975308641975306,0.49444444444444446,0.6818181818181818,0.4772727272727273,0.5584795321637427,0.631578947368421,0.5647058823529412,0.5963541666666666,0.6777777777777778,0.595,0.47368421052631576,0.07777777777777778,0.11940298507462686,0.08771929824561403,0.017857142857142856,21.875,0.5555555555555556,0.12727272727272726,0.11505922165820642,0.03496503496503497,0.12452830188679245,0.009345794392523364,0.11799065420560748,0.027989821882951654,0.05660377358490566,0.024691358024691357,0.029411764705882353,0.006097560975609756,0.02,0.0871559633027523,0.11616161616161616,0.14857142857142858,0.12365591397849462,0.12658227848101267,0.024096385542168676,0.72,0.195906432748538,0.6268656716417911,0.711864406779661,0.2857142857142857,0.16666666666666666,0.42105263157894735,0.46153846153846156,0.08333333333333333,0.16374269005847952,0.4107142857142857,0.41818181818181815,0.43478260869565216,0.05555555555555555,0.2631578947368421,0.2631578947368421,1.0,0.41812865497076024,0.4405594405594406,0.4405594405594406,0.7777777777777778,0.39473684210526316,0.6666666666666666,0.1,0.05263157894736842,0.5,1.0,0.3684210526315789,0.35714285714285715,0.8,0.2235294117647059,0.7894736842105263,0.08235294117647059,0.5714285714285714,0.4,0.4117647058823529,0.6695906432748538,0.4405594405594406,0.4955711988304094,0.49895172413793104,0.4963864705882352,0.10512129380053908,0.18660287081339713,0.1331877729257642,0.259825327510917,9.115555555555558,25.232098765432102,0.2574712643678161,,,,,,,,,,,,,,True,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,40761.0,679,-86.0,1312,1298,157.0,177.0,121,2610,13.0,20.0,1.0,4.0,2.0,2.0,28.0,69.0,58.0,140.0,1.0,3.0,1.0,1.0,1.0,2.0,28.0,64.0,4.0,6.0,2.0,6.0,99.0,229.0,29.0,67.0,51.0,336.0,1424,4.0,21.0,5.0,7.0,9.0,32.0,12.0,24.0,3.0,8.0,21.0,54.0,126.0,72.0,87.0,,4.0,64.0,28.0,6.0,49.0,6.0,55.0,3.0,3.0,26.0,16.0,7.0,116.0,1.0,14.0,25.0,91.0,13.0,129.0,15.0,144.0,3.0,18.0,14.0,4.0,22.0,4.0,10.0,6.0,1.0,12.0,,,28.0,2.0,5.0,23.0,,33.0,,,1.0,74.0,,10.0,6.0,1.0,60.0,2.0,5.0,18.0,9.0,14.0,,,14.0,,,14.0,8.0,,52.0,154.0,2.0,8.0,0.6363636363636364,0.6494845360824743,1.0,0.43283582089552236,0.7142857142857143,0.375,0.43283582089552236,0.43231441048034935,0.19047619047619047,0.5,0.4814189189189189,0.4107142857142857,0.515625,0.515527950310559,0.484375,0.6136363636363636,0.22635135135135134,0.026200873362445413,0.05,0.043478260869565216,0.014285714285714285,24.154589371980677,0.7857142857142857,0.41935483870967744,0.19825708061002179,0.029106029106029108,0.1592356687898089,0.0064516129032258064,0.18831168831168832,0.02358490566037736,0.06956521739130435,0.005681818181818182,0.02631578947368421,0.009345794392523364,,0.2342857142857143,0.22580645161290322,0.1375,0.1652892561983471,0.1388888888888889,0.018518518518518517,0.5714285714285714,0.06756756756756757,0.65,0.6842105263157895,0.7692307692307693,0.23310810810810811,0.4057971014492754,0.42424242424242425,0.35714285714285715,0.47297297297297297,0.4142857142857143,0.42028985507246375,0.7413793103448276,0.010135135135135136,0.3333333333333333,0.3333333333333333,1.0,0.21621621621621623,0.4375,0.4375,1.0,0.14285714285714285,0.25,,0.03571428571428571,1.0,1.0,0.21428571428571427,0.6666666666666666,1.0,0.0625,1.0,0.0625,0.5,0.1875,0.3333333333333333,0.2939189189189189,0.4375,0.45377989864864865,0.47773958333333333,0.42749843749999994,0.06070287539936102,0.07346938775510205,0.09523809523809523,0.16071428571428573,13.974672489082971,24.974626865671645,0.11966463414634146,1.0,1.0,0.014705882352941176,,,,,,,,,,,True,
1882,1610612742,Elton Brand,Elton Brand,1882,DAL,38817.0,647,-58.0,1282,1291,249.0,312.0,144,2573,26.0,50.0,12.0,20.0,6.0,10.0,36.0,86.0,33.0,85.0,,,,,,,,1.0,,,,,95.0,221.0,,1.0,22.0,212.0,1372,21.0,38.0,,,,42.0,15.0,33.0,,,3.0,33.0,136.0,54.0,,,32.0,1.0,,9.0,17.0,13.0,30.0,11.0,2.0,7.0,5.0,5.0,73.0,13.0,39.0,31.0,96.0,10.0,137.0,52.0,189.0,5.0,26.0,14.0,12.0,13.0,4.0,9.0,11.0,1.0,4.0,,,24.0,3.0,3.0,53.0,2.0,86.0,,9.0,2.0,30.0,2.0,3.0,2.0,,27.0,5.0,,14.0,2.0,49.0,,,34.0,3.0,12.0,49.0,31.0,,33.0,244.0,10.0,1.0,0.7157894736842105,0.8607594936708861,,,,,,0.4298642533936652,0.5526315789473685,0.45454545454545453,0.42792792792792794,0.5526315789473685,0.45454545454545453,0.45493562231759654,0.5526315789473685,0.4852941176470588,0.0045045045045045045,0.04072398190045249,0.14,0.023255813953488372,,17.724137931034484,0.5416666666666666,0.21739130434782608,0.20253164556962025,0.0826271186440678,0.18023255813953487,0.09090909090909091,0.19659442724458204,0.08455284552845528,0.1565217391304348,0.0918918918918919,0.023255813953488372,0.10679611650485436,0.05,0.2289156626506024,0.19753086419753085,0.1780821917808219,0.2125984251968504,0.08888888888888889,0.04310344827586207,0.6326530612244898,0.22522522522522523,0.52,0.6046511627906976,0.46153846153846156,0.38738738738738737,0.4186046511627907,0.42857142857142855,0.6666666666666666,0.38288288288288286,0.38823529411764707,0.38823529411764707,0.9696969696969697,,,,,0.0045045045045045045,,,,0.5263157894736842,0.6,,,,,,,,0.30303030303030304,0.6,,,,,0.22972972972972974,,0.45786373873873865,0.5141411764705883,0.48493030303030304,0.06060606060606061,0.06086956521739131,0.19811320754716982,0.15566037735849056,10.538914027149323,28.2,0.19422776911076442,,2.0,,3.0,,,,,,,,,,True,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,120612.0,2010,-161.0,3949,3958,641.0,810.0,401,7907,187.0,271.0,42.0,77.0,23.0,44.0,131.0,312.0,14.0,34.0,17.0,50.0,1.0,4.0,5.0,6.0,6.0,23.0,1.0,1.0,1.0,2.0,332.0,617.0,23.0,73.0,79.0,812.0,4244,60.0,110.0,2.0,5.0,14.0,140.0,44.0,99.0,6.0,8.0,19.0,125.0,492.0,172.0,69.0,,74.0,23.0,6.0,26.0,106.0,57.0,163.0,48.0,9.0,36.0,20.0,50.0,383.0,33.0,111.0,103.0,246.0,30.0,379.0,146.0,525.0,24.0,75.0,53.0,22.0,59.0,16.0,35.0,44.0,7.0,24.0,1.0,5.0,103.0,8.0,12.0,70.0,7.0,111.0,2.0,2.0,6.0,77.0,4.0,6.0,3.0,1.0,101.0,12.0,3.0,50.0,5.0,45.0,2.0,2.0,24.0,3.0,18.0,47.0,29.0,2.0,123.0,624.0,4.0,4.0,0.7409638554216867,0.8338983050847457,1.0,0.3150684931506849,0.4,0.75,0.3150684931506849,0.5380875202593193,0.5454545454545454,0.4444444444444444,0.5311594202898551,0.5478260869565217,0.4953271028037383,0.5518417462482946,0.569672131147541,0.5296610169491526,0.10579710144927536,0.04213938411669368,0.05904059040590406,0.028846153846153848,0.029411764705882353,18.944029005211874,0.5728155339805825,0.29411764705882354,0.1773612112472963,0.07911617961511047,0.1921641791044776,0.07366071428571429,0.1814872594903796,0.07779578606158834,0.09510869565217392,0.07889908256880734,0.0673469387755102,0.0851063829787234,0.04201680672268908,0.14341846758349705,0.21218961625282168,0.18160919540229886,0.1875,0.20588235294117646,0.07766990291262135,0.6170212765957447,0.3927536231884058,0.6900369003690037,0.7333333333333333,0.7379679144385026,0.45217391304347826,0.4198717948717949,0.43234323432343236,0.7251908396946565,0.04927536231884058,0.4117647058823529,0.42424242424242425,0.9285714285714286,0.07246376811594203,0.34,0.34,1.0,0.03333333333333333,0.2608695652173913,0.2608695652173913,1.0,0.6695652173913044,0.5454545454545454,0.19047619047619047,0.034782608695652174,0.25,1.0,0.008695652173913044,1.0,1.0,0.411214953271028,0.5227272727272727,0.056074766355140186,0.8333333333333334,0.018691588785046728,0.5,0.4985507246376812,0.2608695652173913,0.5136785507246373,0.5408348958333333,0.5066457943925236,0.06868131868131869,0.07633587786259542,0.1724137931034483,0.1539408866995074,5.790923824959481,23.813698630136987,0.16231957457584198,,,,,2.0,0.03389830508474576,,,,,,,,True,
201564,1610612742,O.J. Mayo,O.J. Mayo,201564,DAL,107353.0,1789,-98.0,3525,3517,549.0,672.0,352,7042,75.0,127.0,3.0,8.0,16.0,24.0,38.0,94.0,72.0,181.0,13.0,37.0,1.0,2.0,,2.0,64.0,175.0,5.0,15.0,11.0,30.0,185.0,402.0,77.0,212.0,110.0,711.0,3746,7.0,21.0,6.0,17.0,4.0,36.0,27.0,64.0,11.0,32.0,34.0,121.0,144.0,226.0,204.0,27.0,4.0,174.0,64.0,29.0,194.0,48.0,242.0,38.0,10.0,87.0,58.0,49.0,532.0,1.0,20.0,49.0,94.0,,143.0,21.0,164.0,6.0,57.0,39.0,18.0,97.0,15.0,58.0,42.0,7.0,39.0,3.0,5.0,139.0,8.0,20.0,59.0,3.0,122.0,6.0,4.0,2.0,131.0,3.0,1.0,11.0,7.0,132.0,13.0,4.0,53.0,16.0,17.0,,,11.0,,6.0,17.0,13.0,,111.0,535.0,10.0,8.0,0.3891891891891892,0.39344262295081966,0.8831168831168831,0.3632075471698113,0.35294117647058826,0.34375,0.36492890995260663,0.4601990049751244,0.3333333333333333,0.421875,0.48941368078175895,0.42105263157894735,0.453125,0.5268256333830105,0.45,0.5172413793103449,0.34527687296416937,0.07213930348258707,0.11811023622047244,0.10638297872340426,0.022099447513812154,20.580005087763926,0.697841726618705,,0.07599029911075182,0.01593625498007968,0.1016597510373444,0.0025974025974025974,0.08318789994182664,0.012804878048780487,0.027777777777777776,0.014256619144602852,0.00909090909090909,0.0035211267605633804,,0.052060737527114966,0.0641025641025641,0.11658031088082901,0.10704225352112676,0.08661417322834646,0.019230769230769232,0.7647058823529411,0.20684039087947884,0.5905511811023622,0.6696428571428571,0.4266666666666667,0.15309446254071662,0.40425531914893614,0.4523809523809524,0.15789473684210525,0.2947882736156352,0.39779005524861877,0.4067796610169492,0.4722222222222222,0.06026058631921824,0.35135135135135137,0.35135135135135137,0.9230769230769231,0.28501628664495116,0.3657142857142857,0.3764705882352941,0.875,0.21052631578947367,0.375,,0.05263157894736842,0.5,1.0,0.39473684210526316,0.3333333333333333,1.0,0.25,0.6666666666666666,0.020833333333333332,,0.3125,0.36666666666666664,0.5521172638436482,0.367816091954023,0.5066452691680262,0.5126774193548387,0.49908263157894733,0.08244274809160305,0.11990950226244344,0.05063291139240506,0.170182841068917,11.119154228855718,24.9745283018868,0.15574468085106383,1.0,2.0,0.004694835680751174,1.0,,,1.0,5.0,3.0,1.0,0.02358490566037736,0.02857142857142857,,True,
201954,1610612742,Darren Collison,Darren Collison,201954,DAL,80439.0,1341,-121.0,2655,2655,457.0,561.0,273,5310,81.0,136.0,3.0,8.0,13.0,17.0,34.0,73.0,45.0,113.0,13.0,26.0,,,3.0,5.0,20.0,54.0,1.0,2.0,4.0,9.0,160.0,322.0,33.0,80.0,116.0,535.0,2836,8.0,21.0,1.0,2.0,2.0,21.0,31.0,60.0,7.0,14.0,45.0,128.0,86.0,234.0,81.0,18.0,2.0,53.0,20.0,27.0,183.0,57.0,240.0,40.0,17.0,80.0,47.0,56.0,537.0,3.0,13.0,36.0,70.0,4.0,110.0,16.0,126.0,1.0,62.0,28.0,34.0,65.0,19.0,48.0,35.0,5.0,17.0,,6.0,100.0,3.0,21.0,44.0,3.0,80.0,1.0,,2.0,119.0,3.0,6.0,3.0,10.0,131.0,11.0,8.0,48.0,19.0,5.0,,,2.0,,3.0,5.0,3.0,,118.0,446.0,5.0,12.0,0.26875,0.27044025157232704,0.8181818181818182,0.4125,0.5,0.5,0.4177215189873418,0.4968944099378882,0.38095238095238093,0.5166666666666667,0.5211442786069652,0.41304347826086957,0.5608108108108109,0.5764192139737991,0.4375,0.654639175257732,0.19900497512437812,0.08385093167701864,0.11764705882352941,0.0958904109589041,0.035398230088495575,18.735284224688865,0.65,0.05555555555555555,0.0755939524838013,0.013415892672858616,0.1,0.010169491525423728,0.08242612752721618,0.012658227848101266,0.011450381679389313,0.013623978201634877,0.014705882352941176,0.013574660633484163,,0.0696969696969697,0.06430868167202572,0.09473684210526316,0.07518796992481203,0.1702127659574468,0.005714285714285714,0.6,0.3383084577114428,0.5955882352941176,0.675,0.30864197530864196,0.18159203980099503,0.4657534246575342,0.5151515151515151,0.17647058823529413,0.2810945273631841,0.39823008849557523,0.41284403669724773,0.26666666666666666,0.06467661691542288,0.5,0.52,1.0,0.13432835820895522,0.37037037037037035,0.37037037037037035,0.7,0.34782608695652173,0.375,,,,,0.08695652173913043,0.5,,0.22972972972972974,0.7647058823529411,0.06756756756756757,0.6,0.12162162162162163,0.4444444444444444,0.5373134328358209,0.37735849056603776,0.513418045112782,0.45070476190476183,0.46888013698630143,0.10933940774487472,0.13370473537604458,0.03925233644859813,0.23925233644859814,9.249689440993793,25.734999999999992,0.1721280602636535,,2.0,,,,,1.0,1.0,1.0,,0.0125,,0.038461538461538464,True,
2229,1610612742,Mike James,Mike James,2229,DAL,21799.0,363,8.0,690,695,125.0,136.0,66,1385,10.0,15.0,,,,2.0,9.0,25.0,5.0,14.0,7.0,23.0,,,1.0,1.0,11.0,25.0,,1.0,2.0,5.0,24.0,54.0,18.0,48.0,7.0,109.0,742,,,,1.0,,,2.0,7.0,3.0,6.0,4.0,17.0,6.0,42.0,54.0,,,25.0,11.0,4.0,44.0,15.0,59.0,12.0,3.0,17.0,11.0,16.0,133.0,2.0,2.0,7.0,18.0,1.0,26.0,4.0,30.0,2.0,14.0,9.0,5.0,7.0,4.0,6.0,7.0,,1.0,2.0,,14.0,,2.0,15.0,,38.0,,4.0,,15.0,,1.0,1.0,,10.0,,,2.0,3.0,1.0,,,1.0,,,1.0,,,17.0,119.0,3.0,3.0,0.125,0.125,1.0,0.375,,0.5,0.375,0.4444444444444444,,0.2857142857142857,0.5,,0.5,0.5093457943925234,,0.53125,0.47058823529411764,0.07407407407407407,0.13333333333333333,0.08,,15.858453473132373,0.5,0.058823529411764705,0.07003891050583658,0.008888888888888889,0.06862745098039216,0.02247191011235955,0.06963788300835655,0.012738853503184714,,0.010101010101010102,0.011627906976744186,,0.06896551724137931,0.08181818181818182,0.041666666666666664,0.08,0.06493506493506493,0.08,0.03571428571428571,,0.14705882352941177,0.6666666666666666,0.7692307692307693,0.1,0.24509803921568626,0.36,0.391304347826087,0.1111111111111111,0.13725490196078433,0.35714285714285715,0.35714285714285715,0.2,0.22549019607843138,0.30434782608695654,0.30434782608695654,1.0,0.24509803921568626,0.44,0.44,1.0,,,,,,,1.0,,,0.15384615384615385,,0.07692307692307693,1.0,0.38461538461538464,0.4,0.6176470588235294,0.44,0.5166700980392156,0.5604,0.49003846153846153,0.019230769230769232,0.03571428571428571,,0.1559633027522936,8.679629629629629,24.179166666666664,0.18115942028985507,,,,,,,,,,,,,,True,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,21959.0,366,74.0,708,710,140.0,161.0,74,1418,47.0,61.0,11.0,16.0,8.0,13.0,31.0,54.0,4.0,12.0,,,,,,,,,,,,,82.0,127.0,,,19.0,183.0,713,13.0,21.0,,,1.0,27.0,11.0,20.0,,,4.0,26.0,140.0,24.0,,,18.0,,,8.0,7.0,3.0,10.0,3.0,,3.0,4.0,,23.0,5.0,21.0,10.0,29.0,4.0,43.0,27.0,70.0,3.0,9.0,3.0,6.0,7.0,3.0,3.0,10.0,3.0,4.0,,,17.0,2.0,1.0,13.0,,26.0,2.0,,1.0,26.0,,1.0,,,28.0,8.0,,17.0,1.0,28.0,,,19.0,,9.0,28.0,14.0,,26.0,140.0,2.0,1.0,0.8536585365853658,0.958904109589041,,,,,,0.6456692913385826,0.6190476190476191,0.55,0.6456692913385826,0.6190476190476191,0.55,0.6678832116788321,0.6428571428571429,0.5909090909090909,,0.06299212598425197,0.09836065573770492,0.037037037037037035,,19.444444444444443,0.4117647058823529,0.2,0.10902255639097744,0.08641975308641975,0.09433962264150944,0.06329113924050633,0.10483870967741936,0.08074534161490683,0.08064516129032258,0.10476190476190476,0.06578947368421052,0.034482758620689655,0.14285714285714285,0.10476190476190476,0.11956521739130435,0.10144927536231885,0.10126582278481013,0.07407407407407407,0.08333333333333333,0.5,0.48031496062992124,0.7704918032786885,0.8545454545454545,0.8085106382978723,0.4251968503937008,0.5740740740740741,0.5961538461538461,0.9354838709677419,0.09448818897637795,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,,0.7619047619047619,0.6875,0.18181818181818182,,,,,,,0.65,0.6153846153846154,,,,,0.48031496062992124,,0.4959393700787401,0.5765736842105262,0.5606449999999998,0.125,0.125,0.14754098360655737,0.14207650273224043,5.8842519685039365,,0.1977401129943503,,1.0,,1.0,1.0,0.06666666666666667,,,,2.0,,,,True,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,16186.0,270,-68.0,542,558,89.0,146.0,62,1100,9.0,17.0,1.0,3.0,1.0,2.0,,3.0,6.0,20.0,3.0,8.0,,,,1.0,8.0,34.0,,4.0,2.0,9.0,15.0,40.0,11.0,42.0,8.0,71.0,609,1.0,3.0,,4.0,2.0,4.0,2.0,6.0,2.0,10.0,2.0,12.0,14.0,16.0,30.0,3.0,2.0,33.0,8.0,,20.0,2.0,22.0,,2.0,10.0,3.0,7.0,46.0,1.0,4.0,4.0,19.0,,23.0,6.0,29.0,1.0,18.0,10.0,8.0,4.0,1.0,4.0,4.0,,,,,8.0,1.0,2.0,20.0,1.0,38.0,2.0,2.0,,14.0,2.0,1.0,3.0,,11.0,1.0,,6.0,,3.0,,,1.0,,2.0,3.0,2.0,,12.0,87.0,3.0,,0.4666666666666667,0.5,0.9090909090909091,0.2619047619047619,,0.2,0.2682926829268293,0.375,0.3333333333333333,0.3333333333333333,0.38414634146341464,0.14285714285714285,0.3125,0.40804597701149425,0.25,0.35294117647058826,0.5121951219512195,,,,,15.347334410339256,0.5,,0.10919540229885058,0.020618556701030927,0.08,0.012987012987012988,0.10267857142857142,0.01845018450184502,0.017241379310344827,0.015625,0.027777777777777776,,0.0625,0.13793103448275862,0.05172413793103448,0.13793103448275862,0.05,0.2,0.018518518518518517,0.6666666666666666,0.2073170731707317,0.5294117647058824,0.5294117647058824,0.4444444444444444,0.036585365853658534,,,,0.24390243902439024,0.3,0.3,0.5,0.0975609756097561,0.375,0.375,1.0,0.4146341463414634,0.23529411764705882,0.23529411764705882,0.875,0.42857142857142855,0.3333333333333333,,,,,0.5714285714285714,,,0.125,0.5,0.0625,,0.5625,0.2222222222222222,0.7195121951219512,0.24242424242424243,0.5170327160493826,0.4714,0.491884375,0.06896551724137931,0.13333333333333333,0.056338028169014086,0.16901408450704225,10.682500000000001,25.316666666666666,0.16420664206642066,,,,,1.0,0.14285714285714285,1.0,,,,,,,True,
2549,1610612742,Chris Kaman,Chris Kaman,2549,DAL,51491.0,858,-148.0,1666,1665,162.0,218.0,159,3331,70.0,127.0,17.0,41.0,7.0,15.0,48.0,126.0,75.0,152.0,,,,,,,,,,,,,193.0,405.0,,,30.0,416.0,1807,24.0,57.0,,,3.0,51.0,22.0,36.0,,,3.0,47.0,262.0,124.0,,,32.0,,,22.0,23.0,6.0,29.0,5.0,1.0,13.0,2.0,8.0,64.0,9.0,50.0,38.0,124.0,13.0,175.0,59.0,234.0,7.0,18.0,16.0,2.0,45.0,1.0,15.0,22.0,4.0,30.0,,7.0,67.0,3.0,6.0,48.0,2.0,85.0,2.0,5.0,4.0,44.0,,4.0,2.0,1.0,37.0,3.0,,20.0,,35.0,,,29.0,,6.0,35.0,20.0,2.0,47.0,160.0,5.0,,0.6787564766839378,0.7401129943502824,,,,,,0.4765432098765432,0.42105263157894735,0.6111111111111112,0.4765432098765432,0.42105263157894735,0.6111111111111112,0.4928909952606635,0.4322033898305085,0.618421052631579,,0.05432098765432099,0.10236220472440945,0.05555555555555555,0.013157894736842105,26.489707475622968,0.6716417910447762,0.3939393939393939,0.21160409556313994,0.08038585209003216,0.168141592920354,0.05454545454545454,0.19950738916256158,0.07496823379923762,0.12138728323699421,0.06607929515418502,0.06306306306306306,0.049586776859504134,0.06818181818181818,0.18181818181818182,0.23036649214659685,0.2233502538071066,0.17261904761904762,0.15517241379310345,0.03684210526315789,0.5714285714285714,0.3135802469135803,0.5511811023622047,0.6140350877192983,0.5428571428571428,0.3111111111111111,0.38095238095238093,0.40336134453781514,0.4791666666666667,0.37530864197530867,0.4934210526315789,0.5,0.9333333333333333,,,,,,,,,0.7192982456140351,0.4146341463414634,,,,,,,,0.4166666666666667,0.4666666666666667,,,,,0.3135802469135803,,0.4613335802469136,0.5200061224489796,0.4833055555555556,0.04739336492890995,0.04739336492890995,0.12259615384615384,0.11298076923076923,9.618765432098764,,0.09723889555822329,,1.0,,2.0,,,,,,4.0,,,,True,
