EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PtsUnassisted3s,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Clear Path Fouls,on,Corner3PctBlocked
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,81340.0,1356,21.0,2592,2581,388.0,474,300.0,5173,94.0,169.0,35.0,66.0,15.0,25.0,39.0,86.0,69.0,181.0,3.0,10.0,1.0,18.0,45.0,1.0,3.0,2.0,7.0,202.0,436.0,21.0,55.0,70.0,537.0,2709,44.0,92.0,1.0,3.0,19.0,110.0,28.0,58.0,2.0,8.0,14.0,76.0,308.0,96.0,63.0,66.0,1.0,44.0,18.0,35.0,97.0,22.0,119.0,13.0,9.0,51.0,13.0,33.0,260.0,19.0,84.0,3.0,64.0,188.0,8.0,260.0,106.0,366.0,11.0,14.0,7.0,7.0,39.0,5.0,22.0,34.0,1.0,17.0,10.0,73.0,7.0,13.0,99.0,3.0,138.0,7.0,8.0,6.0,87.0,1.0,18.0,2.0,89.0,7.0,41.0,7.0,75.0,63.0,12.0,75.0,38.0,3.0,1.0,2.0,8.0,76.0,387.0,5.0,4.0,0.7623762376237624,0.9112426035502958,1.0,0.38181818181818183,0.3333333333333333,0.25,0.3888888888888889,0.463302752293578,0.4782608695652174,0.4827586206896552,0.4755600814663951,0.4789473684210526,0.4696969696969697,0.5046992481203008,0.5188679245283019,0.5135135135135135,0.1120162932790224,0.08027522935779817,0.1301775147928994,0.10465116279069768,0.022099447513812154,20.48070412999323,0.5342465753424658,0.10810810810810811,0.045454545454545456,0.2039045553145336,0.08383233532934131,0.1797752808988764,0.07063197026022305,0.19718309859154928,0.08103855232100708,0.09907120743034056,0.11851851851851852,0.0488997555012225,0.08064516129032258,0.04819277108433735,0.2182410423452769,0.2490272373540856,0.15921787709497207,0.1811320754716981,0.17582417582417584,0.04782608695652174,0.5066666666666667,0.34419551934826886,0.5562130177514792,0.6394557823129252,0.5957446808510638,0.17515274949083504,0.45348837209302323,0.5064935064935064,0.8974358974358975,0.36863543788187375,0.3812154696132597,0.3898305084745763,0.9130434782608695,0.020366598778004074,0.3,0.3,1.0,0.09164969450101833,0.4,0.4,1.0,0.6947368421052632,0.5303030303030303,0.05714285714285714,0.031578947368421054,0.3333333333333333,1.0,0.3787878787878788,0.6,0.015151515151515152,0.10606060606060606,0.2857142857142857,0.45621181262729127,0.4090909090909091,0.4873815306122449,0.5325761363636364,0.4811287878787878,0.07809523809523809,0.08723404255319149,0.2048417132216015,0.14152700186219738,9.57454128440367,25.64727272727273,0.14969135802469136,,,,,,,,,,,,,,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,157724.0,2629,-34.0,5010,5015,746.0,827,564.0,10025,321.0,493.0,70.0,124.0,41.0,61.0,96.0,227.0,91.0,230.0,1.0,6.0,1.0,,2.0,,,,1.0,508.0,950.0,1.0,8.0,108.0,1127.0,5253,89.0,162.0,,1.0,13.0,191.0,63.0,106.0,,2.0,23.0,149.0,732.0,284.0,3.0,104.0,,2.0,,50.0,92.0,33.0,125.0,19.0,14.0,50.0,14.0,28.0,283.0,41.0,140.0,1.0,110.0,238.0,41.0,389.0,182.0,571.0,23.0,133.0,86.0,47.0,60.0,8.0,29.0,30.0,8.0,31.0,2.0,90.0,10.0,7.0,100.0,7.0,191.0,2.0,8.0,4.0,174.0,16.0,16.0,10.0,188.0,18.0,93.0,10.0,54.0,39.0,13.0,55.0,34.0,4.0,2.0,,3.0,149.0,742.0,16.0,8.0,0.7204724409448819,0.8026315789473685,1.0,0.125,,,0.125,0.5347368421052632,0.5493827160493827,0.5943396226415094,0.5318371607515657,0.5460122699386503,0.5833333333333334,0.540268456375839,0.5488505747126436,0.596,0.008350730688935281,0.05263157894736842,0.06693711967545639,0.07048458149779736,0.004347826086956522,19.936597393448398,0.6666666666666666,0.29927007299270075,0.007633587786259542,0.1396713615023474,0.07391763463569166,0.16152716593245228,0.07550644567219153,0.1459119496855346,0.07427164546573656,0.11900532859680284,0.06844106463878327,0.04596273291925466,0.05390835579514825,0.12209302325581395,0.11363636363636363,0.12830957230142567,0.17160686427457097,0.1614785992217899,0.16167664670658682,0.05808080808080808,0.6181818181818182,0.5146137787056367,0.6511156186612576,0.6978260869565217,0.6822429906542056,0.23695198329853862,0.42290748898678415,0.4549763033175355,0.7395833333333334,0.24008350730688935,0.39565217391304347,0.39737991266375544,0.8351648351648352,0.006263048016701462,0.16666666666666666,0.16666666666666666,1.0,0.0020876826722338203,,,,0.7607361963190185,0.5645161290322581,0.2571428571428571,,,,0.5648148148148148,0.6721311475409836,0.009259259259259259,0.009259259259259259,,0.5229645093945721,,0.5191805323590812,0.5385567999999998,0.5241907407407406,0.09002904162633107,0.09073170731707317,0.16947648624667258,0.13220940550133098,6.8510526315789475,23.637500000000003,0.14890219560878243,1.0,4.0,1.0,1.0,2.0,0.006134969325153374,,,,,,,,,,,,,,,,,True,
201156,1610612755,Nick Young,Nick Young,201156,PHI,43244.0,721,29.0,1387,1369,231.0,337,159.0,2756,25.0,39.0,4.0,6.0,3.0,5.0,18.0,41.0,40.0,95.0,8.0,40.0,8.0,30.0,68.0,2.0,7.0,6.0,15.0,83.0,175.0,38.0,108.0,56.0,336.0,1421,10.0,23.0,3.0,10.0,4.0,33.0,9.0,19.0,6.0,23.0,11.0,47.0,90.0,76.0,99.0,,,68.0,30.0,10.0,27.0,8.0,35.0,6.0,2.0,14.0,5.0,8.0,78.0,3.0,5.0,,14.0,31.0,,45.0,8.0,53.0,2.0,19.0,14.0,5.0,11.0,1.0,4.0,13.0,4.0,7.0,,24.0,1.0,4.0,22.0,,41.0,1.0,1.0,2.0,55.0,2.0,2.0,6.0,65.0,7.0,27.0,5.0,10.0,7.0,3.0,10.0,6.0,,,,,47.0,231.0,5.0,4.0,0.5421686746987951,0.5421686746987951,0.868421052631579,0.35185185185185186,0.3,0.2608695652173913,0.35185185185185186,0.4742857142857143,0.43478260869565216,0.47368421052631576,0.49469964664310956,0.4393939393939394,0.42857142857142855,0.5388349514563107,0.4714285714285714,0.47959183673469385,0.38162544169611307,0.05714285714285714,0.07692307692307693,0.17073170731707318,,21.065989847715738,0.4583333333333333,,,0.06378600823045268,0.009578544061302681,0.07650273224043716,0.018867924528301886,0.06726457399103139,0.011747430249632892,0.013071895424836602,0.013157894736842105,0.004608294930875576,0.02857142857142857,,0.024691358024691357,0.04929577464788732,0.10989010989010989,0.09420289855072464,0.022222222222222223,0.013422818791946308,0.6,0.13780918727915195,0.6410256410256411,0.6944444444444444,0.6,0.14487632508833923,0.43902439024390244,0.5294117647058824,0.3333333333333333,0.33568904593639576,0.42105263157894735,0.42105263157894735,0.6,0.1413427561837456,0.2,0.2,0.875,0.24028268551236748,0.4411764705882353,0.4411764705882353,0.8666666666666667,0.18181818181818182,0.6666666666666666,0.75,0.21212121212121213,0.2857142857142857,1.0,0.11904761904761904,0.6,0.19047619047619047,0.35714285714285715,0.4,0.519434628975265,0.4411764705882353,0.5015537102473498,0.48286296296296305,0.493422619047619,0.09868421052631579,0.13846153846153847,0.09821428571428571,0.13988095238095238,12.112571428571425,24.719444444444452,0.1665465032444124,3.0,2.0,,,,0.09090909090909091,1.0,15.0,2.0,2.0,3.0,3.0,0.3333333333333333,0.027522935779816515,,,,,,,,,True,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,133289.0,2221,6.0,4240,4242,598.0,641,484.0,8482,158.0,278.0,17.0,24.0,21.0,42.0,71.0,192.0,125.0,283.0,15.0,30.0,1.0,57.0,153.0,6.0,16.0,9.0,25.0,354.0,753.0,72.0,183.0,141.0,1065.0,4411,22.0,44.0,9.0,22.0,7.0,78.0,58.0,113.0,9.0,26.0,43.0,186.0,178.0,530.0,102.0,20.0,1.0,152.0,57.0,53.0,354.0,124.0,478.0,72.0,52.0,166.0,67.0,121.0,1080.0,12.0,55.0,,54.0,122.0,5.0,181.0,67.0,248.0,22.0,85.0,37.0,48.0,126.0,36.0,81.0,81.0,13.0,45.0,12.0,207.0,13.0,27.0,48.0,3.0,119.0,5.0,,3.0,183.0,1.0,3.0,9.0,179.0,14.0,76.0,19.0,20.0,7.0,11.0,24.0,14.0,,,,,184.0,594.0,10.0,16.0,0.2514124293785311,0.25872093023255816,0.4722222222222222,0.39344262295081966,0.4090909090909091,0.34615384615384615,0.3956043956043956,0.4701195219123506,0.5,0.5132743362831859,0.4935897435897436,0.5378787878787878,0.5143884892086331,0.5221238938053098,0.55,0.5602409638554217,0.1955128205128205,0.0703851261620186,0.10431654676258993,0.09375,0.02120141342756184,25.399792315680166,0.6086956521739131,0.045871559633027525,,0.08448753462603878,0.034097954122752634,0.09168081494057725,0.025974025974025976,0.08657156910969012,0.03228915662650603,0.04722792607802875,0.029345372460496615,0.027818448023426062,0.0189873417721519,0.0410958904109589,0.07484407484407485,0.09330143540669857,0.08623853211009175,0.08482142857142858,0.11347517730496454,0.049107142857142856,0.5833333333333334,0.297008547008547,0.5683453237410072,0.6345381526104418,0.31645569620253167,0.20512820512820512,0.3697916666666667,0.40804597701149425,0.15492957746478872,0.30235042735042733,0.4416961130742049,0.45126353790613716,0.224,0.03205128205128205,0.5,0.5,0.7333333333333333,0.16346153846153846,0.37254901960784315,0.375,0.40350877192982454,0.36363636363636365,0.7083333333333334,0.058823529411764705,0.24242424242424243,0.375,0.8333333333333334,0.302158273381295,0.5,0.007194244604316547,0.17985611510791366,0.36,0.49252136752136755,0.375,0.4917680406852249,0.5187749999999999,0.46438165467625897,0.07615230460921844,0.09325153374233129,0.07323943661971831,0.17464788732394365,9.599203187250996,25.41311475409836,0.1410377358490566,6.0,1.0,4.0,3.0,2.0,0.09090909090909091,3.0,114.0,5.0,,4.0,,0.5,,1.0,1.0,0.00546448087431694,0.006535947712418301,0.3333333333333333,,,,True,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,125735.0,2096,-65.0,3994,3994,530.0,577,447.0,7988,74.0,150.0,10.0,18.0,11.0,29.0,74.0,190.0,101.0,261.0,30.0,67.0,8.0,24.0,58.0,2.0,6.0,1.0,10.0,249.0,601.0,54.0,125.0,104.0,764.0,4203,23.0,48.0,4.0,11.0,4.0,62.0,34.0,85.0,4.0,18.0,31.0,111.0,180.0,318.0,156.0,16.0,1.0,57.0,24.0,66.0,210.0,45.0,255.0,32.0,13.0,115.0,51.0,44.0,555.0,8.0,26.0,,92.0,214.0,26.0,332.0,34.0,366.0,2.0,49.0,28.0,21.0,66.0,14.0,42.0,55.0,6.0,24.0,13.0,121.0,9.0,19.0,71.0,1.0,139.0,4.0,6.0,10.0,133.0,,3.0,10.0,139.0,8.0,59.0,13.0,14.0,8.0,3.0,14.0,8.0,,1.0,,1.0,109.0,526.0,11.0,9.0,0.3614457831325301,0.37344398340248963,0.9629629629629629,0.432,0.36363636363636365,0.2222222222222222,0.43548387096774194,0.41430948419301167,0.4791666666666667,0.4,0.45454545454545453,0.4915254237288136,0.3883495145631068,0.48227848101265824,0.49206349206349204,0.4475806451612903,0.1721763085399449,0.10981697171381032,0.24666666666666667,0.07368421052631578,0.05747126436781609,20.141499005085123,0.5454545454545454,0.26804123711340205,,0.15507246376811595,0.016916070266753416,0.1651705565529623,0.019801980198019802,0.15797625193598347,0.01751674394641937,0.015730337078651686,0.011467889908256881,0.021341463414634148,0.02527075812274368,0.007874015748031496,0.14193548387096774,0.13766233766233765,0.1792452830188679,0.17688679245283018,0.12781954887218044,0.0057306590257879654,0.5714285714285714,0.2066115702479339,0.49333333333333335,0.6548672566371682,0.40540540540540543,0.26170798898071623,0.3894736842105263,0.42045454545454547,0.25675675675675674,0.359504132231405,0.38697318007662834,0.4105691056910569,0.40594059405940597,0.09228650137741047,0.44776119402985076,0.44776119402985076,0.9666666666666667,0.07988980716253444,0.41379310344827586,0.41379310344827586,0.9583333333333334,0.3050847457627119,0.5555555555555556,,0.1016949152542373,0.3333333333333333,1.0,0.2815533980582524,0.3793103448275862,0.07766990291262135,0.0970873786407767,0.1,0.3787878787878788,0.42105263157894735,0.47460738950276243,0.4813872549019608,0.44653960396039616,0.07593307593307594,0.09049079754601227,0.08115183246073299,0.14528795811518325,11.227287853577367,24.469599999999993,0.1326990485728593,5.0,2.0,,,3.0,0.0847457627118644,2.0,6.0,,,3.0,,0.4,,,,,,1.0,3.0,0.375,,True,
202714,1610612755,Shelvin Mack,Shelvin Mack,202714,PHI,121.0,2,,4,4,,4,,8,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3777,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,True,
203146,1610612755,Maalik Wayns,Maalik Wayns,203146,PHI,2430.0,40,-29.0,76,77,15.0,32,9.0,153,1.0,3.0,,,,,,1.0,,1.0,,,,1.0,5.0,,,,2.0,1.0,5.0,1.0,5.0,3.0,8.0,105,,,,,,,,,,2.0,,,,2.0,3.0,,2.0,3.0,1.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,,2.0,15.0,,,,,2.0,,2.0,,2.0,,2.0,1.0,1.0,,2.0,,2.0,,,,2.0,,,1.0,,3.0,,,,4.0,,,,3.0,1.0,2.0,,,,,,,,,,,,15.0,,,,,1.0,0.2,,,0.3333333333333333,0.2,,,0.25,,,0.36363636363636365,,,0.5,0.4,0.6666666666666666,,,14.942528735632184,,,,0.1,,,,0.08,,,,,,,,,0.25,,,,,0.3,0.3333333333333333,1.0,,0.1,,,,0.1,,,,,,,,0.5,0.2,0.2,1.0,,,,,,,,,,1.0,,0.8,0.3333333333333333,0.47956875,,0.36135,0.18181818181818182,0.3333333333333333,,,5.959999999999999,35.540000000000006,0.19736842105263158,,,,,,,,,,,,,,,,,,,,,,,True,
2202,1610612755,Jason Richardson,Jason Richardson,2202,PHI,47591.0,793,12.0,1502,1514,210.0,213,164.0,3016,25.0,42.0,3.0,9.0,3.0,5.0,17.0,36.0,26.0,65.0,18.0,40.0,9.0,35.0,110.0,4.0,7.0,2.0,13.0,68.0,143.0,53.0,150.0,18.0,313.0,1601,8.0,21.0,5.0,10.0,1.0,32.0,9.0,16.0,4.0,22.0,6.0,36.0,90.0,46.0,144.0,4.0,,110.0,35.0,7.0,36.0,9.0,45.0,5.0,4.0,11.0,4.0,21.0,99.0,1.0,9.0,1.0,28.0,55.0,1.0,84.0,11.0,95.0,2.0,35.0,18.0,17.0,16.0,3.0,9.0,7.0,1.0,7.0,,23.0,4.0,4.0,21.0,2.0,47.0,,2.0,3.0,30.0,1.0,3.0,2.0,31.0,2.0,11.0,4.0,13.0,9.0,4.0,13.0,3.0,,,,,36.0,209.0,3.0,4.0,0.6617647058823529,0.6818181818181818,0.9056603773584906,0.35333333333333333,0.5,0.18181818181818182,0.35333333333333333,0.4755244755244755,0.38095238095238093,0.5625,0.5034129692832765,0.5,0.39473684210526316,0.509771986970684,0.5,0.4186046511627907,0.5119453924914675,0.04895104895104895,0.09523809523809523,0.027777777777777776,0.03076923076923077,19.526627218934912,0.6956521739130435,0.024390243902439025,0.02631578947368421,0.11316872427983539,0.016100178890876567,0.1308411214953271,0.0055248618784530384,0.11857142857142858,0.013513513513513514,0.025806451612903226,,0.02066115702479339,,0.017543859649122806,0.07650273224043716,0.14074074074074075,0.13095238095238096,0.13125,0.12962962962962962,0.012345679012345678,0.23076923076923078,0.14334470989761092,0.5952380952380952,0.6578947368421053,0.8,0.12286689419795221,0.4722222222222222,0.4857142857142857,0.47058823529411764,0.22184300341296928,0.4,0.4126984126984127,0.6538461538461539,0.13651877133105803,0.45,0.45,0.9444444444444444,0.37542662116040953,0.3181818181818182,0.3211009174311927,0.8857142857142857,0.2903225806451613,0.3333333333333333,0.6666666666666666,0.22580645161290322,0.5714285714285714,1.0,0.13157894736842105,0.6,0.23684210526315788,0.34210526315789475,0.15384615384615385,0.6552901023890785,0.3181818181818182,0.5279319112627987,0.49912727272727275,0.5288013157894738,0.039603960396039604,0.07236842105263158,0.10223642172523961,0.11501597444089456,10.538461538461537,24.81266666666667,0.13981358189081225,3.0,,,,,0.0967741935483871,1.0,15.0,,,,1.0,0.3333333333333333,0.006622516556291391,1.0,,0.006666666666666667,0.00909090909090909,1.0,2.0,0.2222222222222222,1.0,True,
2748,1610612755,Dorell Wright,Dorell Wright,2748,PHI,56430.0,940,-16.0,1802,1794,348.0,397,196.0,3596,30.0,53.0,7.0,10.0,3.0,6.0,6.0,15.0,13.0,46.0,27.0,59.0,7.0,43.0,129.0,2.0,6.0,9.0,31.0,49.0,114.0,70.0,188.0,67.0,375.0,1898,9.0,12.0,3.0,13.0,2.0,29.0,5.0,14.0,12.0,38.0,23.0,69.0,54.0,44.0,204.0,12.0,1.0,128.0,43.0,1.0,59.0,17.0,76.0,9.0,8.0,28.0,16.0,15.0,169.0,4.0,11.0,,39.0,81.0,17.0,137.0,15.0,152.0,5.0,31.0,22.0,9.0,20.0,3.0,14.0,11.0,4.0,6.0,2.0,31.0,2.0,6.0,24.0,1.0,48.0,1.0,,1.0,60.0,1.0,1.0,3.0,81.0,2.0,26.0,4.0,18.0,10.0,5.0,18.0,11.0,1.0,,,,69.0,345.0,6.0,4.0,0.5510204081632653,0.627906976744186,0.9714285714285714,0.3723404255319149,0.23076923076923078,0.3157894736842105,0.37433155080213903,0.4298245614035088,0.75,0.35714285714285715,0.5099337748344371,0.54,0.4423076923076923,0.5535714285714286,0.5370370370370371,0.5390625,0.6225165562913907,0.008771929824561403,0.018867924528301886,,,18.078817733990146,0.6451612903225806,0.3090909090909091,,0.1361344537815126,0.018032786885245903,0.1652542372881356,0.01694915254237288,0.1444043321299639,0.01773049645390071,0.03664921465968586,0.012738853503184714,0.007633587786259542,0.018867924528301886,0.012987012987012988,0.09134615384615384,0.1686046511627907,0.15348837209302327,0.15028901734104047,0.20634920634920634,0.028089887640449437,0.6111111111111112,0.17549668874172186,0.5660377358490566,0.5769230769230769,0.5,0.04966887417218543,0.4,0.4,0.6666666666666666,0.152317880794702,0.2826086956521739,0.2826086956521739,0.6153846153846154,0.19536423841059603,0.4576271186440678,0.4576271186440678,1.0,0.4271523178807947,0.3333333333333333,0.3333333333333333,0.9534883720930233,0.4,0.7,0.14285714285714285,0.24,0.3333333333333333,0.5,0.11538461538461539,0.5,0.1346153846153846,0.5961538461538461,0.2903225806451613,0.7980132450331126,0.3359375,0.5317714999999997,0.5699529411764706,0.5011288461538461,0.09939759036144578,0.18840579710144928,0.07733333333333334,0.184,9.131578947368423,25.309574468085106,0.19311875693673697,7.0,4.0,,,3.0,0.28,1.0,6.0,,1.0,4.0,7.0,0.14285714285714285,0.03608247422680412,,,,,1.0,3.0,0.42857142857142855,,True,
2767,1610612755,Royal Ivey,Royal Ivey,2767,PHI,20360.0,339,-39.0,649,658,137.0,141,77.0,1307,7.0,9.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,7.0,10.0,23.0,3.0,12.0,26.0,2.0,4.0,,3.0,11.0,21.0,22.0,49.0,2.0,90.0,677,3.0,5.0,2.0,4.0,1.0,13.0,2.0,5.0,2.0,6.0,2.0,12.0,12.0,10.0,66.0,4.0,,26.0,12.0,2.0,11.0,7.0,18.0,6.0,1.0,4.0,2.0,5.0,43.0,1.0,6.0,,1.0,14.0,1.0,16.0,7.0,23.0,1.0,11.0,8.0,3.0,4.0,2.0,4.0,6.0,1.0,,,10.0,2.0,,11.0,1.0,33.0,,1.0,1.0,16.0,4.0,,8.0,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,12.0,135.0,4.0,2.0,0.5454545454545454,0.6666666666666666,1.0,0.4489795918367347,0.5,0.3333333333333333,0.4489795918367347,0.5238095238095238,0.6,0.4,0.6285714285714286,0.6666666666666666,0.45454545454545453,0.625,0.65,0.46153846153846156,0.7,0.09523809523809523,0.2222222222222222,,,11.06612685560054,0.4,0.043478260869565216,,0.0625,0.025423728813559324,0.014084507042253521,0.0125,0.05084745762711865,0.022151898734177215,0.012048192771084338,0.014285714285714285,0.04819277108433735,0.01818181818181818,,0.043478260869565216,0.04477611940298507,0.09090909090909091,,0.043478260869565216,0.030303030303030304,,0.12857142857142856,0.7777777777777778,1.0,0.5714285714285714,0.07142857142857142,0.6,0.6,0.6666666666666666,0.1,0.14285714285714285,0.14285714285714285,,0.32857142857142857,0.43478260869565216,0.43478260869565216,1.0,0.37142857142857144,0.46153846153846156,0.46153846153846156,1.0,0.2222222222222222,1.0,,0.4444444444444444,0.5,1.0,0.09090909090909091,1.0,0.2727272727272727,0.2727272727272727,,0.8285714285714286,0.46153846153846156,0.5376268115942029,0.5033687499999999,0.485105,0.014285714285714285,0.047619047619047616,0.14444444444444443,0.13333333333333333,9.042857142857143,24.885714285714283,0.2110939907550077,,,,,,,,,1.0,,,,,,,,,,,2.0,0.6666666666666666,,True,
