EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,ShortMidRangeAssists,LostBallSteals,BadPassTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,BadPassOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls,DefensiveGoaltends,3SecondViolations
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,130.0,2,-1,4,4,4,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,1541.0,26,-5,61,61,52,122,63,41.0,13.0,6.0,7.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,7.0,10.0,1.0,2.0,16.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,8.0,3.0,11.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,40.0,3.0,0.42857142857142855,0.6,0.7,1.0,0.6,0.6363636363636364,1.0,0.6,0.6153846153846154,1.0,0.5,0.09090909090909091,0.1,0.14285714285714285,24.0,0.4,0.75,0.15384615384615385,0.15,0.25,0.2,0.10714285714285714,0.09090909090909091,0.3333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.3333333333333333,0.6363636363636364,0.8571428571428571,1.0,0.3333333333333333,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,0.09090909090909091,1.0,1.0,0.8,0.75,0.7272727272727273,0.6133363636363636,0.6868,0.6366799999999999,0.15384615384615385,0.16666666666666666,0.25,0.375,4.45,22.6,0.6721311475409836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202389,1610612743,Timofey Mozgov,Timofey Mozgov,202389,DEN,1541.0,26,-5,61,61,52,122,63,41.0,13.0,2.0,4.0,2.0,3.0,1.0,3.0,,1.0,2.0,,2.0,7.0,,3.0,7.0,2.0,3.0,5.0,1.0,6.0,4.0,,4.0,4.0,,2.0,2.0,2.0,4.0,5.0,1.0,2.0,,3.0,7.0,10.0,,,1.0,,1.0,,1.0,,2.0,3.0,,3.0,4.0,2.0,,,,4.0,40.0,1.0,,,0.2857142857142857,0.6666666666666666,0.16666666666666666,0.2857142857142857,0.6666666666666666,0.16666666666666666,0.3888888888888889,0.625,0.2857142857142857,,,,13.333333333333334,1.0,,0.15384615384615385,0.25,0.08333333333333333,0.12,0.25,0.36363636363636365,0.3333333333333333,,,0.16666666666666666,0.1111111111111111,0.5714285714285714,0.5,0.5,,0.14285714285714285,,,,0.2857142857142857,,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.47515714285714283,0.48416666666666663,0.4647333333333334,0.2222222222222222,0.2222222222222222,0.7142857142857143,0.5714285714285714,7.785714285714286,,0.6721311475409836,1.0,2.0,2.0,1.0,0.25,0.2857142857142857,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203095,1610612743,Evan Fournier,Evan Fournier,203095,DEN,1541.0,26,-5,61,61,52,122,63,41.0,13.0,4.0,6.0,,,3.0,4.0,,,1.0,,5.0,7.0,4.0,2.0,12.0,,,,3.0,4.0,8.0,6.0,4.0,,1.0,2.0,2.0,1.0,4.0,,1.0,,,1.0,,1.0,1.0,,3.0,,1.0,,3.0,2.0,1.0,5.0,,1.0,2.0,,,,,6.0,40.0,3.0,0.6,0.6,0.7142857142857143,,0.75,0.45454545454545453,,0.42857142857142855,0.5,,0.5,0.36363636363636365,0.14285714285714285,0.16666666666666666,20.0,1.0,,,,0.08333333333333333,0.04,,,,,,,0.1111111111111111,0.5454545454545454,0.6666666666666666,0.8,0.75,,,,,0.09090909090909091,,,,0.5714285714285714,0.75,0.9090909090909091,0.5749272727272727,0.42805,0.5578642857142857,,,,0.6666666666666666,3.4857142857142853,26.075,0.6721311475409836,,2.0,,,,,,,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.36363636363636365,1.0,0.42857142857142855,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203113,1610612743,Quincy Miller,Quincy Miller,203113,DEN,1541.0,26,-5,61,61,52,122,63,41.0,13.0,4.0,8.0,2.0,3.0,4.0,7.0,,,3.0,,4.0,11.0,1.0,1.0,9.0,2.0,3.0,4.0,4.0,9.0,8.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,6.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,3.0,,1.0,2.0,1.0,,,,8.0,40.0,2.0,0.25,0.3333333333333333,0.36363636363636365,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.34615384615384615,0.6666666666666666,0.4444444444444444,0.08333333333333333,0.18181818181818182,0.25,18.666666666666668,,,,0.05,0.08333333333333333,0.04,0.03571428571428571,,0.3333333333333333,,,,,0.6666666666666666,0.5,0.6666666666666666,0.25,,,,,0.25,,1.0,0.6666666666666666,0.7777777777777778,0.5714285714285714,0.75,0.5062791666666667,0.6365,0.5247888888888889,0.07692307692307693,0.08333333333333333,0.4444444444444444,0.8888888888888888,7.2,26.0,0.6721311475409836,,,,,,,,,,1.0,,,,,1.0,,,,,,,,0.08333333333333333,,,1.0,0.3333333333333333,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202706,1610612743,Jordan Hamilton,Jordan Hamilton,202706,DEN,1411.0,24,-4,57,57,48,114,58,41.0,13.0,6.0,8.0,2.0,2.0,6.0,8.0,1.0,2.0,,,7.0,10.0,2.0,,14.0,2.0,2.0,4.0,7.0,9.0,14.0,8.0,6.0,4.0,1.0,3.0,3.0,2.0,6.0,2.0,4.0,1.0,,5.0,2.0,7.0,2.0,2.0,,1.0,,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,14.0,40.0,,0.5714285714285714,0.8,0.7,1.0,0.7777777777777778,0.5833333333333334,1.0,0.6363636363636364,0.5833333333333334,1.0,0.6363636363636364,0.16666666666666666,0.1,0.125,18.30985915492958,,,0.07692307692307693,0.1,0.36363636363636365,0.20833333333333334,0.07142857142857142,0.09090909090909091,,0.16666666666666666,,0.16666666666666666,0.5,0.6666666666666666,0.75,0.8571428571428571,0.5,0.16666666666666666,0.5,0.5,1.0,,,1.0,1.0,0.7272727272727273,0.75,0.8333333333333334,0.6230916666666667,0.6028,0.6416818181818182,0.08333333333333333,0.1,0.2857142857142857,1.0,2.7600000000000002,25.2,0.7192982456140351,,,,1.0,,,,0.25,,2.0,,2.0,,2.0,2.0,1.0,,,,,,,0.16666666666666666,,0.18181818181818182,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,128948.0,2149,210,4230,4207,1290,8437,4441,1331.0,582.0,178.0,302.0,17.0,33.0,41.0,73.0,63.0,162.0,104.0,19.0,286.0,568.0,64.0,163.0,786.0,23.0,47.0,64.0,68.0,141.0,217.0,142.0,430.0,16.0,66.0,408.0,484.0,325.0,1044.0,44.0,67.0,109.0,2.0,178.0,60.0,238.0,73.0,43.0,121.0,51.0,31.0,9.0,172.0,58.0,47.0,159.0,2.0,189.0,194.0,80.0,10.0,9.0,11.0,198.0,1308.0,11.0,0.24825174825174826,0.25539568345323743,0.5035211267605634,0.48936170212765956,0.48226950354609927,0.49287974683544306,0.49056603773584906,0.44753086419753085,0.5448179271708683,0.5338983050847458,0.5297029702970297,0.10126582278481013,0.11619718309859155,0.1423841059602649,18.063200815494394,0.7034883720930233,0.015748031496062992,0.07973664959765911,0.03140613847251963,0.097953216374269,0.08581179912237932,0.029649595687331536,0.0220125786163522,0.036613272311212815,0.042682926829268296,0.0762081784386617,0.1031578947368421,0.08478260869565217,0.4778481012658228,0.5894039735099338,0.6872586872586872,0.3146067415730337,0.2563291139240506,0.3888888888888889,0.44366197183098594,0.15873015873015872,0.16455696202531644,0.030063291139240507,0.6226415094339622,0.5151515151515151,0.4506172839506173,0.5616438356164384,0.5791139240506329,0.5089320574162679,0.5293642857142858,0.4988837579617833,0.11560693641618497,0.12738853503184713,0.08142493638676845,0.27608142493638677,6.563556338028169,27.746875000000003,0.31465721040189126,12.0,72.0,11.0,17.0,0.024229074889867842,0.02631578947368421,0.05367231638418079,0.06692913385826772,45.0,45.0,5.0,15.0,6.0,21.0,40.0,40.0,30.0,90.0,10.0,22.0,0.4326923076923077,0.44554455445544555,0.07120253164556962,0.09433962264150944,0.09259259259259259,22.0,0.125,0.17647058823529413,9.0,20.0,False,3.0,1.0,1.0,2.0,6.0,14.0,1.0,1.0,17.0,2.0,3.0,51.0,5.0,14.0,2.0,76.0,46.0,30.0,43.0,5.0,11.0,2.0,7.0,11.0,2.0,5.0,2.0,15.0,10.0,1.0,1.0,1.0,5.0,5.0,9.0,1.0,0.265625,0.3333333333333333,0.14285714285714285,0.288135593220339,0.03125,0.12345679012345678,0.028846153846153848,0.05263157894736842,0.022222222222222223,0.026881720430107527,0.02127659574468085,0.45454545454545453,0.1111111111111111,0.15789473684210525,0.16666666666666666,1.0,0.3111111111111111,0.3181818181818182,1.0,0.018867924528301886,1.0,1.0,0.2,1.0,0.037037037037037035,0.3333333333333333,0.06666666666666667,0.35,,,,,,,,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,120143.0,2002,149,3983,3991,1203,7974,4223,1302.0,543.0,192.0,321.0,19.0,44.0,52.0,95.0,39.0,111.0,144.0,197.0,284.0,576.0,307.0,149.0,990.0,29.0,73.0,98.0,74.0,157.0,286.0,428.0,140.0,20.0,57.0,109.0,124.0,94.0,263.0,33.0,62.0,111.0,7.0,180.0,55.0,235.0,118.0,70.0,64.0,38.0,30.0,10.0,102.0,32.0,62.0,154.0,2.0,164.0,216.0,95.0,18.0,10.0,23.0,284.0,1289.0,31.0,0.7535211267605634,0.781021897810219,0.4930555555555556,0.3972602739726027,0.4713375796178344,0.4762174405436014,0.4292929292929293,0.447265625,0.5056179775280899,0.4537037037037037,0.4847457627118644,0.347678369195923,0.09895833333333333,0.14018691588785046,23.44258736705014,0.6274509803921569,0.058823529411764705,0.08216136195410807,0.025404157043879907,0.10114192495921696,0.08808553971486761,0.029411764705882353,0.023931623931623933,0.03431372549019608,0.016339869281045753,0.059245960502693,0.10738255033557047,0.12469437652811736,0.3635334088335221,0.5981308411214953,0.6956521739130435,0.765625,0.12570781426953567,0.35135135135135137,0.38613861386138615,0.7435897435897436,0.16308040770101925,0.22310305775764439,0.4444444444444444,0.4318181818181818,0.37109375,0.5473684210526316,0.711211778029445,0.5559675862068965,0.5197934210526315,0.5488840816326532,0.10651499482936919,0.1452599388379205,0.09898989898989899,0.28888888888888886,6.957291666666668,25.00977198697068,0.3268892794376098,13.0,57.0,19.0,13.0,0.04051172707889126,0.05054151624548736,0.08645533141210375,0.030952380952380953,53.0,110.0,9.0,40.0,26.0,99.0,101.0,6.0,48.0,34.0,7.0,12.0,0.3680555555555556,0.3732394366197183,0.1245753114382786,0.09090909090909091,0.15625,6.0,0.05392156862745098,0.42105263157894735,7.0,17.0,False,71.0,7.0,17.0,21.0,59.0,20.0,2.0,6.0,91.0,9.0,27.0,261.0,9.0,20.0,2.0,15.0,8.0,7.0,9.0,3.0,7.0,2.0,6.0,8.0,5.0,7.0,7.0,17.0,,5.0,2.0,6.0,9.0,,9.0,0.9560439560439561,0.2964169381107492,0.34615384615384615,0.2727272727272727,0.3053691275167785,0.006514657980456026,0.09009009009009009,0.013888888888888888,0.005076142131979695,0.00909090909090909,0.01675977653631285,0.026041666666666668,0.391304347826087,0.7169811320754716,0.3604060913705584,0.3622448979591837,0.9577464788732394,0.18181818181818182,0.1834862385321101,0.95,0.1717171717171717,0.4117647058823529,1.0,0.2222222222222222,1.0,0.23046875,0.3559322033898305,0.15,0.19801980198019803,12.0,2.0,8.0,3.0,2.0,0.025559105431309903,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,64758.0,1079,177,2154,2156,573,4310,2245,719.0,258.0,101.0,167.0,17.0,33.0,32.0,54.0,38.0,95.0,67.0,49.0,158.0,329.0,126.0,90.0,562.0,24.0,45.0,74.0,49.0,101.0,168.0,172.0,144.0,26.0,30.0,31.0,58.0,24.0,143.0,37.0,43.0,112.0,18.0,173.0,45.0,218.0,45.0,30.0,19.0,41.0,13.0,11.0,60.0,20.0,60.0,119.0,9.0,86.0,113.0,49.0,12.0,7.0,12.0,167.0,711.0,7.0,0.5443037974683544,0.593103448275862,0.48024316109422494,0.5333333333333333,0.48514851485148514,0.5186813186813187,0.5689655172413793,0.48928571428571427,0.5564356435643565,0.5967741935483871,0.5316455696202531,0.27692307692307694,0.0911854103343465,0.1377245508982036,22.995522995522997,0.31666666666666665,0.3157894736842105,0.15053763440860216,0.054491899852724596,0.13782051282051283,0.14678030303030304,0.047109207708779445,0.050314465408805034,0.07692307692307693,0.03614457831325301,0.14492753623188406,0.18672199170124482,0.16097560975609757,0.367032967032967,0.6047904191616766,0.7013888888888888,0.6534653465346535,0.2087912087912088,0.4,0.42696629213483145,0.34210526315789475,0.14725274725274726,0.1076923076923077,0.5689655172413793,0.5151515151515151,0.38571428571428573,0.5925925925925926,0.643956043956044,0.5288809050772627,0.5410431372549019,0.534886231884058,0.1016260162601626,0.13387978142076504,0.13167259786476868,0.298932384341637,6.642857142857144,25.176984126984127,0.33379758588672237,8.0,31.0,7.0,16.0,0.027450980392156862,0.03289473684210526,0.11894273127753303,0.07582938388625593,19.0,77.0,5.0,23.0,13.0,39.0,75.0,3.0,15.0,6.0,3.0,13.0,0.2835820895522388,0.2878787878787879,0.16923076923076924,0.08620689655172414,0.16428571428571428,3.0,0.09345794392523364,0.23529411764705882,7.0,12.0,False,23.0,4.0,8.0,6.0,16.0,29.0,2.0,7.0,52.0,6.0,13.0,153.0,2.0,29.0,,27.0,14.0,13.0,4.0,1.0,6.0,4.0,5.0,4.0,7.0,1.0,5.0,1.0,,,,3.0,4.0,3.0,11.0,0.9807692307692307,0.4126984126984127,0.46153846153846156,0.3333333333333333,0.41935483870967744,,0.06315789473684211,0.014925373134328358,,,0.012195121951219513,0.019417475728155338,0.3333333333333333,0.3684210526315789,0.46938775510204084,0.46938775510204084,1.0,0.37662337662337664,0.37662337662337664,0.9655172413793104,0.13793103448275862,0.5,1.0,0.4,0.5,0.11428571428571428,0.375,0.30434782608695654,0.38666666666666666,3.0,1.0,1.0,,2.0,0.007936507936507936,1.0,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,138514.0,2309,334,4535,4539,1008,9074,4761,1206.0,633.0,133.0,244.0,22.0,39.0,33.0,53.0,35.0,95.0,170.0,95.0,229.0,509.0,362.0,286.0,1149.0,32.0,62.0,123.0,52.0,109.0,329.0,228.0,230.0,24.0,53.0,137.0,176.0,91.0,391.0,37.0,87.0,202.0,13.0,302.0,65.0,367.0,64.0,38.0,63.0,48.0,16.0,9.0,111.0,13.0,65.0,130.0,12.0,297.0,348.0,138.0,36.0,29.0,36.0,322.0,1179.0,9.0,0.4978165938864629,0.5253456221198156,0.449901768172888,0.5161290322580645,0.47706422018348627,0.4954075774971297,0.4789473684210526,0.5023041474654378,0.555337904015671,0.5398230088495575,0.5830324909747292,0.41561423650975887,0.10412573673870335,0.1557377049180328,21.397462601779964,0.5675675675675675,0.10655737704918032,0.13091380427738172,0.02443857331571995,0.14146341463414633,0.133920296570899,0.028668610301263362,0.028358208955223882,0.02947845804988662,0.01240694789081886,0.12212389380530973,0.14312267657992564,0.14216867469879518,0.2801377726750861,0.5450819672131147,0.6456310679611651,0.5413533834586466,0.10907003444316878,0.3684210526315789,0.42168674698795183,0.34285714285714286,0.19517795637198623,0.10907003444316878,0.4105263157894737,0.5641025641025641,0.24423963133640553,0.6226415094339622,0.695752009184845,0.5272020207852194,0.5205873417721518,0.5204314553990609,0.14213197969543148,0.22186495176848875,0.10704960835509138,0.2863359442993908,8.65834970530452,25.2317679558011,0.2659316427783903,32.0,111.0,22.0,8.0,0.04044117647058824,0.037940379403794036,0.12727272727272726,0.0182648401826484,61.0,267.0,26.0,81.0,33.0,108.0,263.0,27.0,26.0,47.0,3.0,36.0,0.3588235294117647,0.3652694610778443,0.3065442020665901,0.2736842105263158,0.37327188940092165,13.0,0.14,0.2727272727272727,17.0,25.0,False,44.0,4.0,7.0,15.0,27.0,91.0,5.0,23.0,135.0,9.0,38.0,351.0,4.0,91.0,5.0,39.0,27.0,12.0,19.0,6.0,4.0,1.0,13.0,8.0,4.0,6.0,15.0,15.0,22.0,,,3.0,26.0,1.0,30.0,0.8666666666666667,0.3729281767955801,0.2727272727272727,0.35185185185185186,0.3770949720670391,0.013812154696132596,0.12631578947368421,0.01764705882352941,0.010526315789473684,0.0149812734082397,0.032432432432432434,0.045714285714285714,0.7222222222222222,0.4918032786885246,0.4631578947368421,0.46808510638297873,0.9318181818181818,0.3408239700374532,0.34600760456273766,0.8351648351648352,0.07368421052631578,0.5714285714285714,0.75,0.19230769230769232,0.8,0.12442396313364056,0.5555555555555556,0.2839506172839506,0.34600760456273766,54.0,1.0,2.0,,4.0,0.005509641873278237,,1.0,3.0,1.0
