EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShortMidRangeFGM,PenaltyFtPoints,PtsPutbacks,FTDefRebounds,SelfOReb,Travels,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,Charge Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Blocked3s,BlockedCorner3,OffFTReboundPct,HeaveAttempts,on,OffensiveGoaltends,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockedArc3
101122,1610612754,Danny Granger,Danny Granger,101122,IND,896.0,15,-7,27,29,12.0,10.0,5,56,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,1.0,12.0,32,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,6.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,12.0,0.25,0.25,1.0,0.5,1.0,0.5,0.5714285714285714,1.0,1.0,0.6111111111111112,1.25,0.75,0.6,1.0,0.75,0.2222222222222222,0.14285714285714285,0.5,35.29411764705882,0.5,0.1111111111111111,0.3333333333333333,0.09090909090909091,0.06666666666666667,0.3333333333333333,0.5,0.2222222222222222,0.5,1.0,0.2222222222222222,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.4444444444444444,0.5,0.49001666666666666,0.533225,0.1,0.125,0.5,0.5,10.985714285714286,25.9,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201571,1610612754,D.J. Augustin,D.J. Augustin,201571,IND,10970.0,183,5,343,342,110.0,102.0,56,685,,4.0,,1.0,,1.0,2.0,2.0,3.0,6.0,25.0,2.0,4.0,5.0,2.0,9.0,8.0,29.0,5.0,33.0,361,,1.0,3.0,5.0,,9.0,2.0,3.0,7.0,10.0,2.0,2.0,24.0,25.0,6.0,2.0,26.0,30.0,13.0,64.0,5.0,1.0,8.0,9.0,17.0,7.0,4.0,6.0,2.0,13.0,5.0,5.0,5.0,2.0,10.0,110.0,0.5,0.5,1.0,0.27586206896551724,0.6,0.27586206896551724,0.2222222222222222,,0.6666666666666666,0.3684210526315789,0.75,0.5,0.4,0.75,0.5,0.7631578947368421,0.2222222222222222,0.25,13.022113022113022,0.5384615384615384,0.044642857142857144,0.022222222222222223,0.04597701149425287,0.05232558139534884,0.057692307692307696,0.09090909090909091,0.10526315789473684,,,0.05263157894736842,0.07894736842105263,0.6666666666666666,1.0,0.5,0.6578947368421053,0.24,0.25,1.0,0.16666666666666666,,0.6666666666666666,0.5,1.0,0.1,,0.5,0.868421052631579,0.24,0.531041891891892,0.5136277777777778,0.05,0.18181818181818182,0.2727272727272727,0.30303030303030304,8.666666666666666,25.52758620689655,0.3206997084548105,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,11.0,2.0,4.0,7.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.2857142857142857,0.034482758620689655,0.3333333333333333,0.04,0.05426356589147287,0.06666666666666667,0.07407407407407407,0.08,0.023255813953488372,0.02631578947368421,0.10416666666666667,0.10526315789473684,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,0.2,1.0,0.5657166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,4079.0,68,10,131,127,62.0,41.0,32,258,10.0,17.0,4.0,8.0,6.0,8.0,4.0,4.0,7.0,,,,,,15.0,28.0,,,12.0,42.0,129,6.0,11.0,,,5.0,17.0,8.0,13.0,,25.0,10.0,20.0,,,,4.0,,,,,8.0,3.0,12.0,10.0,22.0,4.0,2.0,4.0,2.0,8.0,1.0,15.0,19.0,6.0,25.0,62.0,0.3333333333333333,0.4166666666666667,,,,,0.5357142857142857,0.5454545454545454,0.6153846153846154,0.5357142857142857,0.5454545454545454,0.6153846153846154,0.5675675675675675,0.5666666666666667,0.625,,0.14285714285714285,0.17647058823529413,26.16279069767442,0.5,0.1568627450980392,0.15789473684210525,0.15873015873015872,0.12987012987012986,0.05,0.5,0.6071428571428571,0.5882352941176471,0.7142857142857143,0.14285714285714285,0.25,0.5714285714285714,0.5714285714285714,0.25,,,,,0.7272727272727273,0.5,,,,0.6153846153846154,0.75,,0.6071428571428571,,0.5281714285714285,0.5385230769230769,0.18181818181818182,0.18181818181818182,0.40476190476190477,0.5952380952380952,6.1571428571428575,,0.4732824427480916,,,,,,,,,,,,,,2.0,7.0,,,,2.0,1.0,,4.0,8.0,1.0,,1.0,,,,,0.1590909090909091,0.07692307692307693,0.2857142857142857,0.1,0.125,0.1,0.2222222222222222,,,,,,,,,,0.53196,1.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,0.25,0.25,0.17647058823529413,0.06666666666666667,0.1111111111111111,0.4,0.25,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201965,1610612754,Jeff Ayres,Jeff Ayres,201965,IND,22148.0,369,57,723,720,284.0,280.0,102,1443,21.0,38.0,5.0,13.0,4.0,9.0,18.0,27.0,66.0,1.0,2.0,,1.0,2.0,59.0,122.0,2.0,4.0,21.0,145.0,707,9.0,21.0,,1.0,2.0,20.0,14.0,33.0,2.0,43.0,94.0,24.0,6.0,2.0,1.0,10.0,10.0,15.0,,35.0,18.0,26.0,75.0,29.0,104.0,13.0,2.0,10.0,3.0,23.0,11.0,24.0,23.0,9.0,43.0,283.0,0.7966101694915254,0.8545454545454545,1.0,0.5,,0.5,0.48360655737704916,0.42857142857142855,0.42424242424242425,0.49206349206349204,0.4090909090909091,0.44285714285714284,0.5330882352941176,0.43478260869565216,0.5119047619047619,0.031746031746031744,0.08196721311475409,0.18421052631578946,18.90606420927467,0.5652173913043478,0.0782608695652174,0.23008849557522124,0.17829457364341086,0.0847953216374269,0.06796116504854369,0.17857142857142858,0.30158730158730157,0.5526315789473685,0.6774193548387096,0.14285714285714285,0.5238095238095238,0.4090909090909091,0.4090909090909091,0.9259259259259259,0.015873015873015872,0.5,0.5,1.0,0.5909090909090909,0.38461538461538464,0.045454545454545456,,,0.2571428571428571,0.4444444444444444,0.05714285714285714,0.3333333333333333,0.5,0.4723484126984127,0.45007857142857133,0.06818181818181818,0.0703125,0.13793103448275862,0.296551724137931,11.570491803278687,24.675,0.39280774550484093,1.0,2.0,,,,,1.0,,5.0,4.0,1.0,6.0,4.0,11.0,43.0,6.0,4.0,2.0,10.0,2.0,1.0,27.0,44.0,,,5.0,0.5,,,,0.15693430656934307,0.09821428571428571,0.05357142857142857,0.0967741935483871,0.14942528735632185,0.13157894736842105,0.18018018018018017,0.015873015873015872,0.5,0.5,1.0,,,,,,0.5281392857142857,11.0,12.0,8.0,6.0,5.0,1.0,2.0,3.0,4.0,4.0,0.16666666666666666,0.25,0.11267605633802817,0.24705882352941178,0.09259259259259259,0.6666666666666666,0.6111111111111112,0.7333333333333333,0.2,1.0,4.0,5.0,3.0,3.0,12.0,9.0,2.0,1.0,12.0,5.0,1.0,1.0,1.0,0.10526315789473684,0.4166666666666667,0.7272727272727273,0.5,,,,,,,,,,,,,True,,,,
202331,1610612754,Paul George,Paul George,202331,IND,10100.0,168,30,323,323,124.0,118.0,38,646,15.0,22.0,3.0,5.0,8.0,11.0,7.0,7.0,13.0,10.0,29.0,2.0,5.0,10.0,26.0,42.0,12.0,33.0,23.0,111.0,320,6.0,8.0,2.0,5.0,1.0,19.0,9.0,14.0,13.0,50.0,16.0,36.0,24.0,29.0,10.0,4.0,12.0,20.0,5.0,48.0,1.0,16.0,39.0,5.0,44.0,7.0,4.0,10.0,2.0,17.0,9.0,24.0,27.0,11.0,48.0,123.0,0.3076923076923077,0.32,0.6666666666666666,0.36363636363636365,0.4,0.36363636363636365,0.6190476190476191,0.75,0.6428571428571429,0.5866666666666667,0.6923076923076923,0.7222222222222222,0.6379310344827587,0.7307692307692307,0.78125,0.44,0.09523809523809523,0.09090909090909091,28.337874659400544,0.4117647058823529,0.012048192771084338,0.3018867924528302,0.2154696132596685,0.03676470588235294,,0.38461538461538464,0.29333333333333333,0.6818181818181818,0.75,0.09333333333333334,0.17333333333333334,0.5384615384615384,0.5384615384615384,0.14285714285714285,0.38666666666666666,0.3448275862068966,0.3448275862068966,0.6,0.38461538461538464,0.6,0.38461538461538464,0.4,1.0,0.4074074074074074,0.7272727272727273,0.37037037037037035,0.7333333333333333,0.3448275862068966,0.5452780000000002,0.5790203703703704,0.13253012048192772,0.22,0.17117117117117117,0.45045045045045046,7.002380952380953,25.578787878787878,0.38390092879256965,2.0,4.0,,,2.0,3.0,7.0,,8.0,8.0,,4.0,3.0,4.0,23.0,11.0,7.0,4.0,5.0,1.0,2.0,5.0,17.0,,,2.0,0.5384615384615384,,,,0.1796875,0.07547169811320754,,0.09090909090909091,0.14285714285714285,0.175,0.21739130434782608,0.05333333333333334,0.5,0.5,1.0,,,,0.1111111111111111,0.6666666666666666,0.4785,4.0,11.0,2.0,,1.0,,1.0,3.0,4.0,2.0,0.2857142857142857,,0.038461538461538464,0.275,0.030303030303030304,0.4,0.5714285714285714,0.8,0.3333333333333333,5.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,0.25,0.5,12.0,4.0,,,,,,,,,,,True,,,,
203111,1610612754,Orlando Johnson,Orlando Johnson,203111,IND,11521.0,192,22,376,375,145.0,125.0,43,751,8.0,13.0,1.0,3.0,1.0,1.0,7.0,5.0,13.0,8.0,23.0,1.0,3.0,7.0,14.0,33.0,11.0,31.0,5.0,66.0,364,1.0,4.0,1.0,3.0,1.0,6.0,1.0,4.0,11.0,20.0,10.0,18.0,24.0,23.0,8.0,3.0,9.0,17.0,6.0,42.0,4.0,11.0,33.0,7.0,40.0,4.0,3.0,5.0,3.0,9.0,5.0,7.0,8.0,4.0,20.0,145.0,0.35714285714285715,0.35714285714285715,0.7272727272727273,0.3548387096774194,0.3333333333333333,0.3548387096774194,0.42424242424242425,0.25,0.25,0.4765625,0.35714285714285715,0.5666666666666667,0.4925373134328358,0.375,0.625,0.484375,0.09090909090909091,0.15384615384615385,18.009478672985782,0.4444444444444444,0.03418803418803419,0.1896551724137931,0.15609756097560976,0.04216867469879518,0.016666666666666666,0.16666666666666666,0.203125,0.6153846153846154,0.7272727272727273,0.109375,0.203125,0.38461538461538464,0.38461538461538464,0.4,0.359375,0.34782608695652173,0.34782608695652173,0.625,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,,0.06666666666666667,1.0,0.4666666666666667,0.6875,0.34782608695652173,0.5106273437500001,0.4969100000000001,0.07462686567164178,0.1111111111111111,0.09090909090909091,0.30303030303030304,9.651515151515152,25.167741935483875,0.38563829787234044,3.0,8.0,,,2.0,4.0,5.0,1.0,8.0,5.0,3.0,2.0,1.0,3.0,21.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,11.0,,,,0.45454545454545453,0.03225806451612903,,,0.14285714285714285,0.061224489795918366,0.034482758620689655,0.07317073170731707,0.06666666666666667,0.12195121951219512,0.21311475409836064,0.125,0.375,0.42857142857142855,1.0,,,,0.26666666666666666,0.5,0.5136999999999999,1.0,3.0,,1.0,4.0,,,1.0,,,0.14285714285714285,0.07692307692307693,0.07142857142857142,0.1956521739130435,0.11428571428571428,0.375,0.14285714285714285,0.16666666666666666,,3.0,,,1.0,,2.0,2.0,,,2.0,1.0,,,,,0.5,,0.42857142857142855,9.0,,1.0,1.0,1.0,0.125,0.03225806451612903,,,,,,True,,,,
201588,1610612754,George Hill,George Hill,201588,IND,6505.0,108,63,212,213,94.0,87.0,28,425,6.0,7.0,1.0,1.0,4.0,4.0,6.0,2.0,6.0,6.0,17.0,,,9.0,11.0,19.0,7.0,18.0,8.0,51.0,181,3.0,3.0,,,,6.0,4.0,8.0,9.0,19.0,4.0,18.0,18.0,17.0,6.0,2.0,6.0,10.0,4.0,24.0,1.0,,6.0,1.0,7.0,,1.0,3.0,,3.0,2.0,5.0,11.0,6.0,19.0,93.0,0.18181818181818182,0.2,0.8571428571428571,0.3888888888888889,,0.3888888888888889,0.5789473684210527,1.0,0.5,0.581081081081081,1.0,0.4117647058823529,0.5952380952380952,1.0,0.4523809523809524,0.4864864864864865,0.10526315789473684,0.14285714285714285,18.51851851851852,,0.017857142857142856,,0.047244094488188976,0.011494252873563218,,,0.1891891891891892,0.8571428571428571,1.0,0.16216216216216217,0.16216216216216217,0.3333333333333333,0.3333333333333333,,0.4594594594594595,0.35294117647058826,0.375,0.8333333333333334,0.3333333333333333,1.0,,,,0.23529411764705882,1.0,0.5294117647058824,0.6756756756756757,0.35294117647058826,0.484877027027027,0.4710558823529412,0.14285714285714285,0.25,0.11764705882352941,0.37254901960784315,9.336842105263159,26.333333333333332,0.44339622641509435,1.0,1.0,,,,,2.0,1.0,4.0,3.0,1.0,2.0,,,6.0,4.0,3.0,1.0,,1.0,,1.0,5.0,,1.0,1.0,0.2222222222222222,0.05555555555555555,,0.058823529411764705,0.06896551724137931,,,,0.04,0.16,0.02702702702702703,0.02702702702702703,1.0,1.0,1.0,,,,,,0.4791,3.0,5.0,2.0,,,,,1.0,,,0.16666666666666666,,0.058823529411764705,,,0.3333333333333333,0.5,0.6,,2.0,,,1.0,,2.0,,,2.0,2.0,2.0,,,,,1.0,,0.2222222222222222,3.0,,,,,,,,,,,,True,,,,
2561,1610612754,David West,David West,2561,IND,3942.0,66,34,133,134,60.0,78.0,17,267,4.0,8.0,1.0,2.0,1.0,1.0,6.0,3.0,3.0,,,,,,10.0,17.0,,,12.0,32.0,124,3.0,5.0,,,,6.0,3.0,5.0,,16.0,14.0,6.0,,,,2.0,5.0,9.0,1.0,22.0,1.0,5.0,16.0,3.0,19.0,2.0,2.0,4.0,1.0,6.0,2.0,9.0,14.0,3.0,16.0,59.0,0.7,0.7,,,,,0.5882352941176471,0.6,0.6,0.5882352941176471,0.6,0.6,0.6666666666666666,0.6,0.7272727272727273,,0.11764705882352941,,19.736842105263158,0.3333333333333333,0.03571428571428571,0.2631578947368421,0.22857142857142856,0.04081632653061224,,0.3333333333333333,0.47058823529411764,0.5,0.5,0.35294117647058826,0.17647058823529413,1.0,1.0,1.0,,,,,0.4,0.5,,,,0.2,1.0,,0.47058823529411764,,0.48437058823529416,0.40590000000000004,0.15,0.15,0.1875,0.5,7.705882352941177,,0.45112781954887216,,,,,,,,,4.0,2.0,2.0,3.0,1.0,1.0,11.0,3.0,2.0,1.0,1.0,,,2.0,8.0,,,1.0,,,,,0.21568627450980393,0.047619047619047616,,0.06666666666666667,0.13636363636363635,0.2727272727272727,0.2777777777777778,,,,,,,,,,0.47213333333333335,3.0,10.0,,,1.0,,,,4.0,3.0,0.3333333333333333,,0.0625,0.23076923076923078,0.2,0.5,0.5,0.75,1.0,,,,2.0,,3.0,3.0,,,4.0,2.0,,,,,0.5,0.6666666666666666,,,,,,,,,1.0,1.0,1.0,0.25,,True,,,,
101123,1610612754,Gerald Green,Gerald Green,101123,IND,9489.0,158,29,310,311,105.0,105.0,47,621,7.0,14.0,1.0,2.0,5.0,7.0,7.0,11.0,30.0,11.0,24.0,2.0,2.0,9.0,20.0,51.0,13.0,30.0,13.0,92.0,319,3.0,6.0,2.0,2.0,4.0,16.0,8.0,20.0,10.0,36.0,8.0,32.0,39.0,24.0,11.0,4.0,12.0,18.0,6.0,42.0,,2.0,19.0,3.0,22.0,3.0,2.0,3.0,2.0,6.0,,12.0,17.0,5.0,36.0,105.0,0.2,0.2,1.0,0.43333333333333335,1.0,0.43333333333333335,0.39215686274509803,0.5,0.4,0.4876543209876543,0.75,0.4666666666666667,0.5168539325842697,0.8,0.5142857142857142,0.37037037037037035,0.0784313725490196,0.14285714285714285,25.956284153005463,0.5,,0.044444444444444446,0.08875739644970414,0.01282051282051282,,,0.1728395061728395,0.5,0.5833333333333334,0.08641975308641975,0.37037037037037035,0.36666666666666664,0.3793103448275862,0.09090909090909091,0.2962962962962963,0.4583333333333333,0.4583333333333333,1.0,0.25,0.5,0.25,1.0,1.0,0.23333333333333334,0.7142857142857143,0.3,0.5432098765432098,0.4583333333333333,0.4910864197530862,0.5011483333333333,0.058823529411764705,0.09090909090909091,0.17391304347826086,0.391304347826087,12.364705882352942,25.713333333333335,0.3387096774193548,2.0,6.0,,,,1.0,4.0,1.0,6.0,3.0,3.0,4.0,2.0,2.0,13.0,4.0,2.0,2.0,1.0,,,2.0,6.0,,,2.0,0.4,0.03333333333333333,0.03333333333333333,,0.10483870967741936,0.043478260869565216,,0.05128205128205128,,0.16129032258064516,0.1509433962264151,0.07407407407407407,0.3333333333333333,0.4,1.0,,,,0.03333333333333333,,0.46564999999999995,2.0,8.0,,4.0,,,,1.0,4.0,3.0,0.14285714285714285,0.3076923076923077,,0.0625,,0.42857142857142855,0.2857142857142857,0.3333333333333333,,4.0,,,,,4.0,3.0,,1.0,4.0,3.0,,1.0,,,0.75,,0.4444444444444444,,,1.0,,,0.16666666666666666,,1.0,,,0.16666666666666666,,True,,,,
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,7066.0,118,9,219,221,15.0,30.0,21,440,9.0,11.0,2.0,2.0,,1.0,6.0,4.0,12.0,,1.0,,,,14.0,29.0,,1.0,8.0,36.0,234,3.0,3.0,,,4.0,10.0,,2.0,,2.0,20.0,8.0,,,,4.0,,3.0,,9.0,3.0,3.0,21.0,9.0,30.0,3.0,,5.0,2.0,8.0,,13.0,9.0,5.0,2.0,15.0,0.7142857142857143,0.7692307692307693,,,,,0.4827586206896552,1.0,,0.4666666666666667,1.0,,0.5294117647058824,1.0,0.3333333333333333,0.03333333333333333,0.13793103448275862,0.18181818181818182,17.355371900826448,0.375,0.04838709677419355,0.10344827586206896,0.16101694915254236,0.09090909090909091,,0.25,0.36666666666666664,0.8181818181818182,1.0,0.2,0.4,0.3333333333333333,0.3333333333333333,1.0,0.03333333333333333,,,,0.6666666666666666,1.0,,,,0.5,,,0.4,,0.49000344827586206,0.56785,0.14705882352941177,0.15151515151515152,0.2777777777777778,0.05555555555555555,9.851724137931036,54.7,0.0684931506849315,,,,,,,,,3.0,2.0,1.0,,,6.0,16.0,2.0,1.0,1.0,1.0,1.0,,13.0,21.0,,,2.0,,,,,0.1797752808988764,0.16216216216216217,0.09090909090909091,0.1935483870967742,0.14285714285714285,0.27586206896551724,0.1282051282051282,,,,,,,,,,0.5099333333333333,1.0,2.0,2.0,2.0,,,3.0,1.0,,,0.3333333333333333,0.25,0.15384615384615385,0.08,,0.6666666666666666,0.16666666666666666,0.25,0.5,,1.0,2.0,2.0,2.0,6.0,5.0,,1.0,6.0,1.0,,1.0,,,0.16666666666666666,,,,1.0,,,,,,,,,,1.0,True,,,,
