EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,ShootingFouls,Fouls,FG3APct,Usage,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,Points,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,PtsUnassisted2s,Corner3Assists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,DefThreePtRebounds,Offensive Fouls Drawn,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsPutbacks,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,Offensive Fouls,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SelfOReb,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,SelfORebPct,SecondChanceCorner3Frequency,ShortMidRangeAssists,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,on,HeaveAttempts,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101214,1610612739,Jawad Williams,Jawad Williams,101214,CLE,135.0,2,-3.0,6,5,1,11,1.0,1.0,5.0,1.0,1.0,1.0,1.0,16.666666666666668,1.0,1.0,0.53775,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200081,1610612739,Jamario Moon,Jamario Moon,200081,CLE,1748.0,29,6.0,57,59,21,116,3.0,5.0,55.0,3.0,1.0,2.0,0.625,12.121212121212121,0.375,1.0,0.56483125,24.139999999999997,30.0,9.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,13.0,1.0,2.0,4.0,6.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,30.0,1.0,1.0,0.6666666666666666,0.6,0.5,0.6,0.6666666666666666,0.8125,0.75,0.8125,0.75,0.11538461538461539,0.1,0.2222222222222222,0.1,1.0,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.54435,0.5523,0.125,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,442.0,7,-1.0,15,14,8,29,,,15.0,,,,,26.666666666666668,,,0.37115,,,1.0,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,0.4,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,14.25,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201581,1610612739,JJ Hickson,JJ Hickson,201581,CLE,207.0,3,-2.0,8,7,1,15,,,8.0,,,,,12.5,,1.0,0.5767,,,,1.0,1.0,,,,,,,,,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,0.25,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,4116.0,69,-5.0,135,133,37,268,,,141.0,,4.0,10.0,,10.0,,0.3076923076923077,0.4710307692307692,,62.0,15.0,2.0,4.0,,,,,,,,,5.0,13.0,,12.0,,,,6.0,8.0,,,,,3.0,,6.0,3.0,4.0,11.0,,,3.0,3.0,1.0,1.0,7.0,6.0,1.0,7.0,3.0,6.0,62.0,0.8,1.0,,,,,0.38461538461538464,0.38461538461538464,0.25,0.42857142857142855,0.3333333333333333,0.05660377358490566,0.047619047619047616,,0.05263157894736842,0.42857142857142855,0.3076923076923077,0.5,0.5,0.5,,,,,,,,,,,,,,0.5431333333333334,0.45725000000000005,0.07692307692307693,0.07692307692307693,0.5,12.661538461538463,0.45925925925925926,,1.0,8.0,2.0,,,,1.0,,1.0,,,0.07692307692307693,,,0.6153846153846154,,,,,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,8.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,0.25,0.25,0.25,0.3,0.2,0.25,0.09302325581395349,0.11764705882352941,0.1,0.11764705882352941,0.09090909090909091,0.06666666666666667,0.08333333333333333,0.2,0.13333333333333333,0.375,0.375,1.0,0.75,0.3333333333333333,0.25,0.5,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1515,1610612739,Anthony Parker,Anthony Parker,1515,CLE,977.0,16,-4.0,35,33,15,68,1.0,4.0,35.0,1.0,,1.0,0.5714285714285714,23.684210526315788,0.14285714285714285,0.8571428571428571,0.5724,24.150000000000002,21.0,3.0,1.0,2.0,2.0,3.0,,1.0,,,,1.0,1.0,3.0,2.0,10.0,,,2.0,,2.0,6.0,,,,,,,,2.0,2.0,,,2.0,3.0,1.0,2.0,,,,,,,21.0,1.0,1.0,1.0,0.5,,0.5,0.3333333333333333,0.5714285714285714,,0.625,,,0.09090909090909091,,,,0.2857142857142857,0.5,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,0.3333333333333333,,0.3333333333333333,,,,0.6154333333333334,0.25,0.5,,4.066666666666667,0.6,,1.0,,,,,1.0,1.0,,1.0,,,0.14285714285714285,,,,1.0,,1.0,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612739,Antawn Jamison,Antawn Jamison,1712,CLE,1037.0,17,,33,34,5,67,,,34.0,,1.0,3.0,,16.666666666666668,,0.4,0.47592,,9.0,3.0,1.0,2.0,,,,,,,,,2.0,5.0,,4.0,,,,,2.0,,,,,1.0,,2.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,9.0,0.5,0.5,,,,,0.4,0.4,,0.4,,0.06666666666666667,0.1,,0.125,,0.4,0.5,1.0,,,,,,,,,,,,,,,,0.4261,,,,6.14,0.2727272727272727,1.0,2.0,1.0,2.0,,,,1.0,,1.0,,,0.4,0.5,0.5,0.2,1.0,,0.2,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,0.5,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,2989.0,50,4.0,99,96,33,195,3.0,4.0,96.0,3.0,,2.0,0.17391304347826086,36.283185840707965,0.13043478260869565,0.6086956521739131,0.5133978260869566,24.375,60.0,14.0,7.0,10.0,,1.0,,1.0,,1.0,,2.0,11.0,19.0,,44.0,2.0,,3.0,29.0,6.0,,,,3.0,6.0,1.0,15.0,8.0,10.0,12.0,1.0,,17.0,26.0,2.0,12.0,,,,,,29.0,60.0,0.2727272727272727,0.3,,,,,0.5789473684210527,0.4782608695652174,0.375,0.6285714285714286,0.5576923076923077,0.20512820512820512,0.20454545454545456,0.06666666666666667,0.3333333333333333,,0.43478260869565216,0.7,0.7,0.14285714285714285,0.043478260869565216,,,,,,,0.25,0.0625,,0.125,,,0.551175,0.5367625,0.36363636363636365,0.41379310344827586,0.6590909090909091,8.052631578947368,0.6060606060606061,1.0,3.0,6.0,16.0,2.0,3.0,2.0,3.0,1.0,6.0,,0.5,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.2608695652173913,1.0,,0.2,0.2,1.0,1.0,5.0,8.0,3.0,22.0,2.0,2.0,,4.0,6.0,13.0,17.0,2.0,3.0,2.0,1.0,,2.0,,1.0,2.0,1.0,,,2.0,1.0,2.0,1.0,0.46153846153846156,0.5,0.5,0.3333333333333333,,0.058823529411764705,,0.04081632653061224,0.07692307692307693,,0.09090909090909091,,,0.25,0.5,0.5,0.3333333333333333,0.25,1.0,0.5,0.625,0.09090909090909091,,,,,,1.0,1.0,1.0,1.0,2.0,6.0,0.09090909090909091,0.25,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,2516.0,42,-5.0,83,81,10,164,7.0,7.0,93.0,7.0,5.0,5.0,0.35,25.84269662921348,0.35,0.55,0.503425,24.62857142857143,32.0,5.0,1.0,4.0,,,,,2.0,,2.0,4.0,5.0,13.0,2.0,20.0,,2.0,4.0,11.0,4.0,6.0,,2.0,,3.0,,6.0,4.0,4.0,4.0,1.0,,2.0,4.0,,1.0,1.0,,1.0,1.0,1.0,11.0,32.0,0.4,0.4,1.0,0.2857142857142857,0.5,0.2857142857142857,0.38461538461538464,0.4,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.12121212121212122,0.1,0.18181818181818182,,1.0,0.2,0.25,0.3333333333333333,,,,,,0.2857142857142857,0.2857142857142857,1.0,,,,0.5714285714285714,0.5,0.2857142857142857,,0.5104785714285714,0.047619047619047616,0.07142857142857142,0.55,11.246153846153847,0.3855421686746988,,3.0,6.0,6.0,,,2.0,2.0,,2.0,,,0.15,,,0.3,,,,,,,1.0,1.0,4.0,4.0,,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,0.6666666666666666,,,,,,,,,,,,,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.5,,,0.14285714285714285,1.0,,1.0,0.07692307692307693,0.25,,,,,,1.0,,,,,1.0,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,3351.0,56,-8.0,108,106,31,214,,,118.0,,3.0,8.0,,14.049586776859504,,0.7272727272727273,0.5477,,53.0,13.0,5.0,8.0,,,,,,,,,6.0,11.0,,15.0,,,,7.0,10.0,,,,,4.0,,8.0,13.0,16.0,19.0,2.0,1.0,6.0,3.0,,1.0,1.0,,1.0,1.0,1.0,7.0,53.0,0.8333333333333334,0.8333333333333334,,,,,0.5454545454545454,0.5454545454545454,0.5,0.5769230769230769,0.5,0.34210526315789475,0.32608695652173914,0.375,0.25,1.0,0.7272727272727273,0.625,0.7142857142857143,1.0,,,,,,,,,,,,,,0.5636,0.57585,0.08333333333333333,0.08333333333333333,0.4666666666666667,2.772727272727273,0.49074074074074076,1.0,3.0,,2.0,,1.0,,4.0,,5.0,1.0,0.2,0.2727272727272727,0.3333333333333333,0.3333333333333333,,2.0,3.0,0.25,0.2857142857142857,,3.0,2.0,4.0,,3.0,,3.0,,,3.0,6.0,1.0,,4.0,1.0,3.0,,3.0,,1.0,3.0,1.0,,2.0,1.0,,1.0,,0.5,,,0.25,,0.09375,,0.06521739130434782,0.1,0.1111111111111111,0.07692307692307693,,,0.4,,,,1.0,,0.6666666666666666,0.5,,1.0,0.09090909090909091,0.125,3.0,,,,,1.0,1.0,2.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
