EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG3A,SecondChanceFtPoints,PenaltyFtPoints,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations,on
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,3935.0,66,125,126,50.0,68.0,16.0,251,5.0,6.0,1.0,1.0,2.0,2.0,5.0,6.0,2.0,12.0,151,1.0,1.0,2.0,2.0,2.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,50.0,1.0,0.8,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,0.8571428571428571,1.0,1.0,0.16666666666666666,0.16666666666666666,5.633802816901409,0.05714285714285714,0.12903225806451613,0.07142857142857142,0.0625,0.061224489795918366,0.10638297872340426,0.2,0.3333333333333333,0.1,0.0625,0.07692307692307693,0.2,1.0,1.0,0.8333333333333334,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5659,0.3443,0.4868,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.8999999999999999,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,7068.0,118,227,229,39.0,42.0,26.0,456,7.0,16.0,3.0,7.0,2.0,5.0,15.0,39.0,7.0,37.0,246,3.0,7.0,8.0,3.0,9.0,10.0,20.0,10.0,6.0,4.0,,3.0,,6.0,1.0,7.0,2.0,15.0,18.0,8.0,26.0,4.0,4.0,,3.0,10.0,1.0,6.0,9.0,1.0,7.0,1.0,9.0,4.0,,,,,,,10.0,39.0,,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.42857142857142855,0.3333333333333333,0.375,0.42857142857142855,0.3333333333333333,0.42045454545454547,0.5,0.45454545454545453,0.10256410256410256,0.0625,21.343873517786562,0.22727272727272727,0.08641975308641975,0.1,0.04,0.19767441860465115,0.07547169811320754,0.09090909090909091,0.06451612903225806,0.05,0.22580645161290322,0.125,,,0.4,0.4375,0.4666666666666667,0.42857142857142855,1.0,0.42857142857142855,0.5555555555555556,0.4,0.425,0.4545850000000001,0.5558,0.4608444444444445,0.09302325581395349,0.09523809523809523,0.21621621621621623,0.2702702702702703,8.956410256410257,0.17180616740088106,-33.0,1.0,10.0,7.0,13.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,7.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.025,0.3,0.7,0.14285714285714285,0.10714285714285714,0.3157894736842105,0.11764705882352941,0.09523809523809523,0.25,0.1,0.14285714285714285,1.0,0.325,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.025,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,6241.0,104,200,199,76.0,86.0,24.0,399,1.0,5.0,,,,3.0,8.0,15.0,9.0,46.0,204,1.0,1.0,4.0,2.0,6.0,16.0,8.0,8.0,,1.0,1.0,7.0,,15.0,,1.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,,2.0,8.0,2.0,6.0,11.0,2.0,17.0,,11.0,3.0,,,,,,,16.0,76.0,1.0,0.5,0.5,0.5333333333333333,1.0,0.3333333333333333,0.578125,0.3333333333333333,0.45454545454545453,0.6428571428571429,0.5,0.5714285714285714,0.06666666666666667,0.2,19.026548672566374,0.031746031746031744,0.017241379310344827,0.09090909090909091,,0.047058823529411764,0.011494252873563218,,,,0.09523809523809523,,,,0.15625,0.2,0.25,1.0,,,0.2727272727272727,,0.6875,0.49069833333333335,0.3969,0.474395,0.11764705882352941,0.1875,0.08695652173913043,0.34782608695652173,9.233333333333333,0.38,-3.0,4.0,5.0,3.0,5.0,12.0,17.0,2.0,6.0,10.0,6.0,4.0,2.0,,,6.0,4.0,,2.0,,,2.0,1.0,1.0,0.53125,,0.75,,0.045454545454545456,,0.1111111111111111,,0.15625,0.8,0.8,0.25,0.15625,0.6,0.6,0.6666666666666666,0.375,27.96470588235294,2.0,5.0,1.0,5.0,2.0,2.0,4.0,7.0,2.0,2.0,5.0,21.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,0.4117647058823529,0.4,0.4666666666666667,0.058823529411764705,0.2,0.15625,0.4,0.5,1.0,0.4166666666666667,0.4166666666666667,1.0,0.6666666666666666,0.09090909090909091,0.36363636363636365,0.5,0.5,0.05555555555555555,,,,,,,,,,,,,,,,,,,True
2047,1610612748,Quentin Richardson,Quentin Richardson,2047,MIA,8717.0,145,281,282,57.0,73.0,29.0,563,4.0,4.0,,,1.0,1.0,9.0,23.0,4.0,49.0,316,,2.0,,3.0,5.0,11.0,10.0,8.0,,3.0,2.0,8.0,1.0,18.0,,1.0,5.0,11.0,18.0,1.0,19.0,8.0,7.0,1.0,2.0,5.0,1.0,8.0,16.0,,7.0,,5.0,2.0,1.0,,,1.0,1.0,,11.0,57.0,5.0,0.5555555555555556,0.5555555555555556,0.391304347826087,,0.6,0.5,,0.6428571428571429,0.5212765957446809,,0.6875,0.13043478260869565,,16.720257234726688,0.13580246913580246,0.010101010101010102,0.2777777777777778,,0.16161616161616163,0.007692307692307693,,,,0.08823529411764706,0.16,0.3333333333333333,1.0,0.08888888888888889,1.0,1.0,0.75,,,0.14285714285714285,1.0,0.5777777777777777,0.4986711111111111,0.45494999999999997,0.43727857142857146,0.043478260869565216,0.08333333333333333,,0.22448979591836735,10.347826086956523,0.20284697508896798,-52.0,3.0,10.0,2.0,9.0,18.0,22.0,,2.0,18.0,6.0,3.0,2.0,2.0,,3.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.4888888888888889,0.2,0.6,0.2857142857142857,0.027777777777777776,0.18181818181818182,0.26666666666666666,,0.2222222222222222,0.3,0.375,0.3333333333333333,0.2,0.2222222222222222,0.25,0.5,0.4,24.577272727272728,3.0,4.0,,6.0,,1.0,2.0,9.0,,1.0,2.0,24.0,,6.0,,1.0,,1.0,,,0.8888888888888888,0.4090909090909091,0.5,0.4090909090909091,,,0.08888888888888889,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,,,0.2857142857142857,0.5,0.3333333333333333,,3.0,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,True
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,12591.0,210,401,401,95.0,129.0,45.0,802,31.0,39.0,5.0,5.0,8.0,11.0,47.0,73.0,27.0,166.0,432,6.0,8.0,25.0,12.0,19.0,37.0,28.0,66.0,8.0,2.0,7.0,34.0,5.0,75.0,1.0,5.0,6.0,13.0,22.0,6.0,28.0,8.0,5.0,3.0,13.0,26.0,11.0,5.0,16.0,3.0,35.0,2.0,40.0,21.0,7.0,4.0,2.0,8.0,3.0,,37.0,95.0,2.0,0.2978723404255319,0.32558139534883723,0.6438356164383562,0.75,0.631578947368421,0.6318181818181818,0.8181818181818182,0.515625,0.66,0.8928571428571429,0.5441176470588235,0.0273972602739726,0.02564102564102564,33.630289532293986,0.1092436974789916,0.03759398496240601,0.15384615384615385,0.020833333333333332,0.12025316455696203,0.03314917127071823,0.07894736842105263,,0.02564102564102564,0.06,0.2222222222222222,0.25,0.375,0.35454545454545455,0.7948717948717948,0.8157894736842105,0.3548387096774194,0.45454545454545453,1.0,0.34375,0.7272727272727273,0.6909090909090909,0.5289674311926605,0.5805125,0.5440806451612904,0.176,0.2413793103448276,0.15060240963855423,0.22289156626506024,6.689041095890411,0.23690773067331672,-36.0,8.0,17.0,8.0,17.0,36.0,37.0,7.0,4.0,35.0,27.0,12.0,10.0,3.0,2.0,13.0,10.0,4.0,3.0,1.0,5.0,7.0,,,0.33636363636363636,0.058823529411764705,0.5,0.25,0.0392156862745098,0.06060606060606061,0.12903225806451613,0.045454545454545456,0.15454545454545454,0.47058823529411764,0.5,,0.15454545454545454,0.47058823529411764,0.47058823529411764,0.375,0.32727272727272727,25.343243243243244,,1.0,1.0,15.0,3.0,3.0,12.0,15.0,3.0,3.0,13.0,9.0,1.0,15.0,,2.0,3.0,3.0,2.0,1.0,0.2,0.40540540540540543,0.23076923076923078,0.4166666666666667,,,0.00909090909090909,,,,0.4166666666666667,0.4166666666666667,0.2,0.2727272727272727,0.03125,0.375,0.25,0.42857142857142855,0.02631578947368421,36.0,5.0,4.0,1.0,,,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.2,0.6666666666666666,1.0,,,,True
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,4879.0,81,157,157,50.0,80.0,19.0,314,2.0,5.0,1.0,2.0,1.0,3.0,5.0,14.0,5.0,21.0,161,1.0,3.0,4.0,1.0,3.0,10.0,2.0,8.0,2.0,1.0,1.0,7.0,1.0,15.0,,2.0,2.0,7.0,11.0,2.0,13.0,1.0,1.0,,2.0,5.0,2.0,1.0,3.0,,2.0,1.0,5.0,1.0,,,,,,,10.0,50.0,1.0,0.2,0.25,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.38095238095238093,0.3333333333333333,0.8,0.43478260869565216,0.5,0.8333333333333334,0.07142857142857142,0.2,15.730337078651685,0.15555555555555556,0.045454545454545456,0.07692307692307693,,0.1267605633802817,0.028985507246376812,0.05555555555555555,,,0.21052631578947367,0.2,,,0.23809523809523808,0.4,0.5,0.5,0.6666666666666666,0.5,0.6,0.3333333333333333,0.5714285714285714,0.4870833333333333,0.46140000000000003,0.62377,0.045454545454545456,0.06666666666666667,0.19047619047619047,0.47619047619047616,11.928571428571429,0.3184713375796178,-5.0,,1.0,3.0,8.0,3.0,7.0,2.0,2.0,3.0,6.0,2.0,4.0,2.0,,3.0,2.0,2.0,1.0,,1.0,,1.0,1.0,0.3333333333333333,,0.6,0.25,0.05555555555555555,,0.09523809523809523,,0.047619047619047616,,,,0.38095238095238093,0.375,0.375,,0.14285714285714285,24.61428571428571,1.0,4.0,1.0,1.0,,1.0,1.0,2.0,,2.0,2.0,6.0,,1.0,,,,,1.0,,1.0,0.2857142857142857,1.0,0.2857142857142857,,,0.19047619047619047,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.2,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,,True
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,5260.0,88,165,166,8.0,21.0,17.0,331,,3.0,,,,,11.0,19.0,,22.0,183,,,,,,,12.0,10.0,,1.0,1.0,9.0,1.0,19.0,,1.0,1.0,4.0,5.0,1.0,6.0,2.0,2.0,,,3.0,1.0,1.0,7.0,,,,,,,,,,,,,8.0,,0.5454545454545454,0.5454545454545454,0.5789473684210527,,,0.55,,,0.55,,,0.05263157894736842,0.3333333333333333,12.637362637362637,0.08163265306122448,0.014925373134328358,0.07692307692307693,,0.08064516129032258,0.0125,,,,0.08,0.1111111111111111,,,0.15,,,,,,,,0.2,0.46063,,,,,,,16.22631578947368,0.048484848484848485,-26.0,,1.0,11.0,15.0,,1.0,,,,8.0,4.0,3.0,,,3.0,2.0,,1.0,,,,,,0.05,,1.0,,0.037037037037037035,0.06666666666666667,0.1,,0.05,,,,0.75,0.7333333333333333,0.7333333333333333,0.5454545454545454,,23.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,7591.0,127,243,239,83.0,102.0,25.0,482,4.0,9.0,2.0,2.0,,2.0,11.0,30.0,4.0,26.0,254,2.0,2.0,4.0,2.0,7.0,5.0,18.0,4.0,4.0,3.0,3.0,4.0,1.0,11.0,2.0,5.0,3.0,19.0,24.0,7.0,31.0,1.0,1.0,,4.0,5.0,1.0,10.0,17.0,1.0,7.0,,6.0,2.0,1.0,1.0,,1.0,1.0,,5.0,83.0,3.0,0.8181818181818182,1.0,0.36666666666666664,1.0,0.2857142857142857,0.36666666666666664,1.0,0.2857142857142857,0.3939393939393939,1.0,0.3125,0.1,0.2222222222222222,14.022140221402214,0.2835820895522388,0.0684931506849315,0.11538461538461539,0.0625,0.23655913978494625,0.06666666666666667,0.045454545454545456,0.047619047619047616,0.07142857142857142,0.22727272727272727,0.25925925925925924,,1.0,0.3,0.4444444444444444,0.5714285714285714,0.5,1.0,1.0,0.2857142857142857,,0.3,0.45307000000000003,0.5759,0.4679285714285714,0.0625,0.0625,0.15384615384615385,0.19230769230769232,10.436666666666666,0.34156378600823045,-12.0,2.0,7.0,5.0,14.0,,,,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,0.14285714285714285,0.2,0.2,0.1,0.3888888888888889,0.15,0.125,0.23333333333333334,0.2857142857142857,0.3333333333333333,1.0,0.4666666666666667,0.35714285714285715,0.35714285714285715,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True
2592,1610612748,James Jones,James Jones,2592,MIA,298.0,5,9,9,4.0,8.0,1.0,18,,,,,,,,,2.0,2.0,11,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,2.0,4.0,,,,,,,,,,0.5,,1.0,,,27.272727272727273,,,,,,,,,,,,,,,,,,,,,,1.0,0.5043,,,,,,1.0,,0.4444444444444444,5.0,,,,,1.0,1.0,,2.0,1.0,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,270.0,4,9,9,2.0,8.0,,18,,2.0,,,,,,2.0,,,8,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,0.5,33.333333333333336,0.2,,,,0.16666666666666666,,,,,,,,,1.0,,,,,,,,1.0,0.3972,,,,,,,3.0,0.2222222222222222,5.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
